unit,pos,depth,player,class,origin,note
DL,DL,2,Yamil Talib / Dylan Manuel / Samu Taumanupepe / Sedrick Smith / Toby Anene / Lamont Lester,SO / JR / SR / JR / SR / SO,Charlotte + AppSt + Baylor + Maryland + NDSU + Monmouth transfers,"Talib 79.0/374 (CLT cross-ref); Manuel 71.4/434; Taumanupepe 6-3 375 lbs (Baylor cross-ref); Anene (NDSU) + Lester (9.5 sk L3Y Monmouth) FCS rushers - no rows. DEPARTED: ALL FOUR starters - A.Walker (70.4/560) + Wade (65.0/518) + Barnes + McNeill expired; Davis-Swain -> A&M; Oatis -> Ole Miss; Okunlola -> VT; Merritt -> Clemson; McPherson -> PSU (the 'five to P4 rosters' - P6). 2025: 223 rush allowed (2nd-worst natl), 13 sacks"
LB,ILB,1,Liona Lefau,SR,Texas transfer (Athlon*),"22 starts, 132 tkl, 8 tfl, 6 pd L2Y at Texas (PS#37); PFF 61.7/462"
LB,ILB,1,Gideon Lampron,SR,Bowling Green transfer (Athlon*),"12 st, 119 tkl, 17.5 tfl, 1st-team MAC; 1st-tm Pioneer at Dayton '24 - climbing levels; PFF 86.6/753 (manual append: PFF name corrupted 'Gideon ESPN Lampron')"
LB,LB,2,Tyler Martinez / Rodney Colton / Carson Crawford,SR / FR / FR,NMSU transfer + signees,"Martinez: 16 st, 123 tkl L2Y, 2nd-tm CUSA; PFF 66.2/218. DEPARTED: ALL THREE starters - Hughes (54.6/516, portal-no-dest = GONE adjudicated), J.Brown (63.5/472) + French (44.9/322) expired; Myers (70.1/318) -> UAB. 2025 as-played 9th pctile"
DB,NB,1,Boo Carter,JR,Tennessee transfer (Athlon*),"former Top100; 5 st, 22 gm, 63 tkl L2Y at Tenn; 'rocky ride... big spring' (Athlon); may get offensive snaps (P6)"
DB,CB,1,Cree Thomas,rFR,Notre Dame transfer (Athlon*),"3 games at ND; 'star potential' (Athlon); pedigree over tape"
DB,CB,1,Makari Vickers,JR,returner (PS starter),"OU transfer in '25; 2 st, 8 gm here; RJ Johnson (3 st L2Y) + Omodia (Lamar: 19 st, 89 tkl, 19 pd L2Y - no PFF row) behind"
DB,SS,1,Naeten Mitchell,JR,New Mexico State transfer (Athlon*),"12 st, 93 tkl, 9 pd, 2nd-team CUSA; PFF 64.8/845"
DB,FS,1,Randon Fontenette,SR,Vanderbilt transfer (Athlon*),"24 st, 125 tkl, 14.5 tfl, 15 pd L2Y at Vandy; former 4*; PFF 68.2/790"
DB,DB,2,Justin Eaglin / Emory Floyd / Ben Finneseth / Jaydan Hardy,SR / SO / SR / JR,JMU + AppSt transfers + returner (yr-4 OVERRIDE) + OU transfer,"Eaglin: All-SBC, 11 st, 13 pd (74.7/679); Floyd 13 st, 57 tkl (69.0/846); Finneseth = P6's 'only returning player with more than six starts' (yr-4, magazine override; 6 st, 27 tkl). DEPARTED: Byard (75.0/595) -> A&M; Stoutmire (72.4/461) -> Arkansas; McKinney (66.6/597) -> ND; Parks -> TCU; Hodge (57.0/844) expired; Slaughter -> Purdue; Love -> MissSt; Branch -> UCF. 9 transfer DBs in (3 full-time starters - PS); 'stronger at S than CB' (PS)"
ST,P,1,Damon Greaves,SR,RETURNING,"'solid first year' (Athlon); 44 punts (43.7), 37.4 net here LY; Kansas '23-'24 before"
ST,K,1,Elliot Arnold,rFR,returner (battle),"DNP as true FR; 'strong leg, ready' (Athlon); vs journeyman McCormick (6-10 FG LY at Grambling). DEPARTED: Mata (school-record career FG%, 9-11 LY) graduated. STR history #111/#97 (PS); team SPEC 75.7 = 60th pctile"
