player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Devin Briscoe,78631,HB,LOUCOL,1,15,7,1,37.5,15,0,40,0,0,7,47,146.2,2,3,958,0,8,75.2,70.6,74.6,,78.7,56.3,69.4,59.9,15,0,0,0,5,17,0,0,0,15,0,40,47,3.13,2.7,0.0,7
Louis Williams,155639,QB,TUSKEGEE,2,14,2,0,0.0,0,0,12,0,0,1,3,8.3,0,1,405,3,4,17.3,44.1,76.7,54.9,,,40.6,60.0,9,0,0,0,0,26,39,8,0,6,0,51,33,2.36,3.6,,1
Andrew Fowler,153112,QB,STANKN,1,14,2,1,35.0,21,1,55,0,0,1,47,27.8,1,3,1455,1,6,41.7,82.3,77.0,89.2,,,60.0,60.0,21,2,0,0,0,42,5,1,0,13,2,60,50,3.57,4.3,,4
Cameron Lewis,87522,QB,WSRAMS,1,14,1,0,0.0,0,0,34,0,0,1,19,38.8,2,3,1206,3,0,24.1,60.8,76.4,66.6,,,53.0,60.0,11,0,0,0,0,19,28,7,0,7,0,62,37,2.64,4.4,,7
Payton Shoemaker,151383,HB,INWSLY,1,14,1,0,0.0,0,0,20,0,1,1,17,15.2,0,0,1451,0,8,75.2,54.5,74.6,,75.2,61.5,53.9,,8,0,10,2,10,15,0,0,2,16,0,20,17,1.21,1.4,1.0,6
Sidney Gibbs,154304,HB,SHAWBE,1,13,5,2,43.2,32,0,74,1,1,5,38,109.6,3,5,1094,0,1,74.5,72.0,74.6,,74.3,68.3,70.4,59.2,16,0,4,3,8,17,0,0,4,16,1,74,38,2.92,5.7,0.5,12
Ronald Jamison,151616,HB,N MEX HIGH,1,13,0,0,0.0,0,0,45,1,1,0,30,15.4,0,1,388,0,3,75.1,55.0,80.4,,10.1,51.7,61.7,61.5,9,0,43,2,41,43,0,0,6,15,0,45,30,2.31,3.5,1.05,10
Jared Smith,155014,HB,MITECH,1,13,1,0,0.0,0,0,28,0,1,1,20,20.5,0,0,980,1,5,38.3,53.2,75.9,,30.0,70.0,52.3,,8,0,15,2,10,14,0,0,2,15,0,28,20,1.54,2.2,1.5,5
Cameron Burston,136858,QB,LINCOK,1,11,0,0,0.0,0,0,-15,0,0,0,4,0.0,2,1,1452,2,0,29.4,38.9,18.4,45.9,,,47.0,60.0,15,1,0,0,0,23,41,7,0,4,0,26,23,2.09,2.4,,3
Brayden Lucero,143379,HB,FORT LEW,1,11,4,0,0.0,0,0,48,0,0,4,32,105.8,1,2,873,0,0,73.5,71.7,73.3,,67.5,57.5,70.6,58.6,12,0,0,0,4,14,0,0,0,11,0,48,32,2.91,4.4,0.0,11
Ahman Foster-Powell,151896,HB,LINCOLN,1,11,0,0,0.0,0,0,21,0,0,0,21,0.0,0,0,380,0,1,73.5,47.5,74.6,,70.0,55.6,48.5,58.3,4,0,0,0,8,20,0,0,0,11,0,21,21,1.91,1.9,0.0,9
Trevor McNeil,153147,HB,STANKN,1,11,1,0,0.0,0,0,41,0,0,1,33,27.3,1,4,1455,0,10,74.1,60.1,79.0,,18.0,53.9,62.7,68.6,12,0,0,0,13,30,0,0,1,11,1,41,33,3.0,3.7,0.0,1
Rico Owens II,151765,HB,DELTAST,1,11,6,0,0.0,0,0,44,0,0,6,38,172.7,0,3,841,0,0,73.6,67.7,74.1,,0.0,64.0,81.4,60.0,8,0,-2,1,3,13,0,0,1,12,0,44,38,3.45,4.0,-0.67,11
Paul Thomas,153447,HB,SIMONFRA,1,11,0,0,0.0,0,0,12,0,0,0,12,0.0,0,0,1097,0,5,73.5,47.3,74.0,,0.0,58.9,58.7,58.9,7,0,0,0,2,16,0,0,1,11,0,12,12,1.09,1.1,0.0,6
Jalen March,152103,HB,MWSTATE,1,11,0,3,81.8,72,0,88,0,1,0,46,29.9,3,5,983,0,4,74.1,72.1,77.5,,16.7,65.5,76.6,57.6,34,0,26,3,25,16,0,0,3,14,1,88,46,4.18,8.0,1.04,7
William Marano,154899,HB,MITECH,1,11,5,0,0.0,0,0,51,0,0,5,34,110.4,4,5,980,0,5,73.7,76.1,75.1,,53.2,71.7,76.3,60.0,13,0,14,3,6,12,0,0,3,14,0,51,34,3.09,4.6,2.33,6
Nash Sutherlin,154262,HB,LNDNWD,1,11,4,0,0.0,0,0,33,0,1,4,29,94.2,0,2,949,1,4,27.1,55.1,73.5,,11.9,29.2,65.3,56.1,9,0,9,3,10,15,0,0,3,14,0,33,29,2.64,3.0,0.9,7
Terry Bryant,155583,HB,TUSKEGEE,2,10,1,1,72.1,44,0,61,0,0,1,27,27.0,1,1,405,0,5,73.1,54.3,79.3,,23.8,56.9,66.3,53.9,44,0,0,0,3,25,0,0,1,10,0,61,27,2.7,6.1,0.0,5
Jayvon Davis,152259,HB,TXPERB,1,10,5,0,0.0,0,0,53,1,0,5,44,220.0,2,3,1268,0,6,73.7,69.8,73.4,,72.1,30.9,76.2,59.2,13,0,0,0,10,15,0,0,1,10,1,53,44,4.4,5.3,0.0,4
Shomari Mason,110581,HB,WESTFL,1,10,1,1,34.7,17,0,49,0,0,1,23,23.0,2,2,1269,0,2,73.1,66.7,74.4,,53.1,54.4,69.0,60.0,17,0,0,0,10,12,0,0,0,10,1,49,23,2.3,4.9,0.0,7
Drew Moore,155138,HB,DEPAUW,1,10,1,1,41.9,26,0,62,0,0,1,41,37.3,2,5,845,0,3,73.1,58.5,75.2,,14.9,57.1,60.0,60.0,26,0,3,1,15,11,0,0,1,11,2,62,41,4.1,6.2,0.2,6
Somto Anyadike,153448,HB,SIMONFRA,1,10,0,0,0.0,0,0,12,0,0,0,12,0.0,0,1,1097,0,2,73.1,52.6,70.6,,40.7,,54.5,,7,0,0,0,0,10,0,0,0,10,0,12,12,1.2,1.2,,7
Cameron McKinney,61518,HB,CENT WASH,1,10,0,0,0.0,0,0,20,0,0,0,17,0.0,0,3,367,0,8,73.6,62.3,75.8,,76.8,57.9,62.3,59.4,6,0,-3,1,10,12,0,0,1,11,1,20,17,1.7,2.0,-0.3,1
Dillon Sterling-Cole,46390,QB,MWSTATE,1,10,4,0,0.0,0,0,32,0,0,4,34,167.9,3,5,983,1,5,43.2,45.6,77.5,37.9,,,67.9,60.0,11,0,0,0,0,36,6,1,0,9,0,38,45,4.5,3.8,,1
Nate Tilford,152338,HB,TXPERB,1,10,2,0,0.0,0,0,32,0,0,2,19,38.0,1,2,1268,1,5,24.8,43.3,75.2,,77.1,54.8,43.4,60.0,10,0,0,0,11,14,0,0,1,10,0,32,19,1.9,3.2,0.0,5
Ja'rome Johnson,153361,QB,BOWIE ST,1,10,5,0,0.0,0,0,27,0,0,2,10,125.0,3,3,365,2,2,24.0,52.2,76.6,49.3,,,61.1,60.0,18,0,0,0,0,18,48,6,0,4,0,75,30,3.0,7.5,,2
T.J. Gardner,55108,HB,SOCTOW,1,9,1,0,0.0,0,0,12,0,1,1,15,33.3,0,2,1107,0,0,72.6,60.1,75.6,,23.5,62.5,61.4,60.0,3,0,18,1,20,13,0,0,2,10,0,12,15,1.67,1.3,0.9,9
Khalid Shakir,152497,HB,AVEMAR,1,9,2,1,38.6,17,0,44,0,0,2,28,56.6,1,4,1450,0,2,72.7,58.5,73.4,,0.0,64.3,69.6,58.1,17,0,-7,2,9,13,0,0,2,11,0,44,28,3.11,4.9,-0.78,7
Billy Hall,152740,QB,RNHEAG,1,9,1,2,75.0,99,0,112,0,0,1,87,241.7,2,3,1454,0,4,71.4,69.9,75.6,55.5,,,77.7,60.0,80,0,0,0,0,22,20,3,0,6,2,132,90,10.0,14.7,,0
Claude Newell III,151566,QB,MILES,2,9,2,0,0.0,0,1,16,0,0,1,14,56.0,2,2,386,0,3,70.9,71.2,78.0,69.6,,,63.4,60.0,13,2,0,0,0,54,26,4,0,5,0,42,38,4.22,4.7,,1
Kierre Huey-Cazenave,151316,HB,NAUSTA,2,9,4,2,114.3,32,0,28,2,4,4,24,164.1,2,2,1453,0,4,73.2,55.5,79.8,27.6,28.6,54.5,71.1,60.0,17,0,28,4,35,14,0,0,7,13,0,28,24,2.67,3.1,0.8,5
Jalen Parker,121499,QB,MILES,2,9,1,0,0.0,0,0,28,0,0,0,8,0.0,2,3,386,0,3,71.1,61.7,74.8,50.3,,,67.0,60.0,25,0,0,0,0,28,31,2,0,7,1,59,19,2.11,6.6,,4
Justin Jones,143364,HB,MWSTATE,1,9,0,0,0.0,0,0,36,0,0,0,16,0.0,1,2,983,0,7,72.6,71.0,73.0,,,59.9,70.3,60.0,14,0,2,1,4,10,0,0,1,10,0,36,16,1.78,4.0,0.5,2
Mike Green,40598,HB,LINCOK,1,9,1,1,59.5,22,0,37,0,0,1,37,45.7,1,1,1452,0,1,72.5,67.8,74.5,,80.9,56.2,67.3,58.6,22,0,0,0,7,15,0,0,1,9,0,37,37,4.11,4.1,0.0,8
Cade Brister,154186,QB,LNDNWD,1,9,2,0,0.0,0,0,36,0,0,2,21,85.7,1,1,949,0,2,71.4,50.9,75.7,51.5,,,55.5,60.0,11,0,0,0,0,25,9,2,0,7,0,45,23,2.56,5.0,,2
D'Ontae Eatmon,152665,HB,POINTVILLE,2,9,1,0,0.0,0,0,25,0,0,1,22,27.2,1,1,393,0,5,72.5,58.3,72.0,,73.0,56.8,58.4,59.2,11,0,0,0,6,13,0,0,0,9,0,25,22,2.44,2.8,0.0,4
Craig Cooper,155037,HB,UFTLEA,1,8,1,0,0.0,0,0,27,0,0,1,21,32.8,1,1,1458,0,3,72.7,49.5,77.9,,27.3,43.3,60.0,56.3,13,0,0,0,13,18,0,0,0,8,0,27,21,2.63,3.4,0.0,4
Rashaad Boddie,39964,HB,CENT WASH,1,8,2,1,35.1,20,0,57,0,0,2,19,59.4,3,5,367,0,7,71.9,70.5,73.1,,,57.0,70.3,57.8,20,0,0,0,4,11,0,0,0,8,1,57,19,2.38,7.1,0.0,1
Kalib Jennings,155662,HB,VA LYNCHBU,3,8,2,0,0.0,0,0,8,0,1,2,14,58.3,0,0,406,0,2,72.1,67.2,76.0,,81.4,73.3,63.8,58.6,6,0,8,1,14,18,0,0,2,9,0,8,14,1.75,1.0,0.57,6
Qmac Quiteh,155053,HB,UFTLEA,1,8,4,1,48.6,17,0,35,0,0,4,28,155.6,2,2,1458,0,3,72.0,69.4,78.0,,66.0,55.2,72.6,55.8,17,0,0,1,10,15,0,0,2,9,0,35,28,3.5,4.4,0.0,5
Isaiah Blake,152749,HB,RNHEAG,1,8,0,0,0.0,0,0,18,0,0,0,14,0.0,0,0,1454,1,5,22.8,49.7,76.0,,79.1,57.3,46.9,60.0,6,0,0,0,10,14,0,0,0,8,0,18,14,1.75,2.3,0.0,3
Brett Sylve,151499,FB,KY STATE,1,8,1,0,0.0,0,0,30,0,0,1,20,31.3,0,0,378,0,3,73.3,65.1,76.4,,79.0,58.7,63.9,59.0,8,0,0,0,2,16,0,0,1,8,0,30,20,2.5,3.8,0.0,0
Quino Mauricette,181293,HB,AVEMAR,1,8,0,0,0.0,0,0,7,0,0,0,14,0.0,0,1,1450,0,3,72.1,64.2,74.1,,68.8,73.5,59.1,67.4,7,0,10,2,7,11,0,0,2,10,0,7,14,1.75,0.9,1.43,5
Calil Wilkins,153360,HB,BOWIE ST,1,8,0,1,70.5,31,0,44,0,0,0,17,0.0,1,1,365,1,2,23.7,53.9,75.8,,77.6,62.2,49.5,58.8,31,0,15,2,26,14,0,0,4,10,0,44,17,2.13,5.5,0.58,6
Deion Dampier,151792,HB,DELTAST,1,8,2,1,68.8,64,0,93,0,0,2,27,75.0,1,2,841,1,0,21.5,55.0,73.0,,2.7,26.0,76.2,60.0,64,0,-6,1,5,10,0,0,1,9,1,93,27,3.38,11.6,-1.2,8
Nick David-West,153053,HB,TXWSLY,1,8,2,0,0.0,0,0,1,0,0,2,14,43.8,0,0,1457,0,1,71.9,54.4,74.4,,71.6,58.6,53.8,59.5,4,0,0,0,3,11,0,0,1,8,0,1,14,1.75,0.1,0.0,7
Mason Brubeck,152901,HB,WV WESLEY,1,8,0,0,0.0,0,0,31,0,0,0,28,0.0,2,2,409,0,2,71.9,59.9,71.6,,72.1,43.4,59.5,64.4,12,0,0,0,4,10,0,0,2,8,0,31,28,3.5,3.9,0.0,6
Dre' Williams,152242,HB,N GREENVLE,1,8,3,0,0.0,0,0,37,0,0,3,20,75.0,2,2,390,0,2,72.1,67.8,75.9,,70.0,65.4,65.9,58.5,11,0,28,2,14,11,0,0,5,10,0,37,20,2.5,4.6,2.0,6
Ike Brown,152594,HB,LANECOL,1,7,1,0,0.0,0,0,15,0,1,1,17,54.0,0,0,942,1,3,22.7,57.8,76.9,,74.1,73.0,48.7,58.8,6,0,24,2,21,11,0,0,5,9,0,15,17,2.43,2.1,1.14,4
Chacai Campbell,155942,QB,VA LYNCHBU,1,7,2,0,0.0,0,0,9,0,0,2,14,175.0,0,2,406,0,0,70.3,64.1,75.8,63.9,,,60.0,60.0,5,0,0,0,0,21,5,3,0,4,0,14,15,2.14,2.0,,4
Shaq Freeman-Parks,152908,HB,WV WESLEY,1,7,0,0,0.0,0,0,4,0,1,0,4,7.1,0,0,409,0,3,71.4,56.9,0.0,,0.4,74.1,58.2,81.6,8,1,32,1,10,7,0,0,2,8,0,4,4,0.57,0.6,3.2,4
Tyrique Robinson,152739,TE,POINTVILLE,2,7,1,0,0.0,0,0,8,0,0,1,13,20.6,0,1,393,0,4,71.5,55.4,77.2,,,58.6,57.7,46.3,4,0,16,2,27,23,0,0,5,9,0,8,13,1.86,1.1,0.59,3
Shiloh Addo-Nobles,152706,HB,POINTVILLE,2,7,3,0,0.0,0,0,13,0,0,3,12,73.5,0,1,393,0,2,71.3,59.8,74.0,,71.8,54.5,60.7,59.6,5,0,0,0,12,9,0,0,0,7,0,13,12,1.71,1.9,0.0,4
Adelaziz Junior Ellis,153137,FB,STANKN,1,7,2,0,0.0,0,0,6,0,0,2,14,44.4,0,0,1455,1,3,21.2,50.7,80.0,,69.5,76.3,44.4,54.4,4,1,25,2,14,36,0,0,2,9,0,6,14,2.0,0.9,1.79,4
Elijah Snell,151861,HB,LINCOLN,1,7,4,0,0.0,0,0,55,0,1,4,42,333.3,2,2,380,0,0,71.5,71.8,74.8,,70.2,69.9,68.6,61.6,13,0,12,2,9,16,0,0,3,9,0,55,42,6.0,7.9,1.33,1
Rodney McKay,110417,HB,VIRUNI,1,7,0,0,0.0,0,0,26,1,0,0,12,0.0,0,1,1165,1,6,22.0,39.5,74.6,,75.1,27.3,48.9,60.0,8,0,17,3,14,8,0,0,4,10,0,26,12,1.71,3.7,1.21,1
Christian Peters,154331,QB,SHAWBE,1,7,2,0,0.0,0,0,15,0,0,2,12,66.7,0,3,1094,2,2,23.3,76.4,76.8,81.6,,,53.2,60.0,8,0,0,0,0,32,8,1,0,6,0,23,25,3.57,3.3,,2
K'Vonte Jackson,142862,HB,MWSTATE,1,7,0,0,0.0,0,0,26,0,0,0,13,0.0,1,1,983,0,3,71.3,63.9,73.4,,78.6,56.1,63.8,58.6,12,0,0,0,6,12,0,0,1,7,0,26,13,1.86,3.7,0.0,4
James Powell Jr.,152054,QB,LOUCOL,1,7,1,0,0.0,0,0,8,0,0,1,6,66.7,0,1,958,1,3,69.1,42.9,74.9,45.9,,,50.4,60.0,4,0,0,0,0,22,10,4,0,3,1,18,8,1.14,2.6,,0
Bryson Williams,155638,QB,TUSKEGEE,2,7,3,0,0.0,0,0,24,0,0,2,13,288.9,3,4,405,2,1,20.5,48.8,75.4,50.0,,,54.3,60.0,14,0,0,0,0,14,26,4,0,3,0,50,44,6.29,7.1,,2
Ty Williams,153061,HB,TXWSLY,1,7,2,0,0.0,0,0,22,0,0,2,14,50.0,0,1,1457,0,3,71.4,66.6,72.7,,80.9,63.3,65.1,60.0,8,0,5,1,4,10,0,0,1,8,0,22,14,2.0,3.1,1.25,4
Cameron Davis,102397,HB,WSRAMS,1,7,2,0,0.0,0,0,4,0,0,2,16,65.3,0,0,1206,0,0,71.3,59.5,73.5,,53.4,55.8,61.2,59.0,5,0,0,0,8,9,0,0,0,7,0,4,16,2.29,0.6,0.0,6
D'Vonte Allen,153075,HB,STANKN,1,7,4,2,74.4,64,0,86,0,0,4,26,212.2,2,3,1455,0,4,71.3,80.3,78.0,,78.2,52.4,84.7,53.0,46,0,0,0,8,22,0,0,0,7,2,86,26,3.71,12.3,0.0,3
EJ Humphrey,152205,HB,N GREENVLE,1,7,2,0,0.0,0,0,44,0,0,2,27,110.2,1,2,390,0,0,71.3,65.5,74.7,,14.8,53.2,73.9,60.0,12,0,0,0,8,8,0,0,1,7,0,44,27,3.86,6.3,0.0,7
Kentrelle Williams,154170,HB,FRTVLY,1,7,0,0,0.0,0,0,15,0,0,0,10,0.0,1,1,874,0,5,71.3,56.8,73.9,,31.5,55.2,59.4,,10,0,0,0,9,7,0,0,1,7,0,15,10,1.43,2.1,0.0,2
Chase Andries,155066,QB,DEPAUW,1,7,0,1,39.0,16,0,33,0,0,0,14,0.0,1,3,845,0,3,70.4,59.4,75.3,53.1,,,66.1,60.0,16,0,0,0,0,23,8,2,0,5,1,41,16,2.29,5.9,,2
Semaj Lakin,152206,HB,N GREENVLE,1,7,1,0,0.0,0,0,24,0,0,1,16,32.7,0,1,390,0,1,71.3,65.8,73.7,,77.3,56.1,65.6,60.0,7,0,0,0,7,8,0,0,0,7,0,24,16,2.29,3.4,0.0,6
Jatoine Fields,154303,HB,SHAWBE,1,7,5,1,77.6,38,0,49,0,1,5,46,492.9,1,1,1094,0,4,71.4,65.6,73.7,,72.1,68.1,61.8,61.4,38,0,6,1,11,10,0,0,1,8,0,49,46,6.57,7.0,0.55,3
Damone Drew,63278,HB,LINCOK,1,7,1,1,65.7,23,0,35,0,0,1,15,30.6,1,2,1452,0,0,71.3,71.6,72.8,,82.2,57.7,69.9,,23,0,0,0,5,7,0,0,0,7,0,35,15,2.14,5.0,0.0,6
Clayton Roberts,152337,QB,TXPERB,1,6,0,0,0.0,0,0,-4,0,0,0,6,0.0,0,2,1268,1,1,70.9,50.8,13.0,47.3,,,65.6,60.0,2,1,0,0,0,23,0,0,0,6,0,-4,6,1.0,-0.7,,1
Robert Giaimo,154204,HB,LNDNWD,1,6,2,0,0.0,0,0,20,1,0,2,15,83.3,0,0,949,0,5,70.5,58.7,72.9,,74.9,30.3,66.4,58.7,9,0,0,0,10,10,0,0,3,6,0,20,15,2.5,3.3,0.0,1
Randal Moore,151342,QB,NAUSTA,2,6,1,0,0.0,0,0,11,0,0,1,13,81.3,0,1,1453,1,0,71.8,33.4,77.8,29.7,,,66.3,60.0,8,1,0,0,0,24,9,2,0,4,0,20,15,2.5,3.3,,3
Melvin Smalls Jr.,155352,HB,ELIZBTH ST,1,6,0,0,0.0,0,0,-4,0,0,0,7,0.0,0,0,373,0,5,70.5,54.7,72.2,,77.8,58.1,53.7,59.9,1,0,0,0,3,8,0,0,0,6,0,-4,7,1.17,-0.7,0.0,1
Jonathan Jerry,155794,QB,KY STATE,1,6,0,0,0.0,0,0,5,0,0,0,7,0.0,0,1,378,0,1,70.5,51.8,74.8,52.4,,,55.6,60.0,9,0,0,0,0,30,0,0,0,6,0,5,7,1.17,0.8,,1
Zach Matlock,82092,QB,CENT WASH,1,6,0,1,45.5,15,0,33,0,0,0,4,0.0,1,2,367,0,4,70.4,48.9,73.7,36.7,,,65.0,60.0,15,0,0,0,0,20,0,0,0,6,0,33,4,0.67,5.5,,0
Payton Allen,152692,QB,POINTVILLE,2,6,0,0,0.0,0,0,3,0,0,0,0,0.0,1,1,393,1,1,70.2,48.5,77.6,44.0,,,64.2,60.0,10,0,0,0,0,32,25,4,0,2,0,28,8,1.33,4.7,,1
Caleb Grant,113084,HB,UVAWIS,1,6,2,1,68.0,17,0,25,0,2,2,15,125.0,1,2,1320,0,3,70.9,67.9,73.4,,79.8,70.4,65.0,,17,0,11,2,10,6,0,0,2,8,0,25,15,2.5,4.2,1.1,3
Markaylin Milburn,152053,HB,LOUCOL,1,6,1,2,96.8,61,0,63,1,0,1,27,75.0,2,2,958,0,3,70.5,61.6,72.4,,24.0,28.0,73.5,59.4,40,0,0,0,1,8,0,0,1,6,0,63,27,4.5,10.5,0.0,3
Devyn Collins,152748,WR,RNHEAG,1,6,0,0,0.0,0,0,17,0,0,0,8,0.0,0,0,1454,0,5,71.5,54.0,73.4,,73.4,67.8,52.1,60.0,4,0,2,2,4,8,0,0,2,8,0,17,8,1.33,2.8,0.5,1
Kory Gainwell,151738,HB,DELTAST,1,5,0,0,0.0,0,0,11,0,0,0,10,0.0,0,0,841,0,0,70.9,43.1,70.6,,0.0,,60.7,,7,0,0,0,0,5,0,0,0,5,0,11,10,2.0,2.2,,5
Larry Whitfield,155719,HB,LINCOK,1,5,2,0,0.0,0,0,7,0,0,2,13,104.0,0,0,1452,0,0,69.7,57.2,71.5,,64.3,,57.0,60.0,3,0,0,0,0,6,0,0,0,5,0,7,13,2.6,1.4,,5
Christopher Coneway,151511,FB,KY STATE,1,5,0,0,0.0,0,0,15,0,0,0,7,0.0,0,1,378,0,0,69.7,71.8,73.2,,71.6,,70.1,58.7,5,0,0,0,0,9,0,0,0,5,0,15,7,1.4,3.0,,0
D'Andre James,151966,HB,LOUCOL,1,5,0,0,0.0,0,0,11,0,0,0,15,0.0,0,2,958,0,4,69.9,66.6,70.2,,47.6,65.8,65.8,,7,0,6,1,1,5,0,0,1,6,0,11,15,3.0,2.2,6.0,1
Gus Baumgartner,155069,HB,DEPAUW,1,5,2,1,74.3,52,0,70,0,0,2,13,104.0,2,2,845,0,3,69.7,77.5,73.5,,69.6,55.9,81.4,51.9,52,0,0,0,5,9,0,0,0,5,0,70,13,2.6,14.0,0.0,2
Franco De Luca,155038,QB,UFTLEA,1,5,0,0,0.0,0,0,18,0,0,0,5,0.0,1,1,1458,0,1,70.6,52.7,7.5,51.4,,,65.2,60.0,10,1,0,0,0,14,0,0,0,5,0,18,5,1.0,3.6,,3
Corey Johnson,153367,HB,BOWIE ST,1,5,0,0,0.0,0,0,5,0,1,0,7,20.0,0,0,365,0,1,70.1,57.7,0.0,,78.1,80.6,55.3,59.2,4,1,34,2,8,9,0,0,2,7,0,5,7,1.4,1.0,4.25,4
Levi Frazier,154373,QB,TAYLOR,1,5,0,0,0.0,0,0,-13,0,0,0,0,0.0,0,0,402,4,5,0.0,20.5,73.7,27.4,,,18.2,60.0,6,0,0,0,0,19,0,0,0,5,0,-13,0,0.0,-2.6,,0
