player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Joshua Neal,120453,WR,NAUSTA,2,15.3,0,18.2,,0,0,0,50.0,2,-0.83,1,1453,0,17.0,13.0,48.6,,49.3,0.0,0,1,21,0.0,0,47,1,15.2,2,97.9,46,97.9,46,5.1,11,0,2.1,1,42,6,3.0,21.0,0.91
Navarie Solomon,152775,WR,RNHEAG,1,11.1,1,63.6,33.3,1,3,0,0.0,0,-0.21,4,1454,0,78.5,66.7,85.4,,83.6,0.0,0,0,26,0.0,0,22,0,42.1,7,86.4,19,0.0,0,126.1,11,2,100.0,22,83,16,2.3,11.9,4.37
Anthony Evelyn,166807,WR,LANECOL,1,7.0,0,63.6,66.7,2,3,0,22.2,2,0.03,3,942,0,37.6,72.1,56.2,,56.9,0.0,0,0,10,0.0,0,45,0,38.1,7,93.3,42,95.6,43,100.2,11,1,4.4,2,39,21,3.0,5.6,0.93
Davon Burgelin,155029,WR,UFTLEA,1,5.7,0,45.5,0.0,0,2,0,0.0,0,-0.91,1,1458,0,76.3,65.7,60.1,,59.9,0.0,0,1,9,0.0,0,29,0,22.2,5,93.1,27,86.2,25,14.6,11,0,13.8,4,31,22,4.4,6.2,1.15
Tylon Papallo,150585,WR,SOCTOW,1,13.7,0,60.0,100.0,1,1,0,14.3,1,0.12,4,1107,0,53.8,69.6,67.3,,69.6,0.0,0,1,41,0.0,0,37,1,47.2,6,97.3,36,100.0,37,49.6,10,0,0.0,0,89,32,5.3,14.8,2.47
Dohnte Meyers,143800,WR,DELTAST,1,17.7,0,30.0,100.0,1,1,0,0.0,0,-0.64,2,841,0,73.1,64.1,64.7,,64.2,0.0,0,0,35,0.0,0,34,0,21.2,3,97.1,33,94.1,32,82.9,10,1,5.9,2,54,6,2.0,18.0,1.64
MJ Link,152319,WR,TXPERB,1,10.0,3,50.0,,0,0,0,16.7,1,-0.4,3,1268,0,49.8,65.7,62.7,,62.2,0.0,0,1,23,0.0,0,41,0,36.8,5,92.7,38,4.9,2,26.3,10,0,95.1,39,53,18,3.6,10.6,1.39
Erron Price,154141,WR,FRTVLY,1,9.3,2,60.0,,0,0,0,25.0,2,-0.52,5,874,0,37.6,66.7,65.6,,65.4,0.0,0,0,26,0.0,0,49,0,29.8,6,95.9,47,20.4,10,82.1,10,0,79.6,39,72,11,1.8,12.0,1.53
CJ Sims,151620,WR,N MEX HIGH,1,14.5,0,40.0,,0,0,0,20.0,1,-0.38,3,388,0,45.4,69.8,54.3,,54.4,0.0,0,0,13,0.0,0,53,0,32.0,4,94.3,50,88.7,47,52.9,10,0,11.3,6,42,5,1.3,10.5,0.84
Kylan Harrison,142867,WR,MWSTATE,1,11.7,1,50.0,33.3,2,6,0,16.7,1,-0.22,3,983,0,49.8,65.7,62.3,,61.7,0.0,0,0,19,0.0,0,42,0,34.1,5,97.6,41,9.5,4,70.0,10,0,90.5,38,63,12,2.4,12.6,1.54
Carson Goda,153526,TE,ST ANSELM,1,9.6,0,50.0,100.0,2,2,0,0.0,0,0.2,3,399,0,76.3,65.7,70.9,67.3,73.7,26.7,8,1,20,3.3,1,30,1,50.0,5,90.0,27,56.7,17,26.7,10,0,16.7,5,54,5,1.0,10.8,2.0
JJ Mcneil III,111813,WR,UVAWIS,1,9.3,0,40.0,0.0,0,2,1,0.0,0,-0.15,0,1320,0,74.9,65.0,54.5,,56.9,0.0,0,2,9,0.0,0,34,1,45.5,4,97.1,33,32.4,11,8.3,10,0,67.6,23,23,0,0.0,5.8,0.7
Dee Spivey,154677,WR,NAUSTA,2,14.8,0,40.0,50.0,1,2,0,0.0,0,-0.86,1,1453,0,74.9,66.5,58.5,,60.1,0.0,0,1,22,0.0,0,57,1,12.7,4,96.5,55,100.0,57,13.8,10,0,0.0,0,43,5,1.3,10.8,0.78
Tony Archie,136113,WR,CENT WASH,1,15.0,0,20.0,,0,0,0,50.0,2,-0.85,2,367,0,8.2,62.9,53.3,,53.0,0.0,0,0,34,0.0,0,25,1,29.2,2,96.0,24,4.0,1,47.1,10,0,96.0,24,48,4,2.0,24.0,2.0
Dariuse Cooper,152905,WR,WV WESLEY,1,12.1,1,30.0,0.0,0,1,0,40.0,2,-0.2,3,409,0,22.0,64.1,56.5,,56.1,0.0,0,0,20,0.0,0,29,0,28.6,3,96.6,28,0.0,0,48.8,10,0,100.0,29,52,19,6.3,17.3,1.86
Quavon Beckford,101114,WR,N MEX HIGH,1,7.3,0,40.0,0.0,0,2,0,0.0,0,-0.51,3,388,0,45.4,65.0,60.3,,59.8,0.0,0,1,21,0.0,0,48,0,28.9,4,93.8,45,39.6,19,52.9,10,1,60.4,29,57,22,5.5,14.3,1.27
Shemar Bridges,154081,WR,FRTVLY,1,16.1,0,55.6,,0,0,0,0.0,0,-0.59,2,874,0,76.3,65.7,62.4,,64.0,2.0,1,1,35,0.0,0,50,0,29.2,5,96.0,48,16.0,8,36.1,9,0,80.0,40,59,6,1.2,11.8,1.23
Cortlandt Brooks,151615,WR,N MEX HIGH,1,16.3,1,22.2,66.7,2,3,0,0.0,0,-0.21,2,388,0,70.7,62.9,58.0,,57.4,0.0,0,0,14,0.0,0,44,0,33.3,2,95.5,42,15.9,7,39.6,9,0,84.1,37,25,7,3.5,12.5,0.6
Zion Riddick,120818,WR,ELIZBTH ST,1,6.9,1,66.7,100.0,1,1,0,25.0,2,0.0,5,373,0,33.4,68.8,67.8,,68.9,0.0,0,0,16,0.0,0,40,0,44.7,6,95.0,38,100.0,40,127.1,9,1,0.0,0,70,24,4.0,11.7,1.84
Antjuan Collins,155436,WR,WSRAMS,1,1.7,1,66.7,,0,0,0,0.0,0,-0.15,3,1206,0,77.5,66.2,59.8,,65.5,0.0,0,0,19,0.0,0,40,0,41.0,6,97.5,39,75.0,30,118.3,9,1,25.0,10,51,55,9.2,8.5,1.31
Omari Stewart,155304,WR,UFTLEA,1,14.7,0,22.2,,0,0,0,50.0,2,-0.75,2,1458,0,17.0,62.9,53.9,,53.9,0.0,0,0,28,0.0,0,32,0,22.6,2,96.9,31,0.0,0,46.1,9,0,100.0,32,41,2,1.0,20.5,1.32
Alex Motler,143395,WR,FORT LEW,2,8.8,1,44.4,,0,0,0,0.0,0,-0.17,1,873,0,74.9,65.0,60.8,,60.3,0.0,0,1,51,0.0,0,51,0,42.9,4,96.1,49,64.7,33,63.0,9,1,35.3,18,57,52,13.0,14.3,1.16
Brayden Smith,151367,WR,INWSLY,1,11.2,2,66.7,0.0,0,1,0,0.0,0,-0.48,3,1451,0,77.5,66.2,70.8,,71.3,0.0,0,0,71,0.0,0,26,0,32.0,6,96.2,25,11.5,3,109.7,9,0,88.5,23,126,52,8.7,21.0,5.04
David Durden,78972,WR,WESTFL,1,22.7,1,55.6,100.0,1,1,0,0.0,0,1.24,4,1269,0,77.5,70.0,89.0,,85.5,0.0,0,0,74,0.0,0,30,0,54.2,5,80.0,24,83.3,25,137.5,9,1,16.7,5,165,69,13.8,33.0,6.88
Joshua Jenkins,152496,WR,AVEMAR,1,18.6,0,55.6,0.0,0,1,0,0.0,0,-0.26,3,1450,0,76.3,66.6,81.0,,79.6,0.0,0,1,48,0.0,0,30,0,33.3,5,100.0,30,26.7,8,57.4,9,0,73.3,22,105,35,7.0,21.0,3.5
Christian Bruce,152196,WR,N GREENVLE,1,14.0,0,50.0,0.0,0,4,0,0.0,0,-0.42,4,390,0,74.9,65.0,67.6,,68.5,0.0,0,0,17,0.0,0,30,0,37.9,4,96.7,29,40.0,12,72.9,8,0,60.0,18,56,9,2.3,14.0,1.93
Kandin Robertson,152139,WR,MWSTATE,1,8.8,1,50.0,0.0,0,1,0,0.0,0,-0.31,3,983,0,74.9,65.0,66.3,,65.8,0.0,0,1,16,0.0,0,28,0,33.3,4,96.4,27,89.3,25,27.6,8,0,10.7,3,45,19,4.8,11.3,1.67
Anthony Brown,153500,WR,ST ANSELM,1,14.4,1,25.0,0.0,0,3,0,0.0,0,-0.24,2,399,0,70.7,69.5,57.6,,57.3,0.0,0,0,21,0.0,0,53,0,37.5,2,90.6,48,22.6,12,81.3,8,1,77.4,41,28,2,1.0,14.0,0.58
Keishoen Jarrett,113030,TE,UVAWIS,1,7.4,0,75.0,0.0,0,1,0,0.0,0,-0.3,2,1320,0,77.5,66.2,64.7,28.7,66.7,52.4,22,0,35,19.0,8,42,0,39.0,6,78.6,33,26.2,11,99.0,8,0,0.0,0,66,25,4.2,11.0,2.0
Roman Newkirk,152536,WR,AVEMAR,1,3.4,0,50.0,0.0,0,2,1,20.0,1,-0.1,1,1450,0,45.4,69.7,64.7,,58.8,0.0,0,0,14,0.0,0,28,1,39.3,4,96.4,27,89.3,25,60.9,8,0,7.1,2,33,12,3.0,8.3,1.22
Kieran Fry,143426,WR,FORT LEW,2,10.1,1,50.0,0.0,0,1,0,20.0,1,-0.32,2,873,0,45.4,70.7,66.0,,63.9,0.0,0,0,18,0.0,0,65,0,31.7,4,95.4,62,61.5,40,75.5,8,0,38.5,25,61,23,5.8,15.3,0.98
Blaine Burkhalter,153501,WR,ST ANSELM,1,8.5,0,37.5,50.0,2,4,0,25.0,1,-0.75,1,399,0,39.5,65.4,44.9,,48.5,0.0,0,0,4,0.0,0,36,0,27.3,3,91.7,33,86.1,31,45.8,8,0,13.9,5,9,1,0.3,3.0,0.27
William Horne,155643,WR,VA LYNCHBU,2,19.6,0,25.0,0.0,0,1,0,33.3,1,-0.53,2,406,0,32.3,62.9,55.0,,54.5,0.0,0,1,10,0.0,0,59,0,25.9,2,91.5,54,8.5,5,0.0,8,0,91.5,54,19,0,0.0,9.5,0.35
Thomas Wright,152446,WR,W OREGON,1,3.0,3,87.5,,0,0,0,12.5,1,0.06,2,411,0,56.4,66.7,57.9,,57.9,0.0,0,0,26,0.0,0,44,0,45.0,7,90.9,40,4.5,2,101.0,8,0,95.5,42,66,42,6.0,9.4,1.65
Jeff Hansen,143377,HB,FORT LEW,2,0.0,0,85.7,0.0,0,1,1,0.0,0,0.01,1,873,0,77.5,76.5,60.2,38.5,69.2,0.0,0,0,15,28.6,8,28,1,40.7,6,67.9,19,10.7,3,80.4,7,0,0.0,0,23,20,3.3,3.8,1.21
Izaiah Sanders,150590,WR,SOCTOW,1,17.9,1,42.9,100.0,1,1,0,25.0,1,0.03,3,1107,0,40.2,64.1,66.4,,65.7,0.0,0,0,51,0.0,0,36,0,45.7,3,97.2,35,0.0,0,129.5,7,1,100.0,36,108,41,13.7,36.0,3.09
Kierre Huey-Cazenave,151316,HB,NAUSTA,2,3.6,4,57.1,0.0,0,1,0,33.3,2,-0.86,1,1453,0,26.2,73.2,55.5,28.6,54.5,0.0,0,0,19,10.0,4,40,0,12.5,4,87.5,35,52.5,21,66.4,7,0,0.0,0,28,21,5.3,7.0,0.8
Jonathan Montrevil,155616,WR,TUSKEGEE,2,12.3,0,42.9,0.0,0,1,0,40.0,2,-0.49,2,405,0,22.0,64.1,58.1,,57.8,0.0,0,0,29,0.0,0,30,0,33.3,3,100.0,30,13.3,4,65.8,7,0,86.7,26,47,28,9.3,15.7,1.57
Andrew Hayes,155452,HB,WSRAMS,1,-1.7,3,85.7,,0,0,0,0.0,0,-0.47,2,1206,0,77.5,72.9,66.8,74.3,89.6,0.0,0,0,12,30.8,4,13,0,38.5,6,69.2,9,0.0,0,85.7,7,0,0.0,0,32,66,11.0,5.3,3.56
Damon Hickok,83069,WR,W OREGON,1,5.7,1,57.1,100.0,1,1,0,20.0,1,-0.04,3,411,0,45.9,65.0,61.3,,64.4,0.0,0,0,21,0.0,0,42,0,42.5,4,95.2,40,97.6,41,118.5,7,1,2.4,1,49,24,6.0,12.3,1.23
Elliot Dangerfield Jr.,154297,WR,SHAWBE,1,15.6,0,28.6,0.0,0,2,0,33.3,1,0.01,1,1094,0,31.6,10.9,44.7,,53.6,0.0,0,0,15,0.0,0,25,1,41.7,2,96.0,24,4.0,1,39.6,7,0,96.0,24,21,1,0.5,10.5,0.88
Ah'shaan Belcher,154282,WR,SHAWBE,1,11.7,0,85.7,100.0,2,2,0,0.0,0,0.01,4,1094,0,77.5,66.2,73.9,,73.4,0.0,0,0,29,0.0,0,27,0,40.7,6,100.0,27,85.2,23,148.5,7,1,14.8,4,71,23,3.8,11.8,2.63
Selah Cephas,155664,WR,VA LYNCHBU,2,15.7,0,57.1,0.0,0,1,0,0.0,0,-0.39,2,406,0,74.9,67.6,59.7,,58.9,0.0,0,0,20,0.0,0,73,0,28.6,4,95.9,70,8.2,6,81.3,7,0,91.8,67,53,3,0.8,13.3,0.76
Shaw Robinson,154144,WR,FRTVLY,1,2.4,1,57.1,0.0,0,1,0,20.0,1,-0.37,0,874,0,45.4,65.0,52.8,,53.3,0.0,0,0,8,0.0,0,40,0,33.3,4,97.5,39,80.0,32,62.2,7,0,20.0,8,16,23,5.8,4.0,0.41
Cohen Hudson,110501,WR,MILES,2,6.4,0,28.6,0.0,0,1,0,33.3,1,0.29,2,386,0,32.3,62.9,54.2,,56.6,0.0,0,0,9,0.0,0,31,1,46.4,2,90.3,28,100.0,31,39.6,7,0,0.0,0,15,1,0.5,7.5,0.54
Rodney Coates,111419,WR,WESTFL,1,18.7,1,57.1,50.0,1,2,0,0.0,0,0.93,3,1269,0,76.3,65.7,70.2,,69.2,0.0,0,1,36,0.0,0,28,0,52.2,4,82.1,23,7.1,2,90.2,7,1,92.9,26,68,30,7.5,17.0,2.96
Kashard Cohens,153094,WR,STANKN,1,12.0,1,71.4,,0,0,0,0.0,0,-0.28,4,1455,0,77.5,68.6,79.3,,78.7,0.0,0,0,20,0.0,0,28,1,36.0,5,89.3,25,14.3,4,137.5,7,1,85.7,24,61,10,2.0,12.2,2.44
Jacquez Bartley,152699,WR,POINTVILLE,2,9.0,2,71.4,,0,0,0,0.0,0,-0.49,3,393,0,76.3,66.6,73.9,,73.2,0.0,0,0,30,0.0,0,22,0,36.4,5,100.0,22,31.8,7,101.5,7,0,68.2,15,67,22,4.4,13.4,3.05
Ja'Marzeyea Arvie,142863,WR,MWSTATE,1,9.3,0,71.4,0.0,0,1,0,16.7,1,-0.24,0,983,0,49.8,65.7,53.3,,49.9,0.0,0,0,11,0.0,0,43,0,34.1,5,95.3,41,93.0,40,74.1,7,0,7.0,3,21,14,2.8,4.2,0.51
Jarren Ford,152449,WR,W OREGON,1,2.9,1,100.0,,0,0,0,0.0,0,0.05,4,411,0,78.5,66.7,63.8,,63.2,0.0,0,0,20,0.0,0,45,0,43.9,7,91.1,41,0.0,0,103.0,7,0,100.0,45,61,41,5.9,8.7,1.49
Jordan Smart,152307,WR,TXPERB,1,15.0,0,42.9,,0,0,0,0.0,0,-0.41,1,1268,0,73.1,64.1,59.2,,60.9,0.0,0,0,11,0.0,0,32,1,40.0,3,93.8,30,21.9,7,50.3,7,0,78.1,25,19,3,1.0,6.3,0.63
Jaylynn Cundiff,150584,WR,SOCTOW,1,8.1,1,42.9,0.0,0,2,0,0.0,0,-0.77,1,1107,0,73.1,68.8,73.3,,71.9,0.0,0,0,13,0.0,0,18,0,27.8,3,100.0,18,100.0,18,51.5,7,0,0.0,0,23,16,5.3,7.7,1.28
Trevon Jackson,153223,WR,WARNER,1,3.5,1,83.3,,0,0,0,0.0,0,-0.67,1,407,0,76.3,65.7,69.2,,72.7,0.0,0,0,10,0.0,0,18,1,22.2,5,100.0,18,100.0,18,88.9,6,0,0.0,0,32,33,6.6,6.4,1.78
Jujuan Linzy,152894,WR,WV WESLEY,1,6.0,0,50.0,,0,0,0,0.0,0,-0.2,1,409,0,73.1,66.8,56.3,,58.6,0.0,0,1,18,0.0,0,29,0,28.6,3,96.6,28,100.0,29,19.4,6,0,0.0,0,22,34,11.3,7.3,0.79
Matthew Martin,22559,WR,N GREENVLE,1,20.5,0,66.7,50.0,1,2,0,0.0,0,-0.44,4,390,0,74.9,65.0,69.2,,67.3,0.0,0,0,40,0.0,0,32,0,35.5,4,96.9,31,9.4,3,106.9,6,0,90.6,29,71,5,1.3,17.8,2.29
Brandon Joyner,120802,WR,ELIZBTH ST,1,19.3,0,66.7,33.3,1,3,0,0.0,0,-0.11,3,373,0,74.9,65.0,71.8,,73.0,0.0,0,0,71,0.0,0,36,0,42.9,4,97.2,35,22.2,8,149.3,6,1,77.8,28,107,48,12.0,26.8,3.06
Ronald Jamison,151616,HB,N MEX HIGH,1,20.5,1,33.3,0.0,0,1,0,33.3,1,-0.45,1,388,0,31.6,75.1,55.0,10.1,51.7,0.0,0,1,36,12.2,6,49,0,30.4,2,83.7,41,6.1,3,59.7,6,1,44.9,22,43,1,0.5,21.5,1.05
Tucker Marsh,154619,WR,POINTVILLE,2,10.2,0,33.3,0.0,0,2,0,0.0,0,-0.9,0,393,0,70.7,65.3,51.1,,51.3,0.0,0,1,5,0.0,0,44,0,20.5,2,100.0,44,27.3,12,2.8,6,0,72.7,32,9,2,1.0,4.5,0.2
Virgil Young Jr.,152612,WR,LANECOL,1,8.8,2,83.3,100.0,1,1,0,16.7,1,0.21,5,942,0,49.8,65.7,75.5,,74.1,0.0,0,0,16,0.0,0,26,0,43.5,5,88.5,23,96.2,25,118.1,6,0,3.8,1,74,32,6.4,14.8,3.22
Micah Grigsby,152588,WR,LANECOL,1,7.0,0,50.0,0.0,0,1,0,0.0,0,0.03,2,942,0,73.1,64.1,55.5,,57.8,0.0,0,0,20,0.0,0,48,1,40.0,3,93.8,45,0.0,0,73.6,6,0,100.0,48,43,22,7.3,14.3,0.96
Rashad Nelson,91456,WR,MILES,2,14.0,2,50.0,,0,0,0,0.0,0,0.15,2,386,0,73.1,64.1,61.3,,60.9,0.0,0,0,11,0.0,0,33,0,43.3,3,90.9,30,100.0,33,98.6,6,1,0.0,0,22,11,3.7,7.3,0.73
Ja'Juan Mason,142864,WR,MWSTATE,1,18.7,0,16.7,33.3,1,3,0,0.0,0,-0.16,0,983,0,66.7,61.0,51.3,,50.8,0.0,0,1,6,0.0,0,41,0,35.9,1,95.1,39,17.1,7,0.0,6,0,82.9,34,6,0,0.0,6.0,0.15
Caleb Martin,84173,WR,UVAWIS,1,12.7,0,66.7,,0,0,1,0.0,0,-0.15,3,1320,0,74.9,65.0,63.3,,65.0,0.0,0,0,24,0.0,0,39,1,36.8,4,97.4,38,59.0,23,88.9,6,0,41.0,16,45,5,1.3,11.3,1.18
Zion Williams,152082,WR,LOUCOL,1,3.5,0,66.7,,0,0,0,0.0,0,-1.07,0,958,0,45.4,66.0,47.8,63.6,48.8,0.0,0,0,3,6.3,1,16,0,0.0,4,87.5,14,93.8,15,70.1,6,0,6.3,1,9,0,0.0,2.3,0.64
Markez Boykin,143371,S,FORT LEW,1,16.7,1,33.3,100.0,1,1,0,0.0,0,-0.44,1,873,0,70.7,62.9,62.7,,62.3,0.0,0,0,18,0.0,0,18,0,22.2,2,100.0,18,61.1,11,46.5,6,0,38.9,7,24,4,2.0,12.0,1.33
Latrevien O'Neal,155619,TE,TUSKEGEE,2,6.3,0,66.7,0.0,0,1,0,0.0,0,0.21,3,405,0,74.9,66.9,75.0,28.6,87.1,91.9,34,0,43,8.1,3,37,0,40.0,4,86.5,32,0.0,0,149.3,6,1,0.0,0,82,49,12.3,20.5,2.56
Todd Lee Battle,151774,WR,DELTAST,1,7.5,1,50.0,0.0,0,1,0,0.0,0,-0.13,2,841,1,73.1,10.3,62.0,,61.6,0.0,0,0,16,0.0,0,16,0,37.5,3,100.0,16,100.0,16,63.9,6,0,0.0,0,29,20,6.7,9.7,1.81
Charles Hall,111283,WR,VIRUNI,1,17.5,2,83.3,100.0,1,1,0,0.0,0,0.12,3,1165,0,76.3,65.7,73.0,,72.3,0.0,0,1,83,0.0,0,29,0,39.3,5,96.6,28,10.3,3,118.8,6,1,89.7,26,180,98,19.6,36.0,6.43
Jaih Andrews,151569,WR,MILES,2,14.3,1,50.0,50.0,1,2,0,0.0,0,0.41,2,386,0,73.1,64.1,63.6,,62.3,0.0,0,0,21,0.0,0,40,0,48.6,3,92.5,37,12.5,5,72.2,6,0,87.5,35,41,11,3.7,13.7,1.11
Darious Bowman,153358,WR,BOWIE ST,1,13.7,0,16.7,50.0,1,2,0,0.0,0,-0.61,1,365,0,66.7,19.6,57.0,,56.8,0.0,0,1,16,0.0,0,29,0,33.3,1,93.1,27,93.1,27,0.0,6,0,6.9,2,16,3,3.0,16.0,0.59
Jordan Cummings,153324,WR,FORT LEW,2,12.7,0,33.3,,0,0,0,0.0,0,-0.11,1,873,0,70.7,65.3,53.5,,55.9,0.0,0,1,9,0.0,0,38,1,40.5,2,97.4,37,28.9,11,42.4,6,1,71.1,27,18,1,0.5,9.0,0.49
Kwincy Hall,78121,WR,BOWIE ST,1,18.8,1,40.0,,0,0,0,0.0,0,0.58,2,365,0,70.7,62.9,61.8,,61.6,0.0,0,2,23,0.0,0,26,0,48.0,2,96.2,25,92.3,24,64.6,5,1,7.7,2,35,17,8.5,17.5,1.4
Evan Mitchell,111095,WR,WESTFL,1,9.8,0,80.0,,0,0,0,0.0,0,1.34,4,1269,0,74.9,65.0,80.8,,78.5,0.0,0,0,15,0.0,0,14,0,63.6,4,78.6,11,35.7,5,101.7,5,0,64.3,9,42,7,1.8,10.5,3.82
Daniel Burke,152503,WR,AVEMAR,1,12.4,0,60.0,,0,0,0,0.0,0,-0.18,3,1450,0,73.1,64.1,67.1,63.8,65.5,0.0,0,0,21,3.2,1,31,0,35.5,3,96.8,30,38.7,12,96.3,5,0,58.1,18,53,30,10.0,17.7,1.77
James Smith Jr.,45413,WR,WSRAMS,1,13.0,0,20.0,,0,0,0,50.0,1,0.05,0,1206,0,24.5,61.0,47.9,,47.9,0.0,0,0,7,0.0,0,38,0,43.2,1,97.4,37,15.8,6,39.6,5,0,84.2,32,7,4,4.0,7.0,0.19
K'Aron Ashley,110507,WR,WESTFL,1,22.6,0,40.0,100.0,1,1,0,0.0,0,1.11,2,1269,0,70.7,68.4,61.5,,61.2,0.0,0,0,26,0.0,0,37,0,56.7,2,81.1,30,29.7,11,112.5,5,1,70.3,26,45,1,0.5,22.5,1.5
Lou Dorsey,83981,WR,N MEX HIGH,1,10.8,0,80.0,,0,0,0,0.0,0,-0.02,4,388,0,74.9,65.0,76.1,73.0,82.9,25.0,8,0,29,12.5,4,32,1,40.0,4,81.3,26,53.1,17,118.8,5,0,9.4,3,68,12,3.0,17.0,2.62
Isaac Leppke,42333,WR,FORT LEW,1,7.4,1,80.0,,0,0,0,0.0,0,-0.03,1,873,0,74.9,65.0,56.0,,57.7,0.0,0,0,9,0.0,0,35,0,45.5,4,94.3,33,2.9,1,87.5,5,0,97.1,34,25,9,2.3,6.3,0.76
Tyrique Robinson,152739,TE,POINTVILLE,2,7.6,0,40.0,0.0,0,1,0,0.0,0,-0.39,1,393,0,70.7,71.5,55.4,,58.6,37.0,10,1,12,0.0,0,27,0,29.6,2,100.0,27,51.9,14,9.2,5,0,0.0,0,16,1,0.5,8.0,0.59
Dre' Williams,152242,HB,N GREENVLE,1,14.0,0,40.0,0.0,0,1,0,0.0,0,-0.06,1,390,0,70.7,72.1,67.8,70.0,65.4,0.0,0,0,24,6.7,1,15,0,40.0,2,93.3,14,46.7,7,58.8,5,0,6.7,1,28,8,4.0,14.0,2.0
PJ Reichert,104990,WR,LINCOK,1,18.4,0,0.0,,0,0,0,100.0,1,-1.08,0,1452,0,16.4,,46.7,,47.0,0.0,0,1,0,0.0,0,11,0,9.1,0,100.0,11,18.2,2,0.0,5,0,81.8,9,0,0,,,0.0
Josiah Hayes,120797,WR,ELIZBTH ST,1,4.8,0,80.0,0.0,0,1,0,0.0,0,0.17,1,373,0,74.9,65.0,60.2,,60.1,0.0,0,0,36,0.0,0,40,0,47.4,4,95.0,38,60.0,24,146.3,5,1,40.0,16,48,22,5.5,12.0,1.26
