player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Taylor Eggers,162040,QB,WJWLL,1,54.3,35,35,10.3,1.93,0,1,2.8,51.4,18,0,6,5.3,35,1,-0.06,8,1198,44.8,39.5,38.2,57.3,0,1,37,1,36.1,0.0,76.7,0.0,0,0,0,0,2,3,8.3,207,5.9
Gannon Winker,152435,QB,W OREGON,1,56.3,32,34,9.3,2.49,0,0,0.0,44.1,15,0,5,16.7,34,3,-0.41,6,411,69.1,28.3,29.2,49.5,0,3,34,0,35.3,0.0,17.9,0.0,0,0,0,2,0,5,14.7,129,3.8
Miguel Aguero Jr.,167792,QB,LVLEOP,1,51.6,31,34,8.0,2.22,1,0,0.0,44.1,15,0,8,6.3,36,1,-0.47,5,937,69.4,37.7,39.7,57.5,0,2,39,1,13.9,25.0,26.8,5.6,2,0,0,2,0,4,10.3,99,2.9
Patrick Shegog,151786,QB,DELTAST,1,71.0,31,33,7.3,2.62,1,2,6.1,63.6,21,0,13,4.5,37,1,0.22,12,841,42.2,56.6,64.0,49.6,0,1,37,0,54.1,0.0,83.6,0.0,0,4,0,1,1,1,2.7,246,7.5
Broghean McGovern,109001,QB,PSTEAG,1,57.6,33,33,7.1,2.55,0,0,0.0,51.5,17,0,9,10.5,38,2,-0.66,5,1476,37.0,28.5,27.4,56.5,0,2,39,0,18.4,22.2,37.6,5.3,2,3,0,0,0,5,12.8,141,4.3
Shea Spencer,160987,QB,KEISER,1,76.7,30,33,6.3,2.34,3,2,5.9,60.6,20,0,9,13.0,39,3,-0.53,9,1475,33.4,61.1,59.7,61.0,0,0,40,0,35.9,33.3,72.9,7.7,3,2,0,0,0,1,2.5,161,4.9
John Seter,60388,QB,LIMEST,1,74.2,31,32,9.1,2.27,1,3,9.4,62.5,20,0,10,13.0,35,3,0.16,11,1283,69.1,65.9,66.7,61.8,0,0,35,1,48.6,20.0,109.2,5.7,2,1,0,0,2,1,2.9,263,8.2
Jake Cady,167521,QB,ASSMPT,1,57.7,26,30,10.6,2.63,1,4,12.5,50.0,15,0,16,0.0,34,0,-0.58,4,1257,40.8,65.8,48.2,83.9,0,1,36,0,23.5,18.8,58.1,8.8,3,1,0,3,1,3,8.3,123,4.1
Sal Palermo III,152068,QB,LOUCHR,1,58.6,29,29,9.9,2.2,0,2,6.7,51.7,15,0,9,11.8,33,2,-0.13,8,958,69.1,74.7,73.7,61.9,0,0,34,0,36.4,22.2,79.7,6.1,2,2,0,0,0,1,2.9,240,8.3
Jimmy Urzua,111259,QB,MARS HILL,1,59.3,27,29,8.6,2.39,0,1,3.4,41.4,12,0,16,25.0,32,4,-0.5,8,383,68.9,56.5,53.4,65.6,0,2,32,0,34.4,12.5,38.7,6.3,2,1,0,2,1,2,6.3,135,4.7
Heath Beemiller,78687,QB,CHADST,1,55.6,27,28,12.8,2.26,0,0,0.0,42.9,12,0,11,20.0,30,3,-0.65,6,809,34.8,41.2,45.2,47.5,0,4,31,0,36.7,0.0,16.5,0.0,0,2,0,1,0,3,9.7,123,4.4
Cooper Callis,168068,QB,SW BAPTIST,1,77.8,27,28,7.8,2.88,0,1,3.4,75.0,21,0,11,0.0,34,0,0.02,9,1492,70.0,63.0,65.2,54.3,0,2,35,1,35.3,36.4,68.5,11.8,4,2,0,1,0,3,8.6,226,8.1
Derrach West,168040,QB,MHMRTI,1,64.0,25,27,8.7,3.02,0,1,3.3,55.6,15,0,20,6.3,34,1,-0.76,4,999,17.1,43.2,41.5,56.2,0,0,37,1,23.5,25.0,63.8,14.7,5,2,0,2,0,2,5.4,100,3.7
Tarik Mckinzie,109033,QB,LANECOL,1,65.2,23,26,10.0,2.95,0,0,0.0,57.7,15,0,17,0.0,33,0,0.19,12,942,69.1,72.0,67.3,70.6,0,0,35,0,39.4,23.5,90.7,12.1,4,3,0,3,1,0,0.0,173,6.7
Marc Reali,150595,QB,SOCTOW,1,56.0,25,26,8.8,2.61,0,0,0.0,46.2,12,0,9,14.3,30,2,0.07,10,1107,68.9,54.4,52.7,61.3,0,1,32,0,40.0,11.1,70.5,3.3,1,3,0,1,1,1,3.1,207,8.0
Bryce Fields,152199,QB,N GREENVLE,1,56.0,25,26,6.9,2.08,0,2,7.4,50.0,13,0,15,7.1,30,1,-0.38,7,390,20.1,43.6,46.4,50.6,1,2,31,0,40.0,6.7,29.3,3.3,1,3,0,0,0,3,9.7,110,4.2
Dionte Bonneau,167172,QB,ALBANY ST,1,40.9,22,24,13.4,2.91,0,0,0.0,33.3,8,0,12,11.1,30,1,-0.32,9,360,32.0,50.5,47.6,58.8,0,2,31,0,30.0,0.0,20.1,0.0,0,6,0,2,0,2,6.5,144,6.0
Randal Moore,151342,QB,NAUSTA,1,61.9,21,24,5.3,2.57,1,1,3.6,37.5,9,0,9,30.8,26,4,-1.3,3,1453,29.7,46.4,45.8,56.2,0,2,30,1,15.4,11.1,11.1,3.8,1,1,0,2,0,1,3.3,30,1.3
Antoine Williams,166643,QB,FLMMRL,1,61.1,18,23,6.0,2.09,4,1,4.3,39.1,9,0,12,18.2,28,2,-1.46,0,1471,27.4,29.2,28.9,55.0,0,2,28,0,14.3,33.3,11.0,14.3,4,1,0,1,0,4,14.3,29,1.3
Jaquan Lynch,165877,QB,BARCOL,1,57.1,21,23,12.9,3.08,1,0,0.0,43.5,10,0,15,16.7,30,2,-0.14,7,1473,72.3,55.8,46.7,67.3,0,2,30,0,40.0,13.3,48.8,6.7,2,5,0,1,2,3,10.0,98,4.3
Michael Huntley,109034,QB,LANECOL,1,80.0,20,22,14.4,3.04,0,2,9.1,68.2,15,0,14,6.3,31,1,0.63,13,942,29.1,84.4,79.9,71.7,1,0,31,0,48.4,28.6,150.6,12.9,4,5,0,1,3,1,3.2,328,14.9
Brody Whitson,166717,QB,MARS HILL,1,52.6,19,21,8.3,2.8,0,0,0.0,42.9,9,0,10,10.0,22,1,-0.06,5,383,67.4,37.4,37.5,,1,0,22,0,36.4,10.0,59.4,4.5,1,0,0,1,0,2,9.1,109,5.2
Will Ark,154925,QB,MITECH,1,45.0,20,21,8.6,2.6,0,1,4.2,33.3,7,0,19,22.2,26,2,-0.62,4,980,70.6,38.7,31.5,65.0,0,1,29,0,23.1,15.8,22.5,11.5,3,2,0,1,0,2,6.9,51,2.4
Isaiah Freeman,167256,QB,LINCOLN,1,73.7,19,20,11.1,3.11,0,0,0.0,60.0,12,0,9,14.3,24,2,0.01,7,380,68.2,49.2,50.6,54.5,0,0,24,0,45.8,11.1,79.0,4.2,1,3,0,1,0,1,4.2,129,6.5
Joseph Hess,168503,QB,NAUSTA,2,40.0,20,20,9.3,2.35,0,0,0.0,30.0,6,0,14,25.0,28,2,-0.97,0,1453,27.7,24.7,24.9,57.8,0,0,30,1,3.6,50.0,39.6,25.0,7,1,0,0,0,3,10.0,5,0.3
Andrew Fowler,153112,QB,STANKN,1,64.3,14,18,10.2,2.43,1,0,0.0,44.4,8,0,6,11.1,21,1,-0.61,3,1455,68.7,50.8,44.2,66.0,0,1,22,0,28.6,16.7,59.0,4.8,1,2,0,3,1,1,4.5,106,5.9
Blaine Espinosa,168181,QB,THMORE,1,82.4,17,18,7.6,2.17,1,0,0.0,55.6,10,0,8,28.6,20,4,-0.56,4,1296,25.9,44.4,55.3,36.4,0,2,21,0,20.0,25.0,24.3,10.0,2,0,0,0,0,1,4.8,67,3.7
Ben Anderson,166258,QB,FLKNR,1,64.7,17,17,6.5,2.69,0,1,5.0,64.7,11,0,9,0.0,20,0,-0.05,7,1270,69.3,72.7,75.1,57.4,0,0,23,0,40.0,22.2,81.5,10.0,2,1,0,0,0,0,0.0,104,6.1
Ryan Nettles,102339,QB,TUSKEGEE,1,56.3,16,16,6.6,2.34,0,0,0.0,56.3,9,0,8,0.0,17,0,-0.88,2,405,68.2,29.6,27.9,65.5,0,3,17,0,29.4,12.5,23.7,5.9,1,0,0,0,0,2,11.8,55,3.4
Elijah McCloskey,154393,QB,TAYLOR,1,53.8,13,15,14.1,2.92,1,0,0.0,40.0,6,0,7,14.3,19,1,-0.94,1,402,70.2,29.2,29.3,46.8,0,1,19,0,21.1,28.6,26.5,10.5,2,2,0,1,0,2,10.5,68,4.5
Jacob Millhouse,151568,QB,MILES,1,58.3,12,15,9.3,2.92,0,0,0.0,46.7,7,0,10,0.0,21,0,0.11,6,386,68.7,60.5,53.2,66.1,0,0,22,0,33.3,20.0,86.5,9.5,2,4,2,1,1,1,4.5,84,5.6
Cohen Begue,153206,QB,WARNER,1,61.5,13,15,9.7,3.01,0,2,13.3,53.3,8,0,10,0.0,20,0,-0.31,3,407,28.8,51.6,47.9,60.6,0,0,20,1,30.0,40.0,78.2,20.0,4,1,0,2,0,4,20.0,114,7.6
Bryson Williams,155638,QB,TUSKEGEE,1,78.6,14,14,7.1,2.81,0,0,0.0,78.6,11,0,3,0.0,20,0,0.33,8,405,26.2,72.5,85.6,50.0,0,0,20,0,55.0,66.7,117.6,10.0,2,4,0,0,1,0,0.0,91,6.5
Raequan Beal,138504,QB,FLKNR,1,58.3,12,14,9.8,2.21,1,1,7.1,21.4,3,0,5,57.1,15,4,-0.76,1,1270,67.3,64.8,64.1,60.0,0,0,15,0,13.3,20.0,39.6,6.7,1,0,0,1,0,1,6.7,25,1.8
Bryce Veasley,77681,QB,KEISER,1,76.9,13,13,11.3,3.03,0,1,7.7,61.5,8,0,7,20.0,14,2,-0.15,4,1475,66.2,80.3,82.9,57.3,0,0,14,0,42.9,0.0,71.6,0.0,0,1,0,0,0,0,0.0,57,4.4
KJ Riley,161797,QB,BLMSBG,1,66.7,12,12,11.1,2.85,0,0,0.0,58.3,7,0,4,12.5,14,1,0.32,4,766,36.2,51.0,48.7,56.4,0,0,17,0,40.0,25.0,67.4,7.1,1,1,0,0,0,0,0.0,48,4.0
DeAnte' Smith-Moore,120956,QB,MISS COL,1,40.0,10,11,19.7,2.46,1,3,27.3,27.3,3,0,2,25.0,11,1,-0.44,3,990,23.1,66.0,81.6,53.2,0,0,11,0,27.3,0.0,81.3,0.0,0,0,0,0,1,1,9.1,63,5.7
Jalen Parker,121499,QB,MILES,1,25.0,8,11,10.0,3.26,0,0,0.0,18.2,2,0,7,0.0,13,0,-0.61,0,386,67.8,54.3,44.0,72.9,0,0,13,1,15.4,0.0,39.6,0.0,0,2,0,3,0,0,0.0,1,0.1
Jyron Russell,82069,QB,ED WATERS,1,55.6,9,9,10.3,2.83,0,0,0.0,44.4,4,0,7,20.0,12,1,-0.49,1,372,67.0,51.5,46.2,70.0,0,1,13,1,25.0,28.6,20.4,16.7,2,1,0,0,0,1,7.7,45,5.0
Claude Newell III,151566,QB,MILES,1,75.0,8,9,5.9,2.7,1,0,0.0,55.6,5,0,6,16.7,10,1,-0.58,2,386,66.5,70.7,67.6,63.1,0,0,10,0,20.0,16.7,63.7,10.0,1,0,0,0,0,1,10.0,33,3.7
Jonathan Jerry,155794,QB,KY STATE,1,25.0,8,8,14.1,2.93,0,0,0.0,25.0,2,0,5,0.0,10,0,-1.57,1,378,71.6,31.8,33.2,48.9,0,1,10,0,10.0,20.0,0.0,10.0,1,1,0,0,0,1,10.0,20,2.5
Marshall Chambers,166486,QB,STANKN,1,37.5,8,8,12.1,2.79,0,0,0.0,37.5,3,0,8,0.0,12,0,-0.79,2,1455,70.0,44.7,42.9,57.2,0,0,14,0,16.7,25.0,49.0,16.7,2,1,0,0,0,0,0.0,30,3.8
Andrew Banks,151826,QB,LINCOLN,1,37.5,8,8,8.5,2.34,0,0,0.0,37.5,3,0,5,0.0,12,0,-0.65,1,380,67.7,41.8,45.9,50.3,0,0,13,0,16.7,40.0,45.8,16.7,2,1,0,0,0,0,0.0,16,2.0
Rae'Von Vaden,168251,QB,THMORE,1,62.5,8,8,15.8,2.63,0,2,25.0,62.5,5,0,10,0.0,13,0,0.02,3,1296,67.0,65.7,70.8,53.1,0,0,13,0,30.8,40.0,129.2,30.8,4,1,0,0,1,1,7.7,68,8.5
Shonny Nelson,168967,QB,VA LYNCHBU,2,50.0,8,8,8.1,2.33,0,0,0.0,50.0,4,0,4,0.0,12,0,0.17,3,406,67.0,45.9,52.2,49.6,0,2,13,0,41.7,25.0,86.5,8.3,1,3,0,0,1,1,7.7,82,10.3
Richard Latimer,167447,QB,WSRAMS,1,28.6,7,7,1.0,2.31,0,0,0.0,28.6,2,0,5,0.0,8,0,-1.28,1,1206,19.4,33.4,47.6,38.8,0,1,10,0,12.5,0.0,0.0,0.0,0,1,0,0,0,0,0.0,11,1.6
Steele Fortress,155010,QB,MITECH,1,28.6,7,7,10.6,2.3,0,0,0.0,14.3,1,0,3,50.0,7,1,-0.54,1,980,64.6,29.6,29.6,,0,0,7,0,14.3,0.0,39.6,0.0,0,0,0,0,0,1,14.3,7,1.0
Will Anglen,131670,WR,LINCOK,1,50.0,6,6,9.2,3.36,0,0,0.0,16.7,1,0,3,66.7,7,2,-0.76,1,1452,21.0,42.6,41.3,53.8,0,1,9,1,14.3,0.0,0.0,0.0,0,1,0,0,0,2,22.2,3,0.5
David Johnson,138080,QB,ED WATERS,1,50.0,4,5,8.8,2.77,0,0,0.0,40.0,2,0,7,0.0,9,0,-0.83,1,372,19.0,41.5,33.8,64.2,1,0,10,0,33.3,42.9,87.5,33.3,3,1,0,0,1,1,10.0,11,2.2
Kajika Sarvis,167765,QB,KYCRST,1,80.0,5,5,3.0,2.12,0,0,0.0,80.0,4,0,1,0.0,5,0,-0.11,2,1474,63.8,55.6,55.3,,0,0,5,0,40.0,0.0,89.2,0.0,0,0,0,0,0,0,0.0,27,5.4
Eric Gibson Jr.,168461,QB,FLMMRL,1,80.0,5,5,3.0,2.17,0,0,0.0,80.0,4,0,2,0.0,6,0,-0.78,1,1471,65.9,56.1,55.8,59.7,0,0,7,1,16.7,50.0,84.2,16.7,1,0,0,0,0,0,0.0,21,4.2
Eric Tuttle,152220,QB,N GREENVLE,1,25.0,4,5,14.5,2.44,0,0,0.0,20.0,1,0,3,0.0,5,0,-0.25,1,390,65.5,41.0,42.3,57.8,0,0,5,0,20.0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,9,1.8
Mason Hamilton,160627,QB,CHADST,1,60.0,5,5,9.2,3.31,0,0,0.0,60.0,3,0,4,0.0,7,0,-0.19,2,809,66.2,42.6,42.6,58.1,0,0,8,0,28.6,50.0,83.8,28.6,2,0,0,0,0,0,0.0,38,7.6
Jahmier Slade,167457,QB,WSRAMS,1,75.0,4,4,1.0,2.6,0,0,0.0,75.0,3,0,1,0.0,5,0,-0.56,1,1206,66.8,53.7,52.5,58.6,0,0,5,0,20.0,100.0,77.1,20.0,1,0,0,0,0,0,0.0,10,2.5
Dustin Noller,160806,QB,LIMEST,1,75.0,4,4,2.5,2.18,0,0,0.0,50.0,2,0,2,33.3,5,1,-1.07,0,1283,63.8,45.1,44.2,,0,0,5,0,20.0,50.0,56.3,20.0,1,0,0,0,0,0,0.0,12,3.0
Juwan Dent,154447,QB,UVAWIS,1,25.0,4,4,6.0,2.03,0,0,0.0,25.0,1,0,2,0.0,4,0,-0.7,1,1320,63.3,20.0,20.3,,0,1,4,0,25.0,0.0,0.0,0.0,0,0,0,0,0,2,50.0,8,2.0
Evan Eshbach,168275,QB,WARNER,1,0.0,3,3,13.7,2.5,0,0,0.0,0.0,0,0,4,,5,0,-1.03,1,407,14.2,28.5,26.9,65.6,0,0,5,1,20.0,25.0,39.6,20.0,1,1,0,0,0,1,20.0,0,0.0
Joe Bernard,150592,QB,SOCTOW,1,33.3,3,3,29.7,3.4,0,0,0.0,33.3,1,0,0,0.0,3,0,-0.06,1,1107,62.7,35.3,42.0,,0,1,3,1,33.3,,23.6,0.0,0,0,0,0,0,1,33.3,24,8.0
Keith Moore,167622,QB,ED WATERS,1,100.0,2,3,-1.0,1.7,1,0,0.0,66.7,2,0,0,0.0,3,0,-0.83,0,372,62.7,60.3,60.2,,0,0,3,0,0.0,,70.1,0.0,0,0,0,0,0,0,0.0,7,2.3
Noah Ray,168313,QB,WARNER,1,0.0,3,3,13.3,2.03,0,0,0.0,0.0,0,0,2,,4,0,-2.0,0,407,63.3,46.4,45.1,,0,1,4,0,0.0,50.0,0.0,25.0,1,0,0,0,0,0,0.0,0,0.0
Drelon Monroe,168540,QB,TUSKEGEE,1,50.0,2,2,5.5,2.7,0,0,0.0,50.0,1,0,1,0.0,3,0,-1.01,0,405,62.7,53.4,52.9,,0,0,3,0,0.0,100.0,56.3,33.3,1,0,0,0,0,0,0.0,5,2.5
Dylan Ramirez,166206,QB,N GREENVLE,1,100.0,2,2,7.5,2.3,0,0,0.0,50.0,1,0,0,50.0,2,1,-1.63,0,390,64.4,70.2,75.3,58.2,0,0,2,0,0.0,,56.3,0.0,0,0,0,0,0,0,0.0,1,0.5
Kana'ipono Kahala-Giron,169530,QB,LINCOK,2,50.0,2,2,9.0,4.08,0,0,0.0,0.0,0,0,4,100.0,6,1,-2.25,0,1452,5.3,21.4,20.5,41.7,0,1,6,0,0.0,50.0,0.0,33.3,2,2,0,0,0,3,50.0,0,0.0
Bennie Barnes Jr.,168373,QB,LINCOK,1,50.0,2,2,16.0,4.95,0,1,50.0,50.0,1,0,1,0.0,2,0,1.19,1,1452,67.6,84.9,89.8,62.6,0,0,2,0,50.0,0.0,95.8,0.0,0,0,0,0,0,0,0.0,38,19.0
Anthony Tate,168452,QB,LVLEOP,1,50.0,2,2,13.5,2.0,0,0,0.0,50.0,1,0,0,0.0,2,0,-1.07,1,937,61.8,53.6,52.9,,0,0,2,0,0.0,,66.7,0.0,0,0,0,0,0,0,0.0,11,5.5
Ryan Yost,103948,QB,ASSMPT,1,0.0,2,2,20.5,2.8,0,0,0.0,0.0,0,0,2,,4,0,-1.33,0,1257,63.3,22.9,24.3,,0,2,4,1,0.0,100.0,0.0,50.0,2,0,0,0,0,2,50.0,0,0.0
Javion Cobb,168472,S,FLMMRL,1,100.0,1,1,4.0,1.8,0,0,0.0,100.0,1,0,0,0.0,1,0,4.22,1,1471,60.3,55.0,52.7,,0,0,1,0,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0
Demarcus McEachern,166626,QB,FLMMRL,1,0.0,1,1,32.0,2.63,0,0,0.0,0.0,0,0,1,,3,0,-1.4,0,1471,0.0,24.5,24.0,60.0,0,0,3,0,0.0,100.0,39.6,33.3,1,0,0,0,0,1,33.3,0,0.0
Thomas Goldsborough,166448,QB,SOCTOW,1,100.0,1,1,1.0,3.6,0,0,0.0,100.0,1,0,1,0.0,3,0,-0.57,0,1107,62.7,51.0,60.6,53.8,0,0,3,0,0.0,0.0,79.2,0.0,0,2,0,0,0,0,0.0,3,3.0
Kainoa Jones,152379,QB,W OREGON,1,0.0,1,1,34.0,2.3,0,1,100.0,0.0,0,0,0,,1,0,-0.98,0,411,65.9,82.4,87.4,58.7,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jayden Lewis,165873,WR,BARCOL,1,0.0,1,1,21.0,4.2,0,0,0.0,0.0,0,0,0,,1,0,-0.57,0,1473,60.3,48.8,50.4,,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Isaiah Grybauskus,161174,QB,TAYLOR,1,0.0,1,1,33.0,2.7,0,0,0.0,0.0,0,0,0,,1,0,-0.72,0,402,63.7,50.7,51.3,59.8,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
