player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Hunter Patterson,211698,HB,WLU,1,14,3,0,0.0,0,0,44,0,0,3,46,65.7,2,2,1178,1,5,26.6,56.6,76.7,60.0,80.7,53.6,57.2,59.1,13,0,4,1,20,18,0,0,2,15,0,44,46,3.29,3.1,0.2,7
Jaylen Middleton,196091,HB,KY STATE,1,14,2,2,52.3,34,0,65,0,0,2,36,34.3,2,3,378,0,6,74.8,69.3,75.5,,82.1,69.0,66.5,60.0,18,0,8,1,9,17,0,0,1,15,0,65,36,2.57,4.6,0.89,8
Quincey Ryker,207257,HB,CHADST,1,14,1,0,0.0,0,0,47,0,0,1,22,10.5,0,2,809,0,1,74.8,66.0,74.7,,29.9,57.5,68.4,60.0,9,0,4,1,16,15,0,0,1,15,0,47,22,1.57,3.4,0.25,13
David Smith,208030,HB,SRSU,2,14,2,0,0.0,0,0,-16,1,1,2,18,22.7,0,0,1133,1,8,28.7,45.5,76.6,,79.2,49.3,43.5,57.0,7,0,8,3,23,25,0,0,5,17,0,-16,18,1.29,-1.1,0.35,6
Chase DeVaughn,178897,HB,MHMRTI,1,14,1,0,0.0,0,0,26,0,0,1,32,16.3,1,2,999,0,7,74.9,59.6,76.9,,58.8,54.8,60.3,,12,0,0,0,13,14,0,0,1,14,0,26,32,2.29,1.9,0.0,7
Eldrian Arnold,168381,HB,LINCOK,2,14,3,1,58.1,18,0,31,0,0,3,30,35.7,2,2,1452,0,4,75.0,62.4,77.9,,68.7,59.1,62.8,56.2,18,0,12,4,33,19,0,0,4,18,0,31,30,2.14,2.2,0.36,7
Geoff Schroeder,212838,HB,JHN HOP,1,14,3,0,0.0,0,0,40,1,1,3,36,64.3,0,1,1543,0,7,74.8,56.9,77.9,,33.4,47.0,60.3,69.3,8,0,22,2,29,24,0,0,3,16,0,40,36,2.57,2.9,0.76,7
Christopher Perkins,211881,QB,ELIZBTH ST,1,13,2,1,15.6,15,0,48,0,0,1,19,29.7,4,6,373,1,3,27.4,53.7,77.1,51.8,,,59.1,60.0,22,0,0,0,0,31,48,5,0,8,2,96,44,3.38,7.4,,2
Jamir Dismukes,207790,QB,ALU,1,13,5,0,0.0,0,0,16,0,0,4,18,288.0,3,5,735,0,4,71.7,72.6,77.3,68.7,,,68.4,60.0,14,1,0,0,0,22,63,8,0,5,0,79,53,4.08,6.1,,0
Jay Carney,164716,QB,LINCOK,4,13,3,0,0.0,0,0,1,0,0,0,1,0.0,1,1,1452,1,0,43.8,29.1,77.6,32.9,,,39.8,60.0,18,1,0,0,0,17,45,12,0,1,0,46,48,3.69,3.5,,1
Josh Rogers,212618,HB,BERRY VIK,1,13,3,0,0.0,0,0,72,0,0,3,36,63.9,4,4,1547,1,3,25.7,59.3,76.1,,64.4,52.2,61.0,60.0,13,0,0,0,13,14,0,0,1,13,0,72,36,2.77,5.5,0.0,10
Edward Osley,159711,HB,MILES,2,12,6,0,0.0,0,0,37,0,0,6,31,110.7,0,4,386,0,10,74.1,66.0,75.0,,63.1,66.3,65.3,59.1,8,0,15,2,16,16,0,0,3,14,0,37,31,2.58,3.1,0.94,2
Chad Elzy Jr,210621,HB,KY STATE,1,12,3,1,31.6,18,0,57,0,1,3,49,116.7,3,3,378,0,7,74.5,76.5,75.2,,24.8,79.2,74.4,59.0,18,0,13,2,12,16,0,0,2,14,1,57,49,4.08,4.8,1.08,5
T.J. Meeks,213233,HB,WITNBRG,1,12,3,0,0.0,0,0,34,1,0,3,29,55.8,0,1,1216,0,4,74.0,64.2,74.4,,83.8,40.4,66.9,,7,0,6,1,8,12,0,0,2,13,0,34,29,2.42,2.8,0.75,8
Kennedy McGill,179285,QB,CENT WASH,1,12,1,0,0.0,0,0,40,0,0,1,40,40.0,1,3,367,0,5,72.5,61.4,19.0,63.3,,54.3,61.3,60.0,11,2,0,0,0,36,11,2,0,10,0,51,43,3.58,4.3,,5
Justice Taylor,179304,HB,CENT WASH,1,12,3,0,0.0,0,0,65,0,0,3,46,88.5,3,4,367,0,4,73.9,62.8,76.0,58.0,3.5,75.2,66.0,58.3,13,0,14,1,4,18,0,0,1,13,0,65,46,3.83,5.4,3.5,8
Brandon Rose,179867,HB,VIRSTA,1,12,4,1,24.6,16,0,65,0,0,4,31,79.5,3,4,1164,0,3,74.0,69.8,74.6,,78.2,57.0,71.3,58.0,16,0,-4,1,17,15,0,0,1,13,0,65,31,2.58,5.4,-0.24,9
Connor Dietz,206824,QB,AMRINT,1,12,10,1,32.2,19,0,38,0,0,6,32,237.0,3,2,737,1,5,25.4,60.6,0.0,64.1,,58.5,60.8,60.0,19,1,0,0,3,15,21,3,0,9,0,59,51,4.25,4.9,0.0,2
Ethan Coady,210998,QB,PACENY,1,12,2,0,0.0,0,0,5,0,0,1,21,42.9,1,2,1536,1,3,38.7,60.2,75.9,61.9,,,57.0,60.0,18,0,0,0,0,15,38,5,0,7,0,43,42,3.5,3.6,,4
Jalen March,152103,HB,TXWSLY,1,11,2,0,0.0,0,0,35,0,0,2,25,41.3,2,2,1457,0,2,73.5,56.4,75.0,,57.8,55.1,57.0,,12,0,0,0,9,11,0,0,0,11,0,35,25,2.27,3.2,0.0,9
Mason McKenzie,207982,QB,SVSU,1,11,7,1,28.3,28,0,70,0,0,6,63,590.6,3,3,1082,0,3,72.3,71.0,24.8,69.4,,,67.0,60.0,28,1,0,0,0,29,29,3,0,8,1,99,101,9.18,9.0,,2
Mikey Maloney,212959,QB,MT UNION,1,11,4,0,0.0,0,0,7,0,0,0,8,0.0,1,1,1006,0,0,71.2,70.2,76.6,75.6,,,55.7,60.0,17,0,0,0,0,31,34,5,0,6,0,41,57,5.18,3.7,,1
Beau Phillips,193585,HB,CENT WASH,1,11,5,2,76.8,53,0,69,0,0,5,55,227.3,2,3,367,0,4,74.1,73.7,75.0,,77.1,57.0,72.4,57.7,31,0,0,0,2,16,0,0,0,11,1,69,55,5.0,6.3,0.0,7
Kye Callicoatte,209182,QB,SRSU,2,11,0,0,0.0,0,0,8,0,0,0,11,0.0,0,1,1133,3,7,13.1,29.4,73.9,43.3,,,40.2,60.0,8,0,0,0,0,25,6,1,0,10,0,14,15,1.36,1.3,,2
Jordon Benjamin,212922,HB,KENYON,1,11,2,0,0.0,0,0,13,0,0,2,14,21.2,0,0,1545,0,9,73.6,53.0,75.7,,60.3,60.5,52.7,60.0,7,0,0,1,8,12,0,0,1,12,0,13,14,1.27,1.2,0.0,2
Micah Robinson,180327,HB,BOWIE ST,1,11,2,1,58.3,21,0,36,0,0,2,37,56.1,2,1,365,0,0,73.6,61.4,76.8,,53.1,52.0,64.2,60.0,21,0,1,1,21,12,0,0,2,12,1,36,37,3.36,3.3,0.05,11
Daryl Davis Jr.,212076,HB,LINCOK,2,11,3,0,0.0,0,0,13,0,0,3,28,58.7,0,1,1452,0,4,73.6,50.6,76.3,,0.0,60.9,56.5,58.3,4,0,14,2,33,14,0,0,2,13,0,13,28,2.55,1.2,0.42,7
Bo Catherwood,148499,HB,AMRINT,1,11,1,0,0.0,0,0,37,0,1,1,17,25.8,1,1,737,0,8,73.6,67.0,74.5,,67.5,70.8,65.4,59.4,13,0,18,1,8,14,0,0,1,12,0,37,17,1.55,3.4,2.25,3
Datlan Cunningham,197191,HB,LOUCHR,1,11,6,0,0.0,0,0,16,0,0,6,22,109.1,0,0,958,0,7,74.0,52.1,78.3,,38.3,53.9,54.9,59.4,6,0,0,0,11,15,0,0,0,11,0,16,22,2.0,1.5,0.0,3
Don Dunning Jr.,207683,HB,HA,1,11,1,1,46.7,28,0,60,0,0,1,56,33.9,1,3,1528,0,1,73.7,67.2,75.9,,22.1,66.6,69.6,58.7,28,1,5,4,17,16,0,0,5,15,0,60,56,5.09,5.5,0.29,10
Nico Cleaves,182849,QB,VA LYNCHBU,1,10,1,0,0.0,0,0,-1,0,0,0,1,0.0,1,2,406,1,0,34.5,46.2,75.9,50.1,,,49.7,60.0,17,0,0,0,0,10,51,8,0,2,0,50,14,1.4,5.0,,1
Logan Coldren,187652,HB,ERSKIN,1,10,2,0,0.0,0,0,39,0,0,2,19,38.0,1,2,1526,0,8,73.1,60.5,73.3,,51.6,55.1,61.6,60.0,14,0,0,0,7,11,0,0,0,10,0,39,19,1.9,3.9,0.0,2
Allen Rainey,212319,QB,WCU,1,10,4,0,0.0,0,0,-2,0,0,0,2,0.0,1,1,1535,0,1,69.2,58.6,74.7,51.7,,,65.6,60.0,16,0,0,0,0,10,55,8,0,2,0,53,32,3.2,5.3,,0
John Giller,211177,QB,SOCTOW,1,10,1,0,0.0,0,0,10,0,0,0,3,0.0,1,2,1107,1,2,71.0,56.5,77.0,51.3,,,65.0,60.0,16,0,0,0,0,33,31,4,0,6,0,41,25,2.5,4.1,,2
Kylan Simmons,194077,HB,ERSKIN,1,10,0,0,0.0,0,0,32,0,0,0,22,0.0,0,1,1526,0,8,73.1,61.8,73.7,,79.0,57.0,61.0,,7,0,0,0,5,10,0,0,0,10,0,32,22,2.2,3.2,0.0,2
Aljhanod Thomas,167231,HB,ALBANY ST,1,9,2,1,40.4,21,0,52,1,0,2,36,80.0,2,2,360,0,3,72.6,73.1,75.0,,77.4,56.6,75.3,,21,0,11,1,10,9,0,0,2,10,1,52,36,4.0,5.8,1.1,6
Eian Roudebush,195574,QB,HA,1,9,2,0,0.0,0,0,14,0,0,0,5,0.0,0,1,1528,0,3,70.7,61.7,76.2,61.5,,,59.5,60.0,8,1,0,0,0,19,17,5,0,4,0,31,27,3.0,3.4,,0
Andrew Hunter,212632,QB,BERRY VIK,1,9,3,1,17.6,15,0,49,0,0,2,19,152.0,4,5,1547,0,5,70.3,63.8,74.2,47.4,,,76.5,60.0,15,0,0,0,0,12,36,4,0,5,0,85,59,6.56,9.4,,0
Denim Cook,211361,HB,TRSU,1,9,1,1,26.3,15,0,57,0,0,1,38,38.4,2,2,1147,0,4,72.7,71.4,75.6,,80.2,58.6,73.2,69.5,15,0,5,2,23,18,0,0,2,11,1,57,38,4.22,6.3,0.22,5
Xavier Tyler,180003,HB,WABASH,1,9,3,1,54.9,28,0,51,0,3,3,21,116.7,1,2,1167,0,7,72.8,68.1,75.1,,23.1,70.5,69.3,59.7,28,0,33,3,16,11,0,0,3,12,0,51,21,2.33,5.7,2.06,2
Jabari Ruise,210348,QB,VA LYNCHBU,4,9,0,0,0.0,0,0,-8,0,0,0,0,0.0,2,1,406,5,0,20.3,40.8,78.7,40.1,,,54.7,60.0,14,0,0,0,0,42,48,7,0,2,0,40,31,3.44,4.4,,0
Jordan McCarty,180205,QB,W OREGON,1,9,3,0,0.0,0,0,17,0,0,0,4,0.0,0,2,411,0,3,71.8,67.6,77.2,65.4,,,64.7,60.0,7,0,0,0,0,24,15,4,0,5,0,32,18,2.0,3.6,,2
Rodney Washington,196910,S,LINCOK,2,8,7,0,0.0,0,0,25,0,0,7,31,301.4,1,1,1452,0,3,72.0,72.8,72.3,,80.8,61.1,71.9,60.0,12,3,1,1,8,9,0,0,2,9,0,25,31,3.88,3.1,0.13,5
Ramon McKinney Jr.,210851,HB,NORTHEA ST,1,8,1,0,0.0,0,0,36,1,2,1,12,34.6,1,2,1030,0,3,73.3,68.1,75.5,,23.6,66.5,71.5,60.0,14,0,94,5,32,9,0,0,7,13,0,36,12,1.5,4.5,2.94,5
Na'Ledge Wright,211851,HB,Ferr,1,8,0,0,0.0,0,0,10,0,0,0,7,0.0,0,0,869,0,3,71.9,52.3,71.3,,,56.4,53.6,60.0,4,0,0,0,5,9,0,0,0,8,0,10,7,0.88,1.3,0.0,5
Tiant Wyche,210487,HB,ALBANY ST,1,8,0,0,0.0,0,0,29,0,0,0,9,0.0,0,2,360,0,4,72.2,63.3,74.2,,76.2,53.2,64.7,,9,0,0,0,13,8,0,0,0,8,1,29,9,1.13,3.6,0.0,4
Kamalie Pemberton,174554,HB,THMORE,1,8,1,0,0.0,0,0,16,0,0,1,20,31.3,0,0,1296,0,4,71.9,58.0,74.5,,74.5,58.7,57.8,60.0,6,0,0,0,2,9,0,0,0,8,0,16,20,2.5,2.0,0.0,4
Rahsaan Matthews Jr.,193775,QB,VIRSTA,1,8,2,0,0.0,0,0,3,0,0,1,7,23.3,1,1,1164,0,3,72.1,63.2,77.8,59.7,,89.3,60.6,60.0,19,0,14,1,1,27,27,3,1,6,0,30,9,1.13,3.8,14.0,2
Johntarrious Thomas,195920,HB,ED WATERS,1,8,1,2,71.0,44,0,62,0,0,1,47,73.4,2,3,372,0,1,71.9,71.6,75.7,,57.6,53.1,76.3,60.1,26,0,0,0,17,12,0,0,0,8,0,62,47,5.88,7.8,0.0,7
Robert Moreland,212448,HB,SOCTOW,1,8,2,0,0.0,0,0,40,0,0,2,28,87.5,0,2,1107,0,1,71.9,70.9,71.7,,72.6,57.2,69.8,,9,0,0,0,4,8,0,0,0,8,0,40,28,3.5,5.0,0.0,7
Deejay Grimes,211560,HB,WARNER,1,8,4,0,0.0,0,0,15,0,0,4,19,105.6,0,0,407,0,0,72.0,62.0,74.6,,42.3,58.8,64.4,60.0,9,0,1,1,13,9,0,0,1,9,0,15,19,2.38,1.9,0.08,8
Rondarius Gregory,97071,HB,LINCOLN,1,8,6,1,66.7,20,0,30,0,1,6,26,227.5,2,1,380,0,4,74.0,70.1,74.6,,74.6,59.4,72.7,60.0,20,0,11,2,16,9,0,0,3,10,0,30,26,3.25,3.8,0.69,4
Chris Thomas,211318,HB,TXWSLY,1,8,0,1,63.6,21,0,33,0,0,0,12,0.0,1,2,1457,0,2,71.9,55.6,71.1,,67.7,57.9,56.3,,21,0,0,0,2,8,0,0,0,8,0,33,12,1.5,4.1,0.0,6
Nick Woodford,207881,HB,MHMRTI,1,8,1,0,0.0,0,0,25,0,0,1,18,25.0,0,1,999,0,2,72.0,64.4,72.5,,70.0,67.6,62.9,59.5,9,0,4,1,7,10,0,0,2,9,0,25,18,2.25,3.1,0.57,6
Demetrick Welch Jr.,209172,HB,THMORE,2,8,0,0,0.0,0,0,14,0,0,0,15,0.0,0,0,1296,0,5,72.0,57.3,74.7,50.4,73.8,70.2,57.7,60.0,8,0,7,1,8,9,0,0,3,9,0,14,15,1.88,1.8,0.88,3
Nick Billoups,131847,QB,LANECOL,1,8,2,1,44.1,15,0,24,0,0,2,22,89.8,2,2,942,4,7,26.8,39.2,74.4,30.7,,,61.3,60.0,15,0,0,0,0,17,10,1,0,7,0,34,22,2.75,4.3,,0
Noah Beaudrie,206644,QB,ADRIAN,1,8,0,0,0.0,0,0,8,0,0,0,6,0.0,0,3,1534,0,2,70.2,78.4,15.2,87.4,,,57.3,61.1,9,1,0,0,0,35,25,4,0,4,0,33,10,1.25,4.1,,1
Zayne Cawley,213176,HB,WYNESBRG,1,8,1,0,0.0,0,0,12,0,0,1,21,26.3,0,0,1175,0,4,72.7,53.6,74.5,,74.3,62.7,51.0,60.4,4,0,-7,2,11,9,0,0,2,10,0,12,21,2.63,1.5,-0.64,4
Ryder Bumgarner,171916,HB,CENT WASH,1,8,1,1,37.5,18,0,48,0,0,1,25,39.1,1,2,367,0,3,71.9,66.6,74.3,,75.2,57.5,66.3,57.9,18,0,0,0,4,12,0,0,0,8,0,48,25,3.13,6.0,0.0,5
Cole Dickerson,213131,HB,WABASH,1,7,3,0,0.0,0,0,20,0,0,3,19,116.3,0,2,1167,0,7,71.3,57.7,75.3,,12.0,50.2,63.8,60.0,7,0,0,0,21,9,0,0,0,7,0,20,19,2.71,2.9,0.0,0
Nico Lukkarinen,210937,HB,NMiU,1,7,1,0,0.0,0,0,24,0,0,1,17,34.7,0,1,1031,0,0,71.3,59.5,70.6,,73.5,,59.1,59.1,7,0,0,0,0,11,0,0,0,7,0,24,17,2.43,3.4,,2
Duke Shovald,210960,QB,NMiU,1,7,2,0,0.0,0,0,31,0,0,2,20,111.1,0,1,1031,3,0,30.7,44.8,77.1,46.9,,,49.8,60.0,9,0,0,0,0,46,6,1,0,6,0,37,20,2.86,5.3,,5
Kohl Meisman,211694,QB,WLU,1,7,2,0,0.0,0,0,18,0,0,0,4,0.0,2,2,1178,0,2,71.0,75.7,77.0,72.5,,60.0,68.6,60.0,12,0,0,0,1,23,21,4,0,3,0,39,26,3.71,5.6,0.0,0
Jovari Gamble,165181,HB,KYCRST,1,7,2,1,80.6,75,0,93,0,1,2,98,466.7,2,2,1474,0,6,71.5,68.9,76.4,,73.9,65.5,72.4,41.6,75,0,31,2,14,9,0,0,2,9,1,93,98,14.0,13.3,2.21,1
Tyren Montgomery,165655,WR,JOHNCA,14,7,3,4,74.0,77,0,104,5,27,3,46,156.5,5,5,926,1,0,64.3,92.6,11.0,,,92.6,71.5,66.7,23,5,1530,119,418,221,0,0,145,126,1,104,46,6.57,14.9,3.66,0
Mitchell Johnson,213100,HB,RAND MACON,1,7,2,0,0.0,0,0,26,0,0,2,19,77.6,0,1,1546,0,3,71.3,58.8,72.4,,,55.3,59.6,60.0,9,0,0,0,8,8,0,0,0,7,0,26,19,2.71,3.7,0.0,4
Jake Hughes,213035,LB,OBERLIN,1,7,0,0,0.0,0,0,14,0,0,0,14,0.0,0,0,1544,1,6,19.3,48.7,76.8,,77.2,51.7,47.9,,8,0,0,0,16,7,0,0,0,7,0,14,14,2.0,2.0,0.0,1
Tavion Rupert,182195,HB,ARKBC,1,7,0,0,0.0,0,0,11,0,0,0,13,0.0,0,0,1515,0,1,72.9,54.8,72.8,,75.2,57.6,54.1,60.0,4,0,2,1,14,8,0,0,2,8,0,11,13,1.86,1.6,0.14,6
Renoldo Spivey Jr.,196819,HB,TUSKEGEE,1,7,0,0,0.0,0,0,33,0,0,0,23,0.0,1,2,405,0,1,71.6,64.4,73.7,,77.0,55.7,64.5,60.0,12,0,0,0,8,8,0,0,1,7,0,33,23,3.29,4.7,0.0,6
Bay Harvey,212831,QB,JHN HOP,1,7,1,0,0.0,0,0,14,0,0,0,1,0.0,1,2,1543,0,0,70.9,77.9,76.3,81.8,,,56.2,60.0,10,0,0,0,0,24,6,2,0,5,0,20,3,0.43,2.9,,0
Noah Bodden,150881,QB,ED WATERS,1,7,1,0,0.0,0,0,17,0,0,1,20,80.0,2,2,372,0,0,71.7,45.9,22.8,38.2,,,73.9,60.0,16,3,0,0,0,22,24,2,0,5,0,41,20,2.86,5.9,,4
Tu'Shawn Wilson,212369,HB,WCU,1,7,1,0,0.0,0,0,1,0,0,1,12,24.5,0,1,1535,0,1,71.3,51.0,78.6,,52.3,51.8,54.2,57.7,4,0,0,0,18,12,0,0,1,7,0,1,12,1.71,0.1,0.0,6
Jose Trevino,208029,HB,SRSU,1,7,1,0,0.0,0,0,28,0,0,1,15,30.6,0,1,1133,0,3,71.3,73.0,70.0,,,,70.3,,9,0,0,0,0,7,0,0,0,7,0,28,15,2.14,4.0,,4
Joshua Compoh,206926,HB,Bent,1,6,0,0,0.0,0,0,18,0,0,0,18,0.0,0,1,1238,0,2,70.7,59.7,72.5,,,57.4,61.5,59.9,7,0,-3,1,6,8,0,0,1,7,0,18,18,3.0,3.0,-0.5,4
Peyton Rough,213047,HB,OBERLIN,1,6,0,0,0.0,0,0,15,0,0,0,9,0.0,0,1,1544,0,6,70.7,61.5,73.3,,,59.2,61.7,,9,0,9,1,7,6,0,0,1,7,0,15,9,1.5,2.5,1.29,0
David Gardner Jr.,211073,HB,SVANNAH ST,1,6,3,0,0.0,0,0,13,0,0,3,13,92.9,1,1,286,0,4,70.7,56.7,73.7,,52.1,56.6,57.8,60.0,10,0,0,1,13,7,0,0,1,7,0,13,13,2.17,2.2,0.0,2
