player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Javon Davis,196295,QB,WHU,1,57.6,33,33,11.8,2.35,0,3,8.8,45.5,15,0,8,21.1,37,4,-0.15,12,1525,71.4,89.7,81.8,79.8,0,0,38,0,43.2,12.5,88.1,2.7,1,3,0,0,2,0,0.0,221,6.7
Andrew Lege,152499,QB,AVEMAR,2,64.5,31,33,8.0,2.12,1,0,0.0,57.6,19,0,13,5.0,37,1,-0.19,6,1450,68.9,53.5,56.4,56.3,0,0,39,1,37.8,23.1,72.9,8.1,3,1,0,1,0,2,5.1,181,5.5
Miles Scott,178892,QB,MHMRTI,1,64.5,31,33,11.7,2.55,1,2,6.1,51.5,17,0,19,15.0,41,3,-0.14,8,999,25.0,64.9,61.7,68.0,0,0,41,0,29.3,42.1,102.0,19.5,8,0,0,1,3,1,2.4,211,6.4
Kamren Ivory,182357,QB,MILES,1,63.3,30,32,9.0,3.0,1,0,0.0,50.0,16,0,12,15.8,38,3,-0.7,9,386,21.2,43.8,44.3,60.8,0,2,39,1,28.9,33.3,39.6,10.5,4,2,0,1,0,3,7.7,168,5.3
Raequan Beal,138504,QB,TUSKEGEE,2,71.4,28,30,8.4,2.63,1,2,6.7,53.3,16,0,15,20.0,31,4,-0.26,9,405,38.9,54.5,55.8,60.0,1,2,31,1,41.9,6.7,52.5,3.2,1,0,0,0,1,2,6.5,163,5.4
Christopher Roberson,182933,QB,TUSKEGEE,1,62.1,29,29,11.0,2.84,0,3,9.7,48.3,14,0,16,22.2,35,4,-0.32,11,405,33.5,54.2,48.0,68.4,0,2,38,0,37.1,12.5,42.0,5.7,2,4,0,0,0,4,10.5,198,6.8
Isaac Bernard,179471,QB,EDNBFS,1,80.8,26,28,7.1,2.58,0,2,6.7,71.4,20,0,15,4.8,32,1,0.07,10,860,68.6,65.7,62.6,64.3,0,1,35,1,43.8,20.0,93.8,9.4,3,1,0,2,2,1,2.9,156,5.6
Jaun Gainious,196067,QB,KY STATE,1,63.0,27,28,11.7,2.86,0,0,0.0,57.1,16,0,12,5.9,32,1,-0.49,9,378,29.1,48.7,46.7,66.7,1,1,35,1,43.8,16.7,67.7,6.3,2,2,0,0,1,2,5.7,141,5.0
Kennedy McGill,179285,QB,CENT WASH,1,60.0,25,28,6.3,2.75,0,0,0.0,50.0,14,0,15,6.7,35,1,-0.35,8,367,72.1,65.1,52.7,73.7,1,1,39,0,37.1,0.0,45.4,0.0,0,7,0,2,0,1,2.6,111,4.0
Daylin Lee,181122,QB,WSRAMS,1,56.0,25,27,8.5,2.83,0,0,0.0,48.1,13,0,10,7.1,30,1,-0.02,9,1206,69.9,52.7,39.7,79.5,1,0,33,0,43.3,0.0,61.0,0.0,0,3,0,1,0,2,6.1,122,4.5
Jake Corkren,194516,QB,UVAWIS,1,47.6,21,24,6.8,2.14,0,0,0.0,33.3,8,0,12,20.0,27,2,-0.82,2,1320,69.1,40.6,38.9,59.7,1,1,28,0,11.1,25.0,25.0,11.1,3,0,0,2,0,1,3.6,59,2.5
Kelvin Durham,154094,QB,FRTVLY,1,57.9,19,23,11.0,3.11,0,0,0.0,43.5,10,0,13,9.1,30,1,-0.7,4,874,29.1,39.2,37.6,63.4,1,0,33,1,16.7,46.2,50.8,20.0,6,1,0,3,0,1,3.0,54,2.3
River Thompson,152021,QB,LOUCHR,1,59.1,22,23,7.8,2.55,0,1,4.0,52.2,12,0,5,7.7,28,1,-0.37,5,958,32.7,59.8,69.5,45.8,0,2,30,0,35.7,40.0,32.7,7.1,2,3,0,1,0,2,6.7,129,5.6
Romelo Williams,78489,QB,VIRSTA,1,75.0,20,22,12.5,3.11,1,2,8.7,63.6,14,0,7,6.7,29,1,0.09,8,1164,70.7,72.6,77.9,57.0,0,1,30,0,37.9,14.3,83.7,3.4,1,6,0,1,1,1,3.3,171,7.8
Shane Hamm,149525,QB,WARNER,1,47.4,19,22,6.2,3.19,2,0,0.0,40.9,9,0,18,0.0,38,0,-0.52,5,407,40.0,38.6,45.8,44.3,0,1,43,1,23.7,33.3,34.1,15.8,6,10,0,1,0,0,0.0,89,4.0
Jett Engle,196648,QB,KYCRST,1,65.0,20,22,8.1,2.08,1,0,0.0,59.1,13,0,8,0.0,25,0,-0.45,5,1474,68.3,49.0,50.4,53.4,1,4,25,0,24.0,25.0,46.2,8.0,2,1,0,0,1,3,12.0,102,4.6
Tyler Strickland,197556,QB,ARKBC,1,57.1,21,22,10.1,2.51,0,0,0.0,50.0,11,0,12,8.3,26,1,-0.79,3,1515,68.5,26.2,26.6,45.8,0,4,27,0,34.6,8.3,19.7,3.8,1,3,0,1,0,7,25.9,82,3.7
Quinton Pulley,195836,QB,WV WESLEY,1,52.6,19,21,4.9,1.97,1,0,0.0,42.9,9,0,7,10.0,21,1,-0.4,4,409,67.2,38.0,37.6,,0,2,21,0,28.6,0.0,15.1,0.0,0,0,0,1,0,3,14.3,85,4.0
Eian Roudebush,195574,QB,HA,1,64.7,17,20,6.5,3.1,2,0,0.0,55.0,11,0,12,0.0,24,0,-0.38,4,1528,69.9,69.3,60.3,73.2,0,0,24,0,16.7,16.7,60.4,8.3,2,2,0,1,0,0,0.0,47,2.4
Anthony Santino,154528,QB,ST ANSELM,1,77.8,18,20,2.8,2.47,0,0,0.0,60.0,12,0,10,14.3,25,2,-0.48,3,399,28.2,39.5,52.3,37.8,0,0,26,2,24.0,30.0,66.5,12.0,3,2,0,2,0,0,0.0,69,3.5
Nathan Payne,152904,QB,WV WESLEY,1,75.0,16,19,3.6,2.35,1,0,0.0,57.9,11,0,8,8.3,20,1,-0.61,2,409,68.7,52.6,53.5,56.1,0,0,22,0,15.0,0.0,63.3,0.0,0,1,0,2,0,0,0.0,59,3.1
Noah Kimble,196568,QB,BSU,1,61.1,18,18,10.7,2.92,0,0,0.0,44.4,8,0,3,27.3,18,3,-0.95,3,1531,67.7,43.1,43.0,58.2,0,1,19,0,33.3,0.0,33.1,0.0,0,0,0,0,0,1,5.3,74,4.1
Dylan Ramirez,166206,QB,N GREENVLE,1,68.8,16,17,4.3,3.27,0,1,5.3,41.2,7,0,12,36.4,27,4,-0.29,4,390,69.7,70.1,73.8,59.1,0,0,29,0,37.0,16.7,54.3,7.4,2,8,0,1,0,0,0.0,73,4.3
Raheem Vance,196987,QB,VA LYNCHBU,3,86.7,15,16,1.5,2.98,0,0,0.0,81.3,13,0,10,0.0,26,0,-0.87,2,406,26.7,37.1,36.6,55.2,0,0,27,0,7.7,60.0,79.2,23.1,6,4,0,1,0,2,7.4,25,1.6
Jordan McCarty,180205,QB,W OREGON,2,35.7,14,15,16.9,2.96,0,1,6.7,33.3,5,0,5,0.0,18,0,-0.66,2,411,70.2,58.2,49.6,67.8,0,0,18,0,22.2,20.0,46.0,5.6,1,2,0,1,0,0,0.0,58,3.9
Nico Cleaves,182849,QB,VA LYNCHBU,2,42.9,14,15,14.5,3.06,0,0,0.0,33.3,5,0,13,16.7,24,1,-0.54,1,406,71.3,37.3,34.4,53.6,1,0,24,0,25.0,38.5,43.5,20.8,5,3,0,0,0,1,4.2,49,3.3
Jadon Adams,181307,QB,SVANNAH ST,1,60.0,10,14,0.8,2.9,1,0,0.0,42.9,6,0,8,0.0,19,0,-0.91,0,286,25.5,65.9,57.0,68.6,0,0,20,0,10.5,12.5,50.3,5.3,1,4,0,3,0,0,0.0,11,0.8
Keith Moore,167622,QB,ED WATERS,1,61.5,13,14,3.8,2.17,0,0,0.0,57.1,8,0,1,0.0,15,0,-0.31,6,372,32.2,47.9,51.1,52.1,0,2,17,1,40.0,0.0,29.5,0.0,0,1,0,1,0,2,11.8,65,4.6
NyJal Johnson,196133,QB,LANECOL,1,36.4,11,13,8.3,2.84,0,0,0.0,23.1,3,0,9,25.0,19,1,-1.28,0,942,23.9,26.0,26.8,51.3,0,2,20,1,0.0,44.4,0.0,21.1,4,2,0,2,0,3,15.0,-1,-0.1
Josh Brown,181411,QB,SHORTER,1,66.7,12,13,13.3,3.37,0,1,7.1,53.8,7,0,9,12.5,19,1,0.11,6,396,69.8,79.8,79.7,65.7,1,0,21,0,47.4,22.2,97.0,10.5,2,4,0,0,1,0,0.0,76,5.8
Isaiah Freeman,167256,QB,LINCOLN,1,54.5,11,13,9.5,3.39,0,0,0.0,46.2,6,0,8,0.0,21,0,-0.39,4,380,70.3,60.5,56.5,61.8,0,0,21,0,23.8,25.0,53.0,9.5,2,6,0,2,0,1,4.8,39,3.0
Logan Howard,193465,QB,AVEMAR,2,84.6,13,13,5.2,2.62,0,0,0.0,76.9,10,0,4,9.1,15,1,0.53,5,1450,71.6,63.8,68.5,56.5,0,0,16,0,46.7,25.0,120.7,6.7,1,1,0,0,1,0,0.0,90,6.9
Roland Harvey,196837,QB,NAUSTA,1,50.0,10,12,11.4,2.65,0,0,0.0,33.3,4,0,5,20.0,13,1,-0.88,0,1453,67.8,30.3,34.9,53.6,0,1,13,2,7.7,0.0,7.6,0.0,0,1,0,2,0,2,15.4,9,0.8
Jesper Korkalainen,182794,QB,NAUSTA,1,63.6,11,11,2.2,1.9,0,0,0.0,63.6,7,0,3,0.0,12,0,-0.65,1,1453,66.0,66.0,61.4,64.1,0,0,13,0,33.3,0.0,68.8,0.0,0,1,0,0,0,0,0.0,36,3.3
Jerick Gaston,166808,QB,LANECOL,1,42.9,7,10,11.9,3.14,1,0,0.0,30.0,3,0,4,0.0,11,0,-0.44,3,942,65.6,57.7,52.4,63.7,0,0,11,0,27.3,0.0,39.6,0.0,0,1,0,2,0,1,9.1,27,2.7
Mark Wright,194635,QB,VIRUNI,1,33.3,9,10,17.4,2.69,0,1,10.0,20.0,2,0,5,33.3,11,1,-0.66,2,1165,66.7,51.7,46.8,64.5,0,1,11,0,18.2,0.0,2.9,0.0,0,1,0,1,0,1,9.1,37,3.7
Gunner Cortez,196914,QB,LINCOK,2,42.9,7,8,8.1,2.47,0,0,0.0,37.5,3,0,4,0.0,10,0,-0.86,1,1452,65.6,46.9,39.1,64.1,1,1,11,0,20.0,50.0,7.8,20.0,2,0,0,0,0,0,0.0,27,3.4
Amir Cameron,196530,QB,BSU,1,28.6,7,8,18.0,3.89,0,0,0.0,25.0,2,0,9,0.0,14,0,-0.92,0,1531,67.1,42.8,34.8,62.5,1,0,14,1,21.4,33.3,39.6,21.4,3,3,0,0,0,0,0.0,14,1.8
Terrel Ashley,182463,QB,VA LYNCHBU,1,57.1,7,7,14.1,2.53,0,0,0.0,57.1,4,0,3,0.0,8,0,-0.39,1,406,22.0,52.3,67.1,41.8,0,0,11,0,37.5,33.3,89.6,12.5,1,0,0,0,0,0,0.0,67,9.6
Allen Hamilton,197211,QB,LOUCHR,1,50.0,6,6,5.0,3.34,0,0,0.0,50.0,3,0,2,0.0,8,0,-1.61,1,958,69.8,51.6,43.8,60.3,0,2,8,0,37.5,0.0,22.2,0.0,0,2,0,0,0,1,12.5,26,4.3
RJ Rosales,147299,QB,VIRUNI,1,50.0,6,6,26.8,3.33,0,2,28.6,50.0,3,0,3,0.0,9,0,0.78,4,1165,67.5,59.4,66.2,51.9,0,0,10,0,44.4,33.3,135.4,11.1,1,2,0,0,1,1,10.0,114,19.0
Malachi Parks,195556,QB,HA,1,66.7,6,6,6.7,2.54,0,0,0.0,66.7,4,0,4,0.0,8,0,-0.3,3,1528,66.2,42.8,38.2,59.7,0,1,8,0,50.0,0.0,40.3,0.0,0,2,0,0,0,1,12.5,32,5.3
Malik Davis,155588,QB,TUSKEGEE,1,25.0,4,4,3.3,2.7,0,0,0.0,25.0,1,0,4,0.0,7,0,-0.88,0,405,64.6,36.5,38.3,57.3,0,0,7,0,0.0,50.0,39.6,28.6,2,1,0,0,0,0,0.0,7,1.8
Harold Cook,141434,QB,SHORTER,1,33.3,3,4,20.0,3.99,1,0,0.0,0.0,0,0,5,100.0,9,1,-0.86,0,396,65.1,45.9,46.8,57.8,0,0,9,0,11.1,80.0,39.6,44.4,4,1,0,0,0,0,0.0,0,0.0
Jeb Walls,181508,QB,SHORTER,1,66.7,3,4,5.0,2.4,0,0,0.0,50.0,2,0,1,0.0,4,0,-0.02,1,396,63.3,56.2,55.9,,0,0,4,0,25.0,0.0,74.0,0.0,0,0,0,1,0,0,0.0,29,7.3
Denim Johnson,196083,QB,KY STATE,1,100.0,3,4,-2.7,2.32,0,0,0.0,75.0,3,0,2,0.0,5,0,-1.18,0,378,12.1,31.8,31.7,,0,0,5,0,0.0,50.0,77.1,20.0,1,0,0,1,0,1,20.0,7,1.8
Max Parden,151991,QB,LOUCHR,1,0.0,1,3,11.0,2.47,1,0,0.0,0.0,0,0,0,,3,0,-0.96,0,958,62.7,57.6,57.1,,0,0,3,0,0.0,,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Aidan Byrd,179616,QB,N GREENVLE,1,100.0,3,3,4.3,2.43,0,0,0.0,100.0,3,0,0,0.0,3,0,-0.34,0,390,62.7,80.0,79.6,,0,0,3,0,33.3,,86.1,0.0,0,0,0,0,0,0,0.0,14,4.7
Cooper Wick,194564,QB,UVAWIS,1,100.0,3,3,1.7,2.63,0,0,0.0,66.7,2,0,1,33.3,4,1,0.14,1,1320,63.3,56.0,55.1,,0,0,4,0,50.0,100.0,92.4,25.0,1,0,0,0,0,0,0.0,25,8.3
Channing Dumas,168482,QB,MILES,1,100.0,1,2,7.0,3.44,0,0,0.0,50.0,1,0,1,0.0,5,0,-0.46,1,386,13.4,62.9,52.5,65.9,0,0,6,0,40.0,100.0,85.4,20.0,1,2,0,1,0,1,16.7,20,10.0
Arjun Lothe,193668,QB,INWSLY,1,0.0,2,2,10.0,2.55,0,0,0.0,0.0,0,0,1,,2,0,-0.77,0,1451,61.8,31.6,32.0,,0,0,2,0,0.0,0.0,39.6,0.0,0,0,0,0,0,1,50.0,0,0.0
Brendan Mansinne,178206,QB,N GREENVLE,1,100.0,2,2,4.0,2.5,0,0,0.0,100.0,2,0,2,0.0,4,0,-1.67,1,390,63.3,61.2,60.8,,0,0,4,0,25.0,100.0,95.8,50.0,2,0,0,0,0,0,0.0,14,7.0
Antonio Smith,195917,QB,ED WATERS,1,100.0,1,1,32.0,2.2,0,1,100.0,100.0,1,0,0,0.0,1,0,4.53,1,372,11.1,53.9,88.6,39.3,0,0,1,0,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,37,37.0
Armone Harris,195287,WR,CLARK ATL,1,100.0,1,1,14.0,3.4,0,0,0.0,100.0,1,0,0,0.0,1,0,1.67,1,369,66.4,67.1,72.6,,0,0,1,2,100.0,,127.1,0.0,0,0,0,0,1,0,0.0,5,5.0
Dreylen Howard,196913,WR,LINCOK,1,0.0,1,1,1.0,2.2,0,0,0.0,0.0,0,0,0,,1,0,0.03,0,1452,67.5,49.0,55.3,56.2,0,0,1,0,100.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Owen Meister,182875,P,LINCOK,1,100.0,1,1,6.0,4.4,0,0,0.0,0.0,0,0,0,100.0,1,1,-1.23,0,1452,60.3,45.9,62.2,60.0,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Chris Witherspoon,182186,HB,ARKBC,1,0.0,1,1,17.0,1.7,0,0,0.0,0.0,0,0,1,,1,0,-0.87,0,1515,28.5,59.4,33.8,61.3,0,0,1,0,0.0,0.0,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Christian Burks,181322,QB,SVANNAH ST,1,100.0,1,1,3.0,1.5,0,0,0.0,100.0,1,0,1,0.0,2,0,-0.89,0,286,64.4,59.7,58.9,60.0,0,0,2,0,50.0,100.0,100.0,50.0,1,0,0,0,0,0,0.0,8,8.0
Johnny Morris,168550,HB,TUSKEGEE,1,100.0,1,1,9.0,1.8,0,0,0.0,0.0,0,0,0,100.0,1,1,-1.32,0,405,78.6,73.7,71.9,74.6,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Keyvaun Eady,152366,WR,W OREGON,1,0.0,1,1,13.0,3.4,0,0,0.0,0.0,0,0,0,,1,0,-0.73,0,411,65.9,56.7,50.6,,0,0,1,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
