player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Emilio Castaneda,152362,T,W OREGON,2,100.0,0,411,55.4,46.0,57.7,1,2,66,100.0,100.0,96.2,1,4,1,133,0,0,133,133,70,70,0,0,63,0
Tommy McKedy,152387,T,W OREGON,2,100.0,0,411,68.9,71.0,64.9,1,2,67,100.0,100.0,97.8,0,3,0,127,0,0,0,127,71,71,0,127,56,0
Louis Wilson,196998,T,LINCOK,3,100.0,0,1452,53.1,70.1,44.0,0,2,70,100.0,100.0,98.6,1,2,0,126,0,0,4,126,75,75,15,107,51,0
Milan Nadzakov,182833,G,LINCOK,3,100.0,0,1452,52.6,46.9,52.0,1,0,59,100.0,100.0,99.2,0,1,0,120,0,0,0,120,65,65,67,53,55,0
Aden Morris,196966,T,VA LYNCHBU,5,100.0,0,406,24.7,0.0,46.0,0,9,66,100.0,100.0,87.1,0,13,4,119,0,2,3,119,69,69,0,114,50,0
Josh McKey,152429,G,W OREGON,2,100.0,0,411,57.2,21.3,64.1,1,1,57,100.0,100.0,98.2,0,2,0,112,0,0,0,112,61,61,112,0,51,0
Dennis Shellie,168390,T,LINCOK,2,100.0,0,1452,79.2,66.6,80.7,1,2,51,100.0,100.0,97.1,0,3,0,103,0,0,103,103,56,56,0,0,47,0
Michael McGrath,152509,T,AVEMAR,2,98.9,0,1450,37.6,23.4,43.7,0,2,45,97.8,98.0,97.8,0,2,0,92,0,0,21,93,48,49,0,68,44,4
Gavin Lilley,167913,T,LOUCHR,1,100.0,0,958,50.1,64.8,54.4,0,1,36,100.0,100.0,98.6,2,1,0,89,0,0,0,89,38,38,0,89,51,0
Xavier Jackson,151965,C,LOUCHR,1,100.0,0,958,57.2,61.9,56.0,0,1,36,100.0,100.0,98.6,0,1,0,89,89,0,0,89,38,38,0,0,51,0
Christian Arnett,167873,G,LOUCHR,1,100.0,0,958,52.8,59.2,50.6,0,0,35,100.0,100.0,97.1,0,1,1,88,0,88,0,88,37,37,0,0,51,0
Aarion Randall,151997,T,LOUCHR,1,96.6,0,958,63.8,60.4,63.8,0,2,33,91.7,92.1,97.0,0,2,0,86,0,0,79,89,35,38,0,0,51,10
Denzell Moore,195305,T,CLARK ATL,1,100.0,0,369,30.8,8.2,46.2,1,4,60,100.0,100.0,95.8,0,5,0,84,0,0,8,84,63,63,0,76,21,0
Anthony Harrison,195288,G,CLARK ATL,1,100.0,0,369,55.1,54.9,52.0,0,1,60,100.0,100.0,99.2,0,1,0,84,3,81,0,84,63,63,0,0,21,0
Evan Ashford,193428,T,AVEMAR,2,100.0,0,1450,33.6,11.9,47.0,0,3,37,100.0,100.0,95.9,2,3,0,81,0,0,77,81,40,40,0,4,41,0
Elijah Shareef,195315,C,CLARK ATL,1,100.0,0,369,61.6,79.0,53.4,0,0,57,100.0,100.0,100.0,0,0,0,81,81,0,0,81,60,60,0,0,21,0
Ryan Sims,166544,WR,VA LYNCHBU,6,30.6,1,406,71.3,,44.3,0,0,0,0.0,0.0,,1,0,0,79,0,0,0,258,0,177,0,0,79,0
JayJoe Tenry,152526,G,AVEMAR,2,100.0,0,1450,49.2,36.9,49.1,1,2,36,100.0,100.0,95.8,0,3,0,78,0,78,0,78,39,39,0,0,39,0
Keating Hinkley,152424,G,W OREGON,2,100.0,0,411,69.5,87.1,65.6,0,0,41,100.0,100.0,100.0,2,0,0,78,0,78,0,78,44,44,0,0,34,0
Austin Euler,195278,T,CLARK ATL,1,100.0,0,369,63.7,70.2,56.7,0,3,56,100.0,100.0,97.3,0,3,0,76,0,0,76,76,58,58,0,0,18,0
Demetri Singleton,141502,G,CLARK ATL,1,100.0,0,369,49.6,25.1,54.6,0,2,53,100.0,100.0,96.2,0,3,1,75,0,0,0,75,56,56,67,8,19,0
Kingston Grey,154055,G,CENT WASH,1,100.0,0,367,58.6,41.4,60.3,0,2,35,100.0,100.0,97.1,0,2,0,73,0,73,0,73,39,39,0,0,34,0
Johnny Wells,196824,G,TUSKEGEE,1,100.0,0,405,42.3,26.8,53.0,1,0,46,100.0,100.0,98.9,2,1,0,73,0,0,0,73,49,49,73,0,24,0
Noah Thompson,143687,T,CENT WASH,1,100.0,0,367,68.2,68.5,71.8,1,0,35,100.0,100.0,98.6,1,1,0,73,0,0,73,73,39,39,0,0,34,0
Axel Isackson,143669,T,CENT WASH,1,100.0,1,367,68.2,55.0,70.2,1,2,35,100.0,100.0,95.7,1,3,0,73,0,0,0,73,39,39,0,73,34,0
Noah Koke-Mauga,179275,G,CENT WASH,1,100.0,0,367,51.8,28.9,54.1,0,4,35,100.0,100.0,94.3,0,4,0,73,1,0,0,73,39,39,72,0,34,0
Darrell Duckett,179257,C,CENT WASH,1,100.0,0,367,51.1,17.6,60.6,0,3,34,100.0,100.0,95.6,0,3,0,72,72,0,0,72,38,38,0,0,34,0
Gabe Hulslander,179504,C,EDNBFS,1,100.0,0,860,51.2,49.4,52.4,0,0,32,100.0,100.0,100.0,0,0,0,71,71,0,0,71,35,35,0,0,36,0
Demarco Blackmon,197426,G,WARNER,1,100.0,0,407,59.7,69.0,56.2,0,0,38,100.0,100.0,97.4,0,1,1,71,0,71,0,71,43,43,0,0,28,0
Aaron Crooms,179481,T,EDNBFS,1,100.0,0,860,60.1,62.6,57.6,2,0,32,100.0,100.0,96.9,0,2,0,71,0,0,71,71,35,35,0,0,36,0
Justin Butts,153210,T,WARNER,1,100.0,0,407,66.0,60.9,66.0,0,2,38,100.0,100.0,94.7,0,3,1,71,0,0,0,71,43,43,0,71,28,0
Dylan McWilliams,179523,T,EDNBFS,1,100.0,0,860,55.5,77.6,48.0,0,0,32,100.0,100.0,100.0,0,0,0,71,0,0,0,71,35,35,0,71,36,0
Eriknaldo Gonzalez,168280,G,WARNER,1,100.0,0,407,53.0,38.9,53.6,0,1,38,100.0,100.0,98.7,0,1,0,71,0,0,0,71,43,43,71,0,28,0
Brenden Arrington,182391,G,TUSKEGEE,1,100.0,0,405,49.0,55.7,48.5,0,2,45,100.0,100.0,97.8,1,2,0,70,0,70,0,70,48,48,0,0,22,0
Justin Moore,194042,G,ERSKIN,1,100.0,0,1526,57.0,49.3,61.7,1,0,41,100.0,100.0,98.8,1,1,0,70,0,70,0,70,42,42,0,0,28,0
Noah McMicken,194035,G,ERSKIN,1,100.0,0,1526,57.9,70.8,53.1,0,1,41,100.0,100.0,98.8,0,1,0,70,0,0,0,70,42,42,70,0,28,0
Scout Harr,194000,T,ERSKIN,1,100.0,1,1526,34.2,41.3,43.6,1,4,41,100.0,100.0,91.5,2,6,1,70,0,0,0,70,42,42,0,70,28,0
Max Garrido,193989,C,ERSKIN,1,100.0,0,1526,52.9,59.4,51.1,0,0,41,100.0,100.0,100.0,0,0,0,70,70,0,0,70,42,42,0,0,28,0
Hart Cushman,193973,T,ERSKIN,1,100.0,0,1526,68.2,63.8,67.7,0,2,41,100.0,100.0,97.6,0,2,0,70,0,0,70,70,42,42,0,0,28,0
Sammy Williams,195755,T,POINTVILLE,1,100.0,1,393,25.6,0.0,61.5,1,4,43,100.0,100.0,94.2,2,5,0,69,0,0,0,69,50,50,0,68,19,0
Aaron Robinson,195733,T,POINTVILLE,1,100.0,0,393,41.4,33.4,51.4,0,3,43,100.0,100.0,96.5,1,3,0,69,0,0,68,69,50,50,0,0,19,0
Dylan Morehead,195724,G,POINTVILLE,1,100.0,0,393,45.5,18.0,52.4,0,1,43,100.0,100.0,98.8,0,1,0,69,3,0,0,69,50,50,65,0,19,0
Jose Gonzalez,159841,T,FRTVLY,1,100.0,0,874,40.1,0.0,62.2,0,5,30,100.0,100.0,85.0,0,7,2,68,0,0,0,68,33,33,0,67,35,1
Leo Riley,197805,G,FRTVLY,1,100.0,0,874,53.9,40.5,54.6,1,1,30,100.0,100.0,93.3,0,3,1,68,0,68,0,68,33,33,0,0,35,0
Aiden Dujoud,181428,G,SHORTER,1,100.0,0,396,52.0,59.4,49.1,0,1,32,100.0,100.0,95.3,1,2,1,68,0,0,0,68,34,34,62,6,34,0
Jarvis Germany,194768,C,FRTVLY,1,100.0,0,874,47.7,72.4,44.3,0,1,30,100.0,100.0,98.3,0,1,0,68,68,0,0,68,33,33,0,0,35,0
Connor Dotson,193649,C,INWSLY,1,100.0,0,1451,62.5,60.4,61.6,0,3,40,100.0,100.0,96.2,0,3,0,68,68,0,0,68,41,41,0,0,27,0
Ben Ziebarth,151405,G,INWSLY,1,100.0,1,1451,63.9,87.0,63.0,0,0,40,100.0,100.0,100.0,1,0,0,68,0,0,0,68,41,41,68,0,27,0
Drew Priddy,179593,T,INWSLY,1,100.0,0,1451,65.3,75.6,58.4,0,2,40,100.0,100.0,97.5,0,2,0,68,0,0,68,68,41,41,0,0,27,0
Jacob Strunk,181493,C,SHORTER,1,100.0,0,396,55.2,74.5,51.4,0,1,32,100.0,100.0,98.4,1,1,0,68,68,0,0,68,34,34,0,0,34,0
Isaiah Courtois,161449,T,INWSLY,1,100.0,0,1451,47.9,43.6,49.3,0,5,40,100.0,100.0,91.2,0,6,1,68,0,0,0,68,41,41,0,68,27,0
Andrew Dorsey,194759,T,FRTVLY,1,100.0,0,874,47.3,36.6,50.9,0,1,30,100.0,100.0,95.0,1,2,1,68,0,0,68,68,33,33,0,0,35,0
J.D. Winans,197288,G,LOUCHR,1,100.0,0,958,60.0,84.8,55.8,0,0,24,100.0,100.0,100.0,0,0,0,67,0,0,10,67,26,26,57,0,41,0
Elliott Howell,155601,T,TUSKEGEE,2,100.0,0,405,64.1,74.7,58.8,1,1,29,100.0,100.0,96.6,0,2,0,67,0,0,0,67,29,29,0,67,38,0
Jaxon Giles,152164,C,N GREENVLE,1,100.0,0,390,52.1,68.6,53.2,0,2,34,100.0,100.0,97.1,2,2,0,66,66,0,0,66,36,36,0,0,30,0
Christian Twymon,151582,T,MILES,1,100.0,0,386,63.1,87.8,45.3,0,0,43,100.0,100.0,100.0,0,0,0,66,0,0,66,66,45,45,0,0,21,0
Fred Samuel,166105,C,MILES,1,100.0,0,386,64.7,84.1,56.7,0,0,43,100.0,100.0,100.0,0,0,0,66,66,0,0,66,45,45,0,0,21,0
Stanley Boatright,152148,T,N GREENVLE,1,100.0,0,390,59.4,69.4,54.2,0,2,34,100.0,100.0,97.1,0,2,0,66,0,0,0,66,36,36,0,66,30,0
Jason Stovall,112929,G,MILES,1,100.0,1,386,57.1,36.5,60.9,0,1,43,100.0,100.0,98.8,2,1,0,66,0,66,0,66,45,45,0,0,21,0
Ethan Lett,179631,T,N GREENVLE,1,100.0,0,390,55.7,74.9,47.5,0,0,34,100.0,100.0,100.0,1,0,0,66,0,0,66,66,36,36,0,0,30,0
Anthony Verba,181390,T,WARNER,1,100.0,0,407,43.6,4.9,60.1,0,6,36,100.0,100.0,88.9,0,7,1,66,0,0,66,66,39,39,0,0,27,0
Nick Mahoney,196343,G,WHU,1,100.0,0,1525,69.2,66.1,69.9,0,2,37,100.0,100.0,97.3,0,2,0,65,0,65,0,65,38,38,0,0,27,0
Jayson Rouse,179213,T,BLHLYJ,1,100.0,0,1227,61.5,77.6,51.7,0,0,40,100.0,100.0,97.5,0,1,1,65,0,0,64,65,41,41,1,0,24,0
Alex Goodrick,196312,G,WHU,1,100.0,1,1525,60.6,79.4,55.8,0,0,37,100.0,100.0,100.0,1,0,0,65,0,0,0,65,38,38,65,0,27,0
Angel Figueroa,196304,C,WHU,1,100.0,1,1525,78.8,69.7,81.7,1,1,37,100.0,100.0,97.3,1,2,0,65,65,0,0,65,38,38,0,0,27,0
Peter Schmitt,196374,T,WHU,1,100.0,0,1525,69.2,79.0,62.8,0,0,37,100.0,100.0,100.0,0,0,0,65,0,0,0,65,38,38,0,65,27,0
Elijah Moscinski,179197,T,BLHLYJ,1,100.0,0,1227,69.9,73.5,65.6,1,2,40,100.0,100.0,96.2,0,3,0,65,0,0,0,65,41,41,0,65,24,0
Price Campbell,181414,G,SHORTER,1,100.0,0,396,53.7,47.3,53.3,2,0,30,100.0,100.0,96.7,0,2,0,65,0,65,0,65,32,32,0,0,33,0
Gage Isbell,195709,C,POINTVILLE,1,100.0,0,393,34.6,18.1,44.6,0,1,41,100.0,100.0,98.8,0,1,0,65,65,0,0,65,47,47,0,0,18,0
Michael Forney,179165,G,BLHLYJ,1,100.0,0,1227,50.8,49.7,48.4,1,2,40,100.0,100.0,93.7,0,4,1,65,0,65,0,65,41,41,0,0,24,0
Jaidyn Williams,195756,G,POINTVILLE,1,100.0,1,393,21.0,0.0,45.6,1,5,41,100.0,100.0,92.7,1,6,0,64,0,63,0,64,46,46,0,0,18,0
Jordan Foy,196790,G,TUSKEGEE,1,100.0,0,405,53.3,67.5,49.6,0,2,28,100.0,100.0,96.4,0,2,0,64,0,0,0,64,28,28,64,0,36,0
Jaylon Norman,167627,G,ED WATERS,1,100.0,0,372,76.3,17.8,85.2,0,1,16,100.0,100.0,96.9,1,1,0,63,0,51,3,63,18,18,0,9,45,0
Keith Quick,167454,G,WSRAMS,1,100.0,0,1206,66.6,85.4,63.0,0,0,30,100.0,100.0,100.0,0,0,0,63,0,0,0,63,33,33,63,0,30,0
Elijah Gordon,167441,T,WSRAMS,1,100.0,0,1206,53.7,55.1,52.3,0,2,30,100.0,100.0,96.7,0,2,0,63,0,0,0,63,33,33,0,63,30,0
Darius McDuffie,155474,C,WSRAMS,1,100.0,0,1206,53.4,70.7,58.6,0,1,30,100.0,100.0,98.3,2,1,0,63,63,0,0,63,33,33,0,0,30,0
Christopher Mcgee,195898,G,ED WATERS,1,100.0,0,372,55.4,34.2,56.2,0,0,16,100.0,100.0,100.0,0,0,0,63,0,0,0,63,18,18,60,3,45,0
Dave Bonnet,151577,T,WSRAMS,1,100.0,0,1206,47.3,34.3,51.3,2,2,30,100.0,100.0,93.3,0,4,0,63,0,0,63,63,33,33,0,0,30,0
Desmon Self,195915,C,ED WATERS,1,100.0,0,372,87.6,80.5,80.5,0,0,16,100.0,100.0,100.0,0,0,0,63,63,0,0,63,18,18,0,0,45,0
Evan Sheets,153201,C,WARNER,1,100.0,0,407,57.9,53.3,58.2,0,2,34,100.0,100.0,97.1,0,2,0,62,62,0,0,62,39,39,0,0,23,0
Jadon Brown,179474,G,EDNBFS,1,100.0,0,860,49.2,30.7,50.2,1,1,26,100.0,100.0,96.2,0,2,0,62,0,62,0,62,29,29,0,0,33,0
Gus Krnich,195097,G,RU,1,100.0,0,1529,66.7,83.2,62.2,0,1,38,100.0,100.0,98.7,0,1,0,62,0,62,0,62,42,42,0,0,20,0
Maxwell Lingenfelser,195101,G,RU,1,100.0,0,1529,51.5,43.6,50.1,1,2,38,100.0,100.0,96.1,0,3,0,62,0,0,0,62,42,42,62,0,20,0
Hayden Ferrigno,195069,C,RU,1,100.0,0,1529,59.2,61.8,57.1,0,1,38,100.0,100.0,96.1,0,2,1,62,62,0,0,62,42,42,0,0,20,0
Micah Walters,195131,T,RU,1,100.0,2,1529,62.4,41.5,72.6,0,4,38,100.0,100.0,94.7,2,4,0,62,0,0,62,62,42,42,0,0,20,0
Nathaniel Klingeman,195095,T,RU,1,100.0,0,1529,67.4,86.3,53.6,0,0,38,100.0,100.0,100.0,0,0,0,62,0,0,0,62,42,42,0,62,20,0
Izayah Ebuen,196908,WR,LINCOK,3,44.9,0,1452,54.3,63.8,45.8,0,0,1,1.4,1.3,100.0,0,0,0,62,0,0,0,138,1,77,0,0,61,0
Jalen Brooks,195151,G,CATAWB,1,100.0,0,802,60.3,26.6,69.0,0,1,40,100.0,100.0,98.7,1,1,0,61,0,61,0,61,43,43,0,0,18,0
Kanyon James,195197,C,CATAWB,1,100.0,0,802,63.4,83.7,55.8,0,0,40,100.0,100.0,100.0,0,0,0,61,61,0,0,61,43,43,0,0,18,0
Avery Swinton,195246,T,CATAWB,1,100.0,0,802,76.0,84.2,69.4,0,1,40,100.0,100.0,98.7,0,1,0,61,0,0,61,61,43,43,0,0,18,0
Dallas Foard,105531,T,CATAWB,1,100.0,0,802,71.7,68.9,71.8,0,1,40,100.0,100.0,98.7,0,1,0,61,0,0,0,61,43,43,0,61,18,0
Damon Hickok,83069,WR,W OREGON,2,44.9,0,411,70.0,,52.7,0,0,0,0.0,0.0,,0,0,0,61,0,0,0,136,0,75,0,0,61,0
Vinson Dresser,181427,T,SHORTER,1,100.0,0,396,44.1,17.9,54.9,2,3,28,100.0,100.0,87.5,0,6,1,61,0,0,61,61,30,30,0,0,31,0
Marcus Failla,166236,G,W OREGON,2,100.0,0,411,58.1,56.0,57.2,0,0,30,100.0,100.0,100.0,1,0,0,60,0,60,0,60,31,31,0,0,29,0
Justin Nelson,196353,T,WHU,1,100.0,0,1525,54.8,85.8,43.5,0,0,34,100.0,100.0,100.0,0,0,0,60,0,0,60,60,35,35,0,0,25,0
Kade Hustler,152376,TE,W OREGON,2,63.8,0,411,58.6,53.6,59.9,0,1,12,28.6,26.1,95.8,0,1,0,60,0,0,0,94,12,46,0,0,48,80
Darian Anderson,180997,T,LANECOL,1,100.0,0,942,65.3,77.9,60.2,0,0,30,100.0,100.0,96.7,0,1,1,60,0,18,42,60,31,31,0,0,29,0
Xavier Heard,152606,G,LANECOL,1,100.0,0,942,41.1,14.0,50.4,0,1,30,100.0,100.0,98.3,1,1,0,60,0,6,0,60,31,31,54,0,29,0
Cadavius Gary,197304,G,N GREENVLE,1,100.0,0,390,49.6,72.1,43.4,0,2,30,100.0,100.0,96.7,0,2,0,60,0,0,0,60,32,32,60,0,28,0
Dylan Lampkin,139288,T,ED WATERS,1,100.0,0,372,52.8,65.9,50.3,0,0,16,100.0,100.0,100.0,0,0,0,60,0,0,60,60,18,18,0,0,42,0
Micah Gantt,196950,WR,VA LYNCHBU,6,32.1,1,406,52.1,,53.5,0,0,0,0.0,0.0,,3,0,0,60,0,0,0,187,0,127,0,0,60,0
CJ Broy,196923,WR,LINCOK,3,42.9,0,1452,70.2,,52.1,0,0,0,0.0,0.0,,0,0,0,60,0,0,0,140,0,80,0,0,60,0
Mark Bellinger,181001,C,LANECOL,1,100.0,0,942,53.0,53.3,53.2,0,1,30,100.0,100.0,95.0,0,2,1,60,60,0,0,60,31,31,0,0,29,0
Maliek Williams,166827,T,LANECOL,1,100.0,0,942,42.1,48.5,40.4,0,3,30,100.0,100.0,95.0,0,3,0,60,0,0,0,60,31,31,3,57,29,0
Giovanni Chavez,196922,T,LINCOK,2,100.0,0,1452,62.2,38.1,68.5,0,1,29,100.0,100.0,98.3,0,1,0,59,4,0,53,59,31,31,2,0,28,0
Cole Pearlman,196600,G,BSU,1,100.0,0,1531,57.6,70.7,53.2,0,2,32,100.0,100.0,96.9,0,2,0,58,0,0,0,58,33,33,58,0,25,0
Reggie Brigman,182393,WR,TUSKEGEE,2,44.3,0,405,55.4,,61.7,0,0,0,0.0,0.0,,0,0,0,58,0,0,0,131,0,72,0,0,58,0
Emmanuel Watkins,195857,T,WV WESLEY,1,100.0,0,409,40.6,26.3,46.8,0,3,41,100.0,100.0,96.3,0,3,0,58,0,0,0,58,43,43,0,58,15,0
Deshan Davis,195793,T,WV WESLEY,1,100.0,0,409,62.9,67.5,58.4,0,1,41,100.0,100.0,98.8,0,1,0,58,0,0,58,58,43,43,0,0,15,0
Elijah Collins,195790,G,WV WESLEY,1,100.0,0,409,56.7,60.4,52.7,0,0,41,100.0,100.0,100.0,0,0,0,58,0,58,0,58,43,43,0,0,15,0
Wyatt Cooper,196533,T,BSU,1,100.0,0,1531,63.7,64.5,61.5,0,1,32,100.0,100.0,95.3,0,2,1,58,0,0,0,58,33,33,0,58,25,0
Alex Westcott,196624,T,BSU,1,100.0,0,1531,56.8,61.1,53.6,1,3,32,100.0,100.0,90.6,0,5,1,58,0,0,58,58,33,33,0,0,25,0
Cayden Wynn,195865,G,WV WESLEY,1,100.0,0,409,49.3,47.7,45.4,0,1,41,100.0,100.0,98.8,2,1,0,58,0,0,0,58,43,43,58,0,15,0
Anthony Lucinski,196578,C,BSU,1,100.0,0,1531,65.8,71.1,62.7,0,2,32,100.0,100.0,96.9,0,2,0,58,58,0,0,58,33,33,0,0,25,0
Tyleek McCoy,179855,G,VIRSTA,1,100.0,0,1164,60.7,53.3,61.1,0,1,29,100.0,100.0,98.3,0,1,0,57,0,57,0,57,30,30,0,0,27,0
Harlen St. Louis,179875,C,VIRSTA,1,100.0,1,1164,54.3,64.7,56.4,1,1,29,100.0,100.0,96.6,1,2,0,57,57,0,0,57,30,30,0,0,27,0
Anthony Geter,55320,C,KY STATE,1,100.0,0,378,69.9,74.4,66.6,0,0,37,100.0,100.0,100.0,0,0,0,57,56,0,0,57,40,40,1,0,17,0
Bruno Onwuazor,154042,T,VIRSTA,1,100.0,1,1164,59.8,71.4,60.2,0,1,29,100.0,100.0,94.8,1,2,1,57,0,0,57,57,30,30,0,0,27,0
Quenton Green,196071,G,KY STATE,1,100.0,0,378,56.4,54.0,54.8,0,1,37,100.0,100.0,98.6,0,1,0,57,0,0,0,57,40,40,56,1,17,0
Gabe Navarro,179859,T,VIRSTA,1,100.0,0,1164,59.1,73.8,51.8,0,0,29,100.0,100.0,100.0,0,0,0,57,0,0,0,57,30,30,0,57,27,0
Kerwin Williams,196112,G,KY STATE,1,100.0,0,378,58.7,58.4,57.0,0,1,37,100.0,100.0,95.9,0,2,1,57,1,56,0,57,40,40,0,0,17,0
Jason Wright,179893,G,VIRSTA,1,100.0,0,1164,60.7,67.5,58.4,0,1,29,100.0,100.0,98.3,0,1,0,57,0,0,0,57,30,30,57,0,27,0
Walter McClinton II,151521,T,KY STATE,1,100.0,0,378,45.6,27.5,54.2,1,3,37,100.0,100.0,94.6,0,4,0,57,0,0,57,57,40,40,0,0,17,0
Demoni Taylor,171808,T,KY STATE,1,100.0,0,378,29.9,0.0,58.5,2,7,36,100.0,100.0,87.5,0,9,0,56,0,0,0,56,39,39,0,56,17,0
Luke Snyder,179218,G,BLHLYJ,1,100.0,0,1227,59.8,56.1,59.5,1,1,34,100.0,100.0,97.1,0,2,0,54,0,0,1,54,35,35,53,0,19,0
Deondre Collins,197532,C,ARKBC,1,100.0,0,1515,58.3,57.1,58.1,0,1,27,100.0,100.0,98.1,0,1,0,53,53,0,0,53,28,28,0,0,25,0
DeLeon Madria,182208,T,ARKBC,1,100.0,0,1515,68.2,84.4,60.1,0,0,27,100.0,100.0,100.0,0,0,0,53,0,0,0,53,28,28,0,53,25,0
Bradley Brown,182213,T,ARKBC,1,100.0,0,1515,47.9,43.7,49.3,1,1,27,100.0,100.0,96.3,0,2,0,53,0,0,53,53,28,28,0,0,25,0
Shiah Mildton,197545,G,ARKBC,1,100.0,0,1515,44.4,5.2,53.4,0,1,27,100.0,100.0,98.1,0,1,0,52,0,0,0,52,28,28,52,0,24,0
Joshua Haynes,197602,T,MHMRTI,1,100.0,1,999,51.7,26.9,69.9,0,5,41,100.0,100.0,89.0,1,7,2,52,0,0,0,52,41,41,0,52,11,0
Matthew Jenks,196957,QB,VA LYNCHBU,6,27.1,0,406,34.6,,60.0,0,0,0,0.0,0.0,,3,0,0,52,0,0,0,192,0,135,0,0,52,0
Jeremiah Johnson,168002,C,MHMRTI,1,100.0,0,999,46.4,29.1,52.4,0,1,41,100.0,100.0,98.8,0,1,0,52,52,0,0,52,41,41,0,0,11,0
Etienne Jackson,178906,T,MHMRTI,1,100.0,0,999,39.2,27.1,45.0,0,3,41,100.0,100.0,91.5,0,5,2,52,0,0,52,52,41,41,0,0,11,0
Lawrence Nalls III,178922,G,MHMRTI,1,100.0,0,999,44.8,11.8,55.9,2,3,41,100.0,100.0,91.5,0,6,1,52,0,52,0,52,41,41,0,0,11,0
Braden Ferguson,53761,C,HA,1,100.0,0,1528,59.0,70.0,55.4,0,1,32,100.0,100.0,98.4,0,1,0,52,52,0,0,52,32,32,0,0,20,0
Vincent Ciulla,194333,C,ST ANSELM,1,100.0,0,399,58.6,66.8,56.5,0,1,25,100.0,100.0,98.0,0,1,0,51,51,0,0,51,26,26,0,0,25,0
Zack Plunk,162421,T,UVAWIS,1,100.0,0,1320,40.9,30.2,44.6,1,2,27,100.0,100.0,90.7,0,4,1,51,0,0,51,51,28,28,0,0,23,0
T.J. Lowe,154467,T,UVAWIS,1,100.0,0,1320,44.3,29.2,49.2,0,4,27,100.0,100.0,88.9,0,5,1,51,0,0,0,51,28,28,0,51,23,0
Jack Desmond,153519,G,ST ANSELM,1,100.0,0,399,56.4,66.8,52.6,0,1,25,100.0,100.0,98.0,0,1,0,51,0,0,0,51,26,26,31,20,25,0
