player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Cinsere Clark,155641,WR,VA LYNCHBU,6,28.4,0,406,63.5,,70.4,0,0,0,0.0,0.0,,0,0,0,91,0,0,0,320,0,228,0,0,91,0
Donmonic Perks,168837,WR,VA LYNCHBU,7,33.2,1,406,61.5,66.4,62.7,0,0,1,0.6,0.6,100.0,2,0,0,89,0,0,0,268,1,180,0,0,88,1
David Anderson,168858,HB,VA LYNCHBU,7,44.7,1,406,54.4,62.8,57.8,1,2,75,72.1,69.9,96.7,3,4,1,85,0,0,0,190,79,113,0,0,6,0
Cole Hon,162058,T,WJWLL,1,100.0,0,1198,56.1,77.7,48.4,0,2,36,100.0,100.0,97.2,0,2,0,82,0,0,0,82,37,37,0,82,45,0
Nash Gagliano,162047,C,WJWLL,1,100.0,0,1198,63.2,73.5,59.8,0,0,36,100.0,100.0,100.0,0,0,0,82,82,0,0,82,37,37,0,0,45,0
Griff Peatrowsky,162080,T,WJWLL,1,100.0,0,1198,42.6,41.9,43.4,3,0,36,100.0,100.0,95.8,0,3,0,82,0,0,82,82,37,37,0,0,45,0
Colton Takis,160988,T,KEISER,1,100.0,0,1475,43.7,43.8,48.8,1,3,53,100.0,100.0,92.5,1,6,2,81,0,0,0,81,54,54,0,81,27,0
Ignacio Olvera,160972,C,KEISER,1,100.0,0,1475,37.8,18.7,52.6,1,5,53,100.0,100.0,92.5,1,7,1,81,81,0,0,81,54,54,0,0,27,0
Scarlee Jean,160961,T,KEISER,1,100.0,0,1475,67.3,73.9,61.4,0,1,52,100.0,100.0,97.1,0,2,1,80,0,0,80,80,53,53,0,0,27,0
Billy Gough,154451,G,UVAWIS,1,100.0,0,1320,54.1,85.4,44.0,0,0,48,100.0,100.0,100.0,0,0,0,79,0,0,0,79,48,48,79,0,31,0
Michael Goss,151581,C,MILES,1,100.0,0,386,54.0,73.3,49.5,1,1,42,100.0,100.0,97.6,0,2,0,79,79,0,0,79,45,45,0,0,34,0
Eric Blair,151578,T,MILES,1,100.0,2,386,54.1,72.3,56.4,0,2,42,100.0,100.0,97.6,2,2,0,79,0,0,79,79,45,45,0,0,34,0
Christian Twymon,151582,G,MILES,1,100.0,0,386,58.3,58.9,61.3,1,3,42,100.0,100.0,95.2,1,4,0,79,0,0,0,79,45,45,79,0,34,0
Connor Howard,151579,G,MILES,1,100.0,0,386,52.1,52.4,54.1,1,2,42,100.0,100.0,96.4,1,3,0,79,0,79,0,79,45,45,0,0,34,0
Jhayvee Daily,155750,WR,LINCOK,5,51.0,0,1452,50.9,,57.9,0,0,0,0.0,0.0,,1,0,0,78,0,0,0,153,0,73,0,0,78,0
David Walker,155753,HB,LINCOK,5,74.0,0,1452,51.6,55.8,37.4,0,0,8,50.0,42.9,100.0,1,0,0,77,0,0,0,104,9,21,0,0,68,20
Kenneth Harris,167720,G,KYCRST,1,100.0,1,1474,50.3,36.2,58.7,0,1,57,100.0,100.0,99.1,1,1,0,77,13,0,0,77,59,59,64,0,18,0
Sala Lologo,166415,G,KEISER,1,100.0,0,1475,54.1,49.5,52.5,0,3,50,100.0,100.0,95.0,0,4,1,77,0,77,0,77,51,51,0,0,26,0
Aksel Turk,160672,T,CHADST,1,100.0,0,809,57.5,69.9,51.6,0,2,37,100.0,100.0,97.3,0,2,0,77,0,0,0,77,39,39,0,77,38,0
Emmit Rosentrater,160658,G,CHADST,1,100.0,0,809,54.1,43.8,54.3,0,2,37,100.0,100.0,97.3,0,2,0,77,0,0,0,77,39,39,77,0,38,0
Sam Nelson,161784,G,BLMSBG,1,100.0,0,766,52.5,83.8,49.8,0,0,15,100.0,100.0,100.0,0,0,0,76,0,76,0,76,17,17,0,0,59,0
Alan Snyder,161809,G,BLMSBG,1,100.0,0,766,51.0,83.8,48.3,0,0,15,100.0,100.0,100.0,0,0,0,76,0,0,0,76,17,17,63,13,59,0
Marlon Westcott,161815,C,BLMSBG,1,100.0,0,766,64.0,80.9,60.8,0,0,15,100.0,100.0,100.0,0,0,0,76,76,0,0,76,17,17,0,0,59,0
Nathan Dostal,162038,G,WJWLL,1,100.0,0,1198,58.9,81.4,54.8,0,1,35,100.0,100.0,98.6,0,1,0,75,0,75,0,75,35,35,0,0,40,0
John Shallo,161801,T,BLMSBG,1,100.0,0,766,49.5,60.1,48.6,0,1,14,100.0,100.0,89.3,0,2,1,74,0,0,74,74,16,16,0,0,58,0
Zion Bowens,167875,G,LOUCHR,1,100.0,0,958,45.6,14.3,58.7,0,1,33,100.0,100.0,98.5,2,1,0,73,0,73,0,73,34,34,0,0,39,0
Traquon Cooper,168393,TE,LINCOK,2,91.3,0,1452,26.8,53.1,37.5,0,1,8,57.1,53.3,81.2,2,2,1,73,0,0,0,80,8,15,0,0,65,74
Daric Cotman,113074,T,UVAWIS,1,100.0,0,1320,51.3,65.9,43.4,1,1,44,100.0,100.0,97.7,0,2,0,73,0,0,72,73,44,44,0,0,29,1
Tommy Taylor,113070,T,UVAWIS,1,100.0,0,1320,47.4,44.6,47.5,0,5,44,100.0,100.0,94.3,0,5,0,73,0,0,0,73,44,44,0,73,29,0
Michael DeCamillis,160612,C,CHADST,1,100.0,0,809,57.7,62.9,56.3,0,1,33,100.0,100.0,98.5,0,1,0,73,73,0,0,73,35,35,0,0,38,0
Daniel Courville,167883,C,LOUCHR,1,100.0,0,958,57.8,59.2,57.1,0,0,33,100.0,100.0,100.0,0,0,0,73,73,0,0,73,34,34,0,0,39,0
Eaamon Sullivan,154478,G,UVAWIS,1,100.0,0,1320,45.1,35.5,42.8,0,1,44,100.0,100.0,98.9,0,1,0,73,0,73,0,73,44,44,0,0,29,0
Ethan Blank,154435,C,UVAWIS,1,100.0,0,1320,57.3,83.0,50.3,0,0,44,100.0,100.0,100.0,0,0,0,73,73,0,0,73,44,44,0,0,29,0
Aarion Randall,151997,T,LOUCHR,1,100.0,0,958,48.2,28.5,54.5,0,2,33,100.0,100.0,97.0,0,2,0,73,0,0,0,73,34,34,0,73,39,0
Josef Fisher,152047,G,LOUCHR,1,100.0,0,958,55.3,11.7,62.9,0,2,33,100.0,100.0,93.9,0,3,1,73,0,0,0,73,34,34,73,0,39,0
Donte Lewis,152052,T,LOUCHR,1,100.0,0,958,60.8,72.7,55.4,0,1,33,100.0,100.0,98.5,0,1,0,73,0,0,73,73,34,34,0,0,39,0
Xavier Heard,152606,G,LANECOL,2,100.0,0,942,58.6,64.6,55.5,0,1,42,100.0,100.0,98.8,0,1,0,72,0,1,0,72,44,44,71,0,28,0
Randy De La Cruz,167305,G,PSTEAG,1,100.0,0,1476,47.1,62.8,43.3,0,1,38,100.0,100.0,98.7,1,1,0,72,19,53,0,72,39,39,0,0,33,0
Seth Branham,112751,C,MARS HILL,1,100.0,0,383,58.4,69.2,52.9,0,3,54,100.0,100.0,97.2,0,3,0,71,71,0,0,71,54,54,0,0,17,0
Keshawn Jennings,151773,C,DELTAST,1,100.0,0,841,49.1,73.3,48.7,1,1,37,100.0,100.0,97.3,1,2,0,71,62,9,0,71,37,37,0,0,34,0
Nicolas Melsop,151796,T,DELTAST,1,100.0,0,841,63.6,68.5,65.7,0,2,37,100.0,100.0,97.3,1,2,0,71,0,0,0,71,37,37,0,71,34,0
Jaelon Brown,151731,G,DELTAST,1,100.0,0,841,66.5,84.1,63.0,0,0,37,100.0,100.0,100.0,0,0,0,71,0,0,0,71,37,37,71,0,34,0
Reese Hadeka,167317,T,PSTEAG,1,100.0,0,1476,57.2,56.0,56.2,0,2,38,100.0,100.0,94.7,0,3,1,70,0,0,70,70,39,39,0,0,31,0
Fatumaleeleele Taula,155704,G,LINCOK,2,100.0,0,1452,20.9,0.0,26.8,0,4,19,100.0,100.0,84.2,0,5,1,70,0,3,0,70,23,23,67,0,47,0
Stephen Hood,166725,T,MARS HILL,1,100.0,0,383,59.8,50.9,63.9,1,4,54,100.0,100.0,95.4,0,5,0,70,0,0,0,70,54,54,0,70,16,0
Shamaad Clack,168389,C,LINCOK,1,100.0,0,1452,46.1,49.2,47.6,0,0,26,100.0,100.0,100.0,0,0,0,69,68,0,0,69,28,28,1,0,41,0
Keyon Phillips,165531,T,STTMFL,1,100.0,0,1477,54.6,76.0,57.4,0,0,38,100.0,100.0,100.0,3,0,0,67,0,0,67,67,40,40,0,0,27,0
Joshua Young,165528,C,STTMFL,1,100.0,0,1477,59.3,82.7,57.2,0,0,38,100.0,100.0,100.0,1,0,0,67,67,0,0,67,40,40,0,0,27,0
John McCoy,167503,T,ASSMPT,1,100.0,0,1257,76.0,48.6,84.9,0,3,38,100.0,100.0,93.4,0,4,1,67,0,5,0,67,40,40,3,59,27,0
Matthew Connolly,167525,C,ASSMPT,1,100.0,0,1257,59.8,51.6,60.8,0,2,38,100.0,100.0,94.7,0,3,1,67,67,0,0,67,40,40,0,0,27,0
Jayce Collins,165526,G,STTMFL,1,100.0,0,1477,62.5,84.5,62.1,0,0,38,100.0,100.0,100.0,1,0,0,67,0,67,0,67,40,40,0,0,27,0
Lucas Rodriguez,165523,G,STTMFL,1,100.0,0,1477,56.3,32.3,59.5,1,1,38,100.0,100.0,97.4,0,2,0,67,0,0,0,67,40,40,67,0,27,0
Jared Noble,165506,T,STTMFL,1,100.0,0,1477,66.6,83.3,63.9,0,0,38,100.0,100.0,100.0,1,0,0,67,0,0,0,67,40,40,0,67,27,0
Hunter St. John,160739,T,EANMGH,1,100.0,0,858,58.0,65.3,53.4,1,1,37,100.0,100.0,97.3,0,2,0,66,0,0,66,66,37,37,0,0,29,0
Lucas Doyle,151414,T,INWSLY,1,100.0,1,1451,60.3,83.6,56.1,0,2,49,100.0,100.0,98.0,2,2,0,66,0,0,0,66,51,51,0,66,15,0
Luke Watson,151408,G,INWSLY,1,100.0,0,1451,61.4,75.5,53.9,0,2,49,100.0,100.0,98.0,0,2,0,66,0,0,0,66,51,51,66,0,15,0
Gunner Horton,167322,G,PSTEAG,1,100.0,0,1476,53.7,72.7,52.8,0,0,36,100.0,100.0,100.0,1,0,0,66,0,0,0,66,37,37,66,0,29,0
Will Dowling,166868,G,CONCMI,1,100.0,0,1472,63.6,87.6,55.5,0,0,46,100.0,100.0,100.0,0,0,0,66,0,0,0,66,47,47,66,0,19,0
Gabe Dowling,166869,T,CONCMI,1,100.0,0,1472,65.0,71.1,58.9,2,1,46,100.0,100.0,96.7,0,3,0,66,0,0,66,66,47,47,0,0,19,0
Justyn Mack,166653,C,FLMMRL,1,100.0,0,1471,42.6,52.4,41.7,0,1,37,100.0,100.0,98.6,0,1,0,66,66,0,0,66,38,38,0,0,28,0
Brock Thetford,160745,G,EANMGH,1,100.0,0,858,73.0,74.4,70.8,0,0,37,100.0,100.0,100.0,0,0,0,66,25,0,0,66,37,37,41,0,29,0
Collin Brice,66337,C,CONCMI,1,100.0,0,1472,60.7,63.0,58.7,0,1,46,100.0,100.0,96.7,0,2,1,66,66,0,0,66,47,47,0,0,19,0
Owen Hnatyshyn,151403,G,INWSLY,1,100.0,0,1451,66.4,88.4,57.9,0,0,49,100.0,100.0,100.0,0,0,0,66,0,66,0,66,51,51,0,0,15,0
Ben Farrell,151402,T,INWSLY,1,100.0,0,1451,67.7,74.3,60.6,0,2,49,100.0,100.0,95.9,0,3,1,66,0,0,63,66,51,51,0,0,15,3
Will Angel,151401,C,INWSLY,1,100.0,1,1451,52.4,53.0,53.3,0,0,49,100.0,100.0,98.0,1,1,1,66,66,0,0,66,51,51,0,0,15,0
Tre'Darious Moore,166644,T,FLMMRL,1,100.0,0,1471,58.5,51.0,59.7,0,2,37,100.0,100.0,91.9,0,4,2,66,0,0,66,66,38,38,0,0,28,0
Garrett Franklin,120945,T,MISS COL,1,100.0,0,990,45.6,0.0,58.0,0,1,11,100.0,100.0,95.5,0,1,0,65,0,0,0,65,11,11,0,65,54,0
Kamden Dobbs,167988,G,MHMRTI,1,100.0,0,999,65.3,74.5,62.8,0,1,34,100.0,100.0,98.5,0,1,0,65,0,0,0,65,37,37,64,0,28,0
Josh Anderson,168048,C,SW BAPTIST,1,100.0,0,1492,65.2,71.3,63.4,0,0,34,100.0,100.0,97.1,0,1,1,65,65,0,0,65,35,35,0,0,30,0
Shaun Stitten,155632,T,TUSKEGEE,1,100.0,1,405,57.0,83.4,55.1,0,1,40,100.0,100.0,98.7,1,1,0,65,0,7,58,65,40,40,0,0,25,0
Gabe Bollinger,154967,G,MITECH,1,100.0,0,980,62.9,35.7,68.1,1,0,33,100.0,100.0,98.5,0,1,0,65,0,65,0,65,36,36,0,0,29,0
George Ball,91711,T,TUSKEGEE,1,100.0,0,405,55.8,44.1,59.5,0,4,40,100.0,100.0,92.5,0,5,1,65,0,0,0,65,40,40,0,65,25,0
Hayden Huttula,154956,C,MITECH,1,100.0,0,980,49.8,29.6,59.5,0,2,33,100.0,100.0,97.0,1,2,0,65,65,0,0,65,36,36,0,0,29,0
Jalen Franks,168537,C,TUSKEGEE,1,100.0,1,405,44.7,72.1,45.6,0,1,40,100.0,100.0,98.7,2,1,0,65,65,0,0,65,40,40,0,0,25,0
Michael Cartwright,108864,T,LINCOK,1,100.0,0,1452,32.0,0.0,46.0,0,3,26,100.0,100.0,94.2,1,3,0,65,0,1,63,65,28,28,0,0,37,1
Blane Cannon,120886,T,MISS COL,1,100.0,0,990,68.8,49.1,68.4,0,0,11,100.0,100.0,100.0,0,0,0,65,0,0,62,65,11,11,0,0,54,3
Gabe Singleton,167771,C,KYCRST,1,100.0,0,1474,64.1,83.7,54.8,0,0,48,100.0,100.0,100.0,1,0,0,65,64,0,0,65,50,50,0,0,15,0
Johnathan Hardy,167950,T,MITECH,1,100.0,0,980,60.9,68.9,55.8,0,1,33,100.0,100.0,95.5,0,2,1,65,0,0,0,65,36,36,0,65,29,0
Carrington Davis,142139,C,MISS COL,1,100.0,0,990,58.9,45.8,59.1,0,0,11,100.0,100.0,100.0,0,0,0,65,65,0,0,65,11,11,0,0,54,0
Levi Lott,142141,G,MISS COL,1,100.0,0,990,56.5,36.6,56.9,0,0,11,100.0,100.0,100.0,0,0,0,65,0,65,0,65,11,11,0,0,54,0
Nathan Harrison,91706,G,TUSKEGEE,1,100.0,0,405,60.4,60.1,59.2,0,2,39,100.0,100.0,94.9,0,3,1,64,0,0,0,64,39,39,64,0,25,0
Donavon Barden,151585,T,MILES,1,100.0,0,386,66.7,63.9,65.9,0,3,37,100.0,100.0,95.9,0,3,0,64,0,0,0,64,40,40,0,64,24,0
Manasseh Ripert,167761,T,KYCRST,1,100.0,0,1474,45.4,36.0,58.1,1,0,48,100.0,100.0,94.8,2,3,2,64,0,0,0,64,50,50,0,64,14,0
Nathan Roehr,166877,G,CONCMI,1,100.0,0,1472,66.9,83.2,62.0,1,0,44,100.0,100.0,98.9,0,1,0,64,0,64,0,64,45,45,0,0,19,0
Jajuan Gordon,167188,G,ALBANY ST,1,100.0,0,360,56.9,56.3,55.6,0,1,30,100.0,100.0,98.3,0,1,0,64,0,0,0,64,31,31,64,0,33,0
KaTray Pringle,167221,T,ALBANY ST,1,100.0,0,360,34.0,0.0,49.0,1,2,30,100.0,100.0,95.0,0,3,0,64,0,0,64,64,31,31,0,0,33,0
Trevor Arrington,167156,G,ALBANY ST,1,100.0,0,360,60.8,48.9,61.8,1,1,30,100.0,100.0,96.7,0,2,0,64,0,64,0,64,31,31,0,0,33,0
Jarrett Browning,153209,T,FLKNR,1,100.0,0,1270,52.1,37.3,57.4,0,4,34,100.0,100.0,91.2,0,5,1,64,0,0,0,64,37,37,0,64,27,0
Josh Simon,167226,T,ALBANY ST,1,100.0,0,360,51.1,21.3,61.6,0,4,30,100.0,100.0,93.3,0,4,0,64,0,0,0,64,31,31,0,64,33,0
Justin Bullock,112651,T,MARS HILL,1,100.0,0,383,68.1,85.4,55.7,0,1,48,100.0,100.0,99.0,0,1,0,64,0,0,64,64,48,48,0,0,16,0
Antonio Smith,168029,C,MHMRTI,1,100.0,0,999,44.9,15.6,56.5,0,1,34,100.0,100.0,98.5,0,1,0,64,64,0,0,64,37,37,0,0,27,0
Ronnie Hayes II,167194,C,ALBANY ST,1,100.0,0,360,59.9,83.3,55.0,0,0,30,100.0,100.0,100.0,0,0,0,64,64,0,0,64,31,31,0,0,33,0
Xavier Newman,161785,T,BLMSBG,1,100.0,0,766,54.1,46.9,55.1,0,1,12,100.0,100.0,95.8,0,1,0,63,0,0,0,63,14,14,0,63,49,0
Dezmon Anderson,153077,T,STANKN,1,100.0,0,1455,65.4,80.1,57.2,0,1,33,100.0,100.0,98.5,0,1,0,63,0,0,63,63,36,36,0,0,27,0
Marvin Farmer II,153108,G,STANKN,1,100.0,0,1455,54.7,69.3,49.9,0,0,33,100.0,100.0,93.9,0,2,2,63,0,0,0,63,36,36,63,0,27,0
Nicholas Hedrick,153127,T,STANKN,1,100.0,0,1455,62.0,59.0,61.5,0,2,33,100.0,100.0,93.9,0,3,1,63,0,0,0,63,36,36,0,63,27,0
Quaylin McZeke,166507,G,STANKN,1,100.0,0,1455,48.7,19.9,58.7,1,2,33,100.0,100.0,95.5,1,3,0,63,0,63,0,63,36,36,0,0,27,0
Louis Thom,154969,G,MITECH,1,100.0,0,980,58.3,69.6,54.1,0,2,33,100.0,100.0,97.0,0,2,0,63,0,0,0,63,36,36,63,0,27,0
Joshua Gray,155644,WR,VA LYNCHBU,6,29.9,1,406,52.4,70.8,61.7,0,0,2,1.4,1.3,100.0,1,0,0,63,0,0,0,211,2,149,0,0,61,0
Reese Boucher,167528,G,ASSMPT,1,100.0,0,1257,65.0,19.0,77.1,1,3,35,100.0,100.0,94.3,1,4,0,62,0,62,0,62,37,37,0,0,25,0
Tom MacDonald,167502,T,ASSMPT,1,100.0,0,1257,65.5,51.6,70.1,1,2,35,100.0,100.0,92.9,0,4,1,62,0,0,62,62,37,37,0,0,25,0
Tevin Bowie,167798,C,LVLEOP,1,100.0,0,937,51.6,41.4,54.1,0,2,38,100.0,100.0,97.4,0,2,0,62,62,0,0,62,41,41,0,0,21,0
Martin Almirantearena,167793,G,LVLEOP,1,100.0,0,937,40.6,34.6,36.7,0,2,38,100.0,100.0,94.7,0,3,1,62,0,0,0,62,41,41,62,0,21,0
Oliver Lilly,151848,C,LINCOLN,1,100.0,0,380,50.7,28.1,58.0,1,3,36,100.0,100.0,94.4,0,4,0,61,61,0,0,61,37,37,0,0,24,0
Arnesio Rosado,62858,G,KEISER,1,100.0,0,1475,56.4,74.1,49.5,0,1,40,100.0,100.0,98.7,0,1,0,61,0,0,0,61,41,41,61,0,20,0
Hunter Sauls,165904,G,BARCOL,1,100.0,0,1473,60.2,22.1,67.5,0,4,31,100.0,100.0,93.5,0,4,0,61,0,0,0,61,31,31,61,0,30,0
Cory Dates,166284,G,FLKNR,1,100.0,0,1270,47.7,43.6,45.9,0,3,32,100.0,100.0,95.3,0,3,0,61,0,0,0,61,35,35,61,0,26,0
Trent Jones,104722,T,BARCOL,1,100.0,0,1473,40.1,29.0,51.4,1,2,31,100.0,100.0,91.9,1,4,1,61,0,0,0,61,31,31,0,61,30,0
Trey Pickard,165891,T,BARCOL,1,100.0,0,1473,34.1,4.5,46.4,1,5,31,100.0,100.0,90.3,0,6,0,61,0,0,61,61,31,31,0,0,30,0
Ricky Childers,162033,G,WJWLL,1,100.0,0,1198,58.0,79.9,53.4,0,1,28,100.0,100.0,98.2,0,1,0,61,0,0,0,61,29,29,61,0,32,0
Edwin Fuentes-Berrios,165848,G,BARCOL,1,100.0,0,1473,52.5,27.1,55.5,1,3,31,100.0,100.0,93.5,0,4,0,61,0,61,0,61,31,31,0,0,30,0
Cobee Rice,154403,G,TAYLOR,1,100.0,0,402,54.9,83.7,51.4,0,0,20,100.0,100.0,100.0,0,0,0,60,0,0,0,60,20,20,60,0,40,0
Elie Paul,166640,G,FLMMRL,1,100.0,0,1471,55.9,85.3,47.8,0,0,33,100.0,100.0,100.0,0,0,0,60,0,60,0,60,34,34,0,0,26,0
Taivonn Ervin,168374,WR,LINCOK,4,51.7,0,1452,55.1,,55.2,0,0,0,0.0,0.0,,1,0,0,60,0,0,0,116,0,56,0,0,60,0
Cameron Dills,167706,T,KYCRST,1,100.0,0,1474,67.5,68.6,65.0,0,0,45,100.0,100.0,100.0,0,0,0,60,0,0,60,60,46,46,0,0,14,0
Joey Breckel,154362,G,TAYLOR,1,100.0,0,402,56.1,83.7,52.4,0,0,20,100.0,100.0,100.0,0,0,0,60,0,60,0,60,20,20,0,0,40,0
Kelvin Dennis,167987,T,MHMRTI,1,100.0,0,999,59.2,34.0,74.5,0,3,31,100.0,100.0,91.9,1,4,1,60,0,0,59,60,34,34,0,0,26,0
Alex Buschow,165838,C,BARCOL,1,100.0,0,1473,63.5,72.5,60.1,0,1,31,100.0,100.0,98.4,0,1,0,60,60,0,0,60,31,31,0,0,29,0
Clay Adams,154353,T,TAYLOR,1,100.0,0,402,65.5,62.2,64.2,1,1,20,100.0,100.0,95.0,0,2,0,60,0,0,60,60,20,20,0,0,40,0
Tommy McKedy,152387,T,W OREGON,1,100.0,0,411,75.3,65.0,77.5,0,0,35,100.0,100.0,100.0,0,0,0,60,0,0,0,60,35,35,0,59,25,0
Michael Medlock,62408,C,TAYLOR,1,100.0,0,402,56.0,81.3,53.6,0,0,20,100.0,100.0,100.0,0,0,0,60,60,0,0,60,20,20,0,0,40,0
Jason Judge,151815,G,DELTAST,1,100.0,0,841,60.7,58.1,60.0,0,2,35,100.0,100.0,97.1,1,2,0,60,0,60,0,60,35,35,0,0,25,0
Bryce Vasvari,154418,T,TAYLOR,1,100.0,0,402,58.5,65.2,56.3,1,1,20,100.0,100.0,95.0,0,2,0,60,0,0,0,60,20,20,0,60,40,0
Jonathon Rioux,167526,G,ASSMPT,1,100.0,0,1257,56.0,59.3,53.6,0,2,33,100.0,100.0,93.9,0,3,1,59,0,0,0,59,35,35,59,0,24,0
Jhaelyn West,91707,G,TUSKEGEE,1,100.0,0,405,55.5,70.6,56.0,0,1,37,100.0,100.0,98.6,1,1,0,59,0,58,0,59,37,37,1,0,22,0
Cameron Weil,168253,T,THMORE,1,100.0,0,1296,38.0,0.0,65.7,1,3,33,100.0,100.0,90.9,0,5,1,59,0,0,59,59,34,34,0,0,25,0
Trey Phillips,168222,C,THMORE,1,100.0,0,1296,51.6,58.6,50.7,1,1,33,100.0,100.0,97.0,0,2,0,59,59,0,0,59,34,34,0,0,25,0
Stanley Boatright,152148,T,N GREENVLE,1,100.0,0,390,55.5,47.8,57.7,2,1,37,100.0,100.0,95.9,0,3,0,59,0,0,0,59,38,38,0,59,21,0
