player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Ryan Worthley,152445,QB,W OREGON,1,84.8,33,36,4.3,2.41,3,1,2.5,69.4,25,0,20,10.7,44,3,0.02,15,411,69.5,57.5,56.4,60.3,0,0,48,0,43.2,20.0,95.5,9.1,4,4,0,0,1,1,2.1,227,6.3
Austin Reed,111760,QB,WESTFL,1,57.1,35,36,18.4,2.34,1,2,4.5,50.0,18,0,7,10.0,36,2,0.76,16,1269,70.1,65.3,63.8,63.2,0,1,44,0,47.2,0.0,112.4,0.0,0,0,0,0,4,4,9.1,373,10.4
Jackson Ostrowsky,150591,QB,SOCTOW,1,60.0,35,35,13.1,2.53,0,2,5.6,54.3,19,0,17,9.5,36,2,0.12,11,1107,70.6,68.8,69.5,56.9,0,2,37,0,47.2,0.0,88.4,0.0,0,1,0,0,3,2,5.4,305,8.7
Patrick Shegog,151786,QB,DELTAST,1,46.9,32,33,10.3,2.1,0,1,3.0,36.4,12,0,17,20.0,35,3,-0.65,4,841,34.9,38.6,34.1,63.2,1,0,36,0,20.0,11.8,55.0,5.7,2,0,0,0,1,2,5.6,91,2.8
Christian Peters,154331,QB,SHAWBE,1,76.7,30,33,9.6,2.61,1,3,8.8,60.6,20,0,12,13.0,35,3,0.11,13,1094,23.3,76.4,81.6,53.2,0,1,36,0,42.9,8.3,95.3,2.9,1,1,0,2,3,1,2.8,198,6.0
Kaelan Riley,23966,QB,N GREENVLE,1,51.7,29,32,13.3,2.87,0,1,2.9,40.6,13,0,12,13.3,35,2,-0.31,9,390,70.2,53.9,55.2,53.6,1,1,37,0,37.1,16.7,47.1,5.7,2,1,0,2,0,1,2.7,186,5.8
Ja'rome Johnson,153361,QB,BOWIE ST,1,56.7,30,31,14.0,3.56,0,2,6.1,48.4,15,0,14,11.8,41,2,-0.13,14,365,24.0,52.2,49.3,61.1,0,4,44,0,41.5,28.6,67.1,9.8,4,6,0,1,3,6,13.6,238,7.7
Tarik Mckinzie,109033,QB,LANECOL,1,67.9,28,30,8.9,2.62,1,1,3.0,56.7,17,0,15,10.5,35,2,0.12,12,942,21.1,72.4,79.7,41.0,1,1,38,0,42.9,26.7,91.9,11.4,4,1,0,0,2,2,5.3,247,8.2
Cameron Lewis,87522,QB,WSRAMS,1,70.0,30,30,6.9,2.88,0,3,9.7,60.0,18,0,13,14.3,39,3,-0.15,12,1206,24.1,60.8,66.6,53.0,0,0,40,0,41.0,15.4,89.6,5.1,2,7,0,0,1,1,2.5,190,6.3
Will Ark,154925,QB,MITECH,1,71.4,28,29,7.2,2.42,0,0,0.0,65.5,19,0,14,5.0,35,1,-0.28,11,980,68.6,65.8,61.8,67.3,1,1,35,0,40.0,21.4,62.9,8.6,3,3,0,0,0,1,2.9,143,4.9
Khalid Morris,111909,QB,VIRUNI,1,63.0,27,28,10.6,2.78,0,2,6.9,53.6,15,0,8,11.8,32,2,0.16,9,1165,68.5,64.9,68.9,51.8,0,2,33,0,43.8,12.5,81.0,3.1,1,3,0,1,2,3,9.1,270,9.6
Louis Williams,155639,QB,TUSKEGEE,2,56.0,25,28,14.8,3.04,1,1,3.3,46.4,13,0,11,7.1,38,1,0.3,9,405,17.3,44.1,54.9,40.6,1,0,40,0,47.4,18.2,100.9,5.3,2,8,0,1,2,0,0.0,244,8.7
Bryson Williams,155638,QB,TUSKEGEE,2,50.0,26,27,14.7,2.52,0,3,11.1,33.3,9,0,15,30.8,33,4,-0.28,9,405,20.5,48.8,50.0,54.3,0,1,33,0,36.4,13.3,54.2,6.1,2,4,0,1,1,4,12.1,178,6.6
Nathan Payne,152904,QB,WV WESLEY,1,50.0,26,27,9.8,2.12,0,0,0.0,37.0,10,0,12,23.1,28,3,-0.2,7,409,68.7,45.7,44.9,59.7,0,1,29,0,28.6,8.3,38.2,3.6,1,0,0,1,0,3,10.3,134,5.0
Claude Newell III,151566,QB,MILES,2,69.2,26,26,10.5,2.66,0,3,10.7,65.4,17,1,15,5.6,33,1,0.46,14,386,70.9,71.2,69.6,63.4,0,0,36,2,51.5,20.0,119.1,9.1,3,4,0,0,2,1,2.8,230,8.8
Jack Hanenburg,153339,QB,FORT LEW,1,47.8,23,25,11.0,2.73,0,0,0.0,40.0,10,0,21,9.1,28,1,-0.47,4,873,40.4,49.5,42.6,69.1,0,0,29,0,21.4,14.3,51.3,10.7,3,0,0,2,0,2,6.9,95,3.8
Franco De Luca,155038,QB,UFTLEA,1,44.0,25,25,13.0,2.09,0,1,3.7,40.0,10,0,14,9.1,27,1,-0.85,4,1458,70.6,52.7,51.4,65.2,0,3,29,1,29.6,14.3,14.3,7.4,2,0,0,0,0,2,6.9,111,4.4
Chacai Campbell,155942,QB,VA LYNCHBU,1,61.9,21,24,11.6,3.23,0,0,0.0,54.2,13,0,22,0.0,30,0,-0.13,7,406,70.3,64.1,63.9,60.0,1,0,31,0,36.7,13.6,84.2,10.0,3,3,0,2,1,0,0.0,133,5.5
Clayton Roberts,152337,QB,TXPERB,1,65.0,20,23,8.0,1.99,1,1,4.3,47.8,11,0,7,15.4,25,2,-0.54,6,1268,70.9,50.8,47.3,65.6,1,2,25,1,32.0,28.6,24.2,8.0,2,0,0,1,0,2,8.0,102,4.4
Will Tate,152494,QB,AVEMAR,1,58.8,17,21,11.2,2.41,1,1,4.8,47.6,10,0,11,0.0,22,0,-0.39,3,1450,69.2,59.6,56.5,64.2,1,1,22,0,27.3,9.1,42.2,4.5,1,0,0,2,0,1,4.5,102,4.9
Xander Stokes,151379,QB,INWSLY,1,60.0,20,21,8.9,2.84,0,1,4.5,57.1,12,0,9,0.0,25,0,-0.48,5,1451,68.4,45.6,46.7,57.4,0,1,26,2,32.0,33.3,64.6,12.0,3,1,0,1,0,4,15.4,175,8.3
Andrew Fowler,153112,QB,STANKN,1,63.2,19,21,10.7,3.03,0,3,12.5,42.9,9,1,14,25.0,26,3,-0.35,6,1455,41.7,82.3,89.2,60.0,0,0,29,2,34.6,28.6,75.9,15.4,4,1,0,2,1,1,3.4,112,5.3
Chase Andries,155066,QB,DEPAUW,1,72.2,18,21,9.2,3.23,0,1,4.8,57.1,12,0,8,7.7,23,1,-0.12,6,845,70.4,59.4,53.1,66.1,0,2,23,0,43.5,0.0,42.9,0.0,0,2,0,3,0,2,8.7,165,7.9
Cade Brister,154186,QB,LNDNWD,1,71.4,14,18,9.5,2.91,1,0,0.0,50.0,9,0,14,10.0,24,1,-0.42,6,949,71.4,50.9,51.5,55.5,1,1,26,0,25.0,28.6,65.0,16.7,4,2,0,2,1,1,3.8,112,6.2
Billy Hall,152740,QB,RNHEAG,1,66.7,18,18,7.7,2.54,0,1,5.0,66.7,12,0,6,0.0,23,0,-0.12,5,1454,71.4,69.9,55.5,77.7,0,1,26,0,43.5,16.7,92.4,4.3,1,3,0,0,2,1,3.8,90,5.0
Kyle Kaplan,155049,QB,UFTLEA,1,41.2,17,18,8.6,2.02,0,1,5.0,33.3,6,0,9,14.3,22,1,-1.12,2,1458,32.1,29.6,36.4,60.0,0,1,24,2,18.2,44.4,19.2,18.2,4,0,0,1,0,1,4.2,47,2.6
Michael Young,153263,QB,WARNER,1,62.5,16,17,12.3,2.45,1,1,5.9,47.1,8,0,9,20.0,20,2,-0.19,2,407,67.1,49.9,52.1,,0,0,20,1,35.0,33.3,81.0,15.0,3,0,0,0,1,0,0.0,82,4.8
Cameron Burston,136858,QB,LINCOK,1,33.3,15,17,17.6,3.19,0,2,11.1,17.6,3,0,18,40.0,30,2,-0.54,3,1452,29.4,38.9,45.9,47.0,0,0,32,1,13.3,33.3,72.4,20.0,6,7,0,2,1,1,3.1,105,6.2
Brandon Niksich,109405,QB,SIMONFRA,1,76.9,13,16,4.9,2.01,2,0,0.0,56.3,9,0,8,10.0,21,1,-0.66,4,1097,67.9,40.8,38.4,60.0,0,1,21,2,28.6,62.5,43.0,23.8,5,0,0,1,0,1,4.8,77,4.8
JJ Lemming,136142,QB,CENT WASH,1,37.5,16,16,10.2,2.57,0,0,0.0,25.0,4,0,7,33.3,18,2,-1.06,1,367,69.7,28.4,27.4,58.9,0,1,19,0,22.2,14.3,13.5,5.6,1,0,0,0,0,2,10.5,28,1.8
Brenton White,152694,QB,POINTVILLE,1,58.3,12,15,9.8,2.31,0,1,6.7,40.0,6,0,4,14.3,15,1,-1.04,3,393,68.1,44.3,44.6,55.9,0,1,15,0,26.7,0.0,29.6,0.0,0,0,0,3,0,2,13.3,79,5.3
Kristian Marks,152501,QB,AVEMAR,1,64.3,14,14,6.3,2.2,0,1,7.1,57.1,8,0,4,11.1,14,1,0.13,5,1450,70.0,88.2,83.1,72.1,0,0,14,0,42.9,0.0,81.3,0.0,0,0,0,0,0,0,0.0,106,7.6
Dalton Dale,153048,QB,TXWSLY,1,54.5,11,13,12.8,3.69,0,0,0.0,46.2,6,0,10,0.0,17,0,-0.38,4,1457,68.9,40.7,37.7,57.5,0,1,17,0,29.4,20.0,29.6,11.8,2,2,0,2,0,1,5.9,66,5.1
James Powell Jr.,152054,QB,LOUCOL,1,50.0,12,12,12.4,2.56,0,0,0.0,33.3,4,0,7,33.3,18,2,-0.79,1,958,69.1,42.9,45.9,50.4,0,0,20,0,11.1,28.6,42.4,11.1,2,4,0,0,0,0,0.0,18,1.5
Suddin Sapien,98010,QB,TXPERB,1,63.6,11,11,8.5,3.04,0,0,0.0,63.6,7,0,6,0.0,13,0,-0.14,3,1268,68.1,29.8,28.4,60.4,0,0,16,0,46.2,16.7,74.1,7.7,1,1,0,0,0,2,12.5,50,4.5
Carson Rodgers,153036,QB,TXWSLY,1,77.8,9,10,7.6,2.5,0,1,10.0,70.0,7,0,5,0.0,12,0,-0.5,2,1457,65.8,68.3,67.8,,0,1,12,0,25.0,40.0,57.1,16.7,2,0,0,1,0,1,8.3,87,8.7
Jonathan Jerry,155794,QB,KY STATE,1,40.0,10,10,11.3,2.67,0,1,10.0,30.0,3,0,4,25.0,10,1,-0.26,2,378,70.5,51.8,52.4,55.6,0,0,10,0,20.0,0.0,50.4,0.0,0,0,0,0,0,0,0.0,56,5.6
Ricardo Marble,60352,QB,TAYLOR,1,30.0,10,10,18.7,2.88,0,0,0.0,20.0,2,0,2,33.3,12,1,-0.8,1,402,23.5,29.7,39.1,43.6,0,0,12,1,8.3,100.0,39.6,16.7,2,0,0,0,0,1,8.3,26,2.6
Michael Huntley,109034,QB,LANECOL,1,62.5,8,9,5.9,3.57,0,0,0.0,44.4,4,0,3,20.0,11,1,-0.38,3,942,66.7,69.1,70.6,60.0,1,0,11,0,27.3,0.0,59.0,0.0,0,2,0,0,0,0,0.0,43,4.8
River Thompson,152021,QB,LOUCOL,1,55.6,9,9,3.3,2.12,0,0,0.0,55.6,5,0,2,0.0,10,0,-0.73,1,958,65.4,43.1,41.6,,0,0,10,0,20.0,50.0,64.6,10.0,1,0,0,0,0,1,10.0,35,3.9
Matthew Helms,153219,QB,WARNER,1,100.0,8,9,-0.4,2.15,1,0,0.0,88.9,8,0,6,0.0,11,0,-0.67,2,407,19.8,54.2,54.1,59.6,0,0,11,0,18.2,33.3,83.8,18.2,2,0,0,0,0,1,9.1,37,4.1
Levi Frazier,154373,QB,TAYLOR,1,62.5,8,9,10.3,2.61,1,0,0.0,22.2,2,0,1,60.0,9,3,-1.0,1,402,0.0,20.5,27.4,18.2,0,1,9,0,22.2,0.0,0.0,0.0,0,0,0,0,0,2,22.2,16,1.8
Andrew Banks,151826,QB,LINCOLN,1,42.9,7,8,4.3,2.2,1,0,0.0,37.5,3,0,3,0.0,11,0,-0.25,1,380,66.7,44.9,49.2,50.6,0,0,11,0,36.4,33.3,45.8,9.1,1,2,0,0,0,0,0.0,22,2.8
Zach Matlock,82092,QB,CENT WASH,1,62.5,8,8,6.3,2.68,0,0,0.0,62.5,5,0,2,0.0,9,0,-0.67,3,367,70.4,48.9,36.7,65.0,0,1,9,0,33.3,50.0,39.6,11.1,1,0,0,0,0,2,22.2,48,6.0
Jalen Parker,121499,QB,MILES,2,50.0,8,8,9.1,2.96,0,0,0.0,37.5,3,0,6,25.0,12,1,0.12,3,386,71.1,61.7,50.3,67.0,0,0,12,0,41.7,33.3,88.0,16.7,2,2,0,0,1,1,8.3,29,3.6
Isaiah Francis,156020,QB,NAUSTA,1,20.0,5,5,8.0,3.25,0,0,0.0,0.0,0,0,4,100.0,8,1,-1.2,0,1453,67.2,25.2,24.6,56.4,0,0,8,0,0.0,75.0,39.6,37.5,3,0,0,0,0,2,25.0,0,0.0
Trae Greene,151881,QB,LINCOLN,1,40.0,5,5,13.2,3.72,0,0,0.0,40.0,2,0,4,0.0,9,0,-1.03,1,380,64.9,39.5,51.8,44.3,0,0,9,0,11.1,25.0,47.9,11.1,1,3,0,0,0,0,0.0,12,2.4
Victor Dixon,154093,QB,FRTVLY,1,25.0,4,4,21.3,2.65,0,0,0.0,25.0,1,0,1,0.0,4,0,-2.64,0,874,63.3,28.0,29.7,,0,2,4,1,25.0,0.0,0.0,0.0,0,0,0,0,0,2,50.0,8,2.0
Raekwon Rudolph,155814,QB,VA LYNCHBU,1,50.0,4,4,18.5,4.07,0,1,25.0,50.0,2,0,6,0.0,7,0,0.2,1,406,16.4,33.3,58.1,35.2,0,0,7,0,14.3,16.7,135.4,14.3,1,2,0,0,1,2,28.6,72,18.0
Malik Davis,155588,QB,TUSKEGEE,1,0.0,1,2,5.0,3.4,0,0,0.0,0.0,0,0,4,,4,0,-1.33,0,405,63.3,47.1,46.6,,1,0,4,1,0.0,50.0,39.6,50.0,2,0,0,0,0,0,0.0,0,0.0
Briar Wilfong,152897,QB,WV WESLEY,1,100.0,2,2,5.5,2.6,0,0,0.0,50.0,1,0,1,50.0,2,1,-0.61,0,409,61.8,63.2,62.9,,0,0,2,0,0.0,0.0,58.3,0.0,0,0,0,0,0,0,0.0,7,3.5
Bryce Fields,152199,QB,N GREENVLE,1,0.0,2,2,26.0,2.2,0,0,0.0,0.0,0,0,1,,2,0,-1.62,0,390,61.8,50.7,50.7,,0,1,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0
Kieran Fry,143426,WR,FORT LEW,1,100.0,1,1,7.0,3.2,0,0,0.0,100.0,1,0,0,0.0,1,0,0.46,1,873,70.7,66.0,71.7,,0,0,1,0,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0
JoJo Hillel,136136,WR,CENT WASH,1,100.0,1,1,30.0,3.0,0,1,100.0,100.0,1,0,0,0.0,1,0,1.52,1,367,62.4,69.7,87.3,,0,0,1,0,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,34,34.0
Brayden Miller,153330,QB,FORT LEW,1,100.0,1,1,-3.0,2.0,0,0,0.0,100.0,1,0,1,0.0,2,0,-0.28,1,873,64.4,66.5,58.9,63.4,0,0,2,1,50.0,100.0,100.0,50.0,1,0,0,0,0,0,0.0,8,8.0
Jaiden Reavis,110762,WR,VIRUNI,1,100.0,1,1,38.0,3.9,0,0,0.0,100.0,1,0,0,0.0,1,0,3.9,1,1165,63.7,50.3,75.7,57.5,0,0,1,0,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,39,39.0
Terence Roberston,155810,QB,LINCOK,1,0.0,1,1,25.0,3.3,0,0,0.0,0.0,0,0,1,,1,0,-2.49,0,1452,68.6,70.3,59.8,66.8,0,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0
Kierre Huey-Cazenave,151316,HB,NAUSTA,1,0.0,1,1,26.0,3.6,0,0,0.0,0.0,0,0,1,,1,0,-3.18,0,1453,73.2,55.5,27.6,71.1,0,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Roman Newkirk,152536,WR,AVEMAR,1,100.0,1,1,10.0,2.6,0,0,0.0,100.0,1,1,0,0.0,1,0,3.87,1,1450,69.7,64.7,75.4,,0,0,1,1,100.0,,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0
Dylan Zervos,153190,QB,WARNER,1,0.0,1,1,21.0,2.6,0,0,0.0,0.0,0,0,0,,1,0,-4.78,0,407,63.7,27.8,28.0,59.8,0,1,1,0,0.0,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
