player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Eric Brice,182722,WR,LINCOK,8,12.4,0,26.7,50.0,1,2,0,20.0,1,-0.4,2,1452,0,45.4,71.8,49.0,,48.3,0.0,0,1,37,0.0,0,194,0,27.8,4,92.8,180,85.6,166,20.1,15,0,12.4,24,75,29,7.3,18.8,0.42
C'Quan Jnopierre,165468,WR,STTMFL,1,3.9,3,64.3,,0,0,0,18.2,2,0.23,6,1477,0,44.3,73.1,73.0,,72.6,0.0,0,0,36,0.0,0,36,0,50.0,9,94.4,34,77.8,28,93.8,14,0,22.2,8,128,136,15.1,14.2,3.76
Kishawn Berry,168377,WR,LINCOK,5,9.1,1,53.8,100.0,1,1,0,12.5,1,-0.46,2,1452,0,56.4,67.4,56.6,,56.2,0.0,0,0,39,0.0,0,65,0,21.7,7,92.3,60,87.7,57,72.6,13,0,12.3,8,80,22,3.1,11.4,1.33
Michael Storey,180736,WR,NWREDR,1,8.1,4,84.6,50.0,1,2,0,0.0,0,0.2,5,1035,0,81.5,69.0,69.5,,69.9,0.0,0,0,11,0.0,0,48,0,57.4,11,97.9,47,14.6,7,93.6,13,0,85.4,41,84,29,2.6,7.6,1.79
Jaih Andrews,151569,WR,MILES,2,13.5,1,46.2,0.0,0,1,0,0.0,0,-0.13,4,386,0,78.5,66.7,66.5,,66.0,0.0,0,1,39,0.0,0,65,0,32.8,6,89.2,58,4.6,3,63.0,13,1,95.4,62,90,18,3.0,15.0,1.55
Jacquez Jones,152587,WR,LANECOL,1,11.6,0,33.3,,0,0,0,20.0,1,-0.45,4,942,0,45.4,65.0,67.1,,66.5,0.0,0,1,41,0.0,0,34,0,32.4,4,100.0,34,94.1,32,46.9,12,1,5.9,2,69,16,4.0,17.3,2.03
Quincy Cage Jr.,89522,WR,VA LYNCHBU,3,2.0,2,66.7,0.0,0,2,0,0.0,0,-0.64,3,406,0,79.3,67.1,61.7,,61.4,0.0,0,1,28,0.0,0,44,0,22.7,8,100.0,44,95.5,42,38.5,12,0,4.5,2,45,44,5.5,5.6,1.02
Brandon McGill,181471,WR,SHORTER,2,4.5,0,75.0,100.0,1,1,0,10.0,1,-0.44,3,396,0,61.4,69.0,61.2,,62.8,0.0,0,0,25,0.0,0,66,1,24.2,9,93.9,62,92.4,61,118.4,12,1,7.6,5,75,42,4.7,8.3,1.21
Thaddeus Standfield,179539,WR,EDNBFS,2,9.6,0,41.7,25.0,1,4,0,16.7,1,-0.83,1,860,0,49.8,69.7,55.4,,53.9,0.0,0,1,16,0.0,0,47,0,26.1,5,97.9,46,44.7,21,14.6,12,0,55.3,26,31,19,3.8,6.2,0.67
Tyrese Hunt-Thompson,178756,WR,FERRIS,2,12.1,0,66.7,0.0,0,1,0,0.0,0,0.0,4,868,0,79.3,69.8,67.4,,68.6,0.0,0,0,21,0.0,0,54,3,40.8,8,90.7,49,5.6,3,91.0,12,0,94.4,51,96,23,2.9,12.0,1.96
Darius Nalls,78943,WR,W ALABAMA,1,12.1,0,63.6,33.3,1,3,0,12.5,1,-0.94,4,408,0,56.4,66.7,66.6,,66.0,0.0,0,0,38,0.0,0,39,0,23.1,7,100.0,39,23.1,9,84.7,11,0,76.9,30,78,13,1.9,11.1,2.0
Tyler Walker,129402,WR,W ALABAMA,1,12.6,0,27.3,0.0,0,1,0,0.0,0,-0.92,1,408,0,73.1,64.1,56.5,,56.2,0.0,0,1,12,0.0,0,37,0,24.3,3,100.0,37,0.0,0,1.7,11,0,100.0,37,19,8,2.7,6.3,0.51
Colbi Clarke,168499,WR,NAUSTA,2,-0.8,0,63.6,,0,0,0,22.2,2,-1.22,1,1453,0,37.6,67.8,55.0,,51.9,0.0,0,1,6,0.0,0,48,0,10.6,7,97.9,47,77.1,37,29.7,11,0,22.9,11,25,35,5.0,3.6,0.53
Keyvaun Eady,152366,WR,W OREGON,1,8.5,1,36.4,0.0,0,3,0,20.0,1,-0.85,1,411,0,45.4,66.9,65.2,,62.9,0.0,0,2,14,0.0,0,26,0,36.0,4,96.2,25,0.0,0,7.6,11,0,100.0,26,39,20,5.0,9.8,1.56
Jason Reaves,151320,WR,NAUSTA,2,10.6,3,45.5,40.0,2,5,1,0.0,0,-1.18,0,1453,0,76.3,65.7,49.4,,53.6,0.0,0,2,8,0.0,0,50,1,12.2,5,98.0,49,4.0,2,12.9,11,0,96.0,48,15,13,2.6,3.0,0.31
Kameron Johnson,165866,WR,BARCOL,1,16.9,1,54.5,0.0,0,1,0,14.3,1,0.58,4,1473,0,53.4,73.1,66.8,,67.1,0.0,0,0,17,0.0,0,28,0,46.4,6,96.4,27,71.4,20,71.0,11,0,28.6,8,62,24,4.0,10.3,2.3
Derek Allen Jr.,179895,WR,WABASH,1,3.5,0,90.9,0.0,0,1,0,0.0,0,0.17,5,1167,1,80.9,20.5,69.0,,67.7,0.0,0,0,22,0.0,0,39,0,53.8,10,100.0,39,28.2,11,134.5,11,1,71.8,28,99,67,6.7,9.9,2.54
Marcus Cook,143681,WR,CENT WASH,1,15.1,1,36.4,,0,0,0,20.0,1,-0.69,1,367,0,45.4,67.3,62.0,,61.6,0.0,0,0,25,0.0,0,30,0,17.2,4,96.7,29,33.3,10,47.5,11,0,66.7,20,40,20,5.0,10.0,1.38
Calvin Lockett,84230,WR,DELTAST,2,13.0,1,36.4,25.0,1,4,0,33.3,2,0.0,1,841,0,16.6,65.0,50.2,,49.8,0.0,0,0,21,0.0,0,38,0,37.1,4,92.1,35,7.9,3,47.9,11,0,92.1,35,41,6,1.5,10.3,1.17
Miles Gallagher,181658,WR,WISCSP,1,7.8,1,36.4,,0,0,0,20.0,1,-0.71,0,1212,0,45.4,69.5,50.8,,50.9,0.0,0,0,4,0.0,0,25,0,12.5,4,96.0,24,28.0,7,44.9,11,0,72.0,18,-4,-2,-0.5,-1.0,-0.17
Wesley Nchinda,182450,WR,VA LYNCHBU,4,11.0,1,54.5,0.0,0,1,0,14.3,1,-0.41,3,406,0,53.8,73.5,60.3,,60.6,0.0,0,0,15,0.0,0,46,0,34.1,6,95.7,44,100.0,46,71.8,11,0,0.0,0,64,13,2.2,10.7,1.45
Kylan Herrera,141754,WR,SW BAPTIST,1,9.6,0,40.0,0.0,0,1,0,0.0,0,-0.53,1,1492,0,74.9,65.0,54.7,,56.6,0.0,0,1,25,0.0,0,43,1,26.2,4,97.7,42,20.9,9,9.6,10,0,79.1,34,33,9,2.3,8.3,0.79
Xavier Wade,178836,WR,FERRIS,2,25.4,1,40.0,,0,0,0,20.0,1,-0.02,3,868,0,45.4,65.0,63.2,,66.2,0.0,0,0,43,0.0,0,55,2,40.0,4,90.9,50,25.5,14,111.3,10,1,74.5,41,102,28,7.0,25.5,2.04
Darius Morrison,143741,WR,CENT WASH,1,15.1,0,20.0,,0,0,0,0.0,0,-0.49,2,367,0,70.7,62.9,60.8,,59.0,0.0,0,0,51,0.0,0,40,0,23.1,2,97.5,39,0.0,0,51.7,10,0,100.0,40,59,30,15.0,29.5,1.51
K.J. Franklin,104007,WR,WESTFL,2,3.9,0,90.0,,0,0,0,0.0,0,0.14,4,1269,0,80.9,68.7,68.4,,68.7,0.0,0,0,18,0.0,0,45,0,42.5,9,88.9,40,84.4,38,100.0,10,0,15.6,7,80,50,5.6,8.9,2.0
Corey Petty,168546,WR,TUSKEGEE,2,14.7,7,60.0,,0,0,0,0.0,0,-0.64,3,405,0,77.5,66.2,73.7,,74.3,0.0,0,2,67,0.0,0,33,0,19.4,6,93.9,31,48.5,16,57.1,10,0,51.5,17,107,55,9.2,17.8,3.45
Keshane Hinckley,153362,WR,BOWIE ST,1,5.9,3,70.0,50.0,1,2,0,0.0,0,0.1,3,365,0,78.5,66.7,74.7,,74.4,0.0,0,0,39,0.0,0,34,0,41.2,7,100.0,34,94.1,32,102.1,10,0,5.9,2,100,59,8.4,14.3,2.94
Geordon Pollard,109568,WR,MILES,2,7.1,0,70.0,,0,0,0,12.5,1,-0.27,4,386,0,58.9,67.1,65.3,,64.9,0.0,0,0,25,0.0,0,48,0,30.2,7,89.6,43,12.5,6,95.4,10,0,87.5,42,84,22,3.1,12.0,1.95
Jaylen Green,151804,WR,DELTAST,2,13.1,2,50.0,0.0,0,1,0,16.7,1,0.22,3,841,0,50.3,65.7,58.9,,59.8,0.0,0,0,39,0.0,0,52,0,43.1,5,98.1,51,21.2,11,87.5,10,0,78.8,41,105,65,13.0,21.0,2.06
R.J. Mobley,111286,WR,WSRAMS,1,16.7,1,80.0,100.0,2,2,0,11.1,1,0.3,7,1206,0,58.9,67.1,82.0,,80.7,0.0,0,0,37,0.0,0,29,0,44.4,8,93.1,27,6.9,2,117.5,10,0,93.1,27,122,10,1.3,15.3,4.52
Jacob Walker,182442,HB,VA LYNCHBU,6,3.0,1,80.0,0.0,0,1,1,0.0,0,-0.58,2,406,0,79.3,83.4,62.4,70.5,66.3,0.0,0,0,16,42.1,56,133,2,24.2,8,56.4,75,4.5,6,88.3,10,0,0.0,0,52,54,6.8,6.5,0.69
Regan Wilson,179698,WR,SW BAPTIST,1,9.7,4,70.0,50.0,1,2,0,12.5,1,-0.51,5,1492,0,56.4,68.8,70.8,,72.0,0.0,0,0,27,0.0,0,43,0,28.6,7,97.7,42,2.3,1,101.3,10,0,97.7,42,98,21,3.0,14.0,2.33
Keenan Brown,146001,WR,COMESA,1,24.5,0,60.0,66.7,2,3,0,14.3,1,0.28,4,1281,0,53.4,66.2,78.2,,77.2,0.0,0,1,76,0.0,0,35,0,38.2,6,97.1,34,0.0,0,104.2,10,2,100.0,35,157,48,8.0,26.2,4.62
Jack D'Arcy,161165,WR,TAYLOR,2,6.4,2,80.0,,0,0,0,0.0,0,0.16,3,402,0,79.3,67.1,62.5,,64.3,0.0,0,0,12,0.0,0,38,0,43.2,8,97.4,37,0.0,0,90.8,10,0,100.0,38,58,16,2.0,7.3,1.57
Justus Durant,181430,HB,SHORTER,2,-1.6,1,80.0,0.0,0,1,0,0.0,0,-0.12,1,396,0,79.3,79.8,75.5,78.6,64.2,0.0,0,0,10,16.3,8,49,0,34.8,8,79.6,39,10.2,5,79.2,10,0,2.0,1,20,37,4.6,2.5,0.51
Quentin Sanders,121821,WR,N GREENVLE,1,9.2,1,66.7,100.0,2,2,0,25.0,2,0.08,3,390,0,33.4,68.1,60.8,,60.5,0.0,0,0,16,0.0,0,38,0,47.4,6,100.0,38,2.6,1,88.2,9,0,97.4,37,66,3,0.5,11.0,1.74
CJ Jefferson,178761,WR,FERRIS,2,13.7,0,66.7,,0,0,0,14.3,1,0.09,3,868,0,56.4,70.3,65.6,,63.5,0.0,0,1,36,0.0,0,54,0,42.9,6,90.7,49,77.8,42,56.5,9,0,22.2,12,83,25,4.2,13.8,1.69
Jeremiah Taylor,187406,WR,SHPHRD,1,15.6,3,77.8,0.0,0,1,0,0.0,0,0.79,5,1095,0,78.5,66.7,82.7,,81.7,0.0,0,0,52,0.0,0,22,0,81.8,7,100.0,22,0.0,0,153.5,9,2,100.0,22,102,27,3.9,14.6,4.64
Caden Leggett,78151,WR,WESTFL,2,13.0,1,66.7,0.0,0,1,0,0.0,0,0.17,4,1269,0,77.5,66.4,58.5,,61.2,0.0,0,1,23,0.0,0,69,3,44.3,6,87.0,60,14.5,10,84.5,9,2,85.5,59,58,30,5.0,9.7,0.97
Jermaine Tillery,132853,WR,PSTEAG,1,4.4,0,100.0,,0,0,0,0.0,0,-0.08,4,1476,0,80.1,69.3,79.4,,80.1,0.0,0,0,19,0.0,0,30,0,46.4,9,93.3,28,93.3,28,140.3,9,1,6.7,2,79,43,4.8,8.8,2.82
Bo Mosteller,141475,WR,SHORTER,2,0.9,0,87.5,100.0,1,1,0,0.0,0,0.13,3,396,0,78.5,66.7,67.5,,66.8,0.0,0,0,13,0.0,0,37,0,40.5,7,100.0,37,100.0,37,87.5,8,0,0.0,0,40,35,5.0,5.7,1.08
Cameron Walker,152191,WR,N GREENVLE,2,8.0,1,75.0,0.0,0,1,0,14.3,1,-0.03,2,390,0,53.4,66.2,54.8,,53.5,0.0,0,0,13,0.0,0,76,0,41.9,6,97.4,74,40.8,31,92.7,8,0,59.2,45,54,17,2.8,9.0,0.73
Brent Carr,181324,WR,SVANNAH ST,1,13.0,1,37.5,50.0,1,2,0,25.0,1,-0.05,2,286,0,39.5,65.4,58.1,,57.8,0.0,0,0,28,0.0,0,30,0,44.8,3,96.7,29,13.3,4,57.8,8,0,86.7,26,47,15,5.0,15.7,1.62
Da'Shun Mitchell,181367,WR,SVANNAH ST,1,8.5,0,75.0,,0,0,0,14.3,1,-0.16,3,286,0,53.8,66.2,64.4,,64.1,0.0,0,0,20,0.0,0,35,1,41.2,6,97.1,34,14.3,5,96.4,8,0,85.7,30,61,29,4.8,10.2,1.79
Hasaan Williams,179242,WR,BLHLYJ,1,10.8,0,62.5,,0,0,0,16.7,1,-0.01,1,1227,0,49.8,68.3,54.1,,55.1,0.0,0,0,28,0.0,0,34,0,48.5,5,97.1,33,97.1,33,80.2,8,0,0.0,0,50,17,3.4,10.0,1.52
Todd Lee Battle,151774,WR,DELTAST,2,11.9,0,62.5,50.0,1,2,0,16.7,1,0.34,3,841,0,49.8,65.7,60.5,,59.8,0.0,0,0,34,0.0,0,47,0,45.7,5,97.9,46,12.8,6,89.6,8,0,87.2,41,68,20,4.0,13.6,1.48
Antonio Meeks,168551,WR,TUSKEGEE,1,16.6,1,37.5,50.0,1,2,0,0.0,0,-0.87,2,405,0,74.9,65.0,73.5,,71.0,0.0,0,1,36,0.0,0,25,0,21.7,3,92.0,23,12.0,3,19.3,8,0,88.0,22,49,10,3.3,16.3,2.13
Konner McQuillan,180694,HB,NWREDR,1,9.9,1,75.0,0.0,0,1,0,0.0,0,0.14,3,1035,0,77.5,72.0,72.6,75.0,81.7,0.0,0,1,38,10.4,5,48,0,55.3,6,87.5,42,20.8,10,101.6,8,1,2.1,1,71,37,6.2,11.8,1.69
Isaac Smith,161473,WR,INWSLY,1,16.0,0,50.0,0.0,0,2,0,0.0,0,-0.25,3,1451,0,74.9,66.5,67.3,,67.7,0.0,0,0,27,0.0,0,32,1,31.0,4,90.6,29,25.0,8,116.1,8,1,75.0,24,63,15,3.8,15.8,2.17
Penn Stoller,179994,TE,WABASH,1,11.1,0,75.0,,0,0,0,14.3,1,0.34,5,1167,0,53.8,66.2,66.5,74.0,70.4,39.0,16,1,19,4.9,2,41,1,56.1,6,95.1,39,39.0,16,68.2,8,0,12.2,5,83,18,3.0,13.8,2.13
Jalen May,145427,WR,DELTAST,2,11.1,0,62.5,50.0,1,2,0,0.0,0,0.08,2,841,0,76.3,65.7,59.6,,59.3,0.0,0,0,15,0.0,0,40,0,41.0,5,97.5,39,80.0,32,74.0,8,0,20.0,8,38,17,3.4,7.6,0.97
Mike Watkins,179555,WR,EDNBFS,2,6.9,1,71.4,,0,0,0,16.7,1,-0.72,3,860,0,50.3,65.7,59.7,,59.1,0.0,0,0,16,0.0,0,60,0,30.5,5,98.3,59,1.7,1,132.1,7,1,98.3,59,52,18,3.6,10.4,0.88
Trevor Phillips,165486,TE,STTMFL,1,16.1,0,71.4,,0,0,0,0.0,0,0.21,4,1477,0,76.3,65.7,77.0,,73.4,22.0,9,0,22,0.0,0,41,1,46.2,5,95.1,39,75.6,31,108.6,7,0,0.0,0,79,17,3.4,15.8,2.03
Marqueiz Pride,168022,WR,MHMRTI,1,18.4,0,42.9,,0,0,0,40.0,2,-0.12,3,999,0,21.7,64.1,62.7,,64.3,0.0,0,0,40,0.0,0,28,0,25.0,3,100.0,28,100.0,28,80.7,7,0,0.0,0,72,14,4.7,24.0,2.57
Nathan Fuentes,182889,WR,LINCOK,6,16.6,0,14.3,0.0,0,1,0,50.0,1,-0.54,1,1452,1,24.5,9.0,46.7,,50.9,0.0,0,0,15,0.0,0,53,0,21.6,1,94.3,50,1.9,1,39.6,7,0,96.2,51,15,1,1.0,15.0,0.3
Jaheim McGuire,180267,WR,AMRINT,1,25.6,0,14.3,50.0,1,2,0,0.0,0,-0.85,1,737,0,66.7,61.0,56.6,,56.2,0.0,0,0,19,0.0,0,36,0,8.8,1,94.4,34,0.0,0,39.6,7,0,100.0,36,19,1,1.0,19.0,0.56
Caden Currie,151418,WR,INWSLY,1,18.0,0,28.6,0.0,0,1,0,0.0,0,-0.23,1,1451,0,70.7,62.9,55.8,,55.5,0.0,0,0,19,0.0,0,39,0,33.3,2,92.3,36,7.7,3,41.4,7,0,92.3,36,24,10,5.0,12.0,0.67
Aaron Hopkins,179503,TE,EDNBFS,2,4.0,0,57.1,0.0,0,1,0,0.0,0,-0.58,3,860,0,74.9,65.0,64.6,52.7,75.0,86.4,38,0,21,20.5,9,44,0,32.6,4,79.5,35,6.8,3,120.2,7,1,4.5,2,52,30,7.5,13.0,1.49
Jaquel Fells Jr.,154555,WR,MILES,2,8.3,0,42.9,0.0,0,1,0,0.0,0,-0.22,1,386,0,73.1,76.6,56.8,,56.8,0.0,0,0,19,0.0,0,34,0,30.0,3,88.2,30,94.1,32,55.7,7,0,2.9,1,30,4,1.3,10.0,1.0
Colby Bell,178910,TE,MHMRTI,1,8.4,1,42.9,0.0,0,1,0,40.0,2,-0.06,1,999,0,21.7,64.1,43.2,68.4,49.8,45.8,11,0,10,20.8,5,24,0,25.0,3,79.2,19,54.2,13,50.3,7,0,0.0,0,17,9,3.0,5.7,0.89
Drew Bagley,154355,TE,TAYLOR,2,0.0,0,100.0,,0,0,0,0.0,0,0.26,3,402,0,78.5,66.7,72.8,68.5,90.2,79.2,38,0,25,41.7,20,48,0,45.7,6,54.2,26,4.2,2,106.9,6,0,0.0,0,58,58,9.7,9.7,2.23
Jelani Baker,166014,WR,LIMEST,1,8.3,0,83.3,,0,0,0,0.0,0,0.28,3,1283,0,76.3,65.7,60.0,,59.8,0.0,0,0,16,0.0,0,39,0,51.4,5,94.9,37,74.4,29,140.3,6,2,25.6,10,49,25,5.0,9.8,1.32
Dakohta Sonnichsen,154414,WR,TAYLOR,2,18.8,0,66.7,0.0,0,1,0,20.0,1,0.45,3,402,0,45.4,74.0,67.2,,65.0,0.0,0,0,75,0.0,0,40,0,47.4,4,95.0,38,2.5,1,149.3,6,2,97.5,39,167,100,25.0,41.8,4.39
Ja Thomas,166227,WR,TAYLOR,2,12.2,0,66.7,100.0,1,1,0,0.0,0,0.38,2,402,0,74.9,71.1,69.7,,74.8,6.9,2,0,25,0.0,0,29,0,46.4,4,96.6,28,86.2,25,133.3,6,1,0.0,0,52,9,2.3,13.0,1.86
Tylique Ray,179865,WR,VIRSTA,1,20.2,1,50.0,0.0,0,1,0,0.0,0,0.32,2,1164,0,73.1,75.9,64.1,,62.6,0.0,0,0,35,0.0,0,27,0,44.4,3,100.0,27,100.0,27,77.8,6,0,0.0,0,49,30,10.0,16.3,1.81
John Dietl III,141441,TE,SHORTER,2,6.0,0,83.3,66.7,2,3,0,0.0,0,-0.05,2,396,0,76.3,65.7,62.0,66.9,67.2,67.4,31,0,38,6.5,3,46,0,38.6,5,89.1,41,26.1,12,145.8,6,1,0.0,0,57,21,4.2,11.4,1.39
Ryheem Quinney,166832,WR,LANECOL,1,16.0,1,33.3,100.0,1,1,0,0.0,0,-0.55,1,942,0,70.7,62.9,56.1,,55.6,0.0,0,0,12,0.0,0,34,0,29.4,2,100.0,34,8.8,3,42.4,6,0,91.2,31,15,-1,-0.5,7.5,0.44
Katerian LeGrone,151744,TE,DELTAST,2,4.3,0,83.3,,0,0,0,0.0,0,0.13,3,841,0,76.3,65.7,63.7,66.0,70.2,30.3,10,0,17,3.0,1,33,0,45.2,5,90.9,30,42.4,14,96.5,6,0,15.2,5,43,21,4.2,8.6,1.43
Damir Sourie-Blakely,182453,TE,VA LYNCHBU,4,7.3,2,66.7,,0,0,1,0.0,0,0.07,1,406,0,74.9,65.0,53.4,72.4,71.8,85.7,24,0,46,14.3,4,28,1,35.7,4,85.7,24,7.1,2,100.0,6,0,3.6,1,61,44,11.0,15.3,2.54
Brady Rose,178808,TE,FERRIS,2,3.8,0,66.7,,0,0,0,0.0,0,0.3,3,868,0,74.9,66.5,63.5,,66.6,3.8,1,0,33,0.0,0,26,1,52.0,4,96.2,25,88.5,23,149.3,6,1,0.0,0,76,57,14.3,19.0,3.04
Dominique Latham,182734,HB,LINCOK,7,-0.3,0,100.0,100.0,1,1,0,0.0,0,-0.41,1,1452,0,77.5,74.7,58.4,44.7,62.4,4.2,2,0,14,12.5,6,48,0,22.2,6,79.2,38,18.8,9,84.0,6,0,14.6,7,25,27,4.5,4.2,0.66
Jakobe Quillen,132447,WR,WESTFL,2,5.8,0,66.7,0.0,0,1,0,20.0,1,-0.05,1,1269,0,45.4,65.0,51.1,,51.1,0.0,0,0,8,0.0,0,60,0,37.0,4,90.0,54,81.7,49,73.6,6,0,18.3,11,23,11,2.8,5.8,0.43
Sidiki Kone,180257,HB,AMRINT,1,1.5,1,50.0,0.0,0,1,0,40.0,2,-0.74,2,737,0,21.7,75.6,63.3,78.6,30.7,0.0,0,0,15,36.4,8,22,0,9.5,3,59.1,13,0.0,0,66.7,6,0,4.5,1,33,29,9.7,11.0,2.54
David Hayes,165476,WR,STTMFL,1,20.2,2,66.7,50.0,1,2,0,0.0,0,0.17,4,1477,0,74.9,65.0,72.1,,70.3,0.0,0,0,39,0.0,0,40,0,44.7,4,95.0,38,0.0,0,109.7,6,0,100.0,40,94,29,7.3,23.5,2.47
Mikey Jones,160794,WR,LIMEST,1,14.3,0,66.7,,0,0,0,20.0,1,0.26,3,1283,0,45.4,65.0,64.7,,64.1,0.0,0,0,37,0.0,0,32,0,53.1,4,100.0,32,25.0,8,148.6,6,1,75.0,24,74,11,2.8,18.5,2.31
Peter Osman,179769,WR,SWMINN,1,10.5,2,66.7,,0,0,0,20.0,1,-0.22,1,1108,0,45.9,66.5,55.3,,56.3,4.3,1,0,19,0.0,0,23,0,30.4,4,100.0,23,69.6,16,78.5,6,0,21.7,5,30,10,2.5,7.5,1.3
Nathan Howard,179443,WR,DELTAST,2,4.0,1,66.7,,0,0,0,20.0,1,0.35,4,841,0,45.9,65.0,64.0,,62.4,0.0,0,0,15,0.0,0,37,0,45.7,4,94.6,35,81.1,30,89.6,6,0,18.9,7,46,51,12.8,11.5,1.31
Tre Stewart,160817,HB,LIMEST,1,-0.5,4,100.0,,0,0,0,0.0,0,0.19,4,1283,1,77.5,37.6,75.1,43.3,64.4,0.0,0,0,47,15.0,6,40,0,50.0,6,80.0,32,0.0,0,118.8,6,0,0.0,0,94,97,16.2,15.7,2.94
Jamal Browder,160605,WR,FLMMRL,1,12.2,0,40.0,,0,0,0,0.0,0,-0.35,1,1471,0,70.7,64.6,54.4,,56.9,0.0,0,0,10,0.0,0,20,1,25.0,2,100.0,20,20.0,4,47.9,5,0,80.0,16,15,1,0.5,7.5,0.75
Trevin Edwards,179344,WR,COMESA,1,10.2,1,80.0,100.0,2,2,0,20.0,1,0.44,3,1281,0,45.9,65.0,71.1,,70.8,0.0,0,0,25,0.0,0,29,0,39.3,4,96.6,28,100.0,29,150.4,5,1,0.0,0,53,12,3.0,13.3,1.89
Mathew Quesada,182738,WR,LINCOK,1,4.4,0,80.0,,0,0,0,0.0,0,-0.08,2,1452,0,74.9,65.0,62.7,,62.3,0.0,0,1,14,0.0,0,31,0,40.0,4,96.8,30,9.7,3,53.8,5,0,90.3,28,32,17,4.3,8.0,1.07
