player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Liam Thompson,179999,QB,WABASH,1,83.3,30,32,7.9,2.96,1,3,9.4,68.8,22,0,14,12.0,39,3,0.17,14,1167,22.5,77.1,81.2,56.2,1,1,39,0,53.8,21.4,100.5,7.7,3,3,0,0,2,2,5.1,256,8.0
Polo Solomon,163977,QB,LANECOL,1,58.1,31,32,9.4,2.85,1,1,3.1,46.9,15,0,12,16.7,35,3,-0.47,10,942,69.6,68.7,66.7,63.9,0,3,35,0,31.4,8.3,36.7,2.9,1,2,0,0,1,0,0.0,186,5.8
JJ Lemming,136142,QB,CENT WASH,1,50.0,28,31,10.1,2.43,2,0,0.0,35.5,11,0,13,21.4,34,3,-0.78,3,367,69.6,37.9,38.8,52.8,0,0,35,0,17.6,15.4,44.2,5.9,2,1,0,1,0,1,2.9,90,2.9
Preston Roberts,180955,QB,TUSCUL,1,60.7,28,31,11.5,2.35,1,0,0.0,54.8,17,0,8,0.0,35,0,-0.63,9,1149,29.3,45.7,39.7,68.4,0,4,38,0,40.0,25.0,43.0,5.7,2,1,0,2,1,5,13.2,179,5.8
Jadon Adams,181307,QB,SVANNAH ST,1,71.4,28,30,7.3,2.22,1,1,3.2,53.3,16,0,8,20.0,34,4,-0.12,10,286,70.1,48.6,42.0,70.8,0,0,35,0,41.2,37.5,71.7,8.8,3,1,0,1,0,2,5.7,181,6.0
Dustin Noller,160806,QB,LIMEST,1,88.5,26,29,7.0,2.6,0,0,0.0,75.9,22,0,14,4.3,39,1,0.27,15,1283,33.2,67.5,71.7,52.9,0,0,41,0,51.3,35.7,125.8,12.8,5,5,0,3,2,1,2.4,261,9.0
Jaquan Lynch,165877,QB,BARCOL,1,67.9,28,28,11.8,2.44,0,1,3.6,57.1,16,0,11,15.8,31,3,0.5,12,1473,71.9,78.6,78.2,66.3,0,0,31,0,45.2,9.1,105.5,3.2,1,2,0,0,1,0,0.0,295,10.5
Harold Cook,141434,QB,SHORTER,1,71.4,28,28,4.2,2.8,0,2,6.5,71.4,20,0,9,0.0,33,0,0.08,9,396,69.7,71.9,70.3,64.1,0,0,36,0,39.4,22.2,98.8,6.1,2,3,0,0,1,0,0.0,170,6.1
Tanner Clarkson,179154,QB,BLHLYJ,1,75.0,28,28,9.1,2.89,0,2,6.7,67.9,19,0,21,9.5,40,2,0.02,14,1227,37.9,61.7,67.6,49.0,0,1,43,0,50.0,33.3,115.5,17.5,7,5,0,0,2,1,2.3,322,11.5
Derrach West,168040,QB,MHMRTI,1,63.0,27,28,10.7,2.43,0,1,3.6,39.3,11,0,11,35.3,32,6,0.0,7,999,68.9,69.8,63.8,73.7,0,1,32,0,25.0,18.2,40.0,6.3,2,2,0,1,0,1,3.1,135,4.8
Cephas Williams,180309,QB,AMRINT,1,54.2,24,26,10.3,2.73,0,0,0.0,34.6,9,0,20,30.8,34,4,-0.85,4,737,31.9,44.9,38.9,65.5,0,0,36,0,8.8,25.0,43.4,14.7,5,3,1,1,0,2,5.6,65,2.5
Malakai Taylor,181086,QB,PSTEAG,1,83.3,24,25,7.4,2.33,0,4,14.8,76.0,19,0,12,5.0,30,1,-0.05,11,1476,41.6,71.5,84.4,49.1,1,1,32,0,46.7,16.7,129.0,6.7,2,2,0,0,3,1,3.1,244,9.8
Langston Stewart,182456,QB,VA LYNCHBU,5,33.3,24,25,10.9,2.54,1,0,0.0,28.0,7,0,22,12.5,38,1,-0.93,4,406,11.7,24.0,23.0,57.3,0,1,40,0,18.4,45.5,22.9,26.3,10,3,0,0,0,9,22.5,55,2.2
Amir Jenkins,150757,QB,BOWIE ST,1,72.0,25,25,7.8,2.74,0,2,8.0,72.0,18,0,11,0.0,34,0,0.1,9,365,69.5,67.0,76.3,48.4,0,0,34,1,41.2,45.5,102.9,14.7,5,4,0,0,0,0,0.0,245,9.8
Tucker Melton,130376,QB,W ALABAMA,1,45.5,22,24,8.8,2.52,0,0,0.0,41.7,10,0,10,0.0,25,0,-0.82,2,408,68.2,37.8,37.3,,0,1,30,0,16.7,10.0,31.9,4.0,1,0,0,2,0,1,4.0,49,2.0
Gannon Winker,152435,QB,W OREGON,1,60.9,23,23,6.4,2.07,0,0,0.0,52.2,12,0,8,14.3,23,2,-1.06,2,411,68.9,36.1,33.8,56.2,0,3,25,0,30.4,0.0,18.5,0.0,0,0,0,0,0,2,8.0,67,2.9
Daylin Lee,181122,QB,WSRAMS,1,68.2,22,23,14.6,2.79,0,3,12.0,60.9,14,0,5,6.7,27,1,0.3,10,1206,29.1,84.3,84.4,63.5,0,0,29,0,44.4,40.0,102.8,7.4,2,2,0,1,1,1,3.4,196,8.5
Seth Morgan,103954,QB,SHPHRD,1,85.7,21,21,9.5,2.36,0,2,9.5,85.7,18,0,1,0.0,22,0,0.79,13,1095,68.0,88.8,86.6,65.6,0,1,22,0,81.8,0.0,138.5,0.0,0,1,0,0,4,1,4.5,296,14.1
Keely Watson,165483,QB,STTMFL,1,63.2,19,20,12.1,2.32,0,0,0.0,45.0,9,0,6,25.0,20,3,0.12,6,1477,67.9,59.1,58.7,59.6,0,1,21,0,40.0,0.0,50.6,0.0,0,0,0,1,0,1,4.8,153,7.7
Romelo Williams,78489,QB,VIRSTA,1,76.5,17,18,14.9,2.94,0,2,10.5,66.7,12,0,10,7.7,25,1,0.34,9,1164,18.5,78.9,90.8,50.0,0,0,26,1,48.0,20.0,104.4,8.0,2,5,0,1,1,0,0.0,122,6.8
Marcus Martin,179753,QB,SWMINN,1,76.5,17,17,15.2,3.36,0,0,0.0,58.8,10,0,12,23.1,28,3,-0.17,7,1108,33.4,59.7,67.5,54.4,0,0,29,1,35.7,25.0,112.6,10.7,3,8,0,0,1,1,3.4,171,10.1
Jimmy Inman,182731,QB,LINCOK,3,56.3,16,17,4.8,3.2,0,0,0.0,52.9,9,0,13,0.0,28,0,-0.52,4,1452,47.0,39.8,29.9,57.0,0,1,28,1,28.6,23.1,34.2,10.7,3,8,0,1,0,3,10.7,41,2.4
Ty'Quan Wiggins,165471,QB,STTMFL,1,76.5,17,17,8.8,2.74,0,2,11.1,70.6,12,0,4,7.7,19,1,0.31,9,1477,69.7,80.8,72.1,75.9,0,0,20,0,52.6,0.0,102.8,0.0,0,2,0,0,0,1,5.0,171,10.1
Zane Whitson,180481,QB,CARSON,1,53.8,13,16,6.6,2.59,1,0,0.0,31.3,5,0,8,28.6,18,2,-0.55,2,799,66.8,55.0,58.5,52.6,0,0,18,0,22.2,0.0,40.6,0.0,0,2,0,2,0,0,0.0,44,2.8
Cedquan Smith,181299,QB,FLMMRL,1,28.6,14,16,14.6,3.15,1,2,12.5,25.0,4,0,12,0.0,20,0,-0.41,5,1471,24.7,29.3,26.8,68.4,0,1,20,0,30.0,16.7,44.0,10.0,2,2,0,1,1,4,20.0,85,5.3
Leslie Richardson,179403,QB,COMESA,1,73.3,15,15,12.7,2.86,0,2,13.3,53.3,8,0,9,27.3,19,3,0.12,4,1281,25.4,55.8,68.1,37.9,0,0,19,0,36.8,33.3,112.6,15.8,3,1,0,0,1,0,0.0,158,10.5
Gavin Herberg,179352,QB,COMESA,1,66.7,15,15,15.5,2.49,0,1,6.3,53.3,8,0,10,20.0,16,2,0.42,6,1281,68.2,75.8,70.0,72.8,0,1,17,0,43.8,10.0,105.8,6.3,1,0,0,0,2,0,0.0,171,11.4
Jacob Leair,181686,QB,WISCSP,1,69.2,13,13,5.0,3.45,0,0,0.0,61.5,8,0,7,11.1,17,1,-0.69,2,1212,68.3,59.1,48.1,73.5,0,0,18,0,17.6,42.9,65.9,17.6,3,1,0,0,0,0,0.0,20,1.5
Jaylen Myers,63569,QB,CARSON,1,60.0,10,12,12.7,2.9,0,0,0.0,41.7,5,0,7,16.7,13,1,-0.14,4,799,67.1,71.4,73.1,57.7,0,1,14,0,30.8,14.3,31.6,7.7,1,0,0,2,0,1,7.1,85,7.1
Nico Cleaves,182849,QB,VA LYNCHBU,3,41.7,12,12,8.1,3.65,0,0,0.0,33.3,4,0,16,20.0,23,1,-0.62,3,406,22.6,38.1,29.3,55.1,0,2,24,0,21.7,25.0,7.6,17.4,4,7,0,0,0,2,8.3,50,4.2
Oscar Ozuna,180602,QB,NAUSTA,2,81.8,11,11,-0.7,1.96,0,0,0.0,81.8,9,0,4,0.0,13,0,-1.23,1,1453,67.8,49.3,53.6,57.9,0,1,13,1,15.4,50.0,41.3,15.4,2,0,0,0,0,1,7.7,18,1.6
Antoine Williams,166643,QB,FLMMRL,1,81.8,11,11,7.7,2.66,0,1,8.3,81.8,9,0,7,0.0,12,0,0.31,6,1471,67.0,54.7,53.8,58.5,0,1,13,0,41.7,14.3,63.3,8.3,1,0,0,0,0,2,15.4,91,8.3
Charlie Smith,181723,QB,WISCSP,1,60.0,10,10,5.2,2.79,0,0,0.0,50.0,5,0,2,16.7,11,1,-0.59,0,1212,66.7,45.8,52.0,50.0,0,0,11,0,9.1,0.0,56.3,0.0,0,1,0,0,0,0,0.0,26,2.6
Carson Gulker,178746,QB,FERRIS,2,70.0,10,10,17.6,2.95,0,2,20.0,70.0,7,0,5,0.0,11,0,0.19,4,868,75.7,85.8,86.1,70.3,0,0,11,0,45.5,20.0,142.5,9.1,1,0,0,0,1,0,0.0,117,11.7
Cameron Davis,187735,QB,MISS COL,1,66.7,9,9,10.1,1.93,0,0,0.0,44.4,4,0,1,33.3,9,2,-0.16,2,990,66.3,53.5,53.7,59.7,0,0,9,0,33.3,0.0,53.5,0.0,0,0,0,0,0,0,0.0,31,3.4
Jacob Dennie,180030,QB,WEBINT,1,77.8,9,9,11.9,2.96,0,1,11.1,55.6,5,0,6,28.6,14,2,-0.47,2,1246,10.3,47.1,55.8,46.3,0,0,14,0,35.7,50.0,69.7,21.4,3,2,0,0,0,1,7.1,46,5.1
Trent Grotjan,180045,QB,WEBINT,1,57.1,7,9,6.7,1.94,2,0,0.0,44.4,4,0,3,0.0,9,0,0.1,2,1246,69.1,54.2,48.3,63.1,0,0,9,0,44.4,0.0,109.0,0.0,0,0,0,0,1,0,0.0,71,7.9
Damon Mapp,182187,QB,ARKBC,1,50.0,8,8,4.9,1.99,0,0,0.0,37.5,3,0,4,25.0,8,1,-0.32,2,1515,69.8,61.2,64.1,56.8,0,1,8,0,25.0,0.0,15.1,0.0,0,0,0,0,0,0,0.0,41,5.1
Stephen Schreiter,181715,QB,WISCSP,1,71.4,7,7,7.1,3.5,0,0,0.0,71.4,5,0,3,0.0,7,0,1.19,2,1212,64.9,72.4,71.9,,0,0,8,0,57.1,0.0,132.1,0.0,0,0,0,0,1,0,0.0,52,7.4
Michael Rich Jr.,151234,QB,WESTFL,1,42.9,7,7,6.6,2.19,0,0,0.0,42.9,3,0,4,0.0,9,0,-0.11,2,1269,68.3,59.8,54.1,64.5,0,0,9,0,33.3,25.0,51.5,11.1,1,1,0,0,0,0,0.0,23,3.3
Trinidad Chambliss,178723,QB,FERRIS,1,57.1,7,7,17.9,2.63,0,2,28.6,42.9,3,0,1,25.0,7,1,0.88,3,868,72.1,91.8,85.0,79.7,0,0,7,0,42.9,0.0,125.0,0.0,0,0,0,0,2,0,0.0,80,11.4
Cal Endicott,187666,QB,LIMEST,1,66.7,6,7,10.3,3.4,0,1,14.3,57.1,4,0,4,0.0,7,0,0.33,3,1283,64.6,54.4,54.4,,0,1,7,0,57.1,0.0,94.3,0.0,0,0,0,1,1,1,14.3,75,10.7
Kory Barnes,182837,WR,LINCOK,4,20.0,5,6,6.4,2.56,1,0,0.0,16.7,1,0,4,0.0,9,0,-1.6,0,1452,18.2,29.2,25.2,58.2,0,1,9,0,11.1,50.0,0.0,22.2,2,0,0,0,0,2,22.2,10,1.7
Semaj Peele,182188,QB,ARKBC,1,20.0,5,5,13.8,2.43,0,0,0.0,20.0,1,0,3,0.0,6,0,-0.83,1,1515,17.1,27.6,35.9,36.7,0,0,6,0,0.0,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Tametrius Pogue,181032,QB,LANECOL,1,75.0,4,5,12.5,2.5,0,0,0.0,60.0,3,0,1,0.0,5,0,-0.14,2,942,65.9,24.1,23.7,58.2,1,0,7,0,40.0,0.0,79.6,0.0,0,0,0,0,0,2,28.6,33,6.6
Brandon Cannella,182757,CB,LINCOK,2,40.0,5,5,12.4,2.37,0,0,0.0,20.0,1,0,1,50.0,7,1,-1.1,0,1452,65.9,41.3,45.7,59.8,0,0,7,1,0.0,100.0,39.6,14.3,1,0,0,0,0,1,14.3,3,0.6
Jordan Davis,179823,QB,VIRSTA,1,80.0,5,5,6.4,2.47,0,0,0.0,80.0,4,0,2,0.0,6,0,0.05,2,1164,65.7,62.2,61.6,60.0,0,0,6,0,33.3,50.0,107.5,16.7,1,0,0,0,0,0,0.0,49,9.8
Isaac Bernard,179471,QB,EDNBFS,1,100.0,3,5,3.0,2.73,0,0,0.0,60.0,3,0,5,0.0,7,0,-0.58,2,860,64.6,56.5,55.7,,0,0,7,0,28.6,40.0,77.9,28.6,2,0,0,2,0,0,0.0,31,6.2
Jackson Abbott,187963,QB,W ALABAMA,1,100.0,4,4,8.0,3.15,0,0,0.0,50.0,2,0,0,50.0,4,2,-0.44,1,408,63.3,80.8,80.2,,0,0,4,0,25.0,,62.5,0.0,0,0,0,0,0,0,0.0,18,4.5
Spencer Arceneaux,144992,QB,W ALABAMA,1,50.0,4,4,14.8,2.9,0,0,0.0,50.0,2,0,2,0.0,7,0,-1.82,3,408,15.1,56.3,47.1,65.3,0,0,7,0,42.9,100.0,95.8,28.6,2,1,0,0,0,1,14.3,50,12.5
Blake Birchler,180018,QB,WEBINT,1,0.0,3,3,8.3,2.18,0,0,0.0,0.0,0,0,2,,4,0,-1.75,0,1246,63.3,23.4,23.6,,0,1,4,0,0.0,50.0,0.0,25.0,1,0,0,0,0,2,50.0,0,0.0
Lamonte Kelly,182190,QB,ARKBC,1,100.0,3,3,4.0,2.61,0,0,0.0,66.7,2,0,5,33.3,7,1,-1.92,0,1515,16.4,32.8,29.8,59.7,0,0,7,0,14.3,80.0,70.1,57.1,4,0,0,0,0,1,14.3,7,2.3
Kennedy McGill,179285,QB,CENT WASH,1,66.7,3,3,12.0,2.63,0,0,0.0,66.7,2,0,2,0.0,4,0,0.96,2,367,74.1,66.6,53.6,67.1,0,0,4,0,50.0,0.0,109.7,0.0,0,1,0,0,0,0,0.0,63,21.0
Darius Holly,181544,QB,STANKN,1,50.0,2,2,10.5,2.54,0,0,0.0,50.0,1,0,5,0.0,5,0,-1.36,0,1455,8.6,35.2,52.0,39.8,0,0,6,0,20.0,40.0,56.3,40.0,2,1,0,0,0,0,0.0,3,1.5
Christian Burks,181322,QB,SVANNAH ST,1,100.0,2,2,2.0,1.8,0,0,0.0,100.0,2,0,0,0.0,2,0,-0.73,0,286,61.8,62.0,61.7,,0,0,2,0,50.0,,85.4,0.0,0,0,0,0,0,0,0.0,9,4.5
Walker Martinez,180436,QB,CARSON,1,0.0,2,2,28.0,2.85,0,0,0.0,0.0,0,0,2,,2,0,-1.08,0,799,61.8,57.0,56.4,,0,0,2,0,0.0,0.0,39.6,0.0,0,0,0,0,0,1,50.0,0,0.0
John Henry White,161021,QB,MISS COL,1,0.0,1,2,29.0,3.0,0,0,0.0,0.0,0,0,1,,2,0,-1.19,0,990,34.9,76.7,56.4,72.2,0,0,2,0,0.0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Jordan McCarty,180205,QB,W OREGON,1,100.0,2,2,15.0,2.85,0,0,0.0,100.0,2,0,1,0.0,2,0,1.63,2,411,71.8,81.3,77.4,69.0,0,0,2,0,100.0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,40,20.0
Zach Matlock,82092,WR,CENT WASH,1,100.0,1,1,24.0,3.2,0,0,0.0,100.0,1,0,0,0.0,1,0,3.54,1,367,63.7,56.3,76.2,59.6,0,0,1,0,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,51,51.0
Kameron Johnson,165866,WR,BARCOL,1,0.0,1,1,5.0,3.8,0,0,0.0,0.0,0,0,0,,1,0,-0.64,0,1473,73.1,66.8,57.7,63.0,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Dominique Latham,182734,HB,LINCOK,1,0.0,1,1,21.0,3.3,0,0,0.0,0.0,0,0,1,,1,0,-1.82,0,1452,74.7,58.4,51.9,59.7,0,0,1,0,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Ryan Nettles,102339,QB,TUSKEGEE,1,0.0,1,1,5.0,2.1,0,0,0.0,0.0,0,0,1,,2,0,-2.51,0,405,61.8,51.5,50.9,,0,0,2,0,0.0,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Blake White,180008,QB,WABASH,1,100.0,1,1,11.0,2.7,0,0,0.0,100.0,1,0,0,0.0,1,0,4.59,1,1167,60.3,70.7,75.4,,0,0,1,0,100.0,,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0
Stephen Ellis,154372,WR,TAYLOR,1,100.0,1,1,24.0,4.65,0,0,0.0,100.0,1,0,1,0.0,2,0,1.87,1,402,70.8,62.0,76.2,61.0,0,0,2,0,50.0,0.0,158.3,0.0,0,1,0,0,1,0,0.0,75,75.0
Jacob Riddle,179975,WR,WABASH,1,100.0,1,1,15.0,0.8,0,0,0.0,100.0,1,0,0,0.0,1,0,2.38,1,1167,63.7,62.5,73.1,,0,0,1,0,100.0,,143.8,0.0,0,0,0,0,1,0,0.0,9,9.0
Cooper Mumford,179388,T,COMESA,1,100.0,1,1,4.0,5.6,0,0,0.0,100.0,1,0,0,0.0,1,0,3.59,1,1281,60.3,68.2,55.3,,0,0,1,0,100.0,,143.8,0.0,0,0,0,0,1,0,0.0,9,9.0
Griffin Williams,180614,QB,NAUSTA,1,100.0,1,1,-4.0,0.7,0,0,0.0,100.0,1,0,0,0.0,1,0,-1.11,0,1453,60.3,62.6,60.4,,0,0,1,0,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0
Caden Leggett,78151,WR,WESTFL,1,,0,1,,3.0,0,0,0.0,0.0,0,0,1,,1,0,-2.12,0,1269,66.4,58.5,60.0,,0,0,1,3,0.0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
