player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Micah Gantt,196950,WR,VA LYNCHBU,6,17.5,0,61.5,66.7,2,3,1,0.0,0,-0.28,3,406,0,79.3,67.1,52.1,,54.9,0.0,0,1,37,0.0,0,127,3,26.0,8,96.9,123,2.4,3,80.0,13,1,97.6,124,103,23,2.9,12.9,0.84
Rodshaun Dorsey,193978,WR,ERSKIN,1,10.8,2,58.3,100.0,1,1,0,12.5,1,-0.24,4,1526,0,56.4,66.7,66.4,,67.6,0.0,0,0,20,0.0,0,40,1,35.9,7,97.5,39,0.0,0,114.2,12,2,100.0,40,69,18,2.6,9.9,1.77
Keonta Nixon,78191,WR,RU,1,14.3,1,66.7,100.0,1,1,0,0.0,0,0.02,6,1529,0,79.3,67.1,85.0,,85.7,0.0,0,0,97,0.0,0,37,1,36.4,8,89.2,33,40.5,15,137.5,12,1,59.5,22,209,91,11.4,26.1,6.33
TJ Chukwurah,179153,WR,BLHLYJ,1,9.7,0,41.7,100.0,2,2,0,0.0,0,-0.53,3,1227,0,76.3,65.7,67.0,,66.7,0.0,0,0,18,0.0,0,36,0,22.9,5,97.2,35,16.7,6,81.3,12,1,83.3,30,48,14,2.8,9.6,1.37
Brenden Hodge,70485,WR,W OREGON,2,10.5,5,63.6,50.0,1,2,0,12.5,1,0.04,4,411,0,56.4,66.7,59.8,,62.1,0.0,0,0,47,0.0,0,59,0,36.2,7,98.3,58,98.3,58,87.7,11,0,1.7,1,86,52,7.4,12.3,1.48
Nelson Tensley,196984,WR,VA LYNCHBU,6,16.8,0,27.3,25.0,1,4,0,25.0,1,-0.27,1,406,0,39.5,64.1,51.3,,52.3,0.0,0,0,38,0.0,0,77,1,26.4,3,93.5,72,22.1,17,46.4,11,0,77.9,60,51,1,0.3,17.0,0.71
Armone Harris,195287,WR,CLARK ATL,1,13.8,0,54.5,100.0,2,2,0,14.3,1,0.29,6,369,0,53.4,66.4,67.1,,68.2,0.0,0,0,28,0.0,0,62,2,50.0,6,95.2,59,58.1,36,122.7,11,3,41.9,26,94,13,2.2,15.7,1.59
Gabriel Garmon,196792,WR,TUSKEGEE,2,15.1,0,72.7,100.0,1,1,0,0.0,0,-0.05,6,405,0,79.3,68.2,77.9,,79.2,0.0,0,1,46,0.0,0,49,0,41.7,8,98.0,48,14.3,7,76.9,11,0,85.7,42,150,49,6.1,18.8,3.13
Teagan Brown,179475,WR,EDNBFS,1,8.4,1,80.0,100.0,2,2,0,0.0,0,0.01,4,860,0,80.1,68.5,75.1,,75.9,0.0,0,1,29,0.0,0,34,0,41.9,8,91.2,31,64.7,22,93.8,10,1,35.3,12,80,40,5.0,10.0,2.58
Darius Morrison,143741,WR,CENT WASH,1,10.4,0,50.0,33.3,1,3,0,16.7,1,-0.35,2,367,0,49.8,65.7,57.7,,57.4,0.0,0,0,11,0.0,0,39,0,37.1,5,89.7,35,7.7,3,58.3,10,0,92.3,36,35,11,2.2,7.0,1.0
Tre' Holloway,196317,WR,WHU,1,14.6,1,60.0,0.0,0,3,0,0.0,0,0.0,6,1525,0,77.5,71.0,88.1,,86.8,0.0,0,0,52,0.0,0,23,0,47.8,6,100.0,23,56.5,13,143.8,10,2,43.5,10,125,63,10.5,20.8,5.43
Isaac Smith,161473,WR,INWSLY,1,11.1,2,60.0,33.3,1,3,0,0.0,0,-0.07,6,1451,0,77.5,66.2,74.1,,73.2,0.0,0,1,31,0.0,0,41,0,37.5,6,97.6,40,29.3,12,48.3,10,0,70.7,29,86,25,4.2,14.3,2.15
Reggie Brigman,182393,WR,TUSKEGEE,2,8.6,0,50.0,50.0,1,2,0,28.6,2,-0.33,3,405,0,29.1,67.0,55.4,,53.7,0.0,0,1,21,0.0,0,72,0,37.7,5,95.8,69,11.1,8,30.8,10,0,88.9,64,64,30,6.0,12.8,0.93
Amari Derby,196915,WR,LINCOK,3,15.1,0,66.7,0.0,0,1,0,0.0,0,-0.06,5,1452,0,77.5,66.2,71.7,,71.8,0.0,0,1,29,0.0,0,48,0,36.4,6,91.7,44,2.1,1,65.3,9,0,97.9,47,102,25,4.2,17.0,2.32
Franck Pierre,193727,WR,MILES,1,14.9,1,44.4,0.0,0,2,0,20.0,1,-0.52,3,386,0,45.4,65.0,65.7,,65.3,0.0,0,1,29,0.0,0,26,0,26.9,4,100.0,26,0.0,0,25.9,9,0,100.0,26,57,33,8.3,14.3,2.19
Jacob Newman,196968,HB,VA LYNCHBU,6,-2.2,0,66.7,,0,0,0,0.0,0,-0.39,0,406,0,77.5,84.8,66.2,90.1,56.6,0.0,0,1,7,67.0,128,191,1,24.6,6,31.4,60,4.7,9,30.6,9,0,0.0,0,8,23,3.8,1.3,0.13
Ajani Williams,178890,WR,MHMRTI,1,16.4,0,66.7,50.0,1,2,0,14.3,1,-0.13,3,999,0,53.8,21.3,68.6,,67.8,0.0,0,0,23,0.0,0,33,0,30.3,6,100.0,33,0.0,0,131.5,9,2,100.0,33,74,8,1.3,12.3,2.24
Demarea Johnson-Cooper,172810,WR,RU,1,8.3,1,50.0,0.0,0,1,0,20.0,1,0.01,1,1529,0,45.4,65.0,56.9,,56.9,0.0,0,0,13,0.0,0,40,0,35.1,4,92.5,37,15.0,6,58.3,8,0,85.0,34,28,12,3.0,7.0,0.76
Anthony Evelyn,166807,WR,LANECOL,1,12.9,1,25.0,0.0,0,1,0,0.0,0,-0.97,0,942,0,70.7,69.9,56.2,62.1,53.5,0.0,0,2,2,3.2,1,31,0,10.0,2,93.5,29,38.7,12,0.0,8,0,61.3,19,2,11,5.5,1.0,0.07
David Martin,195301,HB,CLARK ATL,1,5.8,0,100.0,100.0,2,2,0,0.0,0,0.42,5,369,0,79.3,72.7,75.7,77.3,72.1,0.0,0,0,22,15.0,6,40,0,59.0,8,82.5,33,45.0,18,151.6,8,1,0.0,0,87,42,5.3,10.9,2.64
Justin Stith,182920,WR,TUSKEGEE,2,11.5,0,50.0,50.0,1,2,0,33.3,2,-0.18,1,405,0,25.7,75.1,46.5,,46.9,0.0,0,0,11,0.0,0,44,0,38.1,4,95.5,42,75.0,33,56.3,8,0,25.0,11,23,6,1.5,5.8,0.55
Quintravious Teasley,195740,WR,POINTVILLE,1,5.5,1,37.5,50.0,1,2,0,25.0,1,-0.22,2,393,0,39.5,64.1,56.0,,56.3,0.0,0,0,17,0.0,0,39,0,28.6,3,89.7,35,94.9,37,90.1,8,1,5.1,2,33,12,4.0,11.0,0.94
Kobe Christian,195156,TE,CATAWB,1,5.3,0,85.7,,0,0,0,0.0,0,0.03,3,802,1,78.5,16.5,63.8,68.8,72.9,88.6,31,0,12,14.3,5,35,1,46.9,6,77.1,27,11.4,4,85.1,7,0,0.0,0,31,17,2.8,5.2,1.15
Darius Maxwell,182733,WR,LINCOK,1,6.3,0,42.9,,0,0,0,25.0,1,-0.31,1,1452,0,39.5,64.1,52.8,,50.3,0.0,0,0,38,0.0,0,15,0,21.4,3,93.3,14,53.3,8,100.6,7,1,40.0,6,39,10,3.3,13.0,2.79
Caden Currie,151418,WR,INWSLY,1,0.9,0,71.4,0.0,0,1,0,16.7,1,0.17,1,1451,0,49.8,65.7,53.4,,53.8,0.0,0,0,9,0.0,0,17,0,41.2,5,100.0,17,11.8,2,77.7,7,0,88.2,15,27,27,5.4,5.4,1.59
Jamie Hampton,194772,WR,FRTVLY,1,6.3,0,57.1,,0,0,0,20.0,1,-0.7,2,874,0,50.3,65.7,68.3,,68.0,0.0,0,0,21,0.0,0,33,0,16.7,4,90.9,30,90.9,30,71.7,7,0,9.1,3,37,30,7.5,9.3,1.23
RJ Vick,194627,WR,VIRUNI,1,24.7,0,42.9,0.0,0,2,0,0.0,0,0.31,3,1165,0,73.1,64.1,90.8,,90.8,0.0,0,1,57,0.0,0,14,0,38.5,3,92.9,13,14.3,2,89.9,7,1,85.7,12,132,30,10.0,44.0,10.15
Marquell Brown,193958,WR,ERSKIN,1,1.7,0,57.1,0.0,0,2,0,0.0,0,-0.22,1,1526,0,74.9,71.1,55.0,,55.0,0.0,0,0,11,0.0,0,42,0,36.6,4,97.6,41,100.0,42,62.2,7,0,0.0,0,16,23,5.8,4.0,0.39
Clay Pender,194054,WR,ERSKIN,1,6.7,0,57.1,0.0,0,1,0,20.0,1,-0.39,1,1526,0,45.9,65.0,60.4,,60.2,0.0,0,1,12,0.0,0,22,0,28.6,4,95.5,21,100.0,22,35.1,7,0,0.0,0,42,10,2.5,10.5,2.0
Payton Allen,152692,WR,POINTVILLE,1,17.4,0,42.9,0.0,0,1,0,25.0,1,-0.15,1,393,0,39.5,64.1,51.7,,55.9,0.0,0,0,18,0.0,0,43,2,30.8,3,90.7,39,16.3,7,58.0,7,0,83.7,36,34,5,1.7,11.3,0.87
Nick Marien,152720,TE,POINTVILLE,1,7.9,0,57.1,,0,0,0,20.0,1,-0.16,1,393,0,49.8,65.7,54.1,67.5,55.4,60.9,28,0,17,6.5,3,46,0,30.0,4,80.4,37,39.1,18,107.1,7,1,0.0,0,30,10,2.5,7.5,0.81
Dorien Goddard,99698,TE,UVAWIS,1,3.4,1,42.9,0.0,0,1,0,0.0,0,-0.8,0,1320,0,73.1,64.1,50.5,64.4,54.6,18.5,5,0,3,3.7,1,27,1,11.5,3,92.6,25,81.5,22,50.3,7,0,0.0,0,5,7,2.3,1.7,0.2
Montavious Brini,104045,TE,WV WESLEY,1,-0.1,0,57.1,,0,0,0,33.3,2,-0.69,1,409,0,25.7,65.0,47.1,70.9,43.9,92.9,13,0,10,14.3,2,14,0,7.1,4,85.7,12,0.0,0,62.2,7,0,0.0,0,20,22,5.5,5.0,1.67
Darion Jones,196563,WR,BSU,1,10.4,0,28.6,,0,0,0,33.3,1,-1.0,1,1531,0,31.6,70.0,48.7,,48.4,0.0,0,0,10,0.0,0,32,0,25.8,2,96.9,31,81.3,26,39.6,7,0,18.8,6,17,7,3.5,8.5,0.55
Mikai Johnson,196561,WR,BSU,1,24.6,0,14.3,,0,0,0,0.0,0,-0.94,1,1531,0,66.7,61.0,53.3,,55.1,0.0,0,1,30,0.0,0,33,0,28.1,1,97.0,32,93.9,31,5.4,7,0,6.1,2,30,1,1.0,30.0,0.94
Kamrin Brunson,167980,WR,MHMRTI,1,16.0,0,57.1,100.0,2,2,0,0.0,0,0.01,2,999,0,74.9,65.0,66.1,,65.5,0.0,0,0,27,0.0,0,34,0,32.4,4,100.0,34,100.0,34,128.6,7,1,0.0,0,66,0,0.0,16.5,1.94
Johnny Morris,168550,HB,TUSKEGEE,2,4.4,3,42.9,,0,0,0,25.0,1,-0.38,1,405,0,39.5,78.6,73.7,80.2,49.5,0.0,0,0,18,15.8,6,38,0,38.9,3,76.3,29,2.6,1,53.9,7,0,0.0,0,27,21,7.0,9.0,0.93
Derrell Hairston,168846,WR,VA LYNCHBU,4,7.0,1,85.7,100.0,1,1,0,14.3,1,-0.35,3,406,0,53.4,66.2,63.0,,60.5,0.0,0,0,23,0.0,0,56,1,25.5,6,98.2,55,14.3,8,94.6,7,0,85.7,48,47,14,2.3,7.8,0.85
Chris Charles,141374,WR,WHU,1,12.5,0,33.3,50.0,1,2,0,33.3,1,-0.15,0,1525,1,32.3,9.0,48.0,,47.7,0.0,0,0,21,0.0,0,38,0,43.2,2,97.4,37,0.0,0,47.9,6,0,100.0,38,26,12,6.0,13.0,0.7
Kade Hustler,152376,TE,W OREGON,2,12.5,0,50.0,,0,0,0,0.0,0,-0.36,1,411,0,73.1,64.1,58.6,53.6,57.4,87.0,40,0,28,26.1,12,46,0,23.8,3,65.2,30,13.0,6,68.8,6,0,0.0,0,36,7,2.3,12.0,1.2
Dejon Winburn,196699,WR,KYCRST,1,3.2,1,83.3,,0,0,0,0.0,0,-0.59,2,1474,0,76.3,69.8,60.6,,65.7,0.0,0,0,16,0.0,0,22,2,22.7,5,100.0,22,100.0,22,127.8,6,1,0.0,0,31,21,4.2,6.2,1.41
Jermawn Ford,196306,WR,WHU,1,9.3,0,33.3,0.0,0,1,0,33.3,1,-0.42,1,1525,0,31.6,62.9,51.9,,55.4,0.0,0,0,10,0.0,0,14,1,38.5,2,92.9,13,0.0,0,42.4,6,0,100.0,14,17,0,0.0,8.5,1.31
Myles Dillon,110616,WR,WSRAMS,1,6.3,0,50.0,,0,0,0,0.0,0,0.06,2,1206,0,73.1,64.1,63.1,,62.5,3.7,1,0,13,0.0,0,27,0,45.8,3,88.9,24,92.6,25,56.9,6,0,3.7,1,19,4,1.3,6.3,0.79
Naahzeikiel Mays,179636,HB,N GREENVLE,1,1.5,0,33.3,,0,0,0,50.0,2,-0.51,0,390,0,17.0,72.1,47.3,74.6,29.2,0.0,0,0,9,16.7,3,18,0,25.0,2,77.8,14,5.6,1,42.4,6,0,0.0,0,9,9,4.5,4.5,0.64
DJ Powell,154472,WR,UVAWIS,1,4.8,2,50.0,50.0,1,2,0,25.0,1,-0.8,2,1320,0,39.5,64.1,59.7,,59.2,0.0,0,1,21,0.0,0,25,0,12.5,3,96.0,24,12.0,3,36.8,6,0,88.0,22,47,27,9.0,15.7,1.96
Wesley Jones Jr.,195712,WR,POINTVILLE,1,10.3,0,66.7,100.0,1,1,0,0.0,0,-0.19,2,393,0,74.9,65.0,58.1,,60.1,7.9,3,0,16,0.0,0,38,1,32.4,4,89.5,34,0.0,0,89.6,6,0,92.1,35,46,5,1.3,11.5,1.35
Malik Hunter,179841,WR,VIRSTA,1,9.3,0,100.0,,0,0,0,0.0,0,0.09,4,1164,0,77.5,66.2,72.5,,72.0,0.0,0,0,25,0.0,0,30,0,37.9,6,96.7,29,66.7,20,118.8,6,0,33.3,10,75,19,3.2,12.5,2.59
Evens Valcourt Jr.,153189,WR,WARNER,1,5.5,0,50.0,0.0,0,1,0,0.0,0,-0.55,1,407,0,74.9,66.5,55.9,,57.3,0.0,0,0,7,0.0,0,35,1,18.8,3,91.4,32,85.7,30,56.3,6,0,14.3,5,11,11,3.7,3.7,0.34
Jaylin Linder,179067,WR,CATAWB,1,16.5,0,50.0,50.0,1,2,0,25.0,1,-0.41,2,802,0,39.5,64.1,54.9,,56.5,0.0,0,1,17,0.0,0,32,0,40.0,3,93.8,30,3.1,1,26.4,6,0,96.9,31,32,7,2.3,10.7,1.07
Ronnie West,195324,WR,CLARK ATL,1,17.2,0,60.0,0.0,0,1,0,0.0,0,0.35,1,369,0,73.1,64.1,56.1,,56.2,0.0,0,0,37,0.0,0,56,0,49.1,3,94.6,53,17.9,10,85.4,5,0,82.1,46,40,6,2.0,13.3,0.75
Jaquel Fells Jr.,154555,WR,MILES,1,5.0,1,80.0,,0,0,0,20.0,1,-0.79,0,386,0,45.4,72.8,49.8,,50.3,0.0,0,0,8,0.0,0,28,0,21.4,4,100.0,28,96.4,27,79.2,5,0,3.6,1,11,8,2.0,2.8,0.39
Brogan Korta,154700,WR,MHMRTI,1,14.6,0,20.0,0.0,0,2,1,50.0,1,-0.12,1,999,0,24.5,63.6,52.0,,54.9,0.0,0,0,22,0.0,0,40,1,30.0,1,100.0,40,2.5,1,45.4,5,0,97.5,39,22,0,0.0,22.0,0.55
Atavian Ray,182182,WR,ARKBC,1,16.4,1,20.0,,0,0,0,0.0,0,-0.76,0,1515,0,66.7,70.5,52.9,,54.7,0.0,0,1,3,0.0,0,14,0,23.1,1,92.9,13,35.7,5,0.0,5,0,57.1,8,3,9,9.0,3.0,0.23
Sammy Feaster,151944,TE,LOUCHR,1,3.0,0,80.0,50.0,1,2,0,0.0,0,0.04,2,958,0,74.9,65.0,88.9,67.1,91.9,81.8,9,0,21,9.1,1,11,0,63.6,4,90.9,10,18.2,2,110.8,5,0,0.0,0,53,38,9.5,13.3,5.3
Derell Simmons,196687,WR,KYCRST,1,13.0,0,40.0,,0,0,0,0.0,0,-0.46,1,1474,0,70.7,62.9,63.1,,62.5,0.0,0,2,24,0.0,0,24,0,25.0,2,100.0,24,4.2,1,17.5,5,0,95.8,23,26,12,6.0,13.0,1.08
Taeshaun Sellers,194072,WR,ERSKIN,1,10.0,0,80.0,66.7,2,3,0,0.0,0,-0.09,2,1526,0,74.9,65.0,63.4,,62.9,0.0,0,0,23,0.0,0,25,0,36.0,4,100.0,25,0.0,0,110.8,5,0,100.0,25,53,12,3.0,13.3,2.12
Omarion Hairston,196951,TE,VA LYNCHBU,6,0.2,1,100.0,,0,0,1,0.0,0,-0.23,1,406,0,76.3,65.7,53.8,72.4,63.4,17.1,6,0,7,8.6,3,35,1,28.6,5,91.4,32,71.4,25,80.8,5,0,0.0,0,17,16,3.2,3.4,0.53
Sam Washam,179644,WR,N GREENVLE,1,3.0,0,40.0,50.0,1,2,0,33.3,1,-0.12,1,390,0,31.6,62.9,54.2,,54.5,0.0,0,0,18,0.0,0,23,0,47.6,2,91.3,21,47.8,11,51.3,5,0,52.2,12,19,15,7.5,9.5,0.9
Tariq Nelson,196592,WR,BSU,1,14.0,0,40.0,0.0,0,1,0,33.3,1,-1.01,0,1531,0,32.3,62.9,49.2,,49.3,0.0,0,0,8,0.0,0,29,0,28.6,2,96.6,28,6.9,2,48.8,5,0,93.1,27,16,1,0.5,8.0,0.57
Kenneth Law Jr.,196806,WR,TUSKEGEE,1,4.6,1,40.0,0.0,0,1,0,33.3,1,-0.87,2,405,0,31.6,62.9,61.7,,61.4,0.0,0,0,11,0.0,0,16,0,25.0,2,100.0,16,81.3,13,51.3,5,0,18.8,3,19,7,3.5,9.5,1.19
Kelby Olson,179201,WR,BLHLYJ,1,8.0,0,40.0,,0,0,0,33.3,1,-0.76,0,1227,0,32.3,62.9,50.6,,49.2,0.0,0,0,6,0.0,0,34,0,15.2,2,97.1,33,41.2,14,47.9,5,0,58.8,20,11,8,4.0,5.5,0.33
John Noordsy,179199,TE,BLHLYJ,1,4.6,0,40.0,,0,0,0,0.0,0,-0.34,0,1227,0,70.7,65.3,46.0,,52.7,82.4,14,1,5,0.0,0,17,0,17.6,2,100.0,17,17.6,3,8.3,5,0,0.0,0,7,0,0.0,3.5,0.41
Wesley Sweeney,195851,WR,WV WESLEY,1,4.6,1,80.0,100.0,1,1,0,0.0,0,-0.45,3,409,0,74.9,66.5,63.2,,63.9,0.0,0,0,13,0.0,0,30,0,24.1,4,96.7,29,96.7,29,98.3,5,0,0.0,0,38,14,3.5,9.5,1.31
Markel Cotton,104951,WR,KY STATE,1,8.6,0,60.0,,0,0,0,0.0,0,-1.16,0,378,1,73.1,10.3,45.5,,46.2,0.0,0,1,7,0.0,0,21,0,28.6,3,100.0,21,90.5,19,25.0,5,0,9.5,2,15,4,1.3,5.0,0.71
Jamin Miller,196909,HB,LINCOK,2,0.8,0,40.0,100.0,1,1,0,50.0,2,0.32,0,1452,0,17.5,75.9,48.4,22.2,29.8,2.8,1,0,1,44.4,16,36,0,39.4,2,52.8,19,8.3,3,47.9,5,0,0.0,0,1,5,2.5,0.5,0.05
Eric Roudebush,195573,WR,HA,1,12.2,0,60.0,0.0,0,2,0,0.0,0,-0.38,1,1528,0,73.1,64.1,66.0,,63.6,0.0,0,0,27,0.0,0,24,0,16.7,3,100.0,24,12.5,3,79.6,5,0,87.5,21,33,0,0.0,11.0,1.38
Devon Cooper,196785,WR,TUSKEGEE,2,10.2,0,40.0,,0,0,0,0.0,0,-1.74,0,405,0,70.7,62.9,50.9,,51.9,0.0,0,1,5,0.0,0,10,0,20.0,2,100.0,10,90.0,9,8.3,5,0,10.0,1,3,2,1.0,1.5,0.3
Travaunta Abner,182334,TE,MILES,1,6.0,0,80.0,,0,0,0,0.0,0,-0.64,3,386,0,74.9,65.0,67.2,71.0,73.5,70.0,21,0,21,20.0,6,30,0,31.0,4,76.7,23,30.0,9,114.2,5,0,0.0,0,57,31,7.8,14.3,2.48
Tashawn Taylor,194562,WR,UVAWIS,1,6.3,2,50.0,,0,0,0,33.3,1,-0.43,0,1320,0,31.6,62.9,50.3,,50.7,0.0,0,0,8,0.0,0,10,0,20.0,2,100.0,10,0.0,0,56.3,4,0,100.0,10,11,13,6.5,5.5,1.1
Virgil Young Jr.,152612,WR,CLARK ATL,1,7.8,0,50.0,0.0,0,1,0,33.3,1,-0.19,0,369,0,31.6,66.7,47.4,,56.2,0.0,0,0,12,0.0,0,12,2,50.0,2,100.0,12,25.0,3,63.5,4,0,75.0,9,19,11,5.5,9.5,1.58
Cadrece Mobley,181473,WR,SHORTER,1,10.0,0,75.0,0.0,0,1,0,0.0,0,-0.02,1,396,0,73.1,64.1,65.9,,65.3,0.0,0,0,24,0.0,0,18,0,50.0,3,88.9,16,11.1,2,101.0,4,0,88.9,16,35,2,0.7,11.7,2.19
Jaih Andrews,151569,WR,MILES,1,14.3,0,25.0,0.0,0,3,0,0.0,0,-0.74,1,386,0,66.7,61.0,56.0,,55.8,0.0,0,1,15,0.0,0,30,0,26.7,1,100.0,30,10.0,3,3.1,4,0,90.0,27,15,2,2.0,15.0,0.5
Levi Tidwell,63923,WR,INWSLY,1,14.0,0,25.0,0.0,0,1,0,0.0,0,-0.07,1,1451,0,24.5,61.0,50.8,,50.6,0.0,0,0,11,0.0,0,41,0,37.5,1,97.6,40,78.0,32,39.6,4,0,22.0,9,11,5,5.0,11.0,0.28
Chris Witherspoon,182186,HB,ARKBC,1,-1.5,2,100.0,,0,0,0,0.0,0,-0.82,0,1515,0,76.3,28.5,59.4,43.2,72.3,0.0,0,0,9,15.8,3,19,0,27.8,4,73.7,14,26.3,5,88.5,4,0,21.1,4,21,27,6.8,5.3,1.5
Clayton Bezon,193600,TE,EDNBFS,1,2.8,0,100.0,,0,0,0,0.0,0,0.38,2,860,0,74.9,65.0,64.6,54.0,73.0,89.3,25,0,6,21.4,6,28,0,50.0,4,78.6,22,10.7,3,122.9,4,1,0.0,0,16,5,1.3,4.0,0.73
EJ Scott,197269,WR,LOUCHR,1,14.0,0,50.0,0.0,0,1,0,0.0,0,-0.82,1,958,0,70.7,62.9,58.4,,58.2,0.0,0,1,17,0.0,0,21,0,40.0,2,95.2,20,100.0,21,30.2,4,0,0.0,0,25,11,5.5,12.5,1.25
Rodricus Magee,155612,WR,TUSKEGEE,1,14.8,0,50.0,,0,0,0,33.3,1,0.13,2,405,0,39.5,64.1,64.9,,64.5,0.0,0,0,18,0.0,0,41,0,47.4,2,92.7,38,100.0,41,117.7,4,1,0.0,0,33,7,3.5,16.5,0.87
Selah Cephas,155664,WR,VA LYNCHBU,4,20.0,0,50.0,,0,0,0,0.0,0,-0.54,0,406,0,70.7,62.9,53.5,,53.5,0.0,0,0,2,0.0,0,32,0,20.7,2,90.6,29,12.5,4,56.3,4,0,87.5,28,1,2,1.0,0.5,0.03
Delancey Tolliver,102521,WR,CLARK ATL,1,13.5,0,50.0,50.0,1,2,0,0.0,0,0.42,1,369,0,70.7,64.6,53.3,64.8,56.9,1.9,1,0,9,1.9,1,52,2,53.1,2,92.3,48,80.8,42,97.9,4,1,17.3,9,14,1,0.5,7.0,0.29
Myles Cox,151427,WR,INWSLY,1,11.0,0,50.0,0.0,0,1,0,0.0,0,0.14,2,1451,0,70.7,71.8,63.3,,62.8,0.0,0,0,32,0.0,0,25,0,41.7,2,96.0,24,20.0,5,92.7,4,0,80.0,20,47,14,7.0,23.5,1.96
Trent Ginn,163504,WR,LOUCHR,1,2.5,0,50.0,0.0,0,1,0,33.3,1,-0.47,0,958,0,32.3,70.8,53.7,,49.4,0.0,0,0,7,0.0,0,10,0,33.3,2,90.0,9,100.0,10,58.3,4,0,0.0,0,14,7,3.5,7.0,1.56
Brandon Marshall,105605,HB,FRTVLY,1,-1.5,0,100.0,,0,0,0,0.0,0,-0.66,0,874,0,74.9,45.2,69.0,78.4,62.4,0.0,0,0,9,9.7,3,31,0,17.9,4,83.9,26,0.0,0,79.2,4,0,0.0,0,-3,3,0.8,-0.8,-0.12
