player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Jalen Starks,40792,HB,CHADST,1,15,8,1,36.5,27,0,74,0,0,8,42,149.3,2,4,809,0,8,75.3,70.2,76.3,,63.0,54.6,69.8,66.8,27,0,0,0,11,20,0,0,1,15,1,74,42,2.8,4.9,0.0,7
Deroddrick Green-Hadnot,151331,HB,NAUSTA,2,15,4,0,0.0,0,0,60,1,0,4,23,32.3,1,2,1453,0,2,75.6,57.0,78.2,,61.2,49.0,60.7,,14,0,2,4,20,15,0,0,6,19,0,60,23,1.53,4.0,0.1,10
Marcuis Fulks,167185,HB,ALBANY ST,1,14,2,1,32.0,16,0,50,0,0,2,43,43.9,1,4,360,0,8,75.2,67.8,76.5,,71.7,55.0,68.3,59.2,16,0,0,0,11,18,0,0,1,14,2,50,43,3.07,3.6,0.0,5
Cole Fagan,57047,HB,MISS COL,1,14,5,0,0.0,0,0,62,0,0,5,41,104.6,1,3,990,1,2,26.5,74.3,79.4,,80.2,57.0,71.4,68.1,10,0,0,0,3,41,0,0,0,14,0,62,41,2.93,4.4,0.0,0
Rhett Riley,102870,QB,LINCOK,5,14,0,0,0.0,0,0,-7,0,0,0,1,0.0,1,2,1452,4,0,23.8,36.6,41.0,39.2,,,44.2,60.8,20,3,0,0,0,135,49,9,0,5,0,42,15,1.07,3.0,,1
Taylor Eggers,162040,QB,WJWLL,1,14,3,1,21.1,19,0,90,0,0,3,65,99.5,4,5,1198,1,10,44.8,39.5,26.7,38.2,,,57.3,60.0,19,1,0,0,0,45,0,0,0,14,0,90,65,4.64,6.4,,1
Omari Land,152436,HB,W OREGON,1,14,3,0,0.0,0,0,2,1,0,3,18,25.7,0,1,411,0,10,74.8,54.9,76.0,,81.2,39.1,56.5,59.7,5,0,3,1,9,16,0,0,2,15,0,2,18,1.29,0.1,0.33,4
Marcus Williams,142130,FB,MISS COL,1,13,6,4,70.7,82,0,116,0,0,6,55,195.3,6,7,990,1,4,26.4,58.0,0.0,,19.8,53.0,60.8,67.8,31,1,0,0,9,45,0,0,0,13,0,116,55,4.23,8.9,0.0,2
Kam Ward,167236,HB,ALBANY ST,1,13,4,1,28.3,15,0,53,0,0,4,32,75.7,2,2,360,0,8,74.4,66.7,75.6,,74.7,53.1,69.2,57.0,15,0,0,0,19,18,0,0,0,13,0,53,32,2.46,4.1,0.0,4
Maleek Jarrett,52665,HB,THMORE,1,13,3,0,0.0,0,0,31,0,0,3,26,42.9,0,2,1296,0,2,74.4,66.8,74.0,,70.0,59.9,66.1,60.0,8,0,-1,1,9,14,0,0,1,14,0,31,26,2.0,2.4,-0.11,11
Isaiah Tate,160743,HB,EANMGH,1,13,0,0,0.0,0,0,44,0,1,0,23,11.8,0,1,858,0,2,74.5,68.8,74.5,,76.0,74.1,66.3,,9,0,13,2,13,13,0,0,2,15,0,44,23,1.77,3.4,1.0,11
Howard Russell,160734,HB,EANMGH,1,13,0,1,77.8,28,0,36,0,0,0,17,0.0,1,1,858,0,0,74.7,57.8,75.9,,65.5,69.2,55.4,60.0,28,0,18,1,11,14,0,0,1,14,0,36,17,1.31,2.8,1.64,12
Donte Edwards,111815,HB,TUSKEGEE,1,13,2,0,0.0,0,0,35,0,0,2,27,32.0,1,3,405,0,3,74.4,56.7,0.0,,11.5,53.2,61.8,60.0,12,1,0,0,24,16,0,0,0,13,0,35,27,2.08,2.7,0.0,10
Kierre Huey-Cazenave,151316,HB,NAUSTA,1,13,7,0,0.0,0,0,77,0,0,7,45,161.5,3,4,1453,0,2,74.6,64.6,76.3,,18.5,59.9,67.1,60.0,14,0,6,2,9,16,0,0,2,15,0,77,45,3.46,5.9,0.67,10
Dionte Bonneau,167172,QB,ALBANY ST,1,11,3,0,0.0,0,0,34,0,0,1,15,60.0,3,3,360,0,0,32.0,50.5,76.5,47.6,,,58.8,60.0,12,0,0,0,0,33,18,6,0,5,0,52,17,1.55,4.7,,0
Fanelle Andrus,168857,QB,VA LYNCHBU,6,11,3,0,0.0,0,0,-9,0,0,0,1,0.0,1,1,406,6,0,20.5,26.2,23.8,27.1,,,41.1,60.0,11,4,0,0,0,53,29,7,0,4,0,20,35,3.18,1.8,,2
Jake Cady,167521,QB,ASSMPT,1,11,6,2,57.6,57,0,95,0,0,5,68,340.0,3,4,1257,1,5,40.8,65.8,76.3,48.2,,,83.9,60.0,35,0,0,0,0,24,4,1,0,10,1,99,68,6.18,9.0,,5
Jakoby Johnson,154462,HB,UVAWIS,1,11,1,1,42.9,15,0,35,0,0,1,36,25.2,2,2,1320,0,5,73.6,66.7,75.9,,80.1,66.5,64.6,60.0,15,0,11,2,12,13,0,0,2,13,0,35,36,3.27,3.2,0.92,5
Taven Canty,151324,HB,NAUSTA,2,11,1,0,0.0,0,0,29,0,0,1,16,13.2,1,0,1453,1,0,23.9,39.4,75.1,,74.4,56.6,42.7,59.4,10,0,0,0,3,14,0,0,1,11,0,29,16,1.45,2.6,0.0,3
Kylan Duhe,166809,HB,LANECOL,2,11,5,1,70.2,40,0,57,0,0,5,61,213.3,1,2,942,0,3,73.8,65.3,76.8,,73.2,62.5,65.2,58.9,40,0,12,2,21,17,0,0,3,13,0,57,61,5.55,5.2,0.57,6
Tre Stewart,160817,HB,LIMEST,1,11,6,1,49.4,40,0,81,0,2,6,71,344.2,2,4,1283,0,4,73.7,76.3,76.6,,,82.7,73.5,,40,0,40,4,30,11,0,0,5,15,0,81,71,6.45,7.4,1.33,7
C.J. Brooks,168854,QB,VA LYNCHBU,4,11,6,0,0.0,0,0,-2,1,0,1,13,54.2,6,7,406,3,1,37.6,39.9,52.6,36.2,,54.6,62.2,61.1,15,2,18,2,23,54,75,7,5,6,0,73,50,4.55,6.6,0.78,0
Brandon Hicks,151572,HB,MILES,1,10,1,0,0.0,0,0,20,0,0,1,29,29.0,1,2,386,0,3,73.1,49.3,72.5,,31.3,56.5,52.4,60.0,13,0,0,0,4,11,0,0,1,10,0,20,29,2.9,2.0,0.0,7
Asa Barnes,97122,HB,WSRAMS,1,10,1,1,39.3,22,0,56,0,0,1,27,27.0,2,3,1206,0,5,73.1,63.9,73.4,,,56.5,66.1,53.0,22,0,0,0,6,12,0,0,1,10,0,56,27,2.7,5.6,0.0,5
Heath Beemiller,78687,QB,CHADST,1,10,3,0,0.0,0,0,-2,0,0,2,15,46.9,0,1,809,2,8,34.8,41.2,76.4,45.2,,,47.5,60.0,9,0,0,0,0,31,14,2,0,8,0,12,20,2.0,1.2,,0
Heath Flower,166907,HB,CONCMI,1,10,3,1,42.0,21,0,50,0,0,3,20,54.5,1,4,1472,0,5,73.1,65.7,74.4,,47.1,55.0,68.9,,21,0,3,1,15,10,0,0,1,11,1,50,20,2.0,5.0,0.2,4
Kelvin Smith,167561,HB,DELTAST,1,10,2,1,69.2,27,0,39,0,0,2,40,80.0,1,1,841,0,3,73.1,62.7,74.3,,70.8,55.5,64.0,56.7,27,0,0,0,11,15,0,0,1,10,0,39,40,4.0,3.9,0.0,7
Clyde Holland III,153221,HB,WARNER,1,10,2,1,27.3,15,0,55,0,0,2,40,72.7,3,4,407,1,7,23.6,62.1,75.6,,71.7,59.2,62.2,56.1,15,0,9,1,9,17,0,0,2,11,0,55,40,4.0,5.5,1.0,2
Kendon Walker,104850,FB,KY STATE,1,10,0,0,0.0,0,0,24,0,0,0,12,0.0,1,1,378,0,3,73.1,53.1,75.5,,,56.0,52.1,61.9,12,0,0,0,8,30,0,0,1,10,0,24,12,1.2,2.4,0.0,1
Dominico Monicon,167334,HB,PSTEAG,1,9,1,0,0.0,0,0,17,0,0,1,19,21.1,0,2,1476,0,3,73.1,62.2,73.8,,49.8,59.0,62.9,60.0,6,0,4,1,11,12,0,0,2,10,0,17,19,2.11,1.9,0.36,6
Rob McKnight,78582,HB,LOUCHR,1,9,1,1,41.4,24,0,58,0,0,1,32,39.5,2,2,958,0,1,72.5,70.6,74.6,,44.5,56.2,72.4,,24,0,0,0,6,9,0,0,0,9,0,58,32,3.56,6.4,0.0,8
Dylan Scally,155800,HB,TAYLOR,1,9,0,0,0.0,0,0,24,0,0,0,17,0.0,0,1,402,0,4,73.1,56.0,77.0,,39.6,57.6,57.8,59.5,9,0,0,0,3,16,0,0,0,9,0,24,17,1.89,2.7,0.0,5
Zane Janiszewski,161762,HB,BLMSBG,1,9,1,0,0.0,0,0,29,0,0,1,16,19.8,0,2,766,1,9,23.3,47.8,76.6,,74.1,56.2,49.0,55.3,7,0,0,0,5,28,0,0,0,9,1,29,16,1.78,3.2,0.0,0
Marcus Barthell,166651,HB,FLMMRL,1,9,2,0,0.0,0,0,23,0,0,2,17,34.3,0,2,1471,0,1,72.9,62.9,77.1,,73.3,58.0,63.1,59.8,9,0,15,2,9,11,0,0,2,11,0,23,17,1.89,2.6,1.67,8
Derrach West,168040,QB,MHMRTI,1,9,3,0,0.0,0,0,38,0,0,1,16,32.7,1,3,999,3,2,17.1,43.2,76.6,41.5,,,56.2,60.0,13,1,0,0,0,27,6,2,0,7,0,44,29,3.22,4.9,,5
Jervon Newton,111356,HB,MARS HILL,1,9,0,0,0.0,0,0,15,0,0,0,14,0.0,0,0,383,0,3,72.5,57.4,76.3,,82.2,54.2,57.0,60.0,6,0,0,0,20,10,0,0,1,9,0,15,14,1.56,1.7,0.0,6
Jonathan Jerry,155794,QB,KY STATE,1,9,2,0,0.0,0,0,13,0,0,0,11,0.0,0,0,378,0,1,71.6,31.8,75.4,33.2,,,48.9,60.0,6,0,0,0,0,37,3,1,0,8,0,16,17,1.89,1.8,,0
NaSean Hill,167321,HB,PSTEAG,1,9,0,0,0.0,0,0,7,0,0,0,10,0.0,0,2,1476,0,1,72.5,57.9,73.8,,17.8,54.5,61.9,60.0,3,0,0,0,10,11,0,0,0,9,0,7,10,1.11,0.8,0.0,8
Chris Collier-Surly,162035,HB,WJWLL,1,8,1,0,0.0,0,0,7,0,0,1,8,12.5,0,0,1198,1,1,20.6,44.9,72.3,,77.4,56.9,45.3,60.0,4,0,0,0,4,9,0,0,0,8,0,7,8,1.0,0.9,0.0,5
Jaevon Gillespie,113087,HB,UVAWIS,1,8,1,1,31.7,20,0,63,0,0,1,43,59.7,4,4,1320,0,5,72.0,84.1,74.2,,76.7,62.0,83.5,60.0,20,0,2,1,6,11,0,0,1,9,0,63,43,5.38,7.9,0.33,3
Jeydon Cox,160609,HB,CHADST,1,8,0,0,0.0,0,0,24,0,0,0,16,0.0,1,1,809,0,3,73.6,59.3,73.1,,79.8,61.7,57.9,59.0,11,0,2,1,6,12,0,0,1,9,0,24,16,2.0,3.0,0.33,5
Broghean McGovern,109001,QB,PSTEAG,1,8,0,0,0.0,0,0,23,0,0,0,7,0.0,1,1,1476,1,1,37.0,28.5,77.0,27.4,,,56.5,60.0,11,0,0,0,0,33,11,3,0,5,0,34,8,1.0,4.3,,4
James Henderson,167484,HB,ASSMPT,1,8,0,1,77.5,31,0,40,0,0,0,37,0.0,1,1,1257,0,1,71.9,64.9,72.2,,75.2,54.2,66.0,60.0,31,0,0,0,6,9,0,0,0,8,0,40,37,4.63,5.0,0.0,7
Jaden Meizinger,160968,HB,KEISER,1,8,2,0,0.0,0,0,5,0,0,2,8,20.0,0,0,1475,0,3,72.1,56.2,73.2,,74.9,62.9,54.2,,5,0,7,2,10,8,0,0,2,10,0,5,8,1.0,0.6,0.7,5
Anthony Ligi,150597,HB,SOCTOW,1,8,2,0,0.0,0,0,24,0,0,2,20,55.6,0,0,1107,0,2,72.0,64.1,73.7,,77.7,58.3,63.9,,6,0,3,1,11,8,0,0,2,9,0,24,20,2.5,3.0,0.27,6
Joshua Traylor,167777,HB,KYCRST,1,8,3,0,0.0,0,0,2,0,0,3,14,52.5,1,1,1474,0,2,71.5,67.2,74.7,,74.0,74.5,64.2,60.0,12,0,5,2,18,8,0,0,2,10,0,2,14,1.75,0.3,0.28,4
Berrell Neal,167482,HB,ASSMPT,1,8,1,1,57.6,19,0,33,0,0,1,20,22.7,1,1,1257,0,2,72.2,68.9,74.3,,68.1,67.4,68.6,58.2,19,0,-1,3,8,13,0,0,3,11,0,33,20,2.5,4.1,-0.13,6
EJ Humphrey,152205,HB,N GREENVLE,1,8,2,2,81.9,59,0,72,0,1,2,59,245.8,2,2,390,0,3,72.0,66.7,76.3,,77.5,58.8,67.9,60.0,44,0,4,1,15,9,0,0,2,9,0,72,59,7.38,9.0,0.27,5
Cohen Begue,153206,QB,WARNER,1,8,3,0,0.0,0,0,7,0,0,3,21,128.6,1,1,407,1,4,28.8,51.6,74.7,47.9,,,60.6,60.0,12,1,0,0,0,19,2,1,0,7,0,9,21,2.63,1.1,,2
Davon Allen,151824,HB,LINCOLN,1,8,4,0,0.0,0,0,25,0,0,4,27,168.8,1,1,380,1,2,20.6,47.2,72.7,,25.5,56.0,50.1,60.0,13,0,0,0,5,9,0,0,0,8,0,25,27,3.38,3.1,0.0,6
Anterius Carpenter,166485,HB,STANKN,1,8,3,0,0.0,0,0,6,0,0,3,12,56.3,0,0,1455,0,8,71.9,60.7,72.3,,77.3,56.1,60.2,60.0,6,0,0,0,6,9,0,0,0,8,0,6,12,1.5,0.8,0.0,0
Eldrick Williams,166520,HB,STANKN,1,7,2,1,82.8,24,0,29,0,0,2,13,46.4,1,2,1455,0,7,71.4,62.6,72.7,,32.2,63.7,64.8,59.3,24,0,4,1,3,10,0,0,1,8,0,29,13,1.86,4.1,1.33,0
Tyshaun Pollard,161791,WR,BLMSBG,1,7,1,0,0.0,0,0,28,1,0,1,22,34.9,0,0,766,0,7,72.1,47.8,76.9,,,49.0,54.5,49.5,6,1,6,2,14,49,0,0,4,9,0,28,22,3.14,4.0,0.43,0
Jonathon Bolton,83605,HB,FLKNR,1,7,1,0,0.0,0,0,7,1,1,1,19,67.9,0,0,1270,0,4,71.4,51.8,73.2,,,41.6,54.8,59.7,5,0,11,1,13,9,0,0,3,8,0,7,19,2.71,1.0,0.85,1
Michael Huntley,109034,QB,LANECOL,1,7,1,0,0.0,0,0,15,0,0,0,4,0.0,5,5,942,1,1,29.1,84.4,76.3,79.9,,,71.7,60.0,14,0,0,0,0,29,59,5,0,2,0,74,21,3.0,10.6,,0
Isaiah Chandler,168383,HB,LINCOK,1,7,0,0,0.0,0,0,23,0,0,0,12,0.0,0,2,1452,0,5,71.9,67.0,72.5,,,59.8,66.0,60.2,9,0,0,0,1,11,0,0,0,7,0,23,12,1.71,3.3,0.0,2
Jaden Hall,168189,HB,THMORE,1,7,2,0,0.0,0,0,34,0,0,2,23,93.9,2,3,1296,0,3,71.3,70.1,73.0,,53.8,57.4,70.9,59.7,12,0,0,0,5,10,0,0,0,7,1,34,23,3.29,4.9,0.0,4
Dederrian Williams,143305,HB,INWSLY,1,7,0,0,0.0,0,0,18,0,1,0,8,11.4,0,1,1451,0,2,71.6,54.1,75.6,,12.0,64.1,54.7,59.4,5,0,17,3,28,9,0,0,3,10,0,18,8,1.14,2.6,0.61,5
Alfonso Franklin,167565,HB,DELTAST,1,7,3,1,45.7,16,0,35,0,0,3,31,166.1,2,2,841,0,4,71.4,66.2,72.6,,67.9,70.8,64.5,59.5,16,0,17,1,7,10,0,0,1,8,0,35,31,4.43,5.0,2.43,3
Samuel Jordan,151883,HB,LINCOLN,1,7,0,1,96.6,28,0,29,0,0,0,11,0.0,1,1,380,0,2,70.7,59.4,73.3,,80.3,59.8,57.6,60.1,28,0,-1,1,9,10,0,0,1,8,0,29,11,1.57,4.1,-0.11,4
Daylon Charles,151931,HB,LOUCHR,1,7,0,0,0.0,0,0,16,0,0,0,6,0.0,0,1,958,0,0,73.0,54.8,72.2,,73.2,59.5,54.7,60.0,6,0,0,1,4,11,0,0,1,8,0,16,6,0.86,2.3,0.0,7
JahTwan Stafford,167460,HB,WSRAMS,1,7,4,1,75.0,18,0,24,0,0,4,17,138.8,1,1,1206,0,3,72.0,69.3,70.9,,,63.1,68.5,60.0,18,0,0,0,3,8,0,0,1,7,0,24,17,2.43,3.4,0.0,3
Jacob Rosendahl,167350,HB,PSTEAG,1,7,1,0,0.0,0,0,16,0,0,1,17,34.7,0,1,1476,0,0,71.3,64.4,71.5,,,56.2,64.8,60.0,8,0,0,0,6,9,0,0,0,7,0,16,17,2.43,2.3,0.0,7
Kyle Metiam,153238,HB,WARNER,1,7,0,0,0.0,0,0,15,0,0,0,9,0.0,0,0,407,0,3,71.4,61.8,72.7,,74.3,62.8,60.8,59.5,8,0,9,1,4,11,0,0,1,8,0,15,9,1.29,2.1,2.25,3
Elijah McCloskey,154393,QB,TAYLOR,1,7,0,0,0.0,0,0,10,0,0,0,11,0.0,0,0,402,1,1,70.2,29.2,76.1,29.3,,,46.8,60.0,5,0,0,0,0,38,5,2,0,5,0,15,18,2.57,2.1,,4
Brandon Stewart,166951,HB,CONCMI,1,7,2,0,0.0,0,0,17,0,0,2,21,66.7,0,2,1472,0,4,71.5,66.9,72.1,,,68.0,64.4,,8,0,13,2,5,7,0,0,2,9,0,17,21,3.0,2.4,2.6,3
Will Ark,154925,QB,MITECH,1,7,0,0,0.0,0,0,16,0,0,0,20,0.0,1,1,980,0,0,70.6,38.7,75.9,31.5,,,65.0,60.0,13,0,0,0,0,25,13,2,0,5,0,29,25,3.57,4.1,,0
Bryson Williams,155638,QB,TUSKEGEE,1,7,3,0,0.0,0,0,-6,0,0,0,1,0.0,1,1,405,1,1,26.2,72.5,73.5,85.6,,,50.0,60.0,11,0,0,0,0,8,15,4,0,3,0,9,23,3.29,1.3,,1
George Young,166648,HB,FLMMRL,1,7,1,0,0.0,0,0,10,0,0,1,12,21.4,1,1,1471,0,2,71.4,57.3,74.9,,13.4,59.7,59.1,,10,0,6,1,17,7,0,0,1,8,0,10,12,1.71,1.4,0.35,5
Zarious Keyes,166091,HB,MILES,1,7,4,0,0.0,0,0,32,0,0,4,25,204.1,1,2,386,0,2,71.3,71.8,74.4,,50.9,55.5,74.7,59.2,11,0,0,0,7,10,0,0,0,7,0,32,25,3.57,4.6,0.0,5
Gregory Mango,167607,HB,ED WATERS,1,6,1,1,88.2,60,0,68,0,0,1,28,66.7,1,1,372,0,1,70.7,66.1,73.0,,60.1,63.9,65.5,60.0,60,0,7,1,3,8,0,0,1,7,0,68,28,4.67,11.3,2.33,5
Jacob Millhouse,151568,QB,MILES,1,6,4,0,0.0,0,0,4,0,0,0,1,0.0,1,2,386,0,0,68.7,60.5,74.1,53.2,,,66.1,60.0,37,0,0,0,0,10,48,4,0,2,0,52,44,7.33,8.7,,1
Chase Sellers,168561,HB,TUSKEGEE,1,6,0,0,0.0,0,0,5,0,0,0,6,0.0,0,0,405,0,1,70.5,57.4,72.9,,75.3,56.6,57.1,60.0,5,0,0,0,5,8,0,0,0,6,0,5,6,1.0,0.8,0.0,5
Xander Stokes,151379,QB,INWSLY,1,6,0,0,0.0,0,0,2,0,0,0,3,0.0,1,3,1451,3,0,18.4,49.5,21.9,46.5,,,67.5,60.0,15,1,0,0,0,12,17,3,0,3,0,19,7,1.17,3.2,,0
Abel Cueva,167809,HB,LVLEOP,1,6,0,0,0.0,0,0,4,0,0,0,2,0.0,0,0,937,0,2,70.7,58.9,0.0,,77.1,72.0,60.2,60.0,5,1,15,1,6,7,0,0,1,7,0,4,2,0.33,0.7,2.5,4
Damian Heller,165488,HB,STTMFL,1,6,2,1,63.5,33,0,52,0,0,2,9,50.0,1,2,1477,0,0,70.5,60.3,74.0,,77.1,54.1,61.2,57.9,33,0,0,0,9,9,0,0,0,6,2,52,9,1.5,8.7,0.0,6
Marshall Chambers,166486,QB,STANKN,1,6,0,0,0.0,0,0,8,0,0,0,8,0.0,0,0,1455,0,5,70.0,44.7,73.3,42.9,,,57.2,60.0,8,0,0,0,0,10,8,1,0,5,0,16,12,2.0,2.7,,0
Anthony McAfee II,54435,HB,LIMEST,1,6,1,0,0.0,0,0,14,1,0,1,16,38.1,0,2,1283,0,0,70.7,61.4,73.0,,,40.2,66.7,60.0,7,0,19,1,11,7,0,0,2,7,1,14,16,2.67,2.3,1.73,6
Timothy Cody,166276,HB,FLKNR,1,6,1,0,0.0,0,0,1,0,0,1,10,23.8,0,0,1270,0,4,70.7,56.4,72.9,,74.7,60.3,55.2,60.0,5,0,1,1,9,7,0,0,1,7,0,1,10,1.67,0.2,0.11,1
Drexlan Allen,166256,HB,FLKNR,1,6,2,1,60.7,17,0,28,0,0,2,28,133.3,1,1,1270,1,2,23.9,53.2,72.9,,74.6,60.4,51.9,59.6,17,0,4,1,9,9,0,0,1,7,0,28,28,4.67,4.7,0.44,3
Caleb Grant,113084,HB,UVAWIS,1,6,1,0,0.0,0,0,-5,0,5,1,8,88.9,0,1,1320,1,3,20.8,55.5,73.4,,74.8,41.8,59.3,,2,0,10,3,10,6,0,0,3,9,0,-5,8,1.33,-0.8,1.0,3
