player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Elijah King,101876,S,W OREGON,2,1,0,42.9,0,0,411,0,0,57.1,59.0,79.7,,66.4,54.4,0,0,0,0,41,20.0,1,0,1,129.5,3,0,0,43,0,83,117,1,0,0,1,0,35,116,0,34,38,1,3,0,7,0,2,89,30,29.7
Bruce Mattox III,101882,LB,SVANNAH ST,1,1,0,100.0,0,0,286,0,0,41.3,37.6,73.1,58.3,42.6,58.5,0,0,0,0,31,25.0,1,0,0,158.3,2,0,0,23,0,16,34,3,0,0,3,0,0,31,2,16,8,0,2,0,2,0,1,42,44,21.0
Trevor Vines,101920,DI,KY STATE,1,2,0,,0,0,378,0,0,,58.9,78.4,60.1,57.7,74.3,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,50,50,18,31,0,1,0,0,26,24,0,1,3,0,0,1,0,0,0,
Jayden Barfield,102064,ED,TUSKEGEE,2,0,0,,0,0,405,0,0,60.0,69.1,75.9,54.4,73.7,76.5,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,21,21,0,0,21,0,0,0,10,11,0,4,3,0,0,1,0,0,0,
Jacob Bellizzi,102139,LB,RU,1,3,0,100.0,0,0,1529,0,0,69.6,75.7,77.5,60.0,74.4,45.7,0,0,0,0,3,20.0,3,0,0,79.2,1,0,0,56,0,23,56,0,0,0,0,0,0,56,1,32,0,8,9,0,1,0,0,3,1,3.0
Tajhir Tate,103692,DI,VIRUNI,1,1,0,,0,0,1165,0,0,,76.6,69.2,,71.1,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,4,4,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,
Carl Poole,104149,LB,VIRSTA,1,4,0,,0,0,1164,0,0,66.4,69.5,78.6,55.8,69.5,57.5,0,0,0,0,,14.3,1,0,0,0.0,0,0,0,62,0,19,66,4,0,0,4,0,0,62,5,42,0,0,2,0,0,0,0,0,0,
Artemus McCorkle,104291,CB,KY STATE,1,1,0,100.0,0,0,378,0,0,41.3,45.3,78.1,,65.4,53.8,0,0,0,0,38,20.0,1,0,0,118.8,3,0,0,3,0,17,33,2,0,0,2,0,0,31,0,16,28,1,3,0,3,0,0,49,12,16.3
Jamal Boyd,104354,S,CATAWB,1,1,0,100.0,0,0,802,0,0,74.5,66.0,73.3,,51.7,80.5,0,0,0,0,2,0.0,0,0,0,79.2,1,0,0,7,0,4,15,0,0,0,0,0,1,15,0,11,7,1,3,0,1,0,0,2,5,2.0
Janorris Robertson,104369,ED,FRTVLY,1,0,0,,0,0,874,0,0,,70.9,75.7,70.1,62.0,75.2,0,2,0,0,,,0,0,0,0.0,0,2,0,0,0,0,19,19,0,0,19,0,0,0,12,7,0,2,0,0,0,4,0,0,0,
James Wells,105384,LB,N GREENVLE,1,0,0,100.0,0,0,390,0,0,44.4,30.5,72.2,,34.6,22.3,0,0,0,0,11,60.0,3,0,0,112.5,1,0,0,23,0,9,23,0,0,0,0,0,0,23,0,14,0,1,2,0,1,0,0,11,8,11.0
Jourdan Powell,105847,CB,RU,1,1,0,66.7,0,0,1529,0,0,68.4,68.8,75.2,,63.8,80.3,0,0,0,0,12,0.0,0,0,0,77.1,2,0,0,3,38,19,41,0,0,0,0,0,0,41,0,22,0,2,4,0,3,0,0,14,10,7.0
Milton Adams,105973,S,MILES,1,1,0,100.0,0,0,386,0,0,54.7,45.7,70.9,60.0,43.6,26.0,0,0,0,0,8,50.0,2,0,0,137.5,2,0,0,9,0,6,18,0,0,0,0,0,0,18,1,11,9,0,1,0,2,0,1,15,9,7.5
Jamey Deckard,106795,LB,HA,1,1,0,100.0,0,0,1528,0,0,68.5,44.4,74.0,,29.0,79.1,0,0,0,0,47,0.0,0,1,0,158.3,2,0,0,31,0,13,32,0,0,0,0,0,0,32,0,19,0,1,3,0,2,0,1,48,52,24.0
Dante Bowlding,110672,CB,WSRAMS,1,3,0,100.0,0,0,1206,0,0,61.4,57.4,79.6,55.4,52.0,68.5,0,0,0,0,13,10.0,1,0,0,134.4,4,0,0,15,0,29,80,9,0,0,9,0,0,71,8,43,55,4,6,0,4,0,1,27,31,6.8
Bramon Lane,113040,DI,VIRUNI,1,1,0,,0,0,1165,0,0,,62.3,71.1,59.2,62.3,73.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,10,10,1,8,0,1,0,0,2,8,0,1,2,0,0,0,0,0,0,
Jacobi Johnson,121893,ED,LINCOK,1,0,0,,0,0,1452,0,0,63.4,43.8,78.1,55.5,38.0,75.7,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,11,0,5,44,33,0,0,33,0,0,11,8,31,0,1,2,0,0,1,0,0,0,
Chalon Howard,122442,S,CLARK ATL,1,0,0,,0,0,369,0,0,62.8,62.9,69.6,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,5,7,0,0,0,0,0,2,7,0,2,3,0,0,0,0,0,0,0,0,
Darrian Bell,122693,LB,SVANNAH ST,1,2,0,33.3,0,0,286,0,0,48.6,71.4,75.0,69.2,86.1,83.5,0,0,0,0,9,0.0,0,0,0,42.4,1,1,0,36,0,17,36,0,0,0,0,0,0,36,3,16,0,6,7,0,3,1,0,9,10,9.0
D.J. Van Horn,122728,CB,AVEMAR,2,1,0,55.0,0,0,1450,0,0,72.6,75.2,79.4,,79.0,72.5,0,0,0,0,42,10.5,2,5,0,111.9,11,0,0,12,118,71,133,2,0,0,2,0,0,131,0,62,1,3,16,0,20,0,2,147,47,13.4
Hudson Primus,123017,S,SVANNAH ST,1,1,0,0.0,0,0,286,0,0,56.1,49.4,0.0,,53.7,46.6,0,0,0,0,,33.3,2,0,1,39.6,0,0,0,16,0,13,35,0,0,0,0,0,11,35,0,22,8,0,3,0,1,0,0,0,0,
Dru Dotter,123809,S,CATAWB,1,0,0,,0,0,802,0,0,,60.0,67.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,3,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,
Trevon Hayes,123815,ED,VIRUNI,1,0,0,,0,0,1165,0,0,,60.1,65.5,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Lamumba Howard,125330,LB,VIRUNI,1,0,0,50.0,0,0,1165,0,0,54.3,59.8,69.2,,67.8,73.1,0,0,0,0,9,0.0,0,0,0,62.5,1,0,0,7,0,7,11,0,0,0,0,0,0,11,0,4,4,1,1,0,2,0,0,9,2,9.0
Marquis Hood,126582,ED,FRTVLY,1,0,0,,0,0,874,0,0,,52.0,73.1,61.0,49.2,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,17,17,0,9,5,3,0,0,9,8,0,0,0,0,0,1,0,0,0,
Stephen Laguerre,127351,DI,ST ANSELM,1,5,0,,0,0,399,0,0,,73.2,78.4,60.5,74.7,77.7,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,61,61,40,21,0,0,0,0,21,40,0,1,3,0,0,1,0,0,0,
Isaiah Reaves,128606,DI,MHMRTI,1,2,0,,0,0,999,0,0,61.8,69.1,77.7,57.2,72.5,76.3,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,64,64,0,22,11,31,0,0,36,28,0,1,3,1,0,2,0,0,0,
Will Anglen,131670,CB,LINCOK,1,0,0,100.0,0,0,1452,0,0,33.6,36.3,73.6,,61.5,,0,0,0,0,62,,0,0,0,158.3,2,0,0,2,21,13,23,0,0,0,0,0,0,23,0,10,0,0,0,0,2,0,2,75,52,37.5
Ahkeem Mitchell,132421,ED,WHU,1,1,0,,0,0,1525,0,0,64.6,59.5,0.0,61.0,64.2,76.9,0,2,0,0,,0.0,0,0,1,0.0,0,0,0,4,0,6,24,17,0,0,17,0,0,7,9,9,3,0,1,0,0,2,0,0,0,
Brian Hollins,133040,CB,VA LYNCHBU,3,0,0,50.0,0,0,406,0,0,47.2,53.0,76.2,,68.0,76.2,0,0,0,0,28,0.0,0,0,0,135.4,1,0,0,0,42,15,42,0,0,0,0,0,0,42,0,27,0,0,2,0,2,0,1,28,0,28.0
Jeremy Banks,136115,CB,CENT WASH,1,1,0,40.0,0,0,367,0,0,59.4,62.7,75.3,,71.2,78.9,0,0,0,0,13,0.0,0,0,0,56.3,2,0,0,4,43,28,47,0,0,0,0,0,0,47,0,19,0,2,2,0,5,0,0,25,9,12.5
Malachi Oglen,138091,CB,MILES,1,0,0,0.0,0,0,386,0,0,54.3,50.6,76.1,,47.6,26.2,0,0,0,0,,50.0,2,0,1,39.6,0,0,0,4,32,11,40,0,0,0,0,0,3,40,0,29,0,2,2,0,1,0,0,0,0,
Widmyer Garcon,139266,LB,ED WATERS,1,3,0,50.0,0,0,372,0,0,50.7,46.9,74.7,52.9,52.1,82.9,0,0,0,0,11,0.0,0,0,0,65.6,2,0,0,36,0,20,38,0,0,0,0,0,0,38,5,13,2,0,6,0,4,0,0,21,11,10.5
Dartrelle Rolle,139299,S,ED WATERS,1,1,0,,0,0,372,0,0,66.8,68.4,76.0,58.1,69.9,53.2,0,3,0,0,,33.3,2,0,0,0.0,0,0,0,16,1,25,49,3,0,0,3,0,18,46,4,20,11,1,3,0,0,3,0,0,0,
Kendal Rowan,139403,ED,LOUCHR,1,1,0,,0,0,958,0,0,,64.8,75.1,63.5,62.7,50.0,0,0,0,0,,33.3,1,0,0,0.0,0,1,0,0,0,0,23,23,0,0,21,2,0,0,10,13,0,2,1,1,0,1,0,0,0,
Tony Bethea,141420,ED,SHORTER,1,1,0,,0,0,396,0,0,,57.8,0.0,63.4,59.2,73.2,0,2,0,0,,0.0,0,0,1,0.0,0,0,0,2,0,0,54,52,1,16,32,3,0,2,28,26,0,1,1,0,0,2,0,0,0,
Arthur White,142974,CB,VIRSTA,1,0,0,,0,0,1164,0,0,60.0,61.0,66.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,
CJ Davis,143245,LB,TUSKEGEE,2,1,0,85.7,0,0,405,0,0,55.0,53.7,0.0,56.4,59.8,44.8,0,1,0,0,45,25.0,3,0,1,158.3,6,0,0,96,0,49,103,0,0,0,0,0,0,103,3,51,7,6,8,1,7,1,2,90,71,15.0
Chase Loidhamer,143673,ED,CENT WASH,1,1,0,,0,0,367,0,0,60.0,67.0,77.2,62.0,66.9,77.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,38,38,0,0,37,1,0,0,20,17,0,2,4,0,0,0,0,0,0,
Isaac Clark,143675,ED,CENT WASH,1,1,0,,0,0,367,0,0,,60.0,77.0,55.8,63.8,75.2,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,37,37,0,0,37,0,0,0,24,13,0,2,2,0,0,2,0,0,0,
Jaylen Clay,143682,CB,CENT WASH,1,0,0,62.5,0,0,367,0,0,71.4,72.9,75.3,60.0,69.2,79.0,1,0,0,0,24,0.0,0,2,0,124.5,5,0,0,8,37,30,47,1,0,0,1,0,1,46,1,16,0,3,4,0,8,1,1,59,4,11.8
Josiah Cochran,143684,DI,CENT WASH,1,0,0,,0,0,367,0,0,,45.9,75.1,55.4,44.5,21.8,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,33,33,9,19,0,5,0,0,19,14,0,0,0,0,0,0,0,0,0,
Dominic Wieburg,143689,CB,CENT WASH,1,2,0,33.3,0,0,367,0,0,62.9,64.5,76.3,59.7,67.5,79.6,1,0,0,0,9,0.0,0,0,0,42.4,1,0,0,6,0,25,36,1,0,0,1,0,0,35,1,10,29,1,1,0,3,1,0,9,9,9.0
D'Mor Jean-Baptiste,145228,S,ED WATERS,1,0,0,100.0,0,0,372,0,0,64.3,56.3,71.8,,52.6,40.3,0,0,0,0,5,0.0,0,0,0,87.5,1,0,0,1,0,3,7,0,0,0,0,0,5,7,0,4,1,0,2,0,1,0,0,5,0,5.0
Carlos Dunovant,145253,CB,MHMRTI,1,2,0,55.6,0,0,999,0,0,56.6,60.2,75.7,,73.0,68.9,0,0,0,0,33,14.3,1,1,0,113.2,5,0,0,9,55,41,64,0,0,0,0,0,0,64,0,23,0,1,4,1,9,0,1,60,25,12.0
Juice Martin,145563,S,CATAWB,1,5,0,,0,0,802,0,0,66.0,71.6,72.9,,74.4,82.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,25,30,11,55,0,0,0,0,0,0,55,0,44,0,1,2,0,0,0,0,0,0,
Adrian Huey,146748,CB,LANECOL,1,0,0,50.0,0,0,942,0,0,66.2,66.7,76.8,60.0,64.2,27.9,0,0,0,0,10,50.0,1,0,0,57.3,2,0,0,1,44,22,47,2,0,0,2,0,0,45,1,24,0,1,1,0,4,0,0,13,6,6.5
Travis McNichols,147033,CB,ED WATERS,1,0,0,57.1,0,0,372,0,0,53.3,49.0,76.7,,36.2,74.2,0,0,0,0,46,0.0,0,1,0,101.8,4,0,0,0,56,34,56,0,0,0,0,0,0,56,0,22,0,0,1,0,7,0,0,108,28,27.0
Ronald Davis III,147601,ED,MHMRTI,1,0,0,100.0,1,0,999,0,0,56.5,55.1,0.0,51.4,70.3,75.2,1,1,0,0,22,0.0,0,0,1,118.8,1,0,0,0,0,16,66,36,0,0,36,0,0,30,24,26,30,1,2,0,1,2,0,22,0,22.0
Warren Coneway,147941,S,N GREENVLE,1,1,0,100.0,0,0,390,0,0,54.0,55.9,76.3,,59.5,50.5,0,0,0,0,15,25.0,1,0,0,158.3,1,0,0,27,0,19,40,0,0,0,0,0,12,40,0,21,1,0,2,0,1,0,1,15,0,15.0
Jadyn Walker,147973,LB,FRTVLY,1,2,0,66.7,0,0,874,0,0,49.1,62.5,77.0,59.5,81.8,82.8,0,0,0,0,14,0.0,0,0,0,86.8,2,0,0,12,0,18,38,7,0,0,7,0,0,31,1,19,19,5,5,0,3,0,0,21,13,10.5
Frank Schmitt,148048,S,ST ANSELM,1,2,0,,0,0,399,0,0,65.9,68.1,73.4,,67.1,80.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,10,21,0,0,0,0,0,8,21,0,11,8,1,1,0,0,0,0,0,0,
Ethan Roberts,149164,DI,ED WATERS,1,1,0,,0,0,372,0,0,54.3,40.3,74.5,56.5,50.6,70.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,4,27,27,2,24,0,1,0,0,11,12,0,0,0,0,0,0,0,0,0,
George Wilder,149605,S,N GREENVLE,1,0,0,100.0,0,0,390,0,0,52.8,58.6,73.2,,68.0,80.9,0,0,0,0,2,0.0,0,0,0,79.2,1,0,0,21,0,12,27,0,0,0,0,0,2,27,0,15,4,1,4,0,1,0,0,2,5,2.0
Rhyan Cheatham,149723,S,N GREENVLE,1,1,0,,0,0,390,0,0,63.5,68.2,73.6,,69.5,75.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,25,0,9,28,0,0,0,0,0,3,28,0,19,0,0,0,0,0,0,0,0,0,
Sivon Pleasants,150420,CB,VIRSTA,1,0,0,100.0,0,0,1164,0,0,52.9,49.2,63.5,,,74.2,0,0,0,0,16,0.0,0,0,0,118.8,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,16,14,16.0
Kairon Martin,150440,ED,WSRAMS,1,1,1,,0,0,1206,0,0,,60.9,79.1,56.6,62.8,27.0,0,1,0,0,,42.9,3,0,0,0.0,0,1,0,0,0,0,69,68,0,0,63,5,0,1,29,40,0,2,3,0,0,2,0,0,0,
Stephen Singleton,150939,DI,MHMRTI,1,0,0,,0,0,999,0,0,,53.7,76.0,55.7,54.8,70.1,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,26,26,22,2,1,1,0,0,19,7,0,1,1,0,0,1,0,0,0,
Tyler Wells,150945,ED,TUSKEGEE,2,1,0,,0,0,405,0,0,61.5,59.4,78.6,57.1,59.0,75.7,1,1,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,1,40,40,0,0,39,1,0,0,18,21,0,1,1,0,0,2,0,0,0,
Anthony Scott,151013,ED,TUSKEGEE,1,0,0,100.0,0,1,405,0,0,53.9,65.7,72.9,78.6,,25.7,0,0,0,0,18,100.0,1,0,0,118.8,1,1,0,0,0,1,8,8,0,0,8,0,0,0,7,0,0,0,0,0,1,1,0,18,17,18.0
Tyrone Franklin Jr.,151016,CB,TUSKEGEE,1,0,0,,0,0,405,0,0,61.9,63.0,76.1,,63.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,46,21,47,0,0,0,0,0,0,47,0,26,0,0,0,0,0,0,0,0,0,
Mason Hall,151028,ED,TUSKEGEE,1,0,0,,0,0,405,0,0,,69.4,75.6,63.5,68.8,,1,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,24,24,0,0,22,2,0,0,16,8,0,0,0,0,0,2,0,0,0,
Christopher Williams,151326,ED,NAUSTA,1,0,0,,0,0,1453,0,0,,65.2,77.1,60.3,65.3,71.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,33,33,0,0,31,2,0,0,13,20,0,0,1,0,0,0,0,0,0,
Jahiem Evans,151334,LB,NAUSTA,1,2,0,100.0,0,0,1453,0,0,29.8,47.4,71.6,,71.3,83.0,0,0,0,0,15,0.0,0,0,0,158.3,2,0,0,20,0,11,33,0,0,0,0,0,4,33,0,22,9,0,5,0,2,0,1,27,18,13.5
Decarlos Johnson,151338,LB,NAUSTA,1,0,0,,0,0,1453,0,0,64.4,39.4,76.8,59.4,30.0,48.9,0,0,0,0,,25.0,1,0,0,0.0,0,0,0,43,0,14,43,0,0,0,0,0,0,43,1,28,0,1,3,0,0,0,0,0,0,
Kenneth Ogletree,151341,ED,NAUSTA,1,0,0,,0,0,1453,0,0,,61.5,69.4,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,
Andrew Laws,151360,ED,NAUSTA,1,0,0,,0,0,1453,0,0,,58.0,75.5,55.1,60.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,38,38,0,0,26,12,0,0,13,25,0,0,0,0,0,0,0,0,0,
Gabe Long,151393,DI,INWSLY,1,0,0,,0,0,1451,0,0,,68.3,76.9,62.2,68.3,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,56,56,3,53,0,0,0,0,22,34,0,0,0,0,0,1,0,0,0,
Neil Campbell,151435,CB,INWSLY,1,0,0,50.0,0,0,1451,0,0,63.0,65.1,76.7,60.0,69.4,79.6,0,0,0,0,17,0.0,0,0,0,107.3,2,0,0,4,64,27,69,0,0,0,0,0,0,69,1,41,0,1,4,0,4,0,1,23,0,11.5
Clayton Mosher,151449,LB,INWSLY,1,2,0,25.0,0,0,1451,0,0,76.3,79.9,77.1,57.8,78.1,73.2,0,0,0,0,3,6.7,1,0,0,39.6,1,0,0,33,0,26,69,15,0,0,15,0,2,54,2,41,18,8,12,2,4,0,0,3,0,3.0
Ethan Dutra,151455,ED,INWSLY,1,0,0,,0,0,1451,0,0,,51.9,67.8,,55.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,
Luke Bays,151459,LB,INWSLY,1,3,0,,0,0,1451,0,0,70.7,81.7,75.9,70.8,79.4,70.4,0,0,0,0,,8.3,1,0,0,0.0,0,1,0,68,0,26,69,0,0,0,0,0,0,69,2,41,0,7,8,1,0,1,0,0,0,
Robert Hunter,151479,DI,INWSLY,1,0,0,,0,0,1451,0,0,,74.0,76.7,59.0,77.6,73.4,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,57,57,2,54,0,1,0,0,22,35,0,3,2,0,0,1,0,0,0,
Caleb Williams,151484,ED,INWSLY,1,0,0,,0,0,1451,0,0,,64.7,75.9,60.5,65.1,73.5,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,58,58,1,4,1,52,0,0,24,34,0,2,1,0,0,2,0,0,0,
Anthony Tiritilli-Roberts,151486,DI,INWSLY,1,0,0,,0,0,1451,0,0,60.0,65.3,70.5,57.6,64.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,11,10,0,10,0,0,0,1,4,6,0,0,0,0,0,0,0,0,0,
Mark Flores,151510,LB,KY STATE,1,0,0,100.0,0,0,378,0,0,52.9,36.9,72.5,,36.8,26.5,0,0,0,0,8,50.0,1,0,0,100.0,1,0,0,13,0,8,13,0,0,0,0,0,0,13,0,5,0,0,1,0,1,0,0,8,11,8.0
Trevon Pope,151544,S,KY STATE,1,0,0,100.0,0,0,378,0,0,62.0,65.3,75.9,60.0,69.7,56.0,0,0,0,0,6,20.0,1,0,0,91.7,1,0,0,11,1,22,41,0,0,0,0,0,27,41,1,18,2,1,4,0,1,0,0,6,5,6.0
Monte Davis,151548,ED,KY STATE,1,0,0,,0,0,378,0,0,63.4,54.2,79.5,56.0,50.5,28.7,0,0,0,0,,50.0,2,0,0,0.0,0,0,0,3,0,7,54,48,0,0,45,3,0,6,22,25,3,2,2,0,0,0,0,0,0,
Kyan Gross,151551,ED,KY STATE,1,1,0,,0,0,378,0,0,60.0,41.5,77.2,60.8,33.5,73.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,1,42,41,0,13,25,3,0,1,20,21,0,1,1,0,0,0,0,0,0,
Izaya Clay,151553,DI,KY STATE,1,1,0,,0,0,378,0,0,60.0,58.4,75.8,62.2,55.0,74.7,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,37,37,2,30,3,2,0,0,18,19,0,2,2,0,0,1,0,0,0,
Zion Sharpe,151596,DI,MILES,1,1,0,,0,0,386,0,0,,67.2,75.8,55.3,69.6,27.8,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,0,51,50,4,43,0,3,0,1,14,37,0,0,0,0,0,0,0,0,0,
William Hardy,151600,LB,MILES,1,2,0,,0,0,386,0,0,62.9,64.9,75.5,57.6,64.8,62.4,0,0,0,0,,11.1,1,0,0,0.0,0,0,0,41,0,12,51,7,0,0,7,0,0,44,2,37,2,2,6,0,0,0,0,0,0,
Ca'Ni McCoy,151604,DI,MILES,1,1,0,,0,0,386,0,0,,73.5,72.7,69.8,68.7,44.6,0,0,0,0,,33.3,1,0,0,0.0,0,1,0,0,0,0,15,15,1,14,0,0,0,0,3,12,0,2,1,0,0,1,0,0,0,
Kaiden Beck,151729,S,KYCRST,1,1,0,100.0,0,0,1474,0,0,44.1,40.4,78.5,,38.1,22.9,0,0,0,0,38,66.7,4,0,1,158.3,3,0,0,28,0,34,67,0,0,0,0,0,29,67,0,33,10,0,1,0,3,0,3,61,31,20.3
Jesse Jackson,151841,CB,LINCOLN,1,1,0,100.0,0,0,380,0,0,67.3,67.9,74.2,,63.2,59.8,0,0,0,0,5,25.0,1,0,0,79.2,3,0,0,7,0,10,20,1,0,0,1,0,0,19,0,10,12,0,2,0,3,0,0,9,19,3.0
