player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Eian Roudebush,195574,QB,HA,1,73.1,26,28,7.3,3.35,1,0,0.0,64.3,18,0,19,5.3,39,1,-0.57,6,1528,70.7,61.7,61.5,59.5,0,0,39,1,20.5,31.6,83.8,15.4,6,5,0,1,1,0,0.0,109,3.9
Jeremiah Johnson,160963,QB,WARNER,1,53.8,26,28,8.0,2.32,0,1,3.4,46.4,13,0,11,7.1,29,1,-0.48,6,407,25.1,38.9,48.1,44.3,1,2,30,2,31.0,0.0,28.3,0.0,0,1,0,1,0,3,10.0,116,4.1
Ethan Coady,210998,QB,PACENY,1,69.2,26,27,10.2,2.54,0,1,3.3,59.3,16,0,14,11.1,35,2,-0.18,10,1536,38.7,60.2,61.9,57.0,0,1,38,0,42.9,21.4,85.9,8.6,3,5,0,1,1,2,5.3,243,9.0
Jackson Wasik,210569,QB,KYCRST,1,75.0,24,27,10.1,2.79,0,1,3.4,59.3,16,0,14,11.1,30,2,0.37,12,1474,69.9,66.7,66.3,64.9,1,0,33,1,50.0,7.1,126.3,3.3,1,2,0,2,3,1,3.0,245,9.1
Malakai Anthony,142524,QB,BOWIE ST,1,72.0,25,27,6.2,2.78,0,0,0.0,48.1,13,0,12,27.8,31,5,-0.12,8,365,68.4,64.8,62.0,65.2,1,0,32,0,41.9,8.3,69.8,3.2,1,3,0,1,1,1,3.1,99,3.7
John Giller,211177,QB,SOCTOW,1,72.7,22,25,10.6,2.66,2,1,3.8,64.0,16,0,13,0.0,37,0,-0.26,10,1107,71.0,56.5,51.3,65.0,1,1,38,0,35.1,53.8,106.1,18.9,7,4,0,0,2,2,5.3,244,9.8
Mikey Maloney,212959,QB,MT UNION,1,75.0,24,24,12.9,3.07,0,0,0.0,70.8,17,0,11,5.6,32,1,0.08,11,1006,71.2,70.2,75.6,55.7,0,0,32,0,46.9,27.3,114.9,9.4,3,5,0,0,1,0,0.0,230,9.6
Denim Johnson,196083,QB,KY STATE,1,77.3,22,24,6.9,2.2,1,2,7.7,62.5,15,0,5,11.8,25,2,0.31,8,378,69.1,68.2,67.0,61.7,0,0,27,1,56.0,20.0,93.4,4.0,1,0,0,1,1,1,3.7,146,6.1
Noah Beaudrie,206644,QB,ADRIAN,1,77.3,22,23,7.3,2.79,0,2,8.7,69.6,16,0,11,5.9,29,1,0.08,8,1534,70.2,78.4,87.4,57.3,0,0,29,1,51.7,18.2,107.7,6.9,2,4,0,1,1,0,0.0,183,8.0
Garret Wilson,188738,QB,NTH CENT,1,85.7,21,23,11.3,2.4,1,2,8.7,78.3,18,0,2,0.0,23,0,0.76,13,1022,69.9,92.5,92.6,65.9,0,0,23,0,69.6,0.0,158.3,0.0,0,0,0,1,3,0,0.0,324,14.1
Drew Forkner,194346,QB,ST ANSELM,1,60.0,20,22,8.0,3.26,0,1,4.0,31.8,7,0,12,41.7,29,5,-0.5,2,399,68.5,54.2,57.8,56.2,0,0,33,1,20.7,25.0,56.3,10.3,3,4,0,2,1,0,0.0,55,2.5
Miles Scott,178892,QB,MHMRTI,1,42.1,19,21,13.7,2.45,0,1,4.5,38.1,8,0,10,0.0,23,0,-0.27,4,999,68.8,52.6,52.9,56.3,1,1,24,0,30.4,0.0,45.7,0.0,0,2,0,1,1,0,0.0,80,3.8
Raequan Beal,138504,QB,TUSKEGEE,1,68.4,19,21,6.2,2.28,0,0,0.0,57.1,12,0,4,7.7,21,1,-0.43,3,405,68.1,65.3,69.1,59.7,1,0,23,1,33.3,0.0,66.4,0.0,0,0,0,1,0,0,0.0,84,4.0
JJ Miller,213209,QB,WITNBRG,1,57.1,21,21,11.8,2.76,0,3,13.0,47.6,10,0,7,16.7,24,2,-0.74,5,1216,27.3,46.7,56.9,35.0,0,1,26,0,29.2,14.3,45.5,4.2,1,2,0,0,0,1,3.8,119,5.7
Andrew Martinez,209210,QB,SRSU,2,80.0,15,20,1.3,3.01,1,0,0.0,50.0,10,0,13,16.7,25,2,-0.63,3,1133,69.6,44.0,48.2,56.6,0,1,27,3,20.0,30.8,35.4,16.0,4,1,0,4,0,1,3.7,48,2.4
Christian Burks,181322,QB,SVANNAH ST,1,60.0,20,20,7.6,2.63,0,1,5.0,55.0,11,0,11,8.3,25,1,-0.48,7,286,67.7,62.0,59.5,63.1,0,1,25,1,32.0,36.4,52.9,16.0,4,1,0,0,0,1,4.0,124,6.2
Trent Grotjan,180045,QB,WEBINT,1,61.1,18,20,6.6,2.57,0,0,0.0,45.0,9,0,5,18.2,21,2,-0.05,5,1246,73.6,59.3,53.2,64.0,0,0,24,0,23.8,0.0,71.3,0.0,0,1,0,2,1,0,0.0,72,3.6
Tyler Strickland,197556,QB,ARKBC,1,47.1,17,19,8.4,2.11,1,0,0.0,36.8,7,0,1,12.5,20,1,-0.57,2,1515,69.1,53.2,49.7,64.3,0,1,20,1,15.0,100.0,24.5,5.0,1,0,0,1,0,1,5.0,62,3.3
Duke Shovald,210960,QB,NMiU,1,61.1,18,19,10.3,2.31,0,0,0.0,57.9,11,0,12,0.0,25,0,-0.25,6,1031,30.7,44.8,46.9,49.8,1,0,28,0,44.0,41.7,79.5,20.0,5,1,0,0,0,0,0.0,133,7.0
Ryan Killmer,212103,QB,ERSKIN,1,68.8,16,18,12.9,2.32,0,1,5.0,61.1,11,0,6,0.0,19,0,0.01,5,1526,24.7,69.6,65.3,60.0,1,1,21,1,36.8,16.7,78.9,5.3,1,0,0,1,1,1,4.8,132,7.3
Michael Boyle,213255,QB,CLG OF WOO,1,46.7,15,18,8.5,2.55,1,1,5.0,38.9,7,0,4,0.0,20,0,-0.39,2,1217,67.5,40.0,43.3,57.0,0,0,23,1,20.0,25.0,77.5,5.0,1,1,0,2,1,2,8.7,106,5.9
Devon Tott,150083,QB,SVANNAH ST,1,46.2,13,17,12.5,2.56,0,1,5.9,23.5,4,0,8,33.3,17,2,-0.7,2,286,67.5,41.7,50.1,60.0,2,1,17,3,17.6,0.0,15.1,0.0,0,0,0,2,0,1,5.9,47,2.8
Kevin Taylor,180333,QB,BOWIE ST,1,85.7,14,17,7.6,3.07,0,0,0.0,70.6,12,0,9,0.0,21,0,-0.06,5,365,24.4,57.6,70.8,42.8,0,0,24,1,38.1,0.0,82.5,0.0,0,4,0,3,0,0,0.0,88,5.2
Andrew Hunter,212632,QB,BERRY VIK,1,58.8,17,17,10.5,2.8,0,1,5.9,52.9,9,0,6,10.0,22,1,-0.18,8,1547,70.3,63.8,47.4,76.5,0,2,22,0,54.5,16.7,67.2,4.5,1,4,0,0,2,2,9.1,87,5.1
Allen Rainey,212319,QB,WCU,1,56.3,16,17,12.4,3.28,0,0,0.0,52.9,9,0,16,0.0,27,0,-0.3,6,1535,69.2,58.6,51.7,65.6,0,2,29,0,33.3,12.5,43.6,7.4,2,8,0,1,1,2,6.9,71,4.2
Eli Foutz,211762,QB,Ferr,1,73.3,15,17,3.8,2.13,1,0,0.0,64.7,11,0,5,0.0,18,0,-0.57,3,869,69.1,59.7,57.7,60.9,0,0,20,0,22.2,0.0,76.6,0.0,0,1,0,1,0,0,0.0,84,4.9
Christian Lewis,212625,QB,BERRY VIK,1,56.3,16,16,13.8,3.18,0,1,6.3,50.0,8,0,4,11.1,17,1,-0.78,3,1547,67.5,29.7,30.9,53.6,0,3,17,0,29.4,0.0,22.1,0.0,0,1,0,0,0,3,17.6,69,4.3
Kennedy McGill,179285,QB,CENT WASH,1,53.8,13,16,12.4,2.94,0,1,5.9,43.8,7,0,10,0.0,19,0,-0.7,4,367,72.5,61.4,63.3,61.3,1,2,20,2,26.3,10.0,39.6,5.3,1,2,0,2,1,1,5.0,76,4.8
Luke Hudson,213202,QB,WYNESBRG,1,64.3,14,15,8.6,2.57,1,0,0.0,46.7,7,0,4,22.2,15,2,-0.55,3,1175,66.4,74.6,74.0,,0,0,15,0,26.7,0.0,57.1,0.0,0,0,0,0,0,1,6.7,58,3.9
Dylan Jackson,212187,QB,WCST,1,58.3,12,15,12.5,2.93,0,0,0.0,40.0,6,0,9,14.3,18,1,-0.81,3,1537,22.9,51.3,50.6,,2,1,18,0,22.2,33.3,24.6,16.7,3,0,0,1,0,1,5.6,61,4.1
Ryan Dean,212903,QB,KENYON,1,57.1,14,14,8.1,2.36,0,1,7.1,57.1,8,0,6,0.0,16,0,-1.03,2,1545,22.8,34.5,33.3,60.0,0,1,16,0,25.0,33.3,37.5,12.5,2,0,0,0,0,2,12.5,59,4.2
Phillip Jones II,192203,QB,LOUCHR,1,41.7,12,14,20.6,3.16,0,0,0.0,35.7,5,0,12,0.0,22,0,0.0,6,958,68.2,45.4,44.6,56.9,0,0,24,0,27.3,33.3,50.9,18.2,4,3,0,2,0,0,0.0,64,4.6
Nikko Georgiou,212776,QB,JOHNCA,5,90.9,11,13,4.6,2.08,2,0,0.0,76.9,10,0,1,0.0,13,0,0.53,6,926,66.2,69.1,68.6,60.0,0,0,14,0,53.8,0.0,131.7,0.0,0,0,0,0,2,0,0.0,81,6.2
Michael Ryan,211606,QB,WARNER,1,50.0,12,13,14.2,3.23,0,1,7.7,46.2,6,0,10,0.0,20,0,0.41,6,407,67.8,59.0,59.7,58.4,0,0,20,0,40.0,20.0,69.7,10.0,2,5,0,1,0,0,0.0,91,7.0
Nick Billoups,131847,QB,LANECOL,1,54.5,11,13,11.6,3.09,0,2,15.4,38.5,5,0,9,16.7,17,1,-0.61,3,942,26.8,39.2,30.7,61.3,1,1,17,0,29.4,33.3,20.0,17.6,3,1,0,1,0,3,17.6,56,4.3
Dereun Dortch,210810,QB,NORTHEA ST,1,36.4,11,13,13.3,2.39,1,0,0.0,23.1,3,0,5,25.0,13,1,-0.43,3,1030,21.1,46.5,46.3,59.6,0,0,13,0,23.1,0.0,81.9,0.0,0,0,0,1,1,1,7.7,91,7.0
Bryce Perkins,210187,QB,LOUCHR,1,33.3,12,12,9.9,1.98,0,0,0.0,25.0,3,0,6,25.0,13,1,-0.61,2,958,67.1,27.5,26.5,62.3,0,1,14,0,23.1,16.7,12.2,7.7,1,0,0,0,0,3,21.4,57,4.8
Thomas Burke III,213163,QB,WYNESBRG,1,58.3,12,12,9.3,2.67,0,1,7.1,58.3,7,0,5,0.0,15,0,-0.09,4,1175,66.8,66.8,68.5,57.3,0,1,18,0,26.7,60.0,79.2,20.0,3,0,0,0,1,0,0.0,102,8.5
Ronan Noke,194370,QB,ST ANSELM,1,72.7,11,12,7.1,2.93,0,0,0.0,58.3,7,0,2,12.5,14,1,-0.12,2,399,68.7,64.4,54.9,69.8,0,1,14,0,57.1,0.0,47.6,0.0,0,2,0,1,0,0,0.0,91,7.6
Cephas Williams,180309,QB,AMRINT,1,70.0,10,11,6.4,2.74,0,0,0.0,63.6,7,0,8,0.0,13,0,0.04,5,737,66.0,34.5,41.7,,0,0,13,2,38.5,25.0,87.3,15.4,2,0,0,1,0,1,7.7,85,7.7
Josh Sims,207647,QB,GC,1,60.0,10,10,11.6,1.96,0,1,10.0,50.0,5,0,1,16.7,10,1,0.16,3,1533,65.4,74.4,73.8,,0,1,10,0,30.0,0.0,30.0,0.0,0,0,0,0,0,0,0.0,62,6.2
Carson Rodgers,153036,QB,TXWSLY,1,77.8,9,10,8.6,2.55,0,2,20.0,50.0,5,0,5,28.6,11,2,-0.18,3,1457,65.6,84.2,83.7,,1,0,11,0,27.3,20.0,72.9,9.1,1,0,0,0,0,0,0.0,70,7.0
Will Anglen,131670,QB,LINCOK,1,50.0,10,10,9.7,2.37,0,1,10.0,40.0,4,0,6,20.0,11,1,0.18,2,1452,67.6,53.4,61.4,55.0,0,0,11,1,27.3,0.0,68.8,0.0,0,1,0,0,0,1,9.1,80,8.0
Michael Jackson,148295,QB,MHMRTI,1,28.6,7,9,13.7,2.18,1,0,0.0,22.2,2,0,5,0.0,10,0,-0.69,2,999,18.5,35.3,34.4,,0,0,11,0,20.0,20.0,49.3,10.0,1,0,0,1,0,2,18.2,48,5.3
Luke Snowbarger,213269,QB,CLG OF WOO,1,50.0,8,8,5.3,2.03,0,0,0.0,50.0,4,0,2,0.0,9,0,-0.42,1,1217,65.1,43.2,42.8,,0,0,9,0,33.3,50.0,57.3,11.1,1,0,0,0,0,0,0.0,26,3.3
Connor Dietz,206824,QB,AMRINT,1,83.3,6,8,4.0,2.97,1,0,0.0,62.5,5,0,9,0.0,14,0,-0.57,2,737,25.4,60.6,64.1,60.8,0,0,14,1,14.3,22.2,72.9,14.3,2,3,0,1,0,0,0.0,36,4.5
Sedrick Hill Jr.,205913,QB,ARKBC,1,16.7,6,8,9.7,4.29,1,0,0.0,0.0,0,0,7,100.0,11,1,-1.39,0,1515,67.6,22.6,20.9,58.3,0,1,11,1,0.0,14.3,0.0,9.1,1,2,0,1,0,3,27.3,0,0.0
Dante Casciola,149521,QB,RAND MACON,1,80.0,5,7,7.8,3.6,2,0,0.0,42.9,3,0,5,25.0,11,1,-0.31,1,1546,68.5,62.9,58.7,63.3,0,0,11,0,18.2,40.0,50.3,18.2,2,2,0,0,0,0,0.0,8,1.1
Matthew Xiques,212256,QB,WCST,1,28.6,7,7,13.3,3.15,0,0,0.0,28.6,2,0,3,0.0,10,0,-1.55,1,1537,65.4,45.3,51.5,57.0,0,1,10,1,20.0,66.7,11.9,20.0,2,1,0,0,0,0,0.0,41,5.9
Torrence Bardell,141753,QB,KY STATE,1,83.3,6,6,17.0,2.2,0,1,16.7,83.3,5,0,2,0.0,7,0,-0.98,2,378,68.1,65.9,68.8,63.0,0,0,7,1,57.1,50.0,156.9,14.3,1,0,0,0,1,0,0.0,73,12.2
Zach Wyatt,211852,QB,Ferr,1,66.7,6,6,16.7,3.43,0,0,0.0,66.7,4,0,3,0.0,7,0,-0.39,1,869,65.9,50.8,52.7,55.9,0,0,7,0,28.6,0.0,78.5,0.0,0,1,0,0,0,0,0.0,30,5.0
Isaiah Osgood,206970,QB,Bent,1,100.0,4,5,3.8,3.06,0,0,0.0,80.0,4,0,2,0.0,7,0,0.98,3,1238,67.2,72.1,63.5,74.1,0,0,8,1,57.1,0.0,158.3,0.0,0,2,0,1,1,0,0.0,77,15.4
Chase Crone,209103,QB,THMORE,1,60.0,5,5,11.4,2.36,0,0,0.0,40.0,2,0,2,33.3,5,1,-0.73,2,1296,63.8,52.6,51.6,,0,1,5,0,40.0,0.0,23.3,0.0,0,0,0,0,0,1,20.0,33,6.6
Joqwan West,212350,WR,WCU,1,25.0,4,4,13.5,4.07,0,0,0.0,0.0,0,0,5,100.0,7,1,-1.92,0,1535,22.4,55.0,25.7,47.5,0,2,7,0,14.3,0.0,0.0,0.0,0,3,0,0,0,2,28.6,0,0.0
Caleb Christensen,193566,QB,CENT WASH,1,66.7,3,4,17.3,2.53,0,0,0.0,50.0,2,0,3,0.0,4,0,0.49,2,367,63.3,76.7,76.2,,1,0,4,0,50.0,0.0,77.1,0.0,0,0,0,0,0,0,0.0,32,8.0
Sky Forest,101055,QB,LANECOL,1,66.7,3,3,7.0,2.93,0,0,0.0,66.7,2,0,1,0.0,4,0,0.2,1,942,63.8,53.6,56.8,57.3,0,0,5,0,50.0,0.0,79.9,0.0,0,1,0,0,0,0,0.0,16,5.3
Kye Callicoatte,209182,QB,SRSU,2,66.7,3,3,7.0,2.33,0,0,0.0,66.7,2,0,1,0.0,4,0,-0.89,0,1133,13.1,29.4,43.3,40.2,0,0,4,0,0.0,0.0,70.1,0.0,0,1,0,0,0,1,25.0,-4,-1.3
Cameron Sheppard,210714,QB,LANECOL,1,33.3,3,3,17.3,4.68,0,0,0.0,33.3,1,0,2,0.0,4,0,-0.53,1,942,16.8,29.8,42.3,44.1,0,1,4,0,0.0,0.0,2.8,0.0,0,1,0,0,0,1,25.0,1,0.3
Luke Porcaro,211044,QB,PACENY,1,33.3,3,3,14.7,3.16,0,1,33.3,33.3,1,0,3,0.0,5,0,-0.12,1,1536,12.1,48.8,48.9,,0,0,5,0,20.0,66.7,91.7,40.0,2,0,0,0,1,1,20.0,16,5.3
Drew Morgan,212913,QB,KENYON,1,33.3,3,3,-0.3,2.23,0,0,0.0,33.3,1,0,1,0.0,4,0,-0.3,1,1545,63.8,55.0,54.4,,0,0,5,0,25.0,100.0,45.1,25.0,1,0,0,0,0,0,0.0,11,3.7
Jake Mulhern,213103,QB,RAND MACON,1,33.3,3,3,19.0,1.8,0,0,0.0,0.0,0,0,1,100.0,3,1,-1.13,0,1546,62.7,42.4,42.7,,0,0,3,0,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Tayden Carpenter,210605,QB,KYCRST,1,50.0,2,2,7.0,2.45,0,0,0.0,50.0,1,0,0,0.0,2,0,0.04,0,1474,61.8,27.0,27.2,,0,0,2,0,50.0,,62.5,0.0,0,0,0,0,0,1,50.0,9,4.5
BJ Higgins,160137,QB,ED WATERS,1,50.0,2,2,15.0,2.4,0,0,0.0,50.0,1,0,2,0.0,3,0,-0.56,1,372,62.7,29.5,39.8,57.3,0,1,3,1,33.3,0.0,25.0,0.0,0,1,0,0,0,1,33.3,10,5.0
Aeneas Stailey,212919,QB,KENYON,1,0.0,2,2,7.5,3.07,0,0,0.0,0.0,0,0,2,,3,0,-1.35,0,1545,13.8,28.3,48.3,38.3,0,0,3,0,0.0,50.0,39.6,33.3,1,0,0,0,0,0,0.0,0,0.0
Rhyel Miles-Eubanks,211961,QB,LINCOLN,1,100.0,2,2,-1.0,1.3,0,0,0.0,100.0,2,0,0,0.0,2,0,-0.69,0,380,61.8,62.9,62.7,,0,0,2,0,0.0,,81.3,0.0,0,0,0,0,0,0,0.0,7,3.5
Ennio Yapoor,211471,QB,TUSKEGEE,1,0.0,1,2,13.0,3.7,1,0,0.0,0.0,0,0,1,,2,0,-0.85,0,405,61.8,48.1,48.2,,0,0,2,0,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Mo Foketi,210816,K,NORTHEA ST,1,100.0,1,1,4.0,2.2,0,0,0.0,100.0,1,0,0,0.0,1,0,4.86,1,1030,60.3,71.8,74.3,,0,0,1,0,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0
Anthony Mix,210766,QB,MILES,1,100.0,1,1,2.0,1.7,0,0,0.0,100.0,1,0,0,0.0,1,0,0.0,0,386,67.5,58.3,61.0,57.6,0,0,1,0,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0
Keller Moten,212787,QB,JOHNCA,1,100.0,1,1,0.0,2.3,0,0,0.0,100.0,1,0,0,0.0,1,0,-0.77,0,926,36.7,83.3,61.0,75.3,0,0,1,0,0.0,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0
