player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Trevor Vines,101920,DI,TUSKEGEE,1,1,0,,0,0,405,0,0,,56.9,72.8,59.2,56.9,71.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,18,18,0,18,0,0,0,0,4,14,0,0,1,0,0,0,0,0,0,
James Kitt,101944,ED,WESTFL,1,0,0,,0,0,1269,0,0,,59.5,70.9,58.0,60.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,7,7,0,3,4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,
Elton Jean-Baptiste,101976,ED,CARSON,1,0,0,,0,0,799,0,0,,69.4,73.1,58.5,69.5,71.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,14,14,0,0,10,4,0,0,4,10,0,1,1,0,0,0,0,0,0,
Jayden Barfield,102064,ED,TUSKEGEE,2,0,0,,0,0,405,0,0,60.0,50.4,79.1,54.4,49.2,21.7,0,0,0,0,,50.0,2,0,0,0.0,0,0,0,0,0,1,51,50,0,0,48,2,0,1,26,24,1,2,2,0,0,0,0,0,0,
Dwayne Ruff,102095,S,SVANNAH ST,1,0,0,100.0,0,0,286,0,0,49.7,40.7,68.7,,60.0,22.2,0,0,0,0,12,100.0,1,0,0,156.3,1,0,0,0,0,4,5,0,0,0,0,0,4,5,0,1,1,0,0,0,1,0,1,12,0,12.0
Sadiq Salawu,102129,LB,BOWIE ST,1,2,0,66.7,0,0,365,0,0,41.7,55.0,73.8,62.4,75.5,63.8,0,2,0,0,30,12.5,1,1,0,102.1,4,0,0,53,0,37,63,1,0,0,1,0,0,62,5,21,9,4,5,0,6,2,0,64,22,16.0
Hadyn Steffens,103758,LB,COMESA,1,0,0,100.0,0,0,1281,0,0,50.2,47.0,0.0,54.8,58.9,77.5,1,2,0,0,13,0.0,0,0,1,118.8,1,0,0,45,0,20,46,1,0,0,1,0,0,45,5,21,0,2,3,1,1,3,0,13,6,13.0
Carl Poole,104149,LB,VIRSTA,1,0,0,,0,0,1164,0,0,60.3,76.7,66.2,,75.9,76.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,7,0,2,7,0,0,0,0,0,0,7,0,5,0,1,1,0,0,0,0,0,0,
Jeremy Dees,104399,DI,TUSKEGEE,2,1,0,100.0,0,0,405,0,0,52.2,44.8,75.3,56.4,51.4,72.4,0,0,0,0,11,0.0,0,0,0,112.5,1,0,0,1,0,2,34,33,3,30,0,0,0,1,17,15,0,0,1,0,1,0,0,11,6,11.0
Jason Samec,104430,ED,SWMINN,1,0,0,,0,0,1108,0,0,,62.5,72.8,56.1,64.6,71.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,17,17,0,2,6,9,0,0,6,11,0,1,1,0,0,0,0,0,0,
Traquan McNair,104442,ED,WESTFL,2,0,0,,0,0,1269,0,0,,55.9,75.4,69.1,47.0,35.7,0,1,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,39,39,0,39,0,0,0,0,23,16,0,1,2,0,0,1,0,0,0,
William Jenkins,104528,LB,DELTAST,2,1,0,50.0,0,1,841,0,0,61.0,63.6,71.9,55.5,68.0,81.1,0,0,0,0,7,11.1,1,0,0,58.3,1,0,0,45,0,31,59,0,0,0,0,0,0,59,4,24,14,5,7,2,2,0,0,7,3,7.0
Chris Stevenson,104595,LB,TUSCUL,1,0,0,,0,0,1149,0,0,60.8,71.4,71.2,,71.7,77.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,11,0,3,11,0,0,0,0,0,0,11,0,8,0,2,3,0,0,0,0,0,0,
Tre'Von Stanford,105354,LB,W ALABAMA,1,3,0,100.0,0,0,408,0,0,70.8,74.7,77.1,,72.5,64.2,0,0,0,0,4,11.1,1,0,0,79.2,2,0,0,37,0,26,48,4,0,0,4,0,0,44,0,22,7,4,5,0,2,0,0,6,8,3.0
James Wells,105384,LB,N GREENVLE,2,0,0,100.0,0,0,390,0,0,49.8,48.9,74.2,59.4,54.8,27.8,0,0,0,0,49,50.0,2,0,0,158.3,1,0,0,32,0,16,33,0,0,0,0,0,0,33,1,16,1,1,2,0,1,0,1,49,46,49.0
Uriah Ratliff,105642,CB,W ALABAMA,1,2,0,50.0,0,1,408,0,0,82.4,82.9,78.1,58.6,77.3,82.0,0,0,0,1,3,0.0,0,0,0,16.7,1,0,0,11,0,29,56,3,0,0,3,0,0,53,2,25,42,4,5,0,2,0,0,3,6,3.0
Milton Adams,105973,CB,SHORTER,2,1,0,66.7,0,0,396,0,0,61.2,58.8,80.7,55.5,54.7,52.0,0,0,0,0,32,21.4,3,0,0,93.8,4,0,0,35,0,61,126,16,0,0,16,0,0,110,11,54,75,2,10,1,6,0,0,52,16,13.0
Joshua Flowers,105974,S,CENT WASH,1,0,0,,0,0,367,0,0,,51.6,69.5,,49.9,28.7,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0,0,4,6,0,6,2,0,1,0,0,0,0,0,0,
Mark Robinson,106373,ED,DELTAST,2,0,0,,0,0,841,0,0,60.0,69.4,79.1,64.1,68.7,76.8,0,2,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,57,57,0,0,55,2,0,0,28,29,0,3,3,0,0,3,0,0,0,
Nsaiah Harriet,106480,ED,SVANNAH ST,1,0,0,,0,0,286,0,0,,56.0,75.6,53.9,59.6,16.6,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,40,40,1,21,10,8,0,0,26,14,0,0,0,0,0,0,0,0,0,
Milton Chandler III,108075,DI,BARCOL,1,1,0,,0,0,1473,0,0,,82.0,72.6,82.6,70.4,71.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,16,16,0,3,2,11,0,0,4,12,0,0,0,0,0,1,0,0,0,
Graderius Brown,110537,S,MILES,2,3,0,40.0,0,0,386,0,0,66.7,61.3,78.7,,47.6,65.9,1,0,0,1,16,14.3,2,0,0,14.6,4,0,0,39,0,67,114,0,0,0,0,0,40,114,0,47,35,6,9,3,10,1,0,45,10,11.3
Tykorian Brown,110541,CB,TUSCUL,1,1,0,100.0,0,0,1149,0,0,73.0,69.9,72.5,45.1,70.5,63.1,0,1,0,0,6,20.0,1,0,0,91.7,1,0,0,6,21,8,27,0,0,0,0,0,0,27,1,18,0,1,3,0,1,1,0,6,0,6.0
Keygan Mayfield,110659,CB,N GREENVLE,1,0,0,,0,0,390,0,0,,62.9,67.9,,62.3,74.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,1,0,0,0,0,0,0,
Jonovan Lowe,110668,S,SHORTER,2,2,0,77.8,0,0,396,0,0,49.6,51.4,78.2,,62.8,61.2,0,0,0,1,33,14.3,2,1,1,116.9,14,0,0,9,97,68,106,0,0,0,0,0,0,106,0,38,0,3,10,0,18,0,2,157,37,11.2
Dante Bowlding,110672,S,WSRAMS,1,1,0,50.0,0,0,1206,0,0,68.1,66.1,78.2,,58.9,33.1,0,0,0,0,14,27.3,3,1,0,72.9,1,0,0,5,0,33,62,0,0,0,0,0,45,62,0,29,12,2,7,0,2,0,0,14,4,14.0
Fred Billy,110834,CB,N GREENVLE,2,2,0,50.0,0,0,390,0,0,65.4,70.1,79.1,71.7,68.7,76.7,0,0,0,0,25,8.3,1,0,0,95.8,1,0,0,68,0,40,88,2,0,0,2,0,8,86,3,45,10,3,9,1,2,0,0,25,0,25.0
Bryan Payne,110964,S,CARSON,1,0,0,,0,0,799,0,0,,64.1,69.4,,64.3,74.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,1,0,8,0,0,0,0,0,1,8,0,8,2,0,1,0,0,0,0,0,0,
John Smith,111055,S,TUSCUL,1,2,0,0.0,0,0,1149,0,0,48.7,52.3,74.2,60.0,57.9,55.5,0,0,0,0,,20.0,1,0,0,39.6,0,0,0,19,0,9,30,1,0,0,1,0,10,29,1,20,0,0,2,0,1,0,0,0,0,
Christian Hicks,111229,LB,CARSON,1,3,0,,0,0,799,0,0,70.7,79.7,75.5,86.6,67.7,54.8,1,1,0,0,,22.2,2,0,0,0.0,0,1,0,45,0,16,48,0,0,0,0,0,0,48,6,26,3,4,4,1,0,3,0,0,0,
Landen Johnson,111617,LB,WSRAMS,1,2,0,,0,0,1206,0,0,66.2,70.6,73.5,55.2,72.8,80.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,16,0,11,27,2,0,0,2,0,0,25,3,13,9,1,1,0,0,0,0,0,0,
Gael Laurent,111844,LB,WESTFL,2,3,0,50.0,0,0,1269,0,0,54.0,61.8,0.0,66.8,81.0,65.5,0,1,0,0,4,11.1,1,0,2,56.3,1,0,0,60,1,47,86,6,0,0,6,0,0,80,6,33,19,4,5,2,2,1,0,4,6,4.0
Dylan Reeves,112204,ED,LIMEST,1,2,0,,0,0,1283,0,0,,65.3,0.0,64.9,70.3,73.8,0,1,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,33,33,1,30,0,2,0,0,18,15,0,0,1,0,0,1,0,0,0,
Joslyn Mira,112340,ED,TUSCUL,1,1,0,,0,0,1149,0,0,,70.0,78.3,60.6,71.6,53.0,0,1,0,0,,33.3,1,0,0,0.0,0,1,0,6,0,0,33,27,0,0,23,4,0,6,13,20,0,1,1,0,0,2,0,0,0,
Kadarrion Jones,112435,ED,LANECOL,1,2,0,,0,0,942,0,0,61.0,54.8,78.3,54.9,54.2,27.8,0,1,0,1,,40.0,2,0,0,0.0,0,0,0,0,0,1,49,49,0,0,48,1,0,0,21,27,0,1,1,0,0,1,0,0,0,
Justin Triplet,112633,DI,CARSON,1,0,0,,0,0,799,0,0,,62.9,73.8,59.5,62.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,12,12,6,4,0,2,0,0,4,8,0,0,0,0,0,0,0,0,0,
Malik Fleming,120744,S,SVANNAH ST,1,0,0,,0,0,286,0,0,60.0,61.3,70.2,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,1,7,0,0,0,0,0,5,7,0,6,1,0,0,0,0,0,0,0,0,
Nick Grady,120896,S,MISS COL,1,2,0,0.0,0,0,990,0,0,63.9,56.5,77.7,,42.9,29.8,0,0,0,1,,42.9,3,0,0,0.0,0,0,0,20,0,30,56,1,0,0,1,0,20,55,0,26,15,1,2,1,2,0,0,0,0,
Kobe Graves,120897,CB,MISS COL,1,1,0,0.0,0,0,990,0,0,67.4,64.5,76.7,,49.4,46.5,0,0,0,0,,25.0,1,1,0,39.6,0,0,0,0,50,28,50,0,0,0,0,0,0,50,0,22,0,0,2,0,3,0,0,0,0,
Jaison McKeithan,120952,G,MISS COL,1,0,0,,0,0,990,0,0,,55.4,73.1,62.2,52.5,69.7,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,18,18,2,16,0,0,0,0,10,8,0,1,1,0,0,1,0,0,0,
Kenneth Martin,121355,ED,WESTFL,2,0,0,,0,0,1269,0,0,,62.8,76.1,58.4,65.2,,0,2,0,0,,,0,0,0,0.0,0,0,0,0,0,0,50,50,0,48,1,1,0,0,36,14,0,0,0,0,0,2,0,0,0,
Trevor Willard,122257,ED,WSRAMS,1,2,0,,0,0,1206,0,0,61.2,72.0,76.2,62.4,66.0,75.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,27,27,0,1,26,0,0,0,15,12,0,0,1,0,0,1,0,0,0,
Dae'Shawn Davis,122510,LB,FLMMRL,1,1,0,100.0,0,0,1471,0,0,64.3,64.2,71.8,59.7,61.7,27.4,0,0,0,0,4,40.0,2,0,0,83.3,1,0,0,20,0,11,21,1,0,0,1,0,0,20,1,9,0,2,2,0,1,0,0,4,0,4.0
Justin Efebera,124202,S,MISS COL,1,0,0,100.0,0,0,990,0,0,66.2,66.6,72.2,,60.0,72.5,0,0,0,0,-2,0.0,0,0,0,79.2,1,0,0,4,0,5,10,0,0,0,0,0,0,10,0,5,6,1,1,1,1,0,0,-2,0,-2.0
Keelene Bradley,126385,DI,COMESA,1,1,0,,0,0,1281,0,0,,60.6,74.0,53.0,68.0,70.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,24,24,1,0,2,21,0,0,15,9,0,0,0,0,0,0,0,0,0,
Christopher Satterfield,127626,CB,INWSLY,1,0,0,100.0,0,0,1451,0,0,67.2,66.6,73.7,58.6,60.0,73.4,0,0,0,0,11,0.0,0,0,0,112.5,1,0,0,0,2,12,16,0,0,0,0,0,1,16,1,3,13,0,1,0,1,0,0,11,-1,11.0
