player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Jonero Scott,182374,HB,MILES,1,18,4,0,0.0,0,0,57,0,0,4,31,36.3,0,1,386,1,12,29.8,58.5,74.2,,75.7,29.5,64.1,60.0,9,0,10,1,16,19,0,0,2,19,0,57,31,1.72,3.2,0.63,5
Cyrus Zuell,195141,HB,RU,1,18,6,1,47.5,38,0,80,0,0,6,27,50.0,1,3,1529,1,11,29.3,60.0,76.8,,65.2,54.7,60.2,60.0,38,0,0,0,11,20,0,0,0,18,0,80,27,1.5,4.4,0.0,7
Jamin Miller,196909,HB,LINCOK,2,17,2,0,0.0,0,0,44,2,0,2,38,23.5,0,4,1452,0,3,75.9,48.4,78.3,,22.2,29.8,62.9,44.8,8,0,1,2,19,36,0,0,5,19,0,44,38,2.24,2.6,0.05,14
Jaylin McCray,196917,HB,LINCOK,3,17,1,0,0.0,0,0,33,0,0,1,32,11.1,0,0,1452,1,6,28.7,54.2,76.0,,79.5,55.9,52.2,58.8,7,0,0,0,8,20,0,0,1,17,0,33,32,1.88,1.9,0.0,11
Ryan Whitwell,193696,HB,INWSLY,1,17,2,0,0.0,0,0,53,0,0,2,35,21.7,1,2,1451,0,12,75.9,62.1,75.9,,78.2,61.8,61.3,,11,0,26,2,21,17,0,0,3,19,0,53,35,2.06,3.1,1.24,5
Caron Robinson,130419,HB,EDNBFS,1,17,6,2,61.3,57,0,93,0,0,6,59,109.6,2,3,860,0,2,75.9,70.3,74.4,,76.3,63.5,69.2,60.0,30,0,4,2,9,19,0,0,2,19,0,93,59,3.47,5.5,0.44,15
Kennedy McGill,179285,QB,CENT WASH,1,16,4,2,55.7,64,0,82,0,0,1,27,33.3,3,5,367,1,0,72.1,65.1,77.1,52.7,,,73.7,60.0,49,0,0,0,0,34,33,7,0,9,0,115,41,2.56,7.2,,6
Shane Hamm,149525,QB,WARNER,1,15,5,1,26.7,16,0,19,0,0,0,9,0.0,2,4,407,0,0,40.0,38.6,77.1,45.8,,,44.3,60.0,19,1,0,0,0,27,41,10,0,5,0,60,58,3.87,4.0,,5
Datlan Cunningham,197191,HB,LOUCHR,1,15,2,0,0.0,0,0,49,0,0,2,39,34.7,0,3,958,0,10,75.2,70.7,74.9,,,54.0,72.6,56.5,7,0,0,0,14,20,0,0,0,15,1,49,39,2.6,3.3,0.0,5
Kylan Duhe,166809,HB,LANECOL,1,15,3,1,51.0,25,0,49,0,0,3,58,77.3,3,4,942,0,7,75.2,61.1,75.9,,42.4,54.7,63.1,60.0,25,0,0,0,15,18,0,0,0,15,0,49,58,3.87,3.3,0.0,7
Jovari Gamble,165181,HB,KYCRST,1,15,2,2,66.7,34,0,51,0,0,2,32,25.1,2,3,1474,0,5,75.2,60.4,74.9,,81.8,60.5,58.7,60.0,17,0,3,2,12,16,0,0,2,17,0,51,32,2.13,3.4,0.25,9
Daylon Charles,151931,HB,LOUCHR,1,14,1,0,0.0,0,0,51,0,0,1,37,17.6,1,6,958,0,4,74.8,69.4,75.2,,67.5,64.1,69.3,59.6,10,0,8,1,15,16,0,0,1,15,0,51,37,2.64,3.6,0.53,10
Kainoa Jones,152379,QB,W OREGON,2,14,3,0,0.0,0,0,10,0,0,2,17,53.1,3,4,411,4,5,54.5,67.2,34.7,68.2,,52.0,61.0,60.0,14,2,0,0,1,47,37,6,1,8,0,47,34,2.43,3.4,0.0,3
Keith Moore,167622,QB,ED WATERS,1,13,3,0,0.0,0,0,35,0,0,2,18,25.0,0,1,372,1,2,32.2,47.9,76.1,51.1,,,52.1,60.0,7,1,0,0,0,34,7,1,0,12,0,42,18,1.38,3.2,,7
Tyler Flanagan,143656,HB,CENT WASH,1,13,2,1,78.8,26,0,33,0,0,2,40,41.0,1,2,367,1,3,27.9,52.3,77.0,,78.2,30.5,56.6,58.3,26,0,10,2,17,21,0,0,3,15,1,33,40,3.08,2.5,0.59,10
Jaidin Haynes,194349,HB,ST ANSELM,1,13,6,0,0.0,0,0,34,0,0,6,37,113.8,0,3,399,0,3,74.8,68.1,74.2,,80.3,61.1,67.0,60.0,9,0,8,2,8,15,0,0,2,15,0,34,37,2.85,2.6,1.0,10
Kentrelle Williams,154170,HB,ED WATERS,1,13,2,0,0.0,0,0,53,0,0,2,53,62.7,0,1,372,1,9,25.7,64.4,73.7,,62.9,58.0,65.2,54.3,9,0,0,0,2,20,0,0,0,13,1,53,53,4.08,4.1,0.0,4
Kainoa Sayre,180208,HB,W OREGON,2,12,3,0,0.0,0,0,22,0,0,3,25,52.1,0,0,411,0,4,74.0,61.9,76.5,,82.1,54.6,61.1,59.0,6,0,0,0,14,17,0,0,0,12,0,22,25,2.08,1.8,0.0,8
Cameron Goods,179169,HB,BLHLYJ,1,12,4,0,0.0,0,0,50,0,0,4,31,73.8,3,4,1227,0,3,74.5,70.3,75.7,,38.6,77.9,69.9,60.0,14,0,65,2,9,14,0,0,2,14,0,50,31,2.58,4.2,7.22,9
Dylan Ramirez,166206,QB,N GREENVLE,1,12,7,0,0.0,0,0,6,0,0,0,2,0.0,1,3,390,2,1,69.7,70.1,75.7,73.8,,,59.1,60.0,12,0,0,0,0,20,44,8,0,4,0,50,43,3.58,4.2,,0
Steven Mitchell,196350,HB,WHU,1,12,4,0,0.0,0,0,41,1,0,4,28,66.7,1,1,1525,0,9,74.1,63.9,74.8,,72.1,41.8,69.7,58.7,13,0,3,2,18,16,0,0,4,14,0,41,28,2.33,3.4,0.17,3
Zidane Thomas,179542,HB,EDNBFS,1,12,0,0,0.0,0,0,34,0,1,0,20,12.8,1,4,860,0,1,74.1,63.2,74.5,,76.3,67.0,61.5,59.7,11,0,3,1,15,14,0,0,1,13,0,34,20,1.67,2.8,0.2,11
Jacob Walker,149935,HB,N GREENVLE,1,12,4,1,56.7,34,0,60,0,0,4,35,97.2,1,3,390,1,6,24.8,52.9,73.8,,67.5,55.5,53.6,60.0,34,0,0,0,10,14,0,0,0,12,0,60,35,2.92,5.0,0.0,6
Ian Scammell,194553,HB,UVAWIS,1,12,0,0,0.0,0,0,18,0,0,0,24,0.0,0,1,1320,1,7,24.8,58.2,74.5,,83.1,55.6,57.8,60.0,6,0,0,0,9,13,0,0,1,12,0,18,24,2.0,1.5,0.0,5
Dejauvis Dozier,194521,HB,UVAWIS,1,11,0,0,0.0,0,0,19,0,0,0,26,0.0,0,0,1320,0,4,73.5,56.0,72.6,,71.4,55.9,56.4,60.0,5,0,0,0,6,12,0,0,0,11,0,19,26,2.36,1.7,0.0,7
Timothy Ruff II,147930,HB,WSRAMS,1,11,0,0,0.0,0,0,28,0,0,0,16,0.0,1,1,1206,0,7,74.0,58.4,72.3,,12.4,55.0,61.0,,14,0,0,0,8,12,0,0,0,11,1,28,16,1.45,2.5,0.0,4
Ike Brown,152594,HB,LANECOL,1,11,3,1,41.7,20,0,48,1,1,3,45,136.4,1,3,942,0,7,74.0,60.0,77.9,,76.4,45.4,67.9,57.5,20,0,-3,1,21,23,0,0,2,12,1,48,45,4.09,4.4,-0.14,4
Clyde Holland III,153221,HB,WARNER,1,11,4,1,45.0,36,0,80,0,0,4,43,130.3,2,1,407,1,2,73.6,69.6,75.3,,76.6,56.9,71.9,59.5,36,1,5,1,20,15,0,0,2,12,0,80,43,3.91,7.3,0.25,9
Rahsaan Woodland II,196916,HB,LINCOK,3,11,1,0,0.0,0,0,34,0,0,1,22,18.2,0,1,1452,0,2,74.0,47.0,77.9,,82.0,54.5,46.0,58.3,7,0,0,0,13,16,0,0,0,11,0,34,22,2.0,3.1,0.0,9
Isaiah Freeman,167256,QB,LINCOLN,1,11,1,0,0.0,0,0,8,0,0,1,11,44.0,2,3,380,0,3,70.3,60.5,75.5,56.5,,,61.8,60.0,11,0,0,0,0,28,39,6,0,5,0,47,27,2.45,4.3,,0
Trevon Hester,167443,HB,WSRAMS,1,11,4,2,69.6,55,0,79,0,0,4,58,191.7,2,3,1206,0,0,73.7,75.4,73.9,,70.0,54.6,76.8,60.0,37,0,0,0,11,13,0,0,0,11,1,79,58,5.27,7.2,0.0,11
Romelo Williams,78489,QB,VIRSTA,1,11,1,1,31.9,15,0,30,0,0,1,13,52.0,1,2,1164,0,1,70.7,72.6,76.2,77.9,,,57.0,60.0,15,0,0,0,0,27,17,6,0,5,1,47,19,1.73,4.3,,1
Charles Alia,197342,HB,SHORTER,1,11,0,0,0.0,0,0,17,0,0,0,17,0.0,0,1,396,0,9,73.5,61.6,73.0,,77.6,55.5,61.7,60.0,9,0,0,0,9,12,0,0,0,11,0,17,17,1.55,1.5,0.0,2
Chris Witherspoon,182186,HB,ARKBC,1,11,2,0,0.0,0,0,45,0,2,2,40,97.0,2,4,1515,1,2,28.5,59.4,77.2,33.8,43.2,72.3,61.3,56.9,13,0,21,4,14,19,0,0,4,15,0,45,40,3.64,4.1,1.5,9
Nico Cleaves,182849,QB,VA LYNCHBU,2,10,1,0,0.0,0,0,25,0,0,0,12,0.0,2,2,406,0,2,71.3,37.3,75.8,34.4,,,53.6,60.0,14,0,0,0,0,29,17,3,0,7,0,42,19,1.9,4.2,,5
Amir Gerald,161260,HB,LINCOLN,1,10,1,1,50.0,19,1,38,0,0,1,45,45.0,1,1,380,1,8,22.9,41.0,0.0,,80.4,58.7,45.8,56.0,19,1,0,0,2,13,0,0,0,10,0,38,45,4.5,3.8,0.0,2
Matthew Jenks,196957,QB,VA LYNCHBU,6,10,1,0,0.0,0,0,10,0,0,1,5,20.0,0,2,406,2,0,63.2,34.6,56.7,35.3,,,52.1,60.0,7,3,0,0,0,57,20,5,0,5,0,30,19,1.9,3.0,,3
Rigens Andre,197420,HB,WARNER,1,10,3,0,0.0,0,0,50,0,0,3,32,87.3,2,2,407,0,1,73.1,65.1,73.6,,68.5,58.3,68.9,47.9,12,0,6,1,12,13,0,0,2,11,0,50,32,3.2,5.0,0.5,9
Roosevelt Cage,193647,HB,INWSLY,1,9,1,1,40.0,28,0,70,0,0,1,24,26.7,1,3,1451,0,6,72.6,75.6,74.4,,76.9,63.0,76.0,60.0,28,0,9,1,13,10,0,0,2,10,1,70,24,2.67,7.8,0.69,3
Javon Davis,196295,QB,WHU,1,9,1,0,0.0,0,0,25,0,0,1,13,36.1,2,4,1525,0,4,71.4,89.7,76.7,81.8,,,79.8,60.0,21,0,0,0,0,27,36,3,0,6,0,61,49,5.44,6.8,,2
Reggie McBride,193479,HB,AVEMAR,2,9,1,0,0.0,0,0,33,0,0,1,18,22.2,1,1,1450,0,0,72.7,64.7,74.1,,75.6,55.5,64.9,60.0,10,0,0,0,7,13,0,0,0,9,0,33,18,2.0,3.7,0.0,9
Adam Sanders,152708,HB,POINTVILLE,1,9,3,1,51.8,44,0,85,1,0,3,14,46.7,3,3,393,0,0,73.1,68.9,73.9,,78.5,34.9,74.8,60.0,44,0,7,1,12,11,0,0,2,10,0,85,14,1.56,9.4,0.58,9
Logan Howard,193465,QB,AVEMAR,2,9,1,0,0.0,0,0,7,0,0,1,11,17.2,0,0,1450,0,2,71.6,63.8,74.9,68.5,,,56.5,60.0,6,0,0,0,0,24,6,1,0,8,0,13,23,2.56,1.4,,2
River Thompson,152021,QB,LOUCHR,1,9,0,0,0.0,0,0,4,0,0,0,11,0.0,1,1,958,1,4,32.7,59.8,77.1,69.5,,,45.8,60.0,10,0,0,0,0,40,16,3,0,6,0,20,15,1.67,2.2,,0
Chris Boadi,196522,HB,BSU,1,9,0,0,0.0,0,0,35,1,0,0,23,0.0,1,3,1531,0,6,72.6,58.3,73.7,,73.4,30.0,63.2,,10,0,8,1,4,9,0,0,2,10,0,35,23,2.56,3.9,2.0,3
Cameron Daniels,143691,HB,CENT WASH,1,9,0,0,0.0,0,0,10,0,0,0,11,0.0,0,0,367,0,3,72.6,52.5,75.0,,79.1,66.3,52.3,47.8,3,0,8,1,10,13,0,0,1,10,0,10,11,1.22,1.1,0.8,6
Marquece Williams,195254,HB,CATAWB,1,9,1,0,0.0,0,0,49,0,0,1,27,33.3,1,2,802,0,0,22.6,48.5,73.4,,13.6,28.8,58.9,,14,0,0,0,11,9,0,0,0,9,0,49,27,3.0,5.4,0.0,9
Naahzeikiel Mays,179636,HB,N GREENVLE,1,8,0,0,0.0,0,0,12,2,0,0,7,0.0,0,0,390,0,4,72.1,47.3,73.9,,74.6,29.2,54.9,60.0,4,0,9,2,14,10,0,0,6,10,0,12,7,0.88,1.5,0.64,4
Jy'Marion Island,197223,HB,LOUCHR,1,8,0,0,0.0,0,0,9,0,0,0,8,0.0,0,1,958,1,4,20.6,44.0,73.8,,,56.8,45.3,58.4,4,0,0,0,5,13,0,0,0,8,0,9,8,1.0,1.1,0.0,4
Nazsir Oglesby,167263,HB,LINCOLN,1,8,3,1,83.1,59,0,71,0,0,3,74,346.9,1,2,380,0,5,71.9,72.0,73.6,,81.8,57.7,70.1,59.3,59,0,0,0,3,10,0,0,0,8,0,71,74,9.25,8.9,0.0,3
David Martin,195301,HB,CLARK ATL,1,8,3,1,45.5,20,0,44,0,0,3,24,56.3,2,2,369,0,7,72.7,75.7,76.3,,77.3,72.1,77.3,,20,0,87,8,33,8,0,0,8,16,0,44,24,3.0,5.5,2.64,1
Trayvon Pinder,195310,HB,CLARK ATL,1,8,1,0,0.0,0,0,19,0,0,1,14,21.9,0,0,369,0,6,71.9,69.4,73.8,,79.0,56.5,68.4,,8,0,0,0,6,8,0,0,0,8,0,19,14,1.75,2.4,0.0,2
Taevion Cunningham,197190,HB,LOUCHR,1,8,0,0,0.0,0,0,17,0,0,0,18,0.0,0,0,958,0,6,72.0,60.5,71.8,,,76.0,58.5,59.6,6,0,5,1,2,11,0,0,1,9,0,17,18,2.25,2.1,2.5,2
Desmond Leverette,182919,HB,TUSKEGEE,1,8,2,0,0.0,0,0,11,0,0,2,17,42.5,0,0,405,0,2,72.1,56.3,74.9,,27.2,56.6,56.1,67.7,6,0,-1,2,15,11,0,0,2,10,0,11,17,2.13,1.4,-0.07,5
Malachi Brunson,197530,HB,ARKBC,1,7,0,0,0.0,0,0,12,0,0,0,13,0.0,0,0,1515,0,1,71.3,39.6,71.4,,,57.8,42.3,59.9,4,0,0,0,3,9,0,0,0,7,0,12,13,1.86,1.7,0.0,6
Jermaine Land,166242,HB,W OREGON,2,7,2,1,55.6,20,0,36,0,0,2,14,57.1,1,1,411,0,1,71.3,68.6,73.4,,51.5,55.7,70.0,59.6,20,0,0,0,6,9,0,0,0,7,0,36,14,2.0,5.1,0.0,6
Ja'Khael Rowser,196817,HB,TUSKEGEE,1,7,1,0,0.0,0,0,24,0,0,1,11,22.4,0,1,405,0,1,71.9,62.6,73.2,,34.4,55.0,64.9,60.0,6,0,0,0,11,10,0,0,1,7,0,24,11,1.57,3.4,0.0,6
Gregory Mango,167607,HB,ED WATERS,1,7,0,0,0.0,0,0,20,0,0,0,15,0.0,0,2,372,0,2,71.3,64.8,74.4,,69.7,58.0,64.9,58.2,9,0,0,0,2,14,0,0,0,7,0,20,15,2.14,2.9,0.0,4
Allen Hamilton,197211,QB,LOUCHR,1,7,6,0,0.0,0,0,20,0,0,2,15,120.0,1,3,958,0,1,69.8,51.6,73.0,43.8,,,60.3,60.0,11,0,0,0,0,16,3,2,0,5,0,23,22,3.14,3.3,,1
Ale Wilson,196629,HB,BSU,1,7,1,0,0.0,0,0,12,0,0,1,12,21.4,0,1,1531,0,6,71.4,59.4,74.0,,80.9,59.7,57.9,60.0,4,0,0,1,6,8,0,0,1,8,0,12,12,1.71,1.7,0.0,1
Cody Phillips,196601,HB,BSU,1,7,1,0,0.0,0,0,27,0,0,1,24,49.0,0,2,1531,0,3,71.3,65.8,75.3,,81.5,55.0,65.6,60.0,6,0,0,0,9,8,0,0,0,7,0,27,24,3.43,3.9,0.0,4
Dawaun Green,196313,HB,WHU,1,7,0,0,0.0,0,0,22,0,0,0,17,0.0,0,1,1525,0,7,71.3,63.3,74.4,,76.6,53.8,64.7,59.3,5,0,0,0,14,11,0,0,0,7,1,22,17,2.43,3.1,0.0,0
Jordan McCarty,180205,QB,W OREGON,2,7,0,2,85.1,57,0,56,0,0,0,30,0.0,3,3,411,0,2,70.2,58.2,74.2,49.6,,,67.8,60.0,31,0,0,0,0,16,11,2,0,5,0,67,35,5.0,9.6,,2
Jadon Adams,181307,QB,SVANNAH ST,1,7,1,1,82.7,81,0,86,0,0,1,89,988.9,1,1,286,2,1,25.5,65.9,74.1,57.0,,,68.6,60.0,81,0,0,0,0,13,12,4,0,3,1,98,93,13.29,14.0,,2
Josh Brown,181411,QB,SHORTER,1,7,2,0,0.0,0,0,13,0,0,0,5,0.0,3,3,396,0,0,69.8,79.8,75.4,79.7,,,65.7,60.0,13,0,0,0,0,26,39,4,0,3,0,52,49,7.0,7.4,,2
Anthony Almeida,194322,HB,ST ANSELM,1,7,1,0,0.0,0,0,36,0,0,1,20,31.7,1,1,399,0,3,71.5,56.5,72.6,,1.2,66.3,61.6,60.0,10,0,3,2,6,9,0,0,2,9,0,36,20,2.86,5.1,0.5,4
Kye Nelson,196094,HB,KY STATE,1,6,0,0,0.0,0,0,15,0,1,0,5,11.9,0,0,378,0,5,71.4,60.7,74.8,,78.6,71.2,57.1,,6,0,10,1,5,7,0,0,1,7,0,15,5,0.83,2.5,2.0,1
Daylin Lee,181122,QB,WSRAMS,1,6,1,0,0.0,0,0,11,0,0,1,6,66.7,2,4,1206,0,0,69.9,52.7,76.5,39.7,,,79.5,60.0,22,0,0,0,0,29,44,3,0,3,1,55,12,2.0,9.2,,3
Chase Sellers,168561,HB,TUSKEGEE,1,6,0,0,0.0,0,0,27,0,0,0,14,0.0,1,1,405,0,1,70.5,64.6,74.0,,70.8,55.3,65.1,58.3,11,0,0,0,6,11,0,0,0,6,0,27,14,2.33,4.5,0.0,5
Semaj Jenkins,197314,HB,N GREENVLE,1,6,1,0,0.0,0,0,22,0,0,1,13,24.1,0,1,390,2,2,12.3,47.7,72.1,,,23.8,69.7,,7,0,6,3,7,6,0,0,3,9,0,22,13,2.17,3.7,0.86,4
Christopher Roberson,182933,QB,TUSKEGEE,1,6,2,1,28.3,15,0,10,0,0,0,0,0.0,4,4,405,1,1,33.5,54.2,76.4,48.0,,,68.4,60.0,17,0,0,0,0,21,43,4,0,2,0,53,10,1.67,8.8,,1
Jaylen Middleton,196091,HB,KY STATE,1,6,0,0,0.0,0,0,17,0,0,0,12,0.0,1,2,378,0,2,70.5,67.8,72.4,,77.4,54.7,68.4,,12,0,0,0,5,6,0,0,1,6,0,17,12,2.0,2.8,0.0,4
Eian Roudebush,195574,QB,HA,1,6,3,1,66.7,18,0,17,0,0,2,6,75.0,1,2,1528,0,3,69.9,69.3,74.8,60.3,,,73.2,60.0,18,0,0,0,0,15,10,2,0,4,0,27,15,2.5,4.5,,0
Zina Mulbah,182412,HB,TUSKEGEE,1,5,1,0,0.0,0,0,12,0,1,1,13,86.7,0,1,405,0,0,69.9,64.1,72.4,,77.3,77.0,60.3,58.6,9,0,21,1,3,11,0,0,1,6,0,12,13,2.6,2.4,7.0,5
Jalen Samuels,141495,HB,ERSKIN,1,5,0,0,0.0,0,0,10,0,0,0,9,0.0,0,1,1526,0,4,69.7,55.8,74.4,,78.0,58.0,54.8,60.0,5,0,0,0,3,8,0,0,0,5,0,10,9,1.8,2.0,0.0,1
Shamarcus Poole,181378,HB,SVANNAH ST,1,5,0,0,,0,0,0,0,0,0,10,0.0,0,0,286,0,3,70.1,54.3,74.5,,21.2,59.9,57.1,59.2,4,0,6,2,7,9,0,0,2,7,0,0,10,2.0,0.0,0.86,2
Austin Oppel,195553,HB,HA,1,5,1,0,0.0,0,0,13,0,0,1,20,57.1,0,0,1528,0,3,70.1,63.4,73.9,,28.7,60.2,66.3,59.3,6,0,-3,2,9,9,0,0,3,7,0,13,20,4.0,2.6,-0.33,2
Tyler Strickland,197556,QB,ARKBC,1,5,2,0,0.0,0,0,-8,0,0,0,0,0.0,0,0,1515,1,0,68.5,26.2,75.4,26.6,,,45.8,60.0,4,0,0,0,0,21,6,3,0,2,0,-2,12,2.4,-0.4,,2
Austin Howard,196666,HB,KYCRST,1,5,0,0,0.0,0,0,5,0,0,0,8,0.0,0,0,1474,0,1,69.9,52.8,72.5,,72.7,59.7,55.1,60.0,3,0,2,1,4,6,0,0,1,6,0,5,8,1.6,1.0,0.5,4
David Wright,195328,QB,CLARK ATL,1,5,3,0,0.0,0,0,0,0,0,0,,100.0,3,3,369,1,0,42.3,65.2,77.7,59.0,,57.9,78.1,60.0,24,0,0,0,1,21,52,5,0,0,0,52,28,5.6,10.4,0.0,0
Anthony Santino,154528,QB,ST ANSELM,1,5,0,0,0.0,0,0,-17,0,0,0,0,0.0,0,0,399,1,0,28.2,39.5,13.1,52.3,,,37.8,60.0,3,2,0,0,0,25,4,2,0,3,0,-13,4,0.8,-2.6,,1
Ahmad Dixon,187060,HB,LINCOLN,1,5,2,0,0.0,0,0,16,0,0,2,12,96.0,1,0,380,0,2,69.7,68.5,71.1,,76.3,58.6,66.8,,10,0,0,0,2,5,0,0,0,5,0,16,12,2.4,3.2,0.0,3
Kevin Mitchell,195824,HB,WV WESLEY,1,4,0,0,0.0,0,0,-6,0,0,0,3,0.0,0,0,409,0,3,68.9,46.0,74.5,,0.0,56.5,56.9,60.0,0,0,12,1,15,6,0,0,1,5,0,-6,3,0.75,-1.5,0.8,1
Malcolm Wilson,165938,HB,CATAWB,1,4,0,0,0.0,0,0,30,0,0,0,8,0.0,1,2,802,0,0,68.6,70.6,69.5,,0.0,56.4,75.0,,10,0,0,0,6,4,0,0,1,4,0,30,8,2.0,7.5,0.0,4
Leroy Bracey Jr.,195149,HB,CATAWB,1,4,0,0,0.0,0,0,3,0,0,0,7,0.0,0,0,802,0,0,68.9,56.6,71.0,,0.0,71.9,57.4,,3,0,6,1,6,4,0,0,2,5,0,3,7,1.75,0.8,1.0,4
RJ Rosales,147299,QB,VIRUNI,1,4,1,0,0.0,0,0,6,0,0,0,2,0.0,0,1,1165,0,0,67.5,59.4,73.9,66.2,,,51.9,60.0,6,0,0,0,0,19,7,2,0,2,0,13,3,0.75,3.3,,0
Craig Pender,194055,QB,ERSKIN,1,4,0,0,0.0,0,0,3,0,0,0,1,0.0,0,1,1526,0,1,70.8,51.9,25.8,51.3,,,62.7,60.0,3,1,0,0,0,28,0,0,0,4,0,3,1,0.25,0.8,,0
Brady Tillman III,181175,HB,ED WATERS,1,4,3,0,0.0,0,0,8,0,0,3,8,120.0,0,0,372,0,1,70.3,57.4,71.8,,70.0,61.6,57.5,55.9,3,0,-3,1,2,9,0,0,1,5,0,8,8,2.0,2.0,-1.5,3
Luke Duby,148765,QB,BLHLYJ,1,4,0,0,0.0,0,0,3,0,0,0,7,0.0,0,0,1227,1,2,36.6,29.6,76.7,29.6,,,53.2,60.0,2,0,0,0,0,23,1,1,0,3,0,4,10,2.5,1.0,,1
Raheem Vance,196987,QB,VA LYNCHBU,3,4,1,0,0.0,0,0,0,0,0,0,,100.0,0,1,406,1,0,26.7,37.1,73.9,36.6,,,55.2,60.0,3,0,0,0,0,4,7,4,0,0,0,7,18,4.5,1.8,,0
Lajuan McAdoo,195541,HB,HA,1,4,0,0,0.0,0,0,-2,0,0,0,5,0.0,0,0,1528,0,0,68.6,55.5,71.5,,73.9,56.8,56.1,60.0,3,0,0,0,4,5,0,0,0,4,0,-2,5,1.25,-0.5,0.0,4
Joseph Hampton,181348,HB,SVANNAH ST,1,4,0,0,0.0,0,0,3,0,0,0,6,0.0,0,0,286,0,2,70.9,52.0,71.4,,34.9,60.0,55.2,60.0,9,0,0,0,1,5,0,0,0,4,0,3,6,1.5,0.8,0.0,2
Blake Huffman,195520,HB,HA,1,4,0,0,0.0,0,0,6,0,0,0,9,0.0,0,0,1528,0,1,68.6,55.4,75.2,,41.6,54.1,57.5,59.1,3,0,0,0,12,7,0,0,0,4,0,6,9,2.25,1.5,0.0,3
Christopher Warren,181569,HB,VA LYNCHBU,4,4,1,0,0.0,0,0,2,0,0,1,4,25.0,0,0,406,1,2,14.3,37.8,71.2,,,58.7,41.7,57.4,2,0,0,0,2,7,0,0,0,4,0,2,4,1.0,0.5,0.0,2
