player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Jackson Gear,52992,ED,THMORE,1,0,0,,0,0,1296,0,0,,70.5,71.3,65.2,66.3,71.1,0,0,0,0,,,0,0,0,0.0,0,1,0,0,0,0,10,10,0,0,5,5,0,0,5,5,0,1,0,0,0,1,0,0,0,
De'Ariss Hope,53357,DI,TAYLOR,1,3,0,,0,0,402,0,0,60.0,52.5,75.2,56.3,52.9,26.2,0,1,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,1,36,36,1,35,0,0,0,0,13,22,0,0,0,0,0,1,0,0,0,
Donovan Shelton,53522,S,INWSLY,1,2,0,75.0,0,0,1451,0,0,43.4,49.3,77.9,,66.3,69.0,0,0,0,0,58,11.1,1,0,0,156.3,3,0,0,12,1,30,58,0,0,0,0,0,26,58,0,28,19,0,6,0,4,0,1,76,31,25.3
Isaac Abdon,54081,LB,THMORE,1,0,0,100.0,0,0,1296,0,0,60.0,62.5,75.8,71.4,58.1,30.8,0,1,0,0,67,50.0,1,0,0,158.3,1,1,0,52,0,28,63,4,0,0,4,0,0,59,5,30,7,1,1,1,1,2,1,67,62,67.0
Jaiden Clayton,54518,LB,N GREENVLE,1,3,0,,0,0,390,0,0,57.8,42.1,75.1,58.2,36.1,40.3,0,1,0,0,,25.0,2,0,0,0.0,0,0,0,46,0,17,46,0,0,0,0,0,0,46,2,27,0,0,3,0,0,1,0,0,0,
Chris Evans,54520,ED,N GREENVLE,1,1,0,100.0,0,0,390,0,0,56.5,35.7,74.1,60.0,41.0,23.7,0,0,0,0,-4,66.7,2,0,0,79.2,1,0,0,1,0,1,10,8,0,0,8,0,0,2,1,8,1,0,0,0,1,0,0,-4,-1,-4.0
Calvin Sims Jr.,54974,CB,MISS COL,1,2,0,50.0,0,0,990,0,0,44.5,53.6,78.9,,72.3,79.5,0,0,0,0,9,0.0,0,0,0,62.5,1,0,0,2,0,15,37,1,0,0,1,0,10,36,0,22,24,0,1,0,2,0,0,9,6,9.0
Austin Brundidge,55268,LB,MILES,1,1,0,0.0,0,1,386,0,0,75.3,69.8,72.3,69.0,56.9,61.7,0,0,0,1,,16.7,1,1,0,0.0,0,1,0,46,0,24,51,0,0,0,0,0,0,51,1,26,5,4,4,0,4,1,0,0,0,
Brian Edwards,55879,S,KEISER,1,1,0,100.0,0,0,1475,0,0,71.9,72.2,79.1,,67.2,79.4,0,0,0,1,5,0.0,0,0,0,47.9,1,0,0,11,0,44,65,0,0,0,0,0,36,65,0,21,18,0,1,0,1,0,0,5,0,5.0
Reginald Whitfield,56250,WR,LINCOK,2,0,0,,0,0,1452,0,0,63.3,63.7,68.6,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,7,5,8,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,
Edd Becton,56736,DI,WJWLL,1,2,0,,0,1,1198,0,0,63.6,77.6,77.1,60.5,79.5,75.8,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,69,68,3,25,0,40,0,1,40,29,0,1,2,0,0,3,0,0,0,
Christian Gomez,57721,LB,DELTAST,1,0,0,100.0,0,0,841,0,0,57.8,50.8,69.9,59.7,44.1,73.1,0,0,0,0,36,0.0,0,0,0,118.8,2,0,0,21,0,17,29,0,0,0,0,0,0,29,1,11,8,1,1,0,2,0,0,50,12,25.0
Alassane Diallo,62476,CB,THMORE,1,0,0,100.0,0,0,1296,0,0,65.4,66.8,73.8,,64.6,77.9,0,0,0,0,31,0.0,0,0,0,118.8,3,0,0,0,23,12,23,0,0,0,0,0,0,23,0,11,0,1,2,0,3,0,0,42,23,14.0
Cam'Ron Perkins,62806,DI,WSRAMS,1,0,0,,0,0,1206,0,0,,61.6,74.6,55.0,65.7,70.2,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,28,28,0,24,4,0,0,0,16,12,0,1,1,0,0,1,0,0,0,
Isaiah Huff,62845,CB,ASSMPT,1,0,0,66.7,0,0,1257,0,0,55.8,56.8,76.9,,59.9,58.0,0,0,0,0,18,16.7,1,0,0,89.6,4,0,0,7,29,27,55,2,0,0,2,0,0,53,0,28,17,2,5,1,6,0,0,46,15,11.5
Nijul Canada,63096,CB,LANECOL,2,4,0,71.4,0,0,942,0,0,56.0,56.2,83.2,,56.0,29.8,0,0,1,1,31,23.8,5,0,0,88.4,5,0,0,16,4,62,150,14,0,0,14,0,38,136,0,88,78,5,12,2,7,0,2,45,43,9.0
Ross Halverstadt,63858,DI,THMORE,1,0,0,,0,0,1296,0,0,,64.7,77.6,61.7,64.2,72.2,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,54,54,13,41,0,0,0,0,26,28,0,1,1,1,0,1,0,0,0,
Zach Coleman,64092,DI,THMORE,1,0,0,,0,0,1296,0,0,,61.5,73.1,56.9,63.6,70.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,19,19,1,18,0,0,0,0,11,8,0,1,1,0,0,0,0,0,0,
Tanner Lawrence,65257,ED,THMORE,1,0,0,,0,0,1296,0,0,,69.1,77.2,63.3,69.2,75.2,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,52,52,0,0,29,23,0,0,23,29,0,2,2,1,0,2,0,0,0,
Casey Rauch,65259,LB,CONCMI,1,1,0,100.0,0,0,1472,0,0,59.5,37.5,77.9,53.8,24.6,29.1,0,1,0,0,14,33.3,2,0,0,102.8,3,0,0,79,0,48,80,0,0,0,0,0,0,80,5,27,1,1,3,0,3,1,0,26,14,8.7
Warreath Washington,65755,DI,ED WATERS,1,0,0,,0,0,372,0,0,,59.9,73.5,57.6,60.7,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,22,22,0,21,0,1,0,0,10,12,0,1,1,0,0,0,0,0,0,
Jimmy Edmonds,66045,DI,KY STATE,1,1,0,,0,0,378,0,0,61.8,59.5,75.7,58.6,55.4,73.6,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,1,0,0,42,41,0,35,0,6,0,1,20,22,0,2,1,0,0,1,0,0,0,
Ben Eichman,68926,S,SOCTOW,1,0,0,100.0,0,0,1107,0,0,55.3,53.5,79.1,59.7,51.6,29.4,0,0,0,0,26,37.5,3,0,0,156.3,3,0,0,29,0,37,63,9,0,0,9,0,21,54,2,24,4,0,5,0,3,0,1,36,18,12.0
Mason Montanez,70817,S,LVLEOP,1,3,0,50.0,0,0,937,0,0,60.0,60.3,77.5,60.0,60.3,82.8,0,0,0,0,15,0.0,0,0,0,111.5,2,0,0,27,0,30,62,1,0,0,1,0,29,61,1,31,5,1,2,0,4,0,2,27,0,13.5
Austin Marin,71795,DI,LVLEOP,1,0,0,,0,0,937,0,0,,55.2,75.6,56.0,55.7,70.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,39,38,11,26,0,1,0,1,17,22,0,0,1,0,0,0,0,0,0,
Isaac Jimenez,73603,LB,LINCOK,4,2,0,100.0,0,0,1452,0,0,57.5,62.4,77.5,78.3,60.2,59.4,0,1,0,0,19,13.3,2,0,0,118.8,3,0,0,87,0,36,91,1,0,0,1,0,0,90,4,51,0,9,11,0,3,1,0,44,33,14.7
Colton Sandhas,76076,S,THMORE,1,0,0,75.0,0,0,1296,0,0,65.2,62.7,77.3,,56.4,54.4,0,0,0,0,8,25.0,1,0,0,116.7,3,0,0,13,2,30,54,1,0,0,1,0,24,53,0,24,14,2,3,0,4,0,1,8,4,2.7
Curtis Ryans,76884,ED,N GREENVLE,1,1,0,,0,1,390,0,0,65.1,57.0,75.0,55.3,53.5,55.0,0,0,0,0,,20.0,1,0,0,0.0,0,0,0,1,0,1,40,39,0,1,8,30,0,1,16,23,0,2,3,1,0,0,0,0,0,
Tyquilo Moore,77020,DI,LIMEST,1,2,0,,0,0,1283,0,0,,49.5,0.0,59.4,52.1,72.2,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,51,51,3,48,0,0,0,0,23,28,0,0,0,0,0,0,0,0,0,
Di'Quavious Wilkerson,79097,S,WARNER,1,1,0,50.0,0,0,407,0,0,57.7,58.1,77.0,,59.9,81.7,0,0,0,0,7,0.0,0,0,0,58.3,1,0,0,6,0,29,39,0,0,0,0,0,25,39,0,10,8,1,3,0,2,0,0,7,8,7.0
Kermit Solomon,79120,S,BARCOL,1,2,0,,0,0,1473,0,0,64.4,55.5,75.1,,49.1,68.9,0,0,0,0,,14.3,1,0,0,0.0,0,0,0,26,42,6,69,0,0,0,0,0,1,69,0,63,0,2,4,0,0,0,0,0,0,
Steven Mackey Jr.,79138,CB,MILES,1,3,0,50.0,0,0,386,0,0,45.5,43.4,75.2,,44.7,19.1,0,0,0,0,20,28.6,2,0,0,85.4,1,0,0,5,39,21,44,0,0,0,0,0,0,44,0,23,0,0,2,0,2,0,0,20,9,20.0
Elijah Campbell Jr.,79216,DI,MHMRTI,1,1,0,,0,0,999,0,0,60.0,58.6,74.7,61.1,55.7,74.6,2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,49,49,7,0,3,39,0,0,28,21,0,1,2,0,0,2,0,0,0,
Jeremy Hudson,79321,CB,LIMEST,1,0,0,,0,0,1283,0,0,61.4,65.0,69.8,,62.8,74.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,4,0,0,0,0,0,0,4,0,2,4,0,1,0,0,0,0,0,0,
T.J. Smith,81963,ED,LIMEST,1,0,0,,0,0,1283,0,0,,37.7,0.0,54.3,48.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,19,19,0,0,11,8,0,0,8,11,0,0,0,0,0,0,0,0,0,
Timaje Porter,82313,DI,DELTAST,1,0,0,,0,0,841,1,0,63.8,76.1,75.3,60.7,72.5,73.8,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,35,35,0,35,0,0,0,0,19,16,0,3,3,0,0,1,0,0,0,
Nick Walker,83235,CB,MISS COL,1,0,0,0.0,0,0,990,0,0,59.8,53.5,73.7,,45.7,73.5,0,0,0,0,,50.0,1,0,0,39.6,0,0,0,0,21,9,21,0,0,0,0,0,0,21,0,12,0,1,1,0,1,0,0,0,0,
Malik Occiur,83464,CB,KY STATE,1,1,0,0.0,0,0,378,0,0,70.1,68.3,75.5,,58.9,38.3,0,0,0,0,,33.3,1,1,0,39.6,0,0,0,2,39,19,42,0,0,0,0,0,0,42,0,23,1,0,1,0,1,0,0,0,0,
Tony Gilbert II,84053,DI,MISS COL,1,1,0,,0,0,990,0,0,,37.9,75.3,58.5,37.4,72.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,22,22,20,1,0,1,0,0,5,17,0,0,1,0,0,0,0,0,0,
Matt Ansell,87063,S,SOCTOW,1,2,0,50.0,0,0,1107,0,0,77.2,77.3,76.4,,70.2,65.5,0,0,0,1,16,14.3,2,0,0,25.0,2,0,0,29,0,33,55,0,0,0,0,0,12,55,0,22,14,2,10,0,4,0,0,20,5,10.0
Delvin Olawumi Jr.,89306,ED,MHMRTI,1,0,0,,0,0,999,0,0,62.0,61.0,76.1,56.3,61.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,3,13,10,0,0,10,0,0,3,4,6,3,0,0,0,0,0,0,0,0,
Caden Ochoa,91279,CB,EANMGH,1,0,0,100.0,0,0,858,0,0,51.0,38.5,72.8,59.8,41.1,76.8,0,0,0,0,18,0.0,0,0,0,118.8,1,0,0,3,0,3,10,1,0,0,1,0,0,9,1,6,6,1,2,0,1,0,0,18,5,18.0
Antonio Kennon Jr.,91572,S,TUSKEGEE,1,1,0,66.7,0,0,405,0,0,51.2,50.8,78.1,,52.3,35.0,0,0,0,0,17,33.3,2,0,0,82.6,2,0,0,17,3,25,63,0,0,0,0,0,13,63,0,38,30,0,3,0,3,0,0,18,6,9.0
Tavian Mayo,97231,S,ALBANY ST,1,0,0,33.3,0,0,360,0,0,59.8,60.1,77.5,,59.9,42.8,0,0,0,1,12,28.6,2,0,0,6.9,1,0,0,15,0,37,61,0,0,0,0,0,41,61,0,24,5,1,5,0,3,0,0,12,14,12.0
Sidney Porter,97369,S,STTMFL,1,0,0,75.0,0,0,1477,0,0,68.8,74.7,79.7,66.1,81.3,86.0,1,1,0,0,31,0.0,0,0,0,89.6,6,0,0,25,0,41,81,5,0,0,5,0,25,76,4,36,26,4,11,2,8,2,0,48,26,8.0
Wilson Frederic,97950,DI,LINCOK,5,4,0,,0,0,1452,0,0,63.9,62.3,0.0,60.6,68.1,76.0,0,1,0,0,,0.0,0,0,3,0.0,0,0,0,0,0,0,164,163,64,96,0,3,0,1,80,84,0,3,4,0,0,1,0,0,0,
Stan Livingstone,98614,S,TUSKEGEE,1,1,0,50.0,0,0,405,0,0,59.9,59.8,78.3,56.5,60.6,59.4,0,0,0,1,11,16.7,1,0,1,27.1,1,0,0,25,0,23,56,0,0,0,0,0,10,56,2,31,21,0,4,0,2,0,0,11,8,11.0
Zachary Hammann,100741,LB,MISS COL,1,1,0,0.0,0,0,990,0,0,68.9,66.1,73.1,54.4,61.1,79.6,0,0,0,1,,0.0,0,0,0,0.0,0,0,0,19,0,3,19,0,0,0,0,0,0,19,4,12,0,2,4,0,1,0,0,0,0,
Simon Thompson,101222,LB,W OREGON,1,0,0,,0,0,411,0,0,42.1,54.3,72.1,71.8,66.1,75.2,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,10,0,3,12,2,0,0,2,0,0,10,1,8,0,1,1,0,0,1,0,0,0,
Da'Meak Brandon,103596,CB,LIMEST,1,0,0,100.0,0,0,1283,0,0,54.9,54.6,77.2,,55.4,34.7,0,0,0,0,13,33.3,2,0,1,95.8,2,0,0,4,50,27,61,0,0,0,0,0,0,61,0,34,7,3,4,0,2,0,0,14,0,7.0
Devon Mann,103617,S,ASSMPT,1,0,0,,0,0,1257,0,0,60.0,68.8,68.2,,67.2,74.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,1,5,0,0,0,0,0,1,5,0,4,0,1,1,0,0,0,0,0,0,
Ahmaud Jordan,104333,LB,ED WATERS,1,1,0,100.0,0,0,372,0,0,47.2,47.9,70.8,58.1,51.6,24.1,1,0,0,0,19,46.2,6,0,0,118.8,1,0,0,67,0,27,71,2,0,0,2,0,0,69,3,41,2,1,6,0,1,1,0,19,11,19.0
Jeremy Dees,104399,ED,TUSKEGEE,1,3,0,,0,0,405,0,0,60.1,62.4,77.1,57.9,62.2,50.4,0,2,0,0,,14.3,1,0,0,0.0,0,0,0,0,0,0,45,45,0,1,28,16,0,0,16,29,0,1,3,0,0,2,0,0,0,
Joseph Towns,105055,CB,ASSMPT,1,0,0,100.0,0,0,1257,0,0,64.2,51.7,73.5,,37.5,22.1,0,0,0,0,12,100.0,2,0,0,116.7,1,0,0,8,0,9,21,0,0,0,0,0,0,21,0,12,13,0,0,0,1,0,0,12,6,12.0
Joel Girtman Jr.,105121,S,MHMRTI,1,2,0,66.7,0,0,999,0,0,47.0,56.2,81.6,73.1,57.9,43.8,1,0,0,0,8,30.0,3,0,0,74.3,2,1,0,4,0,16,55,37,0,0,37,0,0,18,13,26,14,4,5,1,3,2,0,12,3,6.0
Derrick McCoy,105191,ED,LINCOLN,1,1,0,,0,0,380,0,0,,73.6,75.6,57.3,80.0,74.8,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,37,36,0,4,16,16,0,1,19,18,0,1,2,1,0,1,0,0,0,
Lino Odenat,105931,CB,EANMGH,1,0,0,37.5,0,0,858,0,0,64.6,64.3,76.4,,60.5,33.5,0,0,0,0,10,33.3,2,1,0,45.8,3,0,0,4,45,27,49,0,0,0,0,0,0,49,0,22,0,2,4,0,8,0,0,23,9,7.7
Andrew Farmer,106311,ED,LANECOL,2,2,0,,0,0,942,0,0,60.0,74.2,82.3,71.2,70.7,67.9,1,7,0,0,,6.7,1,0,0,0.0,0,1,0,1,0,0,143,142,0,0,138,4,0,1,57,86,0,10,12,6,0,9,0,0,0,
Milton Chandler III,108075,ED,BARCOL,1,0,0,,0,0,1473,0,0,,61.4,68.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,
Jeffery Johnson,108274,LB,LANECOL,2,1,0,83.3,1,0,942,2,2,55.3,61.2,14.7,63.8,67.3,70.3,0,1,0,0,21,9.1,2,0,1,115.3,5,1,0,33,0,39,149,71,0,0,71,0,3,78,23,87,42,10,19,1,6,2,0,70,59,14.0
Justin Benvie,108314,LB,EANMGH,1,3,0,100.0,0,0,858,0,0,77.7,79.2,75.2,,67.0,53.4,0,1,0,0,3,16.7,1,0,0,79.2,2,0,0,29,0,17,30,1,0,0,1,0,0,29,0,13,0,2,2,1,2,1,0,0,0,0.0
Chris Gardner,110384,CB,MARS HILL,1,0,0,0.0,0,0,383,0,0,60.0,38.5,68.9,,60.0,,0,0,0,0,,,0,0,0,39.6,0,0,0,0,5,1,5,0,0,0,0,0,0,5,0,4,0,0,0,0,1,0,0,0,0,
Monroe Sanderson,110463,CB,MARS HILL,1,1,0,33.3,0,0,383,0,0,74.8,67.8,77.2,,34.7,23.6,0,0,0,1,6,60.0,3,0,0,2.8,1,0,0,0,57,32,59,2,0,0,2,0,0,57,0,27,0,0,1,0,3,0,0,6,8,6.0
Graderius Brown,110537,S,MILES,1,1,0,75.0,0,0,386,0,0,56.0,54.5,77.8,,52.3,69.2,0,0,0,0,41,11.1,1,0,0,116.7,3,0,0,8,5,23,48,0,0,0,0,0,21,48,0,25,14,4,7,0,4,0,0,68,40,22.7
James Sawyer Jr.,110656,S,MILES,1,0,0,,0,0,386,1,0,63.2,70.1,71.2,60.8,64.7,,0,1,0,0,,,0,0,0,0.0,0,0,0,4,0,5,17,0,0,0,0,0,12,17,1,11,1,0,0,0,0,1,0,0,0,
Keygan Mayfield,110659,CB,N GREENVLE,1,0,0,,0,0,390,0,0,61.7,62.9,75.8,,64.1,,1,0,0,0,,,0,0,0,0.0,0,0,0,1,42,18,43,0,0,0,0,0,0,43,0,25,0,0,0,0,0,1,0,0,0,
Jarius Grayson,110663,CB,MILES,1,0,0,100.0,0,0,386,0,0,55.3,60.7,75.3,,72.1,80.0,0,0,0,0,30,0.0,0,0,0,118.8,2,0,0,11,37,21,48,0,0,0,0,0,0,48,0,27,0,1,4,0,2,0,0,47,17,23.5
Fred Billy,110834,S,N GREENVLE,1,0,0,,0,0,390,0,0,69.5,62.6,75.8,,50.4,84.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,8,0,14,36,0,0,0,0,0,20,36,0,22,8,1,6,0,0,0,0,0,0,
Chandler Corley,111228,LB,LIMEST,1,0,0,50.0,0,0,1283,0,0,74.5,68.2,0.0,55.8,66.2,61.0,0,1,0,0,2,20.0,1,1,1,56.3,1,0,0,29,0,26,89,27,0,0,27,0,0,62,10,53,33,1,4,0,2,1,0,2,3,2.0
Nick Jackson,111330,S,MARS HILL,1,0,0,50.0,0,1,383,0,0,73.9,69.5,0.0,,65.7,64.9,0,0,0,0,14,0.0,0,1,1,72.9,1,0,0,18,2,27,50,0,0,0,0,0,6,50,0,23,24,1,4,0,2,0,0,14,-1,14.0
Octaveus Askew,111489,LB,MARS HILL,1,1,0,100.0,0,0,383,0,0,56.0,61.1,79.7,57.5,68.3,77.9,0,0,0,0,13,0.0,0,0,0,114.6,2,0,0,14,0,25,53,25,0,0,25,0,0,28,4,24,14,1,3,0,2,0,0,23,1,11.5
Mitchell Smiley,111610,S,MILES,1,0,0,100.0,0,0,386,0,0,29.4,27.7,70.7,,49.4,20.7,0,0,0,0,27,100.0,1,0,0,158.3,3,0,0,5,0,10,14,0,0,0,0,0,4,14,0,4,5,0,0,0,3,0,2,45,23,15.0
Andrew Gaylor,111611,LB,MILES,1,0,0,,0,0,386,0,0,60.4,65.4,69.5,,64.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,6,0,2,6,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,
Jerquan Newton,111616,ED,MARS HILL,1,0,0,,0,0,383,0,0,61.6,62.7,76.6,57.9,62.3,73.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,3,18,17,0,0,17,0,0,1,4,11,1,1,1,0,0,0,0,0,0,
Landon Honeycutt,111723,LB,MARS HILL,1,2,0,100.0,0,0,383,0,0,42.2,48.6,76.5,58.7,61.5,80.8,0,1,0,0,17,0.0,0,0,0,118.8,1,1,0,44,0,15,44,0,0,0,0,0,0,44,11,18,0,3,3,2,1,2,0,17,1,17.0
Ford Williams,111832,LB,LIMEST,1,0,0,,0,0,1283,0,0,63.5,41.3,0.0,57.2,41.9,42.5,0,0,0,0,,25.0,1,0,1,0.0,0,0,0,25,0,7,28,2,0,0,2,0,0,26,3,18,1,1,3,1,0,0,0,0,0,
Damipi Lamboni,111922,ED,MARS HILL,1,0,0,,1,0,383,0,0,,70.6,0.0,69.9,72.4,73.8,3,2,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,41,41,0,2,1,38,0,0,22,19,0,2,2,0,0,5,0,0,0,
Dexter Fitzpatrick,111955,LB,MARS HILL,1,0,0,,0,0,383,0,0,62.0,64.4,71.7,,63.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,14,0,6,14,0,0,0,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,
Dylan Reeves,112204,ED,LIMEST,1,1,0,100.0,0,0,1283,0,0,51.1,58.6,78.6,56.6,64.2,75.7,0,0,0,0,11,0.0,0,0,0,112.5,1,0,0,0,0,1,58,58,0,0,45,13,0,0,26,31,0,1,2,0,1,0,0,11,11,11.0
Cameron Snead,112325,ED,MILES,1,0,0,,0,0,386,1,0,,57.6,77.2,56.9,58.5,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,33,33,0,0,33,0,0,0,18,15,0,0,0,0,0,1,0,0,0,
Tarshawn Reed,112336,DI,MARS HILL,1,1,1,,1,0,383,0,0,,62.8,0.0,62.7,67.7,75.2,1,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,41,41,0,24,1,16,0,0,21,20,0,2,3,0,0,1,0,0,0,
James Caradine,112381,DI,KYCRST,1,1,0,,0,0,1474,0,0,,55.8,76.2,59.1,54.1,73.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,44,44,6,38,0,0,0,0,26,18,0,1,2,0,0,0,0,0,0,
Tim Montague,112387,DI,BARCOL,1,0,0,,0,0,1473,0,0,,47.3,72.8,59.8,47.9,70.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,16,16,0,14,0,2,0,0,2,14,0,0,1,0,0,0,0,0,0,
Kadarrion Jones,112435,ED,MILES,1,0,0,,0,0,386,0,0,,64.5,76.8,59.3,65.1,71.1,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,32,32,0,0,32,0,0,0,12,20,0,1,1,0,0,2,0,0,0,
Zane Boozer,112469,ED,LIMEST,1,0,0,,0,0,1283,0,0,,55.7,75.0,61.0,53.5,25.0,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,20,20,0,0,19,1,0,0,9,11,0,0,0,0,0,0,0,0,0,
Antwon McClee,112634,DI,MARS HILL,1,0,0,,0,0,383,0,0,,62.5,72.6,56.5,64.6,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,13,13,5,8,0,0,0,0,7,6,0,1,1,1,0,0,0,0,0,
