player_id,name,season,pos,grp,team,conf,p4,grade,vol,games
124366,Mike Wright Jr.,2021,QB,QB,vanderbilt,SEC,1,59.5,224.0,10.0
40709,Terry Wilson,2021,QB,QB,newmexico,Mountain West,0,60.7,199.0,6.0
145302,Nicholas Vattiato,2021,QB,QB,middletennessee,Conference USA,0,62.5,189.0,6.0
40416,Brandon Peters,2021,QB,QB,illinois,Big Ten,1,71.6,195.0,10.0
55405,D.J. Mack Jr.,2021,QB,QB,olddominion,Conference USA,0,63.8,202.0,6.0
82134,Michael Penix Jr.,2021,QB,QB,indiana,Big Ten,1,69.7,174.0,5.0
100201,Zach Gibson,2021,QB,QB,akron,Mid-American,0,91.2,198.0,7.0
144392,Justin Lynch,2021,QB,QB,temple,American Athletic,0,48.8,184.0,11.0
97416,Jordan Yates,2021,QB,QB,georgiatech,ACC,1,63.9,204.0,7.0
60583,Henry Colombi,2021,QB,QB,texastech,Big 12,1,80.0,177.0,7.0
83547,Artur Sitkowski,2021,QB,QB,illinois,Big Ten,1,39.5,166.0,5.0
124230,Luke Doty,2021,QB,QB,southcarolina,SEC,1,61.3,176.0,5.0
83566,Tyler Vitt,2021,QB,QB,texasstate,Sun Belt,0,63.9,153.0,5.0
78482,Justin Tomlin,2021,QB,QB,georgiasouthern,Sun Belt,0,46.7,165.0,8.0
121467,Jake Lange,2021,QB,QB,southernmiss,Conference USA,0,41.5,164.0,5.0
73929,Donovan Smith,2021,QB,QB,texastech,Big 12,1,75.9,164.0,6.0
98679,Nick Nash,2021,QB,QB,sanjosestate,Mountain West,0,62.5,165.0,9.0
40110,McKenzie Milton,2021,QB,QB,floridastate,ACC,1,55.2,160.0,6.0
124093,T.J. Finley,2021,QB,QB,auburn,SEC,1,66.8,142.0,9.0
83543,Jack Plummer,2021,QB,QB,purdue,Big Ten,1,61.7,142.0,7.0
77685,Carter Bradley,2021,QB,QB,toledo,Mid-American,0,51.1,147.0,8.0
63860,AJ Mayer,2021,QB,QB,miamioh,Mid-American,0,72.7,139.0,7.0
98678,Jordon Brookshire,2021,QB,QB,sandiegostate,Mountain West,0,70.8,148.0,6.0
26636,D'Eriq King,2021,QB,QB,miami,ACC,1,81.3,151.0,3.0
83590,Jacob Sirmon,2021,QB,QB,centralmichigan,Mid-American,0,58.6,147.0,5.0
145585,DJ Irons,2021,QB,QB,akron,Mid-American,0,62.2,179.0,8.0
98365,Levi Williams,2021,QB,QB,wyoming,Mountain West,0,79.5,151.0,8.0
122555,Jalon Daniels,2021,QB,QB,kansas,Big 12,1,78.3,134.0,6.0
86285,Alex Padilla,2021,QB,QB,iowa,Big Ten,1,64.8,122.0,8.0
60498,Andrew Marty,2021,QB,QB,northwestern,Big Ten,1,54.5,132.0,6.0
109060,Jason Brown,2021,QB,QB,southcarolina,SEC,1,50.3,123.0,7.0
146078,Brayden Schager,2021,QB,QB,hawaii,Mountain West,0,44.8,120.0,5.0
83552,Desmond Trotter,2021,QB,QB,southalabama,Sun Belt,0,64.5,129.0,4.0
125263,Haaziq Daniels,2021,QB,QB,airforce,Mountain West,0,76.7,117.0,12.0
77698,Matt Myers,2021,QB,QB,buffalo,Mid-American,0,61.4,125.0,7.0
86272,Dillon Gabriel,2021,QB,QB,ucf,American Athletic,0,76.1,120.0,3.0
77680,Jace Ruder,2021,QB,QB,northtexas,Conference USA,0,54.9,109.0,6.0
83533,Phil Jurkovec,2021,QB,QB,bostoncollege,ACC,1,80.6,115.0,6.0
40508,Zeb Noland,2021,QB,QB,southcarolina,SEC,1,74.6,113.0,7.0
83578,JT Daniels,2021,QB,QB,georgia,SEC,1,79.8,98.0,5.0
100575,Gunner Cruz,2021,QB,QB,arizona,Pac-12,1,44.2,113.0,4.0
83537,Tyler Shough,2021,QB,QB,texastech,Big 12,1,76.9,104.0,4.0
122677,JD Head,2021,QB,QB,louisianatech,Conference USA,0,62.5,103.0,4.0
83580,Jack Tuttle,2021,QB,QB,indiana,Big Ten,1,42.5,100.0,6.0
122282,Blake Shapen,2021,QB,QB,baylor,Big 12,1,75.7,97.0,5.0
97603,Jack Zergiotis,2021,QB,QB,uconn,FBS Independents,1,38.4,104.0,3.0
123109,Hudson Card,2021,QB,QB,texas,Big 12,1,52.6,103.0,6.0
144829,Donaven McCulley,2021,QB,QB,indiana,Big Ten,1,44.6,108.0,6.0
147110,Cam'Ron Ransom,2021,QB,QB,georgiasouthern,Sun Belt,0,56.8,100.0,8.0
98356,Cornelious Brown IV,2021,QB,QB,georgiastate,Sun Belt,0,43.5,94.0,4.0
60344,Charlie Brewer,2021,QB,QB,utah,Pac-12,1,68.2,89.0,3.0
78494,Aaron Allen,2021,QB,QB,louisianatech,Conference USA,0,66.3,85.0,6.0
122938,Chandler Morris,2021,QB,QB,tcu,Big 12,1,79.4,92.0,4.0
60362,Hunter Johnson,2021,QB,QB,northwestern,Big Ten,1,55.7,92.0,3.0
101058,Jordan McCloud,2021,QB,QB,arizona,Pac-12,1,57.5,83.0,3.0
147373,Tyler Phommachanh,2021,QB,QB,uconn,FBS Independents,1,43.3,85.0,3.0
82101,Bryce Carpenter,2021,QB,QB,coastalcarolina,Sun Belt,0,74.0,85.0,8.0
40264,Kato Nelson,2021,QB,QB,akron,Mid-American,0,48.5,106.0,5.0
60383,Bailey Hockman,2021,QB,QB,middletennessee,Conference USA,0,65.0,73.0,3.0
145417,Ty Keyes,2021,QB,QB,southernmiss,Conference USA,0,46.2,88.0,4.0
121854,Tai Lavatai,2021,QB,QB,navy,American Athletic,0,64.8,89.0,10.0
124393,Anthony Richardson,2021,QB,QB,florida,SEC,1,74.8,74.0,7.0
101634,Luke McCaffrey,2021,QB,QB,rice,Conference USA,0,49.6,80.0,9.0
143862,Riley Leonard,2021,QB,QB,duke,ACC,1,60.8,80.0,6.0
60339,Christian Anderson,2021,QB,QB,army,FBS Independents,1,75.0,67.0,11.0
82151,Joe Milton III,2021,QB,QB,tennessee,SEC,1,58.5,76.0,6.0
77666,Justin Rogers,2021,QB,QB,unlv,Mountain West,0,53.2,81.0,6.0
60364,Tyler Lytle,2021,QB,QB,massachusetts,FBS Independents,1,71.0,72.0,2.0
144918,J.J. McCarthy,2021,QB,QB,michigan,Big Ten,1,84.0,66.0,11.0
101632,Grant Gremel,2021,QB,QB,indiana,Big Ten,1,50.2,67.0,4.0
124199,Brady Cook,2021,QB,QB,missouri,SEC,1,68.0,71.0,3.0
146757,Garrett Nussmeier,2021,QB,QB,lsu,SEC,1,66.8,62.0,4.0
75891,Wiley Green,2021,QB,QB,rice,Conference USA,0,72.8,69.0,4.0
83563,James Foster,2021,QB,QB,charlotte,Conference USA,0,50.3,64.0,5.0
122599,Will Howard,2021,QB,QB,kansasstate,Big 12,1,59.3,59.0,5.0
83581,Andrew Peasley,2021,QB,QB,utahstate,Mountain West,0,67.4,62.0,9.0
60545,Tommy DeVito,2021,QB,QB,syracuse,ACC,1,77.6,59.0,3.0
71512,Shane Illingworth,2021,QB,QB,oklahomastate,Big 12,1,83.1,55.0,2.0
131896,Ethan Garbers,2021,QB,QB,ucla,Pac-12,1,71.2,64.0,3.0
121801,Mike DiLiello,2021,QB,QB,middletennessee,Conference USA,0,54.3,56.0,8.0
60570,Tyler Johnston III,2021,QB,QB,uab,Conference USA,0,62.9,57.0,5.0
40771,Jarrett Guarantano,2021,QB,QB,washingtonstate,Pac-12,1,63.2,64.0,2.0
99138,Peter Parrish,2021,QB,QB,memphis,American Athletic,0,44.6,64.0,1.0
77620,Cade Fortin,2021,QB,QB,southflorida,American Athletic,0,44.9,51.0,4.0
64526,Garrett Dzuro,2021,QB,QB,massachusetts,FBS Independents,1,32.7,64.0,7.0
40034,Armani Rogers,2021,QB,QB,ohio,Mid-American,0,79.8,56.0,10.0
60432,Nate Cox,2021,QB,QB,nevada,Mountain West,0,69.3,49.0,4.0
77669,Trey Lowe,2021,QB,QB,southernmiss,Conference USA,0,51.6,53.0,2.0
123289,Katravis Marsh,2021,QB,QB,southflorida,American Athletic,0,46.1,43.0,4.0
151104,Jay Woolfolk,2021,QB,QB,virginia,ACC,1,55.1,53.0,5.0
146463,Sam Huard,2021,QB,QB,washington,Pac-12,1,43.8,43.0,4.0
82147,Luke Zban,2021,QB,QB,marshall,Conference USA,0,69.8,43.0,4.0
128348,Doug Brumfield,2021,QB,QB,unlv,Mountain West,0,81.1,51.0,3.0
60370,Preston Hutchinson,2021,QB,QB,easternmichigan,Mid-American,0,69.4,48.0,5.0
146802,Luke Altmyer,2021,QB,QB,olemiss,SEC,1,60.8,53.0,4.0
122433,Connor Cigelske,2021,QB,QB,georgiasouthern,Sun Belt,0,54.4,48.0,2.0
145053,Kyle McCord,2021,QB,QB,ohiostate,Big Ten,1,58.9,44.0,5.0
131932,Victor Gabalis,2021,QB,QB,washingtonstate,Pac-12,1,43.2,41.0,3.0
122511,Hunter Dekkers,2021,QB,QB,iowastate,Big 12,1,55.3,37.0,4.0
60409,Nick Tronti,2021,QB,QB,floridaatlantic,Conference USA,0,65.0,45.0,5.0
77653,Ike Ogbogu,2021,QB,QB,houston,American Athletic,0,59.9,40.0,5.0
147472,Tyler Buchner,2021,QB,QB,notredame,FBS Independents,1,71.7,38.0,10.0
124329,Haynes King,2021,QB,QB,texasam,SEC,1,72.6,39.0,2.0
129713,Logan Smothers,2021,QB,QB,nebraska,Big Ten,1,76.0,43.0,5.0
146114,CJ Montes,2021,QB,QB,newmexico,Mountain West,0,26.9,48.0,3.0
60483,Josh Adkins,2021,QB,QB,utsa,Conference USA,0,65.2,42.0,6.0
60558,Connor Blumrick,2021,QB,QB,virginiatech,ACC,1,60.8,38.0,4.0
83558,Jack West,2021,QB,QB,stanford,Pac-12,1,45.2,40.0,3.0
122910,Drew Pyne,2021,QB,QB,notredame,FBS Independents,1,63.2,36.0,2.0
129906,Evan Simon,2021,QB,QB,rutgers,Big Ten,1,42.8,31.0,5.0
109047,Ryan Glover,2021,QB,QB,california,Pac-12,1,62.8,33.0,1.0
101625,Ta'Quan Roberson,2021,QB,QB,pennstate,Big Ten,1,45.5,34.0,3.0
97617,Cole Snyder,2021,QB,QB,rutgers,Big Ten,1,58.6,31.0,5.0
145214,Grayson James,2021,QB,QB,floridainternational,Conference USA,0,48.8,29.0,6.0
145086,Christian Veilleux,2021,QB,QB,pennstate,Big Ten,1,62.2,33.0,2.0
77689,John Paddock,2021,QB,QB,ballstate,Mid-American,0,54.0,27.0,2.0
123420,Garrett Greene,2021,QB,QB,westvirginia,Big 12,1,69.9,36.0,10.0
99578,Knox Kadum,2021,QB,QB,virginiatech,ACC,1,39.6,26.0,4.0
40048,Sam Noyer,2021,QB,QB,oregonstate,Pac-12,1,31.9,25.0,2.0
82085,Jabari Laws,2021,QB,QB,army,FBS Independents,1,71.4,28.0,4.0
98025,Collin Schlee,2021,QB,QB,kentstate,Mid-American,0,83.0,30.0,8.0
124010,Carson Beck,2021,QB,QB,georgia,SEC,1,66.9,24.0,3.0
128257,Isaiah Chavez,2021,QB,QB,newmexico,Mountain West,0,45.8,28.0,5.0
99473,Jaren Lewis,2021,QB,QB,kansasstate,Big 12,1,41.7,25.0,3.0
99588,Davis Beville,2021,QB,QB,pittsburgh,ACC,1,78.6,28.0,3.0
155757,Gavin Wimsatt,2021,QB,QB,rutgers,Big Ten,1,29.6,27.0,4.0
41939,Jacob Huesman,2021,QB,QB,appstate,Sun Belt,0,43.3,22.0,4.0
123220,Justin Ibieta,2021,QB,QB,tulane,American Athletic,0,65.8,23.0,2.0
122830,Jacolby Criswell,2021,QB,QB,northcarolina,ACC,1,72.6,23.0,2.0
144418,Kai Horton,2021,QB,QB,tulane,American Athletic,0,52.3,25.0,4.0
101286,Cooper Legas,2021,QB,QB,utahstate,Mountain West,0,62.5,27.0,1.0
83521,TJ McMahon,2021,QB,QB,rice,Conference USA,0,71.7,19.0,1.0
143865,Jordan Moore,2021,QB,QB,duke,ACC,1,67.6,25.0,5.0
77614,Nick Patti,2021,QB,QB,pittsburgh,ACC,1,90.3,22.0,6.0
97783,Evan Conley,2021,QB,QB,louisville,ACC,1,61.4,22.0,5.0
99577,Taisun Phommachanh,2021,QB,QB,clemson,ACC,1,73.5,19.0,4.0
121831,Xavier Arline,2021,QB,QB,navy,American Athletic,0,51.3,31.0,6.0
77673,Miles Kendrick,2021,QB,QB,kansas,Big 12,1,76.8,23.0,4.0
121427,Chance Lovertich,2021,QB,QB,mississippistate,SEC,1,56.2,21.0,2.0
146873,Tyler Macon,2021,QB,QB,missouri,SEC,1,68.1,19.0,2.0
146360,Ari Patu,2021,QB,QB,stanford,Pac-12,1,57.3,18.0,2.0
51692,Chase Wolf,2021,QB,QB,wisconsin,Big Ten,1,51.3,21.0,4.0
98363,Paul Tyson,2021,QB,QB,alabama,SEC,1,72.6,16.0,5.0
143834,Emmett Morehead,2021,QB,QB,bostoncollege,ACC,1,52.1,25.0,2.0
143941,Jake Garcia,2021,QB,QB,miami,ACC,1,77.4,15.0,1.0
60592,Reece Udinski,2021,QB,QB,maryland,Big Ten,1,36.4,15.0,4.0
97604,Mariano Valenti,2021,QB,QB,temple,American Athletic,0,68.9,21.0,2.0
129754,Jack Miller III,2021,QB,QB,ohiostate,Big Ten,1,72.9,14.0,4.0
146568,Ty Thompson,2021,QB,QB,oregon,Pac-12,1,42.6,16.0,3.0
98366,Connor Genal,2021,QB,QB,newmexico,Mountain West,0,53.9,17.0,2.0
122149,Hunter Helms,2021,QB,QB,clemson,ACC,1,40.8,13.0,2.0
102863,Jemel Jones,2021,QB,QB,army,FBS Independents,1,70.5,14.0,3.0
128176,Logan Fife,2021,QB,QB,fresnostate,Mountain West,0,60.4,15.0,1.0
70727,Miller Moss,2021,QB,QB,usc,Pac-12,1,39.3,15.0,1.0
101057,Maasai Maynor,2021,QB,QB,navy,American Athletic,0,54.3,21.0,3.0
60486,Micah Leon,2021,QB,QB,uconn,FBS Independents,1,42.9,18.0,1.0
97286,Chandler Fields,2021,QB,QB,louisiana,Sun Belt,0,68.8,14.0,7.0
146018,Evan Olaes,2021,QB,QB,coloradostate,Mountain West,0,76.1,18.0,2.0
146312,Drew Carter,2021,QB,QB,colorado,Pac-12,1,48.7,15.0,3.0
122731,Tee Webb,2021,QB,QB,southernmiss,Conference USA,0,39.8,13.0,2.0
73936,Beau Allen,2021,QB,QB,kentucky,SEC,1,73.0,15.0,3.0
123957,Malik Hornsby,2021,QB,QB,arkansas,SEC,1,60.0,22.0,4.0
123576,Evan Prater,2021,QB,QB,cincinnati,American Athletic,0,76.8,14.0,4.0
97285,Trenton Bourguet,2021,QB,QB,arizonastate,Pac-12,1,50.8,10.0,3.0
145858,Ethan Hampton,2021,QB,QB,northernillinois,Mid-American,0,46.3,13.0,1.0
60479,Bryson Carroll,2021,QB,QB,newmexico,Mountain West,0,41.5,15.0,2.0
130376,Tucker Melton,2021,QB,QB,bowlinggreen,Mid-American,0,22.8,10.0,3.0
143969,Drake Maye,2021,QB,QB,northcarolina,ACC,1,60.0,13.0,2.0
97997,Jarrett Guest,2021,QB,QB,coastalcarolina,Sun Belt,0,90.6,11.0,4.0
122864,Ben Finley,2021,QB,QB,ncstate,ACC,1,56.9,9.0,2.0
128106,Zamar Wise,2021,QB,QB,massachusetts,FBS Independents,1,68.5,17.0,6.0
40108,Anthony Russo,2021,QB,QB,michiganstate,Big Ten,1,39.5,9.0,2.0
122475,Tucker Gleason,2021,QB,QB,toledo,Mid-American,0,62.6,9.0,3.0
146054,Jaylen Henderson,2021,QB,QB,fresnostate,Mountain West,0,66.5,13.0,3.0
146170,Walker Eget,2021,QB,QB,sanjosestate,Mountain West,0,29.0,8.0,1.0
82088,Joey Gatewood,2021,QB,QB,ucf,American Athletic,0,60.0,10.0,7.0
145511,Eddie Lee Marburger,2021,QB,QB,utsa,Conference USA,0,63.3,8.0,2.0
75887,Jeremy Moussa,2021,QB,QB,vanderbilt,SEC,1,55.8,8.0,1.0
82083,Tyhier Tyler,2021,QB,QB,army,FBS Independents,1,63.5,11.0,7.0
124266,Harrison Bailey,2021,QB,QB,tennessee,SEC,1,69.7,10.0,1.0
146590,Jalen Milroe,2021,QB,QB,alabama,SEC,1,80.1,11.0,3.0
55167,Kaylan Wiggins,2021,QB,QB,floridainternational,Conference USA,0,56.1,8.0,1.0
146153,William Haskell,2021,QB,QB,sandiegostate,Mountain West,0,71.2,8.0,2.0
128341,Natano Woods,2021,QB,QB,sanjosestate,Mountain West,0,55.5,9.0,2.0
60577,Austin Burton,2021,QB,QB,purdue,Big Ten,1,54.8,10.0,4.0
83584,Calvin Brownholtz,2021,QB,QB,utep,Conference USA,0,67.5,7.0,3.0
101291,Warren Bryan,2021,QB,QB,airforce,Mountain West,0,80.7,10.0,1.0
124716,Preston Stone,2021,QB,QB,smu,American Athletic,0,58.3,7.0,3.0
83591,Cammon Cooper,2021,QB,QB,washingtonstate,Pac-12,1,55.9,12.0,2.0
146984,Blake Bost,2021,QB,QB,texasam,SEC,1,39.6,7.0,2.0
60319,Isaiah Sanders,2021,QB,QB,stanford,Pac-12,1,66.2,7.0,3.0
