player_id,name,grp,season_t,team_t,conf_t,p4_t,grade_t,vol_t,team_t1,conf_t1,p4_t1,grade_t1,vol_t1,moved,jump,stars
101629,Payton Thorne,QB,2021,michiganstate,Big Ten,1,77.6,430.0,michiganstate,Big Ten,1,71.8,423.0,0,stay,
60552,Todd Centeio,QB,2021,coloradostate,Mountain West,0,78.5,459.0,jamesmadison,Sun Belt,0,90.4,314.0,1,within,3
99135,Connor Bazelak,QB,2021,missouri,SEC,1,67.8,401.0,indiana,Big Ten,1,52.5,453.0,1,within,4
122162,DJ Uiagalelei,QB,2021,clemson,ACC,1,66.3,410.0,clemson,ACC,1,79.6,413.0,0,stay,
124099,Max Johnson,QB,2021,lsu,SEC,1,67.8,441.0,texasam,SEC,1,60.6,94.0,1,within,4
100570,Dylan Morris,QB,2021,washington,Pac-12,1,68.0,397.0,washington,Pac-12,1,73.7,20.0,0,stay,
131928,Jayden de Laura,QB,2021,washingtonstate,Pac-12,1,77.2,392.0,arizona,Pac-12,1,76.3,504.0,1,within,3
100827,Gavin Hardison,QB,2021,utep,Conference USA,0,59.1,393.0,utep,Conference USA,0,71.0,359.0,0,stay,
75886,Chevan Cordeiro,QB,2021,hawaii,Mountain West,0,80.6,435.0,sanjosestate,Mountain West,0,78.2,534.0,1,within,3
60446,N'Kosi Perry,QB,2021,floridaatlantic,Conference USA,0,72.2,406.0,floridaatlantic,Conference USA,0,77.0,412.0,0,stay,
83542,Will Levis,QB,2021,kentucky,SEC,1,90.6,412.0,kentucky,SEC,1,68.6,336.0,0,stay,
82111,Emory Jones,QB,2021,florida,SEC,1,80.6,386.0,arizonastate,Pac-12,1,68.5,241.0,1,within,3
82068,Layne Hatcher,QB,2021,arkansasstate,Sun Belt,0,69.9,389.0,texasstate,Sun Belt,0,58.9,492.0,1,within,3
60452,Rocky Lombardi,QB,2021,northernillinois,Mid-American,0,71.7,367.0,northernillinois,Mid-American,0,90.9,80.0,0,stay,
60436,Malik Cunningham,QB,2021,louisville,ACC,1,91.5,413.0,louisville,ACC,1,71.4,269.0,0,stay,
60361,Chris Reynolds,QB,2021,charlotte,Conference USA,0,78.7,375.0,charlotte,Conference USA,0,80.1,353.0,0,stay,
123229,Michael Pratt,QB,2021,tulane,American Athletic,0,56.2,399.0,tulane,American Athletic,0,89.3,409.0,0,stay,
101620,Cade McNamara,QB,2021,michigan,Big Ten,1,77.4,352.0,michigan,Big Ten,1,48.0,30.0,0,stay,
97790,Bo Nix,QB,2021,auburn,SEC,1,78.5,357.0,oregon,Pac-12,1,86.8,440.0,1,within,3
77625,Gunnar Holmberg,QB,2021,duke,ACC,1,72.2,361.0,floridainternational,Conference USA,0,53.8,27.0,1,P4>G5,3
122225,Tyler Van Dyke,QB,2021,miami,ACC,1,75.5,370.0,miami,ACC,1,66.8,276.0,0,stay,
97103,Daniel Richardson,QB,2021,centralmichigan,Mid-American,0,73.9,339.0,centralmichigan,Mid-American,0,62.7,349.0,0,stay,
77663,Cameron Rising,QB,2021,utah,Pac-12,1,84.7,352.0,utah,Pac-12,1,79.1,428.0,0,stay,
78493,Chance Nolan,QB,2021,oregonstate,Pac-12,1,84.7,364.0,oregonstate,Pac-12,1,79.8,121.0,0,stay,
131770,Tanner McKee,QB,2021,stanford,Pac-12,1,69.0,358.0,stanford,Pac-12,1,75.4,499.0,0,stay,
83522,Adrian Martinez,QB,2021,nebraska,Big Ten,1,76.8,365.0,kansasstate,Big 12,1,85.6,216.0,1,within,4
60593,Hendon Hooker,QB,2021,tennessee,SEC,1,84.4,402.0,tennessee,SEC,1,90.8,394.0,0,stay,
97993,Jayden Daniels,QB,2021,arizonastate,Pac-12,1,83.2,385.0,lsu,SEC,1,87.8,505.0,1,within,4
55406,Noah Vedral,QB,2021,rutgers,Big Ten,1,63.1,349.0,rutgers,Big Ten,1,52.8,53.0,0,stay,
97404,Brett Gabbert,QB,2021,miamioh,Mid-American,0,82.9,349.0,miamioh,Mid-American,0,65.2,152.0,0,stay,
100580,Kedon Slovis,QB,2021,usc,Pac-12,1,79.2,319.0,pittsburgh,ACC,1,71.9,337.0,1,within,4
83528,Austin Aune,QB,2021,northtexas,Conference USA,0,71.2,325.0,northtexas,Conference USA,0,72.4,437.0,0,stay,
99129,KJ Jefferson,QB,2021,arkansas,SEC,1,87.0,350.0,arkansas,SEC,1,90.8,357.0,0,stay,
60387,Stetson Bennett,QB,2021,georgia,SEC,1,84.0,320.0,georgia,SEC,1,90.1,479.0,0,stay,
82136,Spencer Petras,QB,2021,iowa,Big Ten,1,73.9,319.0,iowa,Big Ten,1,60.6,324.0,0,stay,
97994,Graham Mertz,QB,2021,wisconsin,Big Ten,1,65.5,308.0,wisconsin,Big Ten,1,75.3,328.0,0,stay,
83574,Dorian Thompson-Robinson,QB,2021,ucla,Pac-12,1,85.2,367.0,ucla,Pac-12,1,74.8,447.0,0,stay,
70961,Mikey Keene,QB,2021,ucf,American Athletic,0,63.4,300.0,ucf,American Athletic,0,73.8,89.0,0,stay,
77636,Gerry Bohanon,QB,2021,baylor,Big 12,1,80.3,296.0,southflorida,American Athletic,0,81.6,176.0,1,P4>G5,3
77677,Casey Thompson,QB,2021,texas,Big 12,1,78.3,301.0,nebraska,Big Ten,1,82.7,317.0,1,within,3
55029,Kyle Vantrease,QB,2021,buffalo,Mid-American,0,63.2,277.0,georgiasouthern,Sun Belt,0,71.2,620.0,1,within,3
97998,Kurtis Rourke,QB,2021,ohio,Mid-American,0,77.1,302.0,ohio,Mid-American,0,92.0,381.0,0,stay,
131687,Brendon Lewis,QB,2021,colorado,Pac-12,1,69.7,315.0,colorado,Pac-12,1,51.8,32.0,0,stay,
60513,Braxton Burmeister,QB,2021,virginiatech,ACC,1,78.1,330.0,sandiegostate,Mountain West,0,52.2,89.0,1,P4>G5,3
55239,Tanner Morgan,QB,2021,minnesota,Big Ten,1,74.0,300.0,minnesota,Big Ten,1,90.4,184.0,0,stay,
97804,Dequan Finn,QB,2021,toledo,Mid-American,0,72.4,305.0,toledo,Mid-American,0,73.2,398.0,0,stay,
98362,Hayden Wolff,QB,2021,olddominion,Conference USA,0,78.0,266.0,olddominion,Sun Belt,0,65.3,469.0,0,stay,
77641,Brady McBride,QB,2021,texasstate,Sun Belt,0,63.9,296.0,appstate,Sun Belt,0,70.0,4.0,1,within,3
98002,Grayson McCall,QB,2021,coastalcarolina,Sun Belt,0,91.0,294.0,coastalcarolina,Sun Belt,0,86.8,351.0,0,stay,
83571,Dylan Hopkins,QB,2021,uab,Conference USA,0,74.7,293.0,uab,Conference USA,0,66.4,243.0,0,stay,
98212,Garrett Shrader,QB,2021,syracuse,ACC,1,73.9,308.0,syracuse,ACC,1,86.1,393.0,0,stay,
78496,Devin Grainger,QB,2021,georgiastate,Sun Belt,0,82.0,274.0,georgiastate,Sun Belt,0,77.7,382.0,0,stay,
99470,Max Duggan,QB,2021,tcu,Big 12,1,76.4,282.0,tcu,Big 12,1,83.0,481.0,0,stay,
83570,Gunnar Watson,QB,2021,troy,Sun Belt,0,74.8,247.0,troy,Sun Belt,0,82.8,387.0,0,stay,
146195,Cameron Friel,QB,2021,unlv,Mountain West,0,56.7,265.0,unlv,Mountain West,0,50.5,59.0,0,stay,
147415,Brady Olson,QB,2021,massachusetts,FBS Independents,1,36.8,236.0,massachusetts,FBS Independents,1,39.0,181.0,0,stay,
144622,Caleb Williams,QB,2021,oklahoma,Big 12,1,91.3,251.0,usc,Pac-12,1,91.8,568.0,1,within,5
99130,D'Wan Mathis,QB,2021,temple,American Athletic,0,52.2,227.0,temple,American Athletic,0,47.3,40.0,0,stay,
77615,Jordan Travis,QB,2021,floridastate,ACC,1,85.2,271.0,floridastate,ACC,1,91.2,394.0,0,stay,
146409,Jaxson Dart,QB,2021,usc,Pac-12,1,70.9,200.0,olemiss,SEC,1,79.5,415.0,1,within,4
97408,Spencer Rattler,QB,2021,oklahoma,Big 12,1,86.1,219.0,southcarolina,SEC,1,64.3,476.0,1,within,4
60459,Taylor Powell,QB,2021,troy,Sun Belt,0,76.9,206.0,easternmichigan,Mid-American,0,67.0,304.0,1,within,3
122496,Jeff Sims,QB,2021,georgiatech,ACC,1,69.0,216.0,georgiatech,ACC,1,62.0,228.0,0,stay,
60382,James Blackman,QB,2021,arkansasstate,Sun Belt,0,71.0,214.0,arkansasstate,Sun Belt,0,77.7,396.0,0,stay,
83529,Jason Bean,QB,2021,kansas,Big 12,1,59.5,216.0,kansas,Big 12,1,74.9,152.0,0,stay,
78533,Chase Cunningham,QB,2021,middletennessee,Conference USA,0,73.7,199.0,middletennessee,Conference USA,0,64.0,505.0,0,stay,
71295,Ryan Hilinski,QB,2021,northwestern,Big Ten,1,49.0,188.0,northwestern,Big Ten,1,50.0,267.0,0,stay,
124366,Mike Wright Jr.,QB,2021,vanderbilt,SEC,1,59.5,224.0,vanderbilt,SEC,1,55.0,168.0,0,stay,
145302,Nicholas Vattiato,QB,2021,middletennessee,Conference USA,0,62.5,189.0,middletennessee,Conference USA,0,34.3,65.0,0,stay,
55405,D.J. Mack Jr.,QB,2021,olddominion,Conference USA,0,63.8,202.0,olddominion,Sun Belt,0,51.0,3.0,0,stay,
82134,Michael Penix Jr.,QB,2021,indiana,Big Ten,1,69.7,174.0,washington,Pac-12,1,87.9,576.0,1,within,3
100201,Zach Gibson,QB,2021,akron,Mid-American,0,91.2,198.0,georgiatech,ACC,1,54.5,125.0,1,G5>P4,3
144392,Justin Lynch,QB,2021,temple,American Athletic,0,48.8,184.0,northernillinois,Mid-American,0,62.6,33.0,1,within,3
60583,Henry Colombi,QB,2021,texastech,Big 12,1,80.0,177.0,marshall,Sun Belt,0,46.5,171.0,1,P4>G5,3
83547,Artur Sitkowski,QB,2021,illinois,Big Ten,1,39.5,166.0,illinois,Big Ten,1,61.6,26.0,0,stay,
124230,Luke Doty,QB,2021,southcarolina,SEC,1,61.3,176.0,southcarolina,SEC,1,67.8,14.0,0,stay,
121467,Jake Lange,QB,2021,southernmiss,Conference USA,0,41.5,164.0,southernmiss,Sun Belt,0,48.9,25.0,0,stay,
73929,Donovan Smith,QB,2021,texastech,Big 12,1,75.9,164.0,texastech,Big 12,1,68.3,255.0,0,stay,
124093,T.J. Finley,QB,2021,auburn,SEC,1,66.8,142.0,auburn,SEC,1,53.5,70.0,0,stay,
83543,Jack Plummer,QB,2021,purdue,Big Ten,1,61.7,142.0,california,Pac-12,1,78.4,496.0,1,within,3
77685,Carter Bradley,QB,2021,toledo,Mid-American,0,51.1,147.0,southalabama,Sun Belt,0,75.8,482.0,1,within,3
63860,AJ Mayer,QB,2021,miamioh,Mid-American,0,72.7,139.0,arkansasstate,Sun Belt,0,72.9,42.0,1,within,3
145585,DJ Irons,QB,2021,akron,Mid-American,0,62.2,179.0,akron,Mid-American,0,73.1,455.0,0,stay,
98365,Levi Williams,QB,2021,wyoming,Mountain West,0,79.5,151.0,utahstate,Mountain West,0,48.9,17.0,1,within,4
122555,Jalon Daniels,QB,2021,kansas,Big 12,1,78.3,134.0,kansas,Big 12,1,78.9,253.0,0,stay,
86285,Alex Padilla,QB,2021,iowa,Big Ten,1,64.8,122.0,iowa,Big Ten,1,32.5,48.0,0,stay,
109060,Jason Brown,QB,2021,southcarolina,SEC,1,50.3,123.0,virginiatech,ACC,1,73.5,15.0,1,within,3
146078,Brayden Schager,QB,2021,hawaii,Mountain West,0,44.8,120.0,hawaii,Mountain West,0,65.8,440.0,0,stay,
83552,Desmond Trotter,QB,2021,southalabama,Sun Belt,0,64.5,129.0,southalabama,Sun Belt,0,84.4,25.0,0,stay,
125263,Haaziq Daniels,QB,2021,airforce,Mountain West,0,76.7,117.0,airforce,Mountain West,0,80.8,104.0,0,stay,
86272,Dillon Gabriel,QB,2021,ucf,American Athletic,0,76.1,120.0,oklahoma,Big 12,1,87.0,428.0,1,G5>P4,4
83533,Phil Jurkovec,QB,2021,bostoncollege,ACC,1,80.6,115.0,bostoncollege,ACC,1,58.8,293.0,0,stay,
83578,JT Daniels,QB,2021,georgia,SEC,1,79.8,98.0,westvirginia,Big 12,1,70.0,350.0,1,within,3
83537,Tyler Shough,QB,2021,texastech,Big 12,1,76.9,104.0,texastech,Big 12,1,74.1,216.0,0,stay,
83580,Jack Tuttle,QB,2021,indiana,Big Ten,1,42.5,100.0,indiana,Big Ten,1,68.8,19.0,0,stay,
122282,Blake Shapen,QB,2021,baylor,Big 12,1,75.7,97.0,baylor,Big 12,1,76.8,421.0,0,stay,
123109,Hudson Card,QB,2021,texas,Big 12,1,52.6,103.0,texas,Big 12,1,70.1,124.0,0,stay,
144829,Donaven McCulley,QB,2021,indiana,Big Ten,1,44.6,108.0,indiana,Big Ten,1,59.9,177.0,0,stay,
122938,Chandler Morris,QB,2021,tcu,Big 12,1,79.4,92.0,tcu,Big 12,1,63.2,29.0,0,stay,
60362,Hunter Johnson,QB,2021,northwestern,Big Ten,1,55.7,92.0,clemson,ACC,1,66.7,6.0,1,within,3
82101,Bryce Carpenter,QB,2021,coastalcarolina,Sun Belt,0,74.0,85.0,coastalcarolina,Sun Belt,0,70.7,8.0,0,stay,
145417,Ty Keyes,QB,2021,southernmiss,Conference USA,0,46.2,88.0,southernmiss,Sun Belt,0,58.3,20.0,0,stay,
121854,Tai Lavatai,QB,2021,navy,American Athletic,0,64.8,89.0,navy,American Athletic,0,62.3,109.0,0,stay,
124393,Anthony Richardson,QB,2021,florida,SEC,1,74.8,74.0,florida,SEC,1,80.3,378.0,0,stay,
101634,Luke McCaffrey,QB,2021,rice,Conference USA,0,49.6,80.0,rice,Conference USA,0,77.0,321.0,0,stay,
143862,Riley Leonard,QB,2021,duke,ACC,1,60.8,80.0,duke,ACC,1,77.8,453.0,0,stay,
82151,Joe Milton III,QB,2021,tennessee,SEC,1,58.5,76.0,tennessee,SEC,1,86.9,91.0,0,stay,
144918,J.J. McCarthy,QB,2021,michigan,Big Ten,1,84.0,66.0,michigan,Big Ten,1,77.7,359.0,0,stay,
124199,Brady Cook,QB,2021,missouri,SEC,1,68.0,71.0,missouri,SEC,1,75.0,454.0,0,stay,
146757,Garrett Nussmeier,QB,2021,lsu,SEC,1,66.8,62.0,lsu,SEC,1,67.4,85.0,0,stay,
75891,Wiley Green,QB,2021,rice,Conference USA,0,72.8,69.0,rice,Conference USA,0,52.5,20.0,0,stay,
83563,James Foster,QB,2021,charlotte,Conference USA,0,50.3,64.0,charlotte,Conference USA,0,52.4,36.0,0,stay,
122599,Will Howard,QB,2021,kansasstate,Big 12,1,59.3,59.0,kansasstate,Big 12,1,75.0,210.0,0,stay,
83581,Andrew Peasley,QB,2021,utahstate,Mountain West,0,67.4,62.0,wyoming,Mountain West,0,54.9,316.0,1,within,2
60545,Tommy DeVito,QB,2021,syracuse,ACC,1,77.6,59.0,illinois,Big Ten,1,85.2,417.0,1,within,3
71512,Shane Illingworth,QB,2021,oklahomastate,Big 12,1,83.1,55.0,nevada,Mountain West,0,61.2,177.0,1,P4>G5,3
131896,Ethan Garbers,QB,2021,ucla,Pac-12,1,71.2,64.0,ucla,Pac-12,1,53.7,42.0,0,stay,
77620,Cade Fortin,QB,2021,southflorida,American Athletic,0,44.9,51.0,arkansas,SEC,1,60.6,33.0,1,G5>P4,3
64526,Garrett Dzuro,QB,2021,massachusetts,FBS Independents,1,32.7,64.0,massachusetts,FBS Independents,1,48.9,49.0,0,stay,
60432,Nate Cox,QB,2021,nevada,Mountain West,0,69.3,49.0,nevada,Mountain West,0,55.9,284.0,0,stay,
77669,Trey Lowe,QB,2021,southernmiss,Conference USA,0,51.6,53.0,southernmiss,Sun Belt,0,71.0,144.0,0,stay,
123289,Katravis Marsh,QB,2021,southflorida,American Athletic,0,46.1,43.0,southflorida,American Athletic,0,59.6,127.0,0,stay,
151104,Jay Woolfolk,QB,2021,virginia,ACC,1,55.1,53.0,virginia,ACC,1,56.0,3.0,0,stay,
146463,Sam Huard,QB,2021,washington,Pac-12,1,43.8,43.0,washington,Pac-12,1,51.0,3.0,0,stay,
128348,Doug Brumfield,QB,2021,unlv,Mountain West,0,81.1,51.0,unlv,Mountain West,0,76.1,316.0,0,stay,
146802,Luke Altmyer,QB,2021,olemiss,SEC,1,60.8,53.0,olemiss,SEC,1,48.9,18.0,0,stay,
122433,Connor Cigelske,QB,2021,georgiasouthern,Sun Belt,0,54.4,48.0,georgiasouthern,Sun Belt,0,48.8,4.0,0,stay,
145053,Kyle McCord,QB,2021,ohiostate,Big Ten,1,58.9,44.0,ohiostate,Big Ten,1,73.4,20.0,0,stay,
122511,Hunter Dekkers,QB,2021,iowastate,Big 12,1,55.3,37.0,iowastate,Big 12,1,73.7,507.0,0,stay,
147472,Tyler Buchner,QB,2021,notredame,FBS Independents,1,71.7,38.0,notredame,FBS Independents,1,67.4,95.0,0,stay,
124329,Haynes King,QB,2021,texasam,SEC,1,72.6,39.0,texasam,SEC,1,53.4,201.0,0,stay,
129713,Logan Smothers,QB,2021,nebraska,Big Ten,1,76.0,43.0,nebraska,Big Ten,1,76.8,24.0,0,stay,
146114,CJ Montes,QB,2021,newmexico,Mountain West,0,26.9,48.0,newmexico,Mountain West,0,47.1,62.0,0,stay,
60558,Connor Blumrick,QB,2021,virginiatech,ACC,1,60.8,38.0,virginiatech,ACC,1,54.9,108.0,0,stay,
122910,Drew Pyne,QB,2021,notredame,FBS Independents,1,63.2,36.0,notredame,FBS Independents,1,69.1,294.0,0,stay,
129906,Evan Simon,QB,2021,rutgers,Big Ten,1,42.8,31.0,rutgers,Big Ten,1,53.2,153.0,0,stay,
109047,Ryan Glover,QB,2021,california,Pac-12,1,62.8,33.0,memphis,American Athletic,0,80.3,8.0,1,P4>G5,3
101625,Ta'Quan Roberson,QB,2021,pennstate,Big Ten,1,45.5,34.0,uconn,FBS Independents,1,83.2,2.0,1,within,3
97617,Cole Snyder,QB,2021,rutgers,Big Ten,1,58.6,31.0,buffalo,Mid-American,0,62.0,523.0,1,P4>G5,3
145214,Grayson James,QB,2021,floridainternational,Conference USA,0,48.8,29.0,floridainternational,Conference USA,0,64.5,390.0,0,stay,
145086,Christian Veilleux,QB,2021,pennstate,Big Ten,1,62.2,33.0,pennstate,Big Ten,1,80.9,10.0,0,stay,
77689,John Paddock,QB,2021,ballstate,Mid-American,0,54.0,27.0,ballstate,Mid-American,0,63.1,501.0,0,stay,
123420,Garrett Greene,QB,2021,westvirginia,Big 12,1,69.9,36.0,westvirginia,Big 12,1,70.2,88.0,0,stay,
98025,Collin Schlee,QB,2021,kentstate,Mid-American,0,83.0,30.0,kentstate,Mid-American,0,88.4,315.0,0,stay,
124010,Carson Beck,QB,2021,georgia,SEC,1,66.9,24.0,georgia,SEC,1,74.2,37.0,0,stay,
99588,Davis Beville,QB,2021,pittsburgh,ACC,1,78.6,28.0,oklahoma,Big 12,1,54.2,36.0,1,within,3
155757,Gavin Wimsatt,QB,2021,rutgers,Big Ten,1,29.6,27.0,rutgers,Big Ten,1,47.7,166.0,0,stay,
123220,Justin Ibieta,QB,2021,tulane,American Athletic,0,65.8,23.0,tulane,American Athletic,0,56.4,18.0,0,stay,
122830,Jacolby Criswell,QB,2021,northcarolina,ACC,1,72.6,23.0,northcarolina,ACC,1,69.3,7.0,0,stay,
144418,Kai Horton,QB,2021,tulane,American Athletic,0,52.3,25.0,tulane,American Athletic,0,47.2,26.0,0,stay,
101286,Cooper Legas,QB,2021,utahstate,Mountain West,0,62.5,27.0,utahstate,Mountain West,0,61.6,269.0,0,stay,
83521,TJ McMahon,QB,2021,rice,Conference USA,0,71.7,19.0,rice,Conference USA,0,74.3,311.0,0,stay,
143865,Jordan Moore,QB,2021,duke,ACC,1,67.6,25.0,duke,ACC,1,71.0,381.0,0,stay,
77614,Nick Patti,QB,2021,pittsburgh,ACC,1,90.3,22.0,pittsburgh,ACC,1,64.3,71.0,0,stay,
99577,Taisun Phommachanh,QB,2021,clemson,ACC,1,73.5,19.0,georgiatech,ACC,1,60.7,7.0,1,within,3
121831,Xavier Arline,QB,2021,navy,American Athletic,0,51.3,31.0,navy,American Athletic,0,62.3,24.0,0,stay,
77673,Miles Kendrick,QB,2021,kansas,Big 12,1,76.8,23.0,newmexico,Mountain West,0,37.8,197.0,1,P4>G5,3
121427,Chance Lovertich,QB,2021,mississippistate,SEC,1,56.2,21.0,mississippistate,SEC,1,61.5,7.0,0,stay,
146360,Ari Patu,QB,2021,stanford,Pac-12,1,57.3,18.0,stanford,Pac-12,1,82.6,10.0,0,stay,
51692,Chase Wolf,QB,2021,wisconsin,Big Ten,1,51.3,21.0,wisconsin,Big Ten,1,56.4,35.0,0,stay,
143834,Emmett Morehead,QB,2021,bostoncollege,ACC,1,52.1,25.0,bostoncollege,ACC,1,54.4,238.0,0,stay,
143941,Jake Garcia,QB,2021,miami,ACC,1,77.4,15.0,miami,ACC,1,38.7,137.0,0,stay,
129754,Jack Miller III,QB,2021,ohiostate,Big Ten,1,72.9,14.0,florida,SEC,1,56.7,31.0,1,within,
146568,Ty Thompson,QB,2021,oregon,Pac-12,1,42.6,16.0,oregon,Pac-12,1,53.9,21.0,0,stay,
102863,Jemel Jones,QB,2021,army,FBS Independents,1,70.5,14.0,army,FBS Independents,1,65.6,43.0,0,stay,
128176,Logan Fife,QB,2021,fresnostate,Mountain West,0,60.4,15.0,fresnostate,Mountain West,0,62.5,144.0,0,stay,
70727,Miller Moss,QB,2021,usc,Pac-12,1,39.3,15.0,usc,Pac-12,1,71.3,14.0,0,stay,
101057,Maasai Maynor,QB,2021,navy,American Athletic,0,54.3,21.0,navy,American Athletic,0,59.3,18.0,0,stay,
97286,Chandler Fields,QB,2021,louisiana,Sun Belt,0,68.8,14.0,louisiana,Sun Belt,0,66.3,205.0,0,stay,
146312,Drew Carter,QB,2021,colorado,Pac-12,1,48.7,15.0,colorado,Pac-12,1,36.5,9.0,0,stay,
123957,Malik Hornsby,QB,2021,arkansas,SEC,1,60.0,22.0,arkansas,SEC,1,56.0,41.0,0,stay,
123576,Evan Prater,QB,2021,cincinnati,American Athletic,0,76.8,14.0,cincinnati,American Athletic,0,61.3,87.0,0,stay,
97285,Trenton Bourguet,QB,2021,arizonastate,Pac-12,1,50.8,10.0,arizonastate,Pac-12,1,73.9,222.0,0,stay,
145858,Ethan Hampton,QB,2021,northernillinois,Mid-American,0,46.3,13.0,northernillinois,Mid-American,0,67.9,134.0,0,stay,
143969,Drake Maye,QB,2021,northcarolina,ACC,1,60.0,13.0,northcarolina,ACC,1,91.5,639.0,0,stay,
97997,Jarrett Guest,QB,2021,coastalcarolina,Sun Belt,0,90.6,11.0,coastalcarolina,Sun Belt,0,44.8,80.0,0,stay,
122864,Ben Finley,QB,2021,ncstate,ACC,1,56.9,9.0,ncstate,ACC,1,61.3,129.0,0,stay,
128106,Zamar Wise,QB,2021,massachusetts,FBS Independents,1,68.5,17.0,massachusetts,FBS Independents,1,53.2,16.0,0,stay,
122475,Tucker Gleason,QB,2021,toledo,Mid-American,0,62.6,9.0,toledo,Mid-American,0,70.5,148.0,0,stay,
146170,Walker Eget,QB,2021,sanjosestate,Mountain West,0,29.0,8.0,sanjosestate,Mountain West,0,50.0,1.0,0,stay,
145511,Eddie Lee Marburger,QB,2021,utsa,Conference USA,0,63.3,8.0,utsa,Conference USA,0,54.1,29.0,0,stay,
82083,Tyhier Tyler,QB,2021,army,FBS Independents,1,63.5,11.0,army,FBS Independents,1,76.4,27.0,0,stay,
124266,Harrison Bailey,QB,2021,tennessee,SEC,1,69.7,10.0,unlv,Mountain West,0,47.9,73.0,1,P4>G5,3
146590,Jalen Milroe,QB,2021,alabama,SEC,1,80.1,11.0,alabama,SEC,1,48.8,70.0,0,stay,
146153,William Haskell,QB,2021,sandiegostate,Mountain West,0,71.2,8.0,sandiegostate,Mountain West,0,50.8,8.0,0,stay,
128341,Natano Woods,QB,2021,sanjosestate,Mountain West,0,55.5,9.0,sanjosestate,Mountain West,0,60.0,1.0,0,stay,
60577,Austin Burton,QB,2021,purdue,Big Ten,1,54.8,10.0,purdue,Big Ten,1,56.5,64.0,0,stay,
83584,Calvin Brownholtz,QB,2021,utep,Conference USA,0,67.5,7.0,utep,Conference USA,0,73.9,68.0,0,stay,
124716,Preston Stone,QB,2021,smu,American Athletic,0,58.3,7.0,smu,American Athletic,0,72.3,52.0,0,stay,
145266,Cam Fancher,QB,2021,marshall,Conference USA,0,43.7,8.0,marshall,Sun Belt,0,58.7,281.0,0,stay,
