year,team,sp_pre,sp_final,miss,D,D_pts,D_t,D_r,p4,n_units
2022,utep,-9.5,-10.7,-1.1999999999999993,-0.380860359465924,-4.842394707091132,-0.0037739124557152337,-0.5302050349680324,0,7
2022,iowastate,6.9,5.3,-1.6000000000000005,0.364990998596078,4.640625982226141,0.41121991628480414,0.3286749922561092,1,7
2022,troy,-7.0,8.1,15.1,0.40606497309338496,5.162855171380574,0.593715813802729,0.3247950905010763,0,7
2022,charlotte,-12.6,-16.4,-3.799999999999999,-0.12663352106929926,-1.610063838164162,-0.3778670077524584,0.00982331628264621,0,7
2022,bowlinggreen,-12.7,-18.1,-5.400000000000002,-0.3493639656893581,-4.441938301677938,-0.13139211058765743,-0.42222069885199964,0,7
2022,louisianamonroe,-21.3,-15.7,5.600000000000001,1.6328852060100645,20.76108600527119,1.4040264481590228,1.7393144536721408,0,2
2022,westvirginia,3.3,2.4,-0.8999999999999999,0.8473790075633326,10.773879505020918,0.94307224512368,0.784871294710782,1,7
2022,louisiana,0.7,2.0,1.3,-0.2831377863140059,-3.5999149918019038,-0.013487214568124493,-0.4001890661695734,0,7
2022,louisianatech,-12.9,-17.8,-4.9,-0.24821682610898677,-3.1559174250809856,-0.0006117861604972852,-0.33613807768931125,0,7
2022,bostoncollege,0.3,-14.9,-15.200000000000001,0.719083609619129,9.142685970413265,0.6809294893231053,0.7242214857643908,1,7
2022,uab,3.1,-0.5,-3.6,-1.016468427485695,-12.923742812416174,-0.8025755924938286,-1.098090634513377,0,7
2022,washington,3.6,15.7,12.1,0.45064998784340793,5.7297249809450115,0.4487246385256667,0.43946150425773034,1,7
2022,miamifl,13.2,-2.7,-15.899999999999999,-0.45664706284434087,-5.805973935504811,-0.3045119018319994,-0.535149958068172,1,7
2022,buffalo,-11.1,-9.2,1.9000000000000004,-0.3695499885035495,-4.698590609021587,0.11083537551515266,-0.563799807503263,0,7
2022,appalachianstate,4.1,1.7,-2.3999999999999995,-0.688439495451992,-8.753065752508395,-0.7674248365852901,-0.6442568566255376,0,7
2022,clemson,21.4,17.6,-3.799999999999997,-0.938394056401856,-11.931077359319376,-0.6115634041307795,-1.0994250795222709,1,7
2022,boisestate,9.9,5.7,-4.2,-1.242444456077788,-15.796882790329079,-1.3503386641238797,-1.1832979518776754,0,7
2022,ncstate,15.4,6.8,-8.600000000000001,-0.27965302225071775,-3.5556084562538337,-0.5363177506427999,-0.17854125402063004,1,7
2022,floridastate,8.4,13.2,4.799999999999999,0.19208676035582706,2.4422597115480644,-0.04373793891206146,0.285167295292318,1,7
2022,louisville,9.3,9.0,-0.3000000000000007,0.27007585714328197,3.433840956768673,0.1920492223565824,0.28858557467799395,1,7
2022,virginia,1.7,-9.0,-10.7,0.4524181973985754,5.752206629082344,-0.5611887665821564,0.9044439293760597,1,7
2022,floridaatlantic,-8.5,-7.1,1.4000000000000004,-0.4028460581430664,-5.121928736453461,-0.5088138978396346,-0.3333637228874089,0,7
2022,toledo,2.5,-3.7,-6.2,-1.215498188513125,-15.454278315518515,-1.061504280001827,-1.2653122132639139,0,7
2022,houston,10.3,4.5,-5.800000000000001,-0.4130487435992371,-5.251649325176208,-0.20769838581259215,-0.5123690281738397,0,7
2022,texastech,6.3,8.5,2.2,0.5817955498130771,7.397156519451547,0.41404717083975423,0.6397458633243225,1,7
2022,oklahoma,22.5,15.4,-7.1,-0.5901110827618912,-7.502883176839691,-0.5957373954043708,-0.6078410317692922,1,7
2022,arizonastate,5.8,-4.1,-9.899999999999999,0.42710277968758037,5.43033736208006,0.3636246558125662,0.4411727115698306,1,7
2022,floridainternational,-26.2,-25.5,0.6999999999999993,0.8822262526036679,11.216939830796631,0.8387226769819249,0.9252522484317662,0,7
2022,southcarolina,9.4,12.7,3.299999999999999,0.8891566733826604,11.30505567710095,0.8030037374890098,0.8997952889339813,1,7
2022,tulane,-4.0,12.4,16.4,-0.20040282468060405,-2.547993125040083,-0.08553243659361331,-0.24170744205525957,0,7
2022,georgiatech,-5.5,-11.8,-6.300000000000001,0.8329067139027926,10.589873591883775,0.5793294033524743,0.9424171453856285,1,7
2022,florida,13.8,10.4,-3.4000000000000004,0.4799167024206634,6.101832448263433,0.5741441179464053,0.4096171012478247,1,7
2022,northcarolina,9.4,7.8,-1.6000000000000005,-0.21797977671700158,-2.7714727741881364,-0.40173167335814763,-0.1424852196176859,1,7
2022,smu,8.4,4.7,-3.7,-0.5259443824720524,-6.687044819992217,-0.24978422880643347,-0.6526540763259618,0,7
2022,pittsburgh,14.4,8.6,-5.800000000000001,-0.13759309157699062,-1.7494077338976455,-0.1630066983906897,-0.14291051385342024,1,7
2022,colorado,-7.1,-20.4,-13.299999999999999,1.1095800171750325,14.107596836270893,0.6882656106544441,1.2926561490804187,1,7
2022,kansasstate,10.0,21.4,11.399999999999999,0.41496268545626613,5.275983865875466,0.4171300761700737,0.39328049488268146,1,7
2022,tennessee,17.3,25.2,7.899999999999999,0.24753579090662292,3.1472585001566538,0.28468206819072295,0.20242625202880893,1,7
2022,virginiatech,2.6,-9.5,-12.1,0.1401958814358909,1.7825005342460023,0.44023736176094797,-0.0012586822222846183,1,7
2022,texasam,19.5,9.1,-10.4,0.02688701234670532,0.3418510827951594,-0.037098840028797264,0.02868870822462033,1,7
2022,liberty,-1.1,-1.5,-0.3999999999999999,-1.2543617919618324,-15.948404057305897,-1.6036795833987008,-1.0691399728231346,1,7
2022,northtexas,-5.6,-1.5,4.1,-0.7230434531310619,-9.193032835836544,-0.6480620572623987,-0.7342243072387313,0,7
2022,oklahomastate,14.9,11.3,-3.5999999999999996,0.015885435239140433,0.2019731001402235,0.06157939317166394,-0.025356255130229766,1,7
2022,vanderbilt,-11.3,-4.7,6.6000000000000005,1.8743714186894982,23.83142800608789,2.1660381244458575,1.7249009067519006,1,7
2022,maryland,4.1,11.2,7.1,0.39168621825748917,4.980038544285172,0.20925273137217212,0.4630223811344417,1,7
2022,sandiegostate,3.3,-4.4,-7.7,-0.7586530676062948,-9.64578619903304,-0.6255345598265886,-0.8085572135080014,0,7
2022,coloradostate,-7.6,-22.2,-14.6,-0.20074814990633516,-2.5523837133587266,-0.04689774110872036,-0.254563719000524,0,7
2022,nevada,-13.4,-22.4,-8.999999999999998,0.31514369353981,4.006849533278516,0.6145315228874162,0.19398157511124536,0,7
2022,tcu,8.4,24.3,15.9,0.49793330389288004,6.330901957443051,0.5277682076727127,0.4644488075845007,1,7
2022,olddominion,-7.5,-13.0,-5.5,0.20541168292599282,2.6116775386399986,-0.19341295688754012,0.3955176552274437,0,7
2022,michiganstate,16.1,1.2,-14.900000000000002,-0.43558855575221855,-5.538228551277556,-0.3080599716547261,-0.5074891104807652,1,7
2022,arkansas,16.3,12.0,-4.300000000000001,0.39670791435801034,5.043886182962726,0.40576795390363274,0.36308101535459314,1,7
2022,lsu,13.2,16.2,3.0,0.6841313757042988,8.698290778570444,0.6804483639020535,0.6555000550420791,1,7
2022,southalabama,-11.3,10.8,22.1,0.18876109720136303,2.399976041807986,0.2412753151021787,0.17925315552262977,0,7
2022,wyoming,-11.7,-10.8,0.8999999999999986,0.07359328912200802,0.9356913757618917,0.2891877459658042,-0.00743824685823391,0,7
2022,california,-2.0,-3.0,-1.0,0.7724562238992878,9.821284460569291,0.5353982849466932,0.8704829449180309,1,7
2022,kentucky,16.8,13.0,-3.8000000000000007,0.3530567875443551,4.488890158337276,0.24923648612942562,0.37088967439707443,1,7
2022,utah,16.5,19.2,2.6999999999999993,-0.12434320945306165,-1.5809439978541584,-0.4782840217397901,0.01658312188480182,1,7
2022,ohio,-12.4,-4.6,7.800000000000001,-0.4213712804605867,-5.357465032811111,-0.5538050543040456,-0.3338397951844223,0,7
2022,rutgers,-2.7,-9.1,-6.3999999999999995,0.6795901678747707,8.640552239468226,0.671011900061731,0.6763491829599709,1,7
2022,middletennessee,-8.6,-6.9,1.6999999999999993,-0.43986976322715243,-5.592661352962799,-0.41267563840062804,-0.43017061391792666,0,7
2022,southernmiss,-9.1,-3.5,5.6,0.051781947200830736,0.6583741804996379,0.00980985113151267,0.08461617151602285,0,7
2022,hawaii,-19.2,-24.7,-5.5,0.6541598794440088,8.317222465086862,1.0119356125530443,0.5085833736646841,0,7
2022,ucla,9.8,15.0,5.199999999999999,0.40090167109956687,5.097207104774118,0.06524469728740023,0.5335374256641555,1,7
2022,unlv,-13.9,-11.9,2.0,0.2599603110747901,3.30522828935931,0.43317430602206475,0.19797309359185689,0,7
2022,pennstate,16.5,22.4,5.899999999999999,-0.646577625090035,-8.220818973783677,-0.8398861835753424,-0.5691290157023172,1,7
2022,texas,14.4,23.1,8.700000000000001,-0.15046247753984643,-1.91303370578255,-0.0906181890555523,-0.19434940129412792,1,7
2022,stanford,-1.0,-7.2,-6.2,0.6619482140234118,8.416246134016971,0.4570874274772736,0.7459075958692188,1,7
2022,massachusetts,-26.5,-30.3,-3.8000000000000007,0.5152314536674716,6.550836815007156,0.9691988894768273,0.33903075841799857,1,7
2022,notredame,21.0,10.3,-10.7,-2.445712712400344,-31.095665377726288,-2.4576656853854066,-2.4241415637042616,1,7
2022,newmexico,-20.8,-26.9,-6.099999999999998,0.49354018118079135,6.275046225440772,0.5341618170775935,0.4976098165122982,0,7
2022,georgia,30.5,35.3,4.799999999999997,-0.49227223753093563,-6.258925136788855,-0.5634661278873037,-0.49357497936464645,1,7
2022,iowa,13.3,12.7,-0.6000000000000014,-0.25191953273007495,-3.202994960188634,-0.1767903980762956,-0.29929473601379275,1,7
2022,army,-0.6,-1.5,-0.9,-0.9792618477152559,-12.450685061796007,-1.141958719876415,-0.8847871922878543,1,7
2022,airforce,4.9,3.9,-1.0000000000000004,-0.9086318000749449,-11.552669397118683,-0.5614418067271725,-1.0555298425754152,0,7
2023,mississippistate,12.4,0.5,-11.9,0.5529818598933781,7.57460435843605,0.4977153250022385,0.5441432803892271,1,7
2023,tcu,14.5,7.9,-6.6,-0.05539359930352461,-0.7587673830654027,-0.009147495996192134,-0.09904910818364399,1,7
2023,temple,-12.4,-21.0,-8.6,0.293359336593632,4.018361307509216,-0.07091234362969179,0.4695946138524444,0,7
2023,michigan,28.6,31.3,2.6999999999999993,-1.107557250050585,-15.17103648764929,-1.0782492217892452,-1.143143502444686,1,7
2023,akron,-20.4,-21.6,-1.2000000000000028,-0.03492604514703812,-0.47840805093443384,0.1385760562020435,-0.077435218260127,0,7
2023,california,1.9,-0.1,-2.0,0.24836383881459556,3.4020244648272446,-0.7118836847937042,0.6672945210496741,1,7
2023,floridainternational,-20.6,-21.2,-0.5999999999999979,0.04929661848163325,0.6752524961291407,0.08228580303630872,0.06780507732640384,0,7
2023,westernkentucky,-6.8,-2.0,4.8,-0.6961713458234191,-9.535977385061248,-0.8206486638142307,-0.6134942406990558,0,7
2023,cincinnati,4.9,-6.8,-11.7,0.5689286187866258,7.793038991063986,0.9082094519199584,0.3964511690526224,1,7
2023,southernmiss,-11.8,-14.4,-2.5999999999999996,0.032163639613417394,0.4405693250876839,0.11737447616250096,0.013089736568797639,0,7
2023,eastcarolina,-8.7,-12.8,-4.100000000000001,-0.152474122689373,-2.0885516108870608,-0.25027100907518574,-0.0909554716039116,0,7
2023,washingtonstate,4.6,4.9,0.3000000000000007,0.0903682379207934,1.237841054950715,0.2986373716348357,-0.01227640779543443,1,7
2023,syracuse,4.3,-4.4,-8.7,0.38467541600704586,5.26918565327257,-0.18224686716025443,0.6212135459915826,1,7
2023,fresnostate,1.8,2.5,0.7,-1.1574600277156235,-15.854591997539883,-1.5369903560429157,-0.9649459749716887,0,7
2023,sanjosestate,-11.1,-3.4,7.699999999999999,0.044091822581382334,0.6039585305035555,-0.1728172902758317,0.1581969616916281,0,7
2023,centralmichigan,-14.2,-19.1,-4.900000000000002,-0.33926089581468677,-4.647109148535774,-0.02168345414155115,-0.44936303522256105,0,7
2023,arizona,-0.8,14.1,14.9,0.8763449399216579,12.003949284527799,0.6068451897473504,0.9776226676126414,1,7
2023,duke,5.6,9.4,3.8000000000000007,0.3149705624891173,4.314386363178587,0.4893298439915929,0.22062380284031619,1,7
2023,georgiasouthern,-11.7,-5.2,6.499999999999999,-0.01578132199172788,-0.21616852018160776,-0.40151660765875363,0.17592423457199868,0,7
2023,miamifl,10.0,9.6,-0.40000000000000036,0.04761718446828944,0.652248037719542,0.29792576424060935,-0.08180485151681505,1,7
2023,marshall,-3.5,-9.0,-5.5,-0.1788706079461615,-2.450123927765619,-0.10069501882219922,-0.20384877673052193,0,7
2023,tennessee,22.4,16.2,-6.199999999999999,0.013443344931905354,0.18414350722608372,-0.27793702613996074,0.1054542420241471,1,7
2023,colorado,-9.0,-4.9,4.1,0.9920297966426537,13.588570921289737,1.21790113034631,0.8836293431262798,1,7
2023,florida,13.7,6.8,-6.8999999999999995,0.6094106890523683,8.347552055800922,0.7561363345281902,0.5071023511577517,1,7
2023,westernmichigan,-16.5,-15.9,0.5999999999999996,-0.3428941141559958,-4.6968760459318935,-0.14749695529842355,-0.3946273485947931,0,7
2023,toledo,-1.6,3.7,5.300000000000001,-0.9088338625341496,-12.448974253102573,-1.0144660190109636,-0.838375630295064,0,7
2023,wakeforest,6.8,-7.9,-14.7,0.24208686040960303,3.316044016945224,0.1949205626840873,0.24611282658331302,1,7
2023,tulsa,-11.1,-13.7,-2.5999999999999996,0.3176289557058334,4.350800354859357,0.12655126729571842,0.41396277731774894,0,7
2023,northcarolina,12.9,7.4,-5.5,-0.23342123466211606,-3.197344487510124,-0.48814207547862415,-0.136220144519555,1,7
2023,houston,4.3,-7.8,-12.1,0.5691029701935812,7.795427212130186,0.9393692670897165,0.3838173173436434,1,7
2023,texasstate,-18.6,-1.6,17.0,0.814846636807654,11.161561226999886,0.737075968880402,0.8618436606593076,0,7
2023,southcarolina,11.3,4.3,-7.000000000000001,0.446639181342089,6.117949493486828,0.4007925232636972,0.4378754368708696,1,7
2023,minnesota,12.8,0.4,-12.4,-0.048707706494744984,-0.667185730062928,-0.04149679740615986,-0.07228178947665687,1,7
2023,ohiostate,29.0,25.2,-3.8000000000000007,-1.1118972679926478,-15.230484945553457,-1.3158351051964439,-1.0441204415798242,1,7
2023,louisiana,-6.1,0.4,6.5,-0.19399198630224218,-2.6572527084883966,-0.08765920633531926,-0.22682594081165625,0,7
2023,smu,6.0,10.1,4.1,-0.672290113272651,-9.208858357687092,-0.5528937009427582,-0.7202166234726707,0,7
2023,kansasstate,14.5,16.2,1.6999999999999993,-0.05429051294308018,-0.7436575876823049,-0.18614972008072905,-0.01860923004698334,1,7
2023,newmexicostate,-19.6,-1.8,17.8,0.36788755781291327,5.03922985712656,0.03772787042356729,0.5392483582943833,0,6
2023,texastech,11.5,6.1,-5.4,0.0463398490477428,0.6347514231913134,0.014351448075125894,0.040229370592891334,1,7
2023,northtexas,-9.3,-6.7,2.6000000000000005,0.4397606194866416,6.023728709065273,0.455484017273903,0.43814247229230974,0,7
2023,northernillinois,-16.4,-7.5,8.899999999999999,-0.2631497584733389,-3.604558217945651,0.2719043630427367,-0.4682233178211821,0,7
2023,easternmichigan,-13.7,-12.3,1.3999999999999986,-0.47057211359472684,-6.445776690179932,-0.7619051150765265,-0.3071794121115915,0,7
2023,usc,20.9,9.4,-11.499999999999998,-0.37366471345360597,-5.118363860371787,-0.4449959233325578,-0.36833845668967147,1,7
2023,wyoming,-9.5,-3.6,5.9,-0.25922217493272925,-3.550759181191426,0.09485830739138801,-0.3952755894111337,0,7
2023,liberty,-6.1,8.0,14.1,-0.8053281041134186,-11.031178795927785,-0.9600273107519632,-0.7078556072677054,0,6
2023,oregon,19.0,26.2,7.199999999999999,-0.2768871718932804,-3.79272980025468,-0.41239798513607173,-0.2420033094722469,1,7
2023,michiganstate,6.3,-6.8,-13.1,0.031441306452013984,0.43067498983107333,0.4314534966642146,-0.1581341814025955,1,7
2023,utah,18.8,8.5,-10.3,-0.33064929824988876,-4.5291496833555,-0.811178511179666,-0.1404637180660131,1,7
2023,hawaii,-17.6,-16.4,1.2000000000000028,0.3675703729358193,5.034885139647167,0.7735687995920849,0.2075712883641132,0,7
2023,olemiss,17.1,18.4,1.2999999999999972,0.4527083872412261,6.201083926621241,0.35913908498476177,0.4553785164031827,1,7
2023,middletennessee,-13.6,-9.5,4.1,-0.3131025958992486,-4.288799433662018,0.09819561833225532,-0.4665671873346593,0,7
2023,massachusetts,-24.2,-17.5,6.699999999999999,0.057328940539508544,0.7852771932858889,0.35413351580968633,-0.035884393882302135,1,7
2023,kentstate,-22.6,-26.3,-3.6999999999999993,0.08820768384144029,1.2082463366913125,0.4156827989498888,-0.022052591823160883,0,7
2023,utsa,4.3,5.4,1.1000000000000005,-0.36292015158461277,-4.971187594629447,-1.0137509377002385,-0.07188123191029133,0,7
2023,maryland,9.3,11.0,1.6999999999999993,0.0029782482733128335,0.04079528459738209,-0.15714310924842423,0.05863138271890622,1,7
2023,charlotte,-21.5,-21.4,0.10000000000000142,0.8342555986532723,11.42742023188096,0.9508215661834364,0.7990597815394737,0,7
2023,westvirginia,2.6,7.5,4.9,0.6349312624815483,8.697126356056858,0.8162611722078313,0.5351678590176644,1,7
2023,jacksonvillestate,-18.8,-1.6,17.2,0.505239185492177,6.920637391649004,0.943128297839962,0.329884001687627,0,5
2023,kentucky,13.4,10.5,-2.9000000000000004,0.4506463577855012,6.1728387735061485,0.37887967335402173,0.4498314504705726,1,7
2023,samhouston,-17.1,-13.8,3.3000000000000007,-0.31208790304748146,-4.274900429996778,-0.3206573095119629,-0.27263808259181666,0,7
2023,lsu,23.3,19.1,-4.199999999999999,0.03626884966025168,0.49680144438187196,-0.06233416676930292,0.040353596146920134,1,7
2023,byu,5.1,-3.3,-8.399999999999999,-0.013181973121407231,-0.18056330288564995,0.08377817937934562,-0.06469371048180972,1,7
2023,nevada,-13.9,-22.0,-8.1,-0.1982307991118808,-2.715314884323014,-0.3648529371686018,-0.09630758013641971,0,7
2023,oklahoma,18.8,15.0,-3.8000000000000007,-0.30715921562556314,-4.207388527825829,-0.20815180132023103,-0.3757473436113137,1,7
2023,louisianamonroe,-18.8,-21.6,-2.8000000000000007,0.5296060803517274,7.25440889735498,0.8257288634981776,0.41686288942769323,0,5
2023,baylor,10.9,-8.3,-19.200000000000003,0.37721383446266843,5.1669788139781225,0.36926278025665116,0.3538216779904192,1,7
2023,floridastate,19.1,19.4,0.29999999999999716,-0.17963485577178284,-2.460592399393229,-0.5267125567641001,-0.05287193284858227,1,7
2023,coastalcarolina,-0.8,-1.2,-0.3999999999999999,-0.6036716867391414,-8.26894066709601,-0.8299432720817179,-0.4877794445252807,0,7
2023,tulane,7.3,2.8,-4.5,-0.5634929662582242,-7.718582810276223,-0.9884839628911237,-0.3735082291172196,0,7
2023,louisianatech,-15.1,-12.9,2.1999999999999993,-0.3394448458882797,-4.649628849687346,0.033183921759824875,-0.47256919903563066,0,7
2023,northwestern,-6.4,-1.3,5.1000000000000005,0.7517866825559562,10.29778207082687,0.9018844700004399,0.6783045319155958,1,7
2023,olddominion,-17.6,-10.1,7.500000000000002,0.02569845399514703,0.3520108628413979,0.1161319672780925,0.014137324280607322,0,7
2023,ucf,9.6,3.4,-6.199999999999999,0.4481349114036506,6.138437622058591,0.4050176610140548,0.4409614807987545,1,7
2023,memphis,4.9,3.5,-1.4000000000000004,-0.5414692243284875,-7.416907215271679,-0.7261261350034592,-0.45506872151760197,0,7
2023,purdue,4.0,-7.3,-11.3,0.16968196462319002,2.324260237091003,0.33476408594982293,0.0854682226010694,1,7
2023,bostoncollege,-5.7,-5.9,-0.20000000000000018,0.4318131502257235,5.9148663038610705,0.9277681037130654,0.2103745767117835,1,7
2023,rutgers,-5.7,3.5,9.2,0.6082645414982791,8.331852419179407,0.8905163601238455,0.47801120977177886,1,7
2023,texasam,18.5,15.6,-2.9000000000000004,-0.0965168953391371,-1.3220637947138174,-0.020762336939010195,-0.15906392196013086,1,7
2023,wisconsin,16.1,9.4,-6.700000000000001,-0.39339824864031636,-5.388668788026065,-0.06003074805254505,-0.5599292833021849,1,7
2023,oregonstate,11.8,12.6,0.7999999999999989,0.1589866851683559,2.177759029277607,0.33742375493770194,0.056032890379705935,1,7
2023,nebraska,3.7,0.3,-3.4000000000000004,-0.08106279854531256,-1.1103775217630802,-0.11925374383243534,-0.06845930003921666,1,7
2023,clemson,22.9,10.5,-12.399999999999999,-0.9892636712003882,-13.550681241083943,-0.9811327116286803,-1.0085964198120294,1,7
