player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Korby Sander,43164,S,N IOWA,11,18,0,60.5,0,0,255,0,0,45.9,54.4,90.7,58.2,66.2,60.5,0,1,0,0,42,18.0,16,0,1,111.0,23,1,0,313,2,390,727,75,0,0,75,0,249,652,15,322,88,19,55,3,38,2,3,293,147,12.7
Quincy Lenton,43195,S,YNGTOWN ST,11,5,0,66.7,0,0,353,0,0,62.5,65.0,85.8,73.8,66.3,70.4,0,0,0,2,46,12.5,7,0,0,82.3,14,1,0,208,3,295,540,0,0,0,0,0,231,540,1,244,98,11,44,3,21,1,2,164,93,11.7
Prince Washington,43289,CB,SACRAMENTO,8,4,0,40.4,0,0,279,1,0,72.4,75.0,83.8,70.7,77.9,81.9,1,2,0,0,34,5.9,2,5,1,87.4,19,0,0,46,377,249,446,9,0,0,9,0,13,437,11,186,0,3,28,0,47,3,4,262,65,13.8
Micahh Smith,43299,S,INCAR WORD,8,3,0,100.0,0,0,189,0,0,46.9,48.7,0.0,58.8,63.7,78.8,0,0,0,0,18,6.7,1,0,1,118.8,3,0,0,16,0,48,92,0,0,0,0,0,65,92,2,42,10,1,11,0,3,0,0,48,23,16.0
Uryan Hudson,43307,CB,N COLORADO,11,3,0,61.0,2,0,253,0,0,68.3,68.1,18.6,67.0,70.2,68.3,0,2,0,1,37,12.9,4,3,4,88.9,25,1,0,75,487,305,673,21,0,0,21,0,2,652,8,360,87,5,24,0,41,3,2,294,105,11.8
Morgan Vest,43332,S,N ARIZONA,11,17,0,57.1,0,0,252,0,0,89.4,81.7,0.0,65.0,71.3,80.5,1,0,0,0,30,10.5,12,12,3,87.9,24,0,0,340,7,421,765,5,0,0,5,0,306,760,6,338,104,25,85,3,42,1,2,225,116,9.4
Dee Walker,43465,LB,TXAMEA,10,9,0,90.5,0,0,1139,0,0,43.9,43.5,0.0,61.2,52.3,32.8,2,1,0,0,40,27.5,19,0,5,118.8,19,2,0,400,1,202,452,18,0,0,18,0,0,434,34,216,32,28,41,0,21,5,1,183,144,9.6
Desmond Williams,43732,S,WEBER ST,12,17,1,73.7,0,2,342,0,0,88.7,89.3,53.9,79.8,82.1,79.8,1,2,1,2,42,9.9,8,5,1,105.9,14,0,0,170,15,446,763,5,0,0,5,0,499,758,6,311,74,17,56,0,19,3,2,214,79,15.3
Dante Cleveland,44217,DI,S ILLINOIS,10,3,0,,0,0,295,0,0,,66.9,80.6,57.8,71.2,63.6,0,4,0,0,,10.0,1,0,0,0.0,0,0,0,0,0,0,170,170,13,130,6,21,0,0,97,73,0,5,6,1,0,4,0,0,0,
Josh Hayes,50493,CB,E KENTUCKY,11,3,0,40.0,0,0,159,0,0,56.7,53.1,25.9,,44.8,36.0,0,0,0,2,20,28.6,6,1,2,45.7,12,0,0,93,214,187,378,1,0,0,1,0,25,377,0,191,45,3,12,0,30,0,2,114,19,9.5
Jared Kreimer,51682,S,HOLY CROSS,2,0,0,,0,0,181,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Ellison Hubbard,52025,DI,SM HOUSTON,9,5,0,,0,0,281,1,0,64.2,73.9,84.4,70.7,70.4,35.5,4,19,0,0,,25.0,6,0,0,0.0,0,1,0,1,0,1,438,437,65,295,17,60,0,1,255,182,0,13,13,4,0,24,0,0,0,
Brian Roberts,52088,CB,HAMPTON,3,1,0,100.0,0,0,178,0,0,50.2,47.4,75.0,,51.6,39.5,0,0,0,0,20,33.3,1,0,0,158.3,2,0,0,5,0,8,15,0,0,0,0,0,0,15,0,7,10,0,1,0,2,0,1,32,1,16.0
Caeleb Washington,52090,DI,S ILLINOIS,4,0,0,,0,0,295,0,0,,44.4,74.9,55.8,42.8,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,23,23,13,10,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,
Claudin Cherelus,52094,LB,ALCORN ST,9,10,0,100.0,0,2,107,0,0,65.3,77.4,84.2,77.1,77.0,69.3,3,7,0,1,37,12.5,8,0,0,79.2,7,7,0,348,12,161,454,52,0,0,52,0,0,402,72,221,42,37,46,6,7,17,0,127,71,18.1
Jeffrey Manning Jr.,52134,S,MONTANA ST,13,9,0,71.4,0,0,233,0,0,68.5,69.0,88.8,55.3,67.3,70.2,0,0,0,1,52,12.8,6,2,1,133.4,15,0,0,56,0,417,721,2,0,0,2,0,580,719,3,301,81,10,32,3,21,0,4,302,99,20.1
TraJon Cotton,52147,CB,MONTANA,13,10,0,71.7,0,0,232,0,0,61.6,61.6,47.4,66.9,61.4,69.0,0,2,0,0,38,12.8,6,1,2,98.0,38,0,0,167,7,339,672,14,0,0,14,0,27,658,4,329,457,15,31,1,53,2,1,380,159,10.0
Anthony Adams,52151,CB,PORTLAND,2,1,0,50.0,0,0,269,0,0,61.7,65.5,81.7,54.2,79.5,87.6,0,0,0,0,34,0.0,0,2,1,76.5,7,0,0,6,75,64,100,16,0,0,16,0,2,84,5,31,1,5,16,1,14,0,0,110,58,15.7
Beau Kelly,52154,WR,PORTLAND,2,0,0,,0,0,269,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Boogie Davis,52157,ED,PORTLAND,5,2,0,,0,1,269,0,0,60.0,64.2,81.4,70.5,54.4,28.8,1,1,0,0,,33.3,3,0,0,0.0,0,0,0,1,0,0,93,92,0,7,79,6,0,1,51,42,0,4,4,1,0,2,0,0,0,
Jake Porter,52171,ED,PORTLAND,11,4,1,,0,0,269,0,0,66.3,58.1,59.7,56.1,59.9,67.9,2,11,0,0,,11.5,3,0,2,0.0,0,4,0,1,0,6,634,632,0,19,534,79,0,2,368,260,1,18,19,3,0,17,0,0,0,
Robert Holt,52185,S,PORTLAND,9,6,0,69.2,0,0,269,0,0,57.8,54.2,85.6,61.4,47.8,64.0,0,1,0,1,30,18.4,7,1,0,74.0,18,4,0,316,5,187,404,60,2,8,50,0,0,344,59,158,23,17,25,2,26,5,0,189,151,10.5
Isaiah Richardson,52205,S,SAMFORD,13,18,0,65.2,0,2,282,1,0,70.1,75.3,88.0,58.2,81.2,89.0,0,1,0,2,56,7.8,6,4,1,98.7,30,0,0,471,6,411,761,1,0,0,1,0,145,760,2,348,137,18,53,1,46,1,3,427,177,14.2
Dylan Boles,52271,DI,N IOWA,1,0,0,,0,0,255,0,0,,37.6,0.0,58.7,,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,
Naytron Culpepper,52317,CB,ALABAMA ST,8,4,0,50.0,0,0,105,0,0,53.6,56.3,81.3,56.8,69.1,60.5,0,0,0,0,56,16.7,2,1,1,72.5,9,0,0,23,191,123,218,2,0,0,2,0,1,216,2,93,1,1,6,0,18,0,0,124,34,13.8
Noah Taylor,52348,LB,CORNELL,10,16,1,72.7,0,0,147,0,0,46.6,56.3,83.9,55.1,64.4,81.7,0,2,0,0,48,6.0,3,1,0,114.8,8,2,0,262,0,100,301,33,2,3,28,0,0,268,42,159,6,14,31,3,11,4,0,140,111,17.5
Phoenix Porter,52591,LB,E ILLINOIS,11,9,0,88.9,0,0,158,0,0,60.4,51.6,77.9,45.8,48.0,71.4,0,1,0,0,21,9.7,3,0,0,96.8,8,0,0,143,1,61,150,2,0,0,2,0,0,148,3,86,4,13,19,2,9,1,0,65,34,8.1
Gabe Hicks,52739,LB,BUTLER,11,12,0,82.4,0,0,127,0,0,54.2,62.8,82.3,51.1,71.8,71.2,1,1,0,0,54,10.9,5,0,0,128.7,14,0,0,280,0,150,324,6,0,0,6,0,0,318,12,162,38,12,29,0,17,2,1,173,129,12.4
Casey Miller,52957,ED,INDIANA ST,11,17,1,,0,0,191,0,0,67.9,67.3,86.9,54.1,70.1,54.3,1,6,0,0,,12.2,6,0,0,0.0,0,1,0,0,0,0,559,558,0,2,420,136,0,1,238,321,0,18,26,5,0,8,0,0,0,
Trey King,53515,WR,DUQUESNE,2,0,0,,0,0,155,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Jakari Patterson,53555,LB,S ILLINOIS,2,0,0,100.0,0,0,295,0,0,62.7,62.3,75.6,60.0,59.9,51.0,0,0,0,0,7,20.0,1,0,0,85.4,2,0,0,20,0,35,55,1,0,0,1,0,1,54,1,19,33,1,4,0,2,0,0,9,17,4.5
Elijah Ford,53568,LB,E KENTUCKY,11,11,1,62.5,0,1,159,0,0,58.1,44.9,80.5,79.8,30.5,68.8,0,7,0,0,35,12.5,5,2,0,140.1,5,1,0,349,0,156,379,9,0,0,9,0,1,370,19,204,20,10,24,1,8,8,1,89,67,17.8
Syncere Jones,53596,S,ARKAPB,11,12,0,58.8,0,1,112,0,1,67.7,64.2,35.9,,58.1,58.5,0,0,0,0,70,16.9,11,1,1,120.5,10,0,0,184,1,230,484,2,0,0,2,0,137,482,0,254,159,13,42,1,17,0,1,203,150,20.3
Adam Hundemer,53622,ED,S ILLINOIS,6,1,0,,0,0,295,0,0,62.6,65.5,80.6,58.4,67.0,77.5,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,116,116,7,18,67,24,0,0,83,33,0,3,5,0,0,1,0,0,0,
Troy Reisner,53644,DI,DAYTON,2,0,0,,0,0,150,0,0,,60.3,70.7,58.4,60.9,70.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,9,9,0,9,0,0,0,0,4,5,0,1,1,0,0,0,0,0,0,
Cole Hildebrand,54051,S,DAYTON,10,8,0,63.6,0,1,150,1,0,86.4,81.9,40.3,56.9,72.2,65.5,0,0,1,3,45,15.8,9,2,2,88.4,14,0,0,220,8,254,497,3,0,0,3,0,188,494,4,239,78,17,40,4,22,0,2,225,136,16.1
Cheikhsaliou Fall,54240,ED,E KENTUCKY,4,1,0,,0,0,159,0,0,62.8,60.9,79.5,55.5,60.9,76.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,6,29,25,0,0,25,0,0,4,8,15,4,1,2,0,0,0,0,0,0,
E.J. Porter,54466,LB,W CAROLINA,11,8,0,81.8,0,1,344,0,0,42.4,57.8,82.8,91.5,59.7,53.1,4,1,0,0,43,21.2,7,0,1,151.7,9,5,0,349,0,184,377,3,0,0,3,0,1,374,16,177,24,15,18,2,11,10,2,120,70,13.3
James Tobin IV,54971,CB,NICHOLLS,7,6,0,56.0,0,0,243,0,0,63.3,66.4,83.2,52.8,77.6,50.0,0,0,1,1,52,20.7,6,2,1,104.0,14,0,0,13,323,161,344,0,0,0,0,0,1,344,3,180,5,2,17,1,25,0,3,194,58,13.9
Wankeith Akin Jr.,55014,CB,ARKAPB,10,1,0,33.3,0,0,112,0,0,69.2,70.6,83.0,62.7,72.0,57.3,1,0,0,0,21,18.8,3,2,0,59.0,7,0,0,21,327,174,361,1,0,0,1,0,0,360,5,182,10,4,12,1,21,1,1,67,12,9.6
Eric Black,55017,ED,STNY BROOK,10,4,0,0.0,0,1,303,0,0,74.0,70.4,68.4,87.2,45.2,62.0,6,27,0,0,,25.0,4,1,1,39.6,0,5,0,2,0,4,464,462,0,27,388,47,0,2,260,200,0,12,8,2,1,38,0,0,0,
Ja'Varius Harrison,55021,LB,E TENN ST,11,3,0,66.7,0,1,157,0,0,69.1,75.5,86.1,85.0,74.0,71.8,1,4,0,0,20,11.1,4,2,0,84.5,12,3,0,85,2,142,317,91,0,0,91,0,0,226,40,135,139,18,29,1,18,8,0,116,93,9.7
George Douglas IV,55053,LB,S ILLINOIS,11,9,0,61.5,0,0,295,0,0,52.2,58.8,83.6,62.3,65.0,78.8,2,2,0,0,42,7.4,2,1,1,100.8,8,1,0,168,0,134,265,58,0,0,58,0,0,207,40,91,39,12,16,3,13,5,0,148,68,18.5
RJ Potts,55080,ED,N COLORADO,9,3,0,40.0,0,0,253,1,1,56.3,59.3,89.0,61.4,57.5,45.8,2,3,0,0,10,28.6,4,0,0,47.9,2,0,0,13,0,26,288,238,0,0,238,0,0,50,102,160,37,4,7,0,5,5,0,11,4,5.5
Torrence Williams,55134,DI,ELON,11,6,1,,0,0,162,0,0,64.6,69.1,83.5,59.7,70.6,44.0,1,3,0,0,,15.0,3,0,0,0.0,0,2,0,1,0,0,394,393,24,364,0,5,0,1,226,168,0,12,11,1,0,6,0,0,0,
Benny McCray,55150,CB,SOUTHERN U,6,2,0,54.5,0,1,297,0,0,61.4,65.3,82.1,,81.7,84.2,0,0,1,1,28,4.5,1,1,0,93.0,12,0,0,10,264,155,283,0,0,0,0,0,7,283,0,128,1,5,19,1,22,0,2,180,36,15.0
Rashad Colson,55154,DI,ALAB A&M,1,0,1,,1,0,104,1,0,,58.6,0.0,58.2,67.1,69.7,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,47,47,2,31,0,14,0,0,30,17,0,1,1,0,0,0,0,0,0,
Noah Hickcox,55219,DI,ILL STATE,11,9,0,,0,0,188,0,0,62.1,67.9,85.7,60.3,68.4,68.3,0,5,0,0,,7.7,2,0,0,0.0,0,0,0,0,0,1,301,301,228,71,0,2,0,0,118,182,0,12,15,0,0,5,0,0,0,
Malik Gavek,55284,S,RHODE ISLD,11,7,0,64.3,0,0,274,0,0,52.0,55.5,85.2,56.9,61.8,59.1,2,1,0,0,28,16.3,7,1,0,120.2,9,0,0,100,1,137,332,14,0,0,13,1,127,318,10,185,90,12,29,1,14,3,1,137,74,15.2
Henry Yianakopolos,55285,S,RHODE ISLD,11,13,0,51.5,0,1,274,0,0,74.3,76.3,91.7,74.2,72.0,79.1,1,9,0,1,65,11.3,6,2,0,74.4,17,5,0,79,11,259,638,196,0,0,193,3,1,442,77,302,351,23,34,5,33,15,2,173,103,10.2
Jake Fire,55299,LB,RHODE ISLD,11,28,0,85.7,0,3,274,2,0,58.4,74.2,25.5,81.8,73.1,65.1,7,12,0,1,31,13.6,15,0,3,93.8,24,6,1,655,0,273,694,2,0,0,2,0,0,692,97,324,37,49,67,3,28,25,1,202,195,8.4
Ed Lee,55306,WR,RHODE ISLD,1,0,0,,0,0,274,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Michael Crawford,55332,LB,TENN STATE,11,15,0,71.4,0,0,308,0,0,55.3,58.1,26.0,63.3,61.3,51.7,1,3,0,0,30,16.7,7,1,1,121.7,10,1,0,212,0,122,314,50,0,0,50,0,4,264,21,171,46,13,20,0,14,5,1,122,93,12.2
Tadarrius Patterson,55361,ED,TENN STATE,11,6,0,,1,1,308,0,0,72.8,70.0,0.0,74.6,71.4,64.9,6,17,0,0,,12.0,3,0,8,0.0,0,5,0,0,0,0,412,411,0,1,390,20,0,1,223,189,0,17,16,3,0,28,0,0,0,
Zamari Maxwell,55377,CB,INCAR WORD,9,2,0,50.0,0,1,189,1,0,61.3,67.0,84.5,,89.7,73.8,0,0,0,0,66,7.1,1,1,1,82.3,8,0,0,9,206,120,221,2,0,0,2,0,1,219,0,101,0,2,11,0,16,0,0,148,65,18.5
Mason Cholewa,55382,G,TOWSON,3,0,0,,0,0,317,0,0,,58.9,75.1,60.5,57.8,70.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,30,30,8,18,1,3,0,0,13,17,0,1,1,0,0,1,0,0,0,
Ty Hardimon,55428,S,SAMFORD,11,14,0,63.2,0,2,282,0,0,70.4,70.1,20.0,56.3,73.3,74.7,0,1,0,1,42,13.1,8,2,4,90.9,12,0,0,247,5,378,684,26,0,0,26,0,300,658,21,285,105,14,39,1,19,1,1,185,48,15.4
Bryce Cross,55598,S,W ILLINOIS,11,19,0,75.0,0,1,345,2,0,73.7,73.1,49.9,60.0,70.0,62.0,0,0,0,0,54,18.5,15,2,2,136.8,24,0,0,86,7,311,669,5,0,0,5,0,375,664,1,357,195,11,47,0,32,0,3,315,149,13.1
Coi Miller,55601,CB,HOUCHR,11,8,0,58.8,0,0,183,2,1,78.7,77.4,91.4,59.1,71.8,64.6,0,3,0,3,53,13.0,7,4,1,82.1,30,1,0,104,33,430,836,65,0,0,65,0,136,771,15,391,498,20,39,0,51,4,4,360,168,12.0
Marquis Britten,55604,CB,GRAMBLING,4,1,0,57.1,0,0,177,2,0,54.1,54.2,0.0,,63.5,65.1,0,0,0,0,30,14.3,1,0,1,83.6,4,0,0,12,35,51,106,2,0,0,2,0,0,104,0,55,57,1,5,0,7,0,0,57,21,14.3
Robert Topps III,55611,S,TOWSON,11,2,0,56.5,0,0,317,0,0,55.5,61.0,87.1,65.4,70.2,69.1,0,1,0,1,31,13.8,4,1,1,109.8,13,0,0,104,1,284,529,2,0,0,2,0,285,527,1,244,137,2,23,0,23,1,5,216,58,16.6
Emmanuel Flowers,55635,S,SAMFORD,11,7,0,62.1,0,0,282,2,0,59.0,66.4,41.4,56.0,83.2,73.6,0,0,0,0,72,11.1,5,1,1,99.1,18,0,0,197,16,275,548,0,0,0,0,0,150,548,4,269,185,12,33,2,29,0,1,235,109,13.1
Aadreekis Conner,55637,S,ALAB A&M,11,3,0,75.0,0,0,104,0,0,49.7,47.9,1.5,66.1,44.4,29.9,1,5,0,0,19,35.7,5,0,1,151.0,3,2,0,110,0,74,158,27,0,0,27,0,5,131,28,56,16,4,6,0,4,8,1,45,35,15.0
Tyrel Thomas,55641,CB,MONTANA ST,8,1,0,52.9,0,0,233,0,0,67.5,67.7,79.7,,64.6,68.1,0,0,0,0,24,10.0,1,1,0,69.7,9,0,0,4,134,71,143,0,0,0,0,0,1,143,0,72,1,3,8,0,17,0,0,96,28,10.7
Dyvine Wallace,55656,S,N ARIZONA,10,5,0,55.6,0,0,252,0,0,70.3,73.5,86.8,68.4,76.9,72.9,2,1,0,0,15,12.9,4,1,0,62.0,10,1,0,110,2,208,411,33,0,0,33,0,0,378,22,181,261,12,22,3,18,4,0,59,38,5.9
Trey Williams,55661,CB,NWSTATE,9,0,0,47.1,0,0,257,0,0,53.2,61.4,81.2,,90.5,84.2,0,0,0,0,48,0.0,0,1,1,114.2,8,0,0,5,203,101,214,0,0,0,0,0,1,214,0,113,5,4,9,0,17,0,3,136,23,17.0
Kyriq McDonald,55774,S,MO STATE,10,10,0,44.8,2,1,230,0,0,80.6,76.1,0.0,59.3,74.8,64.0,1,1,0,1,30,15.9,7,6,4,86.1,13,0,0,142,8,301,557,18,0,0,18,0,98,539,12,244,290,9,27,1,29,2,3,185,74,14.2
Sy Dabney,55836,S,ILL STATE,11,12,0,57.1,0,1,188,0,0,70.0,70.0,86.1,69.9,64.3,51.2,0,1,1,1,16,23.8,10,0,0,74.7,4,3,0,114,0,171,375,30,0,0,30,0,191,345,18,186,40,13,20,2,7,4,1,42,22,10.5
Aaron Cooper,55839,ED,N DAKOTA,12,5,0,66.7,0,2,249,0,0,82.6,69.3,89.2,65.6,54.1,59.6,0,2,0,0,18,16.1,5,1,0,77.4,8,2,0,19,2,59,279,192,1,0,191,0,0,87,71,149,65,14,21,2,12,4,0,57,48,7.1
Deandre Lamont,55843,CB,ILL STATE,11,18,0,62.9,0,1,188,0,0,71.3,67.6,86.5,66.5,55.8,68.4,3,1,1,1,74,13.5,10,3,2,104.2,22,2,0,184,216,324,694,48,0,0,48,0,11,646,32,338,235,18,46,1,35,6,1,438,241,19.9
Carthell Flowers-Lloyd,55869,LB,STNY BROOK,10,15,0,69.2,0,1,303,1,1,76.4,77.5,28.2,85.1,71.1,47.3,5,13,1,1,38,21.5,17,3,2,80.4,18,2,0,205,9,217,569,123,0,0,123,0,0,446,83,269,232,30,47,10,26,20,1,149,118,8.3
Anthany Smith,55876,S,E WASHGTON,5,6,0,100.0,0,0,161,0,0,59.4,58.4,80.1,,55.9,51.6,0,0,0,0,41,20.7,6,0,0,158.3,6,0,0,57,2,90,216,0,0,0,0,0,120,216,0,126,36,7,17,0,6,0,1,103,33,17.2
Tye Freeland,55939,CB,WM & MARY,9,6,0,47.5,0,4,348,0,0,74.1,77.6,46.1,63.1,88.8,73.3,0,1,0,2,28,13.0,6,4,3,44.0,19,1,0,94,22,333,571,7,0,0,7,0,82,564,2,236,366,11,34,2,40,2,0,222,77,11.7
Wyryor Noil,55947,CB,IDAHO,10,1,0,68.8,0,0,185,0,0,65.5,62.8,82.0,60.0,50.4,62.5,0,0,0,0,49,18.8,3,2,0,115.9,11,0,0,6,175,87,200,10,0,0,10,0,0,190,1,112,8,4,12,2,16,0,1,137,35,12.5
Juwan Burgess,55958,S,TOWSON,7,1,0,,0,0,317,0,0,59.3,53.9,74.2,60.0,47.4,24.0,0,0,0,0,,66.7,2,0,0,0.0,0,0,0,5,0,14,23,0,0,0,0,0,6,23,1,8,10,0,0,0,0,0,0,0,0,
Charles Peeler,55971,CB,DELWARE ST,11,4,0,61.3,0,0,152,0,0,62.0,64.0,38.1,65.0,71.8,58.5,0,2,0,1,25,12.9,4,3,3,110.8,19,1,0,64,255,306,527,2,0,0,2,0,123,525,5,216,80,12,23,3,31,3,5,234,113,12.3
Tamaurice Smith,56038,S,NC CENT,10,2,0,53.8,0,0,247,0,0,73.7,73.9,81.6,75.6,65.2,76.0,0,0,0,0,28,8.7,2,2,1,69.7,7,2,0,40,23,114,168,5,0,0,5,0,47,163,3,51,53,10,19,0,13,2,0,71,14,10.1
Bradley Jones,56041,S,TENN MARTN,1,0,0,,0,0,310,0,0,60.7,60.3,65.4,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,
J'Marick Woods,56062,LB,N ALABAMA,2,0,0,,0,0,389,0,0,63.0,43.5,0.0,59.0,43.5,40.1,0,0,0,0,,50.0,1,0,1,0.0,0,0,0,15,1,7,25,5,0,0,5,0,0,20,2,16,4,1,1,0,0,0,0,0,0,
Raheme Fuller,56068,CB,TEXAS STHN,11,2,0,61.1,0,0,313,0,0,65.5,67.4,85.1,60.0,72.3,70.3,0,0,1,1,65,11.4,4,4,4,87.6,33,0,0,22,526,260,560,3,0,0,3,0,1,557,1,299,8,11,29,3,54,0,2,388,175,11.8
Landon Guidry,56082,S,SAMFORD,1,0,0,100.0,0,0,282,0,0,53.3,47.8,69.4,60.0,62.3,73.0,0,0,0,0,10,0.0,0,0,0,108.3,1,0,0,2,0,1,5,3,0,0,3,0,0,2,1,3,0,0,1,0,1,0,0,10,0,10.0
Ty Okada,56089,CB,MONTANA ST,14,12,2,67.7,0,1,233,2,0,76.8,74.9,34.5,77.2,67.2,68.4,0,3,0,1,36,13.4,11,6,4,89.4,44,3,0,110,14,410,756,84,0,0,84,0,6,672,27,319,534,26,59,5,65,6,3,342,162,7.8
Quinaz Turner,56092,S,MURRAY ST,11,3,1,68.6,0,0,236,0,0,54.8,55.7,88.8,71.6,54.3,35.7,0,1,0,4,37,29.8,14,2,0,90.0,35,0,0,78,5,373,703,2,0,0,2,0,322,701,2,328,296,10,30,1,51,1,5,376,159,10.7
