player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Jonathan Thomas,70412,LB,INCAR WORD,4,0,0,,0,0,189,0,0,63.9,50.4,73.7,54.3,44.4,55.2,0,0,0,0,,16.7,1,0,0,0.0,0,0,0,33,0,12,39,3,0,0,3,0,0,36,5,22,3,3,5,1,0,0,0,0,0,
Blake Antzoulatos,70424,LB,UC DAVIS,4,1,0,,0,0,322,0,0,64.7,70.1,78.9,57.0,73.3,80.4,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,40,0,16,53,12,0,0,12,0,0,41,14,23,1,3,5,1,0,1,0,0,0,
Noah Skobis,70465,CB,MOREHEAD,9,0,0,50.0,0,0,234,0,0,63.8,62.8,0.0,,68.7,59.1,0,0,0,0,25,16.7,1,2,2,60.8,5,0,0,4,90,51,98,1,0,0,1,0,2,97,0,47,1,2,5,1,10,0,0,41,25,8.2
Jacob Skobis,70487,S,IDAHO,2,0,0,,0,0,185,0,0,64.2,64.3,73.6,,61.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,6,0,10,20,0,0,0,0,0,14,20,0,10,0,0,0,0,0,0,0,0,0,
Mister Williams,70521,LB,INCAR WORD,13,13,0,78.6,2,4,189,1,0,75.7,81.2,0.0,89.7,80.9,78.6,7,17,0,1,47,9.5,7,2,7,72.0,22,5,0,696,0,359,827,57,0,0,56,1,0,770,123,345,73,37,54,7,28,29,0,136,160,6.2
Calvin Pitcher,70877,S,IDAHO ST,4,10,0,60.0,0,0,186,0,0,72.9,65.1,80.0,67.5,51.8,60.6,1,0,0,0,19,15.6,5,1,0,121.7,6,0,0,143,0,82,184,5,0,0,5,0,22,179,3,99,14,4,17,1,10,1,2,72,40,12.0
Jayden Williams,70895,CB,TEXAS STHN,9,1,0,55.9,0,0,313,1,1,80.4,78.3,41.3,58.4,69.0,53.7,0,0,0,2,26,20.7,6,7,4,65.8,19,0,0,38,367,257,541,6,0,0,6,0,0,535,2,282,130,8,22,1,34,0,2,180,81,9.5
Nehemiah Magalei,70950,DI,W GEORGIA,11,12,0,,0,0,1177,0,0,54.7,62.4,69.5,53.7,69.2,67.0,0,6,0,0,,7.7,2,0,1,0.0,0,0,0,0,0,1,504,504,173,328,0,3,0,0,253,250,0,9,12,4,0,6,0,0,0,
Quantraill Morris-Walker,71187,CB,RICHMOND,12,10,0,77.8,0,0,276,0,0,76.8,81.6,56.6,65.5,90.8,83.5,1,3,1,3,54,5.8,3,2,1,67.5,28,1,0,129,0,348,656,44,0,0,44,0,1,612,14,294,480,24,39,1,36,5,1,227,176,8.1
Jackson Cloyd,71301,ED,UC DAVIS,10,3,0,66.7,0,0,322,0,0,70.7,66.1,63.3,63.1,63.4,56.8,3,9,0,1,18,16.7,3,1,1,48.6,4,2,0,19,0,47,353,327,0,0,327,0,0,26,173,133,5,12,12,1,6,14,0,44,43,11.0
Syrr Barnes,71429,LB,IDAHO,12,9,0,76.5,0,0,185,0,0,46.1,41.4,78.9,52.0,40.5,38.9,0,0,0,0,20,20.7,6,1,0,118.0,13,0,0,188,0,95,201,1,0,0,1,0,0,200,13,93,12,5,14,1,17,0,1,133,77,10.2
Koby Sarna,71604,DI,ILL STATE,4,0,0,,0,0,188,0,0,,36.6,73.0,55.2,35.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,22,22,0,8,0,14,0,0,10,12,0,0,0,0,0,0,0,0,0,
Carson Paterson,71853,LB,UTAHTC,5,0,0,,0,0,1285,0,0,,57.7,69.4,,57.6,78.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,19,0,0,20,0,0,0,0,0,0,20,0,20,1,1,3,1,0,0,0,0,0,
Cole Bullock,72090,LB,MONTANA ST,2,0,0,100.0,0,0,233,0,0,48.4,47.7,74.9,56.0,55.5,27.3,0,0,0,0,21,37.5,3,0,0,118.8,1,0,0,35,0,18,37,0,0,0,0,0,0,37,3,16,2,2,5,0,1,0,0,21,2,21.0
Caden Harman,72124,ED,BROWN,1,0,0,,0,0,123,0,0,,61.7,68.5,59.9,60.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,
Josh Alford,72159,CB,IDAHO ST,12,6,0,58.8,0,0,186,0,0,72.3,71.4,84.7,60.0,67.1,73.1,0,0,0,0,56,11.1,4,5,2,98.4,20,0,0,115,506,291,662,19,0,0,18,1,1,643,1,370,20,5,26,1,34,0,2,226,107,11.3
Dillon Towles-Kendle,72160,CB,PRESBYTERN,5,2,0,75.0,0,0,271,0,0,58.0,58.6,76.9,,61.3,53.7,0,0,0,0,8,20.0,1,0,1,83.3,3,0,0,0,35,27,38,0,0,0,0,0,2,38,0,11,0,0,2,0,4,0,0,18,0,6.0
Victory Vaka,72437,DI,N ARIZONA,3,0,0,,0,0,252,0,0,,63.2,75.0,57.1,64.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,23,23,11,12,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,
Shamar Hawkins,72496,S,JACKSON ST,14,7,0,53.6,1,0,194,0,0,73.5,71.2,2.8,67.4,66.5,85.7,1,4,0,2,31,4.9,2,1,3,46.3,15,3,0,45,3,217,390,60,0,0,60,0,29,330,31,142,251,21,32,1,28,8,1,117,48,7.8
Myles Taylor,72533,CB,S DAK ST,7,0,0,62.5,0,0,292,0,0,67.7,67.1,79.2,60.0,61.2,63.4,0,0,0,0,17,12.5,1,1,0,119.3,5,0,0,6,110,58,121,0,0,0,0,0,0,121,1,62,4,2,7,0,8,0,1,49,30,9.8
Nick Veloz,72813,LB,ELON,12,15,0,87.0,0,0,162,0,0,51.8,58.7,84.5,56.2,65.3,39.2,1,4,0,0,26,23.5,16,1,1,104.5,20,0,0,427,0,230,483,19,0,0,19,0,0,464,40,213,36,19,37,3,23,5,0,209,159,10.5
Semaj Williams,72828,CB,ST FRANCIS,11,3,0,58.3,0,1,299,0,0,77.2,78.3,83.3,,75.4,77.1,0,0,0,1,68,8.3,2,4,1,84.7,14,0,0,9,327,196,341,0,0,0,0,0,0,341,0,145,5,8,19,2,24,0,1,216,64,15.4
Max Franco,72947,CB,VALPO,11,7,0,63.0,0,0,332,0,0,57.9,57.9,86.2,,56.2,52.7,0,0,0,1,43,20.6,14,4,3,97.3,34,0,0,49,482,289,606,3,0,0,3,0,58,603,0,317,13,14,47,3,54,0,3,414,110,12.2
David Meyer,72980,LB,UC DAVIS,14,38,2,77.1,0,0,322,0,0,92.3,90.7,85.9,61.1,85.2,87.5,2,9,1,4,23,6.9,10,1,0,56.2,37,1,0,774,1,465,905,35,0,0,35,0,0,870,88,352,93,58,96,8,48,12,0,283,178,7.6
Lando Brown,73191,ED,SO UTAH,12,10,0,100.0,0,0,298,0,0,55.8,81.7,37.9,85.2,75.9,46.1,10,31,0,0,12,27.1,13,0,3,156.3,1,6,0,0,0,9,535,535,0,0,459,76,0,0,313,213,0,20,25,4,1,47,1,12,14,12.0
Fynn Williams,73221,S,MO STATE,1,0,0,,0,0,230,0,0,64.4,67.0,72.2,,63.9,76.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,5,0,11,13,0,0,0,0,0,0,13,0,2,8,0,1,0,0,0,0,0,0,
Joseph Obeto,73245,CB,STTHOM,11,5,0,50.0,0,0,1129,0,0,73.5,67.6,0.0,51.3,54.6,29.2,1,2,0,0,29,30.2,13,6,4,98.0,24,0,0,60,479,315,575,6,0,0,6,0,2,569,11,249,28,14,25,4,48,3,5,225,78,9.4
Tyreese Shakir,73488,CB,PORTLAND,11,6,0,71.4,0,0,269,0,0,69.3,69.0,88.3,50.5,69.6,42.7,0,2,0,1,58,18.8,13,7,0,103.5,50,0,0,109,265,385,780,33,0,0,33,0,9,747,27,368,363,19,50,4,70,2,3,564,243,11.3
Rickie Davis Jr.,73500,CB,CHATTNOOGA,4,1,0,100.0,0,0,137,0,0,53.0,55.7,77.1,74.2,48.7,39.6,0,0,0,0,17,28.6,2,0,0,118.8,2,0,0,5,0,9,26,3,0,0,3,0,1,23,1,16,17,2,4,0,2,0,0,34,13,17.0
Jackson Fischer,73501,CB,PRINCETON,4,1,0,50.0,0,0,272,0,0,56.3,55.9,76.7,,55.4,52.4,0,0,0,0,18,20.0,1,0,0,116.7,2,0,0,11,61,35,72,0,0,0,0,0,0,72,0,37,0,1,3,0,4,0,1,32,5,16.0
Trent Whalen,73609,LB,SO UTAH,10,12,0,73.7,0,0,298,0,0,67.9,67.3,0.0,57.7,73.7,63.0,3,6,0,0,11,12.1,7,1,5,114.6,14,0,0,413,1,215,428,1,0,0,1,0,0,427,34,179,13,27,39,4,19,9,2,73,66,5.2
Cory Hall,73699,ED,N ARIZONA,13,5,1,0.0,0,1,252,0,0,59.8,67.3,83.0,59.8,70.6,60.3,1,4,0,0,,11.8,2,0,0,39.6,0,2,0,0,0,10,384,384,0,140,45,199,0,0,190,184,0,12,10,2,1,7,0,0,0,
Jalen Williams,73776,S,SACRAMENTO,12,5,0,50.0,0,0,279,0,0,54.5,61.0,81.8,63.8,71.8,68.1,0,0,0,0,43,13.0,3,1,0,106.5,8,0,0,97,1,105,209,0,0,0,0,0,47,209,1,103,64,4,15,0,16,0,1,161,77,20.1
Maurice Wilmer,73825,LB,LIUSHAR,9,2,0,75.0,0,0,1298,0,0,64.3,61.5,82.4,64.2,56.9,49.3,1,3,0,1,25,22.7,5,0,0,66.7,3,2,0,216,1,90,229,9,0,0,9,0,0,220,8,131,3,5,15,1,4,6,0,40,12,13.3
McKel Broussard,73850,S,E WASHGTON,12,11,1,53.3,0,0,161,0,0,75.8,75.7,83.6,65.8,71.1,63.6,0,0,0,1,25,17.0,9,4,0,62.4,8,0,0,240,4,183,344,6,0,0,6,0,54,338,4,157,40,10,33,0,15,0,1,77,32,9.6
Adrian Rodriguez,73955,LB,IDAHO ST,11,14,0,94.7,0,0,186,1,0,47.0,48.6,86.3,63.2,49.1,66.6,1,2,0,0,21,12.0,6,1,0,129.6,18,1,0,442,0,207,540,49,0,0,49,0,0,491,43,290,49,19,30,1,19,4,1,207,102,11.5
Jordan Little,74019,CB,GARD-WEBB,2,0,0,,0,0,171,0,0,,61.5,72.4,,61.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,8,0,9,1,0,0,1,0,0,8,0,9,0,0,0,0,0,0,0,0,0,
Aidan Shinfeld,74287,WR,COLUMBIA,1,1,0,,0,0,145,0,0,62.8,64.5,60.0,,,70.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
William Barber,75271,S,ROB MORRIS,12,14,0,40.9,0,2,277,0,0,71.6,73.6,52.6,67.4,79.4,80.6,0,0,0,1,69,9.5,6,3,2,75.4,18,1,0,193,14,385,690,15,0,0,15,0,215,675,5,300,253,13,43,2,44,1,3,274,108,15.2
Aneesh Vyas,75285,DI,BUCKNELL,12,12,1,0.0,0,0,125,0,0,84.9,74.3,72.5,68.3,72.6,40.1,2,10,0,0,,18.2,6,1,1,39.6,0,0,0,2,0,1,613,611,263,175,66,107,0,2,280,332,0,6,15,1,1,12,0,0,0,
Tim Lowery,75711,S,DUQUESNE,2,1,0,100.0,0,0,155,0,0,44.9,31.9,75.5,,27.0,25.0,0,0,0,0,11,50.0,4,0,0,147.9,2,0,0,20,0,21,43,0,0,0,0,0,12,43,0,22,11,0,3,0,2,0,1,20,6,10.0
John Clifford Jr.,76014,S,TARLETON,4,1,0,,0,0,401,0,0,66.0,58.2,0.0,,60.0,76.2,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,3,0,14,16,0,0,0,0,0,13,16,0,2,0,0,0,0,0,0,0,0,0,
Kylyn Macklin,76089,ED,MOREHEAD,12,5,0,,0,1,234,0,0,61.2,76.9,60.8,72.9,75.4,49.2,2,11,0,0,,20.0,5,0,1,0.0,0,6,0,1,0,0,381,379,4,110,127,138,1,2,203,178,0,17,15,2,0,19,0,0,0,
Jaylan Wesley,76319,CB,LNDNWD,12,4,0,50.0,1,1,949,0,0,75.1,75.5,85.0,70.0,69.0,64.4,0,0,0,1,38,16.3,7,4,2,90.8,22,1,0,44,435,275,520,11,0,0,11,0,1,509,3,242,29,7,32,1,44,1,4,277,78,12.6
Michelangelo Loretto,76423,ED,ROB MORRIS,9,0,0,,0,0,277,0,0,60.0,59.6,78.6,58.9,59.5,71.5,1,4,0,0,,,0,0,0,0.0,0,1,0,12,0,1,67,55,0,26,16,13,0,12,52,14,0,1,0,0,0,6,0,0,0,
Isaiah Watson,76777,CB,MAINE,12,3,1,68.6,0,0,212,0,0,59.3,61.4,83.4,87.4,61.9,62.4,0,1,0,0,22,14.3,4,1,1,117.0,24,0,0,41,383,243,445,0,0,0,0,0,2,445,3,199,19,5,21,1,35,1,3,245,45,10.2
Keshon Artis,77126,LB,NORFOLK,4,3,0,100.0,0,0,244,0,0,62.2,80.4,75.9,59.8,89.8,84.3,0,0,0,0,28,0.0,0,0,0,118.8,2,0,0,53,0,27,61,7,0,0,7,0,0,54,2,32,1,5,7,1,2,0,0,38,37,19.0
DaeSean Winston,77142,S,ALBANY,1,0,0,50.0,0,0,106,0,0,56.5,61.4,73.4,,66.2,74.8,0,0,0,0,14,0.0,0,0,0,72.9,1,0,0,5,0,10,15,0,0,0,0,0,3,15,0,5,7,1,1,0,2,0,0,14,12,14.0
Jaylen Jackson,77809,LB,MCNEESE,10,8,0,40.0,0,0,217,0,0,67.1,63.0,83.0,53.8,58.8,53.4,1,1,0,0,11,20.0,5,1,0,47.9,4,1,0,170,3,105,234,33,0,0,33,0,2,201,11,118,24,6,12,1,10,3,0,27,36,6.8
Darrell Bryant Jr.,78693,S,N COLORADO,11,18,0,68.4,0,1,253,0,0,69.3,70.8,44.7,67.2,73.6,56.5,1,4,0,0,72,19.4,12,3,1,118.3,13,0,0,186,6,221,478,38,0,0,38,0,3,440,20,237,244,15,32,1,19,5,1,190,149,14.6
Gregory Young II,79147,S,MORGAN ST,11,6,0,81.0,1,0,235,0,0,49.7,50.3,0.0,62.3,55.8,53.5,0,0,0,0,70,20.4,10,0,2,158.3,17,1,0,121,1,237,488,13,0,0,13,0,326,475,8,243,27,9,33,1,21,1,4,328,144,19.3
Steven Shaw,79205,DI,PRVIEW A&M,12,4,2,100.0,0,1,270,0,0,58.3,66.2,63.3,63.7,68.2,25.5,3,12,0,0,-4,36.4,8,0,1,79.2,1,1,0,7,0,0,439,431,22,378,13,18,0,8,260,179,0,9,10,3,1,16,0,-4,-7,-4.0
Brandon Lopes,79526,LB,MS VLY ST,6,5,0,100.0,0,0,228,0,0,62.8,62.4,79.1,59.8,60.9,65.4,0,1,0,0,14,11.1,2,0,0,116.7,2,0,0,124,0,58,143,14,0,0,14,0,0,129,9,76,5,5,11,1,2,1,0,24,12,12.0
Jamar Darboe,81213,LB,HAMPTON,3,2,0,100.0,0,1,178,1,0,67.8,66.7,78.0,67.0,61.4,65.2,0,0,0,0,41,11.1,2,0,0,158.3,4,0,0,97,0,41,106,7,0,0,7,0,1,99,6,59,1,11,14,0,4,0,1,76,62,19.0
Ahmad McCullough,81291,LB,MORGAN ST,12,14,0,94.1,0,0,235,0,0,42.3,50.2,87.5,60.5,56.1,32.2,1,2,0,1,33,24.6,14,0,0,109.1,16,0,0,335,0,169,439,68,0,0,68,0,3,371,39,231,33,17,29,2,17,3,1,193,132,12.1
Nazir Sy,82478,DI,SAMFORD,4,1,0,,0,0,282,0,0,,44.7,75.6,59.9,40.2,35.0,0,1,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,41,41,3,38,0,0,0,0,19,22,0,1,1,1,0,1,0,0,0,
Davin Cotton,82492,DI,SOUTHERN U,13,10,0,,0,1,297,1,0,60.0,55.9,0.0,53.6,66.0,51.4,0,4,0,0,,12.5,3,0,6,0.0,0,1,0,2,0,0,378,376,42,302,0,32,0,2,186,192,0,7,11,1,0,5,0,0,0,
Kaleb Dawson,83131,S,ALAB A&M,12,13,0,56.0,0,1,104,0,0,88.6,79.9,85.2,61.4,66.4,62.8,1,2,0,3,28,15.9,11,3,0,34.8,14,0,0,251,5,274,540,38,0,0,38,0,197,502,13,253,48,13,45,2,25,3,0,154,79,11.0
Xavier Lanier,83411,CB,SAMFORD,11,1,0,60.5,0,0,282,0,0,59.0,62.4,84.6,71.4,73.8,50.1,0,0,0,1,77,20.0,5,3,0,100.0,23,0,0,32,476,284,515,3,0,0,3,0,0,512,1,230,3,3,19,1,38,0,1,453,112,19.7
Keith Gallmon Jr.,83890,S,AUSTINPEAY,9,7,0,65.0,0,0,116,0,0,52.7,61.9,84.7,59.4,75.1,67.7,0,1,0,1,54,14.5,10,1,0,103.3,13,0,0,275,3,235,465,6,0,0,6,0,115,459,12,218,66,21,52,3,20,1,1,246,145,18.9
Tienne Fridge,85688,S,E ILLINOIS,8,4,0,73.3,0,0,158,0,0,50.3,61.6,81.5,56.8,76.4,58.7,0,1,0,0,33,19.0,4,2,0,96.3,11,0,0,66,0,64,189,29,0,0,29,0,0,160,14,111,93,5,13,2,15,1,0,119,74,10.8
Micah Gardner,85720,S,UTAHTC,4,2,0,100.0,0,0,1285,0,0,59.6,62.7,78.9,,65.9,69.1,0,0,0,0,31,11.8,2,0,0,158.3,3,0,0,34,0,46,125,0,0,0,0,0,63,125,0,79,28,3,13,1,3,0,1,48,6,16.0
Khalani Riddick,85902,S,SE MO ST,13,13,0,56.8,0,2,293,1,0,76.6,81.2,87.0,,85.6,81.3,0,0,0,1,81,10.1,10,4,0,117.6,21,0,0,448,2,450,800,4,0,0,4,0,215,796,0,350,128,31,76,1,37,0,5,354,227,16.9
Joshua Harvey,86160,S,N COLORADO,2,0,0,,0,0,253,0,0,,61.3,68.8,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,5,0,0,7,0,0,0,0,0,2,7,0,7,0,0,0,0,0,0,0,0,0,
Samuel Scaife IV,86521,CB,LAMAR,1,1,0,100.0,0,0,204,0,0,70.9,58.3,0.0,58.3,55.8,58.8,0,0,0,0,7,16.7,1,0,2,89.6,2,0,0,7,0,20,37,3,0,0,3,0,0,34,2,15,27,2,4,0,2,0,0,11,14,5.5
Anakin Aupiu,86929,LB,TENN STATE,5,3,0,100.0,0,0,308,0,0,70.5,74.9,74.2,66.3,72.0,82.9,1,0,0,0,1,0.0,0,0,0,79.2,1,0,0,61,0,34,69,1,0,0,1,0,0,68,3,32,7,5,6,0,1,1,0,1,3,1.0
Davion Ross,87045,S,SACRAMENTO,10,4,0,81.8,0,0,279,0,0,63.8,64.2,80.9,65.0,62.0,64.0,0,0,0,0,13,13.0,3,0,0,117.8,9,1,0,46,0,59,143,7,0,0,7,0,0,136,5,79,89,7,16,0,11,1,1,55,26,6.1
Semaj Verner,87849,CB,UC DAVIS,12,9,1,50.0,1,0,322,0,0,79.3,80.4,85.0,91.1,71.8,74.7,1,5,0,0,22,10.3,6,8,2,96.2,28,0,0,106,607,425,738,2,0,0,2,0,9,736,11,302,14,16,43,1,56,6,5,305,48,10.9
Kenneth Shaffner,87913,ED,MOREHEAD,12,4,0,,0,0,234,0,0,63.5,62.6,38.3,63.2,61.4,56.2,1,2,0,0,,18.2,2,0,1,0.0,0,4,0,2,0,1,164,162,0,1,161,0,0,2,80,83,0,5,5,1,0,7,0,0,0,
Keonte Huguely,87952,S,MERCYHURST,5,0,0,25.0,0,0,977,0,0,89.3,89.5,76.1,,61.4,,0,0,0,2,8,,0,0,0,0.0,1,0,0,12,0,24,36,0,0,0,0,0,14,36,0,12,10,0,0,0,4,0,0,8,1,8.0
Darrien Sampson,88349,CB,E WASHGTON,9,1,0,73.9,0,0,161,0,0,67.8,66.0,83.3,55.6,55.8,65.8,0,0,0,0,41,13.6,3,2,0,145.1,17,0,0,32,313,202,364,10,0,0,10,0,0,354,4,158,9,4,18,0,23,0,3,231,95,13.6
John Erby,88754,WR,DUQUESNE,1,0,0,,0,0,155,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Jamauri Jackson,88765,S,CAL POLY,5,0,0,100.0,0,0,129,0,0,60.0,54.6,0.0,58.3,51.7,34.2,1,0,0,0,10,28.6,2,1,1,89.9,7,0,0,20,1,44,67,1,0,0,1,0,14,66,2,21,31,3,5,0,7,1,0,39,46,5.6
Iverson Brown,89147,S,S ILLINOIS,12,12,0,63.2,0,0,295,1,0,64.0,70.5,86.7,65.9,77.1,79.4,0,1,0,2,52,10.0,8,5,1,87.6,24,0,0,386,9,411,758,1,0,0,1,0,256,757,1,346,105,20,60,1,38,1,2,340,152,14.2
Sebastian Conwell,90709,LB,PRESBYTERN,12,13,0,72.2,0,1,271,0,0,78.0,66.7,85.9,49.4,60.1,42.6,2,5,0,0,24,22.5,16,0,0,86.8,13,3,0,486,0,259,554,25,0,0,25,0,1,529,78,217,42,28,42,1,18,10,0,106,103,8.2
Justin Toler,91167,CB,TOWSON,1,1,0,,0,0,317,0,0,66.4,66.8,74.5,,61.5,73.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,27,16,27,0,0,0,0,0,0,27,0,11,0,0,0,0,0,0,0,0,0,
Ethan Zager,91197,S,DRAKE,12,4,0,55.6,0,0,153,0,0,56.3,59.8,82.9,76.0,60.1,44.8,1,0,0,0,38,26.3,5,0,0,83.1,5,1,0,67,0,132,204,2,0,0,2,0,113,202,7,65,20,4,10,0,9,2,0,75,60,15.0
Joshua Hong,91547,S,SAN DIEGO,7,4,0,45.5,0,0,283,0,0,81.2,79.9,82.4,53.5,75.6,81.8,1,0,0,0,27,6.7,2,4,0,65.0,5,0,0,108,2,149,299,6,0,0,6,0,63,293,5,145,119,9,24,1,11,1,0,66,17,13.2
Mark Aitken,97088,S,E ILLINOIS,10,2,0,57.1,0,0,158,0,0,55.0,56.3,0.0,,66.2,39.4,0,0,0,0,53,29.4,5,3,4,98.5,8,0,0,127,3,185,346,2,0,0,2,0,184,344,0,161,30,0,10,0,14,0,0,164,103,20.5
Randy Jordan,97138,CB,HAMPTON,12,5,0,36.7,0,0,178,0,0,79.4,75.2,0.4,50.9,69.6,69.1,0,1,0,0,26,15.6,5,5,2,67.4,11,0,0,48,380,246,492,7,0,0,7,0,4,485,15,231,53,12,22,2,30,1,2,74,31,6.7
Caleb Blake,97240,CB,BETH COOK,12,6,0,54.5,0,0,119,0,0,69.8,65.9,87.4,66.5,53.6,74.3,2,1,0,1,46,9.1,3,2,0,92.0,12,0,0,89,2,213,437,29,0,0,29,0,0,408,11,213,316,8,24,0,22,3,1,255,158,21.3
Mike Coleman,97333,CB,ALBANY,3,0,0,50.0,0,0,106,0,0,48.8,49.3,72.5,,60.0,73.5,0,0,0,0,27,0.0,0,0,0,95.8,1,0,0,1,16,12,17,0,0,0,0,0,0,17,0,5,0,0,1,0,2,0,0,27,0,27.0
Keevan Bailey,97347,CB,CAMPBELL,11,5,0,47.6,1,0,131,0,0,69.9,70.9,32.6,60.0,76.2,67.4,0,0,0,0,41,11.8,4,4,4,92.1,20,0,0,36,414,245,468,1,0,0,1,0,4,467,2,221,12,6,25,0,42,0,3,267,118,13.4
