player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Judd Erickson,52033,QB,SAN DIEGO,10,68.7,307,325,8.9,2.48,2,19,5.6,58.8,191,0,116,9.5,347,20,-0.04,109,283,70.0,76.2,75.8,60.8,3,7,360,4,40.1,12.1,90.6,4.0,14,6,1,12,19,12,3.3,2265,7.0
Fred Payton,82102,QB,MERCER,11,76.8,315,324,10.0,2.57,4,22,6.6,67.0,217,0,96,10.3,357,25,0.4,152,219,30.0,91.7,93.1,49.7,1,8,368,3,51.5,13.5,119.6,3.6,13,19,0,4,32,10,2.7,3037,9.4
Matthew McKay,60485,QB,ELON,12,70.2,292,324,11.0,2.95,6,25,7.4,60.5,196,0,137,4.4,386,9,0.17,134,162,50.0,85.8,87.3,62.0,4,4,402,2,46.4,13.9,103.8,4.9,19,43,0,22,21,12,3.0,2710,8.4
Preston Hutchinson,60370,QB,CHATTNOOGA,11,67.2,308,322,11.6,2.46,6,17,5.1,59.9,193,0,94,6.8,362,14,0.18,148,137,47.4,78.4,79.1,58.6,5,10,375,2,50.8,16.0,91.8,4.1,15,24,1,2,17,15,4.0,2711,8.4
Bret Bushka,108927,QB,BUTLER,11,75.4,289,320,8.2,2.64,8,17,5.2,64.4,206,0,88,5.5,367,12,0.11,123,127,59.1,77.2,73.0,72.2,4,10,375,2,47.4,9.1,94.6,2.2,8,38,0,19,20,9,2.4,2382,7.4
Jalon Jones,104762,QB,BETH COOK,11,69.7,294,319,8.5,2.89,8,7,2.1,58.6,187,0,169,8.8,411,18,0.04,130,119,26.4,64.4,57.5,73.4,3,7,432,4,43.6,21.3,86.3,8.8,36,53,1,13,14,20,4.6,2284,7.2
Dylan McCaffrey,60451,QB,N COLORADO,10,71.6,303,319,7.8,2.58,3,11,3.3,59.2,189,0,111,12.9,355,28,-0.18,91,253,72.9,73.6,70.9,68.3,6,12,367,3,42.0,15.3,71.3,4.8,17,19,0,7,11,10,2.7,1837,5.8
Jake Dunniway,60572,QB,SACRAMENTO,13,68.8,301,317,10.5,2.47,4,14,4.1,59.3,188,0,88,9.2,340,19,0.08,118,279,55.2,70.2,70.9,51.3,4,15,362,3,47.6,13.6,83.9,3.5,12,10,0,8,19,18,5.0,2447,7.7
Trae Self,103962,QB,STF AUSTIN,11,69.0,300,316,9.5,2.57,4,24,7.3,60.1,190,0,98,8.2,356,17,0.12,107,301,32.6,85.0,81.4,71.9,2,4,370,0,41.9,20.4,100.7,5.6,20,20,0,10,19,13,3.5,2556,8.1
Will McElvain,88639,QB,CENT ARK,11,72.9,299,316,8.7,2.72,6,13,4.0,60.8,192,0,125,11.9,363,26,0.02,116,132,43.1,67.8,70.6,51.0,3,8,377,3,42.4,19.2,95.7,6.6,24,23,0,8,18,15,4.0,2617,8.3
Davius Richard,109077,QB,NC CENT,12,74.2,299,316,10.0,2.69,5,18,5.4,63.0,199,0,108,10.4,376,23,0.27,137,247,65.8,91.1,81.3,90.2,1,10,401,1,51.9,17.6,102.8,5.1,19,40,5,6,25,14,3.5,2655,8.4
Kohen Granier,63573,QB,NICHOLLS,10,63.6,305,314,10.3,2.42,3,14,4.3,56.4,177,0,97,8.8,338,17,-0.16,94,243,63.9,54.8,53.4,59.4,2,13,348,1,38.5,14.4,72.1,4.1,14,10,0,4,14,13,3.7,1914,6.1
Lucas Johnson,40551,QB,MONTANA,12,69.8,291,305,10.2,2.76,1,12,3.7,61.0,186,0,79,8.4,345,17,0.12,122,232,37.0,76.1,74.4,65.4,1,7,364,2,47.2,17.7,96.8,4.1,14,25,1,11,21,12,3.3,2232,7.3
Gevani McCoy,147609,QB,IDAHO,11,76.2,290,301,10.3,2.92,3,21,6.7,68.8,207,0,149,6.3,370,14,0.24,136,185,73.7,91.1,91.1,67.4,0,7,387,1,49.2,18.8,117.4,7.6,28,41,0,8,27,12,3.1,2727,9.1
Maverick McIvor,99476,QB,ABILENE CH,10,70.5,275,298,9.6,2.61,7,20,6.4,59.7,178,0,105,8.2,337,16,0.13,105,100,57.7,79.2,79.2,59.5,1,9,353,2,44.5,14.3,88.0,4.5,15,22,2,13,16,15,4.2,2208,7.4
Tyler Huff,142567,QB,FURMAN,12,75.1,285,297,7.9,2.54,2,11,3.5,67.3,200,0,85,6.5,351,14,0.13,118,170,61.1,81.4,70.8,83.0,1,8,369,0,46.4,15.3,94.8,3.7,13,40,2,7,15,14,3.8,2207,7.4
Michael Brescia,149295,QB,COLGATE,11,61.4,272,292,10.5,2.72,2,10,3.3,52.4,153,0,142,8.4,347,14,-0.2,85,142,63.0,66.4,54.1,78.3,3,6,359,3,37.2,20.4,68.7,8.4,29,25,4,11,7,13,3.6,1650,5.7
Charlie Dean,108990,QB,HARVARD,9,70.1,274,288,10.6,2.62,6,15,5.0,59.4,171,0,80,10.9,322,21,0.02,107,179,61.9,75.5,79.0,43.6,3,7,336,1,41.6,13.8,93.0,3.4,11,23,0,5,18,11,3.3,2125,7.4
Noah Walters,164315,QB,N ALABAMA,11,64.2,274,287,11.7,2.86,0,23,7.7,52.6,151,0,120,14.2,331,25,0.0,90,389,48.1,73.0,66.9,74.7,6,12,346,4,39.3,20.0,81.8,7.3,24,20,0,7,19,18,5.2,2149,7.5
Hajj-Malik Williams,102348,QB,CAMPBELL,9,70.9,275,286,10.8,2.68,2,16,5.4,62.2,178,1,98,8.7,342,17,0.08,111,131,80.4,80.9,74.7,77.4,0,6,355,3,45.9,23.5,90.7,6.7,23,33,2,7,12,9,2.5,2164,7.6
Draylen Ellis,121346,QB,TENN STATE,10,66.5,257,284,10.2,2.61,6,13,4.5,53.9,153,0,103,10.5,330,18,-0.24,83,308,67.4,67.4,62.8,69.9,2,6,338,5,33.9,33.0,74.2,10.3,34,7,0,19,8,11,3.3,1816,6.4
Joe Mischler,77695,QB,DUQUESNE,11,64.4,270,282,9.6,2.36,7,25,8.4,58.2,164,0,77,5.7,305,10,-0.14,100,155,70.1,69.4,68.0,63.1,1,14,323,3,38.4,22.1,77.5,5.6,17,6,0,4,17,19,5.9,1865,6.6
Marquez McCray,109056,QB,SACR HEART,9,74.7,249,277,8.3,2.48,0,9,3.1,63.5,176,0,104,5.4,316,10,0.0,100,280,79.6,76.5,74.7,65.4,2,4,336,3,44.6,21.2,88.3,7.0,22,15,1,25,8,3,0.9,1970,7.1
Tyler Riddell,102355,QB,E TENN ST,11,63.5,252,276,12.0,2.77,5,19,6.6,54.3,150,0,89,6.3,318,10,-0.09,92,157,53.6,70.0,66.1,68.1,2,11,332,0,39.3,25.8,78.2,7.2,23,18,0,17,15,16,4.8,1944,7.0
Tyrrell Pigrome,46511,QB,TOWSON,11,69.0,261,275,9.6,2.89,3,10,3.4,56.4,155,0,114,13.9,334,25,-0.03,101,317,64.0,72.4,63.3,77.1,2,6,351,2,39.5,22.8,81.7,7.8,26,33,2,7,14,13,3.7,1635,5.9
Jake Willcox,148649,QB,BROWN,7,73.4,263,275,8.0,2.77,4,12,4.2,64.4,177,0,118,8.3,322,16,-0.03,92,123,46.5,71.5,70.2,62.6,0,9,338,0,41.9,16.1,83.6,5.9,19,27,1,7,12,10,3.0,1779,6.5
Matthew Sluka,143059,QB,HOLY CROSS,13,66.3,258,271,13.0,2.95,6,27,9.3,57.2,155,1,106,9.4,342,16,0.29,130,181,59.3,91.6,75.1,94.1,2,4,366,4,48.8,26.4,114.2,8.2,28,43,2,3,26,16,4.4,2515,9.3
Andrew Body,155202,QB,TEXAS STHN,11,68.5,248,269,11.3,2.85,6,17,6.0,55.8,150,0,113,11.8,331,20,-0.1,89,313,43.0,70.3,65.6,70.0,1,6,349,5,36.3,22.1,83.5,7.6,25,35,1,13,13,19,5.4,1818,6.8
Quinton Williams,102366,QB,HOWARD,10,72.5,258,267,10.3,2.6,2,16,5.7,64.8,173,0,87,7.5,320,14,0.06,110,184,66.5,76.4,73.9,67.5,1,8,339,2,45.3,28.7,92.3,7.8,25,27,1,5,15,11,3.2,1923,7.2
Jameson Wang,148782,QB,CORNELL,10,68.0,250,265,8.7,2.96,3,10,3.6,56.6,150,0,113,11.8,318,20,0.0,96,147,70.6,72.2,61.4,78.3,2,8,332,3,44.3,12.4,80.2,4.4,14,39,0,10,14,14,4.2,1646,6.2
Victor Gabalis,131932,QB,UTAHTC,11,61.7,248,263,13.6,2.6,1,30,10.6,51.3,135,0,74,11.8,284,18,-0.11,75,1285,48.6,67.6,68.0,52.5,0,10,304,5,39.4,16.2,81.8,4.2,12,9,0,14,17,18,5.9,1972,7.5
Grady Cramer,64910,QB,MOREHEAD,8,61.8,246,262,10.6,2.48,3,13,4.8,52.3,137,0,89,9.9,287,15,-0.3,72,234,34.4,57.2,59.1,47.4,5,9,297,5,33.8,14.6,71.8,4.5,13,10,1,7,13,17,5.7,1506,5.7
Skyler Perry,82082,QB,ARKAPB,9,65.4,228,259,8.9,2.8,3,9,3.4,51.7,134,0,120,10.1,310,15,-0.32,71,112,63.3,58.2,55.6,62.4,2,6,320,0,31.9,13.3,64.9,5.2,16,27,1,25,6,11,3.4,1347,5.2
Michael Appel Jr.,149746,QB,VALPO,11,70.1,241,256,9.9,2.59,4,18,6.8,59.4,152,0,110,10.1,291,17,-0.12,81,332,68.9,78.0,77.1,62.5,9,6,301,1,37.1,24.5,86.4,9.3,27,8,0,2,10,16,5.3,1943,7.6
Nick Kargman,98022,QB,WAGNER,9,64.0,225,256,9.6,2.38,8,9,3.3,51.6,132,0,107,8.3,273,12,-0.2,70,338,76.9,51.3,50.6,56.3,1,9,287,4,35.2,12.1,67.3,4.8,13,3,2,20,9,16,5.6,1546,6.0
Zack Annexstad,83516,QB,ILL STATE,8,71.6,243,255,8.3,2.48,4,16,6.0,62.0,158,0,77,9.2,296,16,-0.04,93,188,46.2,74.3,73.6,61.0,1,7,310,0,42.9,22.1,83.7,5.7,17,20,0,7,11,12,3.9,1657,6.5
Ashur Carraha,165036,QB,STHLSK,9,60.7,242,251,8.7,2.79,3,14,5.3,53.8,135,0,85,8.2,291,12,-0.02,85,1470,68.9,59.2,56.6,67.4,1,7,306,2,39.2,20.0,80.0,5.8,17,20,1,4,14,11,3.6,1576,6.3
Dante Chachere,103930,QB,PORTLAND,11,68.2,233,250,11.3,2.8,2,22,8.3,59.2,148,0,104,6.9,301,11,0.12,97,269,61.2,87.0,79.1,81.2,1,8,319,3,47.5,19.2,96.1,6.6,20,30,0,14,19,6,1.9,1958,7.8
Ian Corwin,109017,QB,DRAKE,8,52.2,230,244,12.7,3.09,3,15,6.0,44.3,108,0,106,10.0,300,12,-0.23,77,153,36.5,58.0,55.5,62.2,2,8,308,0,37.0,19.8,61.6,7.0,21,34,0,9,10,17,5.5,1324,5.4
Jayden Stinson,138056,QB,MURRAY ST,8,61.6,237,244,9.5,2.47,2,17,6.8,48.8,119,0,64,18.5,255,27,-0.32,62,236,75.8,50.4,50.6,43.2,2,13,260,1,31.0,15.6,56.2,3.9,10,1,1,2,9,16,6.2,1370,5.6
Cam Miller,125299,QB,N DAK ST,15,72.7,238,243,9.6,2.88,2,13,5.1,65.8,160,0,71,7.5,293,13,0.14,101,250,55.9,80.4,72.8,76.9,2,5,305,1,50.5,19.7,100.1,4.8,14,36,0,1,13,14,4.6,1978,8.1
Seth Morgan,103954,QB,VA MILT IN,9,64.8,219,241,7.6,2.66,3,10,3.8,53.5,129,0,84,9.2,265,13,-0.45,60,336,30.0,46.3,43.2,68.1,1,9,284,3,34.7,20.2,58.5,6.4,17,3,0,18,4,17,6.0,1262,5.2
Corey Fields Jr.,78539,QB,SCAR STATE,8,61.5,221,240,11.5,2.38,6,17,6.7,45.4,109,0,62,19.9,255,27,-0.21,62,290,59.3,65.3,63.2,65.0,4,9,269,2,33.3,16.1,68.6,3.9,10,5,0,9,14,13,4.8,1434,6.0
Darius Wilson,148492,QB,WM & MARY,13,70.9,220,238,10.7,3.4,7,23,9.3,63.0,150,0,113,3.8,297,6,0.34,109,348,59.5,90.6,90.1,72.0,1,7,310,0,51.9,8.8,104.0,3.4,10,47,0,10,16,8,2.6,2243,9.4
Connor Watkins,108971,QB,VILLANOVA,11,65.1,215,236,14.9,3.11,5,23,9.0,54.2,128,0,98,8.6,293,12,0.07,90,334,71.9,78.7,69.6,82.4,4,11,315,1,41.6,17.3,86.8,5.8,17,40,4,8,16,15,4.8,2057,8.7
Jalen Fowler,64170,QB,NC A&T,10,70.8,226,232,10.0,2.57,3,13,5.4,62.5,145,0,67,9.4,256,15,0.09,80,246,22.2,68.3,73.0,46.2,0,6,265,2,44.9,17.9,98.0,4.7,12,12,0,3,15,13,4.9,1839,7.9
Nolan Grooms,108987,QB,YALE,10,69.7,211,230,11.1,2.99,5,21,8.6,57.4,132,0,75,10.2,277,15,0.01,91,352,43.8,85.3,77.7,78.1,0,10,290,1,41.5,14.7,82.2,4.0,11,35,0,14,14,15,5.2,1660,7.2
Cade Sexauer,111800,QB,STTHOM,11,64.4,216,230,10.9,2.55,2,14,5.6,58.7,135,0,66,2.9,268,4,0.14,101,1129,75.8,72.6,67.1,71.0,0,8,289,3,48.5,13.6,94.1,3.4,9,26,0,12,17,16,5.5,1822,7.9
Clay Bruno,141910,QB,W ILLINOIS,8,60.5,215,226,11.2,2.56,5,16,6.9,50.0,113,0,80,13.1,252,17,-0.29,74,345,53.2,61.7,59.4,63.7,1,14,258,1,37.7,15.0,53.2,4.8,12,14,0,5,7,17,6.6,1351,6.0
Tony Muskett,142933,QB,MONMOUTH,8,74.4,211,223,10.8,2.82,0,19,7.8,64.1,143,0,75,8.9,277,14,0.19,96,231,60.3,87.7,85.0,71.7,2,8,299,2,48.4,25.3,103.3,6.9,19,35,0,10,17,12,4.0,1997,9.0
Shon Mitchell,60610,QB,CENT CT ST,8,60.5,210,223,10.6,2.47,2,10,4.3,53.4,119,0,71,6.3,234,8,-0.23,63,133,41.4,56.2,52.9,65.1,3,8,246,0,38.0,14.1,68.5,4.3,10,1,1,7,8,11,4.5,1337,6.0
Carlos Davis,139131,QB,W CAROLINA,7,75.0,212,223,10.0,2.93,2,17,7.3,66.8,149,0,86,6.3,276,10,0.15,98,344,60.4,81.7,85.1,59.7,4,13,286,3,50.7,15.1,91.9,4.7,13,40,0,5,16,9,3.1,1847,8.3
Malcolm Mays,165409,QB,HAMPTON,11,65.6,215,222,11.7,2.56,2,16,6.5,54.5,121,0,79,14.2,249,20,-0.01,83,178,51.1,75.5,71.7,71.7,2,16,273,2,41.0,11.4,69.6,3.6,9,18,0,3,15,18,6.6,1578,7.1
Mike Chandler II,139371,QB,LAMAR,10,60.0,185,216,10.4,3.4,5,6,2.7,42.6,92,1,124,17.1,254,19,-0.26,59,204,50.6,45.1,41.0,59.6,5,8,263,3,29.5,9.7,58.6,4.7,12,25,2,19,8,13,4.9,1249,5.8
Cole Doyle,159501,QB,ST FRANCIS,11,72.1,204,214,9.9,2.57,3,15,6.5,64.0,137,0,70,6.8,245,10,0.32,94,299,60.3,88.0,87.5,70.1,1,3,262,5,48.8,8.6,118.7,2.4,6,22,1,5,21,3,1.1,1868,8.7
Tommy Mellott,147646,QB,MONTANA ST,12,70.9,196,214,10.0,2.73,3,11,5.0,59.3,127,0,81,8.6,261,12,0.15,88,233,73.2,88.0,75.5,84.8,3,4,269,3,46.7,11.1,92.9,3.4,9,37,2,10,10,7,2.6,1723,8.1
Otto Kuhns,138014,QB,NORFOLK,9,61.5,205,214,10.6,2.41,3,11,5.0,54.7,117,1,67,7.1,248,9,-0.08,74,244,42.0,55.7,54.1,62.9,1,9,257,5,39.1,20.9,74.7,5.6,14,19,0,5,11,14,5.4,1410,6.6
Cephus Johnson III,60530,QB,SE LA,12,73.9,203,213,9.1,2.54,2,10,4.6,64.3,137,0,53,8.7,233,13,0.14,74,294,53.3,78.4,67.7,78.7,2,6,237,0,45.5,11.3,89.3,2.6,6,13,0,6,10,10,4.2,1518,7.1
