player,player_id,position,team_name,player_game_count,assists,declined_penalties,franchise_id,grades_fgep_defense,grades_fgep_kicker,grades_fgep_offense,grades_kick_return,grades_kickoff_kicker,grades_long_snap,grades_misc_st,grades_punt_return,grades_punter,grades_special_teams_penalty,missed_tackles,penalties,snap_counts_field_goal,snap_counts_field_goal_blocking,snap_counts_kickoff,snap_counts_kickoff_return,snap_counts_punt_coverage,snap_counts_punt_return,tackles
Luke Lane,52865,G,CHATTNOOGA,9,0,0,137,,,74.2,,,,64.2,,,67.9,0,0,47,0,0,0,1,0,0
Chase Evans,52928,G,S ILLINOIS,6,0,0,295,,,73.5,,,,64.8,,,71.0,0,0,34,0,0,0,0,0,0
Casey Miller,52957,ED,INDIANA ST,11,0,0,191,59.4,,,,,,61.0,,,67.3,0,0,0,39,0,0,21,6,0
Kaleb Priddy,53194,DI,VA MILT IN,4,0,0,336,,,,,,,75.4,,,74.2,0,0,0,0,0,26,0,0,0
Hank Perry,53355,G,FORDHAM,4,0,0,168,,,60.2,,,,61.7,,,65.8,0,0,6,0,0,0,10,0,0
Jackson Ward,53396,G,DAYTON,6,0,0,150,,,67.5,,,,63.2,,,66.3,0,0,19,0,0,0,0,0,0
Trey King,53515,WR,DUQUESNE,11,0,0,155,,,66.2,,,,62.5,,,76.1,0,1,48,0,6,29,3,50,0
JJ Davis,53540,HB,NORFOLK,5,0,0,244,,,,59.2,,,60.6,,,64.4,0,0,0,0,3,32,0,0,0
Jakari Patterson,53555,LB,S ILLINOIS,2,0,0,295,59.6,,,,,,44.8,,,27.4,0,1,0,5,0,12,0,5,0
Elijah Ford,53568,LB,E KENTUCKY,12,1,0,159,60.3,,,,,,57.6,,,82.4,4,0,0,29,43,43,35,18,0
Syncere Jones,53596,S,ARKAPB,10,0,0,112,59.5,,,66.9,,,45.6,60.3,,27.0,0,2,0,43,10,6,2,4,0
Adam Hundemer,53622,ED,S ILLINOIS,4,0,0,295,59.4,,,,,,60.5,,,65.0,0,0,0,4,0,0,0,2,0
Dylan DeMaison,53994,C,DAYTON,9,0,0,150,,,76.1,,,,64.3,,,67.1,0,0,47,0,0,0,2,0,0
Cole Hildebrand,54051,S,DAYTON,10,0,0,150,88.4,,,,,,87.4,60.3,,72.1,0,0,0,34,22,2,11,9,1
Vincent Munlin Jr.,54183,G,E KENTUCKY,9,0,0,159,,,74.6,,,,65.4,,,75.7,0,0,52,0,0,0,0,0,0
Sterling Berkhalter,54221,WR,NC A&T,1,0,0,246,,,,,,,60.0,,,63.8,0,0,0,0,0,0,0,1,0
Cheikhsaliou Fall,54240,ED,E KENTUCKY,5,0,0,159,60.1,,,,,,79.2,,,75.8,0,1,0,4,31,29,0,13,5
Ryan Batsch,54358,ED,MURRAY ST,1,0,0,236,,,,,,,49.8,,,70.2,1,0,0,0,5,3,5,0,0
Alex James,54432,HB,SCAR STATE,1,0,0,290,,,,,,,60.7,,,69.4,0,0,0,0,0,5,0,0,0
E.J. Porter,54466,LB,W CAROLINA,11,0,0,344,59.9,,,59.9,,,60.5,,,70.2,1,0,0,28,42,1,4,5,0
Jeremiah Miller,54523,WR,STF AUSTIN,2,0,0,301,,,,,,,60.0,,,64.5,0,0,0,0,0,0,2,0,0
James Tobin IV,54971,CB,NICHOLLS,7,0,0,243,59.5,,,,,,53.5,,,76.3,0,1,0,21,0,0,0,33,0
Jeremiah Oatsvall,54990,QB,TENN TECH,5,0,0,309,,,,,,,60.0,,63.0,66.7,0,0,0,0,0,0,6,0,0
Wankeith Akin Jr.,55014,CB,ARKAPB,10,0,0,112,59.5,,,,,,62.5,,,72.5,0,0,0,25,0,0,0,18,0
Eric Black,55017,ED,STNY BROOK,10,0,0,303,58.9,,,,,,61.0,,,69.6,0,0,0,39,0,0,0,12,0
Ja'Varius Harrison,55021,LB,E TENN ST,11,2,0,157,59.9,,,,,,71.3,,,75.1,0,0,0,20,32,6,49,22,3
George Douglas IV,55053,LB,S ILLINOIS,11,0,0,295,60.2,,,,,,64.9,,,75.2,0,0,0,16,49,0,39,1,5
RJ Potts,55080,ED,N COLORADO,8,0,0,253,59.9,,,,,,61.0,,,68.5,1,0,0,27,3,0,11,3,1
Javan Hawes,55091,WR,MS VLY ST,5,0,0,228,,,,,,,60.4,,,72.8,0,0,0,0,23,0,26,0,0
Garrison Burnett,55119,WR,MAINE,1,0,0,212,,,,,,,60.4,,,67.5,0,0,0,0,0,0,0,2,0
Zavier Scott,55123,WR,MAINE,11,1,0,212,,,,69.2,,,69.4,,,81.9,0,0,0,0,0,60,51,33,2
Torrence Williams,55134,DI,ELON,11,0,0,162,58.0,,69.0,,,,61.3,,,67.3,0,0,26,20,6,0,51,3,0
Benny McCray,55150,CB,SOUTHERN U,5,0,0,297,60.1,,,,,,63.5,,,74.0,0,0,0,16,8,4,6,19,0
Rashad Colson,55154,DI,ALAB A&M,1,0,0,104,58.6,,,,,,59.2,,,66.7,0,0,0,5,0,0,0,1,0
Noah Hickcox,55219,DI,ILL STATE,11,0,0,188,80.9,,63.4,,,,88.5,,,72.1,0,0,8,22,0,0,0,11,0
Brock Annexstad,55244,WR,ILL STATE,10,0,0,188,60.0,,65.2,58.3,,,61.3,71.4,,69.5,0,0,37,1,0,38,0,57,0
Harry Van Dyne,55247,WR,INDIANA ST,1,0,0,191,,,,,,,60.0,,,64.1,0,0,0,0,0,0,0,1,0
Malik Gavek,55284,S,RHODE ISLD,11,0,0,274,60.1,,,,,,67.5,,,74.9,1,0,0,37,43,1,36,0,6
Henry Yianakopolos,55285,S,RHODE ISLD,11,0,0,274,59.9,,,,,,57.6,,,75.7,1,0,0,49,5,1,28,4,2
Jake Fire,55299,LB,RHODE ISLD,11,0,0,274,58.8,,,,,,64.2,,,72.9,0,0,0,46,25,52,0,4,1
Ed Lee,55306,WR,RHODE ISLD,11,0,0,274,,,,,,,61.7,79.0,,67.9,0,0,0,0,2,1,0,38,0
Michael Crawford,55332,LB,TENN STATE,11,2,0,308,90.4,,,,,,91.7,,,85.3,0,0,0,52,44,51,62,42,3
Josh Trueheart,55336,TE,TENN STATE,2,0,0,308,,,60.0,,,,60.8,,,60.9,0,0,4,0,0,0,0,0,0
Tadarrius Patterson,55361,ED,TENN STATE,6,0,0,308,,,,,,,63.2,,,66.8,0,0,0,0,0,0,0,6,0
Nick Kovacs,55371,WR,SE LA,13,0,0,294,,,67.9,,,,62.4,,,61.3,0,0,75,0,0,0,0,0,0
Zamari Maxwell,55377,CB,INCAR WORD,14,0,0,189,59.8,,,,,,61.2,,,31.3,0,3,0,11,112,69,27,47,6
Mason Cholewa,55382,G,TOWSON,8,0,0,317,59.7,,71.1,,,,63.5,,,62.5,0,0,34,1,0,0,0,0,0
Emmanuel Logan-Greene,55409,WR,SE LA,3,0,0,294,,,,61.2,,,54.1,60.0,,64.3,0,0,0,0,2,7,1,1,0
Ty Hardimon,55428,S,SAMFORD,11,1,0,282,59.8,,,,,,66.3,,,74.9,0,0,0,57,15,3,0,11,0
Bryce Cross,55598,S,W ILLINOIS,10,0,0,345,59.6,,,,,,61.8,,,69.8,0,0,0,60,6,0,0,9,0
Coi Miller,55601,CB,HOUCHR,9,0,0,183,59.9,,,,,,62.7,,,72.9,0,0,0,55,1,5,0,16,0
Marquis Britten,55604,CB,GRAMBLING,5,0,0,177,59.8,,,73.2,,,58.8,65.5,,67.8,0,0,0,7,3,23,0,7,0
Robert Topps III,55611,S,TOWSON,11,0,0,317,59.9,,,,,,69.1,,,75.0,0,0,0,35,47,2,21,38,2
Emmanuel Flowers,55635,S,SAMFORD,11,0,0,282,59.7,,,,,,64.0,,,74.9,0,0,0,27,0,16,3,29,0
Aadreekis Conner,55637,S,ALAB A&M,11,0,0,104,59.9,,,,,,70.0,,,74.4,0,0,0,9,16,0,17,20,3
Tyrel Thomas,55641,CB,MONTANA ST,14,0,0,233,60.1,,,,,,71.3,,,82.2,0,0,0,6,82,0,10,47,5
Dyvine Wallace,55656,S,N ARIZONA,11,0,0,252,60.0,,,,,,57.0,,,63.6,1,2,0,32,44,67,20,38,0
Trey Williams,55661,CB,NWSTATE,8,0,0,257,59.6,,,,,,63.7,,,76.3,0,0,0,6,6,17,17,19,0
Kyriq McDonald,55774,S,MO STATE,9,0,0,230,60.0,,,,,,51.5,,,73.4,2,0,0,32,3,0,14,14,0
D'Andre Hicks,55784,WR,ROB MORRIS,1,0,0,277,,,,59.9,,,59.8,29.1,,63.2,0,0,0,0,0,3,0,3,0
Sy Dabney,55836,S,ILL STATE,11,1,0,188,60.2,,,,,,73.0,,,78.3,0,1,0,24,38,0,0,48,2
Aaron Cooper,55839,ED,N DAKOTA,12,2,0,249,59.9,,,,,,60.9,,,29.8,1,1,0,30,66,0,2,21,2
Deandre Lamont,55843,CB,ILL STATE,11,0,0,188,59.8,,,,,,70.2,,,79.3,0,0,0,36,3,0,0,57,1
Carthell Flowers-Lloyd,55869,LB,STNY BROOK,10,1,1,303,60.0,,,,,,58.2,,,29.6,2,2,0,52,27,0,62,8,3
Anthany Smith,55876,S,E WASHGTON,5,0,0,161,59.9,,,,,,66.1,,,64.6,0,0,0,24,5,0,0,4,1
Chris Coleman,55906,WR,CAL POLY,8,0,0,129,,,,,,,61.4,72.4,,67.6,0,0,0,0,2,0,2,21,0
Tye Freeland,55939,CB,WM & MARY,9,0,0,348,60.1,,,,,,61.4,60.0,,70.5,0,0,0,35,0,0,0,1,0
Wyryor Noil,55947,CB,IDAHO,12,0,0,185,60.3,,,,,,70.1,,,76.2,0,0,0,11,58,22,1,23,4
Juwan Burgess,55958,S,TOWSON,6,1,0,317,59.5,,,72.0,,,75.5,72.2,,70.7,0,0,0,17,18,27,1,8,2
Charles Peeler,55971,CB,DELWARE ST,11,0,0,152,59.8,,,,,,50.9,81.3,,29.2,0,1,0,41,0,1,0,56,0
Tamaurice Smith,56038,S,NC CENT,10,0,0,247,59.9,,,,,,57.8,,,71.8,2,0,0,7,64,1,0,12,0
Bradley Jones,56041,S,TENN MARTN,11,2,0,310,,,,,,,56.4,,,74.3,2,0,0,0,67,38,0,3,1
J'Marick Woods,56062,LB,N ALABAMA,1,0,0,389,60.0,,,,,,60.0,,,62.9,0,0,0,1,0,0,0,0,0
Raheme Fuller,56068,CB,TEXAS STHN,10,0,0,313,59.6,,,,,,51.6,,,71.9,0,1,0,35,0,2,0,19,0
Landon Guidry,56082,S,SAMFORD,4,0,0,282,,,,,,,46.7,,,73.8,0,1,0,0,12,0,0,10,0
Ty Okada,56089,CB,MONTANA ST,14,0,0,233,59.5,,,,,,64.5,,,29.3,0,1,0,47,1,0,0,49,0
Quinaz Turner,56092,S,MURRAY ST,11,0,0,236,59.4,,,,,,61.6,,,70.8,0,0,0,57,0,1,0,12,0
Cortez Roberts,56093,S,SACR HEART,4,0,0,280,59.9,,,,,,64.7,,,70.7,0,0,0,3,12,17,0,13,0
Jalen McKie,56126,CB,W ILLINOIS,10,0,0,345,59.4,,,,,,61.8,,,76.5,0,0,0,55,35,0,3,8,0
Dillon Thomas,56127,S,MO STATE,11,0,0,230,59.8,,,,,,66.1,,,71.8,0,0,0,41,2,0,0,12,0
Abel Ordaz,56156,S,SACRAMENTO,13,1,0,279,60.3,,60.6,,,,64.8,,,80.2,3,0,10,10,84,31,32,22,4
Marte Mapu,56159,S,SACRAMENTO,13,0,0,279,81.3,,,,,,86.6,,,73.8,0,0,0,47,29,0,0,52,2
Zay Brown,56168,S,CHATTNOOGA,11,3,0,137,59.8,,,,,,82.3,,,76.2,0,0,0,2,56,0,1,37,5
Ferlando Jordan,56179,CB,SE LA,13,1,0,294,59.2,,,59.9,,,71.1,,,81.9,0,0,0,40,54,58,2,53,2
Tyler Barnes,56190,S,MCNEESE,10,0,0,217,59.7,,,,,,60.1,,,71.4,0,0,0,44,5,5,29,10,0
Jabari Reddock,56194,CB,NWSTATE,9,0,0,257,59.5,,,,,,49.6,,,65.5,1,0,0,25,3,1,2,2,1
Randy Pringle,56195,CB,STNY BROOK,11,2,0,303,59.8,,,,,,54.5,,,75.5,4,1,0,53,28,0,61,0,0
John Corpac,56196,HB,STNY BROOK,2,0,0,303,,,,,,,60.0,,,66.3,0,0,0,0,0,6,0,0,0
Derrick Tucker,56224,S,TEXAS STHN,6,0,0,313,59.6,,,,,,65.4,,,69.3,0,0,0,19,5,5,0,5,1
Jaylin White,56235,CB,UC DAVIS,1,0,0,322,,,,,,,60.8,,,65.7,0,0,0,0,3,0,0,1,0
Devon King,56236,CB,UC DAVIS,11,0,0,322,60.0,,,,,,61.4,,,68.1,0,0,0,38,6,8,5,6,0
Trey Austin,56255,CB,DELAWARE,12,0,0,151,59.8,,,,,,81.1,,,81.6,0,0,0,3,24,41,0,47,2
Will Bunton,56280,CB,ROB MORRIS,9,0,0,277,60.1,,,,,,64.5,,,78.2,0,0,0,15,23,7,24,37,1
B.J. Thompson II,56330,ED,STF AUSTIN,11,0,0,301,57.8,,,,,,60.4,,,77.6,0,0,0,49,0,0,0,38,0
Joshua Johnson,56357,ED,CAMPBELL,9,0,0,131,77.6,,,,,,86.4,,,68.7,0,0,0,33,0,0,0,8,0
Cordarrius Bailey,56370,ED,N IOWA,10,0,0,255,58.4,,,,,,58.9,,,66.7,0,0,0,24,0,0,4,3,0
Anthony Payne,56382,DI,MO STATE,2,0,1,230,59.3,,,,,,31.1,,,24.9,0,1,0,5,0,0,0,0,0
Raffaele Salamone,56403,DI,MAINE,11,0,0,212,58.1,,,,,,59.0,,,68.5,0,0,0,36,0,0,0,7,0
Jamehl Wiley,56404,ED,MAINE,10,0,0,212,59.0,,,,,,59.6,,,67.2,0,0,0,25,0,0,0,1,0
Deari Todd,56406,ED,MONTANA,10,0,0,232,59.2,,,,,,60.7,,,67.6,0,0,0,19,0,0,0,5,0
Michael Scott,56459,ED,S DAKOTA,10,0,0,291,58.7,,,,,,61.0,,,72.8,0,0,0,42,0,0,0,16,0
Nathan Proctor Jr.,56474,DI,DUQUESNE,4,0,0,155,59.0,,,,,,59.2,,,65.5,0,0,0,13,0,0,0,0,0
Robert Porcher,56477,ED,NC A&T,6,0,0,246,58.9,,,,,,60.3,,,71.9,0,0,0,16,0,0,0,3,0
James Jackson,56488,ED,YNGTOWN ST,10,0,0,353,59.1,,,,,,59.6,,,68.6,0,0,0,25,0,0,3,1,0
Anthony Lang,56510,ED,ALBANY,11,0,0,106,59.1,,,,,,61.1,,,67.9,0,0,0,26,0,0,0,10,0
Caden Brown,56567,DI,CENT ARK,11,0,0,132,57.9,,,,,,59.3,,,69.2,0,0,0,31,0,0,24,7,0
Tre Turner,56580,ED,NC CENT,2,0,0,247,59.2,,,,,,59.4,,,64.3,0,0,0,6,0,0,0,0,0
Debore'ae McClain,56593,ED,E WASHGTON,9,0,0,161,58.5,,,,,,60.3,,,69.5,0,0,0,28,0,0,0,11,0
Mitchell Johnson,56594,ED,E WASHGTON,11,0,0,161,58.3,,71.8,61.8,,,60.2,,,31.7,0,1,35,60,1,4,56,26,2
Caleb Davis,56595,DI,E WASHGTON,7,0,0,161,57.9,,,,,,58.2,,,68.7,0,0,0,28,0,0,0,6,0
Kevin Victorian,56617,ED,PRVIEW A&M,11,0,0,270,58.5,,,,,,59.9,,,70.1,0,0,0,24,0,0,0,10,0
Wesley Green,56618,DI,GRAMBLING,10,0,0,177,57.8,,73.1,,,,61.6,,,74.3,0,0,32,31,0,0,0,7,0
Alexander Duke,56623,ED,ABILENE CH,2,0,0,100,59.8,,,,,,61.5,,,82.1,0,0,0,3,0,0,0,1,0
Nate DeGraw,56631,DI,IDAHO,12,0,0,185,57.7,,,,,,58.3,,,69.2,0,0,0,41,0,0,0,9,0
Tramar Reece,56645,ED,TOWSON,11,0,0,317,59.2,,24.7,,,,52.0,,,69.7,0,0,43,31,2,59,0,4,0
Chris Whittaker,56671,ED,INCAR WORD,13,0,0,189,59.0,,,,,,67.7,,,73.5,0,0,0,23,0,0,0,63,0
Brandon Gaddy,56694,DI,ALABAMA ST,11,1,0,105,74.1,,69.9,,,,77.0,,,29.7,0,1,28,34,4,2,4,22,1
Aaron Odom,56721,ED,AUSTINPEAY,8,0,0,116,58.5,,60.0,,,,59.8,,,74.2,0,0,1,26,0,0,0,3,0
Jordan Paup,56746,ED,ABILENE CH,10,0,0,100,59.6,,,,,,62.7,,,72.8,0,0,0,43,0,0,0,15,0
Quintin Seguin,56761,DI,CHARLES SO,8,0,0,135,79.9,,60.0,,,,88.1,,,71.3,0,0,1,32,0,0,2,7,0
Jalen Morrison,56763,DI,N DAKOTA,12,0,0,249,58.1,,,,,,58.5,,,69.5,0,0,0,53,0,0,4,6,0
Josh Cooper,56814,ED,SACRAMENTO,5,0,0,279,59.8,,,,,,63.1,,,68.1,0,0,0,6,13,0,0,2,0
Killian Rosko,56816,ED,SACRAMENTO,13,0,0,279,60.3,,,,,,65.8,,,72.9,0,0,0,44,0,0,0,27,0
Dylan Petti,56819,DI,LNDNWD,7,0,0,949,59.1,,,,,,59.7,,,67.2,0,0,0,25,0,0,0,1,0
Toby Ndukwe,56825,ED,SM HOUSTON,9,0,0,281,59.7,,,,,,61.3,,,68.0,0,0,0,28,3,0,0,4,0
Jalon Sheffield,56830,ED,GRAMBLING,5,0,0,177,58.6,,,,,,58.4,,,67.9,0,0,0,18,0,0,8,0,0
Tainano Gaulua,56842,DI,SE LA,8,0,0,294,58.8,,65.7,,,,51.4,,,28.0,0,1,20,21,0,0,13,4,0
Andrew Cole,56848,DI,ALCORN ST,4,0,0,107,58.8,,60.0,,,,59.1,,,66.3,0,0,2,7,0,0,0,1,0
Malik Burns,56864,ED,BETH COOK,4,0,0,119,59.4,,60.0,,,,28.7,,,65.3,0,0,8,8,0,0,8,0,0
Aaron Calcote,56880,ED,NICHOLLS,9,2,0,243,59.6,,,,,,77.5,,,71.2,0,0,0,5,26,3,0,13,2
Carl Fowler,56954,DI,WM & MARY,13,0,1,348,57.9,,,,,,59.2,,,72.6,0,1,0,43,0,0,0,13,0
Segun Ijiyera,56982,DI,TARLETON,11,0,0,401,57.7,,,,,,57.5,,,67.9,0,0,0,38,0,0,0,3,0
Zacchaeus McKinney,57018,ED,INCAR WORD,11,0,0,189,58.8,,,,,,59.1,,,66.6,0,0,0,26,0,0,0,1,0
Troy James,57019,DI,PRVIEW A&M,9,0,0,270,57.7,,74.3,,,,62.5,,,75.6,0,0,47,30,0,0,29,12,0
Cameron Washington,57022,DI,W ILLINOIS,11,0,0,345,58.1,,69.4,,,,60.7,,,70.0,0,0,28,59,0,0,57,5,0
Carlton Smith,57059,ED,HOUCHR,4,0,0,183,,,,,,,64.4,,,74.5,1,0,0,0,15,19,0,12,1
R.J. Fitzgerald,57073,FB,MONTANA ST,14,2,0,233,,,,54.6,,,67.0,,,65.6,2,1,0,0,92,75,37,49,3
Qua'Shawn Washington,57115,LB,TARLETON,9,0,0,401,59.8,,,,,,60.9,,,66.6,0,0,0,40,0,0,0,3,0
Devan Barrett,57152,CB,INCAR WORD,9,0,0,189,60.0,,,,,,66.4,,,74.1,0,0,0,5,19,0,0,28,0
Matt LaRoche,57213,HB,JVILLE ST,1,0,0,196,,,,,,,62.7,,,71.4,0,0,0,0,8,0,0,0,0
Roshaun Johnson,57235,HB,IDAHO,9,1,0,185,,,,,,,53.3,,,29.2,0,1,0,0,14,43,27,0,0
Dom Williams,57256,HB,N IOWA,9,0,0,255,,,,59.1,,,59.5,60.3,,69.0,0,0,0,0,0,37,0,1,0
Bobby Cole,57331,HB,SO UTAH,5,0,0,298,,,,,,,58.2,,,71.1,1,0,0,0,24,0,0,0,2
Erin Collins,57342,HB,W ILLINOIS,1,0,0,345,,,,,,,60.0,,,64.5,0,0,0,0,0,0,2,0,0
