player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Stefan Williams,22300,ED,CHARLES SO,2,0,0,,0,0,135,0,0,60.0,62.2,73.5,58.5,62.4,70.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,1,15,13,0,2,3,8,0,2,5,9,0,1,1,0,0,0,0,0,0,
Raleigh Webb,22373,WR,CITADEL,1,0,0,,0,0,139,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,3,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Jordan Jones,22379,CB,CHATTNOOGA,11,6,0,67.9,0,1,137,0,0,73.9,71.2,48.3,45.6,64.9,68.0,0,1,0,0,57,12.2,5,0,2,129.5,19,0,0,127,530,332,665,6,0,0,6,0,1,659,3,330,1,11,30,1,28,1,3,236,97,12.4
Jarrod Stanley,22430,CB,CHARLES SO,4,1,0,60.0,0,0,135,0,0,59.4,60.6,0.0,,71.9,55.7,0,0,0,1,60,21.1,4,2,3,116.0,9,0,0,23,129,81,155,0,0,0,0,0,0,155,0,74,3,6,14,3,15,0,2,203,81,22.6
Eli Shepherd,22469,DI,CHATTNOOGA,1,0,0,,0,0,137,0,0,,67.7,68.3,58.6,62.5,70.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,3,1,0,1,1,1,0,0,0,0,0,
Nick Salley,22617,ED,CHARLES SO,10,8,0,100.0,0,0,135,1,0,75.6,65.0,89.8,59.4,64.4,50.7,2,14,0,0,15,22.6,7,0,0,118.8,1,4,0,4,0,9,576,571,0,0,558,13,0,5,312,255,1,16,16,3,1,20,0,15,17,15.0
Raemo Trevino,22649,ED,IDAHO ST,11,6,0,,0,0,186,0,0,59.0,59.5,61.3,58.3,62.0,35.8,2,7,0,0,,21.4,6,0,1,0.0,0,0,0,4,0,0,374,369,32,76,90,171,0,5,195,179,0,13,16,1,0,9,0,0,0,
Edward King,22770,LB,CHARLES SO,2,0,0,100.0,0,0,135,0,0,63.8,71.4,75.7,82.4,64.3,60.7,1,0,0,0,24,14.3,1,0,0,104.2,2,1,0,39,0,20,42,0,0,0,0,0,1,42,1,21,2,3,6,0,2,2,0,18,4,9.0
Kelvin Broome Jr.,23025,LB,INDIANA ST,10,7,0,57.1,0,0,191,1,0,61.5,47.3,81.8,60.8,33.5,51.1,0,3,0,0,41,21.7,5,1,0,94.9,4,1,0,255,0,117,287,19,0,0,19,0,0,268,37,133,13,6,11,1,7,4,0,76,24,19.0
Najee Reams,23773,CB,NC A&T,10,8,0,61.7,0,1,246,0,0,57.3,61.8,88.1,,75.6,65.0,0,0,0,0,76,15.3,9,3,4,108.8,29,0,0,84,327,372,693,2,0,0,2,0,109,691,0,321,169,17,42,1,47,0,2,464,226,16.0
Matt Stevens,23774,LB,NC CENT,9,4,0,76.9,0,0,247,0,0,76.8,70.9,79.3,56.5,61.9,78.3,0,3,0,0,34,7.7,2,1,0,96.0,10,0,0,133,0,75,154,2,0,0,2,0,0,152,12,67,19,11,20,0,13,3,0,93,51,9.3
Jordan Canady,23841,S,N DAKOTA,9,11,0,77.3,0,1,249,0,0,62.9,67.1,85.0,57.7,74.3,77.7,0,0,0,1,51,10.6,5,1,1,130.9,17,0,0,121,8,194,383,10,0,0,10,0,127,373,4,185,117,9,31,2,22,0,3,231,87,13.6
Isaiah Capoocia,23847,CB,SACRAMENTO,1,0,0,,0,0,279,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Kevin Johnson,23904,CB,NICHOLLS,11,0,0,51.6,1,1,243,1,1,77.7,74.8,11.6,84.6,58.1,70.4,2,4,0,2,31,10.7,3,2,2,60.6,16,1,0,92,22,253,445,78,0,0,78,0,6,367,40,152,247,12,25,3,31,7,2,155,44,9.7
Harrison Poole,24102,CB,MERCER,10,4,0,64.3,0,1,219,0,0,69.5,68.1,84.6,54.9,63.4,80.8,0,1,0,0,21,5.7,2,0,0,89.0,18,0,0,53,149,152,363,4,0,0,4,0,27,359,5,206,130,8,29,2,28,1,1,144,47,8.0
Ray Haas,24109,LB,N DAKOTA,1,0,0,50.0,0,0,249,0,0,75.9,80.1,78.8,65.5,75.1,76.5,0,0,0,1,11,0.0,0,1,0,27.1,1,0,0,1,0,15,31,8,0,0,8,0,0,23,3,13,22,1,2,0,2,0,0,11,6,11.0
Jerome Brooks III,24531,S,LIUSHAR,10,14,0,55.6,0,0,1298,0,0,73.7,68.5,87.4,51.7,56.4,51.1,2,0,0,2,42,20.0,15,4,2,88.0,15,0,0,249,2,289,568,4,0,0,4,0,138,564,9,270,174,9,46,1,27,2,5,200,80,13.3
Brandon Brown,24535,LB,WOFFORD,3,7,0,66.7,0,0,350,0,0,46.2,54.0,77.8,54.4,63.0,77.4,2,0,0,0,13,6.7,1,0,0,89.6,2,0,0,135,0,61,143,7,0,0,7,0,0,136,5,77,1,3,7,0,3,2,0,23,8,11.5
Evan Holm,24702,CB,N DAKOTA,10,6,0,71.8,1,0,249,1,0,75.8,78.7,85.0,52.2,85.0,79.2,0,1,0,1,24,8.2,4,4,2,104.0,28,0,0,29,320,215,414,17,0,0,17,0,1,397,5,194,46,9,39,2,39,1,3,254,105,9.1
Wyatt Hjelm,24707,ED,SACRAMENTO,12,6,0,0.0,0,0,279,0,0,57.5,60.5,64.3,60.5,61.3,49.7,1,10,0,0,,21.7,5,0,1,39.6,0,0,0,0,0,2,433,433,0,20,232,181,0,0,232,199,0,9,12,0,1,11,0,0,0,
Jaxson Turner,24955,ED,N DAKOTA,10,10,2,76.9,0,0,249,0,0,72.1,77.6,91.8,79.1,70.6,62.5,4,14,0,0,18,15.9,7,0,0,92.8,10,4,0,9,0,95,461,322,0,0,322,0,0,139,138,228,130,23,27,1,13,22,0,83,61,8.3
Josiah Erickson,25044,ED,SACRAMENTO,12,6,0,85.7,0,2,279,0,0,66.2,76.6,53.1,72.6,78.0,75.9,7,17,0,0,10,10.2,5,0,2,86.9,6,7,1,7,0,48,490,483,0,0,481,2,0,7,236,206,0,35,38,11,7,31,0,34,38,5.7
Jace Lewis,25213,LB,MONTANA,13,19,0,55.2,0,3,232,1,0,78.9,89.9,82.7,83.1,90.9,73.4,8,23,0,0,19,12.0,13,2,0,77.8,16,5,0,736,2,348,876,112,0,0,112,0,5,764,195,333,20,58,76,9,29,36,1,127,102,7.9
Jalen Phelps,26343,CB,JAMES MAD,5,2,0,66.7,0,0,197,1,0,62.4,61.2,83.3,61.2,53.5,66.2,0,0,0,0,13,11.1,1,0,0,83.3,4,0,0,8,5,53,80,17,0,0,17,0,9,63,6,21,41,3,6,0,6,0,0,37,27,9.3
Jared Folks,26468,LB,E TENN ST,11,27,0,64.7,0,0,157,0,0,71.9,81.4,57.9,75.2,76.3,90.6,3,16,0,1,16,3.0,3,0,1,93.3,11,2,0,703,0,271,729,12,0,0,12,0,8,717,96,362,5,41,70,3,17,21,2,92,77,8.4
Javian Smith,26638,CB,MO STATE,5,1,0,25.0,0,0,230,0,0,63.1,64.8,78.6,,69.1,53.7,0,0,0,0,18,20.0,1,2,0,45.8,1,0,0,2,77,51,89,0,0,0,0,0,9,89,0,38,1,0,3,0,4,0,0,18,5,18.0
DeValon Whitcomb,28665,DI,S DAKOTA,10,8,0,,0,0,291,1,0,60.0,70.0,85.7,53.9,79.4,51.2,0,4,0,0,,13.6,3,0,0,0.0,0,1,0,0,0,0,434,434,118,307,1,8,0,0,231,203,0,8,11,0,0,5,0,0,0,
Jared Harrell,28840,WR,UC DAVIS,1,0,0,,0,0,322,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Mekhi Stevenson,28983,WR,IDAHO,2,0,0,,0,0,185,0,0,,44.2,60.0,,42.9,21.3,0,0,0,0,,100.0,1,0,1,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,
Jerone Jackson,30281,S,N COLORADO,11,13,0,62.5,0,0,253,0,0,66.5,62.6,23.8,64.3,57.0,52.8,2,1,0,0,53,19.0,15,3,3,113.2,25,2,0,234,13,375,738,23,0,0,23,0,282,715,13,350,186,24,51,2,40,5,3,327,155,13.1
Colby Reeder,30285,LB,DELAWARE,7,9,1,60.0,0,0,151,0,0,61.7,77.6,39.9,88.7,77.3,65.8,5,3,0,1,21,16.7,8,0,1,39.2,6,3,0,320,2,158,390,45,3,0,42,0,2,345,42,190,20,18,31,3,10,11,0,64,52,10.7
Nijuel Hill,30346,CB,DELAWARE,10,6,0,46.5,0,1,151,0,0,73.3,74.2,85.2,67.1,73.3,58.4,1,0,0,0,25,17.1,6,5,1,69.5,20,0,0,101,398,270,548,32,0,0,32,0,1,516,5,273,15,12,23,4,43,1,1,216,75,10.8
Kelvin Azanama,30425,LB,JAMES MAD,13,23,0,79.2,0,0,197,1,0,63.8,71.5,82.9,55.2,77.9,74.4,0,8,0,0,18,9.9,9,1,0,91.5,19,2,0,604,2,326,698,34,0,0,34,0,3,664,58,314,54,40,59,4,24,10,0,143,99,7.5
ShawnTrez Spates,33073,CB,W ILLINOIS,5,0,0,50.0,0,0,345,0,0,63.5,58.3,80.9,57.3,35.7,38.2,0,0,0,0,39,33.3,4,2,3,94.1,6,0,0,13,166,103,192,1,0,0,1,0,0,191,3,86,12,6,8,2,12,0,1,65,22,10.8
Nathan Grant,33166,ED,CENT ARK,11,4,0,,0,0,132,0,0,82.1,77.1,54.0,69.3,71.6,57.3,3,9,0,0,,20.0,4,1,1,0.0,0,3,0,2,0,2,266,263,2,30,177,54,0,3,154,110,1,11,12,2,0,15,0,0,0,
J.W. Jones,33251,ED,CENT ARK,11,5,0,,0,1,132,0,0,62.1,62.5,52.4,64.4,58.9,39.9,5,25,0,0,,25.0,7,0,2,0.0,0,2,0,0,0,1,496,496,1,16,415,64,0,0,299,196,0,16,16,1,0,32,0,0,0,
Eric Johnson,33698,DI,MO STATE,12,12,3,,0,2,230,1,0,64.5,80.1,72.7,64.5,87.0,68.3,1,29,0,0,,8.5,4,0,1,0.0,0,2,0,1,0,0,671,670,158,486,0,26,0,1,379,292,0,28,31,5,0,32,0,0,0,
Nick Harper Jr.,33892,CB,TENN STATE,10,6,0,40.0,1,0,308,0,0,69.4,71.0,29.6,51.6,80.0,63.5,0,0,0,0,53,13.5,5,2,2,74.2,12,0,0,18,390,225,431,5,0,0,5,0,5,426,3,203,13,5,26,1,30,0,1,199,36,16.6
Eryk Preston,33903,ED,W ILLINOIS,7,2,1,0.0,0,0,345,0,0,87.5,57.2,18.7,57.4,54.7,34.8,0,6,0,0,,37.5,3,1,2,39.6,0,0,0,8,0,4,217,209,0,0,209,0,0,8,109,104,0,3,3,2,1,6,0,0,0,
Omar Hicks,33988,CB,MONTANA,13,5,0,48.4,1,0,232,1,0,73.1,75.5,47.8,50.2,88.1,60.1,0,2,0,1,60,11.1,6,7,3,72.6,30,0,0,54,587,390,649,8,0,0,8,0,0,641,9,250,0,18,43,3,62,2,2,389,173,13.0
Tyler Lovelace,34086,LB,MO STATE,10,6,0,100.0,0,0,230,0,0,62.7,73.9,85.0,67.5,80.8,79.4,1,4,0,0,18,9.7,3,0,0,131.3,7,2,0,136,21,107,275,96,0,0,96,0,0,179,41,127,22,17,22,2,7,7,1,42,30,6.0
Jordan Williams,34541,ED,MERCER,10,1,0,60.0,0,0,219,0,0,51.2,66.3,40.4,79.7,65.1,50.7,3,3,0,0,18,21.1,4,0,1,87.9,3,1,0,18,1,33,193,159,0,0,158,1,0,34,52,108,14,9,14,2,5,7,0,43,14,14.3
Alonzo Craighton,34672,S,N ALABAMA,11,11,0,44.4,0,1,389,0,0,76.8,80.3,51.8,57.9,86.6,87.5,0,0,0,2,37,6.5,4,0,1,26.6,8,0,0,143,23,332,669,30,0,0,30,0,361,639,5,332,112,11,47,1,18,0,0,117,41,14.6
Eddie Gonzales III,35429,DI,N COLORADO,9,12,0,,0,0,253,0,0,69.2,81.4,84.7,62.5,87.6,78.0,1,8,0,0,,7.1,2,1,0,0.0,0,4,0,3,0,1,355,352,126,155,40,31,0,3,178,176,0,12,14,3,0,13,0,0,0,
Inoke Moala,35979,ED,INDIANA ST,11,5,0,100.0,0,2,191,0,0,60.3,86.2,85.4,84.6,78.5,63.3,5,30,0,0,5,14.7,5,0,0,87.5,1,9,1,17,0,3,477,460,4,52,208,196,0,17,275,199,0,24,24,4,1,44,0,5,9,5.0
Taylor Powell,35983,LB,SACRAMENTO,10,19,0,64.7,0,0,279,1,0,66.8,70.9,4.4,71.3,73.2,61.0,0,5,0,0,13,15.5,9,2,2,75.6,11,2,0,363,0,193,429,13,0,0,13,0,1,416,50,186,52,15,30,2,17,7,0,80,43,7.3
Richie Kittles,36137,S,NC A&T,10,16,0,88.9,1,0,246,1,0,39.8,56.5,85.5,62.4,78.9,68.2,1,3,0,0,29,13.4,9,0,2,120.1,24,0,0,213,16,276,527,55,0,0,55,0,121,472,11,240,121,19,42,4,27,4,1,266,137,11.1
Brandon Lopez,36327,DI,STNY BROOK,11,5,1,,0,0,303,1,0,56.9,68.1,38.3,67.4,69.2,51.9,2,12,0,0,,16.7,4,0,3,0.0,0,2,0,1,0,1,561,560,203,333,4,20,0,1,294,266,0,13,15,5,0,16,0,0,0,
Tristen Vance,39045,LB,N ARIZONA,11,26,0,80.0,0,1,252,0,0,60.5,60.1,29.8,55.9,62.6,90.1,0,7,0,0,23,5.7,5,1,2,121.4,24,1,0,624,1,371,725,34,0,0,34,0,8,691,59,295,58,31,56,6,30,8,2,234,166,9.8
Jack Sendelbach,39346,LB,E WASHGTON,11,31,1,78.8,0,1,161,0,0,74.6,80.8,86.0,79.2,74.9,51.6,5,12,0,0,39,16.2,22,1,0,96.5,26,1,1,717,0,373,744,8,1,0,7,0,7,736,60,311,12,58,83,12,33,18,0,236,148,9.1
Tolu Ogunrinde,40057,ED,S DAK ST,14,6,0,100.0,2,1,292,0,0,61.6,69.8,48.1,74.6,62.1,34.8,3,25,0,0,1,33.3,8,0,2,79.2,1,6,0,13,0,16,436,423,0,2,388,33,0,13,245,175,0,13,10,3,1,34,0,1,6,1.0
Dee Anderson,40225,WR,ALAB A&M,1,0,0,,1,0,104,0,0,60.0,60.0,63.1,,,,0,0,0,0,,,0,0,3,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
Quayvon Skanes,40233,WR,GARD-WEBB,1,0,0,,1,0,171,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Stephen Davis Jr.,40349,S,NC A&T,10,2,0,66.7,0,0,246,1,1,90.4,84.1,0.0,71.0,63.7,60.5,1,1,0,0,14,16.7,2,4,1,70.1,4,2,0,51,8,51,126,15,0,0,15,0,27,111,15,60,24,6,8,1,6,4,0,15,2,3.8
Gavin Landry,40442,WR,NWSTATE,1,0,0,,0,0,257,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Austin Hogancamp,40464,DI,MURRAY ST,3,0,0,,0,0,236,0,0,,60.4,72.4,56.9,62.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,15,15,1,9,0,5,0,0,7,8,0,0,0,0,0,0,0,0,0,
Erron Duncan,40542,S,UC DAVIS,12,11,0,61.1,0,0,322,0,0,66.0,67.1,86.2,55.7,68.5,59.4,0,0,0,2,30,16.7,9,3,1,71.2,22,0,0,188,16,433,697,0,0,0,0,0,339,697,5,259,152,10,34,0,36,0,1,277,106,12.6
Darius Whitfield,40639,ED,NWSTATE,10,4,0,,0,0,257,0,0,60.0,57.6,47.4,60.3,56.8,29.1,0,5,0,0,,28.6,4,0,1,0.0,0,2,0,0,0,0,242,242,0,34,69,139,0,0,113,129,0,4,6,1,0,7,0,0,0,
Donnavan Spencer,40715,HB,S ILLINOIS,1,0,0,,0,0,295,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Peter Fallon,40974,DI,VILLANOVA,13,3,0,,1,1,334,0,0,,73.3,42.8,75.9,70.8,79.4,0,9,0,0,,0.0,0,0,2,0.0,0,2,0,0,0,0,367,367,332,35,0,0,0,0,164,203,0,9,9,0,0,11,0,0,0,
Joe Patterson,40990,S,S ILLINOIS,7,4,0,87.5,0,0,295,0,0,68.1,68.4,80.4,69.5,62.0,70.2,1,1,0,0,21,10.0,1,0,0,98.4,7,1,0,30,6,60,137,0,0,0,0,0,33,137,8,69,67,3,5,0,8,3,0,61,39,8.7
Zabrian Moore,41207,WR,ALAB A&M,1,0,0,,1,0,104,0,0,60.0,60.0,64.7,,,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
Dae'Lun Darien,41244,LB,DELAWARE,10,7,0,44.4,0,0,151,0,0,69.5,69.6,85.7,66.2,66.3,62.9,2,1,0,0,9,17.2,5,0,0,51.6,4,2,0,69,2,77,264,115,0,0,112,3,0,149,40,147,78,13,17,2,9,5,0,11,14,2.8
Brennon Tibbs,41252,WR,SM HOUSTON,1,0,0,,0,0,281,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Austin Chambers,41398,DI,MAINE,11,16,1,,0,0,212,0,0,58.4,72.7,87.9,59.3,76.7,75.8,0,5,0,0,,2.9,1,0,0,0.0,0,0,0,0,0,0,421,420,212,204,1,3,0,1,188,233,0,13,17,0,0,5,0,0,0,
Detrel Rush,41399,ED,PRESBYTERN,1,0,0,,0,0,271,0,0,,68.0,73.0,68.9,60.6,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,17,17,0,6,0,11,0,0,12,5,0,0,0,0,0,0,0,0,0,
Randall Smith,41551,DI,ALABAMA ST,5,0,0,,0,0,105,0,0,,65.8,75.0,57.8,71.4,73.5,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,29,29,1,20,5,3,0,0,23,6,0,2,2,0,0,1,0,0,0,
Christian Clark,41581,DI,ALABAMA ST,11,10,0,,3,0,105,0,0,60.0,63.7,17.8,60.2,68.0,82.9,0,3,0,0,,0.0,0,0,4,0.0,0,1,0,2,0,0,337,334,128,201,0,5,0,3,158,179,0,14,23,3,0,4,0,0,0,
Roy Baker,41757,CB,E KENTUCKY,9,4,0,54.2,0,0,159,0,0,74.6,75.7,24.0,56.4,83.1,71.2,0,0,0,1,50,9.1,2,2,2,58.5,13,0,0,25,353,200,380,1,0,0,1,0,1,379,3,177,0,5,16,2,24,0,0,165,75,12.7
Tim Wilson Jr.,41965,WR,SE LA,1,0,0,,1,0,294,0,0,60.0,60.0,64.7,,,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
Lamar Anderson,41969,S,SAMFORD,8,11,0,58.1,0,1,282,0,0,52.5,62.2,87.2,82.0,78.6,70.7,0,1,0,1,88,12.0,6,1,1,124.7,18,1,0,138,4,219,446,8,0,0,8,0,71,438,2,225,225,15,33,0,31,2,5,358,180,19.9
Daeshawn Stephens,42003,WR,NC CENT,1,0,0,,0,0,247,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Malik Grate,42004,CB,CAMPBELL,11,2,0,49.1,0,0,131,1,0,64.0,64.8,5.3,60.0,75.0,73.1,1,0,0,2,68,10.5,4,9,5,81.1,27,0,0,11,493,312,560,3,0,0,3,0,2,557,1,247,49,8,32,0,55,1,3,463,156,17.1
Marcel Myers,42041,CB,BRYANT,8,2,0,66.7,0,0,124,0,0,38.8,46.7,81.2,,73.8,67.3,0,0,0,0,19,11.1,1,1,1,132.4,6,0,0,11,47,49,107,3,0,0,3,0,0,104,0,58,45,1,6,0,9,0,2,76,32,12.7
D'Carrious Stephens,42075,LB,TENN MARTN,13,12,3,68.0,0,0,310,1,0,65.3,75.3,86.3,62.1,79.6,62.8,3,3,0,2,45,14.8,12,0,0,85.9,17,1,0,573,1,274,631,40,0,1,39,0,4,591,75,282,13,41,57,6,25,7,2,203,151,11.9
David DuBose,42182,ED,TENN MARTN,13,10,1,,0,0,310,0,0,42.2,63.9,36.0,57.7,72.9,65.3,2,21,0,0,,15.2,5,0,3,0.0,0,2,0,18,0,3,604,584,11,88,121,364,0,20,342,259,2,14,18,3,0,25,0,0,0,
Sylvaughn Turner,42214,CB,SAMFORD,11,7,0,70.0,0,1,282,0,0,67.1,69.8,48.4,55.7,79.5,55.7,0,0,0,1,33,17.3,9,2,2,88.6,21,0,0,55,570,272,653,20,0,0,20,0,0,633,3,378,7,13,36,3,30,0,1,223,50,10.6
Curtis Roach,42381,CB,W CAROLINA,1,0,0,100.0,0,0,344,0,0,56.7,57.2,75.5,58.9,61.2,,0,0,0,0,7,,0,0,0,95.8,1,0,0,1,0,9,17,2,0,0,2,0,0,15,1,7,14,0,0,0,1,0,0,7,11,7.0
DeCarlo Hamilton,42436,DI,ARKAPB,11,8,0,,1,0,112,1,0,61.0,68.2,35.7,63.6,71.4,70.9,0,8,0,0,,0.0,0,0,2,0.0,0,1,0,0,0,1,342,342,116,219,1,6,0,0,181,160,0,6,7,3,0,9,0,0,0,
Jordan Eastling,42441,CB,SOUTHERN U,11,5,0,80.0,0,0,297,0,0,61.5,62.9,83.2,58.3,66.5,62.4,0,0,0,0,18,16.7,4,0,1,121.1,12,0,0,31,16,133,234,5,0,0,5,0,0,229,3,98,182,3,15,0,15,0,1,116,57,9.7
Zaire Jones,42457,S,YNGTOWN ST,10,12,0,72.2,1,1,353,1,0,60.3,59.5,0.0,67.5,63.8,50.0,0,1,0,1,27,20.0,10,0,4,116.2,13,0,0,137,8,262,463,22,0,0,22,0,203,441,8,193,93,10,28,0,18,1,4,162,66,12.5
Tyler Carswell,42525,S,ALBANY,3,4,0,66.7,0,0,106,0,0,75.0,74.7,84.0,,71.1,67.7,0,0,0,1,12,13.0,3,1,0,40.3,4,0,0,39,0,78,178,0,0,0,0,0,68,178,0,100,71,2,16,0,6,0,0,32,24,8.0
Troy Hilton,42530,CB,FL A&M,9,0,0,53.8,0,0,164,0,0,58.9,60.3,82.1,,65.0,34.7,0,0,0,0,15,25.0,2,0,0,70.7,7,0,0,2,124,75,132,2,0,0,2,0,0,130,0,57,1,0,6,0,13,0,0,74,23,10.6
Brandon Burton,42537,S,MURRAY ST,10,3,0,0.0,0,0,236,0,0,63.6,70.0,84.3,67.5,72.7,45.1,1,3,0,0,,22.2,4,0,0,39.6,0,1,0,51,1,52,170,58,0,0,58,0,7,112,26,92,53,6,11,2,2,5,0,0,0,
