player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Noah Walters,164315,QB,N ALABAMA,11,67.0,364,384,8.5,2.42,6,19,4.6,58.3,224,0,105,8.2,420,20,-0.09,117,389,53.7,69.8,63.6,72.0,3,13,447,1,40.2,15.2,80.1,3.8,16,20,0,11,21,19,4.3,2333,6.1
Zevi Eckhaus,148535,QB,BRYANT,11,72.9,361,383,9.9,2.72,9,29,7.1,62.4,239,0,118,9.1,452,24,0.21,166,124,67.4,90.3,86.6,77.2,6,7,480,2,50.4,16.9,102.6,4.4,20,48,2,5,28,15,3.1,2921,7.6
CJ Montes,146114,QB,FORDHAM,11,72.6,361,382,12.0,2.82,5,22,5.4,63.1,241,0,126,8.0,452,21,0.16,155,168,69.0,82.4,85.3,53.2,3,1,480,3,49.3,21.4,108.8,6.0,27,43,0,13,26,5,1.0,2987,7.8
Will McElvain,88639,QB,CENT ARK,11,72.7,355,378,7.4,2.66,3,12,3.0,63.0,238,0,112,7.8,417,20,0.01,126,132,66.3,76.5,75.4,66.6,1,5,442,4,42.7,19.6,97.3,5.3,22,16,1,18,24,9,2.0,2457,6.5
Kekoa Visperas,147588,QB,E WASHGTON,10,73.3,359,378,8.2,2.72,6,22,5.6,65.9,249,0,134,5.3,423,14,0.14,145,161,56.5,77.2,77.0,60.3,2,10,440,0,47.3,11.9,93.0,3.8,16,29,0,11,19,15,3.4,2751,7.3
Jeremy Moussa,75887,QB,FL A&M,12,69.6,359,375,9.4,2.4,1,20,5.1,57.1,214,1,95,14.4,403,36,0.11,135,164,66.6,81.3,79.2,71.0,7,10,425,5,45.4,16.8,90.2,4.0,16,9,1,7,22,15,3.5,2888,7.7
Kasim Hill,60444,QB,RHODE ISLD,11,73.3,345,375,10.3,2.55,4,22,5.5,58.7,220,1,114,13.0,416,33,0.07,132,274,50.1,71.6,73.5,54.6,3,10,438,5,45.2,19.3,90.0,5.3,22,19,3,20,18,18,4.1,3073,8.2
Jameson Wang,148782,QB,CORNELL,10,75.5,355,375,7.9,2.74,6,19,4.9,64.8,243,0,94,9.3,418,25,0.02,133,147,43.0,86.0,78.5,81.3,2,8,434,3,45.2,13.8,82.2,3.1,13,30,0,12,8,14,3.2,2509,6.7
Mitch Davidson,138334,QB,YNGTOWN ST,13,77.1,353,369,8.7,2.71,2,21,5.4,69.1,255,0,109,6.3,418,17,0.25,150,353,48.9,82.7,83.3,60.6,4,6,437,5,51.0,16.5,109.5,4.3,18,29,0,10,24,13,3.0,3093,8.4
Nic Baker,87541,QB,S ILLINOIS,13,74.3,339,365,8.3,2.96,12,19,5.0,64.4,235,0,161,6.7,443,17,0.02,136,295,50.8,80.9,84.1,51.2,5,7,462,3,42.4,24.8,94.3,9.0,40,38,0,9,17,12,2.6,2719,7.4
Miles Hastings,103943,QB,UC DAVIS,11,73.0,341,362,8.0,2.23,4,9,2.3,63.8,231,0,71,7.2,376,18,-0.1,122,322,57.3,76.5,77.3,51.8,2,10,398,2,43.4,12.7,84.1,2.4,9,5,0,15,14,16,4.0,2389,6.6
Mike DiLiello,121801,QB,AUSTINPEAY,12,73.7,353,360,9.8,2.41,4,32,8.3,66.9,241,0,100,7.3,411,19,0.03,114,116,67.2,90.0,85.7,78.3,1,10,441,6,39.4,39.0,108.9,9.5,39,6,0,2,28,12,2.7,3168,8.8
Jordan Cooke,175116,QB,IDAHO ST,11,66.0,344,358,9.1,2.66,4,23,6.1,59.2,212,0,120,6.6,394,15,-0.08,115,186,36.8,60.6,62.7,46.1,0,13,414,0,38.6,19.2,76.2,5.8,23,13,0,10,12,20,4.8,2467,6.9
Kinkead Dent,99132,QB,TENN MARTN,11,64.8,330,357,10.7,2.65,10,14,3.8,53.8,192,0,120,10.3,388,22,0.01,124,310,60.5,70.5,66.0,71.5,8,8,402,4,40.7,9.2,87.8,2.8,11,18,0,9,25,17,4.2,2303,6.5
Gevani McCoy,147609,QB,IDAHO,12,72.9,332,355,9.8,2.93,4,20,5.3,64.8,230,0,162,5.0,430,12,0.05,146,185,54.0,85.7,85.7,63.4,5,8,456,1,47.0,18.5,95.0,7.0,30,45,0,14,15,9,2.0,2919,8.2
Blake Stenstrom,82106,QB,PRINCETON,10,72.9,325,351,8.4,2.75,11,15,4.1,59.3,208,0,123,12.2,395,29,-0.14,97,272,55.8,75.2,74.9,61.9,5,5,414,2,37.2,21.1,84.7,6.6,26,18,0,10,13,13,3.1,2259,6.4
Justin Miller,103941,QB,SO UTAH,11,70.7,317,350,10.3,2.79,6,25,6.8,59.7,209,0,115,6.7,382,15,0.16,139,298,50.4,81.5,81.8,52.5,11,9,400,0,42.4,7.8,98.0,2.4,9,20,0,16,28,17,4.3,2537,7.2
Brian Maurer,99123,QB,STF AUSTIN,10,64.6,328,345,8.9,2.38,6,10,2.8,56.5,195,0,71,8.0,367,17,-0.07,98,301,60.4,64.1,63.2,61.5,2,9,385,3,41.4,15.5,76.7,3.0,11,11,0,9,14,11,2.9,2062,6.0
Tyler Knoop,108982,QB,GEORGETOWN,10,73.8,325,345,8.3,2.59,12,16,4.3,64.6,223,0,128,7.1,398,17,0.08,136,172,67.4,76.0,75.8,63.1,2,10,422,5,45.2,13.3,90.9,4.3,17,32,0,6,19,12,2.8,2374,6.9
Ralph Rucker IV,144625,QB,BUCKNELL,10,71.0,317,344,10.2,2.76,7,22,6.1,61.0,210,0,161,6.7,419,15,0.11,133,125,49.1,86.7,84.1,69.9,2,5,444,1,44.9,20.5,97.8,7.9,33,38,0,18,21,11,2.5,2526,7.3
Matt Morrissey,148177,QB,W ILLINOIS,11,74.0,300,341,7.4,2.88,8,12,3.3,60.4,206,0,188,7.2,417,16,-0.22,107,345,49.3,71.6,74.0,53.5,7,7,438,6,36.9,26.6,81.3,12.0,50,24,0,26,13,12,2.7,2023,5.9
Theo Day,83515,QB,N IOWA,11,69.5,328,341,11.4,2.82,6,25,7.0,60.1,205,0,143,10.1,389,23,0.04,145,255,64.4,80.3,80.3,53.6,5,15,407,1,46.5,21.7,84.5,8.0,31,17,1,1,16,22,5.4,2864,8.4
Quinton Williams,102366,QB,HOWARD,12,67.3,312,339,10.0,2.58,10,15,4.3,58.1,197,0,95,6.2,364,13,0.06,115,184,67.0,83.0,78.3,78.4,3,7,378,6,43.4,18.9,85.8,4.9,18,7,0,14,16,8,2.1,2294,6.8
Myles Crawley,141731,QB,GRAMBLING,11,70.5,319,338,8.6,2.39,2,12,3.4,60.4,204,0,71,9.3,357,21,0.0,107,177,64.4,77.5,78.6,44.6,3,8,375,1,41.7,18.3,88.2,3.6,13,2,1,13,16,15,4.0,2428,7.2
Marquez McCray,109056,QB,MONMOUTH,11,74.7,312,336,9.2,2.68,1,22,6.3,64.3,216,0,111,7.3,390,17,0.05,127,231,71.0,85.6,86.4,57.7,0,6,404,4,42.8,28.8,102.1,8.2,32,21,1,22,21,6,1.5,2663,7.9
Hajj-Malik Williams,102348,QB,CAMPBELL,11,77.9,317,328,9.1,2.74,3,18,5.1,70.1,230,0,92,6.9,392,17,0.15,137,131,41.5,88.3,83.5,74.0,0,8,421,2,52.0,26.1,102.9,6.1,24,35,1,7,19,14,3.3,2614,8.0
Nathan Kent,148446,QB,TOWSON,11,68.2,299,327,8.9,2.6,5,10,2.9,57.8,189,0,95,7.4,376,15,0.01,113,317,46.5,65.1,67.8,52.7,2,6,394,2,43.1,15.8,83.8,4.0,15,33,0,21,14,8,2.0,2113,6.5
Pat McQuaide,145792,QB,NICHOLLS,11,67.4,298,319,8.5,2.48,2,13,3.8,56.7,181,0,98,10.0,355,20,-0.09,105,243,65.4,60.0,57.0,66.7,1,12,379,1,40.3,21.4,75.9,5.9,21,13,0,18,13,19,5.0,2191,6.9
Zack Annexstad,83516,QB,ILL STATE,9,77.4,305,318,7.3,2.38,2,7,2.1,68.9,219,0,68,7.2,345,17,0.14,118,188,55.3,82.4,82.3,53.8,3,5,357,2,49.0,11.8,98.5,2.3,8,17,1,7,17,10,2.8,2117,6.7
Aaron Allen,78494,QB,ALCORN ST,11,71.7,300,312,9.5,2.7,2,20,6.1,64.7,202,0,91,6.0,351,13,0.11,115,107,62.4,82.5,80.0,71.5,2,6,370,4,45.9,19.8,95.3,5.1,18,21,0,8,15,17,4.6,2342,7.5
Mark Gronowski,138303,QB,S DAK ST,15,77.1,288,310,10.4,2.76,5,15,4.7,67.4,209,0,80,5.9,348,13,0.35,157,292,60.6,92.7,90.3,89.8,1,5,363,1,56.9,11.3,123.4,2.6,9,28,1,15,29,7,1.9,3028,9.8
Carter Peevy,129563,QB,MERCER,13,76.0,287,308,8.6,2.83,9,13,4.0,66.2,204,0,104,6.4,378,14,-0.02,119,219,46.2,80.7,76.0,73.2,1,5,400,2,43.4,31.7,94.1,8.7,33,37,1,10,11,14,3.5,2344,7.6
Carter Cravens,150714,QB,MOREHEAD,9,60.6,282,308,11.5,2.73,5,17,5.2,51.0,157,1,116,8.2,347,14,0.04,98,234,66.1,67.3,61.8,74.4,8,6,365,4,42.1,12.9,78.8,4.3,15,24,0,13,13,8,2.2,2091,6.8
Sam Huard,146463,QB,CAL POLY,9,70.2,289,303,10.1,2.57,4,18,5.7,60.4,183,0,79,9.9,322,20,-0.03,112,129,60.7,83.0,82.4,56.3,2,10,335,2,42.5,16.5,89.3,4.0,13,3,0,8,18,13,3.9,2244,7.4
Victor Gabalis,131932,QB,TARLETON,11,63.0,289,303,12.6,2.41,5,19,6.1,54.1,164,0,57,9.9,331,18,0.0,107,401,70.7,67.5,67.2,53.9,1,13,346,2,41.7,21.1,83.8,3.6,12,15,0,8,18,19,5.5,2521,8.3
Brayten Silbor,159764,QB,LEHIGH,10,61.3,279,301,10.2,2.41,2,15,4.7,49.8,150,0,115,12.3,320,21,-0.2,90,205,40.5,62.2,64.1,48.4,6,11,340,1,36.6,8.7,63.1,3.1,10,7,0,14,10,10,2.9,1706,5.7
Chase Artopoeus,100577,QB,CHATTNOOGA,10,68.4,288,300,11.8,2.71,8,15,4.7,62.0,186,0,75,5.6,345,11,0.2,133,137,71.6,88.9,87.8,66.6,2,7,365,2,52.8,24.0,103.3,5.2,18,27,0,2,20,6,1.6,2668,8.9
Maverick McIvor,99476,QB,ABILENE CH,11,64.9,285,298,10.4,2.47,3,15,4.9,55.7,166,0,91,10.3,332,19,0.01,106,100,27.6,60.1,59.3,62.1,1,5,338,4,42.8,17.6,87.7,4.8,16,14,1,8,17,19,5.6,1946,6.5
Tommy Schuster,108954,QB,N DAKOTA,12,76.6,286,298,7.7,2.8,2,18,5.8,69.8,208,0,108,5.0,351,11,0.13,116,249,38.6,75.1,76.0,57.8,1,5,363,0,49.6,23.1,106.1,7.1,25,28,3,6,19,8,2.2,2262,7.6
Cam Miller,125299,QB,N DAK ST,15,78.4,287,294,10.6,3.05,0,28,8.9,71.4,210,0,102,6.7,353,15,0.45,150,250,71.3,93.9,94.1,72.4,3,4,375,1,54.7,14.7,116.5,4.2,15,44,1,3,19,5,1.3,2750,9.4
Ashur Carraha,165036,QB,STHLSK,10,55.7,273,294,10.4,2.82,10,9,2.8,48.0,141,0,93,7.2,325,11,-0.25,86,1470,70.8,47.3,44.1,63.2,3,8,353,1,31.7,12.9,66.6,3.7,12,15,0,8,12,19,5.4,1574,5.4
Ryan O'Connor,155510,QB,DELAWARE,10,66.2,266,289,11.2,2.9,6,12,4.0,56.1,162,0,112,8.0,330,14,-0.01,106,151,61.5,60.4,60.0,56.9,3,8,344,1,43.6,18.8,89.6,6.4,21,20,0,14,19,14,4.1,2108,7.3
Zach Calzada,98006,QB,INCAR WORD,8,70.5,281,287,10.5,2.6,1,31,10.2,65.5,188,0,68,5.1,308,10,0.11,114,189,27.7,87.3,87.8,57.5,0,9,327,2,46.8,22.1,103.4,4.9,15,4,2,3,19,18,5.5,2597,9.0
Colby Suits,82143,QB,HOUCHR,10,62.6,273,285,11.0,2.57,2,18,6.0,55.1,157,0,112,8.2,317,14,-0.1,84,183,65.0,71.4,68.2,67.8,3,11,335,2,38.1,15.2,75.3,5.4,17,14,2,5,13,18,5.4,1931,6.8
Aidan Bouman,122508,QB,S DAKOTA,13,75.8,265,284,8.6,2.59,3,20,6.8,65.8,187,0,92,7.0,306,14,0.17,113,291,70.3,89.2,89.5,57.0,4,6,318,2,47.4,13.0,102.9,3.9,12,9,1,11,15,9,2.8,2534,8.9
Kaiden Bennett,147778,QB,SACRAMENTO,13,71.7,276,284,9.4,2.89,1,17,5.7,64.4,183,0,90,7.6,334,15,0.22,119,279,45.6,81.1,80.3,67.4,1,8,346,1,48.5,16.7,95.0,4.5,15,34,0,6,16,13,3.8,2194,7.7
Tyler Huff,142567,QB,FURMAN,10,74.3,253,279,7.7,2.51,7,6,2.0,60.9,170,0,88,9.6,326,18,-0.04,97,170,62.0,72.7,65.2,74.7,5,6,344,3,42.6,18.2,78.7,4.9,16,31,1,13,8,8,2.3,1692,6.1
Bret Bushka,108927,QB,BUTLER,11,72.1,258,278,7.9,2.58,6,14,4.8,62.9,175,0,88,5.9,336,11,0.0,100,127,75.3,80.3,75.9,73.6,3,6,353,2,42.9,20.5,89.3,5.4,18,38,1,10,14,12,3.4,1797,6.5
Cole Gonzales,159939,QB,W CAROLINA,10,74.2,264,277,10.4,2.74,5,21,7.2,66.1,183,0,76,6.6,308,13,0.33,124,344,46.6,87.2,88.1,59.7,2,6,326,1,54.2,7.9,117.7,1.9,6,25,1,5,26,13,4.0,2547,9.2
Clifton McDowell,98003,QB,MONTANA,14,70.0,253,274,9.3,3.04,7,12,4.2,58.0,159,0,113,10.2,328,18,0.07,105,232,44.1,86.1,77.2,79.5,2,4,342,3,43.9,22.1,91.1,7.6,25,26,0,12,13,7,2.0,2031,7.4
Davius Richard,109077,QB,NC CENT,11,74.2,252,273,10.7,2.93,7,15,5.3,60.4,165,0,97,11.8,310,22,0.12,92,247,64.6,85.6,78.1,79.1,2,4,323,1,42.3,14.4,105.1,4.5,14,21,2,10,21,10,3.1,2167,7.9
Jordan Pachot,164809,QB,MO STATE,10,76.2,261,273,9.1,2.72,6,17,5.9,67.0,183,0,112,8.0,305,16,0.16,112,230,45.7,80.6,80.6,54.2,3,9,319,0,47.2,19.6,102.3,7.2,22,10,2,1,19,20,6.3,2285,8.4
Tyler Wesley,162286,QB,PRESBYTERN,11,62.3,244,270,12.4,2.71,11,20,6.9,50.0,135,1,129,11.2,317,17,-0.13,84,271,42.5,63.2,57.1,71.3,8,6,339,1,34.1,18.6,80.7,7.6,24,22,0,7,13,12,3.5,1953,7.2
Brock Bagozzi,149648,QB,MARIST,9,63.9,252,267,9.9,2.81,4,15,5.4,53.2,142,0,118,11.8,306,19,-0.15,82,213,53.0,65.1,63.6,61.8,2,8,318,2,38.2,10.2,69.0,3.9,12,26,0,9,9,12,3.8,1526,5.7
Connor Watkins,108971,QB,VILLANOVA,13,65.7,251,266,11.5,2.67,1,26,9.4,56.4,150,0,86,9.1,309,15,0.15,97,334,75.2,86.9,80.4,77.3,4,10,320,4,42.1,29.1,100.2,8.1,25,17,0,10,20,9,2.8,2661,10.0
Darius Perrantes,103934,QB,DUQUESNE,12,55.5,263,266,15.8,2.71,2,37,13.0,49.2,131,0,88,10.3,290,15,0.1,94,155,60.3,78.2,78.4,50.0,1,18,309,4,39.7,15.9,77.6,4.8,14,10,0,0,21,20,6.5,2323,8.7
Casey Case,130402,QB,STNY BROOK,9,64.3,249,265,9.6,2.2,4,10,3.6,55.1,146,0,75,8.8,286,14,-0.24,74,303,50.2,55.2,55.9,43.7,3,10,301,2,33.9,18.7,71.8,4.9,14,6,1,8,10,13,4.3,1712,6.5
Dean DeNobile,159740,QB,LAFAYETTE,12,77.0,243,261,9.7,2.74,7,15,5.6,66.3,173,0,88,7.5,308,14,0.28,105,203,59.3,91.0,90.8,68.1,1,5,318,1,48.4,21.6,107.4,6.2,19,28,0,10,20,7,2.2,2038,7.8
Steven Krajewski,77650,QB,WAGNER,11,64.1,245,259,10.7,2.47,9,15,5.6,54.1,140,0,107,10.8,302,17,-0.21,79,338,48.9,51.8,50.1,60.0,2,7,313,2,33.4,22.4,80.1,7.9,24,18,1,2,14,27,8.6,1632,6.3
Anthony Chiccitt,141376,QB,ROB MORRIS,9,75.6,242,259,7.1,2.5,5,11,4.0,65.6,170,0,90,7.1,303,13,-0.02,89,277,24.4,66.5,65.7,57.5,7,4,319,3,41.6,23.3,97.8,6.9,21,20,0,5,16,13,4.1,1669,6.4
JR Blood,104782,QB,SOUTHERN U,10,65.5,249,258,11.6,2.66,0,12,4.5,57.8,149,0,106,8.6,323,14,-0.05,93,297,53.8,70.4,72.4,53.3,4,11,335,2,39.9,31.1,81.6,10.2,33,28,0,5,13,12,3.6,2005,7.8
DJ Williams,138061,QB,MURRAY ST,10,64.7,238,254,11.0,3.13,4,15,5.5,57.1,145,0,128,5.8,304,9,-0.16,85,236,65.4,79.2,76.5,68.3,1,9,325,0,39.1,14.1,74.6,5.9,18,32,0,11,11,8,2.5,1541,6.1
Robert Coleman,76149,QB,LAMAR,11,68.2,242,254,10.5,2.88,5,15,5.6,61.4,156,1,121,5.5,314,9,0.0,101,204,66.2,78.2,74.7,71.6,1,7,333,3,43.9,31.4,93.4,12.1,38,22,0,6,15,9,2.7,1949,7.7
Nolan Grooms,108987,QB,YALE,10,69.0,245,253,11.5,2.94,0,21,7.9,63.2,160,0,98,5.3,322,9,0.1,110,352,37.8,83.7,78.4,74.6,1,8,337,1,46.3,22.4,101.4,6.8,22,42,0,7,22,13,3.9,1873,7.4
Jace Wilson,149892,QB,TEXAS STHN,10,70.7,232,253,9.4,2.71,6,17,6.3,56.9,144,0,82,12.2,311,20,-0.12,85,313,23.8,74.0,73.9,61.5,2,5,329,3,39.5,31.7,81.0,8.4,26,31,2,11,10,14,4.3,1609,6.4
Paxton DeLaurent,159618,QB,SE MO ST,7,69.8,242,253,9.4,2.46,2,15,5.6,63.6,161,0,76,4.7,287,8,0.16,90,293,71.1,75.6,68.2,80.5,0,2,305,0,45.3,25.0,96.2,6.6,19,15,0,9,11,15,4.9,1813,7.2
Trazon Connley,75885,QB,PRVIEW A&M,12,68.0,219,244,13.4,2.98,3,17,6.7,54.9,134,0,99,10.1,305,15,-0.1,89,270,61.7,72.0,73.3,60.2,1,10,314,4,40.7,27.3,78.5,8.9,27,34,0,21,9,9,2.9,2073,8.5
Jacob Sirmon,83590,QB,N COLORADO,8,66.8,223,238,9.9,2.52,2,8,3.2,56.3,134,0,100,10.1,271,15,-0.29,65,253,68.3,66.2,66.2,55.3,2,9,280,1,34.7,20.0,68.2,7.4,20,12,0,11,8,7,2.5,1354,5.7
Chris Zellous,153319,QB,HAMPTON,10,62.5,232,237,11.1,2.47,1,13,5.0,55.3,131,0,60,9.7,266,14,-0.12,79,178,44.7,70.4,64.4,69.8,1,14,291,0,42.5,18.3,69.1,4.1,11,18,0,3,13,15,5.2,1553,6.6
Dante Chachere,103930,QB,PORTLAND,11,69.9,216,228,10.2,2.64,0,15,6.1,61.0,139,1,94,7.9,268,12,0.12,98,269,55.0,75.4,66.5,78.5,1,7,287,4,47.0,18.1,91.5,6.3,17,19,0,11,16,16,5.6,1533,6.7
Graeson Underwood,123202,QB,CITADEL,11,60.4,212,224,11.1,2.42,6,5,2.1,48.7,109,0,74,14.8,241,19,-0.23,57,139,52.4,50.8,47.8,60.0,1,8,254,2,37.3,9.5,58.1,2.9,7,10,1,4,5,15,5.9,1230,5.5
Darius Wilson,148492,QB,WM & MARY,10,70.0,207,220,8.9,3.25,3,12,5.3,60.5,133,0,99,8.3,294,12,0.06,99,348,47.7,72.6,75.3,60.0,0,4,304,4,43.2,20.2,88.3,6.8,20,54,0,10,9,10,3.3,1574,7.2
Collin Ironside,139107,QB,VA MILT IN,8,69.4,209,219,9.2,2.68,1,10,4.3,61.6,135,0,82,6.9,268,10,-0.2,65,336,43.3,59.2,60.9,51.1,6,6,282,1,37.7,32.9,75.1,10.1,27,19,0,3,4,13,4.6,1417,6.5
Jason Brown,109060,QB,JACKSON ST,8,71.4,206,218,9.0,2.64,3,8,3.3,63.3,138,0,80,6.1,257,9,-0.03,67,194,50.3,62.8,64.0,53.8,2,3,283,1,42.4,22.5,89.3,7.0,18,19,1,6,8,11,3.9,1462,6.7
Matthew Downing,82120,QB,ELON,10,68.5,200,218,12.3,2.97,4,14,6.3,57.3,125,0,99,8.8,271,12,0.11,81,162,50.2,76.1,76.0,62.9,6,4,280,2,39.9,27.3,108.0,10.0,27,26,0,8,19,7,2.5,1921,8.8
Jordyn Potts,174577,QB,TENN TECH,8,63.7,182,206,8.1,2.87,5,5,2.3,52.9,109,0,78,6.0,231,7,-0.28,55,309,70.4,63.3,64.0,56.3,0,6,247,2,34.2,11.5,70.1,3.9,9,15,0,19,8,7,2.8,1144,5.6
Ty'Jarian Williams,178887,QB,MS VLY ST,10,70.2,198,204,7.1,2.7,3,4,1.9,61.3,125,0,109,10.1,262,14,-0.28,57,228,32.0,57.7,60.8,51.7,1,6,274,0,30.9,35.8,76.3,14.9,39,19,0,2,6,13,4.7,1255,6.2
Josh Magana,174601,QB,TXAMEA,10,63.7,193,202,9.2,2.59,2,12,5.6,57.9,117,0,94,4.9,227,6,-0.19,54,1139,48.7,58.8,58.7,59.0,1,8,242,2,36.6,11.7,72.6,4.8,11,12,0,6,8,14,5.8,1239,6.1
Damon Stewart,156626,QB,ALABAMA ST,10,70.7,188,200,9.9,2.78,2,6,2.9,62.0,124,0,72,6.8,232,9,-0.01,66,105,24.3,67.5,69.4,54.4,3,5,240,3,40.9,15.3,95.6,4.7,11,13,1,6,11,9,3.8,1631,8.2
Quincy Casey,104763,QB,ALAB A&M,8,64.4,194,200,9.7,2.44,1,9,4.2,58.0,116,0,57,7.2,233,9,-0.02,73,104,29.6,56.8,57.3,55.1,2,6,249,1,43.8,33.3,87.3,8.2,19,14,0,3,11,17,6.8,1489,7.4
Jaylen King,170801,QB,GARD-WEBB,8,64.2,190,200,9.9,2.86,2,9,4.2,54.5,109,0,80,10.7,256,13,-0.23,61,171,31.1,50.4,44.2,61.9,1,8,269,0,33.6,33.8,74.7,10.5,27,28,0,7,11,17,6.3,1226,6.1
Cole Doyle,159501,QB,ST FRANCIS,8,66.5,188,199,10.5,2.81,5,7,3.3,57.8,115,0,78,8.0,235,10,0.07,83,299,59.1,81.3,78.1,74.1,0,10,247,5,42.6,14.1,85.4,4.7,11,25,0,6,15,10,4.0,1478,7.4
Rob McCoy,108989,QB,SACR HEART,8,62.1,190,199,9.7,2.3,4,9,4.3,53.3,106,0,57,10.2,219,12,-0.3,52,280,62.1,60.1,56.2,65.3,1,5,231,2,33.8,17.5,62.8,4.6,10,7,2,2,3,8,3.5,1038,5.2
Matthew Sluka,143059,QB,HOLY CROSS,9,68.7,195,198,11.5,3.19,2,12,5.8,62.6,124,0,69,7.5,261,10,0.27,97,181,53.8,92.3,81.4,92.1,1,5,272,4,49.8,24.6,114.0,6.5,17,46,0,0,20,8,2.9,1737,8.8
Otto Kuhns,138014,QB,NORFOLK,9,60.8,186,197,12.4,2.93,4,11,5.2,49.7,98,0,69,13.3,228,15,-0.14,62,244,33.9,64.4,57.3,74.6,2,7,244,1,35.1,20.3,75.4,6.1,14,16,0,5,12,13,5.3,1246,6.3
Draylen Ellis,121346,QB,TENN STATE,11,65.3,176,193,9.7,2.93,1,8,4.0,51.8,100,0,73,13.0,222,15,-0.28,56,308,36.1,65.1,57.8,72.7,0,5,232,0,36.0,17.8,66.7,5.9,13,12,0,16,5,18,7.8,1091,5.7
Kyle Wickersham,148418,QB,RICHMOND,9,81.8,176,192,6.8,2.57,6,8,3.8,72.9,140,0,88,2.8,224,4,-0.03,65,276,84.2,75.5,64.9,77.0,4,4,245,1,42.9,23.9,102.5,9.4,21,10,1,5,10,7,2.9,1426,7.4
Dom Nankil,182292,QB,SAN DIEGO,7,73.9,157,190,9.6,3.14,3,10,5.1,58.4,111,0,92,4.3,232,5,-0.2,60,283,66.1,71.2,74.6,50.5,1,4,241,3,38.4,23.9,76.8,9.5,22,20,1,28,5,7,2.9,1186,6.2
