player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Victor Gabalis,131932,QB,TARLETON,12,66.3,303,319,14.7,2.77,1,37,10.8,58.9,188,0,79,6.5,364,13,0.22,121,401,40.6,91.8,92.3,46.4,3,6,389,2,45.3,32.9,113.5,7.1,26,19,1,11,30,9,2.3,2968,9.3
Liam O'Brien,164675,QB,PENN,10,74.6,299,317,9.2,3.01,4,14,4.1,66.6,211,0,96,5.4,356,12,0.17,120,267,56.4,82.5,72.6,81.5,1,6,380,1,49.4,17.7,100.8,4.8,17,22,1,12,19,15,3.9,2373,7.5
Ayden Pereira,159129,QB,MERRIMACK,12,65.4,289,317,10.8,3.2,2,14,4.2,49.5,157,0,152,16.9,382,32,-0.02,110,385,76.2,77.9,71.9,74.6,8,9,403,2,40.6,13.8,65.4,5.5,21,42,2,16,9,11,2.7,1854,5.8
Andrew Indorf,201895,QB,TOWSON,12,67.8,298,312,10.6,2.88,2,21,6.2,59.3,185,0,120,8.4,363,17,0.03,104,317,50.9,71.9,70.9,62.2,0,4,392,2,43.5,15.0,94.4,5.0,18,31,0,12,16,14,3.6,2331,7.5
Jake Stearney,171991,QB,COLGATE,11,65.3,285,311,10.1,2.3,4,14,4.4,55.3,172,0,92,7.5,335,14,0.07,107,142,42.5,67.6,66.7,61.2,4,7,346,3,46.6,14.1,86.3,3.9,13,11,1,17,18,9,2.6,2103,6.8
Tyler Hughes,159218,QB,WM & MARY,12,75.2,290,310,8.6,2.96,1,12,3.6,65.8,204,0,134,6.4,392,14,0.17,120,348,70.4,83.9,76.6,78.3,0,3,424,1,43.1,17.9,105.7,6.1,24,57,2,17,20,7,1.7,2329,7.5
Eddie Lee Marburger,145511,QB,TXRG,12,75.8,293,306,11.6,2.88,4,29,9.1,64.4,197,0,108,11.3,354,25,0.28,130,1445,66.2,92.8,92.1,74.2,2,7,368,2,48.3,19.4,117.8,5.9,21,26,1,6,31,11,3.0,2778,9.1
Cason Carswell,206621,QB,W ILLINOIS,10,70.5,281,306,9.6,2.75,11,18,5.6,60.8,186,0,102,6.1,334,12,-0.06,92,345,48.2,68.9,68.8,57.0,2,3,352,2,41.3,16.7,94.1,5.1,17,11,1,11,16,8,2.3,2056,6.7
Jack Shields,156830,QB,ALBANY,10,62.1,282,306,10.7,2.75,10,16,4.8,52.3,160,0,115,8.6,354,15,-0.16,94,106,52.8,59.5,59.8,55.8,2,9,383,2,37.0,27.8,75.1,9.0,32,16,1,11,14,14,3.7,1944,6.4
Zolten Osborne,178620,QB,CHARLES SO,12,66.7,276,305,10.4,2.81,10,22,6.9,54.8,167,0,106,9.2,343,17,-0.03,98,135,78.7,78.0,76.7,63.7,3,6,360,2,39.4,19.8,83.0,6.1,21,17,1,15,12,11,3.1,2224,7.3
EJ Colson,190335,QB,INCAR WORD,10,76.1,284,300,8.8,2.88,3,17,5.3,70.0,210,0,96,2.8,373,6,0.06,113,189,74.2,74.3,70.2,71.0,2,4,393,2,43.4,26.0,102.4,6.7,25,47,1,10,16,10,2.5,2140,7.1
Cameron Peters,123326,QB,PRVIEW A&M,13,76.9,281,299,10.2,2.53,4,16,5.1,64.2,192,1,92,11.1,316,24,0.38,120,270,58.0,90.3,91.3,61.4,3,7,334,3,49.4,2.2,111.3,0.6,2,15,1,10,23,9,2.7,2856,9.6
Bronson Barron,141710,QB,SO UTAH,11,74.5,282,298,9.1,2.69,6,15,4.8,65.8,196,0,99,6.7,347,14,0.2,126,298,56.0,88.8,89.5,58.5,2,4,359,1,49.6,28.3,98.4,8.1,28,19,3,5,12,10,2.8,2406,8.1
Tyler Riddell,102355,QB,DUQUESNE,12,67.0,273,297,9.4,2.53,10,13,4.2,56.9,169,0,84,7.7,329,14,0.03,92,155,38.2,58.5,55.8,63.3,2,8,346,6,41.6,20.2,96.3,5.2,17,15,0,12,26,15,4.3,2057,6.9
Collin Hurst,177732,QB,PRESBYTERN,11,73.4,286,296,10.1,2.54,2,15,4.7,68.2,202,0,79,3.8,327,8,0.28,132,271,54.6,84.5,80.6,73.7,3,11,349,3,52.1,20.3,111.0,4.9,16,15,1,4,26,14,4.0,2719,9.2
Garrett Bass-Sulpizio,171137,QB,CORNELL,10,69.4,281,293,7.6,2.61,5,11,3.6,63.8,187,0,70,4.1,327,8,-0.11,103,147,38.8,56.5,52.7,63.4,0,5,345,2,46.5,17.1,81.5,3.7,12,22,0,7,6,12,3.5,1863,6.4
Bronson Barben,188632,QB,UTAHTC,10,70.1,268,292,8.2,2.5,8,6,2.0,57.5,168,0,87,10.6,317,20,-0.23,71,1285,47.4,52.8,49.7,64.7,6,12,322,1,38.5,13.8,63.9,3.8,12,13,1,9,6,17,5.3,1691,5.8
Jase Bauer,145714,QB,TENN MARTN,12,77.7,269,289,7.3,2.93,1,15,5.0,70.6,204,0,120,2.4,352,5,0.04,111,310,70.5,88.5,81.1,81.3,2,2,366,3,45.5,20.0,98.3,6.8,24,37,1,16,10,9,2.5,1995,6.9
Hayden Johnson,185698,QB,LEHIGH,13,71.7,269,283,11.5,2.66,6,22,7.4,62.2,176,0,63,8.8,305,17,0.3,111,205,61.6,89.4,87.5,70.2,1,6,322,1,48.9,14.3,103.3,3.0,9,13,0,7,18,9,2.8,2512,8.9
Jim Ogle,192530,QB,MURRAY ST,9,68.8,263,280,7.2,2.29,4,7,2.3,59.6,167,0,76,7.7,298,14,-0.13,87,236,73.1,51.6,48.8,63.8,4,13,317,2,41.9,11.8,69.6,3.0,9,9,0,9,9,18,5.7,1776,6.3
Grayson Saunier,171185,QB,DARTMOUTH,10,74.0,265,280,9.0,2.62,4,13,4.5,65.4,183,0,78,6.6,315,13,0.18,104,148,68.1,83.5,77.1,76.0,2,7,329,0,51.4,11.5,88.7,2.9,9,26,0,9,9,13,4.0,2142,7.7
Jake Strong,173651,QB,MCNEESE,11,69.2,260,279,8.3,2.49,4,9,3.1,59.1,165,0,104,8.3,335,15,-0.12,104,217,46.7,65.8,59.9,69.5,4,13,347,1,41.8,25.0,75.2,7.8,26,30,0,11,11,18,5.2,2019,7.2
Landen Clark,188534,QB,ELON,12,67.5,249,277,12.8,3.45,5,17,5.8,55.6,154,0,143,8.3,376,14,0.09,109,162,67.3,84.2,75.1,79.5,2,8,394,0,41.2,25.2,92.8,9.6,36,63,2,19,18,8,2.0,2314,8.4
Sonny Mannino,166694,QB,MARIST,10,67.2,262,277,8.3,2.99,5,6,2.1,57.8,160,1,120,9.1,367,16,-0.11,101,213,42.1,57.9,55.0,62.5,3,3,384,2,37.1,24.2,86.1,7.9,29,59,0,7,11,10,2.6,1806,6.5
Jax Leatherwood,171548,QB,SE MO ST,8,74.1,263,277,7.6,2.38,4,10,3.4,63.5,176,0,96,9.7,320,19,0.02,93,293,46.9,75.7,75.7,59.4,3,2,335,1,43.1,28.1,96.1,8.4,27,15,0,7,12,6,1.8,1969,7.1
Nick Whitfield Jr.,159490,QB,ST FRANCIS,10,66.9,260,275,8.1,2.67,4,9,3.2,60.4,166,1,92,4.6,312,8,-0.34,83,299,24.2,50.2,52.9,49.0,4,10,322,11,36.9,19.6,67.2,5.8,18,19,0,7,5,15,4.7,1580,5.7
Otto Kuhns,138014,QB,NORFOLK,10,68.0,256,273,10.8,3.03,1,16,5.5,61.2,167,0,115,4.0,321,7,0.06,103,244,37.5,72.5,70.2,67.0,2,7,342,3,45.8,16.5,92.8,5.9,19,28,2,12,15,13,3.8,2103,7.7
Christian Peters,154331,QB,ARKAPB,9,67.7,254,272,10.1,2.64,2,16,5.5,57.0,155,1,95,9.9,307,17,-0.06,79,112,79.8,67.5,67.9,60.4,3,6,324,5,40.7,11.6,82.2,3.6,11,24,2,11,12,13,4.0,1767,6.5
Davin Wydner,163672,QB,W GEORGIA,10,68.0,244,271,9.1,2.93,3,12,4.2,55.4,150,0,112,9.6,326,16,0.03,92,1177,46.9,67.9,60.9,71.6,5,8,341,1,41.4,17.0,80.3,5.8,19,34,4,15,15,12,3.5,1685,6.2
Collin Shannon,160918,QB,VA MILT IN,9,63.1,255,271,10.5,2.57,11,15,5.2,54.2,147,0,82,8.7,306,14,-0.02,80,336,43.8,66.3,70.0,37.3,2,5,326,2,38.2,26.8,86.0,7.2,22,13,0,3,13,14,4.3,1977,7.3
William Atkins IV,148354,QB,SCAR STATE,12,74.6,248,266,10.6,2.75,1,20,7.1,64.3,171,0,100,7.6,312,14,0.16,101,290,66.3,85.5,88.4,54.4,4,4,328,1,44.6,25.0,107.5,8.0,25,21,0,13,17,6,1.8,2351,8.8
John-Keawe Sagapolutele,175709,QB,PORTLAND,11,62.9,245,264,9.1,2.55,4,10,3.6,56.4,149,0,95,3.2,288,5,-0.23,81,269,63.3,59.8,58.5,59.4,8,16,300,0,42.0,10.5,54.6,3.5,10,14,0,7,4,19,6.3,1626,6.2
KJ Cooper,197019,QB,TEXAS STHN,10,74.8,250,264,8.6,2.92,4,11,4.0,60.2,159,1,103,15.0,320,28,0.0,98,313,55.9,80.4,74.1,79.1,1,6,333,4,42.5,17.5,85.2,5.6,18,38,2,7,13,9,2.7,1649,6.2
Quincy Crittendon,149944,QB,SAMFORD,9,77.4,243,261,6.1,2.73,4,4,1.5,67.4,176,0,103,6.4,298,12,-0.16,78,282,58.3,62.8,64.5,57.7,2,6,309,2,40.6,25.2,83.1,8.7,26,10,1,11,6,9,2.9,1676,6.4
Joshua Wood,163421,QB,IDAHO,10,64.9,248,260,11.5,3.27,4,11,4.0,58.5,152,0,110,5.6,310,9,0.15,105,185,50.7,75.2,69.7,74.9,2,5,326,3,44.8,8.2,91.4,2.9,9,40,0,6,14,15,4.6,1915,7.4
Myles Burkett,158691,QB,E KENTUCKY,12,65.5,235,256,8.2,3.15,3,6,2.2,54.7,140,0,141,9.1,331,14,-0.13,88,159,49.9,60.2,57.0,63.4,4,9,344,1,40.8,22.0,67.5,9.4,31,44,0,14,8,14,4.1,1480,5.8
Byron McNair,128017,QB,TENN STATE,11,71.3,223,250,7.7,2.87,6,11,4.2,61.2,153,0,116,3.8,303,6,-0.19,69,308,24.3,59.3,63.6,44.9,4,6,319,2,36.3,22.4,80.8,8.6,26,26,1,16,9,10,3.1,1544,6.2
Dom Nankil,182292,QB,SAN DIEGO,11,72.6,234,248,9.8,2.85,2,15,5.9,63.3,157,0,65,7.6,296,13,0.09,94,283,78.0,81.1,81.6,60.2,0,3,305,2,42.2,30.8,100.1,6.8,20,28,0,12,13,4,1.3,1952,7.9
Kai Colon,167663,QB,PRINCETON,9,66.8,220,241,9.8,3.03,7,5,2.0,57.7,139,0,98,5.4,290,8,-0.01,83,272,50.9,66.4,66.9,58.6,1,6,303,4,43.1,21.4,81.7,7.2,21,27,3,10,9,9,3.0,1703,7.1
Andy Peters,128138,QB,STTHOM,10,71.5,228,238,11.7,2.69,0,17,6.7,63.9,152,0,67,6.7,267,11,0.25,98,1129,32.4,85.2,81.1,74.3,1,4,282,1,50.6,23.9,108.6,6.0,16,13,4,5,17,10,3.5,2085,8.8
Jack Snyder,185417,QB,SACR HEART,11,76.7,227,237,8.6,2.79,2,11,4.5,69.6,165,0,82,5.2,314,9,0.23,107,280,65.8,77.5,79.4,62.7,0,3,321,3,50.0,26.8,102.9,7.0,22,55,1,7,11,2,0.6,1857,7.8
Derek Robertson,142298,QB,MONMOUTH,6,77.9,231,237,9.7,2.11,1,16,6.5,72.6,172,0,44,4.4,250,8,0.49,110,231,66.7,91.1,90.8,59.5,0,5,261,1,55.6,15.9,127.6,2.8,7,5,0,5,24,7,2.7,2280,9.6
Dez Thomas II,177368,QB,GEORGETOWN,12,65.9,220,237,9.7,3.12,4,8,3.2,57.4,136,0,128,6.2,318,9,-0.27,72,172,31.6,50.0,49.7,53.7,7,9,336,3,35.2,28.1,71.7,11.3,36,41,1,5,8,16,4.8,1499,6.3
Carter Cravens,150714,QB,MOREHEAD,11,72.0,218,236,10.4,2.61,3,9,3.6,63.6,150,0,71,4.5,277,7,0.02,100,234,27.2,66.5,70.1,49.8,4,6,296,2,50.2,21.1,92.5,5.4,15,25,0,11,11,9,3.0,1844,7.8
Eric Handley,185928,QB,ALAB A&M,10,66.8,211,233,8.8,2.54,8,6,2.5,57.1,133,0,63,5.7,262,8,-0.15,65,104,49.7,52.9,55.6,44.7,3,6,272,0,38.5,20.6,74.8,5.0,13,16,3,8,8,12,4.4,1369,5.9
Matthew Schecklman,159420,QB,N IOWA,8,68.8,221,230,9.0,2.71,2,4,1.6,59.6,137,0,79,9.9,272,15,-0.14,73,255,59.7,68.4,61.2,80.3,0,7,286,0,41.9,29.1,77.3,8.5,23,19,0,7,9,12,4.2,1393,6.1
Carson Camp,141837,QB,SE LA,13,78.0,205,228,7.5,2.67,7,8,3.4,62.3,142,0,78,11.3,266,18,-0.02,78,294,50.2,66.6,66.6,60.5,1,7,272,3,43.2,20.5,94.2,6.0,16,20,0,15,14,8,2.9,1780,7.8
Chase Mason,159444,QB,S DAK ST,9,69.6,217,226,10.4,2.62,1,8,3.4,64.6,146,0,64,3.3,270,5,0.24,106,292,54.5,81.2,78.2,69.5,1,4,285,1,53.7,25.0,107.7,5.9,16,27,0,7,15,6,2.1,2007,8.9
Cole Payton,148154,QB,N DAK ST,13,78.0,218,226,12.3,3.33,3,26,11.3,71.2,161,0,102,5.3,299,9,0.55,137,250,68.2,95.9,94.6,89.4,1,4,306,6,58.2,19.6,127.8,6.7,20,53,1,3,16,6,2.0,2719,12.0
Camden Orth,108965,QB,CHATTNOOGA,9,63.0,211,223,10.8,2.69,2,13,5.4,54.7,122,0,90,8.3,263,11,-0.02,90,137,48.7,66.7,63.3,69.0,2,9,281,5,43.3,16.7,81.2,5.7,15,25,2,6,13,13,4.6,1655,7.4
Reagan Andrew,161309,QB,BUTLER,10,74.8,210,222,7.2,2.31,6,8,3.4,67.6,150,0,45,4.5,245,7,0.04,80,127,39.1,70.0,67.8,65.1,1,6,257,0,46.1,22.2,94.3,4.1,10,12,1,4,12,9,3.5,1555,7.0
Austin Myers,164221,QB,CENT ARK,7,63.2,204,222,11.6,2.53,3,11,4.7,56.3,125,0,67,3.1,238,4,0.03,68,132,57.0,64.9,64.2,57.8,3,7,248,1,45.0,16.4,85.0,4.6,11,4,0,12,13,7,2.8,1580,7.1
Keegan Patterson,158465,QB,INDIANA ST,10,67.9,196,218,10.8,2.82,8,15,6.7,56.9,124,0,108,6.8,257,9,-0.13,60,191,53.2,66.4,65.7,61.3,7,7,267,3,36.2,18.5,84.2,7.8,20,19,1,6,12,10,3.7,1557,7.1
Quinn Boyd,191683,QB,STNY BROOK,5,75.6,201,216,7.4,2.5,9,8,3.6,66.2,143,0,76,5.9,252,9,0.07,73,303,58.5,72.7,72.7,59.6,0,0,263,0,47.6,19.7,97.2,6.0,15,21,0,6,8,4,1.5,1431,6.6
Kyle Wickersham,148418,QB,RICHMOND,10,74.4,199,214,8.1,2.68,6,13,5.8,64.0,137,0,81,7.4,240,11,-0.08,62,276,48.0,76.0,74.3,66.3,5,4,251,1,36.7,12.3,88.5,4.2,10,15,2,2,9,7,2.8,1380,6.4
Abram Johnston,192360,QB,NWSTATE,11,62.6,195,213,7.9,2.76,7,6,2.7,54.5,116,0,86,4.9,257,6,-0.36,52,257,40.0,48.3,43.6,60.1,0,9,265,0,26.8,25.6,63.4,8.6,22,20,0,11,7,14,5.3,1153,5.4
Josh Brown,181411,QB,MS VLY ST,9,66.7,198,213,9.1,2.92,7,8,3.6,55.4,118,0,101,10.6,265,14,-0.03,78,228,72.2,58.0,55.1,63.6,2,3,279,1,35.1,16.8,77.8,6.4,17,34,0,6,6,9,3.2,1333,6.3
Cam'Ron Ransom,147110,QB,BETH COOK,11,70.6,194,210,9.4,2.81,1,11,5.2,61.9,130,0,80,5.1,246,7,0.05,79,119,34.6,69.7,66.2,66.5,4,6,250,2,46.7,18.8,96.2,6.1,15,21,2,9,13,7,2.8,1704,8.1
Chase Goodwin,171117,QB,COLUMBIA,7,61.5,195,210,11.3,2.78,2,9,3.9,51.9,109,0,69,9.2,233,11,-0.14,64,145,67.3,64.0,60.9,66.5,4,9,252,1,36.5,15.9,66.8,4.7,11,12,0,9,9,12,4.8,1260,6.0
Cole Pennington,156787,QB,GARD-WEBB,10,67.7,195,209,11.4,2.94,5,16,7.1,60.3,126,0,81,4.5,259,6,-0.06,80,171,22.8,64.4,70.8,37.4,2,5,278,1,41.7,30.9,85.7,9.7,25,25,0,7,7,12,4.3,1615,7.7
