player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
James Green,55331,LB,TENN STATE,11,19,0,65.7,0,0,308,0,0,48.8,45.5,9.0,58.2,45.2,29.6,3,8,0,0,42,22.9,16,2,3,133.2,23,0,0,558,4,337,726,29,0,0,29,0,3,697,31,358,129,21,35,0,35,11,4,321,266,14.0
Marquis Britten,55604,CB,GRAMBLING,7,4,0,63.6,1,0,177,0,0,71.3,68.6,0.0,56.5,66.3,84.5,0,0,0,0,19,4.5,1,2,1,105.1,7,0,0,39,3,88,186,8,0,0,8,0,1,178,2,96,134,6,17,0,11,0,1,52,37,7.4
Jabari Reddock,56194,S,TOWSON,9,3,0,25.0,0,0,317,0,0,48.8,52.5,78.5,64.8,58.6,59.2,2,0,0,0,54,16.7,2,0,0,79.2,1,0,0,54,4,55,99,0,0,0,0,0,23,99,3,41,18,2,7,0,4,2,0,54,19,54.0
Cordarrius Bailey,56370,ED,N IOWA,11,8,0,100.0,0,0,255,0,0,56.8,73.0,84.6,60.2,82.7,60.8,4,11,0,0,6,11.4,4,0,0,91.7,1,6,0,0,0,7,426,425,0,24,295,106,0,1,233,186,1,23,23,5,1,21,0,6,6,6.0
Andrew Cole,56848,DI,ALCORN ST,11,6,0,,1,0,107,0,0,,67.5,16.6,59.5,74.6,49.8,0,5,0,0,,17.4,4,0,3,0.0,0,0,0,1,0,0,322,320,166,135,9,10,0,2,153,169,0,9,13,3,0,5,0,0,0,
Qua'Shawn Washington,57115,LB,TARLETON,10,15,1,75.0,0,0,401,3,0,64.8,64.3,84.2,58.1,63.7,72.7,2,5,0,0,26,8.1,6,0,1,105.2,21,0,0,454,0,279,561,68,0,0,68,0,5,493,52,230,34,35,53,3,28,7,1,193,153,9.2
Roman Kafentzis,57744,LB,PORTLAND,5,0,0,0.0,0,0,269,0,0,74.4,67.2,74.8,60.0,56.6,57.9,0,0,0,0,,25.0,2,1,0,39.6,0,0,0,31,0,22,59,5,0,0,5,0,0,54,1,36,23,5,6,0,1,0,0,0,0,
Josh Clarke,57984,ED,JACKSON ST,9,5,0,0.0,1,0,194,0,0,80.3,66.3,35.0,57.5,65.5,85.4,2,2,0,0,,0.0,0,1,1,39.6,0,1,0,19,0,16,169,143,1,0,136,6,0,26,80,73,7,5,11,1,1,5,0,0,0,
Jarrod Barnes,61138,WR,CENT ARK,1,0,0,,1,0,132,0,0,60.0,62.4,60.0,,,,0,0,0,0,,,0,0,4,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Josh Thompson,61681,WR,STF AUSTIN,2,0,0,,0,0,301,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Shaun Myers,62235,LB,N ALABAMA,11,19,1,95.0,0,0,389,0,0,58.8,65.3,54.2,55.1,71.0,58.5,1,2,0,2,34,13.9,10,0,1,87.5,19,0,0,551,1,265,617,35,0,0,35,0,2,582,47,305,28,26,43,2,20,3,1,210,202,11.1
Alex Howard,62494,LB,YNGTOWN ST,13,10,1,58.3,0,0,353,0,0,67.8,81.0,27.8,71.4,90.2,84.1,1,5,0,1,32,6.3,5,2,3,60.0,21,4,0,637,0,368,684,26,0,0,25,1,0,658,58,258,20,46,65,7,36,10,0,180,128,8.6
Tyquan Fleming,62595,CB,ARKAPB,10,5,0,37.5,0,0,112,0,0,62.3,60.3,83.4,60.0,52.9,38.5,0,0,0,0,80,26.1,6,2,0,92.4,6,0,0,19,185,90,206,0,0,0,0,0,1,206,1,115,0,2,12,0,16,0,1,147,56,24.5
Devin Smith,62923,CB,SAMFORD,11,5,0,55.7,1,0,282,0,0,69.5,70.8,85.4,69.6,70.5,37.6,0,0,0,0,40,23.9,17,10,2,83.8,39,0,0,56,642,355,708,6,0,0,6,0,0,702,4,349,3,19,49,3,70,0,3,353,99,9.1
Darion Bolden,63094,S,LNDNWD,8,6,0,65.4,0,0,949,0,0,54.2,57.0,85.2,59.5,65.2,56.3,0,0,0,0,42,20.0,5,3,0,121.6,17,0,0,47,27,183,325,4,0,0,4,0,120,321,1,141,127,2,14,0,26,0,2,246,105,14.5
Jonathan Joanis,63325,LB,S DAKOTA,13,10,0,78.6,1,0,291,0,0,60.2,65.5,52.3,82.7,71.4,76.6,2,1,0,0,65,10.3,4,0,1,114.0,22,1,0,97,5,202,487,95,0,0,95,0,1,392,11,274,288,18,25,0,28,4,1,238,122,10.8
Winston Reid,63354,LB,WEBER ST,11,20,0,81.4,0,2,342,0,0,66.5,80.5,7.1,72.4,88.6,79.7,4,8,1,1,53,9.3,11,4,3,110.4,35,2,0,737,0,375,769,8,0,0,8,0,2,761,81,313,20,59,87,9,43,14,2,391,313,11.2
Trey Adams,63602,S,ABILENE CH,7,1,0,66.7,0,0,100,0,0,31.4,46.6,80.7,57.4,76.4,82.6,0,0,0,0,80,0.0,0,1,1,149.3,2,0,0,9,1,22,70,4,0,0,4,0,21,66,2,46,35,1,5,1,3,0,1,124,48,62.0
Jamond DuBose,63612,S,CITADEL,11,11,0,71.9,0,0,139,0,0,65.2,71.2,87.9,71.6,79.5,63.5,1,2,0,1,57,17.0,8,1,0,105.6,23,0,0,78,24,189,432,54,0,0,54,0,3,378,17,226,273,15,28,3,32,3,2,275,219,12.0
Karfa Kaba,64447,DI,NC CENT,10,7,0,0.0,1,0,247,0,0,73.5,68.6,28.4,66.8,65.3,57.6,0,3,0,0,,15.0,3,2,2,39.6,0,3,0,0,0,0,297,297,40,235,2,20,0,0,138,159,0,9,10,3,1,6,0,0,0,
Matt Sochovka,64450,DI,FURMAN,12,4,0,,0,0,170,1,0,65.2,53.4,61.4,54.8,52.6,26.9,1,7,0,0,,38.1,8,0,1,0.0,0,2,0,0,0,1,406,404,1,290,4,109,0,2,215,190,0,10,9,4,0,10,0,0,0,
Logan Nash,64572,CB,PENN,10,1,0,55.7,0,0,267,0,0,80.1,81.0,84.4,87.1,65.9,79.4,0,0,0,2,22,7.9,3,8,0,72.2,34,2,0,15,404,276,450,0,0,0,0,0,0,450,2,172,31,11,34,0,61,2,3,306,101,9.0
Shiloh Means,64602,S,PENN,10,17,0,58.7,0,0,267,0,0,77.0,79.0,89.9,,79.9,71.9,0,0,0,3,32,12.1,8,6,1,60.8,27,0,0,110,2,419,701,3,0,0,3,0,299,698,0,282,287,15,41,0,46,0,2,248,106,9.2
Reggie Thomas,66271,LB,LAFAYETTE,12,6,0,66.7,0,1,203,0,0,71.1,65.4,80.7,51.9,62.4,75.1,0,5,0,0,17,7.7,2,0,0,86.8,2,1,0,256,0,119,265,2,0,0,2,0,0,263,39,107,7,8,18,2,3,6,0,21,12,10.5
Erich Osteen,70404,ED,MONTANA,4,2,0,,0,0,232,0,0,66.1,62.9,79.0,56.0,61.9,78.7,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,12,0,13,38,22,0,0,22,0,1,16,16,9,3,0,2,0,0,1,0,0,0,
Mister Williams,70521,LB,INCAR WORD,10,5,0,77.8,0,1,189,1,0,61.7,72.8,80.0,66.3,77.0,74.6,2,8,0,0,57,11.8,4,0,0,145.4,7,1,0,257,0,104,295,20,0,0,20,0,1,275,42,149,17,19,25,6,9,11,1,90,75,12.9
Ty Ely,70526,ED,NWSTATE,6,3,1,,0,0,257,0,0,60.0,59.5,84.2,55.0,63.1,71.6,0,1,0,0,,8.3,1,0,0,0.0,0,1,0,1,0,0,234,233,0,14,183,36,0,1,118,116,0,9,8,2,0,2,0,0,0,
Calvin Pitcher,70877,S,IDAHO ST,11,29,0,71.4,0,1,186,0,0,74.6,72.4,88.3,61.3,64.7,61.4,1,1,0,1,29,17.0,18,2,2,69.5,15,0,0,229,2,373,726,13,0,0,13,0,330,713,9,344,150,20,59,1,21,2,0,140,75,9.3
Nehemiah Magalei,70950,DI,N ARIZONA,11,11,0,,0,0,252,1,0,62.1,62.4,86.8,65.8,56.9,68.6,0,14,0,0,,10.5,4,0,0,0.0,0,3,0,1,0,1,571,570,248,315,2,5,0,1,312,258,0,19,23,3,0,17,0,0,0,
Calvin Mouisset,71165,LB,UC DAVIS,8,5,0,100.0,0,0,322,0,0,72.3,69.0,78.6,60.4,62.5,58.8,0,3,0,0,11,19.0,4,1,0,91.7,6,1,0,134,0,81,178,7,0,0,7,0,0,171,21,76,36,7,12,1,6,4,0,36,37,6.0
Quantraill Morris-Walker,71187,CB,RICHMOND,13,9,0,58.3,0,0,276,1,0,73.6,77.4,86.3,61.0,84.1,72.5,0,1,0,0,53,14.3,5,0,0,86.8,7,0,0,47,1,142,281,23,0,0,23,0,1,258,6,133,209,13,21,2,12,1,0,104,90,14.9
Jackson Cloyd,71301,ED,UC DAVIS,9,2,0,66.7,0,0,322,0,0,75.3,67.6,29.3,55.6,66.4,27.1,1,0,0,1,32,40.0,6,0,1,47.9,4,0,0,53,0,40,174,105,0,1,104,0,0,69,41,93,16,5,7,3,6,1,0,43,27,10.8
Syrr Barnes,71429,LB,IDAHO,4,1,0,60.0,0,0,185,1,0,61.7,50.9,0.0,58.3,42.4,26.9,0,5,0,0,9,50.0,3,0,1,64.6,3,0,0,44,0,36,59,1,0,0,1,0,0,58,6,17,14,2,2,1,5,5,0,13,24,4.3
Josh Huerta,71477,ED,MOREHEAD,2,0,0,,0,0,234,0,0,,61.7,69.3,,60.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,4,4,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,
Josiah Sagale,71554,G,IDAHO ST,2,0,0,,0,0,186,0,0,,48.5,74.9,58.2,47.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,19,19,18,0,0,1,0,0,11,8,0,0,0,0,0,0,0,0,0,
Daylen Fuller,71594,LB,LIUSHAR,11,19,0,57.1,0,0,1298,0,0,52.9,67.9,51.0,77.0,69.7,83.5,2,9,0,0,29,6.1,5,1,1,73.8,8,2,0,563,1,208,574,9,0,0,9,0,0,565,61,305,1,29,58,1,14,13,0,81,39,10.1
Koby Sarna,71604,DI,ILL STATE,3,1,0,,0,0,188,0,0,,54.1,73.2,55.9,55.4,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,20,20,0,10,0,10,0,0,6,14,0,0,0,0,0,0,0,0,0,
Malachi Harrison,71662,CB,PRVIEW A&M,11,3,0,52.2,1,0,270,0,0,70.4,71.5,15.4,,78.0,71.5,0,0,0,0,38,9.1,2,3,2,121.9,12,0,0,8,284,153,304,4,0,0,4,0,0,300,0,151,7,4,17,1,23,0,3,203,50,16.9
Cole Bullock,72090,LB,MONTANA ST,8,2,0,80.0,0,0,233,0,0,74.4,73.2,0.0,59.2,72.5,74.9,0,0,0,0,4,5.9,1,0,1,79.2,4,0,0,66,1,37,76,2,0,0,2,0,0,74,1,38,7,9,14,1,5,0,0,11,11,2.8
Caden Harman,72124,ED,BROWN,8,3,0,,1,0,123,0,0,62.6,70.1,0.0,64.8,74.1,80.0,1,2,0,0,,0.0,0,0,2,0.0,0,1,0,0,0,1,111,111,0,0,90,21,0,0,47,63,0,6,6,1,0,4,0,0,0,
Josh Alford,72159,CB,IDAHO ST,11,14,0,54.0,0,1,186,0,0,77.8,75.6,83.4,57.1,72.1,72.7,0,0,0,0,24,10.5,6,5,0,93.9,27,0,0,230,527,398,779,18,0,0,18,0,0,761,3,378,0,7,37,2,50,0,4,242,71,9.0
Dillon Towles-Kendle,72160,CB,PRESBYTERN,4,1,0,40.0,0,0,271,0,0,46.6,49.9,75.7,,65.7,77.9,0,0,0,0,64,0.0,0,0,0,127.1,2,0,0,0,33,17,35,0,0,0,0,0,0,35,0,18,2,1,2,0,5,0,1,71,57,35.5
Isaiah Loera,72384,S,W ILLINOIS,2,0,0,,0,0,345,0,0,52.6,48.8,73.6,,50.3,28.7,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,8,0,6,19,0,0,0,0,0,8,19,0,13,3,0,1,0,0,0,0,0,0,
Myles Taylor,72533,CB,S DAK ST,9,2,0,40.9,0,0,292,0,0,62.3,61.8,81.3,60.0,56.7,30.7,0,0,0,0,66,35.7,5,3,0,77.5,9,0,0,3,158,114,169,1,0,0,1,0,0,168,1,54,6,0,7,0,22,0,1,138,65,15.3
Nick Veloz,72813,LB,ELON,4,5,0,100.0,0,0,162,0,0,52.2,65.9,77.7,84.3,72.1,67.4,2,1,0,0,18,10.0,2,0,0,106.9,3,1,0,116,0,66,122,3,0,0,3,0,0,119,6,50,3,6,13,0,3,4,0,29,14,9.7
Semaj Williams,72828,CB,ST FRANCIS,1,0,0,,0,0,299,0,0,,60.0,66.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Terence Simon Jr.,72832,DI,E ILLINOIS,5,2,0,,0,0,158,0,0,,67.2,78.7,61.4,68.1,53.6,0,3,0,0,,16.7,1,0,0,0.0,0,0,0,0,0,0,106,106,6,99,0,1,0,0,54,52,0,3,3,0,0,3,0,0,0,
Max Franco,72947,CB,VALPO,11,5,0,50.0,2,0,332,1,0,75.7,74.3,84.1,68.9,65.1,63.2,0,0,0,0,40,14.3,5,8,2,75.9,25,2,0,98,349,258,519,6,0,0,6,0,26,513,5,256,39,18,25,2,50,2,1,306,90,12.2
David Meyer,72980,LB,CAL POLY,10,15,0,100.0,0,0,129,0,0,62.9,71.0,83.0,61.3,74.4,70.7,2,4,0,0,32,10.8,7,0,0,111.4,15,0,0,377,1,191,428,30,0,0,30,0,0,398,18,219,20,25,43,5,15,6,0,161,97,10.7
Ben Seymour,73164,ED,MONTANA ST,12,6,0,100.0,0,0,233,1,0,61.2,63.5,72.3,62.1,62.6,58.0,7,9,0,0,10,19.2,5,0,1,108.3,1,8,0,0,0,18,541,541,1,19,459,62,0,0,302,221,0,13,15,1,1,24,0,10,14,10.0
Joseph Obeto,73245,CB,E WASHGTON,1,0,0,,0,0,161,0,0,63.3,64.0,70.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,7,4,7,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,
Tyreese Shakir,73488,S,PORTLAND,10,7,0,76.9,0,1,269,0,0,74.8,73.2,41.9,,69.0,64.6,0,0,0,1,49,14.5,9,3,1,136.2,20,0,0,124,21,294,540,5,0,0,5,0,143,535,0,246,245,17,46,4,26,0,4,290,155,14.5
Jackson Fischer,73501,CB,PRINCETON,6,5,0,57.1,0,0,272,0,0,73.0,73.4,82.2,,69.2,85.5,0,0,0,1,14,0.0,0,2,0,64.0,12,0,0,17,244,153,264,0,0,0,0,0,2,264,0,111,1,1,9,0,21,0,1,92,33,7.7
Trent Whalen,73609,LB,SO UTAH,2,0,0,,0,0,298,0,0,64.5,32.1,75.0,51.4,24.1,25.0,0,1,0,0,,66.7,2,0,0,0.0,0,0,0,27,0,15,36,2,0,0,2,0,0,34,8,13,7,1,1,0,0,1,0,0,0,
Alexandar Oyawale,73667,LB,E ILLINOIS,11,9,0,76.2,0,0,158,0,0,53.1,60.5,0.0,63.1,74.8,70.2,1,1,0,0,28,11.1,3,1,2,99.9,16,1,0,202,0,145,272,25,0,0,25,0,3,247,26,101,42,8,15,0,21,3,0,173,134,10.8
Cory Hall,73699,DI,N ARIZONA,1,0,0,,0,0,252,0,0,,62.7,69.6,58.9,63.3,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,6,6,0,5,1,0,0,0,2,4,0,0,1,0,0,0,0,0,0,
Adrian Rodriguez,73955,LB,IDAHO ST,11,6,0,80.0,0,0,186,0,0,50.4,55.1,47.3,52.5,63.5,33.3,3,6,0,0,29,30.8,12,0,1,110.4,8,0,0,451,0,187,489,32,0,0,32,0,0,457,59,243,5,16,21,7,10,9,0,105,110,13.1
Devin Ford,74018,WR,WEBER ST,1,0,0,,0,0,342,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Corey Martin,74039,ED,MURRAY ST,3,0,0,,0,0,236,0,0,60.0,54.6,78.8,55.0,56.5,73.0,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,31,31,0,0,31,0,0,0,20,10,0,1,1,1,0,1,0,0,0,
Jaylon Mcgee,74492,ED,LIUSHAR,11,1,0,33.3,1,0,1298,0,0,64.0,59.0,9.8,52.7,68.2,57.4,0,6,0,0,19,19.0,4,0,3,56.3,1,1,0,9,0,8,281,270,0,0,266,4,0,11,127,146,1,11,16,3,3,7,0,19,14,19.0
Joe Toepfer,75110,LB,ST FRANCIS,4,7,0,57.1,0,0,299,0,0,60.6,69.7,81.9,51.4,78.5,69.8,0,1,0,0,17,9.8,4,0,0,72.9,4,0,0,130,0,68,176,11,0,0,11,0,0,165,15,93,35,14,30,1,7,1,0,39,27,9.8
J.J. Ross,75240,CB,W ILLINOIS,11,11,0,51.3,0,0,345,1,0,81.5,75.4,10.4,57.4,62.2,69.9,0,1,0,1,72,11.1,6,2,2,96.1,20,0,0,135,464,284,604,1,0,0,1,0,1,603,2,318,3,14,37,4,39,1,4,260,132,13.0
William Barber,75271,S,ROB MORRIS,9,16,0,66.7,0,0,277,0,0,66.0,71.9,84.4,59.2,80.3,77.2,0,0,0,0,29,10.4,5,2,0,117.1,10,0,0,122,4,191,389,2,0,0,2,0,186,387,1,197,75,8,27,0,15,0,1,134,73,13.4
Aneesh Vyas,75285,DI,BUCKNELL,3,3,1,,0,0,125,0,0,,66.0,21.7,62.1,69.5,77.8,0,0,0,0,,0.0,0,0,1,0.0,0,1,0,0,0,0,112,112,24,86,0,2,0,0,58,54,0,4,7,0,0,1,0,0,0,
Malcolm Magee,75700,S,SCAR STATE,11,6,0,63.2,0,1,290,0,0,59.8,59.3,30.4,54.7,61.5,49.8,2,0,0,2,29,19.4,7,0,1,81.1,12,0,0,48,10,224,423,1,0,0,1,0,196,422,4,195,166,12,23,1,19,2,2,141,21,11.8
Tim Lowery,75711,S,DUQUESNE,11,11,0,66.7,1,1,155,1,1,63.8,65.5,0.0,65.9,80.3,89.7,1,0,0,1,31,6.3,2,0,4,69.4,4,0,0,91,4,152,301,10,0,0,10,0,135,291,8,141,58,7,19,0,6,1,0,74,44,18.5
Donald Hall,75738,DI,FL A&M,10,0,0,,0,0,164,0,0,,55.6,18.1,55.4,60.5,,0,1,0,0,,,0,0,1,0.0,0,0,0,0,0,0,103,103,10,87,0,6,0,0,61,42,0,0,0,0,0,1,0,0,0,
John Graves III,75777,DI,FL A&M,9,3,0,,0,0,164,0,0,60.0,75.9,80.3,64.3,81.0,78.1,3,5,0,0,,9.1,1,0,0,0.0,0,0,0,0,0,0,165,165,7,144,0,14,0,0,104,61,0,7,7,2,0,8,0,0,0,
Jacob Stanton,75815,LB,N COLORADO,11,16,1,76.7,0,0,253,0,0,90.7,77.6,82.6,76.6,63.4,73.1,3,5,0,2,18,12.0,12,2,0,54.4,23,1,0,387,4,232,545,59,0,1,58,0,0,486,30,283,93,42,72,4,30,9,0,117,108,5.1
Treshawn Chamberlain,75823,S,SAMFORD,3,0,0,100.0,0,0,282,0,0,56.4,54.8,73.2,60.0,55.6,28.4,0,0,0,0,1,50.0,1,0,0,79.2,1,0,0,11,0,12,20,1,0,0,1,0,4,19,1,7,4,0,1,0,1,0,0,1,7,1.0
Cameron Murray,75910,S,N COLORADO,10,8,0,60.0,0,0,253,0,0,70.9,66.6,33.4,,58.0,40.8,0,0,0,2,44,26.8,11,2,2,104.2,3,0,0,37,1,255,476,0,0,0,0,0,421,476,0,221,17,0,22,0,5,0,1,84,14,28.0
Kylen Ross,76338,S,SACRAMENTO,11,16,0,45.8,1,0,279,0,0,76.3,77.6,88.3,,77.1,73.5,0,0,0,3,52,10.4,5,5,1,64.6,11,0,0,120,5,330,614,0,0,0,0,0,219,614,0,284,270,4,27,1,24,0,2,208,44,18.9
Michelangelo Loretto,76423,ED,ROB MORRIS,8,1,1,100.0,0,0,277,1,0,69.1,51.1,84.3,62.0,35.5,22.7,0,3,0,0,7,62.5,5,0,0,81.3,2,1,0,1,0,11,135,130,0,0,123,7,0,5,61,63,4,1,2,0,2,4,0,7,13,3.5
Chris Wilson,76431,ED,SAN DIEGO,2,1,0,,0,0,283,0,0,61.8,72.0,79.9,68.4,70.0,75.2,2,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,7,42,42,0,0,42,0,0,0,19,16,0,1,1,1,0,3,0,0,0,
Telly Plummer,76566,CB,CHATTNOOGA,13,4,0,63.6,1,0,137,0,0,61.8,62.4,42.0,54.3,67.6,59.5,0,0,0,0,56,16.7,7,2,2,131.3,21,0,0,52,477,292,555,15,0,0,15,0,8,540,6,257,2,11,31,3,33,0,5,290,61,13.8
Isaac Duffy,76575,S,ALBANY,14,10,0,60.3,0,0,106,0,0,70.3,75.2,91.0,90.5,84.2,79.3,0,1,0,1,47,9.5,7,7,2,92.0,41,0,0,164,7,587,943,1,0,0,1,0,220,942,3,353,551,19,57,3,68,1,3,508,199,12.4
Chauncey Moore,76581,S,ALABAMA ST,11,3,0,71.4,0,1,105,1,0,79.5,78.7,83.5,65.9,71.8,73.9,0,0,0,1,24,10.5,2,0,0,92.6,10,0,0,80,1,160,286,7,0,0,7,0,127,279,8,118,71,4,14,2,14,0,1,124,83,12.4
Aaron Gethers,76633,CB,MAINE,3,0,0,100.0,1,0,212,0,0,35.6,35.9,73.0,,60.0,74.2,0,0,0,0,46,0.0,0,0,1,158.3,3,0,0,0,17,12,18,0,0,0,0,0,1,18,0,6,0,0,1,0,3,0,2,101,15,33.7
Peyton Woulard,76639,S,NWSTATE,6,4,0,68.8,1,0,257,0,0,55.9,59.8,83.0,,68.0,89.3,0,0,0,0,35,0.0,0,0,1,123.2,11,0,0,129,7,150,287,1,0,0,1,0,60,286,0,137,90,2,13,0,16,0,1,165,109,15.0
