player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Geoffrey Jamiel,159763,WR,LEHIGH,13,11.7,6,73.0,50.0,8,16,0,9.9,8,0.31,46,205,0,63.4,83.9,85.8,,87.9,0.0,0,0,64,0.0,0,321,1,49.3,73,94.7,304,69.2,222,134.0,100,8,30.8,99,1067,352,4.8,14.6,3.51
Michael Wortham,170696,WR,MONTANA,14,7.9,17,80.0,54.5,6,11,0,2.4,2,0.2,49,232,1,90.3,54.7,91.7,,90.6,0.0,0,2,76,0.0,0,352,1,50.3,80,95.5,336,92.3,325,135.7,100,9,6.8,24,1137,671,8.4,14.2,3.38
Tsion Nunnally,146509,WR,IDAHO ST,11,11.9,8,63.6,41.2,7,17,0,4.5,3,0.17,39,186,0,80.8,74.8,77.4,65.5,76.4,0.2,1,0,69,0.2,1,414,1,45.5,63,94.7,392,9.4,39,111.1,99,6,90.3,374,851,333,5.3,13.5,2.17
Jared Richardson,164680,WR,PENN,10,8.1,19,80.8,46.7,7,15,1,3.6,3,0.18,44,267,0,86.4,76.0,82.9,,88.3,0.0,0,2,76,0.0,0,376,8,49.7,80,93.4,351,23.4,88,141.4,99,12,74.5,280,1035,545,6.8,12.9,2.95
Max Tomczak,148297,WR,YNGTOWN ST,12,14.4,6,68.0,52.9,9,17,0,0.0,0,0.29,56,353,0,94.1,83.2,85.0,63.0,85.6,0.2,1,0,40,0.4,2,474,0,50.4,66,94.5,448,61.4,291,128.1,97,8,38.2,181,974,258,3.9,14.8,2.17
Maleek Huggins,147957,WR,BETH COOK,12,9.9,8,66.0,25.0,2,8,0,3.0,2,0.13,36,119,0,86.5,83.0,77.9,,77.4,0.0,0,4,85,0.0,0,401,0,47.9,64,96.3,386,40.9,164,104.8,97,8,59.1,237,871,398,6.2,13.6,2.26
Dylan Lord,185470,WR,ILL STATE,16,6.5,13,77.1,61.5,8,13,0,1.3,1,0.14,41,188,0,91.9,56.5,77.7,,77.7,0.2,1,4,47,0.0,0,401,1,48.6,74,95.0,381,78.6,315,97.1,96,5,21.2,85,710,380,5.1,9.6,1.86
Ivan Hoyt,159305,WR,DAVIDSON,11,12.2,12,62.5,27.8,5,18,0,6.3,4,-0.1,44,149,0,75.2,74.9,83.6,,83.8,2.2,8,2,59,0.0,0,367,1,39.2,60,95.9,352,12.8,47,116.8,96,10,85.0,312,842,302,5.0,14.0,2.39
Eric Olsen,165724,TE,UTAHTC,12,9.6,4,53.7,35.0,7,20,1,12.1,7,-0.22,24,1285,0,55.8,75.7,67.5,72.9,67.2,58.9,235,5,49,14.5,58,399,2,38.6,51,83.5,333,33.1,132,56.7,95,2,6.5,26,566,303,5.9,11.1,1.7
Cam Pedro,156804,WR,SE MO ST,12,9.0,5,71.3,22.2,2,9,0,4.3,3,-0.04,37,293,1,78.4,57.6,67.8,,69.2,0.0,0,2,59,0.0,0,479,3,40.8,67,94.6,453,90.8,435,102.7,94,4,9.2,44,810,328,4.9,12.1,1.79
Kolbe Katsis,185014,WR,N ARIZONA,12,14.1,9,64.5,46.7,7,15,0,9.1,6,0.06,37,252,0,65.5,77.7,79.7,,80.2,0.0,0,2,88,0.0,0,382,2,44.0,60,96.3,368,33.0,126,130.3,93,10,66.8,255,1061,539,9.0,17.7,2.88
Joey Isabella,142453,WR,DUQUESNE,12,10.4,14,67.7,60.0,6,10,0,6.0,4,-0.01,33,155,0,75.9,84.5,78.2,,79.1,0.3,1,2,71,0.0,0,342,1,40.3,63,95.0,325,90.6,310,126.7,93,13,9.1,31,839,377,6.0,13.3,2.58
Michael Shulikov,178255,WR,IDAHO ST,12,17.2,4,55.4,50.0,10,20,0,5.6,3,0.14,37,186,0,76.7,74.0,72.8,63.6,73.4,0.0,0,5,52,0.2,1,505,3,45.8,51,94.3,476,11.5,58,92.4,92,7,88.5,447,914,152,3.0,17.9,1.92
Rico Bond,192802,WR,LNDNWD,12,11.6,9,65.9,26.7,4,15,1,0.0,0,0.07,37,949,0,93.1,76.4,75.6,62.1,77.0,0.0,0,3,47,0.3,1,391,3,43.9,60,96.4,377,78.0,305,96.5,91,6,21.7,85,683,272,4.5,11.4,1.81
Devaughn Slaughter,201871,WR,TENN STATE,12,9.1,7,61.5,25.0,2,8,1,5.1,3,-0.33,23,308,1,78.7,55.7,60.7,,64.0,0.2,1,7,82,0.0,0,410,3,34.4,56,94.9,389,83.7,343,57.6,91,3,15.9,65,553,288,5.1,9.9,1.42
Reed Swanson,171994,WR,COLGATE,12,13.9,7,62.6,39.1,9,23,0,8.1,5,0.07,42,142,0,69.4,74.6,87.4,,88.9,0.0,0,3,67,0.0,0,355,3,46.4,57,97.2,345,3.4,12,113.7,91,8,96.6,343,958,277,4.9,16.8,2.78
Nico Brown,164689,WR,YALE,10,9.8,21,78.9,75.0,6,8,0,2.7,2,0.16,47,352,2,88.2,55.4,91.9,63.1,92.2,0.0,0,4,64,0.4,1,276,2,49.4,71,95.7,264,88.4,244,138.6,90,11,11.6,32,1099,477,6.7,15.5,4.16
Brayden Smith,172688,WR,MERCER,13,11.3,3,68.5,30.8,4,13,0,3.2,2,0.32,36,219,1,86.3,41.8,71.8,,73.5,0.0,0,4,75,0.0,0,384,1,48.8,61,89.6,344,89.8,345,100.8,89,7,9.9,38,729,283,4.6,12.0,2.12
Kam'ryn Thomas,191814,WR,NORFOLK,11,15.5,8,57.3,28.6,6,21,0,1.9,1,-0.1,32,244,0,88.2,74.5,71.8,,73.6,0.0,0,2,53,0.0,0,405,6,43.6,51,94.1,381,10.4,42,95.4,89,5,89.6,363,774,226,4.4,15.2,2.03
Josh Derry,176941,WR,MONMOUTH,11,8.8,18,76.1,60.0,3,5,0,5.6,4,0.29,44,231,1,73.5,58.6,89.9,62.1,90.2,1.0,3,3,75,0.3,1,305,0,51.7,67,96.1,293,67.2,205,138.2,88,12,31.1,95,999,539,8.0,14.9,3.41
Adonis McDaniel,201366,WR,MERCER,13,13.2,6,60.2,37.5,6,16,0,10.2,6,0.2,35,219,1,62.4,50.5,77.9,,77.0,0.0,0,2,56,0.0,0,292,0,44.5,53,90.1,263,12.0,35,97.3,88,6,87.0,254,672,165,3.1,12.7,2.56
Ethan Loss,161299,WR,BUTLER,12,8.2,3,64.4,26.7,4,15,0,1.8,1,0.01,28,127,0,89.4,81.5,76.9,,75.5,0.0,0,6,67,0.0,0,282,0,42.5,56,96.8,273,22.3,63,62.8,87,1,77.7,219,667,328,5.9,11.9,2.44
T.J. Speight,148001,WR,MONMOUTH,11,6.6,8,74.7,80.0,4,5,0,3.0,2,0.18,37,231,0,86.3,77.2,85.2,,86.6,0.4,1,3,62,0.0,0,252,0,48.1,65,96.4,243,85.7,216,112.3,87,6,13.9,35,822,577,8.9,12.6,3.38
Calvin Jones,132441,WR,SAMFORD,12,9.2,18,72.4,50.0,5,10,0,4.5,3,-0.24,31,282,0,80.7,78.9,66.9,,68.7,0.0,0,3,48,0.0,0,456,4,36.8,63,96.9,442,2.4,11,102.8,87,6,97.6,445,664,280,4.4,10.5,1.5
Justin Pegues,161679,WR,N ALABAMA,11,9.2,6,54.0,55.6,5,9,0,11.3,6,-0.12,26,389,0,59.7,66.1,62.3,,63.9,0.0,0,6,39,0.0,0,371,1,38.2,47,93.3,346,91.4,339,56.0,87,4,8.4,31,465,226,4.8,9.9,1.34
Shane Carr,186353,WR,SO UTAH,12,12.3,6,56.3,50.0,7,14,0,14.0,8,0.24,34,298,0,48.3,74.0,72.2,61.1,71.2,0.0,0,2,44,0.3,1,334,0,50.3,49,96.1,321,23.7,79,90.3,87,4,76.3,255,742,263,5.4,15.1,2.31
Javon Gipson,144509,WR,ABILENE CH,13,14.0,9,72.4,55.6,10,18,1,4.5,3,0.08,51,100,0,81.1,75.1,84.9,61.0,85.4,0.0,0,0,43,0.3,1,385,2,48.5,63,94.0,362,6.0,23,134.1,87,6,93.8,361,1017,239,3.8,16.1,2.81
James Tyre,177965,WR,W CAROLINA,12,8.3,6,78.2,50.0,3,6,0,1.4,1,0.29,48,344,0,91.3,83.2,76.5,62.1,78.3,0.6,3,3,42,0.2,1,464,2,53.5,68,95.3,442,87.7,407,131.7,87,11,11.2,52,832,363,5.3,12.2,1.88
DreSean Kendrick,142417,WR,NORFOLK,12,9.6,6,64.0,66.7,4,6,0,6.8,4,-0.16,35,244,0,73.5,76.4,69.9,,71.5,0.2,1,6,65,0.0,0,433,1,43.1,55,93.8,406,97.7,423,80.3,86,5,1.4,6,714,347,6.3,13.0,1.76
Chris Lofton,172252,WR,GARD-WEBB,12,14.7,9,65.1,25.0,5,20,0,0.0,0,0.16,37,171,0,92.7,74.3,87.3,,88.6,0.0,0,1,67,0.0,0,344,1,44.2,56,95.3,328,6.4,22,111.9,86,4,93.6,322,926,266,4.8,16.5,2.82
TJ Cadden,171948,WR,BUCKNELL,12,10.0,9,61.2,25.0,4,16,0,5.5,3,0.1,32,125,0,76.7,84.2,74.7,,74.2,0.0,0,3,59,0.0,0,390,0,45.2,52,95.4,372,97.7,381,95.9,85,6,2.3,9,693,289,5.6,13.3,1.86
Cody Jackson,144621,WR,TARLETON,13,16.8,6,63.5,53.8,7,13,0,1.8,1,0.3,33,401,1,89.1,47.4,77.4,,76.9,0.0,0,1,61,0.0,0,372,0,49.0,54,95.4,355,6.5,24,113.2,85,6,93.5,348,806,262,4.9,14.9,2.27
Jaylon Domingeaux,172803,WR,SE LA,13,12.8,6,61.2,44.4,8,18,0,7.1,4,0.04,36,294,0,71.8,74.0,76.8,,77.2,0.0,0,3,82,0.0,0,359,1,46.4,52,97.8,351,11.4,41,120.0,85,11,88.6,318,857,299,5.8,16.5,2.44
Vinson Davis III,147920,WR,S ILLINOIS,12,8.0,15,66.7,30.0,3,10,0,6.7,4,0.13,29,295,1,73.0,58.8,74.0,,73.7,0.0,0,2,83,0.0,0,308,0,44.7,56,95.1,293,89.9,277,106.6,84,5,9.1,28,787,474,8.5,14.1,2.69
Carson Persing,172060,WR,LAFAYETTE,12,9.2,8,70.2,50.0,5,10,0,6.3,4,0.12,36,203,2,75.3,29.0,70.2,,71.9,0.3,1,2,63,0.0,0,329,1,49.4,59,94.5,311,90.9,299,101.8,84,4,8.5,28,711,298,5.1,12.1,2.29
Damien Morgan,186190,WR,IDAHO ST,12,12.5,4,62.7,16.7,1,6,0,5.5,3,0.08,26,186,0,78.5,74.5,63.1,74.2,64.1,0.0,0,3,47,0.4,2,447,0,45.2,52,94.2,421,87.2,390,81.8,83,3,12.8,57,608,216,4.2,11.7,1.44
Kalvin Gilbert Jr.,200358,WR,SE MO ST,12,11.1,6,55.4,33.3,4,12,0,11.5,6,-0.01,29,293,0,57.5,73.7,63.1,,63.7,0.0,0,3,65,0.0,0,422,3,41.8,46,92.9,392,8.5,36,94.1,83,7,91.5,386,653,228,5.0,14.2,1.67
B.J. Fleming,164418,WR,N DAKOTA,13,14.6,0,57.8,41.7,10,24,1,5.9,3,0.03,37,249,0,75.0,74.5,75.2,,75.7,0.0,0,2,89,0.0,0,356,2,42.7,48,96.1,342,3.7,13,109.4,83,7,96.3,343,817,312,6.5,17.0,2.39
Anthony Lowe,185179,WR,GARD-WEBB,12,10.6,11,67.5,50.0,7,14,0,5.1,3,0.07,31,171,0,79.0,85.9,72.5,60.9,73.5,0.3,1,1,36,0.3,1,376,1,41.3,56,94.4,355,85.1,320,103.7,83,5,14.4,54,604,256,4.6,10.8,1.7
Noah Grevious,192231,WR,VA MILT IN,12,10.2,6,62.7,60.0,9,15,1,5.5,3,-0.13,34,336,0,78.7,82.4,75.5,,76.0,0.9,4,1,73,0.0,0,427,1,35.2,52,93.2,398,85.5,365,97.8,83,3,13.1,56,726,310,6.0,14.0,1.82
Evan James,200945,WR,FURMAN,9,8.3,11,79.3,28.6,2,7,0,3.0,2,0.01,34,170,0,86.4,76.4,85.3,62.1,86.7,0.0,0,2,61,0.4,1,270,0,44.4,65,94.8,256,91.5,247,125.4,82,7,8.1,22,796,341,5.2,12.2,3.11
Gavin Lochow,177638,WR,DAYTON,11,10.1,7,73.2,54.5,6,11,1,3.2,2,0.15,33,150,0,85.2,71.7,76.9,,82.3,0.3,1,3,48,0.0,0,295,2,42.2,60,95.6,282,84.1,248,117.8,82,8,9.2,27,737,401,6.7,12.3,2.61
Donnie Cheers,171793,WR,SE MO ST,12,12.9,5,54.9,29.4,5,17,0,6.3,3,-0.09,26,293,0,74.1,73.4,63.2,,62.8,0.0,0,2,67,0.0,0,444,1,37.2,45,95.0,422,11.7,52,87.7,82,5,88.3,392,585,238,5.3,13.0,1.39
JC Roque Jr.,177181,WR,N IOWA,12,8.0,11,69.5,40.0,4,10,0,10.9,7,-0.16,26,255,0,61.0,83.3,72.3,,73.8,0.3,1,2,41,0.0,0,327,2,38.1,57,93.9,307,84.4,276,108.8,82,7,14.4,47,601,301,5.3,10.5,1.96
Chase Wilson,202340,WR,NEW HAMP,13,13.1,2,56.1,46.7,7,15,0,8.0,4,0.04,28,240,1,68.3,44.6,68.9,76.2,68.1,0.0,0,2,45,0.5,2,415,1,45.8,46,94.2,391,18.8,78,93.9,82,5,81.2,337,686,187,4.1,14.9,1.75
John Dunmore,101705,WR,TOWSON,12,11.0,11,64.6,42.9,6,14,0,5.4,3,0.06,24,317,0,77.6,83.1,68.8,,68.7,0.5,2,0,55,0.0,0,372,2,42.1,53,92.7,345,19.6,73,116.3,82,7,79.8,297,628,284,5.4,11.8,1.82
Dallas Dudley,158083,WR,ABILENE CH,14,10.7,2,59.3,46.7,7,15,0,7.7,4,0.16,25,100,0,69.7,73.7,65.9,63.9,65.5,0.0,0,2,42,0.2,1,408,0,50.0,48,92.4,377,6.4,26,75.0,81,2,93.6,382,498,132,2.8,10.4,1.32
Nodin Tracy,172013,WR,FORDHAM,12,11.7,3,55.6,61.5,8,13,0,4.3,2,-0.24,24,168,0,74.1,73.4,59.9,,60.1,0.0,0,1,31,0.0,0,430,0,37.5,45,94.9,408,4.7,20,70.1,81,1,95.3,410,443,84,1.9,9.8,1.09
Randall King,197063,WR,CAMPBELL,8,8.9,13,72.8,41.7,5,12,0,0.0,0,0.05,30,131,0,93.0,78.2,71.9,,74.4,0.0,0,3,77,0.0,0,322,3,48.2,59,94.7,305,26.7,86,103.2,81,5,73.3,236,686,336,5.7,11.6,2.25
Jordan Smith,154034,WR,SCAR STATE,13,9.7,14,75.3,78.6,11,14,0,9.0,6,0.11,43,290,0,66.1,78.5,85.9,,84.4,0.0,0,1,74,0.0,0,378,0,44.6,61,95.8,362,96.0,363,145.8,81,9,3.7,14,953,377,6.2,15.6,2.63
Tristen Riley,148550,WR,BRYANT,12,10.9,6,55.6,27.3,3,11,0,13.5,7,-0.07,32,124,0,52.5,75.3,65.7,,67.2,0.0,0,5,48,0.0,0,398,1,40.7,45,94.5,376,98.0,390,55.4,81,2,2.0,8,476,111,2.5,10.6,1.27
Larenzo Fenner,177187,WR,S DAKOTA,15,18.9,12,54.3,52.4,11,21,0,2.2,1,0.18,38,291,0,86.5,73.7,87.3,,89.3,0.0,0,0,70,0.0,0,323,6,42.0,44,95.0,307,5.6,18,138.5,81,15,94.4,305,1002,222,5.0,22.8,3.26
Molayo Irefin,191608,WR,MAINE,12,14.0,2,43.8,18.2,2,11,0,16.7,7,-0.02,20,212,1,41.5,40.9,58.6,,58.4,0.0,0,2,24,0.0,0,355,2,40.7,35,96.9,344,20.0,71,54.2,80,1,79.4,282,421,102,2.9,12.0,1.22
Gabe Nunez,169559,WR,SO UTAH,12,9.2,15,77.5,40.0,4,10,0,3.1,2,0.21,40,298,0,85.7,83.4,79.8,,80.6,0.0,0,0,43,0.0,0,338,0,49.1,62,98.2,332,92.3,312,121.4,80,4,7.4,25,730,287,4.6,11.8,2.2
Max Mosey,163921,WR,HOLY CROSS,12,7.8,11,62.5,18.2,2,11,1,9.1,5,-0.31,21,181,0,65.4,68.2,63.3,,65.5,0.0,0,2,46,0.0,0,338,2,34.6,50,95.9,324,36.7,124,69.0,80,0,61.5,208,484,209,4.2,9.7,1.49
Ephraim Floyd,168347,WR,E TENN ST,12,6.2,19,78.8,42.9,3,7,0,1.6,1,0.04,31,157,1,90.7,75.9,77.0,61.0,78.5,0.6,2,2,45,0.3,1,327,0,43.7,63,93.9,307,86.9,284,96.6,80,2,11.6,38,614,408,6.5,9.7,2.0
Ryder Kurtz,171148,TE,CORNELL,10,10.1,4,54.4,33.3,5,15,1,2.3,1,-0.13,24,147,0,85.5,73.3,72.6,74.1,74.8,62.8,250,4,31,18.6,74,398,2,44.7,43,77.4,308,29.4,117,70.6,79,4,7.3,29,519,199,4.6,12.1,1.69
Kevonne Wilder,142387,WR,NEWHVN,9,9.2,15,64.6,20.0,1,5,0,3.8,2,-0.02,27,1013,1,82.4,47.6,69.4,,69.5,0.0,0,3,60,0.0,0,309,0,43.4,51,93.2,288,65.7,203,94.5,79,5,34.0,105,632,364,7.1,12.4,2.19
Marqeese Dietz,155299,WR,STNY BROOK,11,5.3,4,77.2,60.0,3,5,0,3.2,2,-0.02,19,303,1,85.7,84.5,64.2,,62.7,0.0,0,0,93,0.0,0,373,3,43.6,61,95.4,356,95.4,356,96.5,79,1,4.0,15,491,348,5.7,8.0,1.38
Scott Woods,148888,WR,MAINE,12,11.4,6,70.5,40.0,6,15,0,6.8,4,0.02,37,212,0,72.7,82.2,79.3,,79.9,0.3,1,1,66,0.0,0,302,0,42.0,55,97.0,293,86.4,261,111.8,78,5,12.3,37,653,237,4.3,11.9,2.23
Jalen Smith,171774,WR,LNDNWD,12,16.4,7,51.3,31.6,6,19,0,9.1,4,0.04,29,949,0,65.2,73.3,71.9,,71.5,0.0,0,3,62,0.0,0,368,1,43.3,40,96.7,356,16.6,61,86.3,78,4,83.4,307,756,238,6.0,18.9,2.12
Peyton Kramer,125693,WR,TARLETON,14,15.6,4,69.2,50.0,10,20,0,3.6,2,0.23,37,401,1,84.0,48.3,87.1,67.9,87.8,0.0,0,2,80,0.9,3,322,1,48.7,54,93.5,301,91.9,296,135.4,78,8,8.1,26,1023,305,5.6,18.9,3.4
Stacy Dobbins,185107,WR,UC DAVIS,14,7.3,8,74.4,50.0,3,6,0,6.5,4,0.13,34,322,0,70.7,75.2,68.0,67.3,69.1,0.6,3,2,45,0.2,1,468,4,51.3,58,88.9,416,25.0,117,107.7,78,4,74.4,348,698,379,6.5,12.0,1.68
Isaiah Fuhrmann,188538,WR,ELON,11,15.9,4,58.4,50.0,3,6,0,10.0,5,0.1,31,162,0,63.1,73.8,78.6,,78.5,0.0,0,2,96,0.0,0,348,1,40.2,45,95.1,331,15.2,53,128.2,77,9,84.8,295,910,283,6.3,20.2,2.75
Jalen Johnson,150097,WR,SCAR STATE,13,12.2,6,63.6,36.4,4,11,0,10.9,6,0.04,26,290,2,59.5,53.4,64.0,54.1,64.0,0.0,0,1,37,0.0,0,381,2,42.8,49,96.3,367,19.2,73,91.2,77,2,80.8,308,607,160,3.3,12.4,1.65
Brooks Davis,192494,WR,MONTANA,14,11.6,10,66.2,37.5,3,8,0,10.5,6,0.24,31,232,0,60.7,76.2,70.0,,68.0,0.0,0,2,61,0.0,0,362,3,51.0,51,96.4,349,11.0,40,99.0,77,4,88.7,321,651,264,5.2,12.8,1.87
Grahm Goering,148225,WR,S DAK ST,14,13.6,7,56.6,26.7,4,15,0,0.0,0,0.13,30,292,0,91.6,73.3,71.3,,70.9,0.0,0,1,95,0.0,0,417,0,48.1,43,95.2,397,4.3,18,88.5,76,2,95.7,399,656,272,6.3,15.3,1.65
Preston Bird,189064,WR,SAMFORD,11,7.9,10,71.1,50.0,3,6,0,6.9,4,-0.18,26,282,1,72.1,58.0,59.2,68.8,64.7,2.9,12,5,70,0.7,3,416,2,41.1,54,95.2,396,91.6,381,84.9,76,4,4.6,19,610,324,6.0,11.3,1.54
Dez Williams,144213,WR,STNY BROOK,11,10.5,11,60.5,44.4,8,18,1,2.1,1,-0.08,28,303,0,87.2,74.8,66.2,49.5,65.3,0.0,0,0,36,0.2,1,421,3,41.1,46,94.1,396,11.4,48,101.6,76,5,88.4,372,496,156,3.4,10.8,1.25
Treyvhon Saunders,163878,WR,COLGATE,6,10.7,11,65.3,50.0,5,10,0,9.3,5,0.25,31,142,0,64.9,74.1,86.0,,87.8,0.0,0,1,61,0.0,0,200,1,47.9,49,95.5,191,90.5,181,116.5,75,6,9.5,19,700,329,6.7,14.3,3.66
Josh Lorick,192305,WR,INCAR WORD,12,7.2,14,78.7,57.1,4,7,0,1.7,1,0.01,21,189,1,90.0,56.1,62.1,,63.1,0.0,0,0,45,0.0,0,386,1,41.6,59,96.4,372,52.3,202,107.9,75,3,47.7,184,503,201,3.4,8.5,1.35
Javon Ross,193348,WR,BETH COOK,12,7.8,15,70.7,33.3,3,9,0,7.0,4,0.09,33,119,0,72.6,77.5,75.8,63.5,74.0,0.0,0,3,79,0.3,1,350,2,46.9,53,96.0,336,97.4,341,100.2,75,4,2.6,9,686,442,8.3,12.9,2.04
Brady Blackburn,191743,WR,HARVARD,11,17.3,3,52.0,66.7,8,12,1,11.4,5,0.28,33,179,0,58.2,75.5,70.6,,72.0,0.0,0,2,74,0.0,0,342,1,46.9,39,94.7,324,15.2,52,97.6,75,5,84.5,289,739,192,4.9,18.9,2.28
