player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Tyshawn Wyatt,138471,G,JAMES MAD,13,100.0,0,197,53.9,69.8,49.3,0,7,463,100.0,100.0,98.2,4,12,5,901,0,900,0,901,482,482,0,0,419,0
Conlan Beaver,25736,T,MONTANA,13,100.0,0,232,78.5,77.9,77.7,3,19,479,100.0,100.0,96.2,7,29,7,901,0,0,901,901,496,496,0,0,405,0
Michael Shanahan,78230,T,TENN MARTN,13,100.0,0,310,57.1,40.4,62.0,0,24,418,100.0,100.0,96.4,1,27,3,893,0,0,886,893,438,438,0,1,455,5
Matthan Hatchie,138162,C,TENN MARTN,13,100.0,1,310,73.7,62.8,75.1,0,10,418,100.0,100.0,98.1,2,13,3,892,889,3,0,892,438,438,0,0,454,0
Cody Mauch,66637,T,N DAK ST,15,100.0,0,250,88.9,88.6,84.2,0,7,311,100.0,100.0,98.6,3,8,1,891,0,2,885,891,324,324,1,0,567,1
Rendon Miles-Character,60070,T,SE LA,13,100.0,0,294,69.8,71.5,66.8,1,22,580,100.0,100.0,97.3,5,27,4,887,0,0,0,887,599,599,0,883,288,2
Gavin Olson,104718,G,TENN MARTN,13,100.0,0,310,63.0,71.7,59.9,0,10,413,100.0,100.0,98.5,3,11,1,886,0,0,0,886,433,433,815,70,453,0
Cordell Volson,30614,T,N DAK ST,15,100.0,0,250,89.3,84.5,88.4,1,5,310,100.0,100.0,99.0,5,6,0,883,1,0,0,883,323,323,127,752,560,1
Hunter Mayginnes,81931,G,MONTANA,13,100.0,0,232,64.0,77.2,60.5,1,10,473,100.0,100.0,98.0,4,15,4,881,0,881,0,881,490,490,0,0,391,0
Brandon Weldon,60042,G,SACRAMENTO,12,100.0,0,279,68.8,59.9,71.6,3,16,486,100.0,100.0,97.6,3,21,2,880,0,0,0,880,509,509,878,0,371,1
Jake Parks,78284,G,UC DAVIS,12,100.0,0,322,61.7,80.6,56.2,2,5,469,100.0,100.0,99.0,3,8,1,880,0,28,4,880,485,485,848,0,395,0
Nick Kidwell,78403,T,JAMES MAD,13,100.0,0,197,73.2,72.7,70.4,6,9,456,100.0,100.0,98.1,2,16,1,877,0,0,0,877,473,473,0,874,404,2
Kooper Richardson,40014,T,SACRAMENTO,12,100.0,0,279,73.8,74.8,72.2,1,12,486,100.0,100.0,98.0,5,16,3,877,0,0,0,877,508,508,0,877,369,0
Wes Genant,41975,C,S DAK ST,15,100.0,0,292,65.0,81.5,61.7,1,9,446,100.0,100.0,98.7,6,11,1,877,877,0,0,877,462,462,0,0,415,0
Mason McCormick,78326,G,S DAK ST,15,100.0,0,292,72.0,79.7,71.1,2,8,445,100.0,100.0,98.9,4,10,0,876,0,876,0,876,461,461,0,0,415,0
Blake Austin,102247,G,E TENN ST,13,100.0,1,157,60.8,56.1,61.8,4,12,391,100.0,100.0,97.4,4,18,2,872,0,867,5,872,412,412,0,0,460,0
Prince Pines,77449,G,SM HOUSTON,12,100.0,1,281,74.3,84.4,71.4,1,5,468,100.0,100.0,98.9,5,8,2,872,0,870,0,872,502,502,0,1,370,0
Tavon Matthews,102246,G,E TENN ST,13,100.0,0,157,68.7,66.9,67.7,6,9,391,100.0,100.0,97.8,3,16,1,872,0,0,21,872,412,412,795,56,460,0
Joe Schreiber,91250,C,E TENN ST,13,100.0,1,157,65.5,68.8,63.5,2,13,391,100.0,100.0,97.6,2,17,2,869,869,0,0,869,412,412,0,0,457,0
Eleasah Anderson,58526,T,SM HOUSTON,12,99.4,1,281,66.8,71.4,65.6,4,15,465,99.1,99.0,97.1,9,23,4,868,0,0,863,873,498,503,0,0,370,5
Zach Redd,59889,G,MONTANA ST,15,100.0,0,233,61.7,39.2,64.1,3,10,346,100.0,100.0,97.8,2,14,1,867,0,867,0,867,352,352,0,0,515,0
Colby Thomas,66648,G,SM HOUSTON,12,100.0,0,281,66.9,81.4,63.5,2,8,467,100.0,100.0,98.7,4,11,1,865,43,0,0,865,501,501,815,3,364,2
Garret Greenfield,78360,T,S DAK ST,15,100.0,0,292,61.4,66.6,58.9,2,24,441,100.0,100.0,96.4,5,29,3,865,0,0,57,865,457,457,0,807,408,0
Taylor Tuiasosopo,59896,G,MONTANA ST,14,100.0,0,233,64.2,39.0,66.6,2,17,342,100.0,100.0,97.2,1,19,0,864,0,0,0,864,350,350,810,54,514,0
Ethan Hagler,139543,C,SM HOUSTON,12,100.0,0,281,71.2,79.4,67.3,3,6,467,100.0,100.0,99.0,2,9,0,860,816,0,0,860,501,501,44,0,359,0
Cole Potts,138463,G,JAMES MAD,13,100.0,1,197,54.7,50.3,54.6,3,9,443,100.0,100.0,98.0,4,15,3,857,0,0,0,857,459,459,856,0,398,0
Reece Jordan,55554,T,SM HOUSTON,12,100.0,0,281,71.8,75.8,66.6,1,13,458,100.0,100.0,98.3,3,15,1,852,13,0,0,852,492,492,0,823,360,11
Joe Ware,41849,T,AUSTINPEAY,11,100.0,1,116,65.3,73.9,59.3,1,12,474,100.0,100.0,98.0,5,16,3,850,0,0,2,850,504,504,0,843,346,4
Chase Evans,52928,G,S ILLINOIS,12,100.0,0,295,64.5,76.1,59.4,2,10,466,100.0,100.0,98.1,1,15,3,847,0,0,0,847,485,485,845,2,362,0
Gavin Orr,87441,T,SAMFORD,11,99.6,0,282,67.2,68.8,64.2,2,15,522,99.4,99.5,98.4,3,17,0,846,0,0,0,849,552,555,0,840,294,9
Danny Garza,75843,C,PRVIEW A&M,12,100.0,0,270,66.9,78.2,63.8,1,8,425,100.0,100.0,98.7,5,10,1,845,845,0,0,845,441,441,0,0,404,0
Tre'Mond Shorts,87380,T,E TENN ST,13,99.8,0,157,84.7,90.0,76.3,1,3,380,99.5,99.5,99.2,4,5,1,844,0,0,843,846,400,402,0,0,444,3
Shane Strand,60208,T,VA MILT IN,11,100.0,1,336,64.5,62.3,66.1,5,20,456,100.0,100.0,96.8,7,27,2,844,0,0,1,844,485,485,0,842,359,0
Marshall Gill,78354,T,VA MILT IN,11,100.0,2,336,56.4,53.9,57.8,5,16,455,100.0,100.0,96.8,6,25,4,843,0,0,840,843,484,484,0,0,359,3
Bucky Williams,78305,T,AUSTINPEAY,11,100.0,1,116,64.9,77.9,58.2,2,8,468,100.0,100.0,98.1,4,14,4,840,17,338,478,840,498,498,1,0,342,5
Sean Fitzgerald,59855,G,MO STATE,12,100.0,0,230,56.0,64.5,50.1,3,27,509,100.0,100.0,96.1,2,35,5,840,0,390,9,840,530,530,437,4,310,0
Jaxsen Spears,139445,C,MOREHEAD,11,100.0,0,234,62.9,62.3,64.4,8,12,535,100.0,100.0,97.8,5,22,2,840,840,0,0,840,553,553,0,0,287,0
Landon Bebee,78247,T,MO STATE,12,100.0,0,230,60.1,67.7,57.1,3,27,509,100.0,100.0,96.7,7,32,2,840,0,2,439,840,530,530,6,390,310,3
Ryan Suliafu,71141,C,MO STATE,12,100.0,0,230,61.1,55.9,62.6,4,22,508,100.0,100.0,96.3,2,32,6,839,839,0,0,839,529,529,0,0,310,0
Jacob Ungruhe,139448,T,MOREHEAD,11,100.0,0,234,58.0,55.9,55.7,10,16,534,100.0,100.0,97.0,1,29,3,839,0,0,0,839,552,552,0,839,287,0
Jakob Sell,77460,C,NWSTATE,11,100.0,0,257,63.7,80.0,57.6,1,10,450,100.0,100.0,98.6,5,12,1,839,839,0,0,839,478,478,0,0,361,0
Cam Marriott,108765,T,MOREHEAD,11,99.9,1,234,64.1,72.0,54.3,8,16,535,100.0,99.8,97.0,3,28,4,839,0,0,828,840,552,553,0,0,287,0
Cooper Frazier,139071,C,SAMFORD,11,100.0,0,282,58.0,70.4,48.9,2,10,520,100.0,100.0,98.3,1,15,3,839,839,0,0,839,550,550,0,0,289,0
Conner Crist,40975,C,E WASHGTON,13,100.0,1,161,56.1,51.5,56.1,1,16,493,100.0,100.0,98.3,4,17,0,832,832,0,0,832,514,514,0,0,318,0
Jacob Caughell,108524,C,AUSTINPEAY,11,100.0,0,116,70.2,83.5,64.8,3,4,464,100.0,100.0,98.8,3,9,2,832,832,0,0,832,494,494,0,0,338,0
Ian Fitzgerald,78386,T,MO STATE,12,99.9,0,230,58.1,70.8,47.3,5,23,501,99.8,99.8,97.2,3,28,0,831,0,0,386,832,521,522,1,433,310,12
Blake Tyler,142586,C,PRESBYTERN,10,100.0,0,271,57.9,43.7,69.7,4,21,602,100.0,100.0,97.6,7,27,2,830,759,71,0,830,649,649,0,0,181,0
Jake Kubas,91363,G,N DAK ST,15,100.0,1,250,71.1,62.7,71.1,2,5,292,100.0,100.0,98.5,3,8,1,829,0,63,0,829,304,304,760,0,525,1
Jalen Spady,102262,C,FL A&M,12,100.0,1,164,58.6,64.4,55.7,4,8,429,100.0,100.0,98.4,2,13,1,829,829,0,0,829,454,454,0,0,375,0
Tyler Smith,89384,T,W CAROLINA,11,100.0,1,344,64.5,72.5,59.6,4,13,510,100.0,100.0,97.9,9,19,2,825,0,0,823,825,534,534,0,0,291,2
Colby McKee,54982,G,AUSTINPEAY,11,100.0,0,116,55.0,75.3,48.0,1,12,461,100.0,100.0,97.7,4,17,4,824,0,0,0,824,491,491,823,0,333,1
John Allen,141880,G,SE LA,13,100.0,0,294,61.7,64.0,59.8,9,13,523,100.0,100.0,97.7,3,23,1,823,0,820,0,823,539,539,0,0,284,0
Cedric Dunbar,81691,T,JACKSON ST,13,100.0,0,194,59.9,62.2,59.6,3,19,502,100.0,100.0,96.6,7,28,6,822,318,0,0,822,526,526,0,503,296,1
Jarvis Chandler,103887,G,VA MILT IN,11,100.0,0,336,55.4,53.6,56.3,0,14,439,100.0,100.0,97.9,6,16,2,821,0,0,0,821,467,467,820,0,354,0
Trey Williams,142602,T,PRESBYTERN,11,100.0,1,271,52.3,40.7,61.4,12,16,585,100.0,100.0,96.4,4,35,7,820,0,0,819,820,630,630,0,0,190,0
Cam Johnson,142769,T,SCAR STATE,12,100.0,0,290,64.0,74.7,61.1,4,8,438,100.0,100.0,97.7,7,16,4,819,0,0,816,819,451,451,0,1,368,0
Jay Jackson-Williams,150949,T,FL A&M,12,100.0,1,164,51.9,56.6,49.8,7,20,421,100.0,100.0,96.6,9,28,1,818,0,104,711,818,445,445,0,0,373,3
Haden Haas,64242,C,CITADEL,11,100.0,0,139,63.2,57.1,62.4,0,2,159,100.0,100.0,98.7,1,3,1,815,815,0,0,815,166,166,0,0,649,0
Chans Jones Jr.,155235,T,PRVIEW A&M,12,100.0,1,270,63.9,72.8,58.4,0,14,401,100.0,100.0,98.0,3,15,1,813,0,0,685,813,417,417,0,126,396,0
Tyson Pauling,52193,C,PORTLAND,11,100.0,0,269,66.5,76.1,60.6,0,15,486,100.0,100.0,98.0,3,17,2,811,811,0,0,811,516,516,0,0,295,0
Aron Johnson,66685,T,S DAK ST,14,100.0,1,292,67.4,79.5,62.9,4,7,413,100.0,100.0,98.7,8,11,0,809,0,0,807,809,429,429,0,1,380,1
Kolbi Lewis,75783,G,PRVIEW A&M,12,100.0,0,270,60.0,75.2,54.3,1,6,395,100.0,100.0,98.1,1,11,4,807,0,805,0,807,407,407,0,0,400,0
Thomas Parker,60044,C,SACRAMENTO,11,100.0,0,279,61.5,67.9,60.9,2,12,452,100.0,100.0,98.0,6,16,2,805,805,0,0,805,473,473,0,0,332,0
Keenan Forbes,40642,G,FL A&M,12,100.0,0,164,56.9,54.3,58.2,6,8,418,100.0,100.0,98.1,6,15,1,804,0,0,0,804,442,442,804,0,362,0
J.D. DiRenzo,108791,T,SACR HEART,12,100.0,0,280,82.5,83.6,81.5,0,10,323,100.0,100.0,97.8,10,12,2,803,0,0,803,803,350,350,0,0,453,0
Donald Rappoccio,108793,T,SACR HEART,12,100.0,0,280,65.3,62.8,67.5,0,24,322,100.0,100.0,94.4,8,30,6,802,0,0,0,802,349,349,0,802,453,0
Clint Caldwell,142594,T,PRESBYTERN,11,100.0,1,271,55.4,50.9,58.1,3,20,577,100.0,100.0,96.4,4,32,9,802,0,0,208,802,622,622,1,592,180,0
Jon Mucciolo,108593,G,SACR HEART,12,100.0,0,280,75.7,69.1,76.0,2,13,323,100.0,100.0,97.4,2,16,1,802,0,802,0,802,350,350,0,0,452,0
Jake Lassiter,104648,T,KENNESAW,12,100.0,0,200,62.3,52.0,61.9,3,6,175,100.0,100.0,96.9,1,10,1,802,0,0,793,802,183,183,0,0,619,8
Josh Sokol,108801,G,SACR HEART,12,100.0,0,280,68.3,58.9,72.3,4,15,322,100.0,100.0,96.1,6,22,3,801,258,0,0,801,349,349,543,0,452,0
Kian Rexroat-Potts,78325,C,S DAKOTA,12,100.0,0,291,59.4,60.3,58.3,1,11,384,100.0,100.0,97.1,2,17,5,799,799,0,0,799,403,403,0,0,396,0
Lucas Davis,64271,T,S ILLINOIS,13,100.0,0,295,60.5,58.7,60.4,3,18,440,100.0,100.0,96.5,3,26,5,799,0,0,0,799,458,458,0,799,341,0
Jeff Woods,150434,T,NORFOLK,11,100.0,0,244,55.6,50.5,60.9,2,17,369,100.0,100.0,96.9,7,21,2,798,0,0,797,798,386,386,0,0,412,0
Alex Jensen,63652,T,S DAKOTA,12,100.0,0,291,69.4,64.8,69.2,2,19,384,100.0,100.0,96.0,2,26,5,796,0,0,792,796,403,403,0,0,393,4
Christian Coulter,112937,T,W CAROLINA,11,100.0,0,344,64.3,72.3,57.9,1,21,496,100.0,100.0,96.8,4,27,5,794,0,0,0,794,521,521,0,794,273,0
Craig Wood,61979,C,CENT CT ST,11,100.0,0,133,55.6,58.6,53.0,0,8,411,100.0,100.0,99.0,3,8,0,794,794,0,0,794,435,435,0,0,359,0
JT Melton,59653,C,CHARLES SO,10,100.0,0,135,60.7,54.5,60.7,2,13,524,100.0,100.0,98.6,0,15,0,792,417,0,0,792,550,550,374,0,242,1
Nick Hartnett,78319,C,VA MILT IN,11,100.0,0,336,67.6,76.3,61.7,2,5,437,100.0,100.0,99.0,1,8,1,792,791,1,0,792,465,465,0,0,327,0
Justin Redd,91153,G,NORFOLK,11,100.0,1,244,70.6,72.4,70.7,0,12,366,100.0,100.0,98.1,6,13,1,791,0,6,0,791,383,383,784,0,408,0
Mahmoud Shabana,30612,T,MONMOUTH,11,100.0,0,231,62.8,66.7,56.7,3,10,429,100.0,100.0,97.3,1,18,5,790,0,0,789,790,447,447,0,0,343,1
AJ Farris,29666,C,MONMOUTH,11,100.0,1,231,68.8,72.5,66.6,0,5,429,100.0,100.0,99.0,3,7,2,790,790,0,0,790,447,447,0,0,343,0
Erik Sorensen,59966,C,N IOWA,12,100.0,0,255,58.6,57.9,58.1,8,14,416,100.0,100.0,96.2,4,27,5,789,728,0,0,789,439,439,61,0,350,0
Jared Penning,103855,G,N IOWA,12,100.0,1,255,63.7,64.3,63.0,5,12,416,100.0,100.0,97.5,4,19,2,789,0,789,0,789,439,439,0,0,350,0
Jonas Leader,59953,T,N ARIZONA,11,100.0,0,252,60.7,53.6,65.9,7,13,422,100.0,100.0,96.7,8,24,4,788,0,0,0,788,441,441,0,788,347,0
Columbus Willis,63514,G,ALCORN ST,11,100.0,0,107,62.9,73.9,61.1,2,8,380,100.0,100.0,98.4,5,11,1,785,0,0,0,785,408,408,785,0,377,0
Colby Byrd,91124,C,NORFOLK,11,100.0,0,244,63.7,66.8,61.2,1,5,360,100.0,100.0,99.2,3,6,0,784,782,0,0,784,377,377,0,0,407,0
Jacob Tylski,104621,T,CHARLES SO,10,100.0,0,135,53.0,30.5,67.4,3,25,522,100.0,100.0,95.6,6,37,9,784,166,1,136,784,548,548,0,481,236,0
Brandon Malkow,87458,C,W ILLINOIS,11,100.0,0,345,55.7,58.6,52.1,2,9,558,100.0,100.0,98.5,2,14,3,784,784,0,0,784,580,580,0,0,204,0
Matt Muetterties,141918,T,W ILLINOIS,11,100.0,2,345,64.9,70.4,55.2,3,19,558,100.0,100.0,97.0,3,28,6,784,0,0,1,784,580,580,2,780,204,1
Colin Gamroth,63458,C,VILLANOVA,13,100.0,0,334,63.3,79.3,56.1,0,3,371,100.0,100.0,99.3,1,4,1,784,784,0,0,784,393,393,0,0,391,0
Jalen Powell,91152,G,NORFOLK,11,100.0,0,244,64.6,60.4,64.1,3,9,356,100.0,100.0,98.0,1,13,1,783,6,773,0,783,373,373,4,0,410,0
TC Carey,88614,C,IDAHO ST,11,100.0,0,186,61.9,58.8,64.0,0,8,425,100.0,100.0,98.6,4,10,2,783,783,0,0,783,446,446,0,0,337,0
Clint Lapic,103902,C,STF AUSTIN,12,100.0,0,301,62.3,54.7,63.4,3,11,434,100.0,100.0,97.7,1,17,3,781,781,0,0,781,447,447,0,0,334,0
Tereis Drayton,105417,T,CITADEL,11,100.0,0,139,54.6,49.0,53.9,0,10,154,100.0,100.0,95.5,2,12,2,779,0,0,33,779,161,161,0,739,618,7
Brian Syracuse,29667,G,MONMOUTH,11,100.0,0,231,67.2,81.9,60.8,1,4,428,100.0,100.0,98.7,1,8,3,778,1,43,0,778,446,446,734,0,332,0
PJ Poutasi,59647,G,N ARIZONA,11,100.0,1,252,53.6,51.1,53.9,2,11,420,100.0,100.0,98.2,4,14,1,777,0,739,38,777,439,439,0,0,338,0
Calvin Barkat,89373,T,MCNEESE,11,99.9,0,217,49.6,54.2,47.0,1,19,400,99.8,99.8,97.0,2,22,2,777,360,0,51,778,418,419,0,367,359,0
John Perko,88613,T,IDAHO ST,11,100.0,0,186,67.6,62.0,67.1,2,13,423,100.0,100.0,97.5,4,18,3,777,0,0,0,777,444,444,327,450,333,0
Isaac Erbes,78321,G,S DAKOTA,12,100.0,1,291,61.0,74.5,57.8,3,3,371,100.0,100.0,98.4,4,9,3,775,0,0,0,775,390,390,775,0,385,0
Grady Thomas,60232,G,HAMPTON,11,100.0,0,178,63.7,76.8,58.4,0,12,364,100.0,100.0,98.1,0,13,1,774,0,18,0,774,383,383,756,0,391,0
Trevor Penning,59963,T,N IOWA,12,100.0,3,255,97.3,87.0,99.9,4,6,412,100.0,100.0,98.5,16,11,1,773,0,0,771,773,435,435,0,0,338,2
Nash Jensen,66672,G,N DAK ST,15,100.0,0,250,67.7,71.1,65.9,1,8,267,100.0,100.0,97.9,1,10,1,773,0,767,0,773,279,279,1,0,494,1
William Nana Fabu,78232,C,KENNESAW,12,100.0,0,200,60.1,70.9,57.0,0,1,166,100.0,100.0,99.7,1,1,0,772,772,0,0,772,175,175,0,0,597,0
Fred Norman Jr.,102248,T,E TENN ST,13,100.0,0,157,68.0,73.1,64.6,4,8,343,100.0,100.0,98.0,3,13,1,772,0,0,0,772,362,362,0,772,410,0
Austin Anderson,142796,T,CAL POLY,11,99.9,0,129,59.3,61.1,54.0,6,18,455,99.8,99.8,96.5,1,28,4,772,0,0,772,773,477,478,0,0,295,0
Richard Estrella,103858,T,PORTLAND,11,100.0,0,269,67.6,66.5,65.1,2,19,464,100.0,100.0,97.1,3,24,3,770,0,0,0,770,493,493,0,770,277,0
Tyler Clemons,141582,T,IDAHO ST,11,100.0,0,186,67.1,67.5,62.5,5,7,416,100.0,100.0,97.4,0,17,5,769,0,0,440,769,437,437,0,326,332,3
Brandon Hardy,153298,C,HAMPTON,11,100.0,0,178,59.4,72.9,55.4,1,10,365,100.0,100.0,98.5,4,11,0,765,765,0,0,765,384,384,0,0,381,0
Andrew Garnett,46239,T,TOWSON,11,100.0,0,317,71.4,76.4,65.1,3,6,396,100.0,100.0,98.4,2,11,2,764,0,0,764,764,414,414,0,0,350,0
AJ Forbes,81751,C,MONTANA,12,100.0,0,232,66.8,61.2,68.2,3,15,407,100.0,100.0,97.8,3,18,0,762,762,0,0,762,421,421,0,0,341,0
Eric Brown,142770,C,SCAR STATE,12,100.0,0,290,55.8,72.2,48.4,0,11,407,100.0,100.0,98.2,1,13,2,762,658,0,0,762,420,420,100,0,342,0
P.J. Burkhalter,37372,G,NICHOLLS,11,100.0,1,243,70.6,67.1,71.6,1,8,381,100.0,100.0,98.6,5,10,1,762,0,762,0,762,405,405,0,0,357,0
Caron Coleman,136824,G,MCNEESE,11,99.9,1,217,62.6,73.9,58.0,2,7,389,99.7,99.8,98.1,3,12,3,760,0,760,0,761,406,407,0,0,354,0
Neil Tompkins,62014,G,CENT CT ST,11,100.0,1,133,61.9,60.7,60.8,1,11,394,100.0,100.0,97.5,2,16,4,759,0,759,0,759,417,417,0,0,342,0
Ben Bos,41691,C,WEBER ST,11,100.0,0,342,49.6,66.8,43.6,1,10,371,100.0,100.0,98.0,2,13,2,759,759,0,0,759,389,389,0,0,370,0
Moses Mallory,105414,G,MONTANA,13,100.0,0,232,65.8,55.0,67.2,3,7,404,100.0,100.0,97.5,3,15,5,758,149,2,0,758,417,417,605,0,341,1
Tison Gray,86841,G,SCAR STATE,12,100.0,0,290,56.3,63.8,51.5,1,13,416,100.0,100.0,98.1,5,15,1,758,0,2,0,758,429,429,612,139,329,0
Jair Joseph,63510,T,NICHOLLS,10,100.0,0,243,68.4,69.9,64.5,0,7,376,100.0,100.0,98.8,2,8,1,757,0,0,0,757,400,400,0,753,357,3
Jermiah Stafford,52305,T,SOUTHERN U,11,99.9,0,297,66.0,68.1,65.5,4,12,326,99.7,99.7,95.7,6,22,6,756,0,0,0,757,345,346,0,743,411,13
DJ Wright,91703,T,SAN DIEGO,11,100.0,1,283,76.0,77.9,71.6,3,10,384,100.0,100.0,98.3,6,13,0,755,0,0,735,755,405,405,0,13,350,7
Cole Cheripko,63441,C,TOWSON,11,100.0,0,317,66.5,73.0,64.3,1,12,392,100.0,100.0,98.3,4,13,0,755,755,0,0,755,409,409,0,0,346,0
Aaron Grzymkowski,40078,G,TOWSON,11,100.0,0,317,66.6,67.3,64.4,3,12,389,100.0,100.0,97.6,2,17,2,754,0,754,0,754,407,407,0,0,347,0
Demetri Jordan,121932,G,JACKSON ST,12,100.0,0,194,60.0,71.3,57.6,1,15,462,100.0,100.0,98.1,5,17,1,754,0,748,6,754,485,485,0,0,269,0
Kyle Nunez,60102,G,STNY BROOK,11,100.0,1,303,65.1,75.5,61.6,1,7,330,100.0,100.0,98.8,2,8,0,754,0,0,0,754,349,349,753,0,405,0
Andrew Alvarado,154604,T,HOU BAPT,11,100.0,0,183,34.2,40.2,30.0,6,37,515,100.0,100.0,93.9,4,53,10,753,0,0,0,753,537,537,0,752,216,0
Dylan McCreery,121694,G,HOU BAPT,11,100.0,0,183,61.9,69.8,57.3,1,16,515,100.0,100.0,97.4,2,22,5,753,0,752,0,753,537,537,0,0,216,0
Anthony Catapano,51616,C,STNY BROOK,11,100.0,0,303,64.1,66.0,62.1,1,12,330,100.0,100.0,98.0,1,13,0,753,753,0,0,753,349,349,0,0,404,0
Brad Davis,60206,G,E KENTUCKY,11,100.0,0,159,60.0,77.5,53.0,0,9,439,100.0,100.0,98.5,3,11,2,753,205,0,0,753,466,466,548,0,287,0
A.J. Vang,122814,C,N ALABAMA,11,100.0,2,389,55.1,53.0,56.2,4,20,435,100.0,100.0,95.9,6,30,6,752,752,0,0,752,476,476,0,0,276,0
Cole Foley,139182,T,DAVIDSON,11,100.0,0,149,75.5,62.9,73.2,1,4,135,100.0,100.0,97.4,0,6,1,751,0,0,395,751,144,144,0,354,607,0
Levi Nesler,59900,C,MURRAY ST,11,100.0,0,236,68.2,73.7,65.0,0,10,330,100.0,100.0,98.2,1,11,1,751,751,0,0,751,344,344,0,0,407,0
Nick Reimer,142535,T,MERRIMACK,11,100.0,0,385,56.7,47.5,63.3,9,20,465,100.0,100.0,94.7,3,39,10,750,0,0,749,750,489,489,0,0,261,0
Christopher Alvarado,108463,G,SAN DIEGO,11,100.0,1,283,59.5,59.5,63.2,0,10,383,100.0,100.0,98.4,9,11,1,750,4,746,0,750,403,403,0,0,347,0
Toby Sanderson,33300,C,CENT ARK,11,100.0,1,132,68.1,79.7,62.1,0,5,411,100.0,100.0,98.9,2,7,2,750,750,0,0,750,437,437,0,0,313,0
Tyler McLellan,88557,T,CAMPBELL,11,100.0,1,131,69.6,75.1,64.7,2,9,436,100.0,100.0,98.3,4,13,2,749,0,0,29,749,463,463,0,710,286,10
Cameron Watson,122816,T,N ALABAMA,11,100.0,1,389,60.3,70.0,52.1,1,14,434,100.0,100.0,97.4,2,19,4,749,0,15,255,749,475,475,0,476,274,2
Ja'Tyre Carter,78432,T,SOUTHERN U,11,100.0,0,297,79.1,93.2,72.1,1,1,322,100.0,100.0,99.7,7,2,0,748,0,0,746,748,341,341,0,0,407,1
Cameron Williams,142731,C,ALAB A&M,10,100.0,3,104,57.1,64.9,57.9,2,12,449,100.0,100.0,97.8,8,17,3,748,748,0,0,748,481,481,0,0,267,0
