player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Phil Saleh,79673,T,FORDHAM,12,100.0,0,168,69.6,85.9,56.4,3,9,532,100.0,100.0,98.5,5,14,2,947,0,0,945,947,561,561,0,0,386,0
Brock Gingrich,142247,C,DELAWARE,13,100.0,2,151,64.1,64.0,64.8,0,19,565,100.0,100.0,97.6,5,23,4,946,888,58,0,946,598,598,0,0,348,0
Fintan Brose,142242,T,DELAWARE,13,100.0,0,151,75.7,84.6,70.3,1,13,564,100.0,100.0,98.6,3,15,1,945,0,1,0,945,598,598,443,497,347,0
Nash Jones,133226,T,INCAR WORD,14,99.9,3,189,77.1,78.7,77.6,3,7,504,99.8,99.8,98.8,11,11,1,943,0,1,935,944,527,528,0,0,416,6
Jimeto Obigbo,150060,T,INCAR WORD,14,99.9,0,189,67.5,79.1,58.7,2,11,504,99.8,99.8,97.9,6,17,4,942,0,0,10,943,526,527,1,931,416,1
Cade Salyers,104689,G,RICHMOND,13,100.0,0,276,71.5,80.4,67.0,0,8,544,100.0,100.0,99.3,0,8,0,938,0,0,0,938,561,561,937,0,377,0
Reid Francis,102296,C,INCAR WORD,14,100.0,0,189,70.7,76.4,68.4,1,9,510,100.0,100.0,98.8,4,11,1,936,936,0,0,936,531,531,0,0,405,0
Willis Patrick,134500,T,JACKSON ST,13,100.0,0,194,69.9,77.4,63.1,3,13,567,100.0,100.0,98.1,6,19,3,929,0,0,0,929,608,608,0,925,321,4
Ethan Atagi,81597,C,WEBER ST,13,100.0,0,342,54.9,69.7,54.0,0,9,416,100.0,100.0,98.2,7,12,3,927,923,0,0,927,439,439,0,0,488,0
Mason McCormick,78326,G,S DAK ST,15,100.0,0,292,81.2,85.5,80.5,0,5,405,100.0,100.0,98.9,4,7,2,920,0,920,0,920,419,419,0,0,501,0
Garret Greenfield,78360,T,S DAK ST,15,100.0,0,292,69.9,79.9,64.0,2,9,405,100.0,100.0,98.1,6,13,2,920,0,0,919,920,419,419,0,0,501,0
Gus Miller,138312,C,S DAK ST,15,100.0,0,292,65.6,76.7,65.1,1,9,405,100.0,100.0,98.5,9,11,1,920,920,0,0,920,419,419,0,0,501,0
Justus Perkins,102312,C,MONTANA ST,14,100.0,0,233,67.2,76.0,62.9,0,6,353,100.0,100.0,98.9,0,7,1,915,915,0,0,915,367,367,0,0,548,0
Anderson Tomlin,78431,T,FURMAN,13,99.8,0,170,69.8,79.9,63.7,1,10,448,99.6,99.6,97.9,7,15,4,914,0,0,909,916,471,473,0,0,443,6
John O'Brian,77497,T,S DAK ST,15,100.0,1,292,49.6,39.7,59.0,6,28,405,100.0,100.0,94.8,14,38,4,914,0,0,0,914,419,419,95,818,495,1
Austin Guyse,87438,T,SAMFORD,12,100.0,1,282,60.6,58.6,59.0,3,28,528,100.0,100.0,95.9,6,37,6,914,0,0,914,914,548,548,0,0,366,0
Noah Atagi,78419,T,WEBER ST,13,100.0,1,342,68.8,78.2,63.2,1,6,412,100.0,100.0,98.4,4,10,3,913,0,0,906,913,435,435,0,0,478,7
Pearson Toomey,104749,T,FURMAN,13,100.0,2,170,73.4,83.5,66.5,0,7,448,100.0,100.0,99.2,4,7,0,913,0,0,6,913,471,471,0,906,442,0
Jacob Johanning,104612,G,FURMAN,13,100.0,1,170,70.5,86.9,68.9,0,5,448,100.0,100.0,99.2,7,6,1,911,0,909,0,911,471,471,1,0,440,0
Tyler Brown,98070,G,JACKSON ST,13,100.0,0,194,64.3,78.7,63.6,0,11,548,100.0,100.0,98.8,9,12,1,905,0,905,0,905,588,588,0,0,317,0
Joe More,81809,T,RICHMOND,12,100.0,2,276,61.3,59.2,62.1,6,24,527,100.0,100.0,96.4,7,34,4,903,0,0,0,903,543,543,0,901,360,1
Keith Gouveia,148417,G,RICHMOND,13,100.0,0,276,59.9,71.4,54.2,2,13,512,100.0,100.0,98.1,2,17,2,902,0,897,0,902,529,529,4,0,373,0
Rush Reimer,147657,T,MONTANA ST,14,100.0,0,233,74.6,70.4,76.2,3,7,348,100.0,100.0,98.6,6,10,0,902,0,0,901,902,362,362,0,0,540,0
Travis Burke,147952,T,GARD-WEBB,13,100.0,1,171,56.2,51.4,61.6,4,23,478,100.0,100.0,96.3,11,31,4,900,0,2,551,900,511,511,1,334,389,12
Gabriel Thompson,102264,C,GARD-WEBB,13,100.0,0,171,67.7,67.3,68.6,2,9,454,100.0,100.0,98.1,5,14,3,896,616,112,0,896,484,484,167,0,412,1
Patrick Flynn,63447,T,NEW HAMP,13,100.0,3,240,65.0,81.5,53.7,2,12,477,100.0,100.0,98.5,8,14,0,895,0,1,891,895,506,506,0,0,389,0
Osho Omoyeni,88588,C,NEW HAMP,13,100.0,0,240,61.0,61.8,62.2,3,15,477,100.0,100.0,97.3,5,22,4,894,894,0,0,894,506,506,0,0,388,0
Ryan Joyce,104638,G,FORDHAM,11,100.0,0,168,65.0,75.4,59.8,7,8,498,100.0,100.0,98.3,2,16,1,889,0,0,1,889,526,526,888,0,363,0
Jhy Orgeron,141884,T,SE LA,13,100.0,0,294,47.3,47.0,51.8,2,22,431,100.0,100.0,95.6,8,31,7,889,0,0,886,889,440,440,1,0,449,2
Blaise Sparks,129428,T,DELAWARE,13,99.9,0,151,73.7,70.8,74.2,1,28,534,99.8,99.8,96.9,6,31,2,889,0,0,497,890,563,564,1,384,326,3
JT Reed,90602,G,MONTANA ST,14,100.0,0,233,65.5,66.5,65.2,3,8,337,100.0,100.0,98.1,4,12,1,886,0,885,0,886,348,348,0,0,538,1
Wyatt Hughes,104613,G,FURMAN,13,100.0,0,170,58.8,75.9,54.6,1,12,441,100.0,100.0,98.3,4,14,1,885,86,1,0,885,464,464,798,0,421,0
George Barrera,78279,G,WEBER ST,13,100.0,0,342,60.0,77.7,59.8,2,10,397,100.0,100.0,98.2,9,13,1,880,0,273,6,880,419,419,210,387,461,0
Jake Kubas,91363,G,N DAK ST,15,99.9,0,250,75.9,76.9,74.5,3,2,298,99.7,99.7,98.8,2,6,1,877,0,0,0,878,311,312,875,0,566,1
Dominic Serapiglia III,141881,C,SE LA,13,100.0,0,294,65.3,78.6,61.3,1,7,423,100.0,100.0,99.1,3,8,0,877,875,0,0,877,432,432,0,0,445,0
Cody Mauch,66637,T,N DAK ST,15,100.0,0,250,93.5,82.0,93.0,2,5,291,100.0,100.0,98.5,3,8,1,856,0,3,844,856,304,304,0,0,552,8
Chris Walker,59907,T,MONTANA,13,100.0,2,232,66.8,73.8,65.5,3,11,448,100.0,100.0,98.2,9,15,1,852,0,0,851,852,474,474,0,0,378,1
Brandon Casey,143705,T,MONTANA,13,100.0,0,232,62.1,70.8,55.1,2,24,448,100.0,100.0,96.7,3,28,2,852,0,0,0,852,474,474,0,851,378,1
AJ Forbes,81751,C,MONTANA,13,100.0,1,232,68.6,79.5,65.0,1,9,448,100.0,100.0,98.9,4,10,0,851,851,0,0,851,474,474,0,0,377,0
Stanley Mark,133232,G,INCAR WORD,14,100.0,0,189,66.3,69.7,63.0,1,14,457,100.0,100.0,97.9,0,17,2,851,63,0,0,851,478,478,787,0,373,0
Hunter Mayginnes,81931,G,MONTANA,13,100.0,0,232,65.2,85.5,58.3,2,5,448,100.0,100.0,99.2,2,7,0,850,0,850,0,850,474,474,0,0,376,0
John Allen,141880,G,SE LA,12,100.0,0,294,64.3,68.0,62.7,1,10,403,100.0,100.0,98.4,2,12,1,849,0,846,0,849,412,412,0,1,437,0
Payton Collins,104632,T,E KENTUCKY,12,100.0,0,159,64.9,71.9,58.7,1,16,519,100.0,100.0,97.8,4,20,3,844,0,0,844,844,541,541,0,0,303,0
Zack Gieg,90606,C,SE MO ST,12,100.0,0,293,75.1,67.1,80.2,2,11,439,100.0,100.0,98.5,7,13,0,841,841,0,0,841,460,460,0,0,381,0
Jon Mucciolo,108593,G,SACR HEART,11,100.0,0,280,69.9,88.4,63.4,0,6,405,100.0,100.0,98.8,2,8,2,833,0,760,67,833,435,435,6,0,398,0
Evan Henry,98085,G,JACKSON ST,13,100.0,0,194,62.9,63.3,63.2,3,12,499,100.0,100.0,98.3,5,16,1,832,0,0,0,832,538,538,832,0,294,0
PJ Poutasi,59647,G,N ARIZONA,11,100.0,0,252,60.3,75.2,54.4,1,12,495,100.0,100.0,98.5,3,14,1,828,0,714,60,828,516,516,53,0,312,0
Charles Grant,142410,T,WM & MARY,13,100.0,0,348,78.7,84.0,74.6,2,8,310,100.0,100.0,98.4,5,10,0,827,0,0,826,827,323,323,0,0,504,1
Blake Whitmore,104723,C,W CAROLINA,11,100.0,0,344,64.4,77.0,63.8,0,8,476,100.0,100.0,98.9,9,9,1,824,823,0,0,824,501,501,0,0,323,0
Dylan Poirier,105466,T,NEW HAMP,13,100.0,1,240,59.1,68.4,50.6,1,22,440,100.0,100.0,96.2,3,28,5,823,0,0,0,823,464,464,0,820,359,0
Teeshaun Turpin,63213,G,NWSTATE,11,100.0,0,257,47.7,45.5,48.1,2,16,505,100.0,100.0,97.6,4,21,3,821,67,558,195,821,526,526,0,0,295,0
Tyler Smith,89384,T,W CAROLINA,11,100.0,0,344,70.3,73.3,67.7,3,15,473,100.0,100.0,97.9,5,19,1,819,0,0,818,819,498,498,0,0,321,0
Christian Coulter,112937,T,W CAROLINA,11,100.0,1,344,71.9,72.2,69.0,1,11,473,100.0,100.0,98.1,6,15,3,818,0,0,0,818,498,498,0,817,320,0
James Wayne,139449,T,MOREHEAD,11,100.0,0,234,60.9,65.5,53.6,4,14,479,100.0,100.0,96.9,0,24,6,815,0,0,815,815,503,503,0,0,312,0
Ryan McKenna,142421,C,WM & MARY,13,100.0,0,348,72.5,75.7,71.3,1,8,309,100.0,100.0,98.5,5,9,0,813,813,0,0,813,321,321,0,0,492,0
Matt O'Neill,88463,G,NEW HAMP,13,100.0,1,240,56.4,56.0,55.2,4,16,435,100.0,100.0,97.5,5,21,1,812,0,0,0,812,461,461,812,0,351,0
Beau Branyan,87506,T,S ILLINOIS,11,100.0,0,295,64.9,74.1,58.5,2,19,429,100.0,100.0,97.3,3,22,1,812,0,35,310,812,461,461,63,404,351,0
Carson Vinson,142734,T,ALAB A&M,11,100.0,0,104,66.7,66.6,64.7,3,15,410,100.0,100.0,96.6,3,23,5,811,0,0,807,811,430,430,0,0,381,3
Logan Floyd,81664,C,IDAHO,12,100.0,0,185,65.1,64.5,64.6,5,14,413,100.0,100.0,97.5,3,20,1,810,540,0,270,810,435,435,0,0,375,0
Jonathan Williams,120876,T,ALAB A&M,11,100.0,0,104,65.4,55.0,70.8,7,18,404,100.0,100.0,96.4,6,27,2,808,0,0,1,808,423,423,0,800,385,2
Evan Jumper,104221,C,FURMAN,12,100.0,0,170,56.1,84.8,50.0,0,2,406,100.0,100.0,99.8,7,2,0,807,807,0,0,807,428,428,0,0,379,0
Bart Francois,104735,G,WM & MARY,13,100.0,0,348,66.6,77.5,63.4,1,11,302,100.0,100.0,98.0,4,12,0,806,21,783,0,806,315,315,0,0,491,0
Troy Stiefel,60043,T,SACRAMENTO,11,100.0,0,279,65.2,66.7,60.9,3,11,360,100.0,100.0,97.8,0,15,1,803,0,0,803,803,381,381,0,0,422,0
Nico Sarale,103874,T,UC DAVIS,11,100.0,0,322,62.2,63.2,61.3,2,12,418,100.0,100.0,97.8,3,16,2,802,0,3,2,802,437,437,0,796,365,1
Caleb Krings,138412,G,ELON,12,100.0,1,162,69.4,62.7,70.1,3,10,395,99.7,99.8,97.8,3,15,2,801,0,778,1,801,412,413,20,0,389,0
Kevin Burkett,148327,T,ELON,12,100.0,1,162,64.0,72.4,57.0,0,29,395,99.7,99.8,95.8,2,31,2,801,0,0,0,801,412,413,8,791,389,0
Zane Gilbert,105515,T,ELON,12,100.0,0,162,56.6,58.2,53.9,5,24,395,99.7,99.8,94.8,2,35,6,801,0,1,798,801,412,413,0,0,389,0
Jabril Williams,105440,G,ELON,12,100.0,0,162,62.4,77.6,60.3,1,14,395,99.7,99.8,97.8,5,16,1,799,28,0,0,799,411,412,771,0,388,0
Rod Chaney,160144,T,NWSTATE,11,100.0,1,257,49.8,43.7,52.8,8,25,501,100.0,100.0,95.7,4,38,5,798,0,0,0,798,521,521,0,797,277,0
Colby Sorsdal,87479,T,WM & MARY,13,100.0,1,348,91.5,83.6,91.3,3,7,303,100.0,100.0,98.3,6,10,0,798,0,0,0,798,316,316,0,796,482,2
Rian Haigler,104733,G,WM & MARY,13,100.0,0,348,76.3,89.4,73.8,2,4,299,100.0,100.0,99.0,3,6,0,798,0,0,0,798,312,312,796,0,486,0
Donald Ventrelli,87429,T,N DAKOTA,12,100.0,1,249,68.6,73.7,62.2,2,15,442,100.0,100.0,97.4,3,20,3,797,0,0,797,797,463,463,0,0,334,0
Kobe Sixkiller,159622,G,SE MO ST,11,100.0,0,293,53.6,50.6,53.0,1,20,419,100.0,100.0,96.5,3,25,4,797,0,0,0,797,440,440,797,0,357,0
Easton Kilty,138241,G,N DAKOTA,12,100.0,0,249,76.1,82.3,73.8,0,6,442,100.0,100.0,99.3,3,6,0,797,0,0,0,797,463,463,797,0,334,0
Aaron Byrd,106131,T,VALPO,12,100.0,2,332,67.4,66.0,66.0,5,22,407,100.0,100.0,95.2,5,33,6,795,0,0,794,795,431,431,0,0,364,1
Brockhim Wicks,105426,T,SE LA,12,99.9,0,294,59.9,59.2,58.2,1,17,362,99.7,99.7,96.7,1,21,3,793,0,0,0,794,369,370,0,789,424,3
Jake Green,104751,T,S ILLINOIS,11,99.9,0,295,57.8,71.9,47.5,2,15,421,99.8,99.8,96.8,0,22,5,793,0,309,479,794,450,451,6,0,343,0
Javin Turner,141879,G,SE LA,12,100.0,0,294,59.1,74.0,56.5,2,8,372,100.0,100.0,98.4,4,11,1,792,0,74,0,792,378,378,716,1,414,1
Austin Whitehead,136929,C,TARLETON,11,100.0,0,401,63.3,77.8,55.9,0,5,401,100.0,100.0,98.6,1,8,3,791,791,0,0,791,420,420,0,0,371,0
Seth Osborne,108803,C,ST FRANCIS,12,100.0,0,299,69.7,84.0,64.7,1,4,392,100.0,100.0,99.4,4,5,0,790,790,0,0,790,413,413,0,0,377,0
Stevon Brown,91367,G,DELAWARE,12,100.0,1,151,65.0,79.3,60.4,1,11,471,100.0,100.0,98.7,3,12,0,789,0,785,0,789,501,501,0,1,288,0
Luke Newman,143066,T,HOLY CROSS,13,100.0,0,181,79.0,72.0,80.6,0,11,326,100.0,100.0,96.8,4,16,5,789,0,0,788,789,349,349,0,1,440,0
Chase Evans,52928,G,S ILLINOIS,11,100.0,0,295,64.0,79.6,56.7,3,6,418,100.0,100.0,98.4,1,11,2,786,175,0,0,786,447,447,605,6,339,0
Layton Ernst,99424,T,TARLETON,11,100.0,0,401,67.5,62.2,67.2,4,15,397,100.0,100.0,96.9,1,22,3,784,0,0,732,784,416,416,0,52,368,0
Garrett Weichman,105430,C,CAL POLY,11,99.9,0,129,59.4,69.4,54.4,0,10,522,100.0,99.8,99.0,3,10,0,784,784,0,0,785,536,537,0,0,248,1
Neal Azar,108683,C,GEORGETOWN,11,100.0,0,172,64.1,68.1,67.4,2,8,489,100.0,100.0,98.6,8,12,2,783,721,62,0,783,512,512,0,0,271,0
Mac Hollensteiner,108684,T,GEORGETOWN,11,100.0,0,172,80.0,81.8,75.1,2,8,489,100.0,100.0,98.8,2,11,1,783,0,0,99,783,512,512,0,682,271,2
Joseph Milburn,63494,C,NWSTATE,10,100.0,1,257,60.6,66.1,56.2,4,13,487,100.0,100.0,97.6,2,20,3,781,781,0,0,781,507,507,0,0,274,0
Tre'Quan Dorsey,151291,T,ST FRANCIS,12,100.0,0,299,61.7,59.1,60.5,5,13,388,100.0,100.0,97.4,1,19,1,780,0,0,780,780,409,409,0,0,371,0
Payson Campisano,105462,G,CAL POLY,11,100.0,0,129,62.8,66.5,58.6,4,13,518,100.0,100.0,98.0,1,19,2,778,0,0,1,778,533,533,770,7,245,0
Shyron Rodgers,134741,G,SE MO ST,11,100.0,1,293,66.7,68.4,67.6,2,9,391,100.0,100.0,98.3,6,12,1,775,0,703,0,775,410,410,1,71,365,0
Jackson Hoops,147726,T,N COLORADO,11,100.0,0,253,55.0,49.0,57.1,6,26,457,100.0,100.0,95.0,1,39,7,774,0,0,0,774,478,478,1,771,296,0
Jalen Hooper,79653,C,N ARIZONA,11,100.0,0,252,58.4,60.4,55.0,4,6,460,100.0,100.0,98.9,1,10,0,774,774,0,0,774,478,478,0,0,296,0
Evan Beerntsen,103865,G,S DAK ST,13,100.0,0,292,65.7,61.6,66.2,2,11,335,100.0,100.0,97.5,3,15,2,773,0,0,0,773,347,347,773,0,426,0
Torricelli Simpkins III,150473,C,NC CENT,12,100.0,2,247,66.2,74.4,63.6,2,14,377,100.0,100.0,97.3,3,18,2,772,769,0,3,772,409,409,0,0,363,0
Mike Purcell,55143,C,ELON,12,100.0,3,162,67.5,82.7,66.9,1,4,382,99.7,99.7,99.3,10,5,0,771,771,0,0,771,395,396,0,0,376,0
Ozzie Hutchinson,102197,T,ALBANY,11,100.0,1,106,66.2,62.9,64.0,2,18,467,100.0,100.0,97.0,2,24,4,771,0,0,771,771,508,508,0,0,263,0
T.J. Yarbrough,150955,T,ALCORN ST,11,100.0,0,107,62.3,70.3,57.9,2,6,335,100.0,100.0,97.6,3,12,4,770,0,0,770,770,347,347,0,0,423,0
Will Marotta,142219,T,ALBANY,11,100.0,1,106,53.6,50.1,53.0,5,30,465,100.0,100.0,94.9,1,41,6,769,0,0,0,769,505,505,0,750,264,19
Clint Lapic,103902,C,STF AUSTIN,11,100.0,0,301,58.4,57.9,57.2,0,13,395,100.3,100.2,98.1,1,14,1,769,769,0,0,769,411,410,0,0,358,0
Luke Dahlgren,102250,C,E WASHGTON,11,100.0,0,161,72.5,83.1,66.9,5,6,449,100.0,100.0,98.6,2,12,1,768,767,1,0,768,466,466,0,0,302,0
Tyson Pauling,52193,C,PORTLAND,11,100.0,0,269,68.3,82.1,63.4,0,4,372,100.0,100.0,98.9,2,6,2,768,768,0,0,768,391,391,0,0,377,0
Daniel Keys,122104,T,STF AUSTIN,11,100.0,0,301,57.3,63.0,56.6,0,15,394,100.3,100.2,97.1,5,19,4,766,0,0,766,766,410,409,0,0,356,0
George Padezanin,143117,C,LEHIGH,11,100.0,0,205,58.9,63.0,57.2,0,12,437,100.0,100.0,98.2,1,14,2,766,766,0,0,766,468,468,0,0,298,0
Scott Houseman,142215,G,ALBANY,11,100.0,0,106,58.6,55.5,61.0,2,17,466,100.0,100.0,97.3,4,22,3,765,72,693,0,765,507,507,0,0,258,0
Michael Gerace,87413,C,MAINE,11,100.0,0,212,71.1,66.6,76.4,2,5,417,100.0,100.0,98.9,6,8,1,765,741,0,24,765,434,434,0,0,331,0
Brady Odom,147720,G,N COLORADO,11,100.0,0,253,66.0,67.8,63.3,3,11,457,100.0,100.0,98.2,0,15,1,764,0,764,0,764,478,478,0,0,286,0
Langston Jones,159766,G,LEHIGH,11,100.0,1,205,61.7,64.9,61.1,3,11,435,100.0,100.0,97.7,5,17,3,763,0,153,0,763,466,466,610,0,297,0
D'Angalo Titialii,143757,G,PORTLAND,11,100.0,0,269,65.6,71.2,66.3,1,6,372,100.0,100.0,98.5,5,9,2,763,0,697,9,763,391,391,3,53,372,0
Darius Fox,154736,G,HOWARD,11,100.0,0,184,65.7,77.4,62.1,1,7,381,100.0,100.0,98.7,2,9,1,763,0,729,31,763,403,403,3,0,360,0
Jordan Ford,78380,G,UC DAVIS,11,100.0,0,322,71.8,79.6,70.9,0,2,395,100.0,100.0,99.5,2,3,1,762,0,758,0,762,412,412,0,1,350,3
Nate Hodnett,138121,C,TENN TECH,11,100.0,0,309,48.3,41.9,52.3,0,8,376,100.0,100.0,98.7,8,9,1,762,484,0,0,762,399,399,278,0,363,0
C.J. Hanson,102272,G,HOLY CROSS,13,100.0,0,181,69.5,68.6,69.4,1,10,302,100.0,100.0,98.2,3,11,0,762,0,0,0,762,327,327,761,0,435,0
Drew Moss,150351,T,LAMAR,11,100.0,0,204,69.6,66.2,72.3,1,13,368,100.0,100.0,97.6,9,16,2,762,0,0,0,762,382,382,0,762,380,0
Jacob Bayer,150349,C,LAMAR,11,100.0,0,204,69.6,63.0,71.5,3,12,368,100.0,100.0,97.7,3,16,1,762,762,0,0,762,382,382,0,0,380,0
Gavin Olson,104718,T,TENN MARTN,11,100.0,0,310,60.8,59.9,58.9,2,10,409,100.0,100.0,97.6,1,16,4,761,0,0,761,761,436,436,0,0,325,0
Alan Hatten,151176,G,ABILENE CH,11,100.0,0,100,56.3,54.0,55.8,3,19,432,100.0,100.0,97.2,2,23,1,760,0,760,0,760,449,449,0,0,311,0
Wyatt Hansen,141525,T,E WASHGTON,11,100.0,0,161,71.6,77.7,62.5,3,15,442,100.0,100.0,97.1,1,22,4,757,0,15,739,757,461,461,0,0,296,2
Donovan Allen,108491,T,BROWN,10,99.9,1,123,61.6,69.9,60.9,4,13,444,99.8,99.8,97.4,9,20,3,757,0,2,729,758,467,468,0,22,290,4
Jack Forsyth,138427,T,HOWARD,11,100.0,0,184,60.3,66.0,56.2,1,16,381,100.0,100.0,96.7,3,21,4,757,0,0,11,757,403,403,0,746,354,0
Kevin Jones,87420,T,MAINE,11,100.0,0,212,57.1,48.4,60.1,2,17,413,100.0,100.0,96.2,1,25,6,756,0,0,0,756,429,429,0,756,327,0
Jaxsen Spears,139445,G,MOREHEAD,11,100.0,0,234,70.7,75.9,69.9,2,12,451,100.0,100.0,98.2,3,15,1,756,153,602,0,756,472,472,0,0,284,0
Steve Carter,102205,C,ALCORN ST,11,100.0,1,107,60.5,48.7,62.9,2,15,326,100.0,100.0,96.8,3,19,2,754,754,0,0,754,338,338,0,0,416,0
Bennet Krebs,143182,C,DRAKE,11,100.0,1,153,63.6,68.6,64.4,1,13,431,100.0,100.0,98.4,5,14,0,752,752,0,0,752,444,444,0,0,308,0
Will Reid,139122,T,VA MILT IN,11,100.0,0,336,52.1,44.6,57.7,7,25,426,100.0,100.0,94.6,3,39,7,751,0,2,749,751,451,451,0,0,300,0
Nash Jensen,66672,G,N DAK ST,14,100.0,0,250,70.4,79.6,67.0,2,2,263,100.0,100.0,98.9,0,5,1,751,0,747,0,751,274,274,3,0,477,0
Tyler Williams,78405,C,MONMOUTH,11,100.0,1,231,74.9,76.8,79.8,0,9,364,100.0,100.0,98.5,9,10,1,750,750,0,0,750,393,393,0,0,357,0
Justice Guillory,122098,G,STF AUSTIN,11,100.0,0,301,56.1,55.0,58.0,1,12,384,100.3,100.3,97.5,5,16,3,750,0,0,0,750,400,399,749,0,350,0
Kendall Dearth,136869,G,TARLETON,11,100.0,0,401,65.6,76.5,60.7,1,8,382,100.0,100.0,98.6,0,10,1,750,0,750,0,750,400,400,0,0,350,0
Tristan Mann,103883,T,VA MILT IN,11,99.9,1,336,44.4,37.5,49.9,2,21,425,99.8,99.8,94.9,2,33,10,750,0,0,0,751,450,451,0,749,300,2
Michael Dorundo,108455,C,DUQUESNE,11,100.0,0,155,58.3,57.4,56.3,0,8,378,100.0,100.0,98.1,1,11,3,749,749,0,0,749,400,400,0,0,349,0
Nate Korte,78285,T,SE MO ST,11,100.0,1,293,75.5,59.1,82.2,1,15,398,100.0,100.0,98.0,5,16,0,748,0,0,1,748,417,417,0,747,331,0
Lamar Morgan,138172,T,TENN MARTN,11,100.0,1,310,61.9,52.8,68.2,4,24,405,100.0,100.0,96.5,7,28,0,748,0,0,0,748,430,430,0,748,318,0
Bryan Bystol,108450,C,BUTLER,11,100.0,0,127,55.1,69.9,54.3,0,9,378,100.0,100.0,98.8,8,9,0,748,748,0,0,748,387,387,0,0,361,0
Greg Anderson,78406,G,MONMOUTH,11,100.0,0,231,75.1,72.2,73.7,1,6,362,100.0,100.0,97.1,3,14,7,747,0,0,0,747,391,391,747,0,356,0
Da'Quan Thomas,98792,T,NC CENT,12,100.0,0,247,63.0,64.4,60.9,1,24,356,100.0,100.0,95.4,2,29,4,746,0,0,0,746,387,387,0,742,359,3
A.J. Vang,122814,G,N ALABAMA,11,100.0,0,389,66.2,65.7,70.2,2,6,358,100.0,100.0,98.6,7,9,1,746,0,700,39,746,374,374,6,0,372,1
Walter Pongia,86081,G,UTAHTC,11,100.0,1,1285,59.8,65.2,53.3,6,13,479,100.0,100.0,97.8,4,20,1,745,0,0,0,745,511,511,745,0,234,0
Keegan Holm,103903,T,STF AUSTIN,11,100.0,0,301,60.6,49.4,65.2,3,22,375,100.3,100.3,95.3,4,30,5,745,0,5,0,745,389,388,0,739,356,0
