player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Hunter Smith,155264,G,TARLETON,14,100.0,0,401,73.4,82.0,70.9,2,7,440,100.0,100.0,99.0,5,9,0,936,0,936,0,936,471,471,0,0,465,0
Jawuan Singletary,167098,C,INCAR WORD,12,100.0,0,189,60.1,80.5,50.4,1,12,516,100.0,100.0,98.4,1,15,2,935,569,42,0,935,541,541,324,0,394,0
Aidan Moe,159028,T,TARLETON,14,100.0,2,401,66.8,76.7,58.3,1,13,439,100.0,100.0,97.5,4,18,4,932,0,0,931,932,470,470,0,1,462,0
Trace Thaden,162186,T,N DAKOTA,14,100.0,0,249,75.4,81.4,69.3,1,5,442,100.0,100.0,98.6,3,9,3,929,0,0,925,929,468,468,0,1,461,2
Liam Becher,162159,G,N DAKOTA,14,100.0,0,249,66.3,75.7,65.9,3,7,442,100.0,100.0,98.6,7,11,1,928,0,925,0,928,467,467,1,0,461,1
Seth Anderson,125281,T,N DAKOTA,14,100.0,1,249,76.6,76.2,75.1,2,7,441,100.0,100.0,98.8,7,10,1,927,0,0,2,927,467,467,0,924,460,1
Ben Buxa,177146,C,N DAKOTA,14,100.0,0,249,65.2,84.6,61.1,2,4,442,100.0,100.0,99.3,6,6,0,926,925,0,0,926,465,465,0,0,461,0
James Reddick II,160184,C,SCAR STATE,13,100.0,1,290,55.1,62.8,54.8,0,4,506,100.0,100.0,99.2,8,6,2,926,926,0,0,926,530,530,0,0,396,0
Liam Brown,143735,G,MONTANA,14,100.0,0,232,64.1,80.1,56.9,2,8,499,100.0,100.0,98.6,1,12,2,923,0,921,0,923,516,516,0,0,407,2
Kurt Hatch,162348,T,TARLETON,14,99.9,0,401,57.5,60.1,55.2,1,15,437,99.8,99.8,96.6,2,23,7,919,0,0,0,920,468,469,0,919,451,0
Jace Rodriguez,164622,G,UC DAVIS,14,100.0,0,322,64.9,87.1,57.7,1,8,475,100.0,100.0,98.8,5,10,1,919,0,912,4,919,536,536,0,0,383,1
Sam Kohls,148208,G,S DAKOTA,15,100.0,1,291,60.0,36.6,65.8,3,23,378,100.0,100.0,96.0,6,28,2,918,0,918,0,918,407,407,0,0,511,0
Tre Alexander,161371,C,RHODE ISLD,14,100.0,0,274,59.4,79.4,51.9,2,8,515,100.0,100.0,98.6,9,12,2,917,917,0,0,917,539,539,0,0,378,0
Roger Smith,196893,G,SCAR STATE,13,100.0,1,290,71.4,79.1,66.0,2,7,500,100.0,100.0,98.3,2,13,4,915,0,461,213,915,523,523,0,240,392,1
Amarii Atchison,172674,T,MERCER,13,100.0,1,219,61.2,65.7,59.6,7,10,458,100.0,100.0,97.9,11,18,1,912,0,3,906,912,511,511,0,0,401,1
Tyler Douthit,177866,G,SAMFORD,12,100.0,0,282,54.5,74.2,43.4,6,10,584,100.0,100.0,98.1,2,19,3,912,0,908,0,912,604,604,0,0,308,3
Caleb Flores,127156,T,INCAR WORD,12,100.0,0,189,68.5,66.5,67.3,2,18,503,100.0,100.0,95.6,3,32,12,907,0,0,0,907,528,528,0,907,379,0
Stephane Voltaire,148475,T,VILLANOVA,15,100.0,0,334,63.9,78.9,54.4,2,8,430,100.0,100.0,98.4,4,12,2,904,0,0,904,904,452,452,0,0,452,0
Tyler Murray,188565,G,MERCER,13,100.0,1,219,63.4,80.1,56.5,3,5,456,100.0,100.0,99.1,2,8,0,904,0,0,1,904,509,509,903,0,395,0
Christian Smith,168596,G,RHODE ISLD,14,100.0,0,274,66.8,71.0,70.1,4,8,501,100.0,100.0,98.4,9,14,2,899,15,884,0,899,525,525,0,0,374,0
Temi Ajirotutu,142389,G,VILLANOVA,15,100.0,0,334,64.1,75.4,59.6,2,6,415,100.0,100.0,98.8,1,9,1,896,0,852,44,896,436,436,0,0,460,0
Brock Bethea,105484,T,RHODE ISLD,14,100.0,1,274,62.8,82.0,53.7,2,12,496,100.0,100.0,98.4,7,15,1,890,0,0,889,890,520,520,0,0,370,1
Mark Johnson,191456,C,E WASHGTON,12,100.0,1,161,44.3,43.1,44.9,2,21,519,100.0,100.0,97.4,5,25,2,886,885,0,0,886,554,554,0,0,332,0
Kiande Marsh,209967,G,SCAR STATE,13,100.0,0,290,55.4,55.2,56.5,2,10,489,100.0,100.0,98.4,12,14,2,884,28,28,0,884,513,513,828,0,371,0
Kyle Fay,170921,T,VILLANOVA,15,100.0,1,334,62.4,69.6,58.9,6,13,413,100.0,100.0,96.7,6,23,4,884,0,0,1,884,434,434,0,883,450,0
Patrick Matan,122873,G,MONTANA,14,100.0,1,232,58.7,66.5,55.2,2,15,477,100.0,100.0,98.0,4,18,1,881,0,1,0,881,493,493,879,0,388,0
Karl Khuns,174489,G,CENT CT ST,13,100.0,0,133,76.0,79.8,75.5,3,6,489,100.0,100.0,99.1,2,9,0,876,0,0,0,876,513,513,871,0,363,0
Ashton Flinn,165180,C,E TENN ST,12,100.0,0,157,64.5,68.3,60.7,5,7,424,100.0,100.0,97.9,0,15,3,875,875,0,0,875,456,456,0,0,419,0
Wyatt Lawson,145220,C,S DAKOTA,15,100.0,0,291,57.7,45.2,58.7,2,14,362,100.0,100.0,97.0,1,19,3,872,872,0,0,872,387,387,0,0,485,0
Drew Lawson,145423,C,N ALABAMA,12,100.0,1,389,58.9,58.8,56.3,5,10,423,100.0,100.0,98.0,1,16,1,868,868,0,0,868,456,456,0,0,412,0
Luke Rector,170810,C,GARD-WEBB,12,100.0,1,171,61.3,78.6,54.3,0,8,437,100.0,100.0,98.9,4,9,1,865,865,0,0,865,462,462,0,0,403,0
Jamari Freeman,159658,G,MERCER,13,100.0,0,219,72.3,79.7,70.8,5,3,432,100.0,100.0,98.8,3,9,1,864,0,831,0,864,484,484,0,30,380,3
Gavin Allen,191445,T,E WASHGTON,12,100.0,1,161,43.5,48.5,40.3,1,30,503,100.0,100.0,96.1,6,35,4,863,0,2,0,863,538,538,0,854,325,6
Precious Ekeh,174480,G,CENT CT ST,13,100.0,0,133,61.0,64.5,57.9,0,10,489,100.0,100.0,98.8,1,11,1,861,50,810,0,861,507,507,0,0,354,0
Luke Rogers,185335,G,NEW HAMP,13,100.0,1,240,58.9,69.4,55.4,2,7,459,100.0,100.0,99.0,4,9,0,860,0,858,0,860,488,488,0,0,372,2
Luke Swaine,176959,C,NEW HAMP,13,100.0,0,240,58.0,63.1,54.1,3,11,459,100.0,100.0,97.6,2,18,4,860,860,0,0,860,488,488,0,0,372,0
Beau Riley,159154,T,NEW HAMP,13,100.0,0,240,55.8,57.0,57.3,1,22,459,100.0,100.0,96.6,6,27,4,860,0,1,0,860,488,488,1,858,372,0
Ryan Walker,170631,G,N ALABAMA,12,100.0,1,389,61.5,75.5,58.6,1,9,418,100.0,100.0,98.8,5,10,0,860,0,0,2,860,451,451,856,0,409,2
Xavier Jennings,188558,T,MERCER,13,100.0,0,219,78.9,90.0,67.9,1,7,439,100.0,100.0,99.1,2,8,0,858,0,1,0,858,492,492,0,856,366,0
Duncan Johnson III,177871,T,SAMFORD,12,100.0,1,282,47.5,59.0,38.5,3,22,542,100.0,100.0,96.6,3,31,6,851,0,0,379,851,561,561,251,219,290,0
Alex Ramirez,175125,C,IDAHO ST,12,100.0,0,186,72.4,86.7,65.6,1,5,493,100.0,100.0,99.4,4,6,0,849,849,0,0,849,522,522,0,0,327,0
Will Davis,178276,T,IDAHO ST,12,100.0,0,186,61.7,60.6,58.3,5,19,492,100.0,100.0,97.4,0,25,1,846,0,0,846,846,521,521,0,0,325,0
Kollin Melendez,148434,T,STNY BROOK,11,100.0,0,303,65.1,57.8,67.2,5,26,457,100.0,100.0,95.7,3,35,4,846,0,0,0,846,483,483,423,420,363,0
Dylan Haines,177352,C,FORDHAM,12,100.0,2,168,55.5,75.0,46.8,1,8,519,100.0,100.0,98.6,7,12,3,844,844,0,0,844,545,545,0,0,299,0
Zach Watson,177967,C,W CAROLINA,12,100.0,1,344,57.1,69.6,51.0,1,14,520,100.0,100.0,97.8,3,19,4,840,426,116,0,840,548,548,298,0,292,0
Michael Bennett III,164687,T,YALE,12,100.0,0,352,74.5,67.8,73.4,2,5,368,100.0,100.0,98.5,1,9,2,839,0,0,0,839,385,385,0,839,454,0
Leo Bluhm,164688,C,YALE,12,100.0,0,352,69.0,68.8,73.0,2,9,368,100.0,100.0,98.2,9,12,1,839,839,0,0,839,385,385,0,0,454,0
Logan Wylie,165361,C,MERRIMACK,12,100.0,3,385,55.9,63.6,51.8,1,20,403,100.0,100.0,97.4,5,21,0,835,835,0,0,835,428,428,0,0,407,0
Jake Hellmann,174760,G,IDAHO ST,12,100.0,0,186,65.5,75.7,59.7,3,7,483,100.0,100.0,98.8,0,11,1,831,0,831,0,831,512,512,0,0,319,0
Jadin Jones,160098,T,TXAMEA,12,100.0,1,1139,62.3,58.7,61.7,7,17,488,100.0,100.0,96.7,1,28,4,830,0,0,830,830,507,507,0,0,323,0
Almarion Crim,144245,T,S DAKOTA,14,100.0,0,291,67.4,74.9,63.8,5,12,338,100.0,100.0,97.5,4,17,0,830,0,0,830,830,361,361,0,0,469,0
Kameron Durant,169899,G,CAMPBELL,12,100.0,0,131,58.8,81.4,49.7,1,5,466,100.0,100.0,98.9,2,8,2,828,174,653,0,828,497,497,0,0,331,0
Colby Reph,185708,C,LEHIGH,13,100.0,0,205,80.7,83.9,77.8,0,5,309,100.0,100.0,98.9,2,6,1,826,824,0,0,826,326,326,1,0,500,0
James Durand,175524,C,W ILLINOIS,12,100.0,1,345,61.8,77.3,56.9,3,10,476,100.0,100.0,98.2,7,15,2,825,499,31,201,825,504,504,0,91,321,2
La-Quann Gaddy,188901,T,CENT CT ST,13,100.0,0,133,46.6,36.8,55.5,7,17,448,100.0,100.0,96.9,6,26,2,825,0,0,821,825,473,473,0,0,352,3
Elias Ripley,172966,C,LAMAR,13,100.0,0,204,64.4,79.6,64.4,1,9,389,100.0,100.0,97.7,8,14,4,825,825,0,0,825,408,408,0,0,417,0
Sammy Ayache,185682,T,LEHIGH,13,100.0,0,205,72.2,79.9,67.6,0,6,309,100.0,100.0,99.0,6,6,0,824,0,0,0,824,326,326,0,821,498,1
Charles Soska,185712,T,LEHIGH,13,100.0,0,205,64.5,77.0,55.4,3,6,309,100.0,100.0,97.9,2,11,2,823,0,0,823,823,326,326,0,0,497,0
Luke Petit,149901,G,FURMAN,12,99.9,1,170,67.9,65.7,67.8,5,4,453,99.8,99.8,97.9,2,14,5,821,2,820,0,822,473,474,0,0,348,0
Langston Jones,159766,G,LEHIGH,13,100.0,0,205,80.4,86.9,77.4,0,2,308,100.0,100.0,99.4,0,3,1,820,0,0,0,820,325,325,817,1,495,0
Mosiah Talanoa,172036,T,GEORGETOWN,12,100.0,0,172,54.9,55.5,54.0,3,18,427,100.0,100.0,95.4,5,30,9,820,0,0,0,820,453,453,0,815,367,5
Trevor Swan,162157,T,GEORGETOWN,12,100.0,1,172,60.2,61.8,57.9,4,21,429,100.0,100.0,96.2,5,29,4,819,0,0,812,819,456,456,0,0,363,7
Aidan Palmer,159770,G,LEHIGH,13,100.0,0,205,61.0,61.0,61.0,3,7,307,100.0,100.0,98.0,5,11,1,819,0,819,0,819,324,324,0,0,495,0
Chris Luna,172657,C,FURMAN,12,99.9,1,170,60.1,76.7,54.5,3,6,452,99.8,99.8,98.8,7,10,1,819,820,0,0,820,472,473,0,0,347,0
Takai Wallace,174470,T,DELWARE ST,12,100.0,3,152,44.3,42.9,47.3,4,16,325,100.0,100.0,95.1,6,26,6,817,0,0,456,817,354,354,125,235,463,0
Giovanny Alegria,192607,G,STF AUSTIN,14,100.0,0,301,58.4,82.5,52.4,2,4,416,100.0,100.0,99.0,5,7,1,814,0,0,0,814,440,440,813,0,374,0
Eric Brust Jr.,165332,G,STETSON,12,100.0,1,302,64.6,62.7,64.8,5,3,357,100.0,100.0,98.3,3,10,2,813,0,772,33,813,371,371,0,8,442,0
Brian Williams Jr.,188628,G,JACKSON ST,12,100.0,0,194,62.5,62.9,62.5,0,10,327,100.0,100.0,97.6,5,13,3,812,0,233,1,812,344,344,578,0,468,0
Will Fitzpatrick,170798,T,GARD-WEBB,12,100.0,1,171,55.3,52.8,62.7,3,20,412,100.0,100.0,95.8,8,29,6,809,0,0,0,809,434,434,0,808,375,1
Nolan Reynolds,150220,T,UTAHTC,12,100.0,0,1285,55.6,49.0,60.4,8,20,447,100.0,100.0,96.2,4,31,3,807,0,0,807,807,458,458,0,0,349,0
Ethan Kramer,147724,G,N ARIZONA,12,100.0,0,252,64.6,79.5,58.7,2,6,429,100.0,100.0,98.4,2,11,3,806,0,806,0,806,443,443,0,0,363,0
Will Diggins,164207,G,CENT ARK,12,99.9,0,132,58.7,79.1,52.9,2,3,393,99.7,99.8,99.4,2,5,0,806,0,804,0,807,413,414,0,2,393,1
Jestus Johnson,132972,C,DELWARE ST,12,100.0,2,152,60.2,72.6,57.9,0,7,321,100.0,100.0,98.6,10,8,1,805,805,0,0,805,349,349,0,0,456,0
Matthew Snarr,201975,T,UTAHTC,12,100.0,0,1285,54.4,52.7,58.0,3,18,447,100.0,100.0,96.5,7,26,5,805,0,0,0,805,458,458,0,805,347,0
Chimdia Nwaiwu,178184,T,STF AUSTIN,14,100.0,1,301,68.9,81.4,58.0,2,7,423,100.0,100.0,98.7,3,10,1,805,0,0,0,805,451,451,0,803,354,2
Reed Collins,159746,T,LAFAYETTE,12,100.0,0,203,54.6,55.2,53.8,2,14,378,100.0,100.0,97.6,4,17,1,804,0,0,0,804,397,397,0,802,407,2
Lakeem Steele,191642,T,MERRIMACK,12,100.0,0,385,55.2,57.4,55.2,3,18,395,100.0,100.0,97.1,5,22,1,804,0,389,415,804,420,420,0,0,384,0
Seth Smith,147696,T,N ARIZONA,12,99.8,0,252,71.5,62.4,74.2,9,20,426,99.5,99.5,95.7,2,33,4,803,0,0,799,805,440,442,0,0,363,6
Brian Baucia,159745,G,LAFAYETTE,12,100.0,0,203,65.5,80.2,60.2,2,4,378,100.0,100.0,99.2,0,6,0,802,0,802,0,802,397,397,0,0,405,0
Sean Haney,171980,G,COLGATE,12,100.0,0,142,75.9,71.1,76.7,1,10,459,100.0,100.0,98.6,1,12,1,802,144,658,0,802,479,479,0,0,323,0
Seth Williams,122258,G,E TENN ST,12,100.0,0,157,51.9,46.0,52.2,2,15,388,100.0,100.0,96.8,5,21,4,801,18,546,26,801,422,422,211,0,379,0
Layton Vining,175110,C,IDAHO,12,100.0,0,185,65.9,70.5,63.4,1,16,415,100.0,100.0,97.5,4,19,2,801,801,0,0,801,438,438,0,0,363,0
Josiah Tingley,138187,C,TENN MARTN,12,100.0,0,310,64.3,67.5,63.4,3,14,379,100.0,100.0,97.5,3,18,1,801,801,0,0,801,395,395,0,0,406,0
Spencer Adams,159747,G,LAFAYETTE,12,100.0,0,203,68.3,88.5,62.6,2,1,377,100.0,100.0,99.6,2,3,0,799,8,0,0,799,396,396,791,0,403,0
Kiegan Henson,175087,T,IDAHO,12,100.0,0,185,56.6,64.5,52.0,3,27,415,100.0,100.0,96.1,3,31,1,799,0,0,0,799,438,438,0,798,361,1
Kortez Winslow,178988,T,LAMAR,13,100.0,1,204,64.8,71.8,61.5,2,12,376,100.0,100.0,97.6,7,16,2,798,0,0,797,798,394,394,0,0,404,1
Evans Bowling,149625,T,SAN DIEGO,12,100.0,1,283,74.0,68.8,75.8,2,12,392,100.0,100.0,98.0,7,15,1,797,0,0,0,797,406,406,0,797,391,0
Nick Struempf,165289,G,SAN DIEGO,12,100.0,0,283,68.3,73.2,67.6,0,10,392,100.0,100.0,98.5,5,11,1,797,0,797,0,797,406,406,0,0,391,0
Maicah Talavou,182333,C,SAN DIEGO,12,100.0,1,283,69.9,84.5,64.4,0,5,392,100.0,100.0,99.4,3,5,0,797,797,0,0,797,406,406,0,0,391,0
Sean Kinney,185664,C,LAFAYETTE,12,100.0,1,203,72.2,81.5,68.5,2,1,371,100.0,100.0,99.6,2,3,0,796,796,0,0,796,390,390,0,0,406,0
Charlie Vliem,158976,T,IDAHO,12,99.9,0,185,61.9,77.9,49.4,2,19,412,100.0,99.8,96.7,1,24,3,796,0,0,794,797,434,435,1,0,362,1
Steven Eakins,172977,T,N ARIZONA,12,99.9,1,252,72.8,74.9,69.5,3,14,425,99.8,99.8,97.1,5,21,4,796,0,0,0,797,439,440,0,793,357,4
Kirk Doskocil,161315,T,BUTLER,12,100.0,0,127,71.2,80.0,63.3,2,2,337,100.0,100.0,98.5,0,7,3,796,0,1,0,796,351,351,0,784,445,6
Frank Thompson,147718,G,N COLORADO,12,100.0,0,253,65.4,88.5,56.4,0,1,411,100.0,100.0,99.9,1,1,0,796,0,0,0,796,439,439,796,0,357,0
Nick Dalessandro,160460,G,COLGATE,12,100.0,1,142,60.2,68.1,59.1,2,11,457,100.0,100.0,98.6,5,13,0,796,0,0,0,796,474,474,475,321,322,0
Mason Merriwether,176865,G,CAMPBELL,11,100.0,0,131,64.1,81.4,57.5,1,8,446,100.0,100.0,99.0,3,9,0,796,0,0,1,796,477,477,795,0,319,0
Sirri Kandiyeli,171882,T,SO UTAH,12,100.0,2,298,59.3,64.5,55.8,1,7,372,100.0,100.0,96.2,4,18,10,795,0,0,596,795,387,387,0,198,408,1
Knox Boyd,145548,T,LAMAR,13,100.0,0,204,58.4,59.6,55.9,2,23,377,100.0,100.0,96.2,2,27,2,795,0,0,0,795,395,395,0,793,400,1
Nate Azzopardi,141546,G,IDAHO,12,100.0,0,185,67.3,76.8,64.3,0,8,410,100.0,100.0,98.8,2,9,1,794,0,794,0,794,433,433,0,0,361,0
Quaveon Davis,172885,T,JACKSON ST,12,100.0,2,194,57.4,62.5,59.3,1,14,323,100.0,100.0,97.1,11,17,2,791,0,0,5,791,340,340,2,784,451,0
Chris Moreno,170885,G,MONMOUTH,11,100.0,0,231,80.9,83.4,83.3,0,3,411,100.0,100.0,99.6,6,3,0,791,0,785,0,791,427,427,4,0,364,0
Dominic Perricone,149665,G,MARIST,12,100.0,0,213,58.7,65.4,58.1,2,18,470,100.0,100.0,97.4,7,22,2,791,0,1,0,791,499,499,789,0,292,1
Levi Johnson,176812,T,N COLORADO,12,100.0,1,253,64.2,74.0,55.4,1,7,406,100.0,100.0,98.5,1,10,2,790,0,0,785,790,434,434,0,0,356,5
Joseph Bradford,191934,C,NICHOLLS,12,100.0,0,243,62.0,71.8,57.4,2,7,372,100.0,100.0,98.3,0,11,2,790,790,0,0,790,397,397,0,0,393,0
Evan Carney,126470,T,W CAROLINA,11,100.0,0,344,55.1,60.5,51.0,7,22,489,100.0,100.0,96.4,5,32,3,790,0,0,643,790,517,517,5,139,273,3
Aidan Donald,177822,T,CHATTNOOGA,12,100.0,1,137,57.7,53.7,60.2,7,10,360,100.0,100.0,96.0,5,23,6,790,0,0,788,790,383,383,0,0,407,1
Anthony Iliano,170842,T,MAINE,12,100.0,2,212,70.2,73.0,67.3,2,18,395,100.0,100.0,97.0,5,22,2,790,0,168,0,790,410,410,2,620,380,0
Jamal Mull,121398,T,CENT ARK,12,100.0,0,132,58.5,58.4,58.6,5,13,390,100.0,100.0,96.7,3,22,4,790,0,1,0,790,410,410,405,382,380,2
JT Cornelius,142942,T,MONMOUTH,11,99.9,0,231,80.4,82.3,73.6,0,11,410,99.8,99.8,98.4,0,12,1,789,0,0,4,790,426,427,0,782,363,3
Gage Saint,123721,T,N ALABAMA,12,99.7,1,389,52.7,56.7,51.9,1,12,374,99.5,99.5,96.4,4,20,7,789,0,138,638,791,400,402,1,0,389,12
Pedro Chagas da Silva,178637,C,PRVIEW A&M,13,100.0,2,270,62.9,75.2,61.6,1,8,383,100.0,100.0,98.6,9,10,1,789,762,0,0,789,412,412,26,0,377,0
Calvin McMillian,124182,T,PRVIEW A&M,14,99.9,1,270,71.3,73.7,69.9,5,9,379,99.7,99.8,97.9,7,15,1,789,0,0,788,790,402,403,0,0,387,0
Nic Cruji,164552,C,MAINE,12,100.0,2,212,66.0,75.5,66.9,3,12,394,100.0,100.0,98.1,9,15,0,789,788,0,1,789,409,409,0,0,380,0
Ryan Merklinger,149763,T,CHATTNOOGA,12,100.0,0,137,63.9,66.2,59.5,2,12,360,100.0,100.0,97.2,0,17,3,788,0,0,0,788,383,383,0,787,405,1
Shaun Torgeson,185069,T,PORTLAND,12,100.0,0,269,58.6,62.3,54.1,4,15,412,100.0,100.0,97.2,3,21,2,788,0,0,787,788,430,430,0,0,358,0
Andrew Kocan,172721,T,MAINE,12,100.0,1,212,64.5,68.8,63.4,2,20,394,100.0,100.0,95.9,7,27,5,787,0,0,786,787,409,409,0,0,378,0
Dawson Harrington,149717,T,STETSON,12,100.0,0,302,67.1,77.3,59.8,2,9,346,100.0,100.0,98.4,2,11,0,787,0,0,0,787,360,360,0,787,427,0
John Hester,165761,G,LAMAR,13,100.0,0,204,66.8,72.4,65.9,0,11,376,100.0,100.0,97.7,4,14,3,786,0,0,0,786,394,394,785,0,392,0
Noah McKinney,159899,C,NC CENT,12,100.0,1,247,63.0,68.9,62.8,2,10,416,100.0,100.0,98.6,5,12,0,786,779,7,0,786,438,438,0,0,348,0
Cam Stancil,202291,T,MURRAY ST,12,100.0,0,236,60.9,75.6,50.9,0,9,419,100.0,100.0,98.7,1,10,1,786,0,0,785,786,444,444,0,0,342,0
Gianni Principato,150777,G,SACR HEART,12,100.0,0,280,57.9,71.0,53.7,1,4,347,100.0,100.0,98.7,2,7,2,786,0,786,0,786,357,357,0,0,429,0
Evan Scribner,150781,C,SACR HEART,12,100.0,0,280,68.6,68.2,70.0,0,6,347,100.0,100.0,98.6,6,8,2,786,786,0,0,786,357,357,0,0,429,0
Cole De Magistris,185391,T,SACR HEART,12,100.0,0,280,70.7,74.5,66.8,0,11,347,100.0,100.0,98.1,2,12,1,786,0,0,784,786,357,357,0,0,429,2
Gavin Ortega,159079,T,WEBER ST,12,100.0,0,342,73.0,79.5,65.3,2,6,376,100.0,100.0,98.7,1,9,1,786,0,0,784,786,395,395,0,0,391,0
Jon Fagley,155217,C,BRYANT,12,100.0,2,124,69.3,82.1,64.8,2,7,411,100.0,100.0,98.9,5,9,0,785,780,0,0,785,440,440,5,0,345,0
Chris McCullers,170928,G,VILLANOVA,15,100.0,1,334,54.7,74.0,49.0,1,7,360,100.0,100.0,98.9,4,8,0,785,0,33,0,785,380,380,752,0,405,0
Will Aaronson,206475,G,MARIST,12,100.0,0,213,59.6,74.8,53.1,0,12,471,100.0,100.0,98.5,5,13,1,784,1,781,0,784,501,501,0,1,283,0
Ryan McKenna,142421,C,WM & MARY,12,100.0,0,348,63.1,62.8,61.6,2,10,416,100.0,100.0,97.8,0,15,3,783,778,0,0,783,450,450,5,0,333,0
Tramel Brown II,138071,C,ALCORN ST,12,100.0,1,107,62.3,71.8,60.1,2,7,374,100.0,100.0,98.8,5,9,0,783,783,0,0,783,405,405,0,0,378,0
Duke Leonard,163894,G,FORDHAM,11,100.0,0,168,55.6,65.3,48.5,0,12,493,100.0,100.0,98.0,1,16,4,782,0,716,0,782,517,517,0,66,265,0
Chandler Kirton,149107,C,AUSTINPEAY,12,99.9,0,116,69.3,87.2,62.4,0,6,416,100.0,100.0,99.3,4,6,0,779,779,0,0,780,432,432,0,0,347,0
Luke Duska,148339,G,ELON,12,100.0,0,162,60.2,76.5,57.1,2,12,395,100.3,100.2,98.0,6,15,1,778,3,189,99,778,416,415,254,231,362,2
Kadin Lynch,159224,G,WM & MARY,12,100.0,0,348,65.3,69.4,62.7,2,11,415,100.0,100.0,97.2,3,18,5,778,5,770,0,778,449,449,0,0,329,0
