player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
David Gist,88673,HB,TENN TECH,11,186,36,13,35.1,316,1,900,0,23,36,612,87.1,25,45,309,5,78,52.2,79.3,87.6,50.4,59.8,69.7,81.5,56.3,46,1,227,37,219,266,0,0,42,223,8,900,612,3.29,4.8,1.04,106
Peterson Kerlegrand,63045,HB,INDIANA ST,11,184,34,6,25.1,208,0,829,1,2,34,561,56.6,15,38,191,0,74,90.8,71.1,0.0,,41.5,59.5,75.5,46.8,59,6,110,10,154,220,0,0,14,194,5,829,561,3.05,4.5,0.71,110
Alijah Jackson,104000,HB,ROB MORRIS,9,182,27,7,19.1,126,0,661,2,4,27,436,35.4,16,33,277,2,69,75.4,70.6,86.4,,71.3,73.6,68.3,73.9,29,0,255,28,220,200,0,0,33,210,2,661,436,2.4,3.6,1.16,111
Devon Starling,101069,HB,TENN STATE,11,182,46,11,30.2,241,1,797,0,14,46,606,91.2,25,39,308,1,78,84.1,81.0,87.6,,59.2,85.3,79.8,53.5,32,2,310,37,216,231,0,0,42,219,3,797,606,3.33,4.4,1.44,96
Jaleel McLaughlin,138346,HB,YNGTOWN ST,10,177,54,22,52.4,596,0,1138,0,3,54,532,87.9,39,54,353,1,37,82.9,83.5,45.2,,22.0,81.2,84.4,55.5,72,1,182,18,128,244,0,0,22,195,12,1138,532,3.01,6.4,1.42,137
Dylan Sparks,139232,HB,DAVIDSON,11,176,24,10,31.4,282,0,897,0,0,24,508,39.1,16,45,149,1,74,82.7,75.4,86.9,,71.4,58.8,74.4,56.0,61,0,0,1,18,314,0,0,1,177,9,897,508,2.89,5.1,0.0,102
Ahmaad Tanner,54977,HB,AUSTINPEAY,11,176,35,11,40.7,329,0,808,1,5,35,519,63.1,21,47,116,4,134,54.6,67.1,86.5,,89.7,45.1,66.7,60.9,57,0,36,11,126,210,0,0,13,187,11,808,519,2.95,4.6,0.29,37
Narii Gaither,102410,HB,GARD-WEBB,11,176,47,23,51.7,519,0,1003,1,8,47,706,101.2,40,48,171,2,18,75.7,86.5,87.9,,68.3,86.0,85.6,57.2,43,0,354,42,252,212,0,0,52,218,7,1003,706,4.01,5.7,1.4,152
Malik Walker,103978,HB,PORTLAND,11,176,35,12,33.8,290,0,858,3,1,35,606,62.9,23,53,269,5,53,46.8,68.8,56.5,,39.0,50.7,74.2,52.6,41,2,64,21,212,208,0,0,25,197,11,858,606,3.44,4.9,0.3,85
Ramon Jefferson,57280,HB,SM HOUSTON,12,173,87,20,46.7,539,0,1153,0,0,87,773,224.7,39,57,281,1,40,82.2,91.4,85.4,,90.1,45.7,92.5,62.9,70,0,0,0,140,212,0,0,0,173,13,1153,773,4.47,6.7,0.0,133
Latrele Palmer,102437,HB,JAMES MAD,13,168,36,16,52.6,453,0,862,2,0,36,567,68.6,19,32,197,1,72,82.2,74.0,85.2,,81.4,48.5,74.8,58.4,61,0,56,9,123,204,0,0,13,177,3,862,567,3.38,5.1,0.46,96
Marques DeShields,151243,HB,ST FRANCIS,11,166,52,7,34.4,264,0,767,4,7,52,563,107.6,16,30,299,2,50,72.5,64.6,49.0,,27.4,56.6,67.2,59.7,98,1,224,20,193,211,0,0,29,186,4,767,563,3.39,4.6,1.16,115
Miles Reed,52077,HB,STF AUSTIN,10,166,38,3,8.0,55,0,684,3,3,38,426,58.5,22,42,301,1,53,82.0,73.7,87.0,,19.0,38.6,80.7,65.2,22,0,92,14,227,204,0,0,23,180,3,684,426,2.57,4.1,0.41,113
Cole Mueller,102426,HB,ILL STATE,10,165,35,12,45.5,403,0,886,0,1,35,503,63.4,22,35,188,1,76,84.9,69.5,85.2,,45.9,50.3,71.4,55.7,80,1,59,8,92,187,0,0,9,173,6,886,503,3.05,5.4,0.64,83
Fred Davis,105614,HB,MERCER,10,165,32,13,39.3,332,0,844,0,1,32,452,50.8,21,45,219,3,115,61.8,76.3,43.1,,60.9,73.9,75.2,55.5,54,2,108,13,86,224,0,0,15,178,14,844,452,2.74,5.1,1.26,48
Da'Joun Hewitt,101662,HB,E KENTUCKY,11,164,19,4,13.1,79,0,605,1,2,19,384,27.8,15,38,159,0,24,90.5,66.4,85.5,,44.1,56.7,69.3,52.1,25,1,47,13,180,211,0,0,16,177,7,605,384,2.34,3.7,0.26,140
Kendrell Flowers,142763,HB,SCAR STATE,11,164,37,11,33.9,282,1,833,1,14,37,601,99.4,24,39,290,0,37,90.5,79.7,19.5,,60.5,74.8,81.1,54.3,51,2,173,24,153,210,0,0,32,188,10,833,601,3.66,5.1,1.13,121
Niko Duffey,102389,HB,ALCORN ST,11,161,26,17,45.2,366,0,810,1,1,26,531,49.7,28,40,107,2,51,72.7,71.5,85.2,,56.2,71.6,70.9,58.2,65,0,121,18,168,192,0,0,21,179,4,810,531,3.3,5.0,0.72,108
Dejoun Lee,40850,HB,DELAWARE,10,159,33,10,37.0,262,0,708,1,1,33,456,56.7,18,29,151,1,59,81.5,74.8,85.5,,60.3,60.2,75.5,57.0,71,0,90,13,116,188,0,0,18,172,4,708,456,2.87,4.5,0.78,95
Bishop Bonnett,57199,HB,FL A&M,12,158,44,17,47.8,467,0,978,1,0,44,581,97.5,29,45,164,2,56,70.9,71.2,14.9,,28.9,52.0,78.4,36.3,80,2,87,8,182,172,0,0,14,166,5,978,581,3.68,6.2,0.48,102
Asher O'Hara,78529,QB,SACRAMENTO,12,158,34,6,16.7,117,0,582,0,2,29,331,57.1,21,54,279,7,83,48.3,73.8,71.1,72.1,,81.6,66.7,60.0,33,2,16,2,2,235,117,25,2,135,9,699,435,2.75,4.4,8.0,30
Peyton Logan,63250,HB,TENN MARTN,13,155,40,20,53.2,591,0,1111,2,7,40,664,108.8,33,39,310,1,14,82.4,80.5,85.8,,66.9,63.9,83.6,53.9,75,0,274,30,176,211,0,0,37,185,4,1111,664,4.28,7.2,1.56,137
Juwon Farri,78597,HB,MONMOUTH,8,152,21,4,13.4,93,0,693,0,2,21,426,39.5,16,41,231,1,88,90.3,75.9,49.1,,67.0,55.1,79.9,59.9,35,2,52,11,191,173,0,0,12,163,9,692,426,2.8,4.6,0.27,61
Matthew Sluka,143059,QB,HOLY CROSS,13,152,65,7,23.8,227,0,604,0,0,37,372,118.0,30,57,181,6,65,51.6,84.7,67.2,70.1,,54.1,85.6,60.0,76,2,0,0,2,346,349,44,1,108,14,953,622,4.09,6.3,0.0,21
Travis Theis,104837,HB,S DAKOTA,11,152,38,5,15.9,106,0,668,1,2,38,502,77.7,20,42,291,1,59,80.8,81.8,84.5,50.1,77.7,56.8,83.4,56.8,27,0,153,18,112,175,0,0,21,170,8,668,502,3.3,4.4,1.37,90
Xavier Harris,86420,HB,MONTANA,10,151,29,8,33.0,220,0,666,0,0,29,352,41.7,16,30,232,0,90,90.2,71.0,86.4,,72.1,59.2,71.7,57.4,44,0,38,11,148,167,0,0,13,162,2,666,352,2.33,4.4,0.26,60
Drew Kannely-Robles,150228,HB,DIXIE,11,151,29,15,46.5,340,0,731,3,13,29,500,74.0,22,43,1285,0,85,90.2,81.3,86.9,76.2,48.1,78.0,83.6,50.4,47,0,354,37,253,188,0,0,43,188,7,731,500,3.31,4.8,1.4,65
Peter Oliver,87567,HB,HOLY CROSS,12,151,34,9,27.7,213,0,770,1,1,34,538,81.5,20,37,181,0,53,90.2,77.6,84.8,,64.6,46.5,82.4,49.1,33,0,43,2,136,222,0,0,3,153,4,770,538,3.56,5.1,0.32,98
Kevin Brown,102429,HB,INCAR WORD,13,150,43,12,41.9,403,0,962,3,13,43,520,107.3,31,47,189,2,81,71.1,74.7,85.4,,69.7,58.6,79.9,65.9,85,0,305,31,310,161,0,0,40,181,12,962,520,3.47,6.4,0.98,65
Aaron Shampklin,148900,HB,HARVARD,9,149,34,12,46.7,384,0,822,3,3,34,456,68.2,26,30,179,1,69,80.5,84.3,84.1,,68.4,55.7,87.4,44.7,72,0,125,17,116,168,0,0,27,166,11,822,456,3.06,5.5,1.08,79
Zak Wallace,104843,HB,TENN MARTN,13,148,26,16,50.8,411,0,809,0,0,26,516,58.9,23,38,310,0,15,90.1,80.3,84.1,,73.9,54.8,81.8,57.0,75,0,16,6,112,196,0,0,9,154,15,809,516,3.49,5.5,0.14,128
Collin Guggenheim,139460,HB,NICHOLLS,9,147,20,10,34.6,320,0,926,1,0,20,601,53.4,21,50,243,1,28,80.1,81.1,84.5,55.4,58.7,47.8,84.2,59.8,59,0,33,6,125,201,0,0,7,153,10,926,601,4.09,6.3,0.26,118
Dante Miller,109158,HB,COLUMBIA,10,147,32,14,58.9,481,0,817,3,1,32,434,62.9,18,27,145,1,50,78.5,72.8,82.8,,87.7,44.0,73.1,54.8,75,0,42,8,55,169,0,0,12,155,4,817,434,2.95,5.6,0.76,97
Otis Weah,87580,HB,N DAKOTA,8,142,38,8,34.1,251,0,736,1,3,38,468,86.6,16,39,249,4,37,57.3,76.3,40.5,,59.8,59.9,79.0,52.4,64,1,125,14,131,185,0,0,17,156,9,736,468,3.3,5.2,0.95,100
Jacob Saylors,87559,HB,E TENN ST,13,140,36,18,52.5,513,0,977,2,3,36,577,99.2,28,41,157,0,57,90.1,83.4,6.1,,58.6,65.8,85.9,58.2,54,2,207,22,127,175,0,0,29,162,9,977,577,4.12,7.0,1.63,77
Cole Kelley,39945,QB,SE LA,13,140,16,2,5.1,32,0,353,0,0,7,216,15.1,21,60,294,15,54,40.6,92.2,90.1,91.6,,59.3,72.4,60.1,21,0,0,0,1,313,272,40,0,100,16,625,411,2.94,4.5,0.0,16
Coy Williams,139244,HB,DAVIDSON,11,140,17,9,33.0,262,0,795,0,0,17,480,41.6,17,47,149,1,47,78.7,78.3,86.3,,38.3,53.5,78.8,54.7,61,0,0,0,15,236,0,0,0,140,15,795,480,3.43,5.7,0.0,93
Jaylan Thomas,78569,HB,ELON,10,139,30,9,30.6,171,0,558,1,10,30,352,61.8,16,27,162,1,74,82.8,71.9,85.8,,85.3,72.5,69.9,63.5,28,0,246,25,205,164,0,0,28,164,4,558,352,2.53,4.0,1.2,64
Freddie Brock IV,142276,HB,MAINE,11,139,36,14,47.3,347,0,733,1,2,36,367,63.9,22,32,212,0,82,90.0,78.6,45.4,,42.6,62.4,82.9,65.7,69,1,137,18,187,159,0,0,22,157,7,733,367,2.64,5.3,0.73,54
Korey Bridy,78586,HB,VA MILT IN,8,139,16,8,32.8,213,0,650,0,3,16,364,32.5,17,42,336,1,27,80.6,75.3,85.3,,57.6,61.1,78.2,56.1,42,0,78,14,177,171,0,0,16,153,8,650,364,2.62,4.7,0.44,111
Allen Smith,109138,HB,BROWN,10,138,16,4,14.0,73,0,523,3,5,16,357,30.7,10,29,123,2,45,63.4,70.0,85.4,,59.7,65.8,71.5,54.6,22,0,270,39,189,176,0,0,48,177,3,523,357,2.59,3.8,1.43,92
Issiah Aguero,109221,HB,MOREHEAD,11,138,27,7,24.2,135,0,559,3,7,27,387,58.9,17,32,234,1,54,79.7,70.7,47.3,35.9,58.3,59.0,75.9,45.7,27,2,257,24,187,148,0,0,34,162,8,559,387,2.8,4.1,1.37,81
Billy Lucas,109083,HB,DUQUESNE,10,137,24,6,24.9,176,0,707,2,0,24,480,60.1,19,45,155,1,48,78.5,76.1,28.1,,50.1,47.6,78.9,60.0,67,1,35,3,95,141,0,0,6,140,6,707,480,3.5,5.2,0.37,87
Tobias Little,42594,HB,MO STATE,12,137,46,8,24.8,146,0,588,3,5,46,438,108.0,16,43,230,3,79,56.4,74.4,50.7,,77.6,51.3,79.5,47.1,28,1,85,14,167,175,0,0,18,151,10,588,438,3.2,4.3,0.51,54
Kyle Glover,79576,FB,KENNESAW,13,136,17,5,22.0,145,0,660,0,0,17,385,34.4,12,27,200,3,11,55.4,63.8,91.0,,79.9,59.2,53.4,78.0,48,2,70,4,65,414,0,0,6,140,1,660,385,2.83,4.9,1.08,0
Elijah Burris,153290,HB,HAMPTON,11,133,33,10,36.2,229,0,632,2,2,33,370,66.7,22,32,178,5,42,33.8,70.3,84.2,,78.6,35.6,75.7,58.5,31,0,83,13,134,185,0,0,15,146,6,632,370,2.78,4.8,0.62,88
Gene Sledge Jr.,147713,HB,N COLORADO,9,133,24,5,23.8,114,0,478,0,1,24,430,59.0,11,19,253,2,46,66.5,67.8,25.7,,56.6,57.7,68.2,58.4,29,2,20,4,59,149,0,0,5,137,4,478,430,3.23,3.6,0.34,85
Tyrell Price,89427,HB,CHATTNOOGA,11,133,32,13,49.3,421,0,854,4,1,32,444,76.5,23,36,137,1,31,78.2,71.4,86.2,,70.0,35.7,78.6,44.0,75,1,136,11,123,194,0,0,18,144,9,854,444,3.34,6.4,1.11,102
Jarett Hunter,138434,HB,HOWARD,11,133,17,7,26.7,161,1,603,0,7,17,421,46.6,17,24,184,0,50,89.7,70.6,49.1,,72.7,71.6,70.7,55.7,30,1,217,30,225,163,0,0,34,163,3,603,421,3.17,4.5,0.96,78
Lindsey Scott Jr.,40219,QB,NICHOLLS,11,132,36,9,19.5,202,0,535,0,0,17,231,57.0,43,56,243,5,29,57.8,88.5,87.7,72.5,,60.0,90.4,60.1,46,0,0,0,1,270,503,49,0,83,9,1038,455,3.45,7.9,0.0,47
Jaden Stewart,153999,HB,PRVIEW A&M,11,132,15,8,34.6,224,0,647,0,11,15,453,59.9,14,41,270,2,46,66.8,81.4,82.8,,61.1,70.7,81.2,51.6,42,0,126,17,66,170,0,0,18,149,7,647,453,3.43,4.9,1.91,85
Harrison Bey-Buie,137994,HB,E ILLINOIS,11,132,13,4,21.0,100,0,477,1,0,13,280,20.6,11,25,158,1,49,78.0,64.0,85.7,,26.1,50.5,67.8,48.9,50,0,11,2,91,165,0,0,6,134,4,477,280,2.12,3.6,0.12,83
Logan Billings,105043,TE,CITADEL,8,131,14,3,19.0,96,0,504,0,2,14,284,25.9,7,33,139,1,19,77.5,62.0,90.3,,49.9,64.7,63.5,56.9,40,0,9,3,23,371,0,0,4,134,6,504,284,2.17,3.8,0.39,2
Terrence Smith,91749,HB,SAN DIEGO,11,130,46,7,32.0,179,0,560,3,3,46,483,123.8,13,31,283,2,54,67.3,72.5,42.8,60.0,69.7,57.8,76.4,49.5,63,1,139,17,166,155,0,0,22,147,6,560,483,3.72,4.3,0.84,76
Que'shaun Byrd,64820,HB,BETH COOK,11,130,37,12,47.9,333,0,695,3,6,37,419,94.3,25,36,119,2,19,68.1,69.6,86.5,,48.0,44.4,77.3,59.6,68,0,52,17,166,162,0,0,23,147,5,695,419,3.22,5.3,0.31,106
Garrett Owens,142440,HB,DUQUESNE,10,130,27,9,41.4,259,0,626,1,8,27,461,80.1,14,26,155,1,40,78.4,71.5,39.9,,51.8,87.8,67.5,71.8,75,1,235,25,141,148,0,0,28,155,5,626,461,3.55,4.8,1.67,84
Justin Covington,40074,HB,VILLANOVA,10,128,22,9,44.0,323,0,734,1,4,22,391,55.9,21,38,334,2,48,67.0,77.3,34.1,75.4,67.2,45.7,79.5,63.4,83,1,67,14,84,164,0,0,16,142,6,734,391,3.05,5.7,0.8,79
Stadford Anderson,57360,HB,ALCORN ST,8,127,19,8,37.6,225,0,599,1,0,19,415,46.0,13,33,107,0,33,89.2,70.2,29.3,,57.2,56.5,72.1,55.1,68,2,48,8,96,148,0,0,11,135,4,599,415,3.27,4.7,0.5,94
Justice Antrum,55291,HB,RHODE ISLD,9,127,11,7,24.2,143,0,590,1,0,11,321,20.4,18,38,274,1,54,77.4,74.7,84.1,,78.7,42.2,78.1,61.7,35,0,65,9,111,175,0,0,11,136,6,590,321,2.53,4.6,0.59,73
Josh Samuel,57481,HB,JVILLE ST,11,126,15,11,40.9,290,0,709,1,6,15,399,45.2,21,40,196,1,33,77.7,70.9,48.7,,57.7,76.8,69.9,56.3,48,1,282,21,178,211,0,0,25,147,6,709,399,3.17,5.6,1.58,91
Jah-Maine Martin,78588,HB,NC A&T,9,126,26,5,22.1,109,0,494,0,2,26,373,60.9,15,24,246,0,77,89.4,65.8,84.4,,59.4,61.7,66.3,56.5,33,0,64,10,117,177,0,0,12,136,4,494,373,2.96,3.9,0.55,48
TJ Jones,154015,HB,W CAROLINA,11,126,14,6,36.9,218,0,591,4,7,14,301,31.6,10,30,344,6,50,28.4,63.2,13.5,60.4,50.8,51.1,68.8,53.9,53,2,298,33,191,162,0,0,43,159,9,591,301,2.39,4.7,1.56,76
Ryan Young,109157,HB,COLUMBIA,10,125,25,6,32.6,159,0,488,0,5,25,364,60.7,13,28,145,1,35,77.9,67.6,45.3,,80.2,74.5,65.1,55.1,60,1,198,19,138,192,0,0,24,144,3,488,364,2.91,3.9,1.43,89
JJ Davis,53540,HB,NORFOLK,11,124,35,13,49.1,433,0,882,0,2,35,437,93.8,29,47,244,0,25,89.3,89.0,83.5,,32.8,92.0,84.2,55.1,88,0,193,15,103,159,0,0,16,139,10,882,437,3.52,7.1,1.87,95
Nick Howard,108979,QB,DARTMOUTH,10,124,19,13,46.6,373,0,791,0,0,19,389,48.9,20,46,148,4,62,53.7,82.4,81.0,43.4,,58.5,80.3,60.3,75,0,8,2,3,151,9,2,2,124,15,800,400,3.23,6.5,2.67,60
TaMerik Williams,77741,HB,N DAK ST,14,123,35,12,34.9,269,0,771,0,0,35,517,117.7,23,49,250,1,81,76.5,89.7,25.3,,50.5,53.2,90.3,54.9,50,1,15,2,57,163,0,0,3,125,12,771,517,4.2,6.3,0.26,41
Nasir Smith,153952,HB,CENT CT ST,9,122,18,4,14.1,74,0,526,0,6,18,344,48.0,10,28,133,2,34,66.0,72.4,85.2,60.4,51.8,61.0,74.1,64.0,26,0,90,19,140,161,0,0,22,141,2,526,344,2.82,4.3,0.64,88
Dom Williams,57256,HB,N IOWA,12,122,29,8,44.7,322,0,721,2,4,29,451,93.1,17,26,255,2,51,65.7,69.6,28.1,,68.7,39.4,72.6,67.7,99,1,69,9,95,138,0,0,12,131,4,721,451,3.7,5.9,0.73,71
Isaiah Malcome,109226,HB,PENN,10,122,32,11,47.9,341,0,712,1,8,32,432,94.4,20,30,267,2,59,72.2,78.8,86.1,,48.2,79.1,78.7,58.8,65,1,194,28,175,210,0,0,36,150,6,712,432,3.54,5.8,1.11,52
Irv Mulligan,105619,HB,WOFFORD,10,121,37,17,65.9,557,0,845,0,1,37,627,158.8,20,31,350,1,51,76.0,82.8,83.1,,77.7,61.5,81.8,53.7,72,0,19,3,39,187,0,0,3,124,8,845,627,5.18,7.0,0.49,69
Jacory Croskey-Merritt,102382,HB,ALABAMA ST,11,121,14,6,39.2,167,0,426,0,1,14,307,29.1,9,26,105,1,16,76.6,66.4,84.3,,53.5,63.2,66.4,63.8,45,0,70,10,128,153,0,0,12,131,5,426,307,2.54,3.5,0.55,101
Jonathan DeBique,109202,HB,LIUSHAR,10,119,29,7,32.8,195,0,595,0,4,29,467,101.2,19,30,1298,2,59,64.2,76.0,83.7,,78.3,66.5,76.1,50.8,54,0,71,9,97,166,0,0,10,128,4,595,467,3.92,5.0,0.73,57
Emilio Martinez,91750,HB,SAN DIEGO,9,119,20,8,35.5,177,0,499,1,5,20,268,38.6,16,24,283,0,34,88.8,67.0,85.4,,35.0,82.0,64.7,26.5,36,1,274,27,124,138,0,0,30,146,3,499,268,2.25,4.2,2.21,85
Daniel Adeboboye,109426,HB,BRYANT,10,119,24,4,19.9,100,0,503,2,2,24,355,53.5,10,31,124,0,45,88.6,73.6,42.6,,45.8,65.3,77.3,58.8,47,1,168,26,175,137,0,0,30,145,6,503,355,2.98,4.2,0.96,73
Delvecchio Powell II,142575,HB,PRESBYTERN,11,118,43,16,49.3,382,0,775,2,16,43,437,122.1,31,43,271,3,72,60.2,81.6,88.6,,48.5,75.4,87.4,46.3,57,0,461,61,322,153,0,0,73,179,6,775,437,3.7,6.6,1.43,36
Junior Bergen,147642,HB,MONTANA,12,118,14,7,29.8,147,0,493,1,3,14,278,28.8,14,29,232,2,63,79.8,71.6,86.1,60.0,65.7,67.3,72.3,56.9,28,0,230,21,214,156,0,0,25,139,4,493,278,2.36,4.2,1.07,55
Tyevin Ford,72434,HB,IDAHO ST,9,117,25,3,14.4,74,0,513,1,1,25,383,68.6,15,28,186,0,37,88.7,73.7,34.8,,67.8,59.4,74.8,65.0,32,1,62,7,108,146,0,0,9,124,4,513,383,3.27,4.4,0.57,79
Hope Adebayo,149767,HB,STTHOM,10,117,31,7,34.1,229,0,671,0,2,31,436,100.8,17,37,1129,1,70,75.9,83.0,85.8,,56.8,63.9,81.8,55.2,78,0,29,5,50,132,0,0,6,122,12,671,436,3.73,5.7,0.58,39
Carlos Washington Jr.,63268,HB,NEW HAMP,10,117,16,4,39.0,210,0,539,0,3,16,346,41.9,8,15,240,1,42,76.6,66.5,83.5,76.2,42.6,73.1,63.8,70.0,76,0,133,17,126,131,0,0,22,134,1,539,346,2.96,4.6,1.06,75
Aidan Borguet,109135,HB,HARVARD,10,116,39,9,45.6,273,0,599,0,2,39,384,114.1,17,25,179,0,49,88.7,78.4,83.5,,28.8,59.8,81.3,55.6,56,0,35,3,81,131,0,0,6,119,7,599,384,3.31,5.2,0.43,67
