player,player_id,position,team_name,player_game_count,assists,declined_penalties,franchise_id,grades_fgep_defense,grades_fgep_kicker,grades_fgep_offense,grades_kick_return,grades_kickoff_kicker,grades_long_snap,grades_misc_st,grades_punt_return,grades_punter,grades_special_teams_penalty,missed_tackles,penalties,snap_counts_field_goal,snap_counts_field_goal_blocking,snap_counts_kickoff,snap_counts_kickoff_return,snap_counts_punt_coverage,snap_counts_punt_return,tackles
Josh Clarke,57984,ED,JACKSON ST,9,0,0,194,59.3,,,,,,58.0,,,73.8,1,0,0,10,9,7,6,13,0
Jarrod Barnes,61138,WR,CENT ARK,10,0,0,132,,,,59.1,,,55.8,50.4,,68.7,0,0,0,0,1,9,7,37,0
Lyndon Rash,61284,WR,GRAMBLING,3,0,0,177,,,,,,,61.2,,,68.9,0,0,0,0,4,0,4,2,0
Kyndel Dean,61337,WR,FURMAN,1,0,0,170,,,,,,,60.0,,,64.8,0,0,0,0,0,0,0,2,0
Clevan Thomas Jr.,61362,WR,MONTANA ST,6,0,0,233,,,,,,,64.8,,,73.6,0,0,0,0,0,13,0,16,0
Brandon Porter,61528,WR,INCAR WORD,3,0,0,189,,,,,,,46.6,,,65.6,1,0,0,0,4,3,0,1,0
Josh Thompson,61681,WR,STF AUSTIN,6,0,0,301,59.9,,,59.9,,,60.8,67.9,,66.4,0,0,0,1,0,1,0,19,0
Shaun Myers,62235,LB,N ALABAMA,11,0,0,389,59.3,,,,,,61.3,,,77.1,0,0,0,49,0,0,1,4,0
Alex Howard,62494,LB,YNGTOWN ST,13,0,0,353,59.6,,,,,,60.3,,,70.5,0,0,0,49,10,0,16,1,0
Tyquan Fleming,62595,CB,ARKAPB,10,0,0,112,59.8,,,,,,67.9,,,75.9,0,0,0,14,18,21,5,25,1
David Florence,62640,WR,N ALABAMA,5,0,0,389,,,,,,,61.8,,,70.4,0,0,0,0,3,19,8,8,0
Devin Smith,62923,CB,SAMFORD,11,0,2,282,59.7,,,,,,42.0,,,27.5,0,2,0,43,13,0,0,6,0
Darion Bolden,63094,S,LNDNWD,9,0,0,949,59.8,,,,,,66.7,,,74.6,0,0,0,21,14,1,0,30,0
Jonathan Joanis,63325,LB,S DAKOTA,12,0,0,291,59.7,,,,,,61.3,,,66.8,0,0,0,35,2,0,0,6,0
Winston Reid,63354,LB,WEBER ST,11,0,0,342,59.8,,,59.9,,,58.3,,,78.0,0,2,0,43,0,50,0,54,0
Trey Adams,63602,S,ABILENE CH,10,1,0,100,59.9,,,,,,70.5,,,84.6,0,0,0,7,52,48,55,35,2
Jamond DuBose,63612,S,CITADEL,11,0,0,139,60.2,,,,,,67.1,,,73.9,0,0,0,9,30,0,0,26,0
Kayvon Britten,63937,HB,TARLETON,2,0,0,401,,,,,,,60.8,,,69.5,0,0,0,0,0,7,0,0,0
Karfa Kaba,64447,DI,NC CENT,10,0,0,247,76.7,,,,,,85.0,,,67.7,0,0,0,32,0,0,0,1,0
Matt Sochovka,64450,DI,FURMAN,12,0,0,170,57.3,,,,,,58.9,,,71.7,0,0,0,35,0,0,0,22,0
Logan Nash,64572,CB,PENN,10,0,0,267,59.8,,,,,,60.3,,,74.6,1,0,0,20,29,4,7,20,0
Mason Lawler,64598,K,INCAR WORD,10,0,0,189,,66.7,,,81.3,,63.5,,,75.4,1,0,57,0,61,0,0,0,1
Shiloh Means,64602,S,PENN,10,0,0,267,59.5,,,,,,60.1,,,65.4,0,0,0,38,1,1,0,0,0
Michael Ross,65052,G,INDIANA ST,10,0,0,191,,,24.2,,,,41.6,,,63.4,0,0,25,0,0,0,0,0,0
Reggie Thomas,66271,LB,LAFAYETTE,12,0,1,203,59.5,,,,,,57.4,,,40.0,1,1,0,9,54,49,43,23,1
Trenton Gillison,66276,TE,TENN STATE,9,0,0,308,,,63.5,,,,59.1,,,75.0,0,0,12,0,0,35,5,0,0
Deyon Campbell,66601,WR,DRAKE,10,0,0,153,,,,54.0,,,60.9,84.3,,66.8,0,0,0,0,0,34,0,38,0
Isaiah Hill,66732,WR,MURRAY ST,2,0,0,236,,,,58.4,,,60.0,,,62.6,0,0,0,0,0,9,0,0,0
Erich Osteen,70404,ED,MONTANA,1,0,0,232,59.7,,,,,,60.0,,,61.8,0,0,0,1,0,0,0,0,0
Jacob Skobis,70487,S,IDAHO,3,0,0,185,,,,,,,60.4,,,65.3,0,0,0,0,0,0,0,3,0
Mister Williams,70521,LB,INCAR WORD,10,0,0,189,60.0,,,,,,62.8,,,70.1,0,0,0,16,4,0,0,4,0
Ty Ely,70526,ED,NWSTATE,6,0,0,257,58.0,,,,,,58.2,,,67.3,0,0,0,32,0,0,13,1,0
Chase Nenad,70591,WR,YALE,2,0,0,352,,,,,,,60.0,,,65.1,0,0,0,0,0,5,0,0,0
Jonathan Greaves,70706,DI,SAN DIEGO,5,0,0,283,,,68.5,,,,63.5,,,70.2,0,0,25,0,0,0,8,0,0
Sean Farfan,70749,LS,N ARIZONA,11,0,0,252,,,85.2,,,89.7,76.3,,,66.7,0,0,47,0,0,0,47,0,0
Calvin Pitcher,70877,S,IDAHO ST,11,1,0,186,60.4,,,,,,77.2,,,67.0,0,0,0,67,4,0,19,3,2
Michael Velasco,70900,K,ROB MORRIS,7,0,0,277,,66.1,,,54.0,,62.3,,,73.8,0,0,5,0,31,0,0,0,0
Nehemiah Magalei,70950,DI,N ARIZONA,11,0,0,252,57.8,,,,,,57.4,,,67.2,0,0,0,36,0,0,0,0,0
Jay McEuen,70985,TE,UTAHTC,11,0,0,1285,,,71.3,,,,67.7,,,81.2,0,0,36,0,0,67,20,18,1
Calvin Mouisset,71165,LB,UC DAVIS,7,0,0,322,60.0,,,,,,59.9,,,75.6,1,0,0,9,12,0,29,3,2
Quantraill Morris-Walker,71187,CB,RICHMOND,12,0,0,276,59.8,,,,,,56.4,,,71.7,2,0,0,20,30,33,0,13,1
Jacob Angel,71196,G,IDAHO ST,6,0,0,186,,,64.5,,,,62.6,,,64.9,0,0,16,0,0,0,0,0,0
Jackson Cloyd,71301,ED,UC DAVIS,9,0,0,322,59.7,,,,,,65.6,,,65.4,0,0,0,18,0,0,46,0,2
Shakobe Harper,71331,HB,CAL POLY,1,0,0,129,,,,,,,60.0,,,63.6,0,0,0,0,0,1,0,0,0
Syrr Barnes,71429,LB,IDAHO,11,1,0,185,59.9,,,,,,58.3,,,75.1,0,1,0,3,53,31,5,14,1
Taliq Brown,71460,WR,UTAHTC,3,0,0,1285,,,,,,,61.6,,,69.3,0,0,0,0,4,4,0,6,0
Jonah Carnell,71524,WR,N ARIZONA,1,0,0,252,,,,,,,61.7,,,66.7,0,0,0,0,5,3,0,0,0
Josiah Sagale,71554,G,IDAHO ST,11,0,0,186,59.7,,,,,,61.5,,,64.9,0,0,0,2,0,0,49,1,0
Daylen Fuller,71594,LB,LIUSHAR,10,0,0,1298,59.9,,,,,,56.1,,,29.3,0,1,0,27,2,0,0,38,0
Malachi Harrison,71662,CB,PRVIEW A&M,11,0,0,270,59.3,,,,,,63.8,,,78.8,0,0,0,44,15,15,0,34,0
Xavier Rawls,71675,WR,MOREHEAD,8,0,0,234,,,,,,,65.0,,,75.1,1,0,0,0,0,15,46,3,0
Ty McCullouch,71780,WR,MONTANA ST,4,0,0,233,,,,,,,62.8,72.6,,67.9,0,0,0,0,0,3,0,19,0
Cole Bullock,72090,LB,MONTANA ST,11,0,0,233,60.0,,,,,,67.8,,,76.3,0,0,0,5,61,32,0,9,1
Caden Harman,72124,ED,BROWN,7,0,0,123,59.6,,,,,,60.0,,,65.6,0,0,0,10,0,0,0,2,0
Josh Alford,72159,CB,IDAHO ST,11,2,0,186,60.4,,,,,,66.7,,,79.4,1,0,0,53,56,0,0,37,3
Dillon Towles-Kendle,72160,CB,PRESBYTERN,4,0,0,271,59.9,,,,,,33.6,,,71.5,2,1,0,1,8,0,0,17,0
Edward Riley,72173,C,SO UTAH,7,0,0,298,,,,,,,42.6,,,68.1,0,0,0,0,0,0,13,0,0
Logan Bednar,72195,G,HARVARD,10,0,0,179,,,28.2,,,,49.8,,,73.2,0,0,49,0,0,0,0,0,0
Isaiah Loera,72384,S,W ILLINOIS,4,0,0,345,59.9,,,,,,54.2,,,69.7,0,0,0,4,18,0,1,0,0
Jason Heller,72439,WR,W ILLINOIS,3,0,0,345,,,,,,,46.1,,,29.0,0,1,0,0,0,0,14,8,0
Myles Taylor,72533,CB,S DAK ST,7,0,0,292,59.8,,,,,,62.4,,,72.5,0,0,0,4,1,5,0,25,0
Nick Veloz,72813,LB,ELON,4,0,0,162,60.0,,,,,,61.0,,,62.8,0,0,0,9,0,0,0,2,0
Semaj Williams,72828,CB,ST FRANCIS,1,1,0,299,,,,,,,66.1,,,66.2,0,0,0,0,4,0,0,0,0
Terence Simon Jr.,72832,DI,E ILLINOIS,5,0,0,158,58.4,,,,,,59.2,,,66.5,0,0,0,7,0,1,0,3,0
Max Franco,72947,CB,VALPO,10,0,0,332,60.0,,,59.9,,,62.4,,,75.4,0,0,0,24,17,14,9,14,0
David Meyer,72980,LB,CAL POLY,10,1,0,129,59.7,,,,,,78.7,,,70.9,2,0,0,44,13,0,33,6,3
Ben Seymour,73164,ED,MONTANA ST,12,0,0,233,58.3,,,,,,59.1,,,70.9,0,0,0,37,0,35,0,5,0
Joseph Obeto,73245,CB,E WASHGTON,8,0,0,161,,,,,,,67.2,,,69.7,0,0,0,0,0,0,0,20,0
Zeke Mata,73456,K,S DAKOTA,13,0,0,291,,60.0,,,71.2,,63.5,,,77.5,1,0,1,0,63,0,0,0,0
Tyreese Shakir,73488,S,PORTLAND,9,0,0,269,59.8,,,,,,64.8,,,66.5,0,0,0,41,7,2,0,8,1
Jackson Fischer,73501,CB,PRINCETON,7,0,0,272,,,,,,,60.4,,,77.0,0,0,0,0,13,8,16,13,1
Richie Pinomi,73589,G,GEORGETOWN,9,0,0,172,,,,,,,54.2,,,64.6,1,0,0,0,0,0,38,0,0
Trent Whalen,73609,LB,SO UTAH,2,1,0,298,,,,,,,68.6,,,71.3,0,0,0,0,1,11,12,0,0
Alexandar Oyawale,73667,LB,E ILLINOIS,11,1,0,158,60.1,,60.0,,,,67.0,,,72.5,1,0,1,12,25,6,1,16,2
Cory Hall,73699,DI,N ARIZONA,1,0,0,252,,,,,,,59.4,,,66.0,0,0,0,0,0,0,4,0,0
Rickie Johnson,73804,WR,UTAHTC,10,0,0,1285,,,,63.0,,,61.7,63.8,,68.3,0,0,0,0,1,5,0,29,0
Brody Reder,73916,HB,BUTLER,5,0,0,127,,,,,,,57.1,,,67.9,0,0,0,0,0,19,0,0,0
Adrian Rodriguez,73955,LB,IDAHO ST,11,0,0,186,58.5,,,,,,60.4,,,68.3,0,0,0,37,0,0,0,12,0
Devin Ford,74018,WR,WEBER ST,6,0,0,342,,,,,,,64.2,,,71.6,0,0,0,0,2,29,3,18,0
Corey Martin,74039,ED,MURRAY ST,1,0,0,236,,,,,,,63.1,,,69.0,0,0,0,0,0,0,0,7,0
Aidan Shinfeld,74287,WR,COLUMBIA,1,0,0,145,,,,,,,60.5,,,64.6,0,0,0,0,2,0,0,0,0
Jaylon Mcgee,74492,ED,LIUSHAR,9,0,0,1298,59.8,,,,,,65.6,,,74.7,0,0,0,14,0,4,1,21,0
Zach Zoglio,74758,LS,MAINE,7,1,0,212,,,80.6,,,87.7,71.4,,,28.7,0,1,31,0,0,0,29,0,1
Fredrick Sturgis,75096,G,BUCKNELL,11,0,0,125,,,75.2,,,,65.4,,,72.6,0,0,43,0,0,0,0,0,0
Joe Toepfer,75110,LB,ST FRANCIS,4,0,0,299,60.0,,,,,,63.3,,,72.5,0,0,0,20,2,0,12,4,1
J.J. Ross,75240,CB,W ILLINOIS,11,0,0,345,59.5,,,56.8,,,62.1,60.0,,73.6,0,0,0,69,16,8,0,1,0
William Barber,75271,S,ROB MORRIS,9,0,0,277,60.0,,,,,,60.9,,,71.8,0,0,0,29,2,3,10,4,0
Aneesh Vyas,75285,DI,BUCKNELL,2,0,0,125,90.9,,,,,,93.3,,,66.3,0,0,0,13,0,0,0,2,0
Brandon Lanier,75662,TE,W ILLINOIS,10,0,0,345,,,68.7,,,,63.2,,,71.6,1,0,25,0,0,81,32,0,2
Malcolm Magee,75700,S,SCAR STATE,11,0,0,290,59.8,,,,,,67.7,,,76.8,0,0,0,27,0,1,13,38,0
Tim Lowery,75711,S,DUQUESNE,11,0,0,155,60.5,,,,,,67.7,,,90.2,0,0,0,23,33,3,0,35,2
Donald Hall,75738,DI,FL A&M,6,0,0,164,58.8,,,,,,58.8,,,65.3,0,0,0,12,0,0,0,0,0
John Graves III,75777,DI,FL A&M,4,0,0,164,59.0,,,,,,58.9,,,64.7,0,0,0,5,0,0,0,1,0
Kolbi Lewis,75783,C,PRVIEW A&M,6,0,0,270,,,67.0,,,,63.0,,,64.6,0,0,23,0,0,0,0,0,0
Jacob Stanton,75815,LB,N COLORADO,11,0,0,253,59.9,,,,,,65.0,,,73.9,0,0,0,33,0,0,0,29,0
Treshawn Chamberlain,75823,S,SAMFORD,6,2,0,282,60.0,,,,,,73.3,,,75.8,0,0,0,1,33,33,0,0,2
Ryan Johnson,75832,G,YNGTOWN ST,9,0,0,353,,,72.5,,,,64.2,,,65.5,0,0,46,0,0,0,0,0,0
Caleb Darbone,75878,K,ALCORN ST,10,0,0,107,,,63.2,,,,53.1,,44.6,29.0,0,1,21,0,0,0,41,0,0
Jeremy Moussa,75887,QB,FL A&M,1,0,0,164,,,,,,,60.0,,60.0,63.3,0,0,0,0,0,0,1,0,0
Cameron Murray,75910,S,N COLORADO,8,1,0,253,59.8,,,,,,62.6,,,72.0,0,0,0,21,12,0,20,1,0
Jailon Howard,75933,WR,SOUTHERN U,7,0,0,297,,,,74.9,,,59.3,,,63.7,0,0,0,0,0,27,4,0,0
Kylen Ross,76338,S,SACRAMENTO,9,0,0,279,59.4,,,59.9,,,61.5,,,68.9,0,0,0,41,5,2,0,6,0
John Sciarretti,76361,HB,DAYTON,3,0,0,150,,,,,,,58.7,,,69.1,0,0,0,0,0,6,13,0,0
Michelangelo Loretto,76423,ED,ROB MORRIS,8,0,0,277,59.8,,,,,,61.1,,,70.3,0,0,0,5,0,33,0,6,0
Chris Wilson,76431,ED,SAN DIEGO,5,0,0,283,59.9,,,,,,64.5,,,71.8,0,0,0,3,0,9,0,15,0
Gerrik Vollmer,76564,G,FURMAN,4,0,0,170,,,66.8,,,,62.8,,,63.3,0,0,12,0,0,0,0,0,0
Telly Plummer,76566,CB,CHATTNOOGA,13,1,0,137,60.1,,,,,,75.0,,,77.5,0,0,0,42,35,0,9,33,3
Isaac Duffy,76575,S,ALBANY,15,1,0,106,59.9,,,,,,59.6,,,47.2,0,1,0,53,37,0,22,34,4
Chauncey Moore,76581,S,ALABAMA ST,11,0,0,105,59.8,,,,,,56.7,,,75.7,2,0,0,11,45,35,46,4,1
Aaron Gethers,76633,CB,MAINE,8,0,0,212,60.0,,,,,,63.6,,,74.5,0,0,0,1,0,0,0,24,0
Peyton Woulard,76639,S,NWSTATE,6,1,0,257,60.0,,,,,,73.3,,,66.2,0,0,0,33,3,0,5,0,1
Ori Jean-Charles,76732,LB,ALBANY,15,0,0,106,59.8,,,,,,61.3,,,43.9,1,1,0,54,17,0,63,31,2
Jae'Veyon Morton,76733,CB,MORGAN ST,10,0,1,235,58.7,,,,,,35.4,62.3,,26.4,0,2,0,33,0,0,0,10,0
Terrence Ganyi,76739,LB,MAINE,7,0,0,212,59.9,,,,,,66.1,,,72.6,0,0,0,5,23,47,3,3,2
Randall Harris,76785,CB,NEW HAMP,11,0,1,240,90.1,,,,,,90.0,,,46.4,1,2,0,52,0,8,36,49,2
Rolliann Sturkey,76786,S,N IOWA,11,0,0,255,59.8,,,,,,70.8,,,75.8,0,0,0,6,53,0,3,28,2
Antonio Colclough,76813,ED,MONMOUTH,11,0,0,231,59.5,,,,,,60.7,,,67.8,0,0,0,28,0,0,0,6,0
Tahj Brown,76828,ED,SOUTHERN U,10,0,0,297,59.0,,,,,,62.5,,,76.7,0,0,0,14,0,0,0,8,0
Cartez Crook-Jones,76846,DI,N IOWA,2,0,0,255,59.6,,,,,,61.4,,,66.4,0,0,0,3,0,0,0,3,0
Noah Palmer,76866,ED,DUQUESNE,11,0,0,155,59.9,,73.4,,,,64.7,,,75.8,0,0,46,3,2,35,0,7,0
Allen Love,76872,DI,SAMFORD,7,0,0,282,58.0,,,,,,57.7,,,64.8,0,0,0,12,0,0,0,1,0
Michael Scibelli,76942,DI,RHODE ISLD,11,0,0,274,59.0,,,,,,60.4,,,68.0,0,0,0,13,0,0,49,0,0
Jeffrey Griffin Jr.,76961,DI,N DAKOTA,12,0,0,249,57.6,,,,,,58.3,,,70.4,0,0,0,44,0,0,0,9,0
LaQuan Johnson Jr.,76978,ED,BETH COOK,9,0,0,119,59.7,,,,,,66.4,,,69.6,0,0,0,20,8,0,2,9,1
Shabazz Dotson,77003,ED,TXAMEA,1,0,0,1139,59.7,,,,,,60.0,,,61.8,0,0,0,1,0,0,0,0,0
Darren Brown,77004,DI,INCAR WORD,6,0,0,189,58.3,,,,,,44.6,,,27.0,0,1,0,16,0,1,0,2,0
Brett Bostad,77034,TE,SAN DIEGO,9,0,0,283,,,,,,,62.5,,,71.5,0,0,0,0,0,45,18,0,0
Evan Stewart,77104,LB,RHODE ISLD,11,0,0,274,59.0,,,,,,60.9,,,67.5,0,0,0,47,0,0,0,7,0
Bryce Shaw,77139,LB,NEW HAMP,9,0,0,240,59.8,,,,,,50.8,,,64.7,1,0,0,19,1,0,0,0,0
DaeSean Winston,77142,CB,ALBANY,2,0,0,106,60.0,,,,,,51.8,,,67.6,0,0,0,3,4,0,0,5,0
Ayodele Adeoye,77203,ED,INCAR WORD,10,0,0,189,58.9,,,,,,60.3,,,70.7,0,0,0,27,0,0,0,5,0
Mike Edwards,77346,T,CAMPBELL,4,0,0,131,,,65.2,,,,62.8,,,70.5,0,0,13,0,0,0,0,0,0
Jason Swann,77425,G,WOFFORD,10,0,0,350,,,72.3,,,,64.4,,,70.3,0,0,29,0,0,0,0,0,0
John O'Brian,77497,T,S DAK ST,11,0,0,292,,,74.3,,,,57.5,,,28.7,0,1,52,0,0,0,1,0,0
Mike Morris,77501,C,YNGTOWN ST,1,0,0,353,,,62.5,,,,62.2,,,67.6,0,0,7,0,0,0,0,0,0
Romello Tarver,77534,T,TENN STATE,8,0,0,308,,,69.5,,,,63.5,,,63.3,0,0,31,0,0,0,0,0,0
Eric Bentley,77551,DI,CENT ARK,3,0,0,132,59.1,,,,,,60.9,,,66.9,0,0,0,2,0,0,0,5,0
Tony Brown,77565,LB,ROB MORRIS,11,2,0,277,59.7,,,,,,70.5,,,46.8,0,1,0,26,48,4,39,12,4
Evan Matthes,77596,P,VALPO,11,1,0,332,,,65.2,,60.0,,56.1,,62.8,29.6,0,1,37,0,1,0,52,0,1
Steven Krajewski,77650,QB,WAGNER,1,0,0,338,,,,,,,60.0,,,63.3,0,0,0,0,0,0,0,0,0
Re-al Mitchell,77670,WR,SAN DIEGO,1,0,0,283,,,,59.9,,,60.0,,,61.2,0,0,0,0,0,1,0,0,0
Chaese Jackson,77690,TE,ROB MORRIS,7,0,0,277,,,,,,,59.4,,,70.9,0,0,0,0,1,1,31,4,0
Jarveon Howard,77710,HB,ALCORN ST,2,0,0,107,,,,,,,62.6,,,69.9,0,0,0,0,10,2,0,8,0
Dante Black,77746,HB,RICHMOND,3,0,0,276,,,,,,,60.9,,,66.7,0,0,0,0,0,9,0,1,0
Ra'veion Hargrove,77778,HB,TXAMEA,1,0,0,1139,,,,59.9,,,60.0,,,62.2,0,0,0,0,0,1,0,0,0
Jaylen Jackson,77809,S,MCNEESE,3,0,0,217,59.8,,,,,,62.1,,,65.6,0,0,0,12,0,0,0,7,0
Leak Bryant,77936,TE,LIUSHAR,1,0,0,1298,,,60.0,,,,60.1,,,66.1,0,0,2,0,0,0,0,0,0
Dax Neece,77959,WR,ABILENE CH,11,0,0,100,,,,,,,61.1,67.9,,67.7,0,0,0,0,0,7,0,43,0
Marcus Riley,77967,WR,FL A&M,9,0,0,164,,,,64.2,,,57.4,,,65.4,0,0,0,0,0,31,1,3,0
Dennis Smith,77996,WR,NWSTATE,2,0,0,257,,,,,,,59.7,,,64.6,0,0,0,0,0,3,0,0,0
Jasiah Provillon,78012,WR,CAMPBELL,7,1,0,131,,,,,,,64.8,,,72.4,0,0,0,0,16,35,0,4,0
Marquez Perez,78053,WR,INCAR WORD,3,0,0,189,,,,,,,63.6,,,70.9,0,0,0,0,4,1,0,11,0
Heron Maurisseau,78069,WR,NEW HAMP,1,0,0,240,,,,60.0,,,59.6,,,62.0,0,0,0,0,0,4,0,0,0
Kwincy Hall,78121,WR,MORGAN ST,8,0,0,235,,,,,,,32.6,75.7,,27.0,0,1,0,0,0,0,0,38,0
Javaughn Williams,78159,WR,ARKAPB,5,0,0,112,,,60.0,,,,76.3,,,73.9,0,0,4,0,0,12,25,4,1
Jyran Mitchell,78175,HB,BUTLER,2,0,0,127,,,,,,,59.9,,,62.6,0,0,0,0,0,2,0,0,0
Jerome Buckner,78200,WR,TXAMEA,7,0,0,1139,,,,65.9,,,60.5,63.8,,65.0,0,0,0,0,0,26,0,6,0
Tay Lanier,78216,WR,N ARIZONA,2,0,0,252,,,,,,,60.9,,,66.8,0,0,0,0,0,1,0,3,0
Shiloh Ta'ase,78241,T,PORTLAND,6,0,0,269,,,70.5,,,,68.0,,,73.3,0,0,30,0,0,0,20,0,0
Lawrence Lagrone,78245,G,NC A&T,11,0,0,246,,,73.6,,,,64.9,,,72.3,0,0,35,0,0,0,1,0,0
Drake Carroll,78248,G,TENN MARTN,2,0,0,310,,,,,,,60.0,,,64.5,0,0,0,0,0,0,2,0,0
Terrell Paxton,78267,G,KENNESAW,3,0,0,200,,,65.8,,,,62.9,,,66.8,0,0,14,0,0,0,0,0,0
Brandon Tucker,78273,DI,SCAR STATE,10,0,0,290,58.7,,64.8,,,,60.4,,,66.2,0,0,9,18,0,0,0,2,0
Jake Parks,78284,G,UC DAVIS,9,0,0,322,,,25.2,,,,44.9,,,73.6,0,0,41,0,0,0,0,0,0
Tim Williams,78294,G,NC A&T,4,0,0,246,,,66.2,,,,62.7,,,62.7,0,0,11,0,0,0,0,0,0
Isaac Erbes,78321,G,S DAKOTA,13,0,0,291,,,77.2,,,,69.6,,,65.8,0,0,51,0,0,0,48,0,0
Mason McCormick,78326,G,S DAK ST,15,0,0,292,,,80.3,,,,66.9,,,75.3,0,0,87,0,0,0,1,0,0
Michael Corbi,78337,G,VILLANOVA,1,0,0,334,,,,,,,60.0,,,63.3,0,0,0,0,0,0,1,0,0
Garret Greenfield,78360,T,S DAK ST,10,0,0,292,,,74.1,,,,64.1,,,67.0,0,0,54,0,0,0,1,0,0
Matt Mirabito,78361,G,STNY BROOK,3,0,0,303,,,60.0,,,,61.6,,,67.2,0,0,6,0,0,0,0,0,0
