player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Abdul-Fatai Ibrahim,120862,WR,ALAB A&M,10,9.5,18,66.0,45.0,9,20,0,4.2,3,0.21,50,104,1,74.0,53.1,86.2,,85.9,0.2,1,4,81,0.0,0,425,1,50.3,68,93.6,398,15.3,65,108.0,103,8,83.8,356,1018,493,7.3,15.0,2.56
Matthew Rivera,142571,WR,PRESBYTERN,11,6.9,8,65.0,41.7,5,12,0,6.9,5,-0.12,26,271,0,73.6,76.4,60.4,,60.1,0.0,0,5,73,0.0,0,638,1,39.4,67,93.1,594,12.7,81,83.2,103,5,85.1,543,764,440,6.6,11.4,1.29
Jaxon Janke,78939,WR,S DAK ST,15,11.7,17,68.6,66.7,10,15,0,10.3,8,0.19,48,292,3,62.2,25.1,80.1,,80.0,0.0,0,3,55,0.0,0,420,2,48.8,70,96.7,406,21.9,92,113.5,102,6,78.1,328,1148,527,7.5,16.4,2.83
Kris Thornton,61795,WR,JAMES MAD,13,9.4,9,76.5,36.4,4,11,0,4.9,4,0.26,46,197,1,81.2,57.8,78.2,,78.7,0.0,0,1,83,0.0,0,443,1,50.9,78,96.2,426,84.2,373,142.0,102,12,15.8,70,1005,532,6.8,12.9,2.36
Talolo Limu-Jones,40997,WR,E WASHGTON,11,12.7,15,69.6,38.5,5,13,0,10.1,8,0.31,45,161,1,62.9,54.3,80.6,64.2,82.0,1.6,6,1,58,0.3,1,370,2,48.5,71,95.7,354,95.4,353,121.3,102,6,3.0,11,1118,520,7.3,15.7,3.16
Xavier Lane,42334,WR,MO STATE,11,11.2,15,56.6,50.0,6,12,1,11.1,7,0.09,30,230,2,53.9,27.7,67.0,,66.7,0.0,0,3,45,0.0,0,453,4,46.1,56,96.2,436,1.1,5,79.9,99,3,98.9,448,788,287,5.1,14.1,1.81
Thomas Glover,91738,WR,CORNELL,10,11.5,4,56.7,33.3,2,6,0,8.3,5,-0.18,31,147,0,68.4,77.8,72.6,,75.7,0.5,2,6,47,0.0,0,366,6,37.1,55,95.6,350,83.6,306,70.5,97,4,14.5,53,772,286,5.2,14.0,2.21
Kemari Averett,60941,TE,BETH COOK,11,14.9,8,52.6,44.8,13,29,0,13.6,8,-0.08,40,119,0,55.7,73.9,89.4,72.9,91.7,27.3,87,5,65,1.9,6,319,9,41.3,51,94.0,300,41.4,132,96.5,97,10,29.8,95,879,270,5.3,17.2,2.93
Ty Scott,78042,WR,MO STATE,12,11.9,18,68.0,66.7,12,18,0,8.3,6,0.19,46,230,1,63.8,52.7,82.8,,83.3,0.0,0,0,60,0.0,0,442,3,48.0,66,96.2,425,28.3,125,133.7,97,8,71.7,317,1103,442,6.7,16.7,2.6
Robert Ferrel,133220,WR,INCAR WORD,12,6.5,8,73.2,50.0,6,12,0,6.6,5,0.27,42,189,1,79.3,71.5,72.8,,73.5,0.2,1,0,32,0.0,0,495,1,50.5,71,93.9,465,91.9,455,127.4,97,9,7.9,39,778,479,6.7,11.0,1.67
Keith Corbin,40691,WR,JACKSON ST,13,11.5,9,71.9,42.9,6,14,0,9.2,7,0.05,43,194,0,65.3,75.3,75.7,,77.4,0.0,0,3,67,0.0,0,505,1,43.9,69,95.6,483,88.5,447,113.2,96,7,11.5,58,921,265,3.8,13.3,1.91
Kobe Clark,86853,WR,ABILENE CH,11,6.5,10,66.7,25.0,2,8,0,14.7,11,0.01,32,100,0,41.1,76.0,77.1,69.4,76.9,0.0,0,4,86,0.7,2,275,0,47.0,64,97.1,267,43.3,119,100.3,96,8,56.7,156,743,528,8.3,11.6,2.78
Shaq Davis,105710,WR,SCAR STATE,10,18.1,5,44.8,45.0,9,20,1,17.3,9,-0.11,33,290,0,39.1,73.4,71.8,,74.4,0.0,0,2,57,0.0,0,323,4,37.7,43,96.9,313,35.6,115,96.0,96,8,64.4,208,864,270,6.3,20.1,2.76
Chris Coleman,55906,WR,CAL POLY,10,10.3,10,45.8,42.9,3,7,0,15.4,8,-0.29,25,129,0,39.1,73.4,62.7,,62.7,0.0,0,6,75,0.0,0,379,2,33.6,44,95.8,363,5.3,20,53.6,96,4,94.7,359,587,328,7.5,13.3,1.62
Odieu Hiliare,120861,WR,ALAB A&M,10,6.5,12,74.0,28.6,2,7,0,7.8,6,0.22,38,104,2,70.4,47.2,78.7,,79.1,0.0,0,1,66,0.0,0,387,1,50.0,71,92.8,359,92.0,356,129.9,96,9,7.8,30,906,499,7.0,12.8,2.52
Cayden Jordan,84157,WR,CHARLES SO,10,11.8,7,55.8,23.8,5,21,0,7.0,4,-0.14,35,135,0,72.1,80.0,62.7,61.0,65.4,0.0,0,6,68,0.2,1,528,1,37.2,53,95.1,502,4.9,26,58.8,95,1,95.1,502,753,243,4.6,14.2,1.5
Garris Schwarting,22169,WR,CHARLES SO,10,8.3,9,51.6,23.8,5,21,0,15.5,9,-0.11,21,135,1,45.1,58.7,61.4,62.6,59.7,0.0,0,1,69,0.2,1,466,0,37.8,49,94.4,440,80.5,375,82.7,95,5,19.5,91,559,300,6.1,11.4,1.27
Joshua Tomas,109716,WR,GEORGETOWN,10,9.4,16,66.0,20.0,2,10,0,4.6,3,-0.06,41,172,0,80.4,81.5,76.5,63.1,77.4,0.3,1,3,58,0.3,1,365,0,40.9,62,93.7,342,94.5,345,92.8,94,4,3.8,14,787,428,6.9,12.7,2.3
Will Huzzie,87678,WR,E TENN ST,13,15.3,3,62.4,54.8,17,31,0,6.5,4,0.04,41,157,0,74.0,74.7,75.2,67.6,76.7,0.2,1,2,48,0.2,1,405,2,43.0,58,95.1,385,14.6,59,98.9,93,5,84.9,344,801,128,2.2,13.8,2.08
Dexter Boykin,91447,WR,N ALABAMA,11,12.4,5,53.8,46.4,13,28,0,12.3,7,-0.02,34,389,0,55.6,74.0,71.6,,73.2,0.0,0,4,61,0.0,0,431,5,43.1,50,90.7,391,8.6,37,78.7,93,5,91.4,394,710,198,4.0,14.2,1.82
Fotis Kokosioulis,78174,WR,FORDHAM,11,11.6,11,63.7,23.1,3,13,0,12.1,8,0.21,44,168,0,54.7,81.7,74.7,,75.2,1.1,4,3,52,0.0,0,369,0,49.3,58,97.3,359,94.9,350,117.6,91,13,2.7,10,799,380,6.6,13.8,2.23
Lujuan Winningham,61193,WR,CENT ARK,9,15.0,4,58.2,33.3,6,18,1,7.0,4,0.18,35,132,0,72.7,55.8,73.4,,76.8,0.3,1,4,80,0.0,0,347,7,47.1,53,96.0,333,17.0,59,89.1,91,5,82.7,287,840,229,4.3,15.8,2.52
Samuel Akem,25211,WR,MONTANA,13,11.3,13,55.1,50.0,15,30,0,10.9,6,0.02,31,232,0,58.9,73.7,72.7,,72.0,0.0,0,5,65,0.0,0,378,0,45.2,49,97.1,367,7.1,27,82.7,89,7,92.9,351,683,255,5.2,13.9,1.86
Wes Rockett,109536,WR,BROWN,10,9.4,11,64.0,55.0,11,20,0,1.7,1,0.1,40,123,0,89.9,64.8,77.9,69.5,79.7,0.2,1,7,37,0.2,1,418,0,50.7,57,96.9,405,47.1,197,84.4,89,8,52.6,220,679,263,4.6,11.9,1.68
Geoffrey Wall,25924,WR,CHARLES SO,10,3.8,10,71.6,25.0,1,4,0,8.7,6,-0.08,24,135,0,67.4,74.9,57.6,,57.7,0.0,0,0,72,0.0,0,461,0,39.6,63,95.9,442,96.1,443,93.4,88,2,3.9,18,509,460,7.3,8.1,1.15
Will Vereen,78961,WR,SCAR STATE,12,15.3,6,51.1,33.3,5,15,0,10.0,5,-0.12,29,290,0,62.4,73.4,60.8,,62.3,0.0,0,6,41,0.0,0,421,2,36.9,45,97.1,409,6.9,29,55.4,88,3,93.1,392,587,183,4.1,13.0,1.44
Cody Chrest,109726,WR,SM HOUSTON,12,12.6,6,62.1,55.6,10,18,0,5.3,3,0.16,32,281,0,78.8,80.3,74.9,,75.8,0.0,0,4,45,0.0,0,419,1,47.2,54,93.1,390,5.5,23,87.6,87,5,94.3,395,705,167,3.1,13.1,1.81
Jackson Parham,78902,WR,ELON,10,12.1,6,64.4,61.9,13,21,0,6.7,4,0.11,40,162,0,69.4,74.6,80.1,,81.9,0.0,0,0,48,0.0,0,344,1,46.2,56,96.2,331,5.2,18,99.7,87,1,94.8,326,839,286,5.1,15.0,2.53
Baniko Harley,54989,WR,AUSTINPEAY,9,14.9,14,54.7,45.0,9,20,0,11.3,6,-0.09,30,116,0,58.1,82.2,73.0,75.2,73.5,0.3,1,1,53,0.6,2,316,3,33.2,47,91.5,289,9.2,29,108.3,86,7,89.9,284,793,252,5.4,16.9,2.74
DeVonte Adams,109784,WR,MOREHEAD,11,9.5,6,58.1,41.7,5,12,1,5.7,3,0.1,28,234,0,70.2,74.5,65.9,,65.6,0.0,0,6,57,0.0,0,359,1,46.7,50,96.7,347,99.2,356,71.5,86,6,0.8,3,552,224,4.5,11.0,1.59
Caleb Smith,63747,WR,TOWSON,11,12.1,11,61.2,66.7,14,21,0,8.8,5,-0.25,26,317,0,67.0,75.2,74.5,,75.2,0.3,1,6,42,0.0,0,337,1,34.5,52,96.4,325,2.4,8,73.3,85,5,97.3,328,613,203,3.9,11.8,1.89
Jah'Marae Sheread,84443,WR,FL A&M,12,6.7,7,70.6,50.0,5,10,0,10.4,7,0.02,33,164,0,61.0,41.4,78.1,,77.9,0.0,0,1,48,0.0,0,295,1,42.5,60,94.9,280,85.8,253,122.6,85,9,14.2,42,639,365,6.1,10.7,2.28
Jadakis Bonds,105743,WR,HAMPTON,9,13.5,7,64.3,47.8,11,23,0,10.0,6,0.13,37,178,0,61.9,74.1,80.5,,81.9,0.0,0,1,49,0.0,0,299,1,45.2,54,94.6,283,1.7,5,113.0,84,6,98.3,294,777,223,4.1,14.4,2.75
Pierre Williams,61623,WR,SACRAMENTO,10,15.2,7,59.5,36.4,4,11,0,3.8,2,0.1,42,279,0,75.9,73.8,77.4,67.8,79.2,0.0,0,1,35,0.6,2,355,3,46.5,50,95.2,338,50.7,180,96.1,84,3,49.3,175,755,212,4.2,15.1,2.23
Tariq Bitson,42265,WR,TARLETON,11,15.4,7,50.0,50.0,12,24,0,8.7,4,0.09,27,401,1,61.3,44.0,71.1,,72.0,0.0,0,3,84,0.0,0,359,3,42.4,42,95.3,342,3.1,11,91.6,84,7,96.9,348,705,266,6.3,16.8,2.06
Tucker Kraft,104034,TE,S DAK ST,15,7.5,16,77.4,75.0,9,12,0,9.7,7,0.24,41,292,1,63.1,52.8,85.0,42.3,89.1,57.9,209,0,38,7.5,27,361,6,50.0,65,89.8,324,31.3,113,128.6,84,6,10.5,38,770,406,6.2,11.8,2.38
Tyshaun James,61973,WR,CENT CT ST,10,16.2,11,51.2,26.7,4,15,1,14.0,7,-0.16,28,133,0,49.8,35.6,67.8,,69.7,0.0,0,3,52,0.0,0,343,2,36.3,43,94.8,325,25.7,88,79.0,84,4,74.1,254,670,175,4.1,15.6,2.06
Terez Traynor,100890,WR,IDAHO,11,10.3,12,59.5,53.3,8,15,0,7.4,4,-0.18,35,185,0,70.7,73.9,80.9,,82.1,0.0,0,7,42,0.0,0,286,1,39.5,50,96.5,276,26.9,77,65.4,84,3,73.1,209,737,274,5.5,14.7,2.67
Drae McCray,149140,WR,AUSTINPEAY,11,14.5,9,63.1,50.0,8,16,0,7.0,4,-0.06,27,116,0,72.1,75.1,71.5,,74.2,0.3,1,2,57,0.0,0,341,4,36.5,53,95.6,326,17.9,61,111.4,84,7,81.5,278,784,353,6.7,14.8,2.4
Jared Harrell,28840,WR,UC DAVIS,11,13.6,3,54.2,14.3,2,14,0,6.3,3,-0.06,28,322,0,73.8,73.3,66.7,63.9,66.9,0.3,1,3,53,0.3,1,335,1,43.5,45,96.4,323,18.8,63,80.2,83,5,80.9,271,556,173,3.8,12.4,1.72
Tyson Thompson,121708,WR,HOU BAPT,10,7.0,12,66.3,25.0,2,8,0,3.5,2,-0.33,28,183,0,83.7,54.1,68.7,,71.0,0.3,1,3,51,0.0,0,366,1,35.8,55,96.2,352,95.4,349,78.4,83,2,4.1,15,560,282,5.1,10.2,1.59
Hayes Sutton,109537,WR,BROWN,10,7.5,4,68.7,50.0,8,16,0,12.3,8,0.09,28,123,2,55.2,29.5,60.1,67.4,62.8,1.5,6,3,26,0.2,1,404,1,50.5,57,96.3,389,97.8,395,98.9,83,7,0.7,3,529,230,4.0,9.3,1.36
Ayir Asante,102592,WR,HOLY CROSS,13,10.5,11,52.4,20.0,3,15,0,21.8,12,-0.01,28,181,0,26.0,50.1,63.9,,63.1,0.5,2,4,47,0.0,0,366,3,42.0,43,95.1,348,78.1,286,68.6,82,4,21.3,78,530,254,5.9,12.3,1.52
Jalen Coker,143068,WR,HOLY CROSS,13,12.8,10,62.2,31.3,5,16,1,8.9,5,-0.05,28,181,1,60.7,46.1,68.5,,68.8,0.0,0,3,44,0.0,0,384,4,41.4,51,95.6,367,3.4,13,91.2,82,4,96.6,371,714,225,4.4,14.0,1.95
Darien Chase,101731,WR,PORTLAND,10,9.6,9,66.7,68.8,11,16,0,1.8,1,0.08,30,269,1,83.0,28.3,72.1,61.9,73.5,0.0,0,3,36,0.2,1,403,2,47.0,54,93.8,378,2.2,9,88.5,81,4,96.0,387,579,185,3.4,10.7,1.53
Rayjuon Pringle,109583,WR,VILLANOVA,13,18.1,4,51.9,23.1,3,13,0,12.5,6,0.06,31,334,0,55.3,75.4,77.2,,76.8,0.0,0,2,57,0.0,0,323,0,42.5,42,94.7,306,26.6,86,111.8,81,8,73.4,237,853,257,6.1,20.3,2.79
Jacob Birmelin,109806,WR,PRINCETON,10,8.4,9,79.0,50.0,3,6,0,4.5,3,0.17,40,272,0,81.6,82.7,88.5,,88.4,0.7,2,2,67,0.0,0,275,0,47.3,64,95.3,262,87.6,241,109.0,81,3,10.2,28,783,370,5.8,12.2,2.99
Leroy Thomas,104113,WR,VA MILT IN,10,7.0,12,69.1,27.3,3,11,0,6.7,4,-0.05,28,336,0,73.9,74.9,71.4,,72.3,0.0,0,2,47,0.0,0,342,2,41.9,56,95.6,327,37.1,127,90.4,81,3,62.9,215,557,319,5.7,9.9,1.7
Alex Kuzy,91803,WR,CORNELL,10,12.4,2,55.6,45.0,9,20,0,6.3,3,-0.21,32,147,1,73.7,42.6,73.8,,72.9,0.0,0,3,39,0.0,0,369,1,36.5,45,95.1,351,14.6,54,72.0,81,2,85.4,315,599,127,2.8,13.3,1.71
Montrell Washington,64310,WR,SAMFORD,11,10.8,8,72.8,62.5,5,8,0,9.2,6,0.01,31,282,0,65.1,72.9,77.4,,74.7,0.0,0,1,52,0.0,0,404,0,46.3,59,94.3,381,91.6,370,137.3,81,9,5.9,24,829,306,5.2,14.1,2.18
Kassidy Woods,84507,WR,N COLORADO,10,10.6,5,53.8,25.0,4,16,0,10.4,5,-0.3,24,253,0,60.8,73.2,66.2,,66.9,0.3,1,1,34,0.0,0,333,1,34.5,43,97.6,325,24.6,82,84.2,80,4,75.1,250,497,212,4.9,11.6,1.53
Graham Walker,148629,WR,BROWN,10,11.0,7,67.5,47.8,11,23,0,1.8,1,0.09,34,123,0,89.0,74.2,69.8,75.1,71.3,0.5,2,2,43,0.7,3,420,3,49.5,54,96.0,403,2.1,9,107.6,80,6,97.4,409,665,209,3.9,12.3,1.65
Tony Tate,65045,WR,W ILLINOIS,11,6.6,12,80.0,60.0,3,5,0,4.5,3,-0.07,26,345,1,81.4,74.9,72.9,53.7,72.1,8.8,36,2,35,0.5,2,410,1,41.8,64,94.1,386,78.5,322,101.3,80,3,7.3,30,624,302,4.7,9.8,1.62
Ke'Lenn Davis,105705,WR,TEXAS STHN,11,14.9,6,65.0,54.5,6,11,0,8.8,5,0.07,42,313,2,65.9,28.5,77.3,,77.8,0.0,0,0,68,0.0,0,366,2,43.0,52,94.0,344,5.2,19,125.0,80,4,94.8,347,1007,393,7.6,19.4,2.93
Tanner Conner,22777,WR,IDAHO ST,11,13.9,13,55.0,50.0,9,18,0,10.2,5,-0.27,30,186,0,63.1,73.8,68.9,,68.8,0.5,2,4,71,0.0,0,413,2,36.0,44,94.9,392,12.1,50,82.3,80,4,87.4,361,740,314,7.1,16.8,1.89
Josh Wilkes,84123,WR,ARKAPB,10,16.3,2,51.3,26.7,4,15,1,10.9,5,-0.38,19,112,0,53.2,75.5,62.8,,63.4,0.0,0,4,82,0.0,0,350,2,29.4,41,92.3,323,8.0,28,67.2,80,4,92.0,322,511,208,5.1,12.5,1.58
Melvin Rouse II,106559,WR,YALE,10,8.4,14,60.0,27.3,3,11,0,7.7,4,-0.13,24,352,1,69.2,67.7,70.1,,70.1,0.0,0,1,61,0.0,0,312,0,36.2,48,96.5,301,95.8,299,84.0,80,2,4.2,13,553,345,7.2,11.5,1.84
Ife Adeyi,104107,WR,SM HOUSTON,12,9.2,13,67.5,20.0,1,5,0,11.5,7,0.1,29,281,1,56.9,52.7,69.8,,70.5,0.3,1,1,66,0.0,0,361,0,45.5,54,93.1,336,94.2,340,131.4,80,10,5.0,18,742,497,9.2,13.7,2.21
Kahtero Summers,109829,WR,ST FRANCIS,11,11.5,6,55.7,37.5,3,8,2,10.2,5,-0.03,33,299,0,61.0,73.9,75.6,,76.7,0.0,0,0,60,0.0,0,318,5,39.7,44,95.9,305,15.7,50,122.3,79,9,84.3,268,679,279,6.3,15.4,2.23
Michael Jackson,78894,WR,VA MILT IN,11,11.4,5,62.0,60.0,9,15,1,5.8,3,-0.03,29,336,1,70.2,45.2,62.0,,61.8,0.0,0,2,56,0.0,0,471,1,43.0,49,94.3,444,4.2,20,102.8,79,6,95.8,451,650,264,5.4,13.3,1.46
P.J. Wells,109040,WR,JVILLE ST,11,12.3,8,46.8,22.2,4,18,0,7.5,3,-0.06,27,196,0,63.3,72.7,72.5,,73.6,0.0,0,2,30,0.0,0,352,1,41.4,37,94.0,331,8.0,28,73.6,79,3,92.0,324,576,189,5.1,15.6,1.74
Freddie Roberson,88719,WR,E WASHGTON,11,9.9,23,60.8,40.0,4,10,0,5.9,3,0.39,29,161,2,75.0,26.2,66.9,,67.8,0.0,0,0,86,0.0,0,415,2,51.2,48,96.9,402,12.8,53,119.1,79,6,86.7,360,778,462,9.6,16.2,1.94
Ethan Bolingbroke,141666,WR,SO UTAH,11,6.6,11,71.4,33.3,3,9,0,1.8,1,-0.01,33,298,0,83.7,80.2,72.0,34.7,73.3,0.0,0,2,36,0.6,2,340,1,47.1,55,94.1,320,85.0,289,88.1,77,2,15.0,51,530,246,4.5,9.6,1.66
Andre Miller,87703,WR,MAINE,9,14.6,5,50.6,32.0,8,25,0,11.4,5,0.0,29,212,0,59.8,73.1,86.2,,84.8,0.4,1,0,55,0.0,0,277,0,39.8,39,94.2,261,30.7,85,94.3,77,3,69.0,191,684,208,5.3,17.5,2.62
Jay Griffin IV,40574,WR,NWSTATE,11,9.4,6,66.2,25.0,2,8,0,5.6,3,-0.1,18,257,0,78.0,78.3,68.1,,70.9,0.0,0,3,67,0.0,0,307,1,40.1,51,94.1,289,74.3,228,92.8,77,5,20.8,64,556,356,7.0,10.9,1.92
Dequece Carter,104931,WR,FORDHAM,11,18.2,9,62.3,53.8,7,13,0,5.9,3,0.18,35,168,1,75.5,44.7,77.3,,77.4,0.0,0,3,52,0.0,0,388,1,49.1,48,96.6,375,9.3,36,124.6,77,11,90.7,352,872,200,4.2,18.2,2.33
K.J. Franklin,104007,WR,NICHOLLS,11,10.4,7,59.7,55.6,5,9,0,13.2,7,0.19,30,243,0,52.0,80.0,65.3,,68.8,0.0,0,3,53,0.0,0,368,1,50.0,46,94.6,348,88.0,324,96.0,77,6,7.6,28,636,310,6.7,13.8,1.83
Tyler Roberts,109434,TE,MERRIMACK,11,9.8,7,67.1,56.5,13,23,1,0.0,0,0.08,29,385,0,92.2,73.9,78.1,63.4,76.6,47.3,215,2,42,10.5,48,455,1,47.5,51,85.5,389,52.1,237,102.1,76,6,0.4,2,525,171,3.4,10.3,1.35
Quinton Cross,104854,WR,TENN TECH,11,10.8,5,53.9,63.6,7,11,0,2.4,1,-0.51,25,309,0,84.9,75.0,77.4,,77.6,0.0,0,3,62,0.0,0,286,0,31.8,41,97.9,280,96.5,276,75.2,76,3,3.5,10,574,243,5.9,14.0,2.05
Mitch Roberts,63729,WR,MONTANA,13,10.3,4,72.4,57.1,8,14,0,3.5,2,-0.03,30,232,0,83.7,74.5,72.6,,72.4,0.3,1,3,70,0.0,0,393,0,43.7,55,96.2,378,15.8,62,87.8,76,1,83.5,328,683,214,3.9,12.4,1.81
