player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Collin Guggenheim,139460,HB,NICHOLLS,11,180,27,7,18.0,144,0,798,0,3,27,520,46.1,19,49,243,4,61,64.3,74.9,86.4,64.6,38.6,58.0,76.4,54.4,43,0,56,8,131,216,0,0,10,188,11,798,520,2.89,4.4,0.43,117
Gino Appleberry,83803,HB,CHATTNOOGA,12,180,29,5,17.6,132,1,749,1,3,29,466,43.4,17,35,137,2,29,74.2,71.1,86.7,,77.6,57.6,70.9,57.7,41,1,92,11,129,241,0,0,14,191,8,749,466,2.59,4.2,0.71,151
Khalan Griffin,129847,HB,LAMAR,11,180,47,7,23.5,194,0,826,0,4,47,545,82.6,19,42,204,1,78,83.1,80.5,85.4,,66.3,56.2,81.2,67.6,51,0,90,7,135,210,0,0,8,187,5,826,545,3.03,4.6,0.67,102
Travis Theis,104837,HB,S DAKOTA,13,178,42,11,27.0,231,0,857,3,2,42,604,72.8,23,43,291,3,112,65.9,73.5,88.1,27.2,78.1,68.1,74.3,62.7,34,0,155,27,166,271,0,0,35,205,6,857,604,3.39,4.8,0.93,65
Lan Larison,142157,HB,UC DAVIS,8,176,43,18,50.0,555,0,1111,1,9,43,700,105.0,31,56,322,2,123,83.0,89.0,87.6,67.4,70.9,62.5,90.7,52.1,78,0,198,21,158,220,0,0,25,197,13,1111,700,3.98,6.3,1.25,46
Malik Grant,109133,HB,SACR HEART,11,174,39,6,17.6,124,0,703,1,1,39,427,53.3,20,39,280,2,87,72.7,70.9,13.1,,8.8,62.7,76.1,52.8,32,2,89,10,138,221,0,0,19,184,4,703,427,2.45,4.0,0.64,84
Hunter Rice,149970,HB,VA MILT IN,11,171,34,7,29.4,255,0,868,1,0,34,523,59.1,22,58,336,3,58,62.7,73.4,87.2,75.3,77.9,50.8,72.7,63.4,67,0,6,5,114,197,0,0,8,176,14,868,523,3.06,5.1,0.05,105
Matthew Sluka,143059,QB,HOLY CROSS,11,169,55,15,34.4,451,0,900,0,0,31,524,107.4,41,70,181,6,104,53.8,92.3,42.2,81.4,,54.3,92.1,60.1,70,4,0,0,1,302,412,46,0,123,9,1312,777,4.6,7.8,0.0,11
Elijah Howard,144080,HB,CENT CT ST,11,169,49,15,51.1,503,1,985,1,5,49,741,128.7,26,36,133,1,88,82.9,79.5,0.0,,60.9,68.3,81.7,51.4,82,3,165,15,137,233,0,0,20,184,5,985,741,4.38,5.8,1.2,78
Mari Adams,165210,HB,DAVIDSON,11,164,40,12,39.9,405,0,1016,0,0,40,667,99.2,20,53,149,1,71,81.7,86.4,84.0,,72.8,51.5,84.3,50.4,66,0,0,0,38,204,0,0,0,164,15,1016,667,4.07,6.2,0.0,88
Dylan Laube,88664,HB,NEW HAMP,10,161,23,11,34.9,260,0,745,5,23,23,413,51.5,20,36,240,2,69,79.3,81.6,87.8,,57.3,90.5,79.0,57.2,75,0,708,68,362,195,0,0,88,229,9,745,413,2.57,4.6,1.96,91
Dra Rushton,87607,HB,YNGTOWN ST,12,161,28,6,20.9,137,0,656,3,9,28,392,49.8,12,42,353,1,27,82.2,65.8,84.1,,55.8,58.6,67.3,49.8,33,1,154,20,166,175,0,0,25,181,9,656,392,2.43,4.1,0.93,131
Ryan Ingram,139148,HB,WOFFORD,10,158,25,8,31.3,266,0,851,1,0,25,527,51.8,17,40,350,3,61,60.1,76.8,85.3,,49.9,47.6,78.0,63.1,83,0,7,3,94,179,0,0,5,161,6,851,527,3.34,5.4,0.07,97
MJ Flowers,134081,HB,E ILLINOIS,11,157,24,8,25.3,217,0,857,3,2,24,513,44.2,23,42,158,0,78,90.3,76.3,52.1,,66.0,66.9,78.1,52.3,65,1,192,35,192,180,0,0,46,192,8,857,513,3.27,5.5,1.0,79
Timothy Ruff II,147930,HB,CHARLES SO,11,156,32,8,28.3,194,0,686,2,4,32,446,60.5,18,37,135,0,66,90.3,76.2,85.9,,23.3,56.5,81.3,51.7,47,0,111,14,156,212,0,0,18,170,7,686,446,2.86,4.4,0.71,86
Jordan Fuller,149418,HB,HOLY CROSS,10,155,32,12,38.9,406,1,1045,1,1,32,610,80.7,29,54,181,2,124,70.3,88.2,34.4,,45.5,51.3,88.4,64.9,70,1,39,6,52,212,0,0,8,161,18,1045,610,3.94,6.7,0.75,31
Doe Boyland,149553,HB,DRAKE,12,155,32,7,25.5,175,0,687,1,2,32,482,64.9,17,36,153,1,102,80.7,76.7,87.3,,74.9,58.3,76.3,59.1,64,0,64,8,102,168,0,0,13,163,7,687,482,3.11,4.4,0.63,53
Shane McLaughlin,148885,HB,HARVARD,9,154,29,7,27.5,228,0,829,0,5,29,410,55.5,17,40,179,0,85,90.2,86.1,85.0,,54.0,68.8,88.7,60.1,79,0,87,9,142,243,0,0,11,163,6,829,410,2.66,5.4,0.61,69
Latrell Collier,109270,HB,NC CENT,12,154,20,5,21.4,148,0,690,3,5,20,348,31.7,18,43,247,1,83,80.8,71.1,85.6,,52.3,62.1,73.0,61.7,63,0,169,24,182,226,0,0,30,178,8,690,348,2.26,4.5,0.93,65
Jarveon Howard,77710,HB,ALCORN ST,11,154,42,13,40.8,312,0,764,3,13,42,494,95.4,21,35,107,1,50,81.2,73.0,49.6,,28.8,73.7,75.9,44.5,56,1,214,31,174,187,0,0,36,185,7,764,494,3.21,5.0,1.23,102
Mason King,145860,HB,ILL STATE,10,153,48,15,48.5,468,0,965,4,2,48,548,109.2,27,51,188,1,15,80.4,75.2,84.6,,64.7,30.9,84.6,59.0,71,1,43,11,166,170,0,0,16,164,14,965,548,3.58,6.3,0.26,133
Savon Smith,104833,HB,RICHMOND,13,152,54,13,39.9,275,0,690,2,9,54,520,113.4,23,35,276,0,69,86.1,79.5,86.4,65.1,61.7,75.2,80.2,69.7,36,0,198,38,252,258,0,0,43,190,8,690,520,3.42,4.5,0.79,83
Amin Woods,149649,HB,MARIST,10,152,13,6,30.6,216,0,706,0,2,13,472,27.6,13,35,213,1,35,80.6,74.7,83.6,,74.5,68.8,73.0,75.4,67,0,111,17,124,166,0,0,18,169,3,706,472,3.11,4.6,0.9,116
Jimmie Robinson III,105609,HB,BETH COOK,11,152,24,5,18.2,97,0,533,1,2,24,348,37.7,9,29,119,2,42,69.7,64.4,84.5,,57.8,52.3,65.7,59.9,25,0,51,6,108,194,0,0,10,158,2,533,348,2.29,3.5,0.47,104
Dominic Roberto,104811,HB,FURMAN,11,151,18,3,12.4,75,0,603,0,2,18,381,31.7,16,41,170,0,71,90.2,71.2,86.0,,44.8,59.7,72.2,63.1,32,0,49,8,124,204,0,0,10,159,10,603,381,2.52,4.0,0.4,80
Al Wooten II,129571,HB,MERCER,13,149,33,5,25.2,181,0,719,0,3,33,446,66.9,16,29,219,2,93,70.0,75.2,86.5,,60.8,66.2,75.5,62.4,76,0,123,12,128,226,0,0,13,161,6,719,446,2.99,4.8,0.96,56
Jacardia Wright,99250,HB,MO STATE,10,149,57,15,54.5,379,0,696,2,11,57,489,133.6,25,38,230,3,89,80.7,79.3,43.8,,62.9,63.7,81.4,68.7,45,1,285,18,172,162,0,0,24,167,6,696,489,3.28,4.7,1.66,58
Clifton McDowell,98003,QB,MONTANA,15,149,35,14,33.7,299,0,694,0,0,28,420,77.1,29,60,232,7,78,44.1,86.1,79.9,77.2,86.8,88.7,79.5,60.0,42,3,24,1,2,427,194,26,1,124,9,888,550,3.69,6.0,12.0,23
Devin Matthews,148460,HB,TOWSON,11,147,34,6,21.8,142,0,652,0,1,34,411,64.0,18,37,317,2,52,69.4,76.1,38.3,,43.3,57.9,78.5,55.7,38,1,68,6,112,176,0,0,8,153,10,652,411,2.8,4.4,0.61,91
Jordan Gant,159654,HB,TENN STATE,11,147,32,4,17.5,97,0,555,2,3,32,393,58.5,12,37,308,0,47,90.1,69.1,85.4,,51.5,61.7,70.7,55.3,31,0,96,13,156,201,0,0,20,160,10,555,393,2.67,3.8,0.62,93
Narii Gaither,102410,HB,GARD-WEBB,11,147,27,7,27.5,190,0,690,3,7,27,407,52.6,17,31,171,2,80,70.4,71.0,88.9,,87.1,65.8,70.5,68.0,52,0,317,32,256,213,0,0,44,179,2,690,407,2.77,4.7,1.24,62
Jay Stanton,105584,HB,SAMFORD,11,146,40,18,53.9,512,0,950,2,8,40,542,104.8,25,46,282,0,43,90.1,80.9,85.1,,47.0,63.5,85.4,79.1,61,0,132,24,247,178,0,0,29,170,11,950,542,3.71,6.5,0.53,103
David Afari,52809,HB,N COLORADO,10,146,31,9,33.1,199,0,601,3,3,31,367,53.4,15,27,253,0,74,90.1,63.7,44.3,,46.1,48.6,68.5,58.3,34,1,84,14,159,165,0,0,20,160,2,601,367,2.51,4.1,0.53,69
Braedon Wissler,131885,HB,SO UTAH,11,146,24,10,37.6,254,0,675,1,5,24,366,44.6,21,27,298,2,59,70.2,67.7,85.0,,64.9,58.8,68.5,62.9,60,0,130,17,166,175,0,0,22,163,5,675,366,2.51,4.6,0.78,86
Braedon Sloan,150238,HB,E KENTUCKY,11,144,26,11,40.5,309,0,763,1,9,26,552,73.3,20,43,159,1,28,81.4,80.9,85.6,,60.0,90.8,77.4,56.4,61,0,462,39,232,157,0,0,47,183,10,763,552,3.83,5.3,1.99,116
Jarett Hunter,138434,HB,HOWARD,12,144,28,8,26.7,172,0,645,2,10,28,447,69.4,15,37,184,1,22,90.0,80.6,84.8,75.8,67.4,80.6,78.4,58.3,42,0,192,26,147,174,0,0,29,170,9,645,447,3.1,4.5,1.31,121
Joey Giorgi,148693,HB,COLUMBIA,9,144,14,5,14.4,89,0,614,5,8,14,390,37.2,12,33,145,2,81,69.1,68.0,84.5,,41.2,36.8,75.0,34.5,23,0,123,16,112,151,0,0,23,160,3,616,390,2.71,4.3,1.1,58
Donovan Eaglin,129612,HB,ALAB A&M,10,143,23,11,38.1,295,0,775,1,0,23,512,54.5,19,39,104,1,68,79.4,77.1,84.5,,66.3,53.3,78.7,65.7,67,1,62,8,129,182,0,0,10,151,7,775,512,3.58,5.4,0.48,71
Jalen Madison,142089,HB,SACR HEART,11,141,35,7,22.4,149,0,666,1,3,35,359,63.7,17,31,280,0,76,90.0,81.1,85.4,,70.8,58.6,83.5,56.8,29,0,60,11,132,193,0,0,16,152,4,666,359,2.55,4.7,0.45,65
Jerrell Wimbley,164117,HB,STF AUSTIN,10,141,28,7,33.5,237,0,707,2,7,28,530,80.2,21,38,301,2,47,69.2,69.2,86.0,,55.9,64.0,70.4,54.0,64,0,119,23,187,165,0,0,26,164,6,707,530,3.76,5.0,0.64,94
Marquis Gillis,151714,HB,DELWARE ST,11,140,31,13,41.6,311,1,747,0,5,31,409,69.2,23,37,152,1,45,79.6,79.5,0.0,,50.5,71.0,81.4,58.8,62,3,131,12,117,184,0,0,18,152,5,747,409,2.92,5.3,1.12,92
Devon Starling,101069,HB,N ARIZONA,11,140,36,10,26.6,194,0,730,0,11,36,469,97.8,25,41,252,0,80,90.0,77.7,48.1,,41.2,77.9,78.3,53.1,30,1,203,21,158,220,0,0,22,161,6,730,469,3.35,5.2,1.28,59
Nick Howard,108979,QB,DARTMOUTH,10,140,20,5,19.2,117,0,592,0,0,19,385,38.7,18,48,148,4,72,60.7,61.2,64.6,35.1,,59.5,70.6,61.3,32,1,15,3,12,231,17,4,3,139,10,609,406,2.9,4.4,1.25,48
ShunDerrick Powell,154768,HB,CENT ARK,11,139,59,18,56.2,581,0,1034,3,6,59,621,182.6,31,37,132,1,63,79.8,80.8,84.4,,34.7,60.5,84.8,57.7,95,0,116,20,161,149,0,0,24,159,6,1034,621,4.47,7.4,0.72,73
Shawn Shipman,149824,HB,STTHOM,11,139,17,9,40.7,322,0,791,0,1,17,520,47.1,20,30,1129,0,67,90.0,77.3,85.7,,63.2,59.9,76.3,63.8,71,0,11,4,57,178,0,0,4,143,5,791,520,3.74,5.7,0.19,69
Chance Williams,167089,HB,GRAMBLING,11,138,48,15,43.9,359,0,818,2,6,48,427,108.5,30,41,177,2,29,68.7,81.4,84.4,,32.5,45.2,88.0,60.1,61,0,140,16,139,152,0,0,21,154,6,818,427,3.09,5.9,1.01,102
Ronnie Walker Jr.,83681,HB,UTAHTC,11,137,26,6,21.6,122,0,564,0,2,26,358,52.3,20,35,1285,0,71,89.9,82.8,46.3,,93.3,55.7,79.1,68.4,26,1,47,3,81,147,0,0,5,140,3,564,358,2.61,4.1,0.58,60
Michael Neel,109082,HB,DAYTON,9,137,31,8,34.5,204,1,591,1,4,31,424,71.3,18,26,150,1,70,79.0,64.8,11.9,,59.0,56.8,67.4,58.2,70,2,78,15,170,172,0,0,19,152,4,591,424,3.09,4.3,0.46,63
Mason Sheron,165230,HB,DAVIDSON,11,136,37,8,38.4,359,1,935,0,0,37,491,97.5,19,43,149,1,62,78.2,83.3,83.6,,47.0,54.2,83.2,52.4,94,1,6,1,31,177,0,0,2,137,13,935,491,3.61,6.9,0.19,73
Marcus Yarns,142272,HB,DELAWARE,13,136,28,14,43.4,407,0,937,1,3,28,514,73.2,25,49,151,3,40,68.6,90.6,10.0,,61.4,86.2,90.5,66.9,66,2,311,24,172,158,0,0,29,160,15,937,514,3.78,6.9,1.81,95
Kenji Christian,144072,HB,NC A&T,11,135,29,14,41.0,299,1,729,2,5,29,455,76.9,19,36,246,5,68,35.7,71.9,2.5,,30.9,61.1,74.6,58.5,35,2,170,14,121,183,0,0,20,149,6,729,455,3.37,5.4,1.4,65
Luke Yoder,172094,HB,LEHIGH,9,134,23,9,33.4,215,0,643,0,4,23,388,53.2,18,33,205,3,67,56.5,68.7,83.7,,37.1,64.6,69.7,63.6,51,0,87,13,141,159,0,0,15,147,5,643,388,2.9,4.8,0.62,67
Zach Palmer-Smith,159550,HB,WAGNER,11,134,25,8,36.4,259,0,711,2,0,25,516,70.8,14,32,338,1,58,78.1,77.6,37.6,,79.3,39.5,80.6,53.3,66,1,24,2,90,158,0,0,6,136,3,711,516,3.85,5.3,0.27,74
Rickey Spruill,148608,HB,WAGNER,11,133,41,7,24.9,169,0,678,1,6,41,386,90.9,21,34,338,3,35,56.4,78.2,7.6,,45.9,66.8,81.7,51.9,43,2,129,17,121,160,0,0,21,150,5,678,386,2.9,5.1,1.07,97
Floyd Chalk,167095,HB,GRAMBLING,11,133,46,17,52.7,397,2,754,0,4,46,470,126.2,23,44,177,1,50,78.3,82.0,0.0,60.0,15.8,74.0,84.5,57.2,48,4,113,7,75,147,0,0,9,140,9,754,470,3.53,5.7,1.51,80
Nick Ostmo,105623,HB,MONTANA,15,132,27,7,37.5,244,0,651,1,4,27,391,58.9,14,27,232,0,85,89.6,79.4,45.9,,65.8,74.8,81.0,54.9,64,1,230,24,156,206,0,0,26,156,8,651,391,2.96,4.9,1.47,45
Desmond Reid,159936,HB,W CAROLINA,7,131,41,13,39.8,351,0,882,1,8,41,459,113.7,29,51,344,1,51,78.7,88.9,82.8,,50.4,82.3,88.0,57.3,70,0,244,20,129,146,0,0,25,151,13,882,459,3.5,6.7,1.89,80
Jalen Jackson,78579,HB,VILLANOVA,11,131,40,14,47.6,465,0,976,2,1,40,704,162.0,32,47,334,3,50,54.3,90.1,24.0,,78.2,46.9,90.3,57.5,66,1,53,5,56,165,0,0,8,136,9,976,704,5.37,7.5,0.95,81
Christian Galvan,131895,HB,DRAKE,12,130,19,3,13.8,58,0,419,2,12,19,280,42.5,8,19,153,0,73,80.0,64.3,86.4,,28.2,63.3,65.8,60.0,24,0,129,27,147,136,0,0,36,157,2,419,280,2.15,3.2,0.88,57
Ja'Den McKenzie,174552,HB,RHODE ISLD,11,129,42,17,46.8,396,0,847,2,1,42,545,137.6,27,52,274,0,87,89.6,88.1,82.3,,83.4,41.3,88.4,63.8,50,0,51,3,67,149,0,0,6,132,13,847,545,4.22,6.6,0.76,42
Jared Wilson,83753,HB,MS VLY ST,11,129,32,3,21.2,83,0,392,1,1,32,353,66.9,9,23,228,1,61,78.1,65.5,85.5,,29.4,45.9,72.1,45.3,34,0,11,6,124,182,0,0,10,135,3,392,353,2.74,3.0,0.09,68
Naieem Kearney,149326,HB,GEORGETOWN,11,129,42,7,30.4,181,0,596,2,0,42,393,92.7,16,29,172,1,34,77.8,66.0,41.5,,41.4,45.8,71.0,62.7,70,1,43,9,164,170,0,0,13,138,5,596,393,3.05,4.6,0.26,95
Q Jones,148852,HB,DARTMOUTH,10,128,35,7,26.4,153,0,579,2,6,35,441,92.3,17,27,148,1,48,78.5,70.5,84.7,,55.5,49.0,75.6,63.5,38,0,95,25,155,210,0,0,35,153,4,579,441,3.45,4.5,0.61,79
Amar Johnson,148220,HB,S DAK ST,15,128,28,11,37.5,301,0,802,2,2,28,344,57.6,25,33,292,1,73,78.9,75.8,86.1,,23.3,64.0,78.0,66.9,54,0,122,12,135,161,0,0,16,140,4,802,344,2.69,6.3,0.9,55
Nolan Grooms,108987,QB,YALE,10,128,29,8,22.4,164,0,409,0,0,15,203,41.2,30,38,352,8,31,37.8,83.7,78.3,78.4,,,74.6,60.0,44,1,0,0,0,325,324,42,0,86,2,733,355,2.77,5.7,,30
Kaiden Bennett,147778,QB,SACRAMENTO,13,127,24,5,20.0,131,0,385,0,0,17,156,30.7,23,40,279,9,49,45.6,81.1,77.4,80.3,,,67.4,60.0,40,1,0,0,0,300,270,34,0,93,6,655,278,2.19,5.2,,28
Jay'Veon Sunday,131918,HB,ABILENE CH,11,126,32,8,31.3,213,0,681,0,0,32,389,78.4,18,28,100,2,11,65.4,75.5,27.3,,54.9,48.5,77.4,57.5,82,1,0,0,85,142,0,0,0,126,3,681,389,3.09,5.4,0.0,114
Cam Miller,125299,QB,N DAK ST,15,126,11,6,19.1,138,0,379,0,0,5,155,11.5,27,52,250,3,54,71.3,93.9,89.2,94.1,,56.8,72.4,60.7,34,1,0,0,3,376,344,44,0,82,13,723,272,2.16,5.7,0.0,13
Malachi Imoh,142414,HB,WM & MARY,11,126,24,10,40.4,343,0,850,1,4,24,394,60.0,24,33,348,1,29,67.7,72.5,37.1,63.9,29.3,70.9,72.3,56.1,63,1,188,20,136,162,0,0,27,146,3,850,394,3.13,6.7,1.38,94
Tuna Altahir,147591,HB,E WASHGTON,11,126,20,7,35.0,185,0,528,2,4,20,267,35.6,15,27,161,0,64,89.3,64.4,87.1,,57.9,56.8,66.0,66.3,62,0,151,17,211,203,0,0,20,143,6,528,267,2.12,4.2,0.72,62
Kendric Rhymes,167130,HB,SOUTHERN U,11,125,19,12,51.4,342,1,665,0,6,19,516,69.7,19,32,297,4,43,43.4,68.9,40.3,,54.2,77.1,67.4,56.1,73,1,178,23,148,152,0,0,29,148,9,665,516,4.13,5.3,1.2,72
TaMerik Williams,77741,HB,N DAK ST,15,124,29,10,44.0,336,0,763,0,2,29,524,100.0,18,28,250,1,75,77.0,77.1,84.2,,21.2,58.3,80.5,55.6,75,0,36,7,97,164,0,0,7,131,8,763,524,4.23,6.2,0.37,49
Joshua Stakely,108407,HB,GEORGETOWN,11,124,38,9,35.9,218,0,607,2,6,38,392,86.4,13,35,172,1,23,78.6,76.0,21.1,,31.9,71.1,82.0,48.2,46,4,270,37,250,181,0,0,45,161,6,607,392,3.16,4.9,1.08,100
Lamagea McDowell,122306,HB,CAMPBELL,10,124,13,1,3.6,18,0,496,0,3,13,303,30.3,12,35,131,0,95,89.3,68.4,88.7,,42.1,51.6,72.4,57.5,18,0,46,5,140,147,0,0,6,129,5,496,303,2.44,4.0,0.33,29
Irv Mulligan,105619,HB,JACKSON ST,8,123,32,10,39.8,267,0,671,1,2,32,441,96.0,17,31,194,2,59,64.0,73.2,35.2,,61.1,55.7,75.1,55.3,66,1,34,4,78,152,0,0,7,127,5,671,441,3.59,5.5,0.44,62
Terrell Jennings,102408,HB,FL A&M,13,122,37,12,48.1,324,0,673,0,4,37,561,147.3,21,36,164,1,66,77.1,76.7,84.2,37.9,25.4,62.6,81.9,55.8,73,0,56,6,161,148,0,0,14,128,10,673,561,4.6,5.5,0.35,50
JJ Davis,53540,HB,MORGAN ST,10,121,25,13,51.2,303,0,592,1,3,25,349,61.6,22,23,235,3,38,52.2,68.0,33.0,,41.7,57.6,70.5,58.7,53,1,85,10,123,160,0,0,16,131,2,592,349,2.88,4.9,0.69,82
Malachi Hosley,177483,HB,PENN,9,121,42,8,40.5,287,0,708,1,7,42,399,112.2,14,33,267,3,94,65.8,83.5,46.5,,65.0,70.0,87.8,62.2,96,1,248,23,209,160,0,0,29,144,7,708,399,3.3,5.9,1.19,20
Coleman Bennett,142986,HB,BUCKNELL,10,121,27,8,44.3,216,0,488,3,12,27,301,62.2,12,24,125,0,38,89.3,74.3,86.1,,53.4,74.8,73.0,74.0,47,0,342,35,237,151,0,0,45,156,4,488,301,2.49,4.0,1.44,79
Edward Robinson,178205,HB,DUQUESNE,12,120,27,10,43.0,281,0,654,0,1,27,444,82.2,20,28,155,1,37,76.8,81.9,81.9,,70.3,65.5,80.7,57.4,68,0,31,6,67,133,0,0,6,126,8,654,444,3.7,5.5,0.46,77
Demarcus Lacey,164301,HB,N ALABAMA,11,120,45,7,33.7,195,1,578,1,6,45,431,129.9,12,25,389,4,57,42.5,68.8,0.0,60.0,59.7,58.5,73.9,55.0,45,3,118,21,163,183,0,0,28,141,3,578,431,3.59,4.8,0.72,56
Justin Dinka,101292,HB,INDIANA ST,9,120,22,8,35.7,185,1,518,0,3,22,311,49.8,15,27,191,0,24,88.9,73.4,84.6,,79.7,61.9,72.8,58.6,41,1,138,10,97,139,0,0,11,130,4,518,311,2.59,4.3,1.42,96
Marcus Knight,105587,HB,TENN TECH,9,120,28,4,23.8,124,0,521,0,3,28,321,61.9,13,31,309,1,61,76.6,74.3,31.2,,72.6,70.3,74.5,52.2,61,1,84,14,93,164,0,0,18,134,6,521,321,2.68,4.3,0.9,57
Marcus Fulcher,104835,HB,SACRAMENTO,10,119,26,9,36.1,211,0,585,2,3,26,368,65.5,19,42,279,0,45,88.8,80.8,85.8,60.0,85.5,61.0,84.4,60.7,50,0,171,18,170,202,0,0,28,137,8,585,368,3.09,4.9,1.01,67
