player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Bo Belquist,138230,WR,N DAKOTA,12,10.1,15,60.7,18.2,2,11,0,5.8,4,-0.04,45,249,0,77.0,67.4,83.2,,85.4,0.0,0,3,73,0.0,0,362,2,45.1,65,92.5,335,47.8,173,108.5,107,10,52.2,189,932,431,6.6,14.3,2.78
Xavier Loyd,144596,WR,ILL STATE,14,13.9,5,61.9,54.5,12,22,0,3.0,2,0.1,38,188,1,86.3,54.0,69.5,,69.3,0.0,0,3,59,0.0,0,510,1,47.3,65,96.1,490,14.9,76,96.9,105,6,85.1,434,909,175,2.7,14.0,1.86
Jeff Caldwell,154188,WR,LNDNWD,12,15.4,8,51.0,37.5,6,16,0,11.7,7,-0.06,35,949,0,57.5,74.5,74.2,,75.6,0.0,0,5,93,0.0,0,367,3,40.9,53,94.0,345,17.4,64,101.1,104,11,82.6,303,1032,481,9.1,19.5,2.99
Griffin Wilde,177231,WR,S DAK ST,15,12.5,12,68.9,58.3,7,12,0,2.7,2,0.13,48,292,0,88.1,75.6,86.5,60.9,88.0,1.1,4,2,60,0.3,1,371,2,45.7,71,96.0,356,36.9,137,137.0,103,12,61.7,229,1154,421,5.9,16.3,3.24
Jacob Sharp,103564,WR,WEBER ST,12,13.9,9,56.9,33.3,7,21,1,7.9,5,-0.02,32,342,1,69.8,50.1,71.7,,73.2,0.0,0,3,71,0.0,0,341,4,39.8,58,95.9,327,10.0,34,105.2,102,10,90.0,307,865,268,4.6,14.9,2.65
Karate Brenson,126530,WR,TENN STATE,13,9.4,21,69.6,46.7,7,15,0,6.6,5,0.21,46,308,0,74.6,75.4,88.3,,89.1,1.2,4,1,83,0.0,0,332,0,46.5,71,95.2,316,80.7,268,116.9,102,6,18.1,60,1011,494,7.0,14.2,3.2
Cooper Willman,138032,WR,E ILLINOIS,12,12.1,4,67.3,43.8,7,16,0,2.9,2,-0.02,46,158,0,87.8,83.5,80.3,63.9,80.7,0.0,0,4,80,0.2,1,479,0,44.2,68,95.2,456,12.9,62,107.2,101,8,87.1,417,949,287,4.2,14.0,2.08
Christian Jourdain,169011,WR,TXAMEA,12,12.9,5,54.0,35.3,6,17,0,8.5,5,-0.2,36,1139,0,67.0,54.1,65.7,49.9,65.7,0.0,0,3,36,0.0,0,544,2,38.0,54,94.9,516,5.5,30,83.6,100,6,94.5,514,696,164,3.0,12.9,1.35
Jaden Barnes,173738,WR,AUSTINPEAY,12,13.3,12,58.6,50.0,4,8,1,14.7,10,-0.12,35,116,1,46.2,50.3,71.8,,74.2,0.3,1,0,73,0.0,0,395,7,39.8,58,97.2,384,20.5,81,126.7,99,9,73.9,292,1080,434,7.5,18.6,2.81
Bryce Lance,148151,WR,N DAK ST,16,13.3,10,75.8,61.5,16,26,0,2.6,2,0.42,51,250,0,89.0,76.7,86.7,,87.2,0.5,2,1,74,0.0,0,404,2,57.6,75,94.1,380,8.9,36,145.6,99,17,90.6,366,1069,301,4.0,14.3,2.81
Sincere Brown,123276,WR,CAMPBELL,12,11.2,14,62.2,38.1,8,21,1,9.0,6,0.08,39,131,0,66.4,74.8,77.2,,80.2,0.3,1,6,74,0.0,0,400,6,43.0,61,93.0,372,6.8,27,111.7,98,12,93.0,372,1028,527,8.6,16.9,2.76
Jared Gipson,147783,WR,SACRAMENTO,12,13.2,10,58.8,25.0,4,16,0,0.0,0,-0.05,35,279,0,92.8,74.3,69.5,,70.5,0.0,0,2,78,0.0,0,517,4,44.7,57,96.1,497,2.1,11,108.7,97,9,97.9,506,821,255,4.5,14.4,1.65
Matthew Henry,192936,WR,W ILLINOIS,12,14.1,10,64.6,63.6,14,22,0,3.1,2,0.29,46,345,1,86.5,51.5,82.7,,84.0,0.0,0,2,81,0.0,0,421,3,50.6,62,94.8,399,3.6,15,117.5,96,6,96.4,406,1140,400,6.5,18.4,2.86
Dalton Bailey,170634,WR,STETSON,10,12.2,10,67.7,47.1,8,17,0,4.4,3,-0.23,36,302,0,81.4,75.3,77.0,,76.9,0.0,0,8,42,0.0,0,375,0,37.3,65,95.7,359,9.3,35,79.3,96,6,90.7,340,799,285,4.4,12.3,2.23
Max Tomczak,148297,WR,YNGTOWN ST,12,8.9,13,77.1,30.0,3,10,1,0.0,0,0.23,49,353,1,94.4,55.9,81.2,62.1,82.3,0.3,1,6,73,0.3,1,395,2,49.0,74,97.5,385,92.2,364,93.9,96,4,7.6,30,915,436,5.9,12.4,2.38
David Pantelis,151153,WR,YALE,10,13.7,14,63.5,58.8,10,17,0,7.6,5,0.2,37,352,1,72.1,80.2,82.2,69.8,83.9,0.0,0,0,62,0.3,1,349,4,47.5,61,93.1,325,96.8,338,122.3,96,8,2.6,9,910,258,4.2,14.9,2.8
Cooper Barkate,159333,WR,HARVARD,10,15.1,9,66.3,42.9,6,14,0,10.0,7,0.2,46,179,1,55.9,75.3,80.9,,82.8,0.0,0,1,51,0.0,0,363,1,45.8,63,94.5,343,16.8,61,139.1,95,11,83.2,302,1084,265,4.2,17.2,3.16
Jaylen Bonelli,171689,WR,WAGNER,11,14.8,5,56.4,30.8,4,13,2,7.0,4,-0.12,36,338,1,71.7,46.9,74.1,,76.2,0.3,1,5,68,0.0,0,364,4,35.3,53,94.0,342,20.1,73,83.7,94,6,79.7,290,802,204,3.8,15.1,2.35
Taj Hughes,160495,WR,DRAKE,12,3.0,19,81.7,33.3,3,9,0,1.3,1,0.02,34,153,0,92.5,79.6,83.0,40.9,90.7,1.3,4,1,55,5.0,16,318,2,48.0,76,89.9,286,66.7,212,105.7,93,4,9.1,29,652,574,7.6,8.6,2.28
Caden High,196883,WR,SCAR STATE,12,10.5,16,66.7,55.6,5,9,1,10.1,7,0.2,40,290,1,61.4,61.9,68.6,,71.1,0.7,3,2,70,0.0,0,413,8,45.9,62,93.9,388,93.0,384,114.3,93,7,6.3,26,905,391,6.3,14.6,2.33
Kyle Watkins,150033,WR,WOFFORD,12,16.7,10,53.3,43.5,10,23,0,14.0,8,-0.15,30,350,0,49.3,74.9,73.8,,74.9,0.0,0,3,63,0.0,0,325,1,36.7,49,94.8,308,36.6,119,73.2,92,1,63.4,206,810,232,4.7,16.5,2.63
Keenan Hambrick,132437,WR,ALAB A&M,12,11.8,8,56.5,36.4,4,11,0,10.3,6,-0.02,29,104,0,56.5,74.0,67.8,,67.2,0.0,0,3,65,0.0,0,432,2,43.6,52,95.1,411,6.7,29,89.4,92,5,93.1,402,789,343,6.6,15.2,1.92
Colton Hinton,172651,WR,FURMAN,11,10.6,11,64.8,14.3,1,7,0,4.8,3,-0.06,27,170,0,80.4,56.6,74.8,,75.4,0.0,0,5,84,0.0,0,337,2,38.4,59,95.5,322,22.3,75,81.3,91,5,76.3,257,649,354,6.0,11.0,2.02
Chandler Brayboy,105721,WR,ELON,11,12.5,21,65.6,50.0,5,10,0,15.7,11,-0.08,38,162,1,37.6,59.8,75.7,43.6,73.6,0.3,1,2,70,0.0,0,335,0,38.3,59,95.8,321,80.3,269,122.4,90,8,19.4,65,979,438,7.4,16.6,3.05
Romon Copeland,153292,WR,AUSTINPEAY,12,6.8,18,70.0,20.0,1,5,0,4.5,3,-0.13,24,116,0,81.5,86.7,73.1,62.1,71.2,0.0,0,3,42,0.2,1,414,1,38.7,63,96.6,400,75.6,313,85.2,90,3,24.2,100,596,381,6.0,9.5,1.49
Dylan Gary,163785,WR,W GEORGIA,11,14.0,6,55.1,42.1,8,19,0,3.9,2,0.08,34,1177,0,76.7,73.9,70.6,69.4,70.7,0.4,2,2,94,0.4,2,452,0,45.7,49,94.0,425,16.4,74,110.4,89,9,83.2,376,813,218,4.4,16.6,1.91
Javin Whatley,149832,WR,CHATTNOOGA,12,10.6,6,61.8,12.5,1,8,1,11.3,7,0.08,28,137,0,58.1,77.1,68.7,,69.8,0.3,1,4,71,0.0,0,349,3,45.6,55,95.1,332,80.8,282,89.0,89,6,18.6,65,677,314,5.7,12.3,2.04
Montigo Moss,142290,WR,MAINE,12,10.5,11,69.7,50.0,8,16,0,0.0,0,0.08,40,212,1,93.3,35.4,80.2,,80.8,0.3,1,1,79,0.0,0,316,0,45.5,62,93.4,295,57.0,180,115.5,89,7,42.7,135,723,214,3.5,11.7,2.45
Greg Gaines III,157600,WR,RHODE ISLD,14,12.6,3,56.8,31.8,7,22,0,5.7,3,0.01,36,274,1,76.8,47.1,67.1,,67.2,1.1,5,5,34,0.0,0,447,2,46.4,50,95.1,425,19.9,89,65.7,88,3,79.0,353,603,154,3.1,12.1,1.42
Eli Aragon-Cruz,192915,WR,W ILLINOIS,11,8.3,13,72.7,40.0,2,5,0,0.0,0,0.29,41,345,0,93.6,79.5,85.6,,87.2,0.3,1,2,35,0.0,0,370,1,50.9,64,94.9,351,91.9,340,117.5,88,7,7.0,26,798,443,6.9,12.5,2.27
Seven McGee,146562,WR,ALBANY,10,10.5,12,54.5,41.2,7,17,0,7.7,4,-0.09,29,106,1,71.8,47.3,70.7,,72.4,0.0,0,2,75,0.0,0,367,3,41.8,48,95.9,352,93.2,342,91.3,88,6,4.6,17,644,313,6.5,13.4,1.83
Luke Colella,155372,WR,PRINCETON,10,14.9,4,48.9,26.7,4,15,0,10.4,5,-0.29,27,272,0,60.6,74.1,67.0,,67.7,0.0,0,2,60,0.0,0,356,3,34.2,43,94.4,336,31.2,111,78.9,88,5,68.3,243,562,177,4.1,13.1,1.67
Keelan White,105718,WR,MONTANA,13,10.7,10,64.8,61.1,11,18,0,0.0,0,-0.01,39,232,0,93.0,74.5,74.6,61.9,75.0,0.2,1,3,26,0.2,1,464,3,44.6,57,95.3,442,12.9,60,87.0,88,4,86.9,403,634,194,3.4,11.1,1.43
Hunter Wood,122775,WR,MO STATE,12,9.9,5,72.4,55.6,10,18,0,6.0,4,0.22,42,230,0,76.3,84.2,78.2,,77.8,0.0,0,0,42,0.0,0,437,1,49.4,63,96.1,420,82.2,359,112.2,87,3,17.8,78,799,233,3.7,12.7,1.9
DeVonte Tanksley,149250,WR,TENN MARTN,12,14.3,13,55.2,50.0,4,8,0,12.7,7,0.17,27,310,0,54.5,76.8,67.3,,70.2,1.1,4,6,65,0.0,0,352,2,42.5,48,96.3,339,84.7,298,65.0,87,3,12.8,45,714,342,7.1,14.9,2.11
Mark Hamper,175085,WR,IDAHO,14,14.6,15,56.3,21.4,3,14,0,5.8,3,0.14,38,185,1,76.0,50.7,76.3,,77.4,0.5,2,5,74,0.0,0,373,0,45.7,49,94.4,352,48.8,182,94.2,87,6,50.1,187,963,377,7.7,19.7,2.74
Ronnel Johnson,178430,WR,STETSON,10,12.0,4,46.5,27.3,3,11,0,11.1,5,-0.13,21,302,0,58.9,60.2,56.9,,57.6,0.2,1,8,71,0.0,0,410,1,39.2,40,95.9,393,92.4,379,38.7,86,3,7.3,30,516,129,3.2,12.9,1.31
Takairee Kenebrew,91450,WR,N ALABAMA,12,13.4,17,52.3,40.0,2,5,0,13.5,7,-0.11,26,389,0,51.3,73.4,65.3,,65.9,0.0,0,6,76,0.0,0,406,1,39.6,45,94.6,384,8.1,33,67.9,86,4,91.9,373,738,360,8.0,16.4,1.92
Anderson Grover,146493,WR,SACRAMENTO,11,10.8,11,68.6,66.7,6,9,0,6.3,4,-0.04,39,279,0,74.7,83.0,70.3,,70.9,0.0,0,3,54,0.0,0,467,4,46.2,59,96.4,450,24.2,113,109.7,86,7,75.8,354,782,222,3.8,13.3,1.74
Trevonte Rucker,150937,WR,TENN MARTN,14,13.8,13,69.4,37.5,6,16,2,3.3,2,0.12,37,310,1,80.1,76.5,74.1,,75.6,0.2,1,1,78,0.0,0,411,6,42.4,59,96.4,396,4.4,18,128.5,85,8,95.4,392,858,242,4.1,14.5,2.17
Jalal Dean,149210,WR,TENN STATE,13,11.8,3,58.8,42.9,6,14,1,10.7,6,0.05,27,308,2,60.7,26.8,59.2,,60.2,0.0,0,2,61,0.0,0,461,5,42.1,50,95.2,439,22.6,104,94.8,85,6,77.4,357,611,251,5.0,12.2,1.39
Michael Love,97098,WR,LIUSHAR,12,12.0,9,60.0,41.7,5,12,0,5.6,3,-0.02,34,1298,0,77.3,82.9,75.2,,75.5,0.6,2,0,62,0.0,0,335,2,38.9,51,95.2,319,57.0,191,104.6,85,6,41.2,138,591,210,4.1,11.6,1.85
Giancarlo Woods,142801,WR,CAL POLY,11,14.7,9,60.0,58.8,10,17,0,8.9,5,-0.1,30,129,1,66.5,50.6,68.5,62.6,69.4,0.0,0,2,55,0.3,1,396,2,39.1,51,91.9,364,9.8,39,90.0,85,4,89.9,356,653,175,3.4,12.8,1.79
Jasiah Williams,142364,WR,STNY BROOK,11,5.6,11,61.9,25.0,2,8,0,7.1,4,0.1,26,303,0,72.6,79.4,63.8,,64.2,0.0,0,1,35,0.0,0,384,2,44.4,52,96.1,369,88.3,339,85.7,84,3,11.5,44,506,358,6.9,9.7,1.37
T.J. Lockley,151048,WR,W GEORGIA,11,7.9,2,61.9,20.0,2,10,0,7.1,4,0.11,25,1177,2,71.7,27.5,61.8,44.7,62.2,1.7,7,2,38,0.5,2,424,1,46.3,52,93.9,398,91.5,388,81.2,84,3,4.5,19,514,213,4.1,9.9,1.29
Justin Smith-Brown,142775,WR,SCAR STATE,12,10.7,14,65.5,66.7,4,6,0,8.3,5,0.17,30,290,0,67.6,76.6,66.8,,65.8,0.0,0,2,63,0.0,0,429,1,46.0,55,93.7,402,9.6,41,100.4,84,4,90.4,388,763,372,6.8,13.9,1.9
Geoffrey Jamiel,159763,WR,LEHIGH,13,10.4,8,71.4,46.2,6,13,0,0.0,0,0.04,36,205,0,93.2,55.7,83.0,,87.0,0.0,0,6,54,0.0,0,324,0,45.9,60,93.5,303,92.6,300,102.4,84,8,7.4,24,783,370,6.2,13.1,2.58
Danny Scudero,170781,WR,SACRAMENTO,11,11.1,7,65.1,41.7,5,12,0,1.8,1,-0.03,35,279,0,88.7,74.7,80.2,,79.4,0.3,1,5,41,0.0,0,353,0,46.2,54,96.3,340,95.5,337,85.4,83,5,4.0,14,680,284,5.3,12.6,2.0
Lan Larison,142157,HB,UC DAVIS,14,3.8,17,78.3,33.3,2,6,1,4.4,3,0.16,33,322,0,81.8,71.9,84.6,89.9,90.5,0.0,0,3,64,13.2,59,446,2,50.8,65,82.7,369,11.4,51,118.5,83,6,3.8,17,853,664,10.2,13.1,2.31
Josh Gary,159715,WR,BUCKNELL,12,11.9,3,63.4,47.1,8,17,0,7.1,4,0.01,35,125,0,71.3,74.4,63.9,,64.4,0.0,0,2,43,0.0,0,464,1,45.8,52,94.2,437,23.3,108,92.5,82,4,76.7,356,620,184,3.5,11.9,1.42
Ryan Upp,150733,WR,MOREHEAD,12,12.3,5,51.2,0.0,0,8,0,2.3,1,-0.07,22,234,0,85.9,81.0,71.0,,70.5,0.0,0,6,64,0.0,0,314,0,35.4,42,94.6,297,95.5,300,63.7,82,5,4.5,14,573,241,5.7,13.6,1.93
AJ Colombo,159947,WR,W CAROLINA,11,7.5,14,73.2,66.7,6,9,0,1.6,1,0.07,35,344,0,93.2,51.1,72.0,,71.8,1.1,5,0,28,0.0,0,456,0,47.0,60,95.2,434,85.7,391,113.4,82,5,12.1,55,591,233,3.9,9.9,1.36
Gavin Lochow,177638,WR,DAYTON,11,6.0,9,73.2,37.5,3,8,1,11.8,8,-0.2,27,150,3,56.8,28.9,61.6,,61.1,0.0,0,2,71,0.0,0,316,1,40.5,60,94.0,297,81.0,256,98.4,82,5,12.3,39,496,307,5.1,8.3,1.67
Tedy Afful,142365,WR,DUQUESNE,11,13.5,7,54.9,53.8,7,13,1,6.3,3,0.3,27,155,0,74.1,73.9,68.2,,69.4,0.3,1,5,61,0.0,0,314,5,47.4,45,96.2,302,1.9,6,75.4,82,6,97.8,307,563,172,3.8,12.5,1.86
Karmello English,176212,WR,W GEORGIA,9,11.2,10,61.0,35.3,6,17,0,9.1,5,0.09,30,1177,0,64.7,85.2,70.5,60.9,70.3,0.6,2,1,71,0.3,1,353,1,44.6,50,94.1,332,12.2,43,91.7,82,2,87.0,307,704,270,5.4,14.1,2.12
Dominic Kibby,162256,WR,PRESBYTERN,12,11.9,6,64.2,33.3,3,9,1,5.5,3,0.15,23,271,0,76.7,74.4,70.6,,70.0,0.0,0,2,94,0.0,0,380,2,43.2,52,93.9,357,70.5,268,98.9,81,4,29.5,112,722,359,6.9,13.9,2.02
Noah Robinson,145352,WR,ROB MORRIS,12,11.1,17,67.9,16.7,1,6,0,5.2,3,-0.04,28,277,0,77.9,74.8,73.9,,73.9,0.3,1,3,75,0.0,0,381,2,39.6,55,96.1,366,10.8,41,104.0,81,5,89.0,339,781,407,7.4,14.2,2.13
Fabian Baez,189296,WR,STETSON,10,12.4,15,51.3,47.1,8,17,0,18.0,9,-0.21,25,302,0,36.0,73.0,59.7,,60.4,0.0,0,3,45,0.0,0,413,2,38.1,41,94.7,391,0.2,1,76.8,80,5,99.8,412,515,140,3.4,12.6,1.32
Caleb Burke,142312,WR,NEW HAMP,12,11.1,8,65.0,30.8,4,13,0,3.7,2,0.03,30,240,2,82.7,29.3,70.6,66.6,71.1,0.6,2,1,86,0.6,2,336,0,43.5,52,95.5,321,81.8,275,113.0,80,6,15.8,53,709,357,6.9,13.6,2.21
D.J. Linkins,159171,WR,TENN TECH,12,11.9,4,62.0,58.3,7,12,0,2.0,1,-0.26,26,309,0,87.6,73.8,72.1,,72.0,0.0,0,2,69,0.0,0,342,1,37.4,49,96.2,329,9.4,32,89.2,79,3,90.6,310,631,171,3.5,12.9,1.92
Trent Tompkins,103944,WR,UC DAVIS,12,6.4,9,81.0,56.3,9,16,0,3.0,2,0.3,40,322,1,86.6,53.8,72.4,88.4,73.4,0.5,2,2,25,0.5,2,368,0,55.8,64,95.9,353,34.2,126,108.8,79,5,64.1,236,599,300,4.7,9.4,1.7
Ger-Cari Caldwell,124228,WR,NC A&T,11,13.3,7,53.2,40.0,6,15,1,8.7,4,-0.11,26,246,1,66.4,41.4,64.0,,64.7,0.0,0,4,76,0.0,0,377,2,37.7,42,92.8,350,12.5,47,64.8,79,3,87.5,330,510,227,5.4,12.1,1.46
Sam Phillips,149833,WR,CHATTNOOGA,10,14.0,6,64.1,27.3,3,11,0,0.0,0,-0.01,32,137,1,92.1,54.6,80.7,,81.7,0.0,0,3,84,0.0,0,301,0,43.4,50,95.0,286,15.9,48,96.0,78,3,84.1,253,818,277,5.5,16.4,2.86
Gavin Nelson,164571,WR,MONMOUTH,12,17.7,5,44.9,42.1,8,19,0,7.9,3,0.21,28,231,0,61.7,73.0,68.0,,67.9,0.0,0,1,72,0.0,0,320,0,48.5,35,95.3,305,6.3,20,81.7,78,3,93.8,300,650,137,3.9,18.6,2.13
Benjamin Omayebu,147626,WR,TARLETON,14,6.7,15,67.9,42.9,3,7,0,10.2,6,0.11,34,401,0,62.4,75.8,69.3,,69.5,0.3,1,6,34,0.0,0,327,2,47.7,53,94.2,308,93.9,307,57.3,78,0,5.8,19,574,357,6.7,10.8,1.86
Trejan Bridges,97600,WR,CENT ARK,12,12.5,14,67.9,71.4,10,14,0,3.6,2,0.15,37,132,1,83.0,84.8,79.3,,79.3,0.8,3,1,50,0.0,0,362,0,46.1,53,94.8,343,6.4,23,119.0,78,6,92.8,336,749,286,5.4,14.1,2.18
