player,player_id,position,team_name,player_game_count,assists,declined_penalties,franchise_id,grades_fgep_defense,grades_fgep_kicker,grades_fgep_offense,grades_kick_return,grades_kickoff_kicker,grades_long_snap,grades_misc_st,grades_punt_return,grades_punter,grades_special_teams_penalty,missed_tackles,penalties,snap_counts_field_goal,snap_counts_field_goal_blocking,snap_counts_kickoff,snap_counts_kickoff_return,snap_counts_punt_coverage,snap_counts_punt_return,tackles
Jacob Skobis,70487,S,IDAHO,1,0,0,185,,,,,,,60.6,,,63.9,0,0,0,0,2,0,0,1,0
Mister Williams,70521,LB,INCAR WORD,13,0,0,189,59.4,,,,,,61.6,,,71.9,0,0,0,46,1,0,0,5,0
Josh Leff,70557,P,GEORGETOWN,3,0,0,172,,,,,49.2,,60.0,,,68.9,0,0,0,0,6,0,0,0,0
Chase Nenad,70591,WR,YALE,4,0,0,352,,,,,,,69.3,,,91.9,0,0,0,0,0,5,0,0,0
Jonathan Greaves,70706,G,SAN DIEGO,7,0,0,283,,,60.0,,,,61.2,,,67.5,0,0,3,0,0,0,25,0,0
Sean Farfan,70749,LS,N ARIZONA,13,0,0,252,,,77.3,,,88.6,78.2,,,66.5,1,0,65,0,0,0,42,0,3
Damien Moore,70767,HB,LAMAR,11,0,0,204,,,,59.9,,,63.5,,,70.9,1,0,0,0,0,29,43,0,2
Branden Alvarez,70865,WR,PORTLAND,4,0,0,269,59.9,,60.6,60.0,,,65.7,63.2,,70.0,0,0,10,1,10,22,0,6,0
Calvin Pitcher,70877,S,IDAHO ST,4,0,0,186,60.3,,,,,,60.5,,,62.9,0,0,0,16,0,1,0,0,0
Jayden Williams,70895,CB,TEXAS STHN,9,0,0,313,59.7,,,,,,62.1,,,72.3,0,0,0,38,0,8,0,9,0
Nehemiah Magalei,70950,DI,W GEORGIA,10,0,0,1177,73.1,,,,,,80.7,,,71.2,0,0,0,40,0,0,0,6,0
Jay McEuen,70985,TE,UTAHTC,12,0,0,1285,,,72.3,,,,66.3,,,75.5,0,0,41,0,1,81,89,14,0
Quantraill Morris-Walker,71187,CB,RICHMOND,12,1,0,276,59.7,,,,,,66.2,,,72.6,1,0,0,35,26,0,33,7,4
Jackson Cloyd,71301,ED,UC DAVIS,11,0,0,322,59.6,,,,,,64.0,,,70.9,0,0,0,18,0,0,40,24,0
Thomas Mirabella,71402,G,UC DAVIS,12,0,0,322,,,76.4,,,,65.9,,,74.6,0,0,67,0,0,0,0,0,0
Jacquez Robertson,71408,HB,N COLORADO,12,0,0,253,,,,59.9,,,59.0,,,72.4,0,0,0,0,0,80,0,0,0
Syrr Barnes,71429,LB,IDAHO,13,0,0,185,60.0,,,,,,61.0,,,41.1,0,1,0,2,47,67,14,28,1
Josiah Sagale,71554,G,IDAHO ST,12,0,0,186,,,76.0,,,,64.2,,,65.1,0,0,64,0,0,0,46,0,0
Koby Sarna,71604,DI,ILL STATE,2,0,0,188,59.4,,,,,,59.5,,,62.7,0,0,0,3,0,0,0,0,0
Ty McCullouch,71780,WR,MONTANA ST,7,0,0,233,,,,,,,60.3,,,67.7,0,0,0,0,0,7,3,0,0
Jayden Evans,71792,TE,FL A&M,4,1,0,164,,,62.8,,,,66.2,,,73.4,0,0,13,0,17,16,0,17,0
Cole Bullock,72090,LB,MONTANA ST,3,0,0,233,60.2,,,,,,69.3,,,68.6,0,0,0,4,6,6,0,0,0
Josh Alford,72159,CB,IDAHO ST,12,0,0,186,59.9,,,,,,62.7,,,72.7,0,0,0,39,0,0,0,8,0
Dillon Towles-Kendle,72160,CB,PRESBYTERN,6,0,0,271,60.0,,,,,,66.8,,,73.3,0,0,0,1,0,0,0,25,0
Logan Bednar,72195,G,MONMOUTH,6,0,0,231,,,71.6,,,,64.1,,,67.3,0,0,27,0,0,0,0,0,0
Mathias Talavou,72199,G,SAN DIEGO,9,0,0,283,,,76.3,,,,65.6,,,71.3,0,0,49,0,0,0,0,0,0
Victory Vaka,72437,DI,N ARIZONA,7,0,0,252,59.4,,19.0,,,,32.3,,,71.8,0,0,37,2,0,0,0,0,0
Shamar Hawkins,72496,S,JACKSON ST,14,0,0,194,59.5,,,59.6,,,76.8,,,75.6,1,0,0,15,67,14,12,31,11
Myles Taylor,72533,CB,S DAK ST,7,0,0,292,59.8,,,,,,51.4,,,74.8,0,1,0,3,0,20,0,20,0
Nick Veloz,72813,LB,ELON,10,0,0,162,60.0,,,,,,61.5,,,63.4,0,0,0,24,0,0,0,4,0
Semaj Williams,72828,CB,ST FRANCIS,9,0,0,299,59.5,,,,,,60.3,,,64.0,0,0,0,28,0,0,0,4,0
Darian Allen,72931,CB,E KENTUCKY,1,0,0,159,,,,,,,61.5,,,67.9,0,0,0,0,4,3,0,1,0
Max Franco,72947,CB,VALPO,11,0,0,332,59.5,,,,,,63.2,60.3,,77.0,0,0,0,46,2,0,0,15,0
David Meyer,72980,LB,UC DAVIS,14,0,0,322,59.7,,,,,,61.8,,,74.3,1,0,0,53,2,7,59,14,2
Lando Brown,73191,ED,SO UTAH,9,0,0,298,59.8,,,,,,58.5,,,29.8,0,1,0,3,11,0,0,25,0
Fynn Williams,73221,S,MO STATE,1,0,0,230,,,,,,,60.0,,,62.4,0,0,0,0,1,0,0,0,0
Joseph Obeto,73245,CB,STTHOM,9,0,0,1129,60.0,,,,,,62.6,,,72.9,0,0,0,16,0,0,0,5,0
Zeke Mata,73456,K,S DAKOTA,14,0,0,291,,53.9,,,67.9,,64.3,,,79.5,0,0,3,0,90,0,0,0,1
Ty Morrison,73471,K,MONTANA,14,0,0,232,,76.4,,,,,63.5,,56.8,74.6,0,2,73,0,0,0,55,0,1
Tyreese Shakir,73488,CB,PORTLAND,11,0,0,269,59.9,,,,,,70.5,,,76.0,0,0,0,68,1,1,42,4,3
Rickie Davis Jr.,73500,CB,CHATTNOOGA,8,0,0,137,,,,,,,57.7,,,27.7,0,2,0,0,44,27,3,16,4
Richie Pinomi,73589,G,GEORGETOWN,11,0,0,172,,,72.0,,,,66.1,,,64.8,0,0,25,0,0,0,58,0,0
Trent Whalen,73609,LB,SO UTAH,7,0,0,298,60.1,,,,,,65.5,,,66.0,0,0,0,3,0,0,0,13,0
Cory Hall,73699,ED,N ARIZONA,13,0,0,252,58.7,,73.3,,,,63.3,,,69.5,0,0,46,23,0,0,37,8,0
Jalen Williams,73776,S,SACRAMENTO,12,1,0,279,60.0,,,,,,74.0,,,75.6,0,0,0,15,12,42,16,3,2
Maurice Wilmer,73825,LB,LIUSHAR,9,0,0,1298,60.0,,,,,,63.7,,,69.9,0,0,0,18,1,0,0,14,0
McKel Broussard,73850,S,E WASHGTON,9,0,0,161,59.7,,,,,,59.9,,,63.6,0,0,0,25,0,0,1,0,0
Adrian Rodriguez,73955,LB,IDAHO ST,11,0,0,186,60.3,,,,,,56.8,,,28.9,0,1,0,45,1,14,12,7,1
Devin Ford,74018,WR,WEBER ST,8,0,0,342,,,,,,,56.7,,,38.9,0,1,0,0,17,47,1,7,0
Jordan Little,74019,CB,GARD-WEBB,2,0,0,171,59.9,,,,,,57.3,,,64.4,0,0,0,1,1,1,0,0,0
Aidan Shinfeld,74287,WR,COLUMBIA,10,1,0,145,,,,59.6,,,69.0,64.9,,77.8,2,0,0,0,34,27,22,36,2
Zach Zoglio,74758,LS,MAINE,12,1,0,212,,,83.1,,,87.4,79.0,,,67.2,0,0,42,0,0,0,58,0,0
Fredrick Sturgis,75096,G,BUCKNELL,11,0,0,125,,,16.6,,,,29.6,,,73.8,0,1,57,0,0,0,0,0,0
William Barber,75271,S,ROB MORRIS,12,0,0,277,60.2,,,,,,69.9,,,80.2,0,0,0,32,55,2,57,12,3
Aneesh Vyas,75285,DI,BUCKNELL,12,0,0,125,57.7,,,,,,58.3,,,72.2,0,0,0,48,0,0,0,11,0
Brandon Lanier,75662,TE,W ILLINOIS,5,0,0,345,,,60.0,,,,61.4,,,67.4,0,0,1,0,7,17,0,1,0
Tim Lowery,75711,S,DUQUESNE,3,0,0,155,59.8,,,,,,61.3,,,67.0,0,0,0,5,5,0,2,2,0
John Clifford Jr.,76014,S,TARLETON,10,0,1,401,,,,,,,49.1,,,28.5,0,2,0,0,0,36,0,7,0
Kylyn Macklin,76089,ED,MOREHEAD,8,0,0,234,59.4,,,51.6,,,61.1,,,68.5,0,0,0,3,3,3,0,4,0
Robert Coleman,76149,QB,LAMAR,1,0,0,204,,,,,,,60.0,,,63.3,0,0,0,0,0,0,0,0,0
Jaylan Wesley,76319,CB,LNDNWD,12,0,0,949,59.7,,,,,,64.8,,,85.2,0,0,0,37,17,1,37,44,1
Isaiah Watson,76777,CB,MAINE,12,0,0,212,59.9,,,,,,64.2,,,74.0,0,0,0,28,30,0,0,10,0
Keshon Artis,77126,LB,NORFOLK,5,0,0,244,60.0,,,,,,63.6,,,68.2,0,0,0,2,7,0,3,6,0
DaeSean Winston,77142,S,ALBANY,1,0,0,106,,,,,,,62.2,,,67.8,0,0,0,0,2,0,1,3,0
Jalen Goss,77322,T,FL A&M,5,0,0,164,,,66.5,,,,63.4,,,69.5,0,0,19,0,0,0,0,0,0
O'Shaan Allison,77801,HB,AUSTINPEAY,1,0,0,116,,,,,,,60.0,,,63.3,0,0,0,0,0,0,0,0,0
Jaylen Jackson,77809,LB,MCNEESE,12,0,0,217,60.0,,,,,,71.6,,,75.6,0,0,0,18,44,12,2,25,2
Tay Lanier,78216,WR,N ARIZONA,6,0,0,252,,,,59.4,,,61.9,,,71.7,0,0,0,0,10,14,0,1,0
Chance Newman,78465,TE,NWSTATE,8,0,0,257,,,61.0,,,,57.6,,,71.6,0,0,11,0,0,64,1,0,0
Darrell Bryant Jr.,78693,S,N COLORADO,11,1,0,253,60.0,,,,,,63.5,,,76.1,0,1,0,1,15,0,10,44,1
Jay Parker,78795,WR,TENN TECH,4,0,0,309,59.3,,,57.5,,,59.6,,,63.3,0,0,0,1,0,18,0,0,0
Gregory Young II,79147,S,MORGAN ST,11,0,0,235,59.9,,,,,,60.1,,,71.8,2,0,0,33,51,0,0,13,2
Steven Shaw,79205,DI,PRVIEW A&M,12,0,0,270,58.2,,15.1,,,,47.4,,,69.4,0,0,26,25,0,0,54,13,1
Brandon Lopes,79526,LB,MS VLY ST,4,0,0,228,59.4,,,,,,60.3,,,66.3,0,0,0,12,0,1,0,2,0
Jamar Darboe,81213,LB,HAMPTON,5,0,0,178,59.9,,,,,,58.0,,,28.2,0,1,0,10,13,0,3,4,1
Ahmad McCullough,81291,LB,MORGAN ST,12,0,0,235,59.8,,,,,,63.6,,,79.5,0,1,0,33,4,54,51,7,2
Ralph Frias III,81560,G,N ARIZONA,13,0,0,252,,,75.9,,,,65.1,,,74.5,0,0,62,0,0,0,42,0,0
Nazir Sy,82478,DI,SAMFORD,2,0,0,282,58.7,,60.0,,,,51.0,,,63.6,0,0,4,5,0,0,0,0,0
Davin Cotton,82492,DI,SOUTHERN U,13,0,0,297,58.7,,,,,,60.9,,,72.5,0,0,0,28,0,0,0,12,0
Wilson Beaverstock,82626,K,SAMFORD,11,0,0,282,,30.7,,,64.0,,63.1,,,75.1,0,0,21,0,50,0,0,0,3
Kaleb Dawson,83131,S,ALAB A&M,12,0,0,104,59.6,,,,,,60.9,,,67.5,0,0,0,50,0,0,9,10,0
Xavier Lanier,83411,CB,SAMFORD,11,0,0,282,59.6,,,,,,64.3,,,82.7,0,0,0,40,34,0,8,60,1
Keilon Elder,83673,HB,GRAMBLING,12,0,0,177,,,,90.1,,,69.0,,,73.9,0,0,0,0,0,43,77,16,2
Kenyon Sims,83679,HB,SAN DIEGO,7,0,0,283,,,,60.8,,,61.7,,,66.2,0,0,0,0,10,23,0,0,0
D'angelo Durham,83752,HB,MCNEESE,9,0,0,217,,,,,,,58.8,,,71.9,0,0,0,0,5,29,48,0,0
Keith Gallmon Jr.,83890,S,AUSTINPEAY,8,0,0,116,59.7,,,,,,61.9,,,73.7,0,0,0,31,0,0,0,4,0
Da'Kendall James,84158,WR,TOWSON,6,0,0,317,,,,75.8,,,66.7,,,70.9,0,0,0,0,0,6,20,0,1
Jacolby Hewitt,84225,WR,ALAB A&M,3,0,0,104,,,,,,,59.4,63.9,,65.0,0,0,0,0,0,0,1,8,0
Cameron Gardner,84310,TE,MS VLY ST,10,0,0,228,,,63.5,59.9,,,62.0,,,71.1,0,0,12,0,0,50,0,0,0
Tienne Fridge,85688,S,E ILLINOIS,12,2,0,158,59.8,,,,,,68.6,,,80.7,0,0,0,23,47,67,31,25,4
Micah Gardner,85720,S,UTAHTC,7,0,0,1285,60.0,,,,,,58.2,,,82.4,1,0,0,16,23,54,20,9,1
Shaun Grayson,85731,TE,LAMAR,8,0,0,204,,,65.6,,,,32.1,,,25.9,0,2,16,0,1,17,0,0,0
Alec Pell,85874,TE,AUSTINPEAY,7,0,0,116,,,70.6,,,,63.6,,,62.5,0,0,32,0,0,0,0,0,0
Khalani Riddick,85902,S,SE MO ST,13,1,0,293,59.8,,,,,,63.1,79.4,,73.2,2,0,0,44,42,5,0,54,5
Ben D'Aquila,85971,P,N ARIZONA,13,0,0,252,,,67.3,,,,63.2,,79.5,70.9,0,1,65,0,0,0,42,0,0
Isaias Sierra,86098,G,N COLORADO,2,0,0,253,,,60.0,,,,61.0,,,64.7,0,0,2,0,0,0,11,0,0
Joshua Harvey,86160,S,N COLORADO,2,0,0,253,,,,,,,74.9,,,67.2,0,0,0,0,0,0,4,0,1
Jake Langdon,86374,HB,COLUMBIA,1,0,0,145,,,,,,,60.5,,,67.1,0,0,0,0,2,0,0,0,0
Xavier Harris,86420,WR,MONTANA,7,0,0,232,,,,72.5,,,57.7,,,65.4,0,0,0,0,0,27,0,0,0
Koby Gross,86477,TE,FL A&M,11,0,0,164,59.3,,72.4,,,,64.0,,,66.3,0,0,42,1,8,15,0,0,1
Samuel Scaife IV,86521,CB,LAMAR,1,0,0,204,59.9,,,,,,51.9,,,66.2,1,0,0,3,0,5,2,0,0
Noah Cronquist,86569,WR,E WASHGTON,12,0,0,161,,,,59.9,,,73.9,,,74.9,1,0,0,0,2,78,18,0,3
Aaron Fontes,86638,WR,MONTANA,5,0,0,232,,,,58.6,,,60.3,,,65.5,0,0,0,0,0,9,0,0,0
Anakin Aupiu,86929,LB,TENN STATE,6,0,0,308,59.7,,,,,,59.2,,,74.7,1,0,0,11,22,15,12,8,1
Davion Ross,87045,S,SACRAMENTO,12,0,0,279,59.9,,,,,,69.2,,,76.0,0,0,0,13,39,14,0,32,2
Cameron Lewis,87522,TE,E TENN ST,1,0,0,157,,,60.0,,,,60.8,,,67.9,0,0,5,0,0,0,3,0,0
Semaj Verner,87849,CB,UC DAVIS,13,0,0,322,59.9,,,,,,64.4,,,55.5,0,1,0,44,48,39,0,11,2
Kenneth Shaffner,87913,ED,MOREHEAD,9,0,0,234,59.4,,,,,,67.5,,,73.0,0,0,0,4,24,17,0,7,2
Keonte Huguely,87952,S,MERCYHURST,10,1,0,977,,,,,,,56.9,,,77.7,4,0,0,0,43,18,7,15,6
Darrien Sampson,88349,CB,E WASHGTON,9,0,0,161,59.9,,,,,,62.3,,,71.3,0,0,0,28,9,0,0,3,0
Will McElvain,88639,QB,CENT ARK,6,0,0,132,,,,,,,60.5,,63.0,67.5,0,0,0,0,0,0,10,0,0
Bradley Clark,88749,WR,S ILLINOIS,3,0,0,295,,,,,,,62.2,,,67.1,0,0,0,0,1,6,0,5,0
John Erby,88754,WR,DUQUESNE,11,0,0,155,,,,44.8,,,61.4,63.3,,69.9,0,0,0,0,0,15,0,54,0
Jamauri Jackson,88765,S,CAL POLY,10,1,0,129,60.0,,,,,,60.7,,,70.3,1,0,0,6,16,7,0,3,1
Iverson Brown,89147,S,S ILLINOIS,12,0,0,295,59.7,,,,,,66.5,,,75.4,0,0,0,59,1,0,0,41,0
Sebastian Conwell,90709,LB,PRESBYTERN,12,0,0,271,60.7,,,,,,53.4,,,29.6,1,1,0,28,0,36,45,0,1
Justin Toler,91167,CB,TOWSON,4,1,0,317,,,,,,,70.5,,,73.4,0,0,0,0,10,8,12,5,0
Ethan Zager,91197,S,DRAKE,12,2,1,153,59.8,,,,,,70.4,,,28.1,1,3,0,36,61,3,46,49,6
Takairee Kenebrew,91450,WR,N ALABAMA,1,0,0,389,,,,,,,60.8,,,63.5,0,0,0,0,3,0,0,0,0
Joshua Hong,91547,S,SAN DIEGO,4,0,0,283,59.8,,,,,,60.1,,,62.8,0,0,0,13,0,0,0,1,0
Jaren Mitchell,91818,WR,INCAR WORD,1,0,0,189,,,,,,,61.0,,,65.9,0,0,0,0,0,0,0,3,0
Calvin Hill,97069,HB,HOUCHR,2,0,0,183,,,,,,,59.9,,,65.3,0,0,0,0,0,4,0,0,0
Tyetus Smith-Lindsey,97072,HB,NICHOLLS,2,0,0,243,,,,,,,61.0,,,64.0,0,0,0,0,3,0,0,0,0
Mark Aitken,97088,S,E ILLINOIS,10,0,0,158,59.6,,,57.6,,,63.7,,,69.5,0,0,0,26,9,15,10,1,1
James Lowery,97092,K,TENN STATE,13,0,0,308,,61.0,,,69.8,,64.0,,57.1,76.9,0,0,64,0,63,0,18,0,1
Michael Love,97098,WR,LIUSHAR,12,0,0,1298,,,,85.6,,,60.7,54.9,,68.5,0,0,0,0,6,51,1,43,0
Micah Kelly,97099,HB,SAMFORD,5,0,0,282,,,,,,,67.2,,,76.1,0,0,0,0,3,0,0,17,0
Chandler Whitfield,97111,WR,SOUTHERN U,5,0,0,297,,,,64.9,,,60.5,66.9,,66.2,0,0,0,0,0,22,0,23,0
Randy Jordan,97138,CB,HAMPTON,12,0,0,178,59.6,,,59.9,,,70.0,,,76.9,1,0,0,30,7,27,22,27,3
Joshua Carter,97142,HB,E KENTUCKY,1,0,0,159,,,,,,,60.0,,,64.8,0,0,0,0,0,1,0,0,0
Jalen Mitchell,97173,HB,TENN TECH,4,0,0,309,60.0,,,,,,58.9,,,68.8,0,0,0,2,0,0,13,0,0
Qualan Jones,97196,HB,STF AUSTIN,5,0,0,301,,,,,,,60.4,,,70.2,0,0,0,0,0,12,1,4,0
Caleb Blake,97240,CB,BETH COOK,12,1,0,119,59.7,,,,,,74.4,,,76.8,0,0,0,29,33,0,7,36,3
Edward Saydee,97300,HB,GARD-WEBB,10,0,0,171,,,,,,,60.9,,,66.7,0,0,0,0,1,0,30,0,0
Jacob Flynn,97318,WR,STHLSK,6,0,0,1470,,,,,,,60.9,,,67.7,0,0,0,0,3,14,2,0,0
Mike Coleman,97333,CB,ALBANY,3,0,0,106,59.8,,,,,,54.6,,,72.8,1,0,0,2,13,0,14,3,0
Keevan Bailey,97347,CB,CAMPBELL,10,0,0,131,59.5,,,,,,57.0,,,75.5,1,0,0,32,7,1,11,5,0
Marquez Beason,97360,CB,TXAMEA,4,0,0,1139,,,,,,,64.6,,,68.7,0,0,0,0,3,0,0,8,1
A.J. Phillips,97378,TE,N ALABAMA,3,0,0,389,,,,,,,59.2,,,68.4,0,0,0,0,0,20,0,0,0
Terrance Gipson,97413,WR,E ILLINOIS,5,0,0,158,,,,48.3,,,60.2,,,63.5,0,0,0,0,0,27,0,0,0
Jordan Yates,97416,WR,TENN TECH,12,0,0,309,,,,,,,61.7,69.4,,68.3,0,0,0,0,0,2,0,57,0
KJ Coleman,97418,S,W ILLINOIS,12,1,1,345,60.2,,,,,,65.5,,,34.9,1,1,0,77,71,4,42,8,3
Kelvin Dean Jr.,97429,HB,FL A&M,2,0,0,164,,,,,,,60.9,,,67.9,0,0,0,0,0,5,0,3,0
Kalani Norris,97458,WR,FL A&M,2,0,0,164,,,,,,,60.9,62.2,,68.5,0,0,0,0,0,6,0,3,0
Cam Sims,97479,CB,E TENN ST,12,0,0,157,80.7,,,,,,86.0,,,73.9,0,0,0,46,2,0,0,18,0
Thomas Joe-Kamara,97527,S,ALBANY,11,0,0,106,59.8,,,,,,66.9,,,72.4,0,0,0,50,32,0,0,8,2
Kanyon Walker,97528,LB,MURRAY ST,10,0,0,236,59.7,,,,,,63.7,,,78.0,0,0,0,25,2,56,7,16,0
Kierron Smith,97574,DI,TENN STATE,13,0,0,308,57.4,,,,,,57.0,,,68.7,0,0,0,55,0,0,0,5,0
Patrick Nations,97590,K,E KENTUCKY,13,0,0,159,,75.8,,,82.2,,63.5,,,75.4,0,0,48,0,59,0,0,0,1
Trejan Bridges,97600,WR,CENT ARK,12,0,0,132,,,,,,,36.9,88.2,,28.3,0,1,0,0,0,1,9,60,0
Nate Wyatt,97634,CB,LIUSHAR,9,0,0,1298,59.8,,,,,,57.3,,,74.9,1,0,0,18,22,33,25,8,1
Mateo Sudipo,97698,S,W CAROLINA,12,1,0,344,59.7,,,59.9,,,62.9,,,69.0,1,0,0,46,25,4,4,17,1
Steve Lubischer,97708,LB,BRYANT,11,0,0,124,59.7,,,,,,68.7,,,81.4,0,0,0,19,47,43,36,27,6
Raquon Hartley,97728,LB,GARD-WEBB,11,0,0,171,60.0,,,,,,55.6,,,72.3,0,0,0,39,12,2,26,6,0
Camari Harris,97729,LB,VALPO,6,0,0,332,60.2,,,,,,63.9,,,74.5,0,0,0,13,5,0,0,11,0
Kyle Kelly,97740,LB,E KENTUCKY,3,0,0,159,60.1,,,,,,62.2,,,66.2,0,0,0,11,0,0,0,5,0
Kyler Laing,97746,ED,MERCYHURST,3,0,0,977,59.4,,,,,,59.7,,,64.8,0,0,0,7,0,0,0,0,0
Khatib Lyles,97803,WR,AUSTINPEAY,9,0,0,116,,,,,,,56.9,,,29.0,0,2,0,0,0,37,15,8,1
Jayce Medlock,97820,TE,PRVIEW A&M,11,0,0,270,,,,59.4,,,58.3,,,72.0,0,0,0,0,0,64,0,0,0
Fabian McCray,97862,WR,JACKSON ST,2,0,0,194,,,,,,,63.4,,,67.8,0,0,0,0,3,6,0,0,0
Tavier Williams,97894,S,MO STATE,8,0,0,230,60.6,,,,,,57.1,,,76.2,0,0,0,16,2,38,0,18,0
Jaylon Sharpe,97906,LB,TENN MARTN,14,0,0,310,59.9,,,61.8,,,63.7,,,67.0,0,0,0,44,0,2,0,16,0
Darius Gooden,97913,CB,HAMPTON,11,0,0,178,60.1,,,,,,67.7,,,77.0,0,0,0,34,1,18,10,25,1
Allen Smith,97921,ED,FL A&M,12,0,0,164,58.8,,,,,,59.3,,,69.8,1,0,0,37,23,0,0,5,2
Allen Walker,97947,ED,JACKSON ST,13,0,0,194,59.1,,,59.9,,,53.9,,,28.4,0,2,0,15,27,2,12,49,1
Malachi Burby,97978,DI,RHODE ISLD,11,0,0,274,59.6,,,,,,60.3,,,66.1,0,0,0,33,0,0,0,1,0
Clifton McDowell,98003,QB,MCNEESE,1,0,0,217,,,,,,,60.0,,,63.3,0,1,0,0,0,0,0,0,0
Zach Calzada,98006,QB,INCAR WORD,3,0,0,189,,,,,,,60.0,,63.2,65.2,0,0,0,0,0,0,3,0,0
Xavier Graham,98041,G,W CAROLINA,8,0,0,344,,,76.8,,,,65.2,,,64.3,0,0,48,0,0,0,1,0,0
Elijah Wroten,98069,DI,ILL STATE,13,0,0,188,,,78.0,,,,66.3,,,74.0,0,0,63,0,0,0,0,0,0
Hunter Jones,98076,G,CAL POLY,1,0,0,129,,,60.0,,,,61.1,,,65.7,0,0,3,0,0,0,0,0,0
Austin Mosier,98081,G,ALBANY,8,0,0,106,,,72.0,,,,64.4,,,70.1,0,0,30,0,0,0,0,0,0
Evan Henry,98085,G,JACKSON ST,5,0,0,194,,,68.5,,,,63.5,,,67.4,0,0,23,0,0,0,0,0,0
Wayne Dennis Jr.,98108,TE,HOWARD,1,0,0,184,,,,,,,60.0,,,66.1,0,0,0,0,0,7,0,0,0
Isaiah Abdullah,98127,LB,TENN MARTN,2,0,0,310,,,,,,,60.2,,,64.6,0,0,0,0,0,5,0,0,0
Thomas Brunner,98129,ED,W ILLINOIS,11,0,0,345,59.5,,,,,,60.3,,,67.9,0,0,0,39,0,0,0,1,0
Karter Johnson,98133,TE,FL A&M,8,1,0,164,,,67.9,59.9,,,60.0,,,29.8,1,1,22,0,0,24,29,0,0
Jacoby Sharpe,98158,DI,HAMPTON,7,0,0,178,58.5,,,,,,59.6,,,66.9,0,0,0,11,0,0,0,4,0
Calvin Wiggins,98218,WR,HOUCHR,7,0,0,183,,,,61.8,,,62.4,,,71.3,0,0,0,0,1,11,2,17,0
Jermaine Donaldson,98260,T,CAMPBELL,10,0,0,131,,,71.6,,,,64.0,,,64.7,0,0,38,0,0,0,1,0,0
Cooper Heisey,98295,TE,MAINE,3,0,0,212,,,,,,,60.2,,,66.5,0,0,0,0,1,4,2,0,0
Dorian Wesley,98338,DI,ALAB A&M,12,0,0,104,58.2,,,,,,59.9,,,69.7,0,0,0,40,0,0,37,8,0
Donato Crisanti,98354,LS,RHODE ISLD,14,1,0,274,,,75.1,,,79.5,67.9,,,67.4,0,0,58,0,0,0,61,0,0
Cornelious Brown IV,98356,QB,ALAB A&M,1,0,0,104,,,,,,,60.0,,60.0,63.3,0,0,0,0,0,0,1,0,0
