player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Elijah Dotson,57394,HB,N COLORADO,11,204,51,17,39.5,369,0,935,5,11,51,594,71.4,30,56,253,4,99,71.6,64.2,39.6,62.6,61.8,56.6,67.5,56.4,58,2,354,49,331,253,0,0,69,253,6,935,594,2.91,4.6,1.07,89
Jaden Shirden,142937,HB,MONMOUTH,11,203,31,29,61.7,1060,0,1719,0,1,31,965,74.2,42,64,231,0,95,91.1,83.4,86.0,,20.7,50.8,86.4,59.7,95,0,27,2,152,216,0,0,3,205,13,1719,965,4.75,8.5,0.18,104
Ulonzo Gilliam Jr.,57443,HB,UC DAVIS,11,200,40,18,44.6,532,0,1192,3,21,40,701,86.6,33,71,322,0,125,91.1,82.9,55.2,73.1,55.7,85.9,80.0,62.6,77,1,356,47,234,243,0,0,54,247,13,1192,701,3.51,6.0,1.52,69
Trey Sneed,45847,HB,FORDHAM,12,198,54,16,32.7,373,0,1140,3,9,54,730,100.1,36,61,168,3,102,69.3,87.4,86.6,60.4,56.0,67.7,90.9,62.5,45,0,227,34,259,229,0,0,38,232,5,1140,730,3.69,5.8,0.88,93
Alfonzo Graham,150501,HB,MORGAN ST,11,198,63,18,44.2,505,1,1142,2,12,63,675,120.6,41,50,235,4,28,59.3,80.1,48.1,,15.5,62.4,84.2,55.8,55,2,106,14,171,228,0,0,26,212,8,1142,675,3.41,5.8,0.62,168
Julien Gums,78556,HB,NICHOLLS,11,196,36,7,17.1,149,0,873,1,2,36,549,51.7,21,50,243,1,61,87.2,83.0,84.2,,62.0,58.5,83.8,55.9,37,0,63,10,146,219,0,0,13,206,4,873,549,2.8,4.5,0.43,134
Cam Skattebo,147787,HB,SACRAMENTO,13,196,68,24,40.8,558,0,1369,2,22,68,761,153.9,43,79,279,4,65,61.8,91.4,0.0,76.8,67.6,76.6,92.5,76.6,57,6,371,31,218,403,0,0,42,227,7,1369,761,3.88,7.0,1.7,122
Xavier Shepherd,104767,QB,KENNESAW,9,196,20,3,12.7,83,0,544,0,0,16,299,15.6,13,51,200,7,78,46.5,47.2,75.6,52.9,,,48.3,60.0,41,1,0,0,0,375,111,21,0,175,11,655,353,1.8,3.3,,41
Dominic Roberto,104811,HB,FURMAN,13,195,36,14,38.0,420,0,1105,0,1,36,663,61.4,30,58,170,1,74,84.2,79.3,87.0,,67.7,57.2,81.6,61.9,62,0,134,10,209,277,0,0,13,205,11,1105,663,3.4,5.7,0.64,119
Deonta McMahon,136836,HB,MCNEESE,11,190,56,26,52.2,739,0,1415,1,9,56,836,134.9,43,63,217,3,98,71.4,90.2,89.0,76.2,52.2,71.3,90.4,64.5,79,0,210,22,172,225,0,0,24,212,12,1415,836,4.4,7.4,1.22,87
Billy Lucas,109083,HB,DUQUESNE,11,185,44,8,22.2,180,0,809,0,5,44,579,78.2,25,43,155,0,56,90.8,79.6,85.5,,80.6,59.6,80.3,64.3,43,0,94,11,182,217,0,0,14,196,5,809,579,3.13,4.4,0.52,124
Matthew Sluka,143059,QB,HOLY CROSS,13,185,77,15,36.7,519,1,956,0,0,48,584,139.0,43,75,181,5,87,59.3,91.6,72.6,75.1,,79.1,94.1,60.0,66,4,0,0,3,471,460,43,0,142,11,1416,979,5.29,7.7,0.0,37
Marques DeShields,151243,HB,RHODE ISLD,11,184,39,20,52.5,616,0,1173,1,3,39,588,68.8,29,51,274,1,95,84.0,75.2,20.7,,38.6,54.8,79.5,59.9,63,2,148,11,204,245,0,0,16,195,12,1173,588,3.2,6.4,0.73,89
Quali Conley,141259,HB,UTAHTC,11,184,54,19,45.3,482,0,1065,0,2,54,772,119.3,44,60,1285,2,76,74.9,82.5,57.5,,72.2,61.1,83.5,56.9,45,1,100,13,144,203,0,0,13,197,8,1065,772,4.2,5.8,0.69,80
Doe Boyland,149553,HB,DRAKE,11,180,29,8,29.4,208,1,708,2,2,29,501,43.8,15,32,153,1,168,83.0,60.6,53.0,,58.8,64.9,60.3,55.1,49,1,124,17,176,209,0,0,24,197,5,708,501,2.78,3.9,0.7,10
Aaron Dykes,83746,HB,RICHMOND,13,178,39,11,29.8,228,0,765,3,5,39,447,53.4,21,45,276,1,47,84.0,72.9,86.7,,49.3,60.6,77.1,53.7,36,0,202,29,287,198,0,0,43,207,4,765,447,2.51,4.3,0.7,126
Jay Stanton,105584,HB,SAMFORD,13,177,32,6,16.8,133,0,790,2,7,32,492,51.6,24,56,282,1,52,83.6,70.1,86.0,,47.8,62.4,71.7,70.7,49,0,170,33,291,241,0,0,41,210,5,790,492,2.78,4.5,0.58,122
Peter Oliver,87567,HB,HOLY CROSS,12,176,34,14,37.1,387,0,1044,0,0,34,611,67.1,27,41,181,0,87,90.7,87.3,84.0,,80.1,51.0,85.4,65.3,41,1,0,0,56,256,0,0,0,176,8,1044,611,3.47,5.9,0.0,89
Tyler Hoosman,57355,HB,N DAKOTA,12,175,24,9,30.6,312,0,1020,0,3,24,553,43.3,22,60,249,0,58,90.6,88.1,85.8,60.0,71.8,74.8,87.9,57.9,72,0,125,22,162,218,0,0,23,197,12,1020,553,3.16,5.8,0.77,116
Latrell Collier,109270,HB,NC CENT,12,174,26,16,44.3,436,0,984,4,3,26,538,43.7,27,52,247,1,90,83.6,77.9,85.8,,54.9,55.8,82.4,61.8,60,0,263,31,215,241,0,0,40,205,9,984,538,3.09,5.7,1.22,79
Zak Wallace,104843,HB,TENN MARTN,11,169,33,18,54.3,566,0,1043,1,5,33,652,78.4,31,54,310,3,51,63.3,72.6,85.2,,29.5,64.0,75.7,57.0,97,0,105,18,178,198,0,0,21,187,16,1043,652,3.86,6.2,0.59,116
Donovan Eaglin,129612,HB,ALAB A&M,11,168,30,12,26.8,232,1,865,1,3,30,464,52.1,23,43,104,3,97,62.7,74.4,13.5,,22.7,56.3,78.8,57.0,26,3,63,7,145,218,0,0,10,175,6,865,464,2.76,5.1,0.43,62
Tommy Mellott,147646,QB,MONTANA ST,12,167,49,13,29.8,336,0,863,0,0,33,415,80.4,45,69,233,5,49,73.2,88.0,56.0,75.5,62.2,74.3,84.8,60.8,61,3,12,1,5,364,265,37,2,131,13,1128,578,3.46,6.8,2.4,69
Travis Theis,104837,HB,S DAKOTA,11,166,34,10,30.6,234,0,764,4,17,34,567,90.7,19,32,291,5,58,35.2,71.6,84.8,,36.8,58.6,73.3,70.5,37,0,190,26,133,190,0,0,33,192,5,764,567,3.42,4.6,1.43,108
Miles Reed,52077,HB,STF AUSTIN,11,161,28,9,40.1,279,0,696,2,8,28,438,53.8,21,36,301,1,77,81.6,70.6,87.4,,55.6,66.2,71.0,61.2,48,0,198,21,200,198,0,0,26,182,2,696,438,2.72,4.3,0.99,83
Wenkers Wright,148031,HB,ILL STATE,10,160,10,4,15.6,99,0,633,0,4,10,320,15.9,15,36,188,1,71,81.2,69.6,38.8,,24.8,74.1,69.6,57.0,48,1,147,16,116,184,0,0,19,176,2,633,320,2.0,4.0,1.27,85
Ross Tallarico,142385,HB,STNY BROOK,9,157,23,5,23.3,140,0,601,1,6,23,355,38.3,13,27,303,2,94,72.6,62.4,41.2,76.6,47.8,65.1,62.1,57.5,66,1,111,14,136,171,0,0,18,171,4,601,355,2.26,3.8,0.82,63
Shawn Shipman,149824,HB,STTHOM,10,157,23,9,37.1,311,0,839,0,1,23,420,39.6,19,35,1129,5,90,38.9,66.0,86.8,,34.2,46.5,68.1,66.7,70,2,25,5,96,210,0,0,7,162,9,839,420,2.68,5.3,0.26,66
Jacardia Wright,99250,HB,MO STATE,10,156,60,10,34.5,243,0,704,3,12,60,561,144.6,23,41,230,1,82,81.2,78.3,86.6,,26.5,63.8,83.7,50.8,55,0,170,23,215,183,0,0,29,179,9,704,561,3.6,4.5,0.79,68
Derrel Kelley III,136894,HB,TARLETON,11,155,34,19,45.8,467,0,1019,2,2,34,437,59.7,30,55,401,3,109,60.6,86.1,39.0,,55.1,47.2,89.5,56.6,83,1,126,15,97,171,0,0,17,170,8,1019,437,2.82,6.6,1.3,43
Dylan Sparks,139232,HB,DAVIDSON,11,155,19,6,30.4,253,0,833,0,0,19,428,33.8,10,38,149,0,98,90.3,69.3,87.0,,59.8,52.6,69.7,54.6,72,0,0,0,20,287,0,0,0,155,5,833,428,2.76,5.4,0.0,57
Rushawn Baker,149262,HB,BUCKNELL,11,154,33,8,44.4,285,0,642,1,2,33,524,71.3,18,27,125,0,58,90.2,77.3,37.4,,66.9,65.2,77.7,49.2,75,2,67,13,94,171,0,0,19,167,7,642,524,3.4,4.2,0.71,93
Narii Gaither,102410,HB,GARD-WEBB,10,153,36,18,49.4,482,0,976,0,2,36,509,71.4,34,50,171,2,48,71.2,78.1,16.8,,55.5,79.1,77.4,62.9,69,2,226,24,180,193,0,0,28,177,7,976,509,3.33,6.4,1.26,99
Justin Dinka,101292,HB,INDIANA ST,11,153,40,14,57.6,499,0,866,0,1,40,548,91.2,22,32,191,0,36,90.2,73.7,84.0,,67.7,75.5,71.4,62.2,82,0,93,8,108,180,0,0,9,161,6,866,548,3.58,5.7,0.86,113
Todd Sibley Jr.,57382,HB,ALBANY,10,152,38,14,46.6,459,0,986,1,0,38,707,109.8,31,47,106,0,96,90.3,80.3,86.8,,73.1,52.0,84.5,54.9,95,0,78,9,198,176,0,0,10,161,10,986,707,4.65,6.5,0.39,56
Victor Dawson,148602,HB,MERRIMACK,11,152,30,10,33.2,248,0,746,1,0,30,531,68.9,14,40,385,1,28,80.6,85.9,24.5,,86.1,39.8,85.3,54.3,38,1,0,0,48,177,0,0,2,152,10,746,531,3.49,4.9,0.0,124
Anthony Woods,158969,HB,IDAHO,12,151,34,14,35.1,307,0,875,1,0,34,517,74.1,34,42,185,1,46,80.3,74.8,33.2,,37.8,50.7,77.5,58.2,39,2,9,6,112,163,0,0,9,157,3,875,517,3.42,5.8,0.08,105
Michael Brescia,149295,QB,COLGATE,11,150,44,5,18.2,162,0,654,1,0,30,401,76.4,30,49,142,5,95,63.0,66.4,79.3,54.1,62.2,48.0,78.3,60.5,68,3,18,1,5,340,234,25,2,126,13,888,659,4.39,5.9,3.6,11
Carlos Washington Jr.,63268,HB,SE LA,12,148,35,12,37.1,269,0,725,1,1,35,407,58.6,20,51,294,0,60,90.1,81.6,44.8,,59.4,73.3,82.5,51.2,39,1,137,21,127,202,0,0,25,169,15,725,407,2.75,4.9,1.08,76
Braedon Sloan,150238,HB,E KENTUCKY,12,147,21,6,21.4,135,0,631,4,15,21,371,48.3,16,32,159,1,16,82.3,74.4,86.5,,47.0,76.8,74.3,82.0,31,0,502,41,243,180,0,0,54,188,7,631,371,2.52,4.3,2.07,131
Que'shaun Byrd,64820,HB,BETH COOK,11,147,33,8,36.5,288,0,789,3,7,33,444,70.7,23,42,119,1,45,80.7,74.7,86.2,,51.5,63.2,78.8,68.9,81,0,186,24,252,189,0,0,34,171,9,789,444,3.02,5.4,0.74,94
Jermiah Dobbins,123503,HB,ABILENE CH,11,147,35,16,49.3,364,0,739,0,6,35,515,88.7,27,38,100,1,35,80.3,75.8,9.3,,45.9,63.1,77.9,84.0,59,2,98,15,160,163,0,0,17,162,7,739,515,3.5,5.0,0.61,112
Damonta Witherspoon,138062,HB,MURRAY ST,9,144,28,6,22.1,126,0,571,4,4,28,373,54.9,15,23,236,1,50,79.4,63.5,85.5,,70.5,34.9,67.3,60.6,29,0,55,7,127,169,0,0,15,151,1,571,373,2.59,4.0,0.43,92
Allen Smith,109138,HB,BROWN,10,142,14,4,22.3,100,0,447,2,13,14,315,35.4,6,38,123,0,58,83.3,68.2,85.5,,32.1,73.8,69.1,56.8,45,1,189,27,154,171,0,0,30,169,11,448,315,2.22,3.2,1.23,84
Caleb Johnson,90461,HB,MS VLY ST,9,143,20,4,20.2,103,0,510,1,4,20,362,40.5,14,29,228,0,39,90.1,64.6,84.9,,23.1,55.6,67.6,48.9,50,0,85,7,133,179,0,0,11,150,2,510,362,2.53,3.6,0.64,101
Darius Hale,150185,HB,CENT ARK,10,140,36,10,45.7,436,0,954,1,11,36,601,126.9,23,45,132,1,64,79.2,88.8,84.7,,60.6,60.9,90.5,66.6,75,0,194,19,108,162,0,0,20,159,10,954,601,4.29,6.8,1.8,73
Korey Bridy,78586,HB,VA MILT IN,9,139,23,2,9.9,49,0,496,5,1,23,349,39.9,10,27,336,1,13,80.7,57.8,85.8,,52.6,38.3,61.9,64.2,30,0,108,12,160,175,0,0,23,151,4,496,349,2.51,3.6,0.68,116
Pat Bowen,159446,HB,LIUSHAR,10,138,16,5,32.5,190,0,585,0,7,16,353,38.5,17,28,1298,1,54,79.2,73.2,44.5,,69.2,75.9,71.4,64.3,87,1,121,15,105,187,0,0,16,153,5,585,353,2.56,4.2,1.15,82
Coy Williams,139244,HB,DAVIDSON,12,134,19,7,39.8,310,0,778,0,0,19,494,52.3,15,48,149,4,94,54.4,72.6,87.1,,62.9,52.4,72.9,55.5,75,0,0,0,17,254,0,0,0,134,11,778,494,3.69,5.8,0.0,38
Dontae McMillan,103994,HB,WEBER ST,13,132,37,13,39.8,320,0,804,1,1,37,471,96.2,23,39,342,2,74,66.6,80.4,86.5,,17.7,53.7,85.7,57.6,54,0,38,9,122,151,0,0,11,141,6,804,471,3.57,6.1,0.31,58
Elijah Barnwell,57387,HB,MAINE,11,132,27,5,21.3,134,0,628,0,1,27,377,54.8,11,42,212,1,66,78.5,75.9,85.6,74.3,41.3,61.0,78.7,52.5,57,0,74,14,159,175,0,0,16,146,7,628,377,2.86,4.8,0.47,65
Draycen Hall,141635,HB,N ARIZONA,11,131,25,8,32.3,175,1,542,1,16,25,335,57.6,17,28,252,2,46,70.0,71.2,50.8,,54.3,83.7,66.0,57.3,54,1,343,51,247,154,0,0,65,182,2,542,335,2.56,4.1,1.39,78
Nick Ostmo,105623,HB,MONTANA,12,131,41,10,38.8,289,0,745,2,2,41,485,113.7,21,42,232,1,86,77.9,79.3,87.6,,15.9,58.5,83.4,58.6,80,0,139,9,129,165,0,0,12,140,7,745,485,3.7,5.7,1.08,44
C.J. Evans,121347,HB,AUSTINPEAY,11,131,31,8,34.0,217,0,639,1,1,31,332,59.6,16,34,116,0,68,89.7,69.9,84.1,,50.9,45.6,74.7,46.7,62,0,45,5,111,154,0,0,6,136,6,639,332,2.53,4.9,0.41,61
Gaige Garcia,129576,HB,LEHIGH,11,130,24,9,46.4,287,0,618,2,6,24,377,61.7,14,31,205,2,56,66.9,63.5,85.1,34.4,80.1,53.3,66.9,49.8,82,0,70,11,188,162,0,0,15,141,4,618,377,2.9,4.8,0.37,72
Amar Johnson,148220,HB,S DAK ST,15,130,23,13,43.1,321,0,744,4,3,23,425,59.4,19,35,292,0,79,89.4,77.7,37.1,,31.2,49.1,83.8,54.8,55,1,127,13,141,154,0,0,20,143,7,744,425,3.27,5.7,0.9,50
James Louis,139438,HB,MOREHEAD,11,130,26,8,44.4,342,1,770,1,4,26,498,80.9,18,30,234,1,50,77.7,76.8,45.6,,54.1,68.3,79.2,68.1,72,1,106,12,182,151,0,0,18,142,6,770,498,3.83,5.9,0.58,79
Al Wooten II,129571,HB,MERCER,11,129,34,9,33.0,167,0,506,0,1,34,426,85.6,15,29,219,3,70,53.4,69.5,9.1,,60.0,55.1,73.0,57.5,28,2,42,6,131,180,0,0,6,135,4,506,426,3.3,3.9,0.32,58
Kobe Johnson,109089,HB,N DAK ST,13,129,27,15,52.2,500,0,957,0,0,27,401,62.6,30,39,250,3,89,54.6,76.3,84.5,,24.5,49.0,77.9,61.4,75,0,36,5,60,172,0,0,6,134,9,957,401,3.11,7.4,0.6,39
Dom Williams,57256,HB,N IOWA,11,129,31,8,30.1,214,0,711,2,5,31,392,77.6,21,41,255,1,53,78.4,74.0,85.5,60.0,54.8,53.2,78.7,57.5,47,0,107,12,190,148,0,0,19,141,9,711,392,3.04,5.5,0.56,76
Alijah Jackson,104000,HB,ROB MORRIS,11,128,15,3,23.7,100,0,422,3,4,15,321,29.2,9,13,277,0,44,79.0,59.9,85.1,,44.6,58.7,61.4,46.6,52,0,170,35,201,149,0,0,47,163,0,422,321,2.51,3.3,0.85,79
Jalen Rouse,138095,HB,TENN STATE,11,128,22,9,36.5,213,0,583,2,8,22,396,66.3,16,24,308,0,45,89.4,72.8,84.8,,77.0,63.6,72.0,64.3,36,0,161,12,124,181,0,0,15,140,2,583,396,3.09,4.6,1.3,82
Damon Bankston,147854,HB,WEBER ST,12,128,32,12,42.5,308,0,725,1,0,32,453,85.2,22,33,342,0,78,89.3,81.6,85.9,,69.1,49.6,84.8,60.0,47,0,24,5,119,133,0,0,6,133,8,725,453,3.54,5.7,0.2,47
Bret Bushka,108927,QB,BUTLER,11,128,30,4,15.2,95,0,341,0,0,17,205,43.0,25,45,127,9,49,59.1,77.2,70.2,73.0,,52.9,72.2,60.8,36,2,0,0,5,347,286,38,0,90,5,627,340,2.66,4.9,0.0,24
Julius Loughridge,149316,HB,FORDHAM,12,128,43,19,49.9,463,0,927,0,2,43,574,152.9,32,50,168,0,54,89.9,91.8,84.1,,69.5,54.6,93.9,56.0,42,1,16,4,133,145,0,0,5,132,8,927,574,4.48,7.2,0.12,73
Vance McShane,148178,HB,N IOWA,11,128,30,11,32.7,233,0,713,0,2,30,371,70.3,22,32,255,1,60,78.3,73.8,85.2,,53.8,48.2,77.5,58.6,34,0,14,4,128,145,0,0,5,132,3,713,371,2.9,5.6,0.11,68
Jaden Stewart,153999,HB,PRVIEW A&M,10,128,27,9,38.5,275,0,715,0,4,27,427,78.3,17,32,270,1,60,77.2,73.6,82.1,,70.4,63.8,72.7,58.4,56,0,42,4,76,153,0,0,6,132,7,715,427,3.34,5.6,0.55,65
Sean Chambers,75888,QB,MONTANA ST,11,128,28,12,46.7,414,0,839,0,0,26,323,55.5,25,53,233,4,61,67.5,90.8,84.0,77.9,,48.0,84.2,60.1,78,0,0,0,6,226,47,5,0,123,19,886,335,2.62,6.9,0.0,46
TD Ayo-Durojaiye,109115,HB,VILLANOVA,10,127,36,9,39.5,266,0,674,3,4,36,439,102.4,15,30,334,1,62,78.1,76.7,83.2,,73.2,45.0,80.0,55.6,70,0,55,8,113,148,0,0,14,135,2,674,439,3.46,5.3,0.49,60
Nolan Grooms,108987,QB,YALE,10,125,20,7,26.5,191,0,492,0,0,12,276,40.9,21,41,352,6,58,43.8,85.3,76.9,77.7,,,78.1,60.0,54,1,0,0,0,338,229,35,0,90,6,721,406,3.25,5.8,,20
Karl Ligon,167136,HB,SOUTHERN U,11,125,27,7,34.0,196,1,576,2,5,27,349,66.2,15,31,297,2,41,65.4,74.1,30.4,,39.7,57.6,76.7,56.9,44,1,40,10,93,168,0,0,16,135,5,576,349,2.79,4.6,0.43,81
Tyvon Edmonds Jr.,148583,HB,MERRIMACK,11,124,20,7,34.0,196,1,576,0,1,20,396,52.8,13,23,385,1,27,77.2,74.5,20.9,,39.2,53.8,75.7,54.8,55,1,8,3,63,139,0,0,3,127,5,576,396,3.19,4.6,0.13,95
Matt LaRoche,57213,HB,JVILLE ST,11,124,19,10,37.9,248,0,654,2,1,19,368,46.7,18,30,196,1,37,76.9,66.5,82.6,,57.1,39.9,70.5,59.4,46,0,40,3,93,182,0,0,8,127,5,654,368,2.97,5.3,0.43,85
Ryan Butler,167652,HB,PRINCETON,10,124,37,4,21.4,109,0,509,5,7,37,371,95.4,8,44,272,2,77,66.4,67.8,84.9,,80.1,36.3,75.6,64.0,49,0,87,14,185,169,0,0,24,138,11,509,371,2.99,4.1,0.47,47
Jermaine Corbett,165051,HB,STHLSK,7,123,32,10,44.8,342,0,764,0,2,32,429,87.8,15,40,1470,1,75,77.3,78.6,33.4,,42.7,60.9,82.2,55.4,74,1,116,12,138,141,0,0,15,135,9,764,429,3.49,6.2,0.84,44
Amin Woods,149649,HB,MARIST,11,123,17,4,22.3,94,0,422,1,7,17,316,38.5,11,27,213,1,72,77.8,70.3,51.2,,74.1,68.1,70.3,68.9,32,1,177,37,194,136,0,0,41,160,6,422,316,2.57,3.4,0.91,50
Jameson Wang,148782,QB,CORNELL,10,123,24,2,6.9,45,0,309,0,0,11,144,22.4,15,45,147,4,36,70.6,72.2,77.4,61.4,,54.3,78.3,60.0,53,3,0,0,1,317,347,39,0,84,8,656,271,2.2,5.3,0.0,18
LaDarius Owens,105591,HB,TEXAS STHN,11,123,22,12,48.3,334,0,691,2,3,22,349,53.7,18,30,313,2,37,77.4,76.0,84.0,,53.8,50.8,80.7,51.4,39,1,80,9,117,189,0,0,12,132,5,691,349,2.84,5.6,0.68,80
Jacory Croskey-Merritt,102382,HB,ALABAMA ST,11,122,33,8,40.6,196,0,483,2,7,33,384,94.0,17,25,105,0,77,89.0,71.6,83.5,,32.9,63.1,74.6,49.1,50,0,144,12,121,163,0,0,18,134,4,483,384,3.15,4.0,1.19,41
Lindsey Scott Jr.,40219,QB,INCAR WORD,14,122,41,9,31.3,243,0,547,0,0,28,315,107.7,22,41,189,9,48,47.8,91.5,82.6,92.0,,54.3,63.0,60.1,64,2,6,1,1,413,230,32,1,91,11,777,494,4.05,6.4,6.0,17
Desmond Reid,159936,HB,W CAROLINA,10,122,38,18,50.5,423,0,838,0,11,38,536,150.5,30,41,344,0,58,89.1,90.4,82.9,,26.2,81.8,90.9,57.1,58,0,212,21,132,139,0,0,28,143,4,838,536,4.39,6.9,1.61,62
