player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Evan Beerntsen,103865,G,S DAK ST,15,100.0,0,292,76.9,89.3,74.0,1,5,359,100.0,100.0,99.2,3,6,0,826,0,0,0,826,376,376,825,0,450,0
Ryan Johnson,75832,G,YNGTOWN ST,13,100.0,0,353,67.4,65.7,67.6,4,11,413,100.0,100.0,97.7,2,17,2,824,0,0,0,824,432,432,824,0,392,0
Jaedon Garcia,164068,G,IDAHO ST,11,100.0,0,186,52.3,60.8,42.1,3,16,607,100.0,100.0,98.1,4,21,2,823,0,12,0,823,642,642,806,4,181,0
Jake Kubas,91363,G,N DAK ST,14,100.0,0,250,76.8,79.5,79.2,2,7,358,100.0,100.0,98.7,8,9,0,819,0,0,0,819,381,381,813,1,438,4
Alex Ramirez,175125,C,IDAHO ST,11,100.0,0,186,56.3,58.7,52.6,6,11,604,100.0,100.0,97.6,3,23,6,819,819,0,0,819,639,639,0,0,180,0
Wyatt Hughes,104613,C,FURMAN,12,100.0,0,170,68.6,76.6,65.5,3,6,428,100.0,100.0,98.7,2,10,1,819,809,0,0,819,452,452,10,0,367,0
Mike Davis,88702,T,IDAHO ST,11,100.0,0,186,55.8,52.9,61.1,6,28,605,100.0,100.0,96.7,4,37,3,819,0,0,819,819,640,640,0,0,179,0
Wes Delk,149211,G,TENN TECH,11,100.0,0,309,65.0,80.3,58.7,1,11,411,100.0,100.0,98.3,0,13,1,818,0,481,0,818,439,439,337,0,379,0
Drew Wilder,121876,C,E ILLINOIS,11,100.0,0,158,66.6,73.6,61.9,3,10,452,100.0,100.0,98.1,1,15,2,812,809,0,0,812,486,486,0,0,326,3
Nate Hodnett,138121,C,TENN TECH,11,100.0,1,309,52.1,60.1,50.1,2,12,408,100.0,100.0,97.8,6,16,2,812,812,0,0,812,436,436,0,0,376,0
Abdou Toure,104750,T,S ILLINOIS,13,100.0,0,295,51.7,60.7,53.1,9,31,466,100.0,100.0,95.1,9,43,3,805,0,0,0,805,487,487,1,804,318,0
Jeremiah Katt,129392,G,CHATTNOOGA,13,100.0,1,137,70.4,82.2,69.6,1,7,404,100.0,100.0,99.0,8,8,0,804,0,804,0,804,426,426,0,0,378,0
Jalen Armstrong,164010,C,AUSTINPEAY,12,100.0,0,116,64.3,71.0,61.1,2,5,390,100.0,100.0,97.8,2,12,5,804,723,0,80,804,421,421,0,0,383,0
Jake Green,104751,T,S ILLINOIS,13,99.9,1,295,64.5,71.8,57.6,4,15,465,99.8,99.8,95.6,4,30,11,801,0,4,797,802,486,487,0,0,315,0
Jabari Brooks,139059,G,SAMFORD,11,100.0,0,282,72.2,83.2,68.8,4,2,480,100.0,100.0,99.0,3,8,2,801,303,498,0,801,507,507,0,0,294,0
Darius Fox,154736,G,HOWARD,12,100.0,0,184,65.6,77.3,62.2,5,7,375,100.0,100.0,98.4,3,12,0,799,0,786,10,799,391,391,0,0,408,0
Brennan Smith,149139,T,AUSTINPEAY,12,99.9,3,116,57.2,52.0,62.5,0,13,388,100.0,99.8,96.3,8,21,8,797,0,0,0,798,418,419,0,794,379,3
John Ohnegian,159726,C,BUCKNELL,11,100.0,0,125,67.0,82.2,62.6,3,8,474,100.0,100.0,98.6,7,12,1,797,797,0,0,797,500,500,0,0,297,0
Matt O'Neill,88463,G,NEW HAMP,11,100.0,0,240,63.9,70.8,59.5,1,14,508,100.0,100.0,98.1,1,17,2,796,0,2,0,796,529,529,793,0,267,0
Lucas Portes,104641,G,FORDHAM,11,100.0,1,168,64.9,81.5,59.8,0,5,453,100.0,100.0,98.8,6,8,3,796,0,796,0,796,481,481,0,0,315,0
Ryan Coll,104688,G,RICHMOND,13,99.9,0,276,57.6,66.8,53.5,2,10,412,99.8,99.8,98.1,3,14,2,796,0,0,0,797,442,443,734,45,354,16
Daniel Keys,122104,T,STF AUSTIN,11,100.0,1,301,58.4,65.9,55.4,6,13,463,100.0,100.0,97.9,7,19,0,795,0,0,790,795,483,483,0,0,312,5
Deontae Graham,139334,T,JACKSON ST,11,100.0,1,194,70.0,72.1,64.0,1,10,430,100.0,100.0,98.3,2,13,2,794,0,0,0,794,464,464,0,791,330,3
Chandler Kirton,149107,G,AUSTINPEAY,12,99.9,1,116,64.2,79.1,59.6,2,7,386,100.0,99.8,98.3,6,11,2,794,81,11,0,795,417,418,700,1,377,2
Dylan Poirier,105466,T,NEW HAMP,11,99.7,1,240,70.4,86.0,53.5,3,7,508,100.0,99.6,98.4,3,13,3,794,0,1,792,796,527,529,0,0,267,2
John Stone,121658,C,E KENTUCKY,11,100.0,0,159,70.2,82.8,65.1,0,9,468,100.0,100.0,99.0,4,9,0,793,793,0,0,793,490,490,0,0,303,0
Vance Van Every,157514,C,TENN MARTN,11,100.0,0,310,62.6,62.7,60.2,2,6,389,100.0,100.0,99.0,0,8,0,792,792,0,0,792,402,402,0,0,390,0
Josiah Tingley,138187,G,TENN MARTN,11,100.0,1,310,64.1,64.0,61.8,5,10,388,100.0,100.0,97.8,2,16,1,792,29,762,0,792,402,402,0,0,390,0
Josiah Ezirim,104385,T,E KENTUCKY,11,100.0,0,159,84.7,80.1,84.3,0,13,466,100.0,100.0,98.6,3,13,0,792,0,1,0,792,490,490,0,790,302,0
Jacob Caughell,108524,C,S ILLINOIS,13,100.0,0,295,65.7,78.6,61.4,2,9,454,100.0,100.0,98.8,4,11,0,790,790,0,0,790,474,474,0,0,316,0
Peter Povey,155970,C,UC DAVIS,11,100.0,0,322,68.3,78.0,62.4,2,3,392,100.0,100.0,99.1,0,6,1,790,790,0,0,790,416,416,0,0,374,0
Ashton Grable,163953,T,FL A&M,13,99.7,3,164,52.9,71.7,50.4,5,10,412,99.8,99.5,97.5,10,18,3,789,0,0,586,791,434,436,179,21,355,4
Witt Mitchum,122607,T,N ALABAMA,11,99.2,1,389,49.0,49.6,48.0,5,17,412,98.6,98.7,96.1,5,27,5,789,0,0,703,795,442,448,0,52,347,31
Logan Weedman,149230,T,TENN TECH,11,100.0,0,309,56.1,55.8,58.2,5,25,404,100.0,100.0,95.8,5,32,2,789,0,0,0,789,431,431,292,493,358,4
Gavin Olson,104718,T,TENN MARTN,11,100.0,2,310,62.1,73.6,55.8,4,8,389,100.0,100.0,98.2,4,13,1,788,0,0,787,788,403,403,0,0,385,0
D'Andre Townes-Blue,172909,G,JACKSON ST,11,100.0,0,194,57.0,75.8,49.7,1,9,425,100.0,100.0,98.1,7,13,3,788,0,732,55,788,458,458,0,0,330,0
Payton Collins,104632,T,E KENTUCKY,11,99.9,1,159,71.2,74.6,70.0,1,15,467,100.0,99.8,98.1,8,17,1,785,0,0,784,786,490,491,0,0,295,1
Nolan Aloia,104640,T,FORDHAM,11,100.0,0,168,61.9,64.1,56.6,3,15,445,100.0,100.0,97.3,0,21,3,784,0,0,0,784,473,473,15,769,311,0
Jack Connolly,148640,G,BROWN,10,100.0,1,123,68.9,78.8,62.4,1,6,497,100.0,100.0,98.7,3,10,3,784,0,648,133,784,521,521,0,2,263,0
Drake Carroll,78248,G,TENN MARTN,11,100.0,0,310,60.5,65.8,57.7,1,11,388,100.0,100.0,97.9,2,14,2,784,0,0,0,784,402,402,784,0,382,0
Trevor Swan,162157,T,GEORGETOWN,11,100.0,0,172,57.9,64.4,51.4,5,13,449,100.0,100.0,97.6,2,20,2,782,0,0,0,782,476,476,0,779,306,2
Jimmy Poremba,109778,T,DRAKE,12,99.9,0,153,70.4,76.8,65.0,2,10,418,99.8,99.8,98.6,4,12,0,782,0,0,0,783,445,446,0,782,337,1
Eli Simonson,129712,T,UC DAVIS,11,100.0,0,322,60.9,62.5,56.7,7,13,387,100.0,100.0,96.6,0,23,3,782,0,0,782,782,410,410,0,0,372,0
Evan Henry,98085,C,JACKSON ST,11,100.0,1,194,66.8,67.6,66.1,3,8,429,100.0,100.0,98.0,6,14,3,782,781,0,0,782,461,461,0,0,321,0
Zack Gieg,90606,C,SE MO ST,11,100.0,3,293,58.6,56.7,59.7,0,19,439,100.0,100.0,97.4,9,21,2,780,780,0,0,780,466,466,0,0,314,0
Dylan DeMaison,53994,C,DAYTON,11,100.0,0,150,71.5,75.2,68.1,6,3,374,100.0,100.0,98.5,0,10,1,779,777,0,0,779,389,389,0,0,390,0
Kobe Sixkiller,159622,G,SE MO ST,11,100.0,0,293,59.0,67.0,55.3,3,12,441,100.0,100.0,97.6,2,18,3,777,0,0,0,777,468,468,777,0,309,0
Conor Clyde,149512,T,DAYTON,11,100.0,0,150,66.3,81.3,59.1,2,8,375,100.0,100.0,98.7,4,10,0,777,0,0,775,777,390,390,0,0,387,0
Ryan Iiams,155277,T,DAYTON,11,100.0,0,150,72.5,72.7,69.6,3,14,375,100.0,100.0,96.9,5,20,3,777,0,0,0,777,390,390,0,775,387,0
Kyle Schneider,102267,G,GARD-WEBB,11,99.9,0,171,58.7,86.5,50.4,1,3,401,99.8,99.8,99.3,2,5,1,775,0,0,2,776,420,421,772,0,355,2
Bennet Krebs,143182,C,DRAKE,12,100.0,2,153,62.1,62.9,62.9,2,12,414,100.0,100.0,98.1,10,15,1,774,774,0,0,774,441,441,0,0,333,0
Cameron Covin,102257,T,FL A&M,13,99.9,0,164,70.3,72.9,65.4,2,7,411,99.8,99.8,98.9,4,9,0,773,0,0,0,774,435,436,0,767,338,6
David Evbomenya,149306,T,FORDHAM,11,99.7,1,168,64.8,66.1,62.4,8,11,435,99.5,99.6,96.4,4,25,6,772,0,0,772,774,463,465,0,0,309,0
Ross Palmer,143186,G,DRAKE,12,100.0,0,153,79.9,72.6,81.9,1,14,414,100.0,100.0,98.2,0,15,0,772,0,0,0,772,441,441,772,0,331,0
Peter Bussone,89209,C,ILL STATE,11,100.0,0,188,68.9,82.4,62.6,2,7,413,100.0,100.0,98.9,1,9,0,771,771,0,0,771,430,430,0,0,341,0
Cooper Frazier,139071,C,SAMFORD,11,100.0,0,282,67.9,71.7,64.7,1,15,463,100.0,100.0,97.4,2,20,4,769,527,0,0,769,490,490,242,0,279,0
Sebastian Pares,171754,G,E ILLINOIS,11,100.0,0,158,74.2,78.4,71.7,0,3,432,100.0,100.0,98.5,2,8,5,768,0,387,2,768,461,461,378,0,307,1
Jake Parks,78284,G,UC DAVIS,11,99.6,0,322,60.4,81.0,53.0,1,4,381,99.2,99.3,98.8,3,7,2,768,0,0,0,771,404,407,574,188,364,9
Bardhyl Gashi,143021,G,COLGATE,11,100.0,0,142,69.2,64.8,72.3,1,6,398,100.0,100.0,98.1,4,11,4,767,51,207,1,767,415,415,507,0,352,1
Collin Gardner,141671,T,SO UTAH,11,100.0,0,298,72.4,87.1,59.5,1,9,388,100.0,100.0,98.2,2,12,2,765,0,0,763,765,407,407,0,0,358,2
Luke Popma,149327,T,GEORGETOWN,11,100.0,0,172,75.4,79.0,69.4,6,5,444,100.0,100.0,98.3,2,13,2,765,0,0,763,765,470,470,0,0,295,1
Nate Adams,146074,T,STF AUSTIN,11,99.9,0,301,61.4,77.1,51.6,4,11,441,99.8,99.8,97.8,4,17,2,764,0,0,0,765,460,461,0,762,304,1
Da'Metrius Weatherspoon,154759,T,HOWARD,12,100.0,0,184,77.5,79.2,73.4,2,8,356,100.0,100.0,98.0,2,12,2,764,0,0,110,764,371,371,0,643,393,8
Parker Althaus,108663,T,DRAKE,12,100.0,1,153,64.8,72.1,63.0,0,24,407,100.0,100.0,97.1,7,24,0,764,0,0,764,764,434,434,0,0,330,0
Lamar Morgan,138172,T,TENN MARTN,11,100.0,0,310,56.3,65.8,51.3,7,12,378,100.0,100.0,96.7,4,22,3,763,0,0,0,763,391,391,0,762,372,0
Tyler McLellan,88557,T,CAMPBELL,11,100.0,2,131,83.6,72.4,87.2,0,11,399,100.0,100.0,98.4,4,12,1,763,0,0,1,763,429,429,0,748,334,14
Isaiah Burch,88552,C,CAMPBELL,11,100.0,0,131,66.1,83.4,58.8,0,4,399,100.0,100.0,99.2,4,5,1,763,763,0,0,763,429,429,0,0,334,0
Riley Adcock,139051,C,MERCER,13,100.0,0,219,64.3,74.8,60.6,0,6,347,100.0,100.0,99.1,2,6,0,763,763,0,0,763,370,370,0,0,393,0
Parker Mitchell,159177,T,RICHMOND,13,100.0,0,276,57.8,52.9,57.5,6,19,395,100.0,100.0,94.8,2,33,8,762,5,0,1,762,424,424,0,741,338,15
Cameron Williams,142731,C,ALAB A&M,11,100.0,0,104,55.3,56.0,58.4,3,7,405,100.0,100.0,98.0,7,13,3,762,762,0,0,762,427,427,0,0,335,0
John Olmstead,98409,G,LAFAYETTE,12,100.0,0,203,54.8,66.0,51.7,3,5,338,100.0,100.0,98.2,3,10,2,761,0,0,0,761,348,348,761,0,413,0
Ryder Langsdale,149377,T,LAFAYETTE,12,100.0,1,203,86.6,87.9,83.0,1,4,338,100.0,100.0,99.3,5,5,0,761,0,1,759,761,348,348,0,0,413,1
Mike Barr,143090,C,LAFAYETTE,12,100.0,0,203,63.9,67.9,60.5,1,4,338,100.0,100.0,98.7,2,7,2,761,761,0,0,761,348,348,0,0,413,0
Alex Foster,150211,T,UTAHTC,11,100.0,0,1285,56.8,62.8,53.1,6,21,487,100.0,100.0,96.4,4,31,4,761,0,0,761,761,505,505,0,0,256,0
Brian Baucia,159745,G,LAFAYETTE,12,99.9,1,203,67.8,75.0,65.2,1,5,337,99.7,99.7,98.5,2,8,2,760,0,760,0,761,347,348,0,0,413,0
Brady Odom,147720,G,AUSTINPEAY,12,100.0,1,116,63.6,52.2,65.3,3,8,370,100.0,100.0,97.7,1,14,3,759,0,666,0,759,396,396,82,0,363,11
Stephane Voltaire,148475,T,VILLANOVA,13,100.0,1,334,62.8,76.9,58.2,1,6,315,100.0,100.0,97.0,7,13,6,759,0,0,758,759,327,327,0,0,432,0
Blaise Heshler,150755,G,SACR HEART,11,100.0,0,280,50.2,33.9,54.2,5,17,343,98.3,98.4,96.2,2,24,2,758,0,0,3,758,359,365,653,101,399,0
Jake Picard,142402,C,VILLANOVA,13,100.0,0,334,66.0,74.7,63.1,0,6,311,100.0,100.0,99.0,6,6,0,758,758,0,0,758,322,322,0,0,436,0
Keegan Holm,103903,G,STF AUSTIN,11,100.0,0,301,61.4,72.8,56.8,2,7,442,100.0,100.0,98.5,3,11,2,757,0,756,0,757,462,462,0,0,295,0
Evan Scribner,150781,C,SACR HEART,11,100.0,0,280,49.3,51.4,52.7,0,4,343,98.3,98.4,99.1,4,5,1,757,757,0,0,757,359,365,0,0,398,0
Mark Barthelemy,139451,T,NICHOLLS,11,100.0,2,243,69.4,67.6,72.2,5,6,363,100.0,100.0,98.5,9,11,0,757,0,0,757,757,387,387,0,0,370,0
Temi Ajirotutu,142389,T,VILLANOVA,13,100.0,0,334,68.1,72.1,63.7,2,12,315,100.0,100.0,97.1,1,16,2,756,0,0,6,756,327,327,0,749,429,0
Nick Correia,88610,G,RHODE ISLD,11,100.0,0,274,62.6,54.1,64.9,5,13,416,100.0,100.0,97.1,2,21,3,754,0,0,0,754,441,441,754,0,313,0
Sebastian Delasoudas,88609,C,RHODE ISLD,11,100.0,1,274,64.7,78.8,62.2,2,8,415,100.0,100.0,98.6,7,11,1,754,754,0,0,754,440,440,0,0,314,0
Rob Mihaly,177318,T,SACR HEART,11,100.0,1,280,64.1,70.2,61.9,6,13,342,98.3,98.4,96.9,4,20,1,754,0,0,749,754,358,364,0,0,396,5
Dawson Harrington,149717,T,STETSON,11,100.0,0,302,69.4,76.8,63.3,4,11,412,100.0,100.0,98.2,2,15,0,753,0,0,751,753,431,431,0,0,322,2
Quincy Jenkins,122299,G,CAMPBELL,11,100.0,1,131,62.7,73.1,58.2,0,4,392,100.0,100.0,99.5,3,4,0,753,0,26,0,753,422,422,727,0,331,0
Chad Staley,165355,C,STETSON,11,100.0,1,302,68.5,80.2,64.3,1,7,412,100.0,100.0,99.0,4,8,0,753,753,0,0,753,431,431,0,0,322,0
Stryker Rashid,165729,G,UTAHTC,11,100.0,1,1285,59.3,68.2,57.8,2,11,479,100.0,100.0,98.2,5,15,2,752,0,752,0,752,497,497,0,0,255,0
Austin Leausa,141684,T,SO UTAH,11,100.0,1,298,65.6,76.1,58.9,5,16,388,100.0,100.0,96.8,5,23,2,752,0,0,1,752,407,407,0,745,345,6
Christian Loving,174400,C,BETH COOK,11,100.0,0,119,58.2,71.0,51.2,1,12,385,100.0,100.0,98.3,0,13,0,751,751,0,0,751,415,415,0,0,336,0
Jake Pope,99114,T,ILL STATE,11,100.0,0,188,69.4,83.6,61.0,1,6,410,100.0,100.0,98.9,4,8,1,750,0,0,1,750,427,427,0,749,323,0
Lorenzo Thompson,88611,T,RHODE ISLD,11,100.0,1,274,84.5,84.8,81.3,3,5,413,100.0,100.0,98.3,6,11,3,749,0,0,749,749,438,438,0,0,311,0
Ayden Knapik,158979,T,IDAHO,13,100.0,2,185,63.0,57.6,63.5,1,18,416,100.0,100.0,97.2,5,21,2,749,0,0,748,749,439,439,0,0,310,0
Antuan Wells,156050,G,BETH COOK,11,99.9,1,119,51.0,57.4,47.2,4,12,384,99.7,99.8,97.1,4,19,3,749,0,547,202,750,414,415,0,0,335,0
Eric Brust Jr.,165332,G,STETSON,11,100.0,0,302,61.4,71.3,55.1,3,9,410,100.0,100.0,97.8,1,15,3,746,0,0,0,746,428,428,746,0,318,0
Tommy Inge,149975,G,VA MILT IN,11,100.0,2,336,53.9,70.3,49.9,0,12,386,100.0,100.0,97.7,6,15,3,746,0,0,0,746,409,409,746,0,337,0
Cole Holtz,139106,C,VA MILT IN,11,100.0,0,336,56.5,69.4,55.1,4,8,385,100.0,100.0,97.9,8,14,2,745,742,3,0,745,408,408,0,0,337,0
Cody Johnson,143049,C,FORDHAM,11,100.0,0,168,63.2,75.7,58.6,3,11,413,100.0,100.0,98.1,4,15,1,745,745,0,0,745,441,441,0,0,304,0
Carson Vinson,142734,T,ALAB A&M,11,99.9,1,104,73.8,76.4,71.2,1,11,393,99.7,99.8,97.7,7,15,3,744,0,0,740,745,414,415,0,0,330,4
Pearson Toomey,104749,T,FURMAN,11,99.9,1,170,78.4,81.8,71.5,1,6,386,99.7,99.8,98.3,2,10,3,743,0,0,735,744,409,410,0,2,334,7
Dyral McMillan,150413,G,NORFOLK,11,100.0,1,244,63.9,66.0,63.0,5,5,302,100.0,100.0,97.7,3,12,2,742,0,0,0,742,324,324,734,5,418,1
Isaiah Bunn,170580,G,E KENTUCKY,11,100.0,0,159,61.6,61.6,61.1,3,16,443,100.0,100.0,97.2,3,22,3,742,0,67,1,742,465,465,673,0,277,0
Nic Cruji,164552,G,MAINE,11,100.0,0,212,51.7,49.8,50.3,4,17,458,100.0,100.0,97.5,2,22,1,741,18,71,0,741,475,475,652,0,266,0
Jonny Bottorff,134531,C,N ARIZONA,11,100.0,0,252,70.7,81.3,68.2,0,5,340,100.0,100.0,99.3,1,5,0,741,741,0,0,741,358,358,0,0,383,0
Malik Pete,162358,T,TARLETON,11,100.0,0,401,66.4,84.3,56.3,2,2,340,100.0,100.0,98.5,2,7,3,741,0,0,741,741,356,356,0,0,385,0
Sean Dugery,176903,C,ALBANY,12,99.9,3,106,53.9,48.3,55.4,1,14,389,100.0,99.8,97.6,6,17,2,740,740,0,0,741,413,414,0,0,327,1
Will Reid,139122,T,VA MILT IN,11,99.1,0,336,53.2,67.4,45.8,4,5,379,98.2,98.3,96.7,3,17,8,739,0,0,677,746,402,409,0,0,337,69
Trevaris Hammond,174396,T,BETH COOK,11,100.0,0,119,62.2,74.0,54.7,1,13,378,100.0,100.0,97.6,4,16,2,738,0,0,0,738,407,407,0,738,331,0
Hunter Smith,155264,G,TARLETON,11,100.0,1,401,75.3,86.6,72.5,0,2,339,100.0,100.0,99.4,2,3,1,738,0,738,0,738,355,355,0,0,383,0
Dillon Brooks,123475,G,TARLETON,11,100.0,0,401,69.8,82.4,65.9,1,5,339,100.0,100.0,99.1,1,6,0,738,0,0,0,738,354,354,738,0,384,0
Tyriq Poindexter,149980,T,VA MILT IN,11,100.0,3,336,52.8,54.0,59.9,4,13,377,100.0,100.0,97.2,13,19,2,737,0,0,31,737,400,400,0,706,337,0
Baraka Beckett,81883,G,CAMPBELL,11,100.0,1,131,72.6,83.4,68.0,1,8,379,100.0,100.0,98.5,4,10,1,737,0,737,0,737,409,409,0,0,328,0
