player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Cooper Barkate,159333,WR,HARVARD,9,10.8,5,54.8,40.0,4,10,0,7.0,3,-0.1,27,179,0,71.0,77.9,77.8,,77.8,0.0,0,2,42,0.0,0,227,2,41.4,40,94.3,214,30.0,68,78.5,73,3,70.0,159,498,228,5.7,12.5,2.33
Jermaine Jackson,141559,WR,IDAHO,13,9.0,6,68.1,20.0,1,5,0,7.5,4,0.1,22,185,1,70.2,27.9,63.2,,62.4,0.0,0,2,42,0.0,0,443,0,48.0,49,94.6,419,73.6,326,85.9,72,1,26.2,116,588,278,5.7,12.0,1.4
Jamarii Robinson,170735,WR,N COLORADO,11,11.6,4,61.1,53.8,7,13,1,13.7,7,-0.2,23,253,1,50.7,29.1,65.8,,64.9,0.0,0,1,48,0.0,0,240,3,36.3,44,97.5,234,23.8,57,85.0,72,2,76.3,183,493,231,5.3,11.2,2.11
Jermaine Braddock,84400,WR,PORTLAND,11,10.4,9,76.1,54.5,6,11,0,5.3,3,0.24,34,269,0,78.0,77.0,82.1,62.1,83.1,0.0,0,1,64,0.4,1,268,1,48.6,54,92.9,249,87.7,235,130.1,71,7,11.9,32,641,262,4.9,11.9,2.57
Fabian McCray,97862,WR,JACKSON ST,11,14.3,9,62.0,41.7,5,12,0,6.4,3,0.02,20,194,1,67.0,42.4,62.9,,63.7,0.0,0,1,47,0.0,0,367,3,43.1,44,93.2,342,6.5,24,101.6,71,4,93.5,343,595,184,4.2,13.5,1.74
Mekai Felton,143042,WR,FORDHAM,11,9.2,8,70.4,50.0,4,8,1,10.7,6,0.18,30,168,0,60.0,74.0,65.1,,65.7,0.0,0,0,44,0.0,0,428,1,50.1,50,94.6,405,99.1,424,130.3,71,8,0.9,4,545,192,3.8,10.9,1.35
Jourdan Townsend,105717,WR,DELAWARE,13,9.7,4,69.0,30.0,3,10,0,3.9,2,0.06,22,151,1,81.4,70.7,66.1,,64.9,0.3,1,1,59,0.0,0,400,0,45.1,49,95.3,381,93.3,373,106.5,71,3,5.3,21,660,291,5.9,13.5,1.73
Takairee Kenebrew,91450,WR,N ALABAMA,10,12.9,11,57.7,50.0,6,12,0,12.8,6,0.02,29,389,0,54.0,73.1,78.1,63.4,78.1,0.0,0,0,59,0.4,1,261,0,39.6,41,95.4,249,20.7,54,129.0,71,10,79.3,207,668,273,6.7,16.3,2.68
Elijah Steward,159749,WR,LAFAYETTE,12,12.4,8,75.7,50.0,6,12,0,3.6,2,0.23,30,203,0,83.1,75.8,74.0,,74.9,0.0,0,1,63,0.0,0,325,2,47.9,53,96.9,315,24.9,81,128.2,70,5,75.1,244,759,276,5.2,14.3,2.41
Caleb Chapman,84441,WR,INCAR WORD,10,16.3,1,54.3,42.9,6,14,0,11.6,5,0.28,27,189,0,50.5,72.7,71.0,,69.7,0.0,0,4,64,0.0,0,295,2,49.5,38,95.9,283,8.1,24,100.4,70,8,91.9,271,651,171,4.5,17.1,2.3
