player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Aidan Bouman,122508,QB,S DAKOTA,14,76.9,295,314,9.7,2.58,1,25,7.5,68.2,214,0,95,5.7,335,13,0.27,127,291,70.8,91.9,91.5,70.2,9,4,356,2,50.7,14.7,112.7,4.2,14,6,2,7,19,7,2.0,2938,9.4
Jake Stearney,171991,QB,COLGATE,11,74.3,288,313,7.0,2.49,3,8,2.5,64.9,203,0,79,5.1,340,11,-0.14,95,142,70.2,56.4,57.0,53.4,8,13,348,1,41.5,13.9,75.5,3.2,11,16,0,14,11,12,3.4,1872,6.0
Drew VanVleet,177653,QB,DAYTON,11,73.9,280,313,7.7,2.63,2,4,1.2,62.3,195,0,90,5.8,371,12,-0.23,109,150,47.8,61.8,61.9,57.5,3,10,389,5,40.4,40.0,86.1,9.7,36,13,0,28,18,17,4.4,1972,6.3
Victor Gabalis,131932,QB,TARLETON,12,72.6,296,308,12.6,2.43,2,27,8.3,62.3,192,0,45,10.7,340,23,0.23,129,401,56.4,87.9,88.9,53.9,4,11,358,1,50.6,26.7,103.1,3.5,12,19,1,5,23,15,4.2,2884,9.4
Nate Glantz,157587,QB,LNDNWD,12,68.7,284,306,9.9,2.83,3,16,4.9,58.5,179,0,113,8.2,378,16,-0.11,109,949,44.6,65.8,58.8,71.5,2,11,400,1,40.7,35.4,86.2,10.6,40,31,1,16,17,17,4.3,2334,7.6
Anthony Chiccitt,141376,QB,ROB MORRIS,11,75.3,275,304,6.7,2.55,11,13,4.1,64.8,197,0,112,4.8,346,10,-0.04,106,277,63.7,75.5,74.6,65.3,11,7,363,6,40.2,16.1,92.6,5.2,18,23,0,7,14,7,1.9,2245,7.4
Simon Romfo,148126,QB,N DAKOTA,12,68.4,288,301,8.3,2.68,5,8,2.4,60.8,183,0,101,7.1,368,14,-0.04,117,249,47.3,66.1,61.9,66.0,2,8,398,0,44.8,24.8,90.0,6.8,25,40,0,6,18,10,2.5,2053,6.8
Tommy Mellott,147646,QB,MONTANA ST,16,79.0,281,301,9.2,2.67,8,24,7.8,67.1,202,0,91,9.0,353,20,0.39,150,233,58.0,94.1,91.2,92.3,4,2,362,4,55.5,11.0,128.0,2.8,10,41,0,8,31,7,1.9,2774,9.2
Jarrett Guest,97997,QB,BRYANT,9,70.0,280,301,9.1,2.76,3,18,5.8,59.8,180,1,88,8.2,338,16,0.0,105,124,63.3,75.9,73.9,67.5,7,5,347,2,41.4,15.9,87.6,4.1,14,21,4,7,14,7,2.0,1957,6.5
Eric Phoenix,177526,QB,SCAR STATE,11,70.3,290,300,9.1,2.67,3,14,4.4,62.7,188,0,87,7.8,354,16,0.19,121,290,54.5,75.3,78.2,57.1,2,8,376,3,44.1,21.8,102.3,5.4,19,35,1,4,20,8,2.1,2654,8.8
Joe Pesansky,149434,QB,HOLY CROSS,12,66.5,284,299,12.9,2.94,4,22,7.0,59.2,177,0,124,6.3,353,12,0.2,123,181,48.8,81.3,80.8,62.8,3,6,372,2,46.5,12.1,97.7,4.2,15,39,3,5,19,12,3.2,2405,8.0
Danny Lauter,162145,QB,GEORGETOWN,10,67.0,273,288,7.2,2.23,3,6,2.0,60.8,175,0,66,4.4,310,8,-0.16,97,172,61.3,59.1,61.8,45.1,7,10,327,1,43.2,16.7,78.0,3.5,11,11,1,4,11,10,3.1,1869,6.5
Darius Perrantes,103934,QB,DUQUESNE,10,62.7,279,287,13.0,2.48,2,22,7.3,57.5,165,0,74,5.7,299,10,0.29,108,155,36.6,76.4,80.1,40.3,1,15,312,7,46.2,6.8,95.8,1.7,5,6,0,5,29,15,4.8,2335,8.1
Ty Pennington,185022,QB,N ARIZONA,12,74.6,264,284,8.7,2.91,2,20,6.7,65.1,185,0,114,6.1,338,12,0.04,112,252,40.2,88.7,84.1,76.6,1,2,355,3,46.4,23.7,102.3,8.0,27,27,0,17,13,11,3.1,2289,8.1
Collin Hurst,177732,QB,PRESBYTERN,12,74.2,267,283,8.3,2.56,5,16,5.3,65.7,186,0,78,6.1,339,12,0.2,108,271,29.0,74.9,73.0,66.6,6,4,358,2,46.0,28.2,105.3,6.5,22,32,2,3,17,12,3.4,2331,8.2
Jake Cady,167521,QB,WAGNER,11,68.4,250,282,10.1,2.74,6,17,5.6,54.3,153,0,102,10.5,332,18,-0.12,87,338,69.1,70.9,71.2,60.7,2,8,354,4,35.5,16.7,82.2,5.1,17,33,0,24,17,12,3.4,1803,6.4
Jaden Craig,159342,QB,HARVARD,10,69.0,268,281,11.2,2.87,3,22,7.4,60.5,170,0,79,8.1,314,15,0.18,111,179,53.1,81.4,82.4,52.9,1,3,333,0,44.9,20.3,111.4,5.1,16,17,1,8,23,10,3.0,2432,8.7
Will McElvain,88639,QB,CENT ARK,10,72.9,266,277,7.4,2.68,1,11,3.8,65.3,181,0,83,6.7,309,13,0.07,99,132,36.7,64.5,65.5,52.8,3,7,321,3,45.0,14.5,97.0,3.9,12,15,0,7,16,10,3.1,2109,7.6
Kekoa Visperas,147588,QB,E WASHGTON,11,79.4,267,275,6.1,2.74,2,11,3.9,73.5,202,0,66,4.7,318,10,0.21,109,161,75.1,80.7,75.3,74.3,1,3,328,0,48.7,21.2,112.3,4.4,14,25,0,5,17,5,1.5,2177,7.9
Cam'Ron Ransom,147110,QB,BETH COOK,11,71.3,247,273,8.9,2.72,3,15,5.0,61.2,167,0,111,5.1,314,9,-0.02,86,119,25.9,69.6,75.3,52.9,8,5,342,5,42.0,22.5,87.3,8.0,25,16,2,13,11,8,2.3,1864,6.8
Elijah Owens,171426,QB,INDIANA ST,11,77.9,244,269,7.1,3.26,2,9,3.2,67.3,181,0,141,4.7,350,9,-0.01,99,191,52.6,75.6,67.8,74.6,4,5,367,4,44.0,21.3,91.9,8.6,30,51,2,17,12,10,2.7,1720,6.4
Logan Fife,128176,QB,MONTANA,13,72.5,247,267,8.1,2.71,7,8,2.8,63.3,169,0,92,5.6,302,10,0.09,99,232,56.4,78.3,78.7,62.2,4,2,318,1,45.7,15.2,99.1,4.6,14,20,1,8,14,6,1.9,1915,7.2
Tyler Knoop,108982,QB,STNY BROOK,11,76.2,252,267,7.3,2.64,6,10,3.5,68.5,183,0,107,4.7,315,9,0.17,113,303,39.0,74.7,77.1,54.4,2,4,332,0,47.6,15.0,107.2,5.1,16,32,1,6,18,9,2.7,2035,7.6
Myles Burkett,158691,QB,ALBANY,9,63.5,252,267,11.5,2.73,7,13,4.7,54.7,146,0,124,8.8,326,14,-0.06,95,106,57.2,62.9,61.0,64.1,3,7,336,3,41.4,21.0,78.0,8.0,26,32,0,5,10,11,3.3,1846,6.9
Blaine Hipa,167662,QB,PRINCETON,9,62.9,248,265,11.4,3.04,6,15,5.3,55.1,146,0,109,6.4,335,10,-0.25,86,272,26.4,47.1,49.9,47.6,3,15,356,5,36.1,33.9,63.2,11.0,37,33,0,8,10,25,7.0,1665,6.3
Myles Crawley,141731,QB,GRAMBLING,10,67.8,236,264,10.8,2.67,3,9,3.2,55.7,147,0,106,8.1,293,13,-0.17,70,177,54.2,57.0,59.1,49.8,4,9,310,5,34.1,14.2,73.4,5.1,15,13,0,21,11,9,2.9,1600,6.1
Sean Brown,123871,QB,TOWSON,10,74.8,242,263,9.4,2.69,3,14,5.0,62.4,164,0,92,9.4,302,17,0.0,104,317,29.4,72.3,72.2,57.3,2,8,323,0,46.0,23.9,87.7,7.3,22,17,2,14,12,12,3.7,1965,7.5
Sam Vidlak,146333,QB,STF AUSTIN,9,74.2,244,258,9.4,2.56,3,17,6.5,67.1,173,0,79,4.4,279,8,0.31,104,301,60.4,82.7,83.1,50.1,1,4,283,2,49.5,15.2,124.7,4.3,12,9,0,10,27,6,2.1,2370,9.2
Robert Coleman,76149,QB,LAMAR,11,63.8,243,258,10.5,2.6,5,12,4.3,52.3,135,2,76,12.9,290,20,-0.09,82,204,66.7,69.8,63.9,74.1,4,8,317,3,36.9,25.0,80.9,6.6,19,12,2,4,15,6,1.9,1778,6.9
JaCobian Morgan,123050,QB,JACKSON ST,14,72.5,233,252,10.6,2.46,3,19,7.2,63.9,161,1,108,4.7,290,8,0.19,105,194,29.4,69.3,67.9,63.4,5,8,305,5,47.6,15.7,106.3,5.9,17,20,2,9,21,12,3.9,2204,8.7
Jack Capaldi,163883,QB,FORDHAM,11,60.9,243,251,12.5,2.85,1,17,6.5,49.4,124,0,82,16.2,311,24,-0.3,75,168,22.6,53.4,56.1,49.5,4,10,322,3,32.5,42.7,63.4,11.3,35,25,0,3,8,23,7.1,1573,6.3
Camden Coleman,170901,QB,RICHMOND,11,73.3,243,251,10.7,2.67,1,11,4.3,64.1,161,0,57,9.6,282,17,0.33,104,276,65.4,85.2,83.2,67.9,2,5,288,0,51.8,22.8,99.0,4.6,13,18,1,4,13,7,2.4,2081,8.3
Trey Hedden,185848,QB,FURMAN,10,67.8,236,250,9.6,2.37,7,11,4.2,60.0,150,0,79,6.3,277,10,-0.08,77,170,27.0,64.0,66.3,47.3,3,9,291,4,38.3,30.4,83.9,8.7,24,3,0,4,13,16,5.5,1767,7.1
Grant Jordan,151147,QB,YALE,9,74.9,239,249,10.8,2.72,4,19,7.1,66.3,165,0,55,7.8,297,14,0.23,102,352,63.3,87.0,82.4,76.6,3,3,315,2,49.2,18.2,114.2,3.4,10,35,0,3,22,7,2.2,1942,7.8
Ty'Jarian Williams,178887,QB,MS VLY ST,12,62.0,234,248,10.0,2.46,4,7,2.7,54.4,135,0,109,6.9,280,10,-0.15,78,228,50.9,60.2,49.2,73.6,5,13,292,0,35.4,19.3,69.8,7.5,21,10,0,5,11,18,6.2,1748,7.0
Darius Wilson,148492,QB,WM & MARY,12,72.8,232,248,8.4,3.32,6,9,3.3,62.1,154,0,126,8.9,331,15,0.11,117,348,61.8,80.3,74.2,73.9,0,8,356,1,46.2,15.1,89.4,5.7,19,64,0,10,12,7,2.0,1960,7.9
Justin Fomby,103928,QB,NC A&T,11,67.0,233,245,10.4,2.54,0,8,3.0,58.8,144,0,77,7.7,271,12,-0.08,75,246,42.0,59.1,61.2,49.1,5,9,293,6,38.0,26.0,76.5,7.4,20,6,0,7,10,16,5.5,1593,6.5
Xzavier Vaughn,102342,QB,ALCORN ST,12,68.3,224,242,7.7,2.81,4,7,2.8,57.0,138,0,102,9.8,312,15,-0.08,90,107,54.0,61.6,48.4,77.0,1,5,328,2,41.0,23.5,73.5,7.7,24,45,0,13,5,12,3.7,1485,6.1
T.J. Smith,156533,QB,N ALABAMA,11,71.9,228,240,10.6,2.92,3,25,9.7,61.7,148,0,87,9.8,276,16,0.16,99,389,65.7,86.5,85.8,69.9,1,8,295,3,45.3,17.2,96.8,5.4,15,21,0,8,16,12,4.1,2018,8.4
Dante Chachere,103930,QB,PORTLAND,11,65.2,230,240,11.9,3.1,1,9,3.5,60.0,144,0,111,4.0,308,6,0.16,102,269,37.1,63.6,58.7,66.9,1,7,328,2,45.5,19.8,90.5,7.1,22,39,0,8,12,15,4.6,1955,8.1
John Michalski,177310,QB,SACR HEART,11,69.2,211,240,8.2,2.5,7,7,2.8,54.6,131,0,83,10.3,284,15,-0.29,66,280,29.4,63.0,54.5,69.7,5,6,292,2,33.8,27.7,65.2,8.1,23,20,4,13,5,10,3.4,1214,5.1
Johnathan Bennett,104158,QB,CITADEL,12,59.2,218,239,11.0,2.77,2,9,3.6,50.6,121,0,101,6.2,273,8,-0.1,72,139,47.5,63.2,53.0,73.4,1,8,286,7,36.3,18.8,71.2,7.0,19,15,0,18,8,9,3.1,1705,7.1
Jayden Johannsen,108935,QB,MURRAY ST,12,62.6,230,238,9.8,2.4,2,10,4.0,56.3,134,0,77,6.9,265,10,-0.3,66,236,60.3,59.4,58.5,58.2,3,13,278,0,35.1,20.8,62.3,6.0,16,10,0,3,7,17,6.1,1498,6.3
Ja'Shawn Scroggins,160545,QB,HOWARD,10,61.3,222,237,10.1,2.87,3,1,0.4,54.0,128,0,95,5.9,286,8,-0.25,83,184,53.7,60.8,51.3,76.6,4,9,301,5,35.0,27.4,67.4,9.1,26,22,0,8,9,11,3.7,1334,5.6
Chase Artopoeus,100577,QB,CHATTNOOGA,9,66.5,224,237,10.2,2.46,5,15,6.1,59.1,140,0,58,6.0,265,9,0.16,93,137,62.2,77.5,74.6,72.1,4,6,274,3,47.9,20.7,90.6,4.5,12,16,1,3,11,6,2.2,1956,8.3
Davin Wydner,163672,QB,W GEORGIA,11,68.2,220,236,9.6,2.97,2,6,2.4,60.6,143,2,92,4.7,273,7,0.08,81,1177,37.4,66.8,64.4,66.7,3,1,291,5,44.7,14.1,93.7,4.8,13,24,1,10,9,7,2.4,1708,7.2
Matthew Downing,82120,QB,ELON,11,72.9,221,235,11.5,2.88,5,20,8.1,61.7,145,0,87,9.9,288,16,0.09,90,162,69.1,85.6,87.0,57.2,2,4,305,0,43.1,31.0,105.5,9.4,27,26,1,6,16,4,1.3,2050,8.7
Walker Harris,150449,QB,NC CENT,10,72.1,222,232,11.0,2.48,3,17,6.9,60.8,141,0,71,11.9,257,19,0.13,84,247,52.7,72.9,72.3,62.2,1,6,271,5,43.6,22.5,101.7,6.2,16,9,0,6,18,10,3.7,1885,8.1
Reggie Graff,165710,QB,UTAHTC,12,66.5,209,225,7.3,2.47,4,3,1.3,56.4,127,0,88,8.6,251,12,-0.15,71,1285,55.3,68.2,57.4,74.2,4,5,264,3,41.0,14.8,81.4,5.2,13,13,1,7,10,8,3.0,1443,6.4
Cornelious Brown IV,98356,QB,ALAB A&M,11,66.8,211,223,10.4,2.62,3,5,2.1,57.4,128,0,75,9.2,245,13,0.05,82,104,60.5,72.2,72.1,60.5,2,7,259,1,43.7,16.0,85.8,4.9,12,9,0,7,12,10,3.9,1662,7.5
Jaylen King,170801,QB,E TENN ST,10,61.4,210,222,12.9,2.77,3,5,2.1,52.3,116,0,87,10.1,254,13,-0.12,73,157,68.2,57.2,54.7,61.0,5,11,274,3,39.8,18.4,67.4,6.3,16,16,0,4,9,9,3.3,1541,6.9
Reagan Andrew,161309,QB,BUTLER,12,74.1,205,218,10.1,2.47,7,15,6.5,64.7,141,0,52,7.2,246,11,0.24,81,127,69.0,89.0,83.4,75.8,2,6,259,1,48.8,21.2,95.7,4.5,11,16,1,3,11,7,2.7,1799,8.3
Devin Farrell,157658,QB,RHODE ISLD,10,67.2,201,214,11.6,2.54,4,12,5.3,57.5,123,0,69,8.9,245,12,0.03,84,274,48.1,80.2,74.1,75.2,2,8,258,1,46.9,17.4,83.9,4.9,12,17,0,7,11,11,4.3,1661,7.8
Amari Odom,178686,QB,WOFFORD,8,66.8,205,213,11.8,2.9,1,18,7.9,54.9,117,0,100,14.6,242,20,-0.13,71,350,23.0,68.1,70.0,51.2,2,6,259,1,38.4,16.0,77.7,6.6,16,12,2,3,7,15,5.8,1567,7.4
Jackson Berry,147830,QB,SO UTAH,10,73.1,186,204,9.3,3.03,4,5,2.3,63.2,129,0,73,5.1,251,7,0.16,87,298,80.2,77.7,75.2,66.8,0,3,266,1,45.0,27.4,100.2,8.0,20,27,0,14,12,3,1.1,1566,7.7
Tak Tateoka,172179,QB,STTHOM,11,61.3,186,202,11.7,2.59,5,10,4.7,53.5,108,0,73,5.3,228,6,-0.07,59,1129,46.6,61.9,59.2,60.0,5,5,237,3,37.7,20.5,79.3,6.6,15,11,0,6,10,12,5.1,1284,6.4
Noah Bodden,150881,QB,SOUTHERN U,9,56.1,189,201,11.5,2.76,0,6,2.8,47.3,95,0,64,10.4,214,11,-0.2,58,297,46.7,54.1,52.8,61.0,3,8,226,3,34.6,12.5,59.1,3.7,8,5,1,8,5,14,6.2,1250,6.2
Jackson Proctor,148851,QB,DARTMOUTH,7,72.2,187,198,8.4,2.64,2,11,5.4,67.7,134,0,60,0.7,224,1,0.19,83,148,63.5,86.6,78.0,83.7,3,3,229,1,47.3,13.3,107.1,3.6,8,16,2,4,13,6,2.6,1571,7.9
