player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Tyler Riddell,102355,QB,E TENN ST,13,70.7,317,345,10.0,2.82,6,17,4.7,62.0,214,0,109,4.5,384,10,0.04,127,157,35.9,71.3,68.4,66.9,1,5,402,5,43.0,22.0,97.6,6.3,24,15,2,19,20,18,4.5,2530,7.3
Breylin Smith,33893,QB,CENT ARK,10,73.5,321,342,10.3,2.57,5,25,7.0,64.0,219,0,103,7.2,373,17,0.15,130,132,64.2,90.1,89.3,63.2,1,10,390,3,47.7,16.5,103.8,4.6,17,11,2,13,26,9,2.3,2893,8.5
Tommy Schuster,108954,QB,N DAKOTA,10,77.5,311,340,6.8,2.67,4,10,2.9,64.4,219,0,109,9.1,367,22,0.12,118,249,71.2,81.5,81.1,61.5,2,7,379,2,47.1,5.5,86.9,1.6,6,21,4,19,12,10,2.6,2278,6.7
Daniel Smith,88625,QB,VILLANOVA,13,67.4,322,334,12.8,2.55,7,33,9.3,55.4,185,0,98,14.7,368,32,0.02,115,334,41.6,88.8,87.8,64.9,0,10,390,0,41.6,14.3,91.6,3.8,14,19,0,5,24,13,3.3,2557,7.7
Jawon Pass,40916,QB,PRVIEW A&M,12,70.8,315,332,9.4,2.42,6,20,5.8,60.5,201,1,101,9.9,393,22,0.02,114,270,30.0,63.6,62.8,59.6,3,12,407,4,42.2,22.8,87.5,5.9,23,27,1,7,16,20,4.9,2709,8.2
Zerrick Cooper,40465,QB,JVILLE ST,10,64.9,302,325,9.3,2.58,6,12,3.4,53.5,174,1,114,11.2,367,22,-0.05,108,196,42.8,61.6,64.2,51.6,1,7,390,3,41.1,17.5,78.5,5.4,20,20,0,16,13,21,5.4,2140,6.6
Seth Morgan,103954,QB,VA MILT IN,10,69.2,305,324,8.5,2.28,6,18,5.2,61.4,199,0,78,5.7,352,12,-0.03,108,336,74.8,59.7,57.2,63.1,0,11,375,0,42.9,16.7,80.8,3.7,13,14,0,13,14,16,4.3,2120,6.5
Mason Randall,91728,QB,SAN DIEGO,11,68.9,312,317,9.0,2.39,3,21,6.3,63.4,201,0,88,6.5,334,14,-0.07,107,283,71.6,76.2,72.3,74.3,1,7,354,0,45.8,13.6,87.7,3.6,12,5,0,1,12,15,4.2,2235,7.1
George Martin,103959,QB,ROB MORRIS,10,69.3,306,316,8.9,2.48,3,10,3.0,60.4,191,0,89,9.9,347,21,-0.08,109,277,48.0,62.8,61.0,59.0,2,7,371,0,42.7,24.7,84.9,6.3,22,9,0,5,14,17,4.6,2043,6.5
Juwan Carter,91113,QB,NORFOLK,11,71.8,298,311,9.7,2.45,5,18,5.5,63.3,197,1,92,7.9,366,17,0.25,130,244,38.5,83.4,79.1,74.0,0,5,383,2,50.8,21.7,104.1,5.5,20,34,0,8,21,11,2.9,2495,8.0
Felix Harper,13753,QB,ALCORN ST,11,68.1,304,310,10.4,2.79,3,16,4.8,61.9,192,0,143,7.2,381,15,0.13,123,107,46.3,83.0,77.9,74.4,2,5,408,1,44.1,23.1,102.0,8.7,33,38,1,0,20,11,2.7,2494,8.0
Quinton Williams,102366,QB,HOWARD,11,67.8,289,309,10.7,2.85,2,14,4.3,59.2,183,0,112,6.6,366,13,-0.04,120,184,42.7,67.6,67.2,60.2,1,7,384,3,41.8,24.1,91.7,7.4,27,30,0,17,16,14,3.6,2405,7.8
Cody Orgeron,23693,QB,MCNEESE,11,72.1,283,307,8.7,2.95,5,9,2.8,58.0,178,0,136,12.7,402,26,0.0,125,217,66.0,75.6,75.2,63.6,1,3,420,1,41.8,29.4,89.8,10.0,40,53,0,18,14,11,2.6,2080,6.8
Steven Duncan,40211,QB,TARLETON,11,69.5,292,302,10.9,2.53,1,27,8.5,61.6,186,0,92,8.4,334,17,0.13,108,401,46.8,75.2,74.1,60.1,1,9,349,0,44.0,14.1,96.0,3.9,13,18,2,6,19,15,4.3,2469,8.2
Cole Smith,109050,QB,PRINCETON,10,73.8,282,302,9.6,2.61,5,16,5.1,66.6,201,0,88,3.4,364,7,0.07,121,272,62.5,81.9,82.6,62.0,4,8,378,2,46.7,38.6,97.5,9.3,34,25,3,8,14,9,2.4,2573,8.5
Jett Duffey,41634,QB,HAMPTON,11,73.0,278,301,11.3,2.9,5,18,5.7,58.8,177,0,109,12.8,359,26,0.13,121,178,70.2,86.8,86.6,67.0,5,12,375,2,44.6,17.4,86.7,5.3,19,38,1,12,15,13,3.5,2575,8.6
Skyler Perry,82082,QB,ARKAPB,11,62.7,263,300,9.7,2.86,8,12,3.8,50.3,151,0,137,8.5,353,14,-0.35,80,112,61.5,61.4,55.1,70.0,7,10,378,2,31.7,16.8,61.0,6.5,23,28,0,22,6,13,3.4,1745,5.8
Jake Dunniway,60572,QB,SACRAMENTO,12,70.9,285,298,11.2,2.5,3,20,6.4,61.7,184,0,69,8.9,316,18,0.26,124,279,62.6,91.8,91.8,55.8,2,5,330,1,49.1,13.0,96.1,2.8,9,8,3,5,12,9,2.7,2586,8.7
Kasim Hill,60444,QB,RHODE ISLD,11,66.5,257,286,11.8,2.76,8,24,8.1,52.4,150,0,83,12.3,329,21,0.07,104,274,69.6,85.8,82.1,73.7,5,6,342,4,39.5,28.9,89.8,7.3,24,19,2,14,18,7,2.0,2182,7.6
Jack Cook,109015,QB,DAYTON,10,71.2,264,283,10.4,2.79,5,25,8.5,59.7,169,0,84,10.1,314,19,0.21,120,150,75.9,84.6,81.0,75.0,2,7,326,4,49.7,8.3,92.1,2.2,7,23,0,12,14,10,3.1,2317,8.2
Carson Camp,141837,QB,S DAKOTA,12,74.6,260,279,8.5,2.9,5,13,4.4,64.5,180,0,120,7.2,345,14,0.01,106,291,41.6,71.7,76.0,51.8,2,7,362,6,44.3,25.0,99.4,8.7,30,35,0,12,17,14,3.9,2256,8.1
Orion Olivas,155517,QB,HOU BAPT,8,69.6,257,278,6.8,2.63,3,1,0.3,56.5,157,0,116,12.3,308,22,-0.36,77,183,61.0,49.8,53.3,35.3,2,13,323,1,36.7,15.5,57.7,5.8,18,12,1,15,6,17,5.3,1393,5.0
Theo Day,83515,QB,N IOWA,11,65.3,262,276,12.7,3.0,3,17,5.8,55.8,154,0,129,9.9,338,17,-0.07,110,255,47.4,69.1,69.0,60.3,9,11,356,3,44.7,23.3,86.4,8.9,30,31,0,2,16,18,5.1,2322,8.4
Spencer Brasch,100574,QB,CAL POLY,7,61.9,260,274,8.8,2.62,2,7,2.4,53.3,146,0,81,9.3,312,15,-0.13,93,129,30.6,45.4,46.1,52.9,1,9,328,2,39.4,25.9,69.9,6.7,21,17,2,9,9,19,5.8,1722,6.3
Tyquell Fields,51615,QB,STNY BROOK,11,63.5,255,274,12.5,2.79,3,15,5.2,54.0,148,0,111,8.6,324,14,-0.1,86,303,73.1,60.5,54.2,72.4,3,10,342,5,41.7,20.7,70.4,7.1,23,26,0,13,9,21,6.1,1815,6.6
Lindsey Scott Jr.,40219,QB,NICHOLLS,11,69.3,264,272,11.0,2.91,2,17,6.0,61.8,168,0,92,8.2,334,15,0.2,129,243,57.8,88.5,72.5,90.4,0,11,352,0,52.1,14.1,88.2,3.9,13,49,1,5,16,14,4.0,2084,7.7
Joe Green,101283,QB,COLUMBIA,10,66.1,257,270,9.4,2.48,1,20,7.1,54.8,148,0,59,12.9,297,22,-0.1,71,145,51.5,76.1,77.1,54.6,1,3,311,2,34.3,20.3,80.9,4.0,12,15,0,11,10,9,2.9,1645,6.1
Camden Orth,108965,QB,LIUSHAR,10,69.4,235,264,8.4,2.63,4,8,2.9,54.5,144,0,111,11.7,301,19,-0.16,78,1298,42.3,62.8,63.1,61.8,7,5,312,6,36.9,27.9,78.8,10.3,31,6,3,15,10,11,3.5,1680,6.4
Dylan McCaffrey,60451,QB,N COLORADO,10,75.1,241,263,5.7,2.44,3,6,2.2,60.5,159,0,97,12.2,301,22,-0.24,69,253,71.1,60.3,56.6,66.4,5,7,310,2,36.9,8.2,69.0,2.7,8,28,0,14,5,12,3.9,1345,5.1
Chris Ferguson,40105,QB,TOWSON,11,67.5,243,261,8.5,2.55,2,8,2.9,56.7,148,0,85,9.8,292,16,-0.17,75,317,40.3,48.0,50.6,31.5,7,9,306,3,36.3,23.5,73.7,6.8,20,9,3,6,11,17,5.6,1549,5.9
Bret Edwards,88638,QB,NEW HAMP,10,72.5,229,260,8.0,3.27,4,7,2.6,60.4,157,0,111,5.4,298,9,-0.12,86,240,50.0,67.2,67.0,58.6,0,5,309,5,40.6,22.5,84.9,8.4,25,13,1,26,12,9,2.9,1566,6.0
Keon Howard,40418,QB,TENN MARTN,10,68.4,247,260,9.9,2.68,6,16,5.9,59.6,155,0,79,8.3,299,14,-0.03,92,310,26.8,71.6,65.6,70.2,0,7,315,1,40.8,11.4,88.9,3.0,9,29,0,7,15,18,5.7,1819,7.0
Richie Kenney,91723,QB,CORNELL,10,58.4,243,257,12.0,2.36,3,17,6.4,46.7,120,0,72,15.5,266,22,-0.27,66,147,57.8,55.6,56.9,43.4,4,7,276,1,32.3,8.3,60.1,2.3,6,3,0,7,5,18,6.5,1481,5.8
Andrew Body,155202,QB,TEXAS STHN,10,72.1,240,256,9.3,2.58,3,16,5.9,60.9,156,0,102,9.8,295,17,0.09,103,313,25.3,68.3,64.5,67.0,4,4,314,1,43.1,14.7,100.9,5.1,15,23,0,9,14,14,4.5,2230,8.7
Davius Richard,109077,QB,NC CENT,9,66.1,230,253,10.0,2.71,6,13,4.9,54.2,137,0,99,9.9,296,15,-0.05,89,247,28.1,69.4,61.8,77.5,6,4,310,2,41.6,17.2,81.2,5.7,17,25,3,8,10,12,3.9,1661,6.6
Matthew McKay,60485,QB,MONTANA ST,11,68.9,238,248,10.2,2.26,3,12,4.8,61.7,153,0,74,6.7,278,11,0.14,100,233,50.1,81.4,78.3,71.5,3,3,282,1,43.2,23.0,105.5,6.1,17,13,1,3,17,6,2.1,2037,8.2
Derek Kyler,109012,QB,DARTMOUTH,10,80.7,223,246,8.7,2.5,4,14,5.5,69.1,170,0,71,5.6,271,10,0.25,96,148,60.4,90.9,90.7,66.6,3,1,279,1,49.1,19.7,116.3,5.2,14,11,4,12,18,2,0.7,2003,8.1
Kobe Tracy,141317,QB,DIXIE,8,69.0,232,242,9.4,2.62,0,9,3.6,60.7,147,0,78,8.1,269,13,0.01,82,1285,27.8,61.0,64.9,42.7,0,8,280,1,43.1,19.2,78.6,5.6,15,12,2,8,8,9,3.2,1665,6.9
Geremy Hickbottom,62834,QB,TENN STATE,10,68.5,219,242,9.4,2.86,1,14,5.6,57.0,138,0,106,8.0,285,12,0.03,86,308,46.2,77.7,73.5,73.5,7,4,295,3,42.1,14.2,90.0,5.3,15,27,1,14,12,15,5.1,1789,7.4
Bret Bushka,108927,QB,BUTLER,10,70.6,228,240,9.2,2.79,2,9,3.6,60.8,146,0,62,9.3,271,15,-0.01,96,127,64.6,78.1,72.8,71.9,0,11,282,0,45.4,14.5,75.2,3.3,9,21,0,10,9,13,4.6,1669,7.0
Marquez McCray,109056,QB,SACR HEART,12,73.4,207,240,10.7,3.33,0,17,6.6,58.8,141,0,137,7.2,322,11,-0.02,105,280,65.1,80.4,82.9,58.6,1,7,346,0,45.0,24.8,82.8,10.6,34,48,2,30,9,6,1.7,1809,7.5
Derek Robertson,142298,QB,MAINE,8,61.1,229,238,10.7,2.36,5,10,4.0,50.8,121,0,61,13.6,254,19,0.02,79,212,67.4,73.0,71.2,63.7,2,4,268,0,38.2,13.1,80.6,3.1,8,6,0,2,12,6,2.2,1507,6.3
Darius Perrantes,103934,QB,DUQUESNE,9,68.0,228,235,10.3,2.62,4,16,6.0,59.1,139,0,73,10.3,256,16,0.06,83,155,67.8,72.4,73.0,54.0,1,7,287,6,46.5,8.2,91.8,2.3,6,14,0,2,17,10,3.5,1621,6.9
Cam Humphrey,39886,QB,MONTANA,10,69.5,220,235,9.8,2.93,4,11,4.6,60.4,142,0,100,7.2,291,11,0.02,93,232,52.1,75.8,77.7,57.9,4,7,302,2,43.0,23.0,94.3,7.9,23,32,1,6,16,13,4.3,1783,7.6
Romelo Williams,78489,QB,CENT CT ST,9,67.1,210,234,8.9,2.98,6,13,5.3,56.0,131,1,102,7.1,278,10,-0.11,79,133,30.9,70.1,64.7,72.6,3,5,292,5,39.6,19.6,78.7,7.2,20,24,2,13,10,14,4.8,1382,5.9
Jeff Undercuffler,78501,QB,ALBANY,9,66.0,215,228,9.8,2.37,5,8,3.3,57.5,131,0,65,7.7,258,11,-0.17,66,106,48.4,52.9,56.8,35.0,4,6,273,3,36.8,33.8,77.8,8.5,22,8,0,4,7,12,4.4,1563,6.9
Neil Boudreau,44632,QB,MORGAN ST,10,62.0,205,226,8.4,2.65,6,9,3.8,50.0,113,0,115,11.0,279,14,-0.34,54,235,42.5,40.2,40.8,52.2,2,12,290,4,34.4,15.7,52.7,6.5,18,34,2,11,7,17,5.9,1125,5.0
Kaleb Fletcher,60499,QB,NWSTATE,7,70.4,213,225,8.0,2.37,2,9,3.8,62.7,141,0,83,6.0,268,9,-0.12,71,257,37.4,65.1,65.9,59.4,2,6,284,2,40.7,20.5,79.5,6.3,17,26,1,7,8,8,2.8,1318,5.9
C.J. Ogbonna,149182,QB,SE MO ST,11,63.5,203,223,12.9,2.55,3,17,7.2,49.8,111,0,73,14.0,255,18,-0.21,68,293,58.3,67.6,69.1,58.7,2,8,269,5,36.5,19.2,75.0,5.5,14,18,1,14,12,14,5.2,1522,6.8
Anthony Thompson,40036,QB,INDIANA ST,10,71.7,205,222,8.0,2.82,3,5,2.2,60.8,135,0,82,8.2,251,12,-0.19,67,191,61.1,55.1,51.4,62.0,2,8,262,0,37.8,18.3,74.9,6.0,15,14,3,9,8,17,6.5,1338,6.0
RJ Martinez,147690,QB,N ARIZONA,8,72.3,202,222,9.8,2.84,6,18,7.7,61.7,137,0,77,6.2,246,9,0.11,74,252,43.6,90.2,88.8,70.8,0,2,258,1,44.3,9.1,102.8,2.8,7,16,1,13,14,6,2.3,1708,7.7
Shannon Patrick,82081,QB,BETH COOK,9,69.1,207,218,10.3,2.32,3,23,10.1,54.6,119,0,64,16.8,230,24,-0.17,61,119,34.0,82.6,82.5,59.5,2,10,240,3,38.3,12.5,68.4,3.5,8,4,0,6,9,12,5.0,1370,6.3
Cole Copeland,63563,QB,CHATTNOOGA,9,68.3,208,217,9.3,2.87,1,1,0.4,58.5,127,0,63,10.6,244,15,0.0,82,137,69.6,61.9,57.9,66.7,1,9,254,0,46.7,14.3,72.6,3.7,9,18,0,7,6,11,4.3,1555,7.2
Miles Hastings,103943,QB,UC DAVIS,10,69.3,205,216,7.4,2.45,5,4,1.8,59.7,129,0,64,9.2,233,13,-0.14,63,322,76.7,62.0,62.8,52.2,1,8,239,0,42.9,12.5,69.6,3.4,8,7,0,5,7,10,4.2,1158,5.4
Bronson Barron,141710,QB,WEBER ST,8,72.3,202,213,10.1,2.56,3,11,5.0,61.0,130,0,82,11.0,246,16,-0.16,72,342,58.7,77.0,77.8,60.1,2,5,254,2,38.2,26.8,85.7,8.9,22,10,0,6,8,6,2.4,1536,7.2
Austin Day,106411,QB,MARIST,9,75.1,201,213,8.6,3.02,5,14,6.1,64.3,137,0,108,9.3,282,14,-0.03,89,213,36.0,78.4,74.1,73.0,0,5,303,1,45.7,27.8,97.6,10.6,30,39,0,7,13,11,3.6,1602,7.5
Jalani Eason,52172,QB,MS VLY ST,11,71.1,197,211,7.6,2.58,5,10,4.4,60.2,127,0,94,9.3,254,13,-0.13,62,228,36.2,71.0,71.1,60.7,4,7,268,3,34.3,23.4,84.1,8.7,22,21,0,5,10,9,3.4,1512,7.2
Ryan Nettles,102339,QB,ALABAMA ST,7,64.9,194,208,8.7,2.46,6,8,3.7,59.1,123,0,66,2.4,240,3,-0.15,72,105,29.6,52.7,54.9,48.7,1,7,249,3,39.6,25.8,77.9,7.1,17,15,1,6,10,9,3.6,1224,5.9
Wiley Hartley,122297,QB,CAMPBELL,6,70.0,203,207,11.0,2.49,2,13,5.9,60.9,126,0,61,11.3,234,16,0.08,73,131,48.1,76.9,77.7,62.7,0,8,250,1,44.0,19.7,91.5,5.1,12,13,0,2,14,8,3.2,1603,7.7
Glendon McDaniel,78483,QB,SOUTHERN U,10,70.7,198,207,8.1,2.77,2,5,2.3,61.4,127,0,63,9.3,245,13,0.0,73,297,48.0,70.7,68.1,67.5,1,3,260,2,39.2,20.6,90.9,5.3,13,24,1,5,10,5,1.9,1373,6.6
Matthew Sluka,143059,QB,HOLY CROSS,13,68.3,199,207,11.3,2.98,5,18,8.3,56.0,116,0,80,14.7,272,20,-0.02,88,181,51.6,84.7,70.1,85.6,0,5,283,2,41.9,25.0,87.1,7.4,20,44,2,1,11,13,4.6,1524,7.4
Jared Lewis,108959,QB,DELWARE ST,10,64.5,183,206,12.9,3.11,3,16,7.6,51.5,106,0,110,10.2,249,12,-0.1,64,152,70.5,80.4,80.7,62.9,4,4,256,2,35.3,19.1,97.0,8.4,21,22,2,14,20,4,1.6,1374,6.7
Joe Mancuso,40312,QB,RICHMOND,8,71.4,199,206,9.1,2.56,2,9,4.2,60.2,124,0,45,12.7,227,18,0.09,78,276,53.9,76.6,77.3,62.0,0,6,235,1,44.9,13.3,91.6,2.6,6,15,0,5,13,14,6.0,1504,7.3
Jalen Fowler,64170,QB,NC A&T,9,67.7,192,203,11.3,2.91,0,21,9.9,54.7,111,0,71,14.6,235,19,-0.02,67,246,32.7,78.6,78.5,62.4,4,8,245,1,41.7,26.8,79.7,8.1,19,12,0,7,9,12,4.9,1640,8.1
Dante Perri,143112,QB,LEHIGH,8,72.6,186,202,7.9,2.8,1,4,1.9,59.9,121,0,62,10.4,222,14,-0.24,60,205,48.0,68.9,71.7,49.0,1,5,231,1,40.1,24.2,73.0,6.8,15,5,0,14,4,8,3.5,1200,5.9
Otto Kuhns,138014,QB,E ILLINOIS,9,57.6,191,201,11.3,2.83,5,15,7.1,45.8,92,0,92,16.4,231,18,-0.32,50,158,69.0,61.8,57.6,66.7,1,10,243,1,32.9,18.5,52.9,7.4,17,13,0,4,6,11,4.5,1132,5.6
Ah-Shaun Davis,149376,QB,LAFAYETTE,8,70.5,183,200,10.9,2.97,2,11,5.4,58.5,117,0,113,9.3,252,12,-0.18,67,203,77.0,60.3,60.6,55.3,1,5,257,1,38.1,29.2,76.5,13.1,33,19,2,12,4,5,1.9,1414,7.1
Nolan Grooms,108987,QB,YALE,10,63.6,187,200,12.0,3.23,1,20,9.7,54.0,108,0,105,9.2,258,11,0.05,83,352,65.1,72.0,66.3,72.2,1,8,271,3,41.1,15.2,86.4,6.2,16,42,0,11,14,15,5.5,1569,7.8
