unit,pos,depth,player,class,origin,note
OL,LG,1,Wade Helton,SO,returner,"2025 starting C (53.0/555), moves to LG; backup: Siosaia Lapuaho (Athlon 2026-transfer asterisk; NOT in CFBD feed; origin unverified - no attributed tape)"
OL,C,1,Tana Alo-Tupuola,JR,Georgia Tech transfer (Athlon-bold*),"'stole' GT's starter off a top-rated line (P6); helped GT rank among top FBS rushing attacks (Athlon); PFF 57.1/455 (repair add)"
OL,RG,1,Maki Stewart,SO,returner,"late-season starts (P6); PFF 70.6/260 - best returning OL grade"
OL,RT,1,Luke Baklenko,SR,Oklahoma transfer (Athlon-bold*),"two-year Stanford starter, OU backup 2025 (67.9/155); should win RT (P6)"
OL,ALL,9,DEPARTED,,,"ALL FIVE 2025 starters gone: LT Iheanachor (72.5/860) -> NFL 1st round; Scott (60.2/852) expired; Atkins (66.0/792) -> Missouri; Obigbo (54.7/531) expired; Coleman (68.1/381) expired; Helton the exception (returns, moved C->LG); Na'a -> UCLA; Su'a out"
DL,DE,1,Jalen Thompson,SR,Michigan State transfer (Athlon-bold*),"P4 starter add (P6); PFF 68.2/420"
DL,DT,1,C.J. Fite,JR,RETURNING STARTER (bold),"the star: all-conference candidate NT (Athlon); returned after considering early NFL entry (P6); PFF 68.5/587"
DL,DT,1,MyKeil Gardner,SO,returner (yr-2),Athlon DC starter
DL,DE,1,Clayton Smith,SR,returner (ELIGIBILITY APPEAL - magazine override),"2024 starting DE won appeal for bonus 2026 year (P6-explicit); PFF 65.8/469"
DL,DE,2,Emar'rion Winston / Julian Hugo / Kirt Vakalahi,SR / FR / JR,Baylor transfer + signee + JUCO,"Winston: P4 starter add (65.9/586); Hugo: 4*, 'spring hero per practice reports' (P6); Vakalahi 6-5 260 JUCO wildcard. DEPARTED: Wodtly (77.6/467), O'Neal (64.6/519), Dorbah (68.2/360), Kongaika (64.2/500, expired), Cooper (187, expired)"
LB,ILB,1,Owen Long,JR,Colorado State transfer (Athlon-bold*),"FBS' leading tackler 2025; 1st-team All-MW; 4* transfer grades; 'flying all over the field in spring' (P6); PFF 71.0/770"
LB,ILB,1,Martell Hughes,JR,returner,"400 partial-starter snaps, rises to starter (P6); PFF 61.6/308"
LB,ILB,2,Zyrus Fiaseu / Ramere Davis,SR(6th) / JR,returner (6TH-YEAR - magazine override) + NAU transfer,"Fiaseu 'sixth-year returner... starter-level' (Athlon-explicit; yr-4 override); 61.5/101. DEPARTED: Crook (82.4/733) + Elliott (67.5/649) - both 2nd-tm All-B12, 199 combined tackles, 1-2 on team; Romney -> OkSt; Krew Jackson (70.0/29) yr-4 expired"
DB,CB,1,Ashton Stamps,JR,LSU transfer (Athlon-bold*),"two-year LSU starter who fell out of the lineup in '25 (18 snaps, 77.5 grade); Athlon projects starter"
DB,CB,1,Rodney Bimage Jr.,SO,returner,"'ready to shine' (Athlon); yr-1 reserve"
DB,NB,1,Adrian Wilson,JR,RETURNING STARTER (bold),"stepped up after Alford injury (P6); possible FS->NB move (Athlon); PFF 66.3/652"
DB,SS,1,Montana Warren,JR,returner,"surged at nickel (P6); PFF 58.7/377"
DB,FS,1,Lyrik Rawls,SR,Kansas transfer (Athlon-bold*),"led Kansas w/ 57 solo tackles (Athlon); 73 tackles (P6); PFF 71.4/632"
DB,DB,2,Jessiah McGrew / Nigel Pringle / Caleb Chester / Chance Rucker / Antoine Belgrave-Shorter,SO / FR / / / ,FIU + Arkansas + Texas + Michigan State + Penn State transfers,"McGrew 72.5/769 at FIU - best incoming DB tape. DEPARTED (all 5 original starters): Abney (86.3/785) -> NFL; Robinson (70.5/659) -> Wisconsin; Rowser (69.9/804) expired; Breedlove (60.4/593) expired; Alford (injured, 122) expired; Klemm/Bal/Fall/McGinnis/Nkuba also out"
ST,K,1,Carson Smith,SR,Austin Peay transfer,"FCS UAC Specialist of the Year (Athlon)"
ST,P,1,Nick McLarty,SO,Ohio State transfer,"big-legged Australian (Athlon); 2025 ASU = 2nd-worst FBS net punting; McKenzie -> Kennesaw. Team SPEC 68.2 = 20th pctile"
