unit,pos,depth,player,class,origin,note
LB,WLB,2,Brady Kerperin,SO,transfer:unresolved,FEED-GAP; Athlon WLB2*
LB,LB,3,Jake Gassaway,JR,returning,62 snaps 61.7
DB,CB,1,Dev'ion Reynolds,SO,returning,316 snaps 50.7 (47.4 adj); 4 st 16 tkl; KR (96-yd TD)
DB,CB,2,Marshall Washington,JR,transfer:Long Island,FEED-GAP; 19 st 59 tkl 8 pbu 2 int L2Y
DB,CB,1,Yassine Falke,JR,transfer:Marian (NAIA),FEED-GAP; 12 st 44 tkl 9 pbu 5 int; all-conf
DB,CB,2,Liam Lindo,SR,transfer:Bryant,FEED-GAP; Ark-PB '24; 4 st 35 tkl 8 pbu 2 int at Bryant LY
DB,NB,1,Aaron Warren,SR,transfer:Eastern New Mexico (D2),FEED-GAP; 7 pbu 1 int LY
DB,NB,2,Avery Jones,SR,transfer:Lafayette,in feed; 12 gm 47 tkl 3 int LY
DB,S,1,Justin Harris,JR,transfer:Central State (D2),FEED-GAP; Duquesne '24; 6 tkl 4 pbu 3 int LY
DB,S,2,Malik Armstrong,SR,returning,27 snaps 61.7; 19 gm 2 tkl L2Y
DB,S,1,Tyrese Stanley,JR,transfer:Morehouse (D2),in feed; 20 st 79 tkl L2Y
DB,S,2,Kyron Conyers,JR,transfer:Long Island,FEED-GAP; 2 st 36 tkl 4 pbu LY
ST,P,1,Jake Ference,SO,returning,30 punts 43.6 L/61; PS#58; replaced Vuckovic mid-year
ST,K,1,Ryan Short,SR,transfer:Butler (FCS),FEED-GAP; 12 st 15-16 FG L/45 + 36 punts 37.4; all-conf
ST,K,2,JJ Schlenhardt,FR,returning,rFr; Athlon K1
ST,KR,1,Dev'ion Reynolds,SO,returning,96-yd KR TD; 25.3 avg
ST,PR,1,DeAree Rogers,SR,returning,PR1 both prints
